LSU,2724,Wichita State,99
2:45,2724,Landry Shamet made Layup.,17,37
2:31,99,Antonio Blakeney missed Three Point Jumper.,17,37
2:31,2724,Shaquille Morris Defensive Rebound.,17,37
2:18,2724,Markis McDuffie made Three Point Jumper. Assisted by Landry Shamet.,17,40
1:56,99,Antonio Blakeney made Jumper.,19,40
1:42,2724,Shaquille Morris missed Layup.,19,40
1:42,99,Elbert Robinson III Defensive Rebound.,19,40
1:33,99,Elbert Robinson III Turnover.,19,40
1:14,2724,Markis McDuffie made Jumper. Assisted by Conner Frankamp.,19,42
1:06,99,Brandon Sampson missed Three Point Jumper.,19,42
1:06,2724,Landry Shamet Defensive Rebound.,19,42
0:54,2724,Landry Shamet made Layup.,19,44
0:44,99,Jalyn Patterson missed Three Point Jumper.,19,44
0:44,2724,Wichita St Defensive Rebound.,19,44
0:29,99,Foul on Brandon Sampson.,19,44
0:29,2724,Markis McDuffie made Free Throw.,19,45
0:29,2724,Markis McDuffie made Free Throw.,19,46
0:05,99,Aaron Epps missed Three Point Jumper.,19,46
0:05,2724,Wichita St Defensive Rebound.,19,46
0:00,2724,End of 1st half,19,46
19:56,99,Jalyn Patterson missed Three Point Jumper.,19,46
19:56,2724,Zach Brown Defensive Rebound.,19,46
19:33,2724,Shaquille Morris missed Layup.,19,46
19:33,2724,Zach Brown Offensive Rebound.,19,46
19:17,2724,Landry Shamet missed Three Point Jumper.,19,46
19:17,99,Brandon Sampson Block.,19,46
19:15,99,Jalyn Patterson Defensive Rebound.,19,46
19:08,99,Brandon Sampson missed Three Point Jumper.,19,46
19:08,99,Aaron Epps Offensive Rebound.,19,46
18:59,99,Duop Reath missed Layup.,19,46
18:59,99,Duop Reath Offensive Rebound.,19,46
18:55,99,Duop Reath made Layup.,21,46
18:48,2724,Shaquille Morris missed Layup.,21,46
18:48,2724,Wichita St Offensive Rebound.,21,46
18:18,99,Foul on Antonio Blakeney.,21,46
17:53,2724,Zach Brown Turnover.,21,46
17:40,99,Antonio Blakeney made Three Point Jumper.,24,46
17:25,99,Foul on Aaron Epps.,24,46
17:25,2724,Shaquille Morris missed Free Throw.,24,46
17:25,2724,Wichita St Deadball Team Rebound.,24,46
17:25,2724,Shaquille Morris made Free Throw.,24,47
17:06,99,Antonio Blakeney missed Three Point Jumper.,24,47
17:06,2724,Wichita St Defensive Rebound.,24,47
16:54,2724,Conner Frankamp made Layup. Assisted by Landry Shamet.,24,49
16:44,2724,Foul on Shaquille Morris.,24,49
16:41,99,Duop Reath missed Layup.,24,49
16:41,2724,Rauno Nurger Defensive Rebound.,24,49
16:31,2724,Landry Shamet Turnover.,24,49
16:30,99,Antonio Blakeney Steal.,24,49
16:19,99,Foul on Aaron Epps.,24,49
16:19,2724,Rashard Kelly missed Free Throw.,24,49
16:19,99,LSU Defensive Rebound.,24,49
16:19,99,Brandon Sampson missed Free Throw.,24,49
16:19,2724,Daishon Smith Defensive Rebound.,24,49
15:59,99,Duop Reath missed Jumper.,24,49
15:59,2724,Wichita St Defensive Rebound.,24,49
15:40,2724,Foul on Markis McDuffie.,24,49
15:40,99,Duop Reath made Free Throw.,25,49
15:40,99,Duop Reath made Free Throw.,26,49
15:13,2724,Darral Willis Jr. made Layup. Assisted by Conner Frankamp.,26,51
15:03,99,Duop Reath missed Jumper.,26,51
15:03,2724,Markis McDuffie Defensive Rebound.,26,51
14:49,2724,Darral Willis Jr. missed Jumper.,26,51
14:49,99,Jalyn Patterson Defensive Rebound.,26,51
14:43,99,Antonio Blakeney missed Jumper.,26,51
14:43,2724,Rauno Nurger Block.,26,51
14:40,99,Jalyn Patterson Offensive Rebound.,26,51
14:37,99,Antonio Blakeney missed Layup.,26,51
14:37,2724,Landry Shamet Defensive Rebound.,26,51
14:30,2724,Markis McDuffie missed Three Point Jumper.,26,51
14:30,99,Jalyn Patterson Defensive Rebound.,26,51
14:18,99,Duop Reath made Layup. Assisted by Aaron Epps.,28,51
14:18,2724,Foul on Markis McDuffie.,28,51
14:18,99,Duop Reath made Free Throw.,29,51
13:56,99,Craig Victor II missed Jumper.,29,51
13:56,2724,Zach Brown Defensive Rebound.,29,51
13:43,2724,Zach Bush missed Three Point Jumper.,29,51
13:43,99,Marshall Graves Defensive Rebound.,29,51
13:37,99,Foul on Craig Victor II.,29,51
13:30,2724,Austin Reaves made Three Point Jumper. Assisted by Rauno Nurger.,29,54
13:13,99,Craig Victor II missed Layup.,29,54
13:13,99,Duop Reath Offensive Rebound.,29,54
13:09,99,Duop Reath Turnover.,29,54
13:09,2724,Austin Reaves Steal.,29,54
12:57,2724,Rauno Nurger made Three Point Jumper. Assisted by Daishon Smith.,29,57
12:40,99,Antonio Blakeney missed Jumper.,29,57
12:40,99,Craig Victor II Offensive Rebound.,29,57
12:36,99,Jalyn Patterson missed Three Point Jumper.,29,57
12:36,2724,Darral Willis Jr. Defensive Rebound.,29,57
12:24,2724,Daishon Smith made Jumper.,29,59
12:15,99,LSU  Timeout,29,59
12:06,99,Brandon Sampson Turnover.,29,59
12:06,99,Foul on Brandon Sampson.,29,59
11:54,99,Foul on Kieran Hayward.,29,59
11:52,2724,Official TV Timeout,29,59
11:38,2724,Darral Willis Jr. missed Layup.,29,59
11:38,99,Craig Victor II Block.,29,59
11:36,2724,Darral Willis Jr. Offensive Rebound.,29,59
11:21,2724,Daishon Smith missed Layup.,29,59
11:21,2724,Markis McDuffie Offensive Rebound.,29,59
11:16,2724,Markis McDuffie made Two Point Tip Shot.,29,61
10:58,99,Duop Reath made Jumper.,31,61
10:41,2724,Shaquille Morris Turnover.,31,61
10:41,2724,Foul on Shaquille Morris.,31,61
10:37,99,Duop Reath made Layup. Assisted by Duop Reath.,33,61
10:20,99,Foul on Craig Victor II.,33,61
10:20,2724,Rauno Nurger made Free Throw.,33,62
10:20,2724,Rauno Nurger missed Free Throw.,33,62
10:20,2724,Rauno Nurger Offensive Rebound.,33,62
10:20,2724,Foul on Zach Brown.,33,62
10:20,99,Antonio Blakeney Defensive Rebound.,33,62
10:20,99,Antonio Blakeney made Layup.,35,62
10:15,2724,Rauno Nurger missed Three Point Jumper.,35,62
10:15,2724,Rashard Kelly Offensive Rebound.,35,62
10:09,2724,Rashard Kelly Turnover.,35,62
10:09,99,Craig Victor II Steal.,35,62
10:01,99,Antonio Blakeney made Three Point Jumper.,38,62
9:32,2724,Rashard Kelly made Layup.,38,64
9:07,99,Antonio Blakeney made Jumper. Assisted by Kieran Hayward.,40,64
8:20,2724,Rauno Nurger made Three Point Jumper. Assisted by Conner Frankamp.,40,67
8:10,99,Duop Reath missed Layup.,40,67
8:10,99,Antonio Blakeney Offensive Rebound.,40,67
8:05,2724,Foul on Zach Brown.,40,67
8:04,99,Skylar Mays Turnover.,40,67
7:53,2724,Zach Brown Turnover.,40,67
7:52,99,Skylar Mays Steal.,40,67
7:48,99,Duop Reath missed Jumper.,40,67
7:48,2724,Rashard Kelly Defensive Rebound.,40,67
7:31,2724,Official TV Timeout,40,67
7:31,99,Foul on Kieran Hayward.,40,67
7:31,2724,Austin Reaves missed Free Throw.,40,67
7:31,99,Wayde Sims Defensive Rebound.,40,67
7:14,99,Wayde Sims made Jumper. Assisted by Skylar Mays.,42,67
6:51,2724,Zach Brown missed Three Point Jumper.,42,67
6:51,2724,Rauno Nurger Offensive Rebound.,42,67
6:44,2724,Zach Brown missed Three Point Jumper.,42,67
6:44,99,Wayde Sims Defensive Rebound.,42,67
6:35,99,Jalyn Patterson Turnover.,42,67
6:34,2724,Conner Frankamp Steal.,42,67
6:23,2724,Eric Hamilton missed Layup.,42,67
6:23,99,Jalyn Patterson Defensive Rebound.,42,67
6:17,99,Kieran Hayward Turnover.,42,67
6:02,2724,Darral Willis Jr. made Layup. Assisted by Conner Frankamp.,42,69
5:42,99,Skylar Mays missed Layup.,42,69
5:42,99,Wayde Sims Offensive Rebound.,42,69
5:38,99,Wayde Sims missed Dunk.,42,69
5:38,2724,Wichita St Defensive Rebound.,42,69
5:20,2724,Markis McDuffie missed Layup.,42,69
5:20,99,Wayde Sims Block.,42,69
5:20,2724,Wichita St Offensive Rebound.,42,69
5:18,2724,Landry Shamet made Jumper. Assisted by Conner Frankamp.,42,71
4:59,99,Wayde Sims missed Three Point Jumper.,42,71
4:59,2724,Landry Shamet Defensive Rebound.,42,71
4:48,2724,Darral Willis Jr. made Layup.,42,73
4:46,99,Foul on Skylar Mays.,42,73
4:46,2724,Darral Willis Jr. missed Free Throw.,42,73
4:46,99,Antonio Blakeney Defensive Rebound.,42,73
4:37,99,Antonio Blakeney Turnover.,42,73
4:36,2724,Daishon Smith Steal.,42,73
4:22,2724,Rauno Nurger missed Layup.,42,73
4:22,99,Wayde Sims Block.,42,73
4:22,99,LSU Defensive Rebound.,42,73
4:09,99,Elbert Robinson III Turnover.,42,73
4:08,2724,John Robert Simon Steal.,42,73
3:58,2724,Daishon Smith made Jumper.,42,75
3:44,99,Antonio Blakeney missed Jumper.,42,75
3:44,2724,Darral Willis Jr. Defensive Rebound.,42,75
3:22,2724,Eric Hamilton missed Layup.,42,75
3:22,99,Skylar Mays Defensive Rebound.,42,75
3:19,2724,Foul on Darral Willis Jr..,42,75
3:19,2724,Official TV Timeout,42,75
2:57,99,Aaron Epps made Layup. Assisted by Elbert Robinson III.,44,75
2:36,2724,Brett Barney made Layup. Assisted by C.J. Keyser.,44,77
2:18,99,Kieran Hayward missed Three Point Jumper.,44,77
2:18,99,Skylar Mays Offensive Rebound.,44,77
2:12,99,Jalyn Patterson missed Three Point Jumper.,44,77
2:12,2724,Eric Hamilton Defensive Rebound.,44,77
1:57,2724,Eric Hamilton Turnover.,44,77
1:54,99,Jalyn Patterson Steal.,44,77
1:50,99,Skylar Mays missed Jumper.,44,77
1:50,2724,Eric Hamilton Defensive Rebound.,44,77
1:36,2724,Foul on John Robert Simon.,44,77
1:36,2724,C.J. Keyser Turnover.,44,77
1:32,99,Jalyn Patterson Steal.,44,77
1:26,99,Jalyn Patterson made Layup.,46,77
1:22,2724,John Robert Simon made Three Point Jumper. Assisted by Kaelen Malone.,46,80
1:02,99,Foul on Elbert Robinson III.,46,80
1:02,2724,C.J. Keyser Turnover.,46,80
1:02,2724,John Robert Simon made Free Throw.,46,81
1:02,2724,John Robert Simon made Free Throw.,46,82
0:52,99,Skylar Mays Turnover.,46,82
0:39,2724,Zach Bush Turnover.,46,82
0:29,2724,Foul on C.J. Keyser.,46,82
0:29,99,Elbert Robinson III missed Free Throw.,46,82
0:29,99,LSU Deadball Team Rebound.,46,82
0:29,99,Elbert Robinson III made Free Throw.,47,82
0:12,2724,Kaelen Malone Turnover.,47,82
0:11,99,Kieran Hayward Steal.,47,82
0:03,99,Jalyn Patterson missed Layup.,47,82
0:03,2724,Zach Bush Defensive Rebound.,47,82
0:00,2724,End of Game,47,82
