William &amp; Mary,150,Duke,2729
19:35,2729,Jack Whitman Defensive Rebound.,30,46
19:06,2729,Daniel Dixon made Three Point Jumper. Assisted by Omar Prewitt.,33,46
18:43,2729,Foul on Jack Whitman.,33,46
18:41,150,Matt Jones missed Three Point Jumper.,33,46
18:41,2729,Nathan Knight Defensive Rebound.,33,46
18:32,2729,Omar Prewitt made Layup. Assisted by David Cohn.,35,46
18:13,2729,Foul on Nathan Knight.,35,46
18:13,150,Frank Jackson made Free Throw.,35,47
18:13,150,Frank Jackson made Free Throw.,35,48
18:03,150,Foul on Luke Kennard.,35,48
18:01,2729,Daniel Dixon missed Layup.,35,48
18:01,150,Amile Jefferson Defensive Rebound.,35,48
17:54,150,Grayson Allen missed Three Point Jumper.,35,48
17:54,2729,Daniel Dixon Defensive Rebound.,35,48
17:43,2729,Nathan Knight made Dunk. Assisted by David Cohn.,37,48
17:24,150,Amile Jefferson made Layup.,37,50
17:24,2729,Foul on Omar Prewitt.,37,50
17:24,150,Amile Jefferson made Free Throw.,37,51
17:12,2729,Omar Prewitt made Dunk. Assisted by Nathan Knight.,39,51
16:58,2729,Foul on Paul Rowley.,39,51
16:55,150,Frank Jackson made Jumper. Assisted by Grayson Allen.,39,53
16:40,2729,Nathan Knight made Jumper.,41,53
16:29,150,Grayson Allen made Jumper.,41,55
16:18,150,Foul on Matt Jones.,41,55
16:11,2729,Nathan Knight missed Jumper.,41,55
16:11,150,Amile Jefferson Block.,41,55
16:11,150,Luke Kennard Defensive Rebound.,41,55
15:50,2729,Foul on Daniel Dixon.,41,55
15:50,150,Official TV Timeout,41,55
15:40,150,Amile Jefferson made Layup.,41,57
15:25,2729,Nathan Knight missed Jumper.,41,57
15:25,150,Frank Jackson Defensive Rebound.,41,57
15:07,2729,Foul on Connor Burchfield.,41,57
14:59,150,Frank Jackson missed Jumper.,41,57
14:59,2729,Greg Malinowski Defensive Rebound.,41,57
14:41,2729,Omar Prewitt made Jumper. Assisted by David Cohn.,43,57
14:24,2729,Foul on Paul Rowley.,43,57
14:24,150,Amile Jefferson missed Free Throw.,43,57
14:24,150,Duke Deadball Team Rebound.,43,57
14:24,150,Amile Jefferson made Free Throw.,43,58
14:14,150,Foul on Matt Jones.,43,58
14:14,2729,Omar Prewitt made Free Throw.,44,58
14:14,2729,Omar Prewitt missed Free Throw.,44,58
14:14,150,Amile Jefferson Defensive Rebound.,44,58
14:02,150,Luke Kennard made Layup.,44,60
13:37,2729,Greg Malinowski Turnover.,44,60
13:37,150,Luke Kennard Steal.,44,60
13:21,150,Frank Jackson made Three Point Jumper. Assisted by Luke Kennard.,44,63
13:00,2729,Omar Prewitt made Layup. Assisted by Paul Rowley.,46,63
12:40,2729,Foul on Paul Rowley.,46,63
12:40,150,Amile Jefferson made Free Throw.,46,64
12:40,150,Amile Jefferson missed Free Throw.,46,64
12:40,2729,Jack Whitman Defensive Rebound.,46,64
12:35,2729,Jack Whitman made Dunk. Assisted by Greg Malinowski.,48,64
12:17,2729,Foul on Greg Malinowski.,48,64
12:17,150,Matt Jones made Free Throw.,48,65
12:17,150,Matt Jones made Free Throw.,48,66
12:03,2729,David Cohn Turnover.,48,66
11:49,150,Luke Kennard made Jumper.,48,68
11:23,2729,Jack Whitman Turnover.,48,68
11:23,150,Official TV Timeout,48,68
11:16,150,Luke Kennard missed Three Point Jumper.,48,68
11:16,2729,Justin Pierce Defensive Rebound.,48,68
11:01,2729,Daniel Dixon missed Jumper.,48,68
11:01,150,Chase Jeter Block.,48,68
11:01,150,Grayson Allen Defensive Rebound.,48,68
10:37,150,Grayson Allen made Three Point Jumper. Assisted by Chase Jeter.,48,71
10:22,2729,Daniel Dixon made Three Point Jumper. Assisted by Jack Whitman.,51,71
9:59,150,Frank Jackson made Three Point Jumper. Assisted by Luke Kennard.,51,74
9:49,2729,Foul on Greg Malinowski.,51,74
9:49,2729,Greg Malinowski Turnover.,51,74
9:49,150,Chase Jeter made Free Throw.,51,75
9:49,150,Chase Jeter made Free Throw.,51,76
9:33,2729,Justin Pierce missed Jumper.,51,76
9:33,150,Chase Jeter Defensive Rebound.,51,76
9:01,150,Grayson Allen Turnover.,51,76
8:46,2729,Daniel Dixon made Layup.,53,76
8:46,150,Foul on Luke Kennard.,53,76
8:46,2729,Daniel Dixon made Free Throw.,54,76
8:20,150,Matt Jones missed Three Point Jumper.,54,76
8:20,2729,Jack Whitman Defensive Rebound.,54,76
8:01,2729,Daniel Dixon missed Three Point Jumper.,54,76
8:01,150,Amile Jefferson Defensive Rebound.,54,76
7:38,150,Chase Jeter made Dunk. Assisted by Amile Jefferson.,54,78
7:20,2729,Jack Whitman made Layup.,56,78
7:20,150,Foul on Chase Jeter.,56,78
7:20,150,Official TV Timeout,56,78
7:20,2729,Jack Whitman made Free Throw.,57,78
7:05,2729,Foul on Oliver Tot.,57,78
7:05,150,Frank Jackson made Free Throw.,57,79
7:05,150,Frank Jackson made Free Throw.,57,80
6:53,2729,Omar Prewitt missed Three Point Jumper.,57,80
6:53,150,Grayson Allen Defensive Rebound.,57,80
6:45,150,Amile Jefferson made Dunk. Assisted by Grayson Allen.,57,82
6:24,2729,Daniel Dixon missed Jumper.,57,82
6:24,150,Amile Jefferson Defensive Rebound.,57,82
6:14,150,Luke Kennard missed Three Point Jumper.,57,82
6:14,2729,Omar Prewitt Defensive Rebound.,57,82
6:04,2729,Omar Prewitt Turnover.,57,82
6:04,150,Frank Jackson Steal.,57,82
5:59,150,Grayson Allen missed Layup.,57,82
5:59,150,Amile Jefferson Offensive Rebound.,57,82
5:41,150,Amile Jefferson Turnover.,57,82
5:15,150,Foul on Amile Jefferson.,57,82
5:15,2729,Nathan Knight missed Free Throw.,57,82
5:15,2729,William & Mary Deadball Team Rebound.,57,82
5:15,2729,Nathan Knight made Free Throw.,58,82
5:03,150,Foul on Javin DeLaurier.,58,82
5:03,150,Javin DeLaurier Turnover.,58,82
4:43,150,Foul on Luke Kennard.,58,82
4:43,2729,David Cohn made Free Throw.,59,82
4:43,2729,David Cohn made Free Throw.,60,82
4:30,150,Luke Kennard missed Jumper.,60,82
4:30,2729,Nathan Knight Defensive Rebound.,60,82
4:23,2729,David Cohn Turnover.,60,82
4:09,150,Frank Jackson missed Three Point Jumper.,60,82
4:09,2729,David Cohn Defensive Rebound.,60,82
4:03,2729,Daniel Dixon Turnover.,60,82
3:49,150,Matt Jones made Jumper.,60,84
3:33,2729,Daniel Dixon Turnover.,60,84
3:33,150,Javin DeLaurier Steal.,60,84
3:21,150,Foul on Javin DeLaurier.,60,84
3:21,150,Javin DeLaurier Turnover.,60,84
3:21,150,Official TV Timeout,60,84
3:06,2729,Daniel Dixon missed Three Point Jumper.,60,84
3:06,150,Javin DeLaurier Defensive Rebound.,60,84
2:51,150,Jack White made Jumper. Assisted by Frank Jackson.,60,86
2:32,2729,Daniel Dixon missed Layup.,60,86
2:32,150,Antonio Vrankovic Block.,60,86
2:32,2729,William & Mary Offensive Rebound.,60,86
2:29,2729,Daniel Dixon missed Three Point Jumper.,60,86
2:29,150,Antonio Vrankovic Defensive Rebound.,60,86
2:08,150,Matt Jones missed Layup.,60,86
2:08,150,Javin DeLaurier Offensive Rebound.,60,86
2:04,150,Javin DeLaurier Turnover.,60,86
2:04,2729,Daniel Dixon Steal.,60,86
1:51,2729,Daniel Dixon made Jumper. Assisted by Paul Rowley.,62,86
1:35,150,Duke  Timeout,62,86
1:23,150,Jack White missed Layup.,62,86
1:23,150,Jack White Offensive Rebound.,62,86
1:17,150,Jack White made Layup.,62,88
1:07,2729,Greg Malinowski missed Layup.,62,88
1:07,150,Jack White Block.,62,88
1:07,2729,Justin Pierce Offensive Rebound.,62,88
0:58,2729,Justin Pierce made Layup.,64,88
0:55,150,Duke  Timeout,64,88
0:36,150,Nick Pagliuca missed Three Point Jumper.,64,88
0:36,2729,William & Mary Defensive Rebound.,64,88
0:20,2729,Connor Burchfield made Three Point Jumper. Assisted by Nathan Knight.,67,88
0:00,150,End of Game,67,88
