The Citadel,9,Arizona State,2643
13:52,2643,Frankie Johnson missed Three Point Jumper.,12,17
13:52,9,Sam Cunliffe Defensive Rebound.,12,17
13:43,9,Tra Holder made Layup. Assisted by Sam Cunliffe.,12,19
13:43,2643,Foul on Brian White.,12,19
13:43,9,Tra Holder made Free Throw.,12,20
13:32,2643,Preston Parks missed Layup.,12,20
13:32,9,Jethro Tshisumpa Block.,12,20
13:29,2643,The Citadel Offensive Rebound.,12,20
13:25,2643,Zane Najdawi Turnover.,12,20
13:12,9,Jethro Tshisumpa made Layup. Assisted by Shannon Evans II.,12,22
13:03,2643,Zane Najdawi missed Jumper.,12,22
13:03,9,Jethro Tshisumpa Block.,12,22
13:01,9,Kodi Justice Defensive Rebound.,12,22
12:57,2643,Foul on Leandro Allende.,12,22
12:57,9,Kodi Justice made Free Throw.,12,23
12:57,9,Kodi Justice missed Free Throw.,12,23
12:57,9,Jethro Tshisumpa Offensive Rebound.,12,23
12:55,9,Jethro Tshisumpa missed Layup.,12,23
12:55,2643,Leandro Allende Defensive Rebound.,12,23
12:44,2643,Zane Najdawi missed Jumper.,12,23
12:44,9,Jethro Tshisumpa Block.,12,23
12:41,9,Arizona St Defensive Rebound.,12,23
12:22,9,Obinna Oleka missed Three Point Jumper.,12,23
12:22,9,Shannon Evans II Offensive Rebound.,12,23
12:08,9,Torian Graham missed Three Point Jumper.,12,23
12:08,2643,Quayson Williams Defensive Rebound.,12,23
11:47,2643,Kaelon Harris missed Three Point Jumper.,12,23
11:47,2643,Quayson Williams Offensive Rebound.,12,23
11:36,2643,Quayson Williams missed Three Point Jumper.,12,23
11:36,9,Kodi Justice Defensive Rebound.,12,23
11:18,9,Jethro Tshisumpa Turnover.,12,23
11:18,9,Official TV Timeout,12,23
11:09,2643,Quayson Williams made Layup.,14,23
10:47,9,Shannon Evans II missed Layup.,14,23
10:47,9,Obinna Oleka Offensive Rebound.,14,23
10:45,2643,Foul on Ezekiel Balogun.,14,23
10:45,9,Obinna Oleka missed Free Throw.,14,23
10:45,9,Arizona St Deadball Team Rebound.,14,23
10:45,9,Obinna Oleka missed Free Throw.,14,23
10:45,2643,Matt Frierson Defensive Rebound.,14,23
10:29,9,Foul on Shannon Evans II.,14,23
10:29,2643,Brian White made Free Throw.,15,23
10:29,2643,Brian White missed Free Throw.,15,23
10:29,9,Torian Graham Defensive Rebound.,15,23
10:21,9,Torian Graham missed Jumper.,15,23
10:21,9,Arizona St Offensive Rebound.,15,23
10:17,9,Shannon Evans II Turnover.,15,23
10:15,2643,Preston Parks Steal.,15,23
10:14,2643,Preston Parks made Layup.,17,23
10:09,9,Sam Cunliffe Turnover.,17,23
10:05,2643,Matt Frierson missed Three Point Jumper.,17,23
10:05,9,Shannon Evans II Defensive Rebound.,17,23
9:59,2643,Foul on Preston Parks.,17,23
9:59,9,Shannon Evans II made Free Throw.,17,24
9:59,9,Shannon Evans II made Free Throw.,17,25
9:48,2643,Frankie Johnson Turnover.,17,25
9:47,9,Torian Graham Steal.,17,25
9:42,9,Torian Graham made Dunk.,17,27
9:34,2643,Brian White made Three Point Jumper. Assisted by Kaelon Harris.,20,27
9:10,2643,Foul on Frankie Johnson.,20,27
9:10,9,Kodi Justice missed Free Throw.,20,27
9:10,2643,Warren Sledge Defensive Rebound.,20,27
8:47,2643,Brian White made Jumper.,22,27
8:22,9,Sam Cunliffe missed Jumper.,22,27
8:22,2643,Zane Najdawi Block.,22,27
8:21,2643,Zane Najdawi Defensive Rebound.,22,27
8:17,2643,Kaelon Harris made Dunk. Assisted by Frankie Johnson.,24,27
7:54,9,Kodi Justice made Three Point Jumper.,24,30
7:42,2643,Kaelon Harris made Layup.,26,30
7:29,9,Sam Cunliffe missed Jumper.,26,30
7:29,9,Obinna Oleka Offensive Rebound.,26,30
7:26,9,Obinna Oleka missed Layup.,26,30
7:26,2643,Kaelon Harris Defensive Rebound.,26,30
7:18,2643,Zane Najdawi made Layup.,28,30
6:57,9,Tra Holder made Jumper. Assisted by Torian Graham.,28,32
6:51,2643,Frankie Johnson Turnover.,28,32
6:49,9,Obinna Oleka Steal.,28,32
6:40,9,Kodi Justice made Three Point Jumper.,28,35
6:31,9,Foul on Kodi Justice.,28,35
6:31,9,Official TV Timeout,28,35
6:15,2643,Preston Parks missed Three Point Jumper.,28,35
6:15,2643,Leandro Allende Offensive Rebound.,28,35
6:10,2643,Quayson Williams missed Three Point Jumper.,28,35
6:10,2643,The Citadel Offensive Rebound.,28,35
6:04,9,Foul on Jethro Tshisumpa.,28,35
5:55,2643,Leandro Allende missed Three Point Jumper.,28,35
5:55,9,Jethro Tshisumpa Defensive Rebound.,28,35
5:40,9,Torian Graham missed Jumper.,28,35
5:40,2643,Ezekiel Balogun Defensive Rebound.,28,35
5:31,2643,Quayson Williams missed Three Point Jumper.,28,35
5:31,9,Torian Graham Defensive Rebound.,28,35
5:26,2643,Foul on Preston Parks.,28,35
5:26,9,Tra Holder made Free Throw.,28,36
5:26,9,Tra Holder made Free Throw.,28,37
5:18,2643,Zane Najdawi made Jumper.,30,37
4:52,9,Sam Cunliffe missed Jumper.,30,37
4:52,2643,Kaelon Harris Defensive Rebound.,30,37
4:42,2643,Zane Najdawi made Three Point Jumper. Assisted by Kaelon Harris.,33,37
4:38,9,Arizona St  Timeout,33,37
4:31,9,Obinna Oleka made Dunk. Assisted by Shannon Evans II.,33,39
4:21,2643,Frankie Johnson made Jumper. Assisted by Warren Sledge.,35,39
4:11,9,Sam Cunliffe missed Three Point Jumper.,35,39
4:11,2643,Zane Najdawi Defensive Rebound.,35,39
4:01,2643,Matt Frierson missed Jumper.,35,39
4:01,9,Arizona St Defensive Rebound.,35,39
3:59,9,Official TV Timeout,35,39
3:50,9,Kodi Justice made Three Point Jumper. Assisted by Tra Holder.,35,42
3:32,2643,Zane Najdawi made Three Point Jumper. Assisted by Quayson Williams.,38,42
3:16,9,Shannon Evans II missed Three Point Jumper.,38,42
3:16,2643,Frankie Johnson Defensive Rebound.,38,42
3:06,2643,Quayson Williams missed Layup.,38,42
3:06,9,Kodi Justice Block.,38,42
3:06,2643,The Citadel Offensive Rebound.,38,42
3:02,2643,Frankie Johnson missed Three Point Jumper.,38,42
3:02,9,Obinna Oleka Defensive Rebound.,38,42
2:50,9,Kodi Justice made Three Point Jumper. Assisted by Shannon Evans II.,38,45
2:36,2643,Zane Najdawi made Layup. Assisted by Frankie Johnson.,40,45
2:20,9,Sam Cunliffe made Three Point Jumper. Assisted by Kodi Justice.,40,48
2:04,2643,Kaelon Harris made Layup. Assisted by Warren Sledge.,42,48
2:04,9,Foul on Shannon Evans II.,42,48
2:04,2643,Kaelon Harris made Free Throw.,43,48
1:51,9,Tra Holder missed Layup.,43,48
1:51,9,Obinna Oleka Offensive Rebound.,43,48
1:46,2643,Foul on Frankie Johnson.,43,48
1:46,9,Obinna Oleka missed Free Throw.,43,48
1:46,9,Arizona St Deadball Team Rebound.,43,48
1:46,9,Obinna Oleka made Free Throw.,43,49
1:37,2643,Zane Najdawi made Jumper.,45,49
1:20,9,Sam Cunliffe missed Jumper.,45,49
1:20,2643,Preston Parks Block.,45,49
1:17,9,Sam Cunliffe Offensive Rebound.,45,49
1:15,9,Sam Cunliffe made Layup.,45,51
0:59,2643,Foul on Brian White.,45,51
0:59,2643,Brian White Turnover.,45,51
0:47,9,Ramon Vila made Layup. Assisted by Kodi Justice.,45,53
0:36,2643,The Citadel  Timeout,45,53
0:28,2643,Zane Najdawi missed Jumper.,45,53
0:28,2643,The Citadel Offensive Rebound.,45,53
0:20,2643,Matt Frierson missed Three Point Jumper.,45,53
0:20,9,Arizona St Defensive Rebound.,45,53
0:03,9,Tra Holder missed Jumper.,45,53
0:03,9,Ramon Vila Offensive Rebound.,45,53
0:01,9,Ramon Vila made Two Point Tip Shot.,45,55
0:00,9,End of 1st half,45,53
19:53,2643,Zane Najdawi missed Layup.,45,55
19:53,2643,Brian White Offensive Rebound.,45,55
19:46,2643,Brian White made Two Point Tip Shot.,47,55
19:24,9,Shannon Evans II missed Layup.,47,55
19:24,9,Tra Holder Offensive Rebound.,47,55
19:21,9,Tra Holder missed Layup.,47,55
19:21,9,Shannon Evans II Offensive Rebound.,47,55
19:17,2643,Kaelon Harris Turnover.,47,55
19:16,9,Shannon Evans II missed Layup.,47,55
19:16,2643,Zane Najdawi Defensive Rebound.,47,55
19:08,9,Foul on Torian Graham.,47,55
19:00,2643,Zane Najdawi Turnover.,47,55
18:31,9,Tra Holder missed Three Point Jumper.,47,55
18:31,2643,The Citadel Defensive Rebound.,47,55
18:20,2643,Quayson Williams made Three Point Jumper. Assisted by Frankie Johnson.,50,55
18:05,9,Shannon Evans II made Jumper.,50,57
17:55,2643,Frankie Johnson missed Layup.,50,57
17:55,9,Obinna Oleka Defensive Rebound.,50,57
17:48,9,Tra Holder missed Three Point Jumper.,50,57
17:48,9,Obinna Oleka Offensive Rebound.,50,57
17:43,9,Obinna Oleka missed Layup.,50,57
17:43,9,Obinna Oleka Offensive Rebound.,50,57
17:39,9,Obinna Oleka Turnover.,50,57
17:37,2643,Warren Sledge Steal.,50,57
17:31,2643,Brian White made Jumper.,52,57
17:18,9,Torian Graham made Three Point Jumper.,52,60
17:07,2643,Warren Sledge missed Layup.,52,60
17:07,2643,The Citadel Offensive Rebound.,52,60
16:45,2643,Preston Parks missed Three Point Jumper.,52,60
16:45,2643,Kaelon Harris Offensive Rebound.,52,60
16:45,9,Foul on Ramon Vila.,52,60
16:30,2643,Quayson Williams Turnover.,52,60
16:30,9,Tra Holder Steal.,52,60
16:26,9,Torian Graham made Dunk. Assisted by Tra Holder.,52,62
16:16,9,Kodi Justice made Layup.,52,64
16:10,2643,Preston Parks Turnover.,52,64
16:09,9,Kodi Justice Steal.,52,64
15:55,2643,Foul on Preston Parks.,52,64
15:55,9,Official TV Timeout,52,64
15:55,9,Obinna Oleka made Free Throw.,52,65
15:55,9,Obinna Oleka made Free Throw.,52,66
15:36,2643,Kaelon Harris made Three Point Jumper. Assisted by Warren Sledge.,55,66
15:14,9,Ramon Vila missed Jumper.,55,66
15:14,2643,Zane Najdawi Block.,55,66
15:14,2643,The Citadel Defensive Rebound.,55,66
15:14,9,Foul on Ramon Vila.,55,66
14:51,2643,Kaelon Harris made Three Point Jumper.,58,66
14:37,9,Obinna Oleka Turnover.,58,66
14:35,2643,Warren Sledge Steal.,58,66
14:32,2643,Warren Sledge made Layup.,60,66
14:14,9,Torian Graham missed Three Point Jumper.,60,66
14:14,2643,Frankie Johnson Defensive Rebound.,60,66
14:06,2643,Preston Parks missed Layup.,60,66
14:06,2643,Frankie Johnson Offensive Rebound.,60,66
14:03,2643,Frankie Johnson made Layup.,62,66
14:01,9,Arizona St  Timeout,62,66
13:50,9,Sam Cunliffe made Three Point Jumper.,62,69
13:38,2643,Brian White Turnover.,62,69
13:26,9,Ramon Vila missed Jumper.,62,69
13:26,2643,Zane Najdawi Defensive Rebound.,62,69
13:17,2643,Quayson Williams made Three Point Jumper. Assisted by Preston Parks.,65,69
13:01,2643,Foul on Zane Najdawi.,65,69
12:55,9,Shannon Evans II made Three Point Jumper. Assisted by Sam Cunliffe.,65,72
12:44,2643,Warren Sledge missed Three Point Jumper.,65,72
12:44,9,Obinna Oleka Defensive Rebound.,65,72
12:35,9,Kodi Justice missed Layup.,65,72
12:35,2643,Zane Najdawi Defensive Rebound.,65,72
12:26,2643,Quayson Williams made Three Point Jumper. Assisted by Zane Najdawi.,68,72
12:13,2643,Foul on Warren Sledge.,68,72
12:13,9,Sam Cunliffe made Free Throw.,68,73
12:13,9,Sam Cunliffe made Free Throw.,68,74
12:06,2643,Preston Parks Turnover.,68,74
11:54,2643,Foul on Kaelon Harris.,68,74
11:54,9,Official TV Timeout,68,74
11:54,9,Kodi Justice made Free Throw.,68,75
11:54,9,Kodi Justice made Free Throw.,68,76
11:40,2643,Frankie Johnson missed Three Point Jumper.,68,76
11:40,9,Obinna Oleka Block.,68,76
11:38,2643,Kaelon Harris Offensive Rebound.,68,76
11:37,2643,Kaelon Harris made Layup.,70,76
11:37,9,Foul on Kodi Justice.,70,76
11:37,2643,Kaelon Harris missed Free Throw.,70,76
11:37,9,Obinna Oleka Defensive Rebound.,70,76
11:21,2643,Foul on Kaelon Harris.,70,76
11:21,9,Tra Holder made Free Throw.,70,77
11:21,9,Tra Holder made Free Throw.,70,78
11:11,2643,Zane Najdawi made Jumper.,72,78
10:51,9,Tra Holder made Layup.,72,80
10:51,2643,Foul on Quayson Williams.,72,80
10:51,9,Tra Holder made Free Throw.,72,81
10:38,2643,Zane Najdawi missed Jumper.,72,81
10:38,2643,Warren Sledge Offensive Rebound.,72,81
10:33,2643,The Citadel  Timeout,72,81
10:17,2643,Zane Najdawi Turnover.,72,81
10:15,9,Kodi Justice Steal.,72,81
10:10,9,Torian Graham missed Three Point Jumper.,72,81
10:10,2643,Kaelon Harris Defensive Rebound.,72,81
10:03,2643,Zane Najdawi made Layup. Assisted by Kaelon Harris.,74,81
9:57,9,Arizona St  Timeout,74,81
9:47,9,Sam Cunliffe made Jumper. Assisted by Shannon Evans II.,74,83
9:32,9,Foul on Sam Cunliffe.,74,83
9:32,2643,Kaelon Harris made Free Throw.,75,83
9:32,2643,Kaelon Harris made Free Throw.,76,83
9:17,2643,Foul on Quayson Williams.,76,83
9:17,9,Shannon Evans II made Free Throw.,76,84
9:17,9,Shannon Evans II made Free Throw.,76,85
9:09,2643,Kaelon Harris Turnover.,76,85
9:07,9,Sam Cunliffe Steal.,76,85
9:04,9,Shannon Evans II made Dunk. Assisted by Sam Cunliffe.,76,87
8:55,2643,Preston Parks missed Three Point Jumper.,76,87
8:55,9,Sam Cunliffe Defensive Rebound.,76,87
8:43,9,Torian Graham made Three Point Jumper. Assisted by Shannon Evans II.,76,90
8:31,2643,Zane Najdawi made Layup. Assisted by Preston Parks.,78,90
8:14,9,Shannon Evans II made Jumper.,78,92
8:03,2643,Frankie Johnson missed Jumper.,78,92
8:03,9,Torian Graham Defensive Rebound.,78,92
7:54,9,Sam Cunliffe made Three Point Jumper. Assisted by Kodi Justice.,78,95
7:32,9,Foul on Kodi Justice.,78,95
7:32,9,Official TV Timeout,78,95
7:30,2643,Zane Najdawi made Layup. Assisted by Warren Sledge.,80,95
7:15,9,Torian Graham missed Three Point Jumper.,80,95
7:15,9,Obinna Oleka Offensive Rebound.,80,95
7:11,9,Obinna Oleka made Layup.,80,97
7:03,2643,Preston Parks missed Layup.,80,97
7:03,2643,Zane Najdawi Offensive Rebound.,80,97
6:58,2643,Zane Najdawi missed Layup.,80,97
6:58,2643,Brian White Offensive Rebound.,80,97
6:56,2643,Brian White made Layup.,82,97
6:56,9,Arizona St  Timeout,82,97
6:46,9,Torian Graham missed Three Point Jumper.,82,97
6:46,2643,The Citadel Defensive Rebound.,82,97
6:35,2643,Kaelon Harris made Layup. Assisted by Preston Parks.,84,97
6:22,9,Tra Holder made Jumper.,84,99
6:12,9,Foul on Kodi Justice.,84,99
6:12,2643,Zane Najdawi made Free Throw.,85,99
6:12,2643,Zane Najdawi made Free Throw.,86,99
5:59,9,Tra Holder Turnover.,86,99
5:49,2643,Kaelon Harris made Jumper. Assisted by Preston Parks.,88,99
5:40,2643,Foul on Kaelon Harris.,88,99
5:40,9,Sam Cunliffe made Free Throw.,88,100
5:40,9,Sam Cunliffe made Free Throw.,88,101
5:28,2643,Zane Najdawi missed Jumper.,88,101
5:28,9,Sam Cunliffe Defensive Rebound.,88,101
5:22,9,Sam Cunliffe Turnover.,88,101
5:20,2643,Preston Parks Steal.,88,101
5:18,2643,Preston Parks made Layup.,90,101
5:08,9,Tra Holder made Layup.,90,103
5:01,9,Foul on Ramon Vila.,90,103
5:01,2643,Preston Parks made Free Throw.,91,103
5:01,2643,Preston Parks made Free Throw.,92,103
5:01,2643,The Citadel  Timeout,92,103
4:50,9,Shannon Evans II missed Three Point Jumper.,92,103
4:50,2643,Kaelon Harris Defensive Rebound.,92,103
4:43,2643,Warren Sledge made Three Point Jumper. Assisted by Preston Parks.,95,103
4:25,9,Torian Graham missed Jumper.,95,103
4:25,2643,Quayson Williams Defensive Rebound.,95,103
4:14,2643,Quayson Williams missed Three Point Jumper.,95,103
4:14,9,Arizona St Defensive Rebound.,95,103
3:57,9,Tra Holder made Jumper.,95,105
3:51,2643,Preston Parks Turnover.,95,105
3:51,9,Official TV Timeout,95,105
3:40,9,Kodi Justice made Three Point Jumper. Assisted by Tra Holder.,95,108
3:29,2643,Preston Parks missed Three Point Jumper.,95,108
3:29,9,Kodi Justice Block.,95,108
3:27,2643,Preston Parks Offensive Rebound.,95,108
3:27,9,Foul on Kodi Justice.,95,108
3:27,2643,Preston Parks made Free Throw.,96,108
3:27,2643,Preston Parks made Free Throw.,97,108
3:16,9,Torian Graham made Three Point Jumper. Assisted by Shannon Evans II.,97,111
3:05,2643,Warren Sledge missed Layup.,97,111
3:05,9,Tra Holder Defensive Rebound.,97,111
3:03,9,Tra Holder made Free Throw.,97,112
3:03,2643,Foul on Zane Najdawi.,97,111
3:03,9,Tra Holder made Free Throw.,97,113
2:57,2643,Kaelon Harris made Three Point Jumper. Assisted by Quayson Williams.,100,113
2:35,9,Obinna Oleka made Layup. Assisted by Tra Holder.,100,115
2:24,2643,Preston Parks made Jumper. Assisted by Quayson Williams.,102,115
2:18,2643,The Citadel  Timeout,102,115
2:10,9,Sam Cunliffe made Jumper.,102,117
2:00,2643,Quayson Williams missed Three Point Jumper.,102,117
2:00,9,Arizona St Defensive Rebound.,102,117
1:42,9,Torian Graham made Jumper. Assisted by Sam Cunliffe.,102,119
1:42,2643,Foul on Zane Najdawi.,102,119
1:42,9,Torian Graham made Free Throw.,102,120
1:34,9,Foul on Obinna Oleka.,102,120
1:34,2643,Zane Najdawi made Free Throw.,103,120
1:34,2643,Zane Najdawi made Free Throw.,104,120
1:29,2643,Foul on Preston Parks.,104,120
1:29,9,Shannon Evans II missed Free Throw.,104,120
1:29,9,Arizona St Deadball Team Rebound.,104,120
1:29,9,Shannon Evans II made Free Throw.,104,121
1:25,2643,Matt Frierson missed Three Point Jumper.,104,121
1:25,9,Sam Cunliffe Defensive Rebound.,104,121
1:22,2643,Foul on Brian White.,104,121
1:22,9,Sam Cunliffe made Free Throw.,104,122
1:22,9,Sam Cunliffe made Free Throw.,104,123
1:15,2643,Brian White missed Three Point Jumper.,104,123
1:15,9,Obinna Oleka Defensive Rebound.,104,123
0:50,9,Obinna Oleka made Layup. Assisted by Tra Holder.,104,125
0:43,2643,Preston Parks made Three Point Jumper.,107,125
0:19,9,Shannon Evans II missed Three Point Jumper.,107,125
0:19,2643,Kaelon Harris Defensive Rebound.,107,125
0:13,2643,Kaelon Harris Turnover.,107,125
0:12,9,Obinna Oleka Steal.,107,125
0:12,2643,Foul on Kaelon Harris.,107,125
0:12,9,Obinna Oleka made Free Throw.,107,126
0:12,9,Obinna Oleka made Free Throw.,107,127
0:05,2643,Kaelon Harris made Three Point Jumper. Assisted by Preston Parks.,110,127
0:00,9,End of Game,110,127
