Jackson State,194,Ohio State,2296
15:11,2296,Paris Collins Defensive Rebound.,5,7
15:04,2296,Yettra Specks missed Three Point Jumper.,5,7
15:04,2296,Janarius Middleton Offensive Rebound.,5,7
14:58,2296,Janarius Middleton made Layup.,7,7
14:41,194,Marc Loving made Jumper.,7,9
14:10,2296,Paris Collins made Jumper.,9,9
13:59,194,Marc Loving missed Jumper.,9,9
13:59,2296,Paris Collins Defensive Rebound.,9,9
13:32,2296,Edric Dennis made Three Point Jumper.,12,9
13:10,194,Jae'Sean Tate Turnover.,12,9
13:06,2296,Paris Collins made Three Point Jumper. Assisted by Edric Dennis.,15,9
12:48,194,Kam Williams made Jumper. Assisted by C.J. Jackson.,15,11
12:18,2296,Paris Collins missed Three Point Jumper.,15,11
12:18,194,Ohio State Defensive Rebound.,15,11
12:09,194,Kam Williams made Three Point Jumper. Assisted by Jae'Sean Tate.,15,14
11:42,2296,Paris Collins Turnover.,15,14
11:42,194,Official TV Timeout,15,14
11:35,194,Jae'Sean Tate Turnover.,15,14
11:35,194,Foul on Jae'Sean Tate.,15,14
11:07,2296,Paris Collins missed Jumper.,15,14
11:07,194,JaQuan Lyle Defensive Rebound.,15,14
10:59,194,Andre Wesson made Three Point Jumper. Assisted by JaQuan Lyle.,15,17
10:38,2296,Derek Roscoe Turnover.,15,17
10:38,194,Kam Williams Steal.,15,17
10:22,194,Trevor Thompson missed Jumper.,15,17
10:22,2296,Janarius Middleton Defensive Rebound.,15,17
9:53,2296,Sherron Wilson missed Three Point Jumper.,15,17
9:53,194,Andre Wesson Defensive Rebound.,15,17
9:45,194,JaQuan Lyle made Three Point Jumper.,15,20
9:20,2296,Edric Dennis missed Three Point Jumper.,15,20
9:20,194,Trevor Thompson Defensive Rebound.,15,20
9:05,194,Kam Williams made Three Point Jumper.,15,23
8:54,2296,Jackson St  Timeout,15,23
8:35,2296,Edric Dennis missed Jumper.,15,23
8:35,2296,Janarius Middleton Offensive Rebound.,15,23
8:19,2296,Paris Collins made Three Point Jumper. Assisted by Edric Dennis.,18,23
8:01,194,Marc Loving Turnover.,18,23
7:38,2296,Paris Collins Turnover.,18,23
7:38,194,Official TV Timeout,18,23
7:28,194,Andre Wesson Turnover.,18,23
7:27,2296,Paris Collins Steal.,18,23
7:23,2296,Paris Collins Turnover.,18,23
7:10,2296,Foul on Derek Roscoe.,18,23
7:10,194,Micah Potter missed Free Throw.,18,23
7:10,194,Ohio State Deadball Team Rebound.,18,23
7:10,194,Micah Potter missed Free Throw.,18,23
7:10,2296,Paris Collins Defensive Rebound.,18,23
6:41,2296,Paris Collins made Jumper.,20,23
6:25,2296,Foul on Paris Collins.,20,23
6:24,194,Marc Loving made Jumper. Assisted by C.J. Jackson.,20,25
6:08,2296,Edric Dennis Turnover.,20,25
6:08,2296,Foul on Edric Dennis.,20,25
5:55,194,Marc Loving missed Three Point Jumper.,20,25
5:55,2296,Yettra Specks Defensive Rebound.,20,25
5:26,2296,Yettra Specks missed Jumper.,20,25
5:26,2296,Dontaveon Robinson Offensive Rebound.,20,25
5:17,2296,Edric Dennis missed Layup.,20,25
5:17,194,Ohio State Defensive Rebound.,20,25
5:02,194,Marc Loving made Layup. Assisted by JaQuan Lyle.,20,27
5:02,2296,Foul on Derek Roscoe.,20,27
5:02,194,Jae'Sean Tate made Free Throw.,20,28
4:38,2296,Paris Collins missed Jumper.,20,28
4:38,194,C.J. Jackson Defensive Rebound.,20,28
4:38,2296,Foul on Edric Dennis.,20,28
4:38,194,C.J. Jackson made Free Throw.,20,29
4:38,194,C.J. Jackson made Free Throw.,20,30
4:11,2296,Janarius Middleton missed Jumper.,20,30
4:11,194,Kam Williams Defensive Rebound.,20,30
3:58,194,Official TV Timeout,20,30
3:50,194,Jae'Sean Tate Turnover.,20,30
3:30,2296,Sherron Wilson missed Jumper.,20,30
3:30,194,Trevor Thompson Block.,20,30
3:29,2296,Yettra Specks Offensive Rebound.,20,30
3:23,2296,Paris Collins missed Layup.,20,30
3:23,194,Trevor Thompson Defensive Rebound.,20,30
3:06,194,Kam Williams made Jumper.,20,32
2:56,194,Foul on Kam Williams.,20,32
2:53,2296,Paris Collins Turnover.,20,32
2:52,194,Kam Williams Steal.,20,32
2:49,194,Trevor Thompson made Dunk. Assisted by JaQuan Lyle.,20,34
2:43,2296,Paris Collins missed Jumper.,20,34
2:43,194,Jae'Sean Tate Block.,20,34
2:42,194,Kam Williams Defensive Rebound.,20,34
2:35,194,Trevor Thompson made Dunk. Assisted by JaQuan Lyle.,20,36
2:26,2296,Jackson St  Timeout,20,36
2:02,2296,Jackson St  Turnover.,20,36
1:51,194,Trevor Thompson made Jumper. Assisted by JaQuan Lyle.,20,38
1:42,2296,Edric Dennis missed Three Point Jumper.,20,38
1:42,2296,Janarius Middleton Offensive Rebound.,20,38
1:29,2296,Yettra Specks Turnover.,20,38
1:27,194,Marc Loving Steal.,20,38
1:24,2296,Foul on Yettra Specks.,20,38
1:24,194,Jae'Sean Tate missed Free Throw.,20,38
1:24,2296,Janarius Middleton Defensive Rebound.,20,38
1:13,194,Foul on Trevor Thompson.,20,38
1:13,2296,Paris Collins missed Free Throw.,20,38
1:13,2296,Jackson St Deadball Team Rebound.,20,38
1:13,2296,Paris Collins made Free Throw.,21,38
1:04,2296,Foul on Paris Collins.,21,38
1:04,194,Marc Loving made Free Throw.,21,39
1:04,194,Marc Loving made Free Throw.,21,40
0:50,2296,Maurice Rivers made Dunk. Assisted by Yettra Specks.,23,40
0:23,194,Marc Loving missed Three Point Jumper.,23,40
0:23,2296,Maurice Rivers Defensive Rebound.,23,40
0:21,194,Foul on Trevor Thompson.,23,40
0:02,2296,Edric Dennis missed Three Point Jumper.,23,40
0:02,2296,Jackson St Offensive Rebound.,23,40
0:01,2296,Edric Dennis Turnover.,23,40
0:01,194,Micah Potter Steal.,23,40
0:00,194,End of 1st half,23,40
19:32,2296,Janarius Middleton made Layup. Assisted by Edric Dennis.,25,40
19:15,194,Marc Loving made Three Point Jumper. Assisted by JaQuan Lyle.,25,43
19:02,2296,Edric Dennis missed Three Point Jumper.,25,43
19:02,194,Ohio State Defensive Rebound.,25,43
18:40,194,Jae'Sean Tate missed Three Point Jumper.,25,43
18:40,2296,Paris Collins Defensive Rebound.,25,43
18:31,2296,Yettra Specks made Three Point Jumper. Assisted by Paris Collins.,28,43
18:10,194,Marc Loving missed Three Point Jumper.,28,43
18:10,2296,Maurice Rivers Defensive Rebound.,28,43
17:48,2296,Maurice Rivers made Three Point Jumper. Assisted by Paris Collins.,31,43
17:25,194,JaQuan Lyle missed Three Point Jumper.,31,43
17:25,194,Micah Potter Offensive Rebound.,31,43
17:20,2296,Foul on Paris Collins.,31,43
17:10,194,Micah Potter missed Three Point Jumper.,31,43
17:10,2296,Yettra Specks Defensive Rebound.,31,43
16:55,2296,Maurice Rivers missed Jumper.,31,43
16:55,2296,Janarius Middleton Offensive Rebound.,31,43
16:52,2296,Janarius Middleton missed Layup.,31,43
16:52,194,Micah Potter Defensive Rebound.,31,43
16:50,2296,Foul on Janarius Middleton.,31,43
16:38,194,Micah Potter missed Three Point Jumper.,31,43
16:38,194,Kam Williams Offensive Rebound.,31,43
16:30,2296,Foul on Sherron Wilson.,31,43
16:30,194,Jae'Sean Tate missed Free Throw.,31,43
16:30,194,Ohio State Deadball Team Rebound.,31,43
16:30,194,Jae'Sean Tate made Free Throw.,31,44
16:09,2296,Janarius Middleton Turnover.,31,44
16:08,194,Micah Potter Steal.,31,44
15:59,194,Kam Williams missed Three Point Jumper.,31,44
15:59,2296,Paris Collins Defensive Rebound.,31,44
15:50,2296,Yettra Specks missed Three Point Jumper.,31,44
15:50,194,Kam Williams Block.,31,44
15:49,2296,Jackson St Offensive Rebound.,31,44
15:48,194,Official TV Timeout,31,44
15:47,2296,Maurice Rivers Turnover.,31,44
15:33,194,Marc Loving Turnover.,31,44
15:22,2296,Derek Roscoe missed Three Point Jumper.,31,44
15:22,194,Marc Loving Defensive Rebound.,31,44
15:15,2296,Foul on Yettra Specks.,31,44
15:07,194,Marc Loving made Three Point Jumper. Assisted by JaQuan Lyle.,31,47
14:57,2296,Maurice Rivers missed Jumper.,31,47
14:57,2296,Paris Collins Offensive Rebound.,31,47
14:28,2296,Derek Roscoe Turnover.,31,47
13:59,194,Kam Williams Turnover.,31,47
13:59,194,Foul on Kam Williams.,31,47
13:50,2296,Sherron Wilson made Three Point Jumper. Assisted by Paris Collins.,34,47
13:33,194,Trevor Thompson missed Jumper.,34,47
13:33,2296,Paris Collins Defensive Rebound.,34,47
13:26,194,Foul on Andre Wesson.,34,47
13:26,2296,Paris Collins missed Free Throw.,34,47
13:26,2296,Jackson St Deadball Team Rebound.,34,47
13:26,2296,Paris Collins made Free Throw.,35,47
13:09,194,Andre Wesson missed Three Point Jumper.,35,47
13:09,194,Jae'Sean Tate Offensive Rebound.,35,47
13:04,194,Trevor Thompson Turnover.,35,47
12:45,2296,Yettra Specks Turnover.,35,47
12:27,194,C.J. Jackson missed Jumper.,35,47
12:27,2296,Maurice Rivers Defensive Rebound.,35,47
12:10,2296,Maurice Rivers missed Jumper.,35,47
12:10,194,Trevor Thompson Defensive Rebound.,35,47
11:59,194,Kam Williams missed Three Point Jumper.,35,47
11:59,2296,Janarius Middleton Defensive Rebound.,35,47
11:42,2296,Paris Collins missed Three Point Jumper.,35,47
11:42,194,Trevor Thompson Defensive Rebound.,35,47
11:38,2296,Foul on Demetrice Clopton.,35,47
11:38,194,Official TV Timeout,35,47
11:27,194,JaQuan Lyle made Jumper.,35,49
10:58,2296,Dontaveon Robinson missed Jumper.,35,49
10:58,194,Trevor Thompson Defensive Rebound.,35,49
10:51,194,JaQuan Lyle made Layup.,35,51
10:51,2296,Foul on Dontaveon Robinson.,35,51
10:51,194,JaQuan Lyle made Free Throw.,35,52
10:35,2296,Maurice Rivers missed Jumper.,35,52
10:35,194,Trevor Thompson Defensive Rebound.,35,52
10:08,194,Marc Loving made Three Point Jumper. Assisted by JaQuan Lyle.,35,55
9:46,2296,Janarius Middleton missed Layup.,35,55
9:46,2296,Sherron Wilson Offensive Rebound.,35,55
9:40,2296,Janarius Middleton missed Layup.,35,55
9:40,194,Trevor Thompson Block.,35,55
9:38,194,Marc Loving Defensive Rebound.,35,55
9:35,194,Marc Loving Turnover.,35,55
9:34,2296,Paris Collins Steal.,35,55
9:33,2296,Paris Collins missed Layup.,35,55
9:33,194,Trevor Thompson Defensive Rebound.,35,55
9:27,194,Kam Williams made Three Point Jumper. Assisted by Trevor Thompson.,35,58
8:54,2296,Janarius Middleton missed Jumper.,35,58
8:54,194,Jae'Sean Tate Defensive Rebound.,35,58
8:40,2296,Foul on Yettra Specks.,35,58
8:40,194,JaQuan Lyle made Free Throw.,35,59
8:40,194,JaQuan Lyle made Free Throw.,35,60
8:24,2296,Yettra Specks missed Three Point Jumper.,35,60
8:24,2296,Sherron Wilson Offensive Rebound.,35,60
8:23,194,Foul on Kam Williams.,35,60
8:22,2296,Maurice Rivers made Layup. Assisted by Sherron Wilson.,37,60
8:10,194,Kam Williams Turnover.,37,60
8:10,2296,Paris Collins Steal.,37,60
8:00,2296,Sherron Wilson missed Three Point Jumper.,37,60
8:00,2296,Paris Collins Offensive Rebound.,37,60
7:57,2296,Paris Collins missed Jumper.,37,60
7:57,2296,Maurice Rivers Offensive Rebound.,37,60
7:52,2296,Maurice Rivers made Two Point Tip Shot.,39,60
7:32,2296,Foul on Janarius Middleton.,39,60
7:32,194,Official TV Timeout,39,60
7:32,194,Trevor Thompson missed Free Throw.,39,60
7:32,2296,Paris Collins Defensive Rebound.,39,60
7:05,2296,Paris Collins missed Three Point Jumper.,39,60
7:05,194,Trevor Thompson Defensive Rebound.,39,60
6:35,194,Kam Williams missed Three Point Jumper.,39,60
6:35,2296,Paris Collins Block.,39,60
6:34,2296,Janarius Middleton Defensive Rebound.,39,60
6:34,2296,Janarius Middleton Turnover.,39,60
6:34,194,Kam Williams Steal.,39,60
6:34,2296,Foul on Sherron Wilson.,39,60
6:34,194,Marc Loving made Free Throw.,39,61
6:34,194,Marc Loving made Free Throw.,39,62
6:02,2296,Jackson St  Turnover.,39,62
5:51,194,Marc Loving missed Three Point Jumper.,39,62
5:51,2296,Paris Collins Defensive Rebound.,39,62
5:44,2296,Paris Collins made Layup.,41,62
5:17,194,C.J. Jackson made Three Point Jumper. Assisted by Kam Williams.,41,65
5:06,2296,Paris Collins missed Jumper.,41,65
5:06,2296,Derek Roscoe Offensive Rebound.,41,65
4:45,2296,Derek Roscoe Turnover.,41,65
4:45,194,Micah Potter Steal.,41,65
4:32,194,Micah Potter made Three Point Jumper. Assisted by Andre Wesson.,41,68
4:11,194,Foul on Marc Loving.,41,68
4:11,2296,Paris Collins made Free Throw.,42,68
4:11,2296,Paris Collins made Free Throw.,43,68
3:56,194,Kam Williams Turnover.,43,68
3:51,2296,Paris Collins Turnover.,43,68
3:49,194,Kam Williams Steal.,43,68
3:41,194,Andre Wesson missed Three Point Jumper.,43,68
3:41,2296,Derek Roscoe Defensive Rebound.,43,68
3:32,2296,Foul on Maurice Rivers.,43,68
3:32,194,Foul on Kam Williams.,43,68
3:32,194,Official TV Timeout,43,68
3:19,2296,Derek Roscoe made Jumper.,45,68
2:58,194,Andre Wesson Turnover.,45,68
2:51,2296,Sherron Wilson made Jumper.,47,68
2:23,2296,Foul on Derek Roscoe.,47,68
2:23,194,David Bell made Free Throw.,47,69
2:23,194,David Bell missed Free Throw.,47,69
2:23,2296,Derek Roscoe Defensive Rebound.,47,69
2:06,2296,Derek Roscoe missed Jumper.,47,69
2:06,194,David Bell Defensive Rebound.,47,69
1:56,194,Jimmy Jent made Three Point Jumper. Assisted by C.J. Jackson.,47,72
1:36,2296,Demetrice Clopton missed Jumper.,47,72
1:36,194,C.J. Jackson Defensive Rebound.,47,72
1:25,194,Andre Wesson Turnover.,47,72
1:16,2296,Derek Roscoe Turnover.,47,72
1:07,194,Joey Lane made Three Point Jumper. Assisted by C.J. Jackson.,47,75
0:55,2296,Montreal Nabors missed Three Point Jumper.,47,75
0:55,194,Jimmy Jent Defensive Rebound.,47,75
0:46,194,Joey Lane made Three Point Jumper. Assisted by C.J. Jackson.,47,78
0:23,2296,Sherron Wilson missed Three Point Jumper.,47,78
0:23,194,David Bell Defensive Rebound.,47,78
0:00,194,End of Game,47,78
