Louisville,295,Old Dominion,97
2:43,97,Jaylen Johnson made Layup. Assisted by V.J. King.,19,17
2:34,295,Old Dominion  Timeout,19,17
2:29,295,Ahmad Caver missed Layup.,19,17
2:29,295,Brandan Stith Offensive Rebound.,19,17
2:25,295,Brandan Stith made Two Point Tip Shot.,19,19
2:12,97,Deng Adel missed Three Point Jumper.,19,19
2:12,295,Jordan Baker Defensive Rebound.,19,19
2:11,97,Foul on Jaylen Johnson.,19,19
2:11,295,B.J. Stith made Free Throw.,19,20
2:11,295,B.J. Stith made Free Throw.,19,21
1:58,97,Quentin Snider missed Layup.,19,21
1:58,295,Brandan Stith Defensive Rebound.,19,21
1:43,295,Jordan Baker Turnover.,19,21
1:24,97,V.J. King missed Layup.,19,21
1:24,97,V.J. King Offensive Rebound.,19,21
1:19,97,Quentin Snider made Three Point Jumper. Assisted by Deng Adel.,22,21
0:56,295,Brandan Stith made Layup. Assisted by Jordan Baker.,22,23
0:36,295,Foul on B.J. Stith.,22,23
0:36,97,V.J. King made Free Throw.,23,23
0:36,97,V.J. King made Free Throw.,24,23
0:15,97,Foul on V.J. King.,24,23
0:15,295,Brandan Stith made Free Throw.,24,24
0:15,295,Brandan Stith missed Free Throw.,24,24
0:15,97,Matz Stockman Defensive Rebound.,24,24
0:00,295,End of 1st half,24,24
19:49,295,Denzell Taylor Turnover.,24,24
19:47,97,Donovan Mitchell Steal.,24,24
19:43,97,Donovan Mitchell Turnover.,24,24
19:14,295,Old Dominion  Turnover.,24,24
18:59,97,Donovan Mitchell Turnover.,24,24
18:49,295,Denzell Taylor Turnover.,24,24
18:48,97,Deng Adel Steal.,24,24
18:46,295,Foul on Ahmad Caver.,24,24
18:46,97,Quentin Snider made Free Throw.,25,24
18:46,97,Quentin Snider missed Free Throw.,25,24
18:46,295,Ahmad Caver Defensive Rebound.,25,24
18:32,295,Zoran Talley made Jumper. Assisted by Ahmad Caver.,25,26
18:19,97,Quentin Snider missed Layup.,25,26
18:19,295,Brandan Stith Block.,25,26
18:18,295,Jordan Baker Defensive Rebound.,25,26
18:04,97,Foul on Donovan Mitchell.,25,26
18:04,295,Zoran Talley missed Free Throw.,25,26
18:04,295,Old Dominion Deadball Team Rebound.,25,26
18:04,295,Zoran Talley made Free Throw.,25,27
17:50,295,Foul on Zoran Talley.,25,27
17:50,97,Mangok Mathiang missed Free Throw.,25,27
17:50,97,Louisville Deadball Team Rebound.,25,27
17:50,97,Mangok Mathiang missed Free Throw.,25,27
17:50,295,B.J. Stith Defensive Rebound.,25,27
17:20,295,Ahmad Caver missed Three Point Jumper.,25,27
17:20,295,Old Dominion Offensive Rebound.,25,27
16:51,295,Ahmad Caver Turnover.,25,27
16:31,97,Mangok Mathiang Turnover.,25,27
16:31,295,Brandan Stith Steal.,25,27
16:31,295,Jordan Baker missed Three Point Jumper.,25,27
16:31,295,Denzell Taylor Offensive Rebound.,25,27
16:31,295,Denzell Taylor made Layup.,25,29
15:47,97,Donovan Mitchell missed Jumper.,25,29
15:47,97,Donovan Mitchell Offensive Rebound.,25,29
15:44,97,Donovan Mitchell missed Layup.,25,29
15:44,97,Donovan Mitchell Offensive Rebound.,25,29
15:42,97,Donovan Mitchell made Two Point Tip Shot.,27,29
15:15,295,Jordan Baker made Three Point Jumper. Assisted by Ahmad Caver.,27,32
15:03,97,Louisville  Timeout,27,32
14:50,295,Foul on Brandan Stith.,27,32
14:50,295,Official TV Timeout,27,32
14:35,97,Anas Mahmoud Turnover.,27,32
14:34,295,Randy Haynes Steal.,27,32
14:31,295,Foul on Randy Haynes.,27,32
14:20,97,Donovan Mitchell missed Layup.,27,32
14:20,97,Ray Spalding Offensive Rebound.,27,32
14:10,97,Ray Spalding made Two Point Tip Shot.,29,32
14:02,295,Brandan Stith made Dunk. Assisted by Ahmad Caver.,29,34
13:52,295,Foul on Ahmad Caver.,29,34
13:50,97,Donovan Mitchell missed Jumper.,29,34
13:50,295,Old Dominion Defensive Rebound.,29,34
13:48,97,Foul on Ray Spalding.,29,34
13:45,295,Randy Haynes missed Jumper.,29,34
13:45,97,Anas Mahmoud Defensive Rebound.,29,34
13:36,97,Quentin Snider missed Layup.,29,34
13:36,97,Jaylen Johnson Offensive Rebound.,29,34
13:34,97,Jaylen Johnson made Layup.,31,34
13:10,97,Foul on Anas Mahmoud.,31,34
13:09,97,Foul on Quentin Snider.,31,34
12:57,295,Zoran Talley made Layup. Assisted by Jordan Baker.,31,36
12:42,97,Anas Mahmoud missed Layup.,31,36
12:42,295,Brandan Stith Defensive Rebound.,31,36
12:16,295,Zoran Talley missed Jumper.,31,36
12:16,295,Denzell Taylor Offensive Rebound.,31,36
12:12,97,Foul on Anas Mahmoud.,31,36
12:12,295,Denzell Taylor missed Free Throw.,31,36
12:12,295,Old Dominion Deadball Team Rebound.,31,36
12:12,295,Denzell Taylor missed Free Throw.,31,36
12:12,97,Jaylen Johnson Defensive Rebound.,31,36
12:12,97,Deng Adel missed Jumper.,31,36
12:12,295,Travis Fields Defensive Rebound.,31,36
11:40,295,Zoran Talley Turnover.,31,36
11:40,295,Foul on Zoran Talley.,31,36
11:30,97,Donovan Mitchell missed Layup.,31,36
11:30,295,Denzell Taylor Block.,31,36
11:23,295,B.J. Stith Defensive Rebound.,31,36
11:09,295,B.J. Stith missed Jumper.,31,36
11:09,295,Denzell Taylor Offensive Rebound.,31,36
11:06,97,Foul on Mangok Mathiang.,31,36
11:01,295,B.J. Stith missed Three Point Jumper.,31,36
11:01,97,David Levitch Defensive Rebound.,31,36
10:50,97,David Levitch missed Three Point Jumper.,31,36
10:50,295,Old Dominion Defensive Rebound.,31,36
10:45,295,Travis Fields made Layup.,31,38
10:28,97,Donovan Mitchell missed Three Point Jumper.,31,38
10:28,295,B.J. Stith Defensive Rebound.,31,38
9:58,295,Trey Porter missed Jumper.,31,38
9:58,97,David Levitch Defensive Rebound.,31,38
9:47,97,Deng Adel missed Jumper.,31,38
9:47,295,Denzell Taylor Defensive Rebound.,31,38
9:39,295,Travis Fields Turnover.,31,38
9:21,97,Ray Spalding missed Three Point Jumper.,31,38
9:21,295,Trey Porter Defensive Rebound.,31,38
8:58,295,Brandan Stith Turnover.,31,38
8:43,97,Deng Adel missed Layup.,31,38
8:43,295,B.J. Stith Block.,31,38
8:40,295,Brandan Stith Defensive Rebound.,31,38
8:35,295,Jordan Baker missed Three Point Jumper.,31,38
8:35,97,Ray Spalding Defensive Rebound.,31,38
8:28,97,Quentin Snider made Three Point Jumper. Assisted by Deng Adel.,34,38
8:02,295,Trey Porter Turnover.,34,38
8:01,97,Donovan Mitchell Steal.,34,38
7:57,97,Donovan Mitchell missed Layup.,34,38
7:57,295,Trey Porter Block.,34,38
7:57,97,Louisville Offensive Rebound.,34,38
7:55,295,Official TV Timeout,34,38
7:48,97,Donovan Mitchell missed Three Point Jumper.,34,38
7:48,295,Denzell Taylor Defensive Rebound.,34,38
7:30,295,Randy Haynes missed Layup.,34,38
7:30,97,Ray Spalding Block.,34,38
7:30,97,Donovan Mitchell Defensive Rebound.,34,38
7:23,97,Donovan Mitchell missed Layup.,34,38
7:23,295,Brandan Stith Block.,34,38
7:23,97,Ray Spalding Offensive Rebound.,34,38
7:16,295,Foul on Randy Haynes.,34,38
7:16,97,Ray Spalding missed Free Throw.,34,38
7:16,97,Louisville Deadball Team Rebound.,34,38
7:16,97,Ray Spalding made Free Throw.,35,38
6:57,295,Denzell Taylor missed Layup.,35,38
6:57,97,Anas Mahmoud Block.,35,38
6:53,97,Anas Mahmoud Defensive Rebound.,35,38
6:47,97,Quentin Snider Turnover.,35,38
6:28,295,Ahmad Caver made Jumper. Assisted by Jordan Baker.,35,40
6:06,97,Donovan Mitchell made Three Point Jumper. Assisted by Deng Adel.,38,40
5:49,295,B.J. Stith missed Three Point Jumper.,38,40
5:49,97,Ray Spalding Defensive Rebound.,38,40
5:40,97,Quentin Snider made Jumper.,40,40
5:34,295,Old Dominion  Timeout,40,40
5:18,295,Ahmad Caver missed Three Point Jumper.,40,40
5:18,97,Quentin Snider Defensive Rebound.,40,40
5:05,97,Deng Adel missed Three Point Jumper.,40,40
5:05,295,Denzell Taylor Defensive Rebound.,40,40
4:57,295,Brandan Stith made Dunk. Assisted by Denzell Taylor.,40,42
4:37,97,Quentin Snider missed Three Point Jumper.,40,42
4:37,295,Brandan Stith Defensive Rebound.,40,42
4:11,295,Zoran Talley Turnover.,40,42
4:10,97,David Levitch Steal.,40,42
4:08,295,Foul on Ahmad Caver.,40,42
4:08,97,Quentin Snider missed Free Throw.,40,42
4:08,295,Old Dominion Defensive Rebound.,40,42
4:08,97,Foul on Ray Spalding.,40,42
4:08,295,Denzell Taylor missed Free Throw.,40,42
4:08,97,Ray Spalding Defensive Rebound.,40,42
3:49,97,Mangok Mathiang missed Jumper.,40,42
3:49,295,Brandan Stith Defensive Rebound.,40,42
3:25,295,Zoran Talley made Jumper.,40,44
3:23,97,Louisville  Timeout,40,44
3:23,295,Official TV Timeout,40,44
3:15,97,Donovan Mitchell made Three Point Jumper. Assisted by Quentin Snider.,43,44
2:36,295,Brandan Stith Turnover.,43,44
2:35,97,Donovan Mitchell Steal.,43,44
2:32,97,Mangok Mathiang made Jumper.,45,44
2:02,295,B.J. Stith Turnover.,45,44
2:01,97,Donovan Mitchell Steal.,45,44
1:38,97,Ray Spalding made Layup. Assisted by Donovan Mitchell.,47,44
1:24,97,Louisville  Timeout,47,44
1:09,295,Zoran Talley missed Jumper.,47,44
1:09,295,Denzell Taylor Offensive Rebound.,47,44
1:05,295,Denzell Taylor made Layup.,47,46
0:54,295,Foul on Jordan Baker.,47,46
0:54,97,Donovan Mitchell missed Free Throw.,47,46
0:54,295,Brandan Stith Defensive Rebound.,47,46
0:53,97,Foul on Mangok Mathiang.,47,46
0:53,295,Brandan Stith made Free Throw.,47,47
0:53,295,Brandan Stith missed Free Throw.,47,47
0:53,97,Mangok Mathiang Defensive Rebound.,47,47
0:38,97,Quentin Snider missed Three Point Jumper.,47,47
0:38,97,Louisville Offensive Rebound.,47,47
0:14,97,Mangok Mathiang made Layup. Assisted by Quentin Snider.,49,47
0:09,295,Ahmad Caver missed Layup.,49,47
0:09,295,Denzell Taylor Offensive Rebound.,49,47
0:07,295,Brandan Stith made Layup.,49,49
0:05,97,Mangok Mathiang Turnover.,49,49
0:05,295,Brandan Stith Steal.,49,49
0:03,295,Brandan Stith missed Three Point Jumper.,49,49
0:03,97,Donovan Mitchell Defensive Rebound.,49,49
0:00,295,End of 2nd half,49,49
4:44,97,Foul on Donovan Mitchell.,49,49
4:44,295,Zoran Talley missed Free Throw.,49,49
4:44,97,Mangok Mathiang Defensive Rebound.,49,49
4:28,97,Donovan Mitchell made Three Point Jumper. Assisted by Quentin Snider.,52,49
3:57,97,Foul on Ray Spalding.,52,49
3:57,295,Zoran Talley made Free Throw.,52,50
3:57,295,Zoran Talley made Free Throw.,52,51
3:38,97,Deng Adel missed Jumper.,52,51
3:38,97,Jaylen Johnson Offensive Rebound.,52,51
3:34,295,Foul on Brandan Stith.,52,51
3:34,97,Jaylen Johnson made Free Throw.,53,51
3:34,97,Jaylen Johnson made Free Throw.,54,51
3:15,295,Zoran Talley missed Jumper.,54,51
3:15,97,Mangok Mathiang Defensive Rebound.,54,51
3:14,295,Foul on Zoran Talley.,54,51
3:14,97,Mangok Mathiang made Free Throw.,55,51
3:14,97,Mangok Mathiang made Free Throw.,56,51
2:57,295,Brandan Stith made Layup.,56,53
2:57,97,Foul on Quentin Snider.,56,53
2:57,295,Brandan Stith made Free Throw.,56,54
2:42,97,Quentin Snider missed Three Point Jumper.,56,54
2:42,97,Jaylen Johnson Offensive Rebound.,56,54
2:31,295,Foul on Brandan Stith.,56,54
2:31,97,Quentin Snider missed Free Throw.,56,54
2:31,97,Louisville Deadball Team Rebound.,56,54
2:31,97,Quentin Snider made Free Throw.,57,54
2:20,295,Ahmad Caver made Layup. Assisted by Zoran Talley.,57,56
2:20,97,Foul on Quentin Snider.,57,56
2:20,295,Ahmad Caver missed Free Throw.,57,56
2:20,97,Mangok Mathiang Defensive Rebound.,57,56
1:59,97,Mangok Mathiang made Layup. Assisted by Donovan Mitchell.,59,56
1:45,97,Foul on Deng Adel.,59,56
1:45,295,B.J. Stith made Free Throw.,59,57
1:45,295,B.J. Stith made Free Throw.,59,58
1:31,97,Deng Adel Turnover.,59,58
1:23,295,Denzell Taylor Turnover.,59,58
1:22,97,Donovan Mitchell Steal.,59,58
1:19,295,Foul on Ahmad Caver.,59,58
1:19,97,Donovan Mitchell made Free Throw.,60,58
1:19,97,Donovan Mitchell made Free Throw.,61,58
0:57,295,B.J. Stith Turnover.,61,58
0:57,295,Foul on B.J. Stith.,61,58
0:53,295,Foul on Travis Fields.,61,58
0:53,97,Quentin Snider made Free Throw.,62,58
0:53,97,Quentin Snider made Free Throw.,63,58
0:42,97,Foul on Deng Adel.,63,58
0:42,295,Ahmad Caver missed Free Throw.,63,58
0:42,295,Old Dominion Deadball Team Rebound.,63,58
0:42,295,Ahmad Caver made Free Throw.,63,59
0:42,295,Foul on Denzell Taylor.,63,59
0:42,97,Donovan Mitchell made Free Throw.,64,59
0:41,97,Donovan Mitchell made Free Throw.,65,59
0:30,295,Travis Fields missed Three Point Jumper.,65,59
0:30,295,B.J. Stith Offensive Rebound.,65,59
0:27,295,B.J. Stith made Layup.,65,61
0:27,295,Old Dominion  Timeout,65,61
0:25,295,Foul on Travis Fields.,65,61
0:25,97,Quentin Snider made Free Throw.,66,61
0:25,97,Quentin Snider missed Free Throw.,66,61
0:25,295,B.J. Stith Defensive Rebound.,66,61
0:19,295,Ahmad Caver missed Jumper.,66,61
0:19,295,Brandan Stith Offensive Rebound.,66,61
0:17,97,Foul on Jaylen Johnson.,66,61
0:17,295,Brandan Stith missed Free Throw.,66,61
0:17,295,Old Dominion Deadball Team Rebound.,66,61
0:17,295,Brandan Stith made Free Throw.,66,62
0:17,97,Louisville  Timeout,66,62
0:16,295,Foul on Denzell Taylor.,66,62
0:16,97,Mangok Mathiang made Free Throw.,67,62
0:16,97,Mangok Mathiang made Free Throw.,68,62
0:12,97,Foul on Mangok Mathiang.,68,62
0:12,295,Ahmad Caver missed Free Throw.,68,62
0:12,295,Old Dominion Deadball Team Rebound.,68,62
0:12,295,Ahmad Caver missed Free Throw.,68,62
0:12,97,Jaylen Johnson Defensive Rebound.,68,62
0:09,295,Foul on B.J. Stith.,68,62
0:09,97,Jaylen Johnson missed Free Throw.,68,62
0:09,97,Louisville Deadball Team Rebound.,68,62
0:09,97,Jaylen Johnson missed Free Throw.,68,62
0:09,295,Denzell Taylor Defensive Rebound.,68,62
0:03,295,Ahmad Caver missed Layup.,68,62
0:03,97,Jaylen Johnson Defensive Rebound.,68,62
0:00,295,End of Game,68,62
