Arizona State,96,Kentucky,9
3:08,9,Shannon Evans II Defensive Rebound.,27,47
3:07,9,Foul on Kodi Justice.,27,47
3:07,9,Kodi Justice Turnover.,27,47
2:57,96,Wenyen Gabriel made Layup. Assisted by Malik Monk.,27,49
2:43,96,Foul on Isaiah Briscoe.,27,49
2:31,9,Sam Cunliffe missed Three Point Jumper.,27,49
2:31,96,De'Aaron Fox Defensive Rebound.,27,49
2:22,9,Foul on Sam Cunliffe.,27,49
2:22,96,Dominique Hawkins made Free Throw.,27,50
2:22,96,Dominique Hawkins made Free Throw.,27,51
2:09,96,Foul on Edrice Adebayo.,27,51
2:08,9,Torian Graham missed Jumper.,27,51
2:08,96,De'Aaron Fox Defensive Rebound.,27,51
2:00,96,Jump Ball won by Kentucky,27,51
1:53,96,Dominique Hawkins made Three Point Jumper. Assisted by Edrice Adebayo.,27,54
1:53,9,Tra Holder missed Layup.,27,54
1:53,96,Edrice Adebayo Block.,27,54
1:53,96,De'Aaron Fox Defensive Rebound.,27,54
1:30,96,De'Aaron Fox made Free Throw.,27,55
1:30,9,Foul on Obinna Oleka.,27,54
1:30,96,De'Aaron Fox missed Free Throw.,27,54
1:30,96,Kentucky Deadball Team Rebound.,27,54
1:15,9,Kodi Justice made Three Point Jumper. Assisted by Obinna Oleka.,30,55
0:55,96,Wenyen Gabriel missed Jumper.,30,55
0:55,9,Kodi Justice Defensive Rebound.,30,55
0:35,9,Foul on Shannon Evans II.,30,55
0:35,9,Shannon Evans II Turnover.,30,55
0:12,96,De'Aaron Fox made Three Point Jumper. Assisted by Derek Willis.,30,58
0:01,9,Shannon Evans II missed Layup.,30,58
0:01,96,Derek Willis Block.,30,58
0:01,96,Dominique Hawkins Defensive Rebound.,30,58
0:00,96,End of 1st half,30,58
20:00,9,Jump Ball won by Arizona St,30,58
19:45,9,Sam Cunliffe missed Jumper.,30,58
19:45,96,Edrice Adebayo Block.,30,58
19:45,9,Arizona St Offensive Rebound.,30,58
19:43,96,Foul on De'Aaron Fox.,30,58
19:39,9,Torian Graham missed Jumper.,30,58
19:39,96,Edrice Adebayo Defensive Rebound.,30,58
19:17,9,Foul on Obinna Oleka.,30,58
19:16,96,Malik Monk made Jumper. Assisted by De'Aaron Fox.,30,60
19:02,9,Sam Cunliffe missed Three Point Jumper.,30,60
19:02,96,Isaiah Briscoe Defensive Rebound.,30,60
18:52,96,Derek Willis made Dunk. Assisted by Isaiah Briscoe.,30,62
18:51,9,Arizona St  Timeout,30,62
18:36,9,Torian Graham missed Three Point Jumper.,30,62
18:36,9,Obinna Oleka Offensive Rebound.,30,62
18:29,9,Sam Cunliffe Turnover.,30,62
18:29,96,Derek Willis Steal.,30,62
18:25,96,Derek Willis made Layup.,30,64
18:01,9,Sam Cunliffe missed Jumper.,30,64
18:01,9,Torian Graham Offensive Rebound.,30,64
17:56,9,Torian Graham missed Jumper.,30,64
17:56,96,Derek Willis Defensive Rebound.,30,64
17:50,96,Malik Monk made Jumper.,30,66
17:50,9,Foul on Shannon Evans II.,30,66
17:50,96,Malik Monk made Free Throw.,30,67
17:16,9,Torian Graham Turnover.,30,67
17:16,96,Malik Monk Steal.,30,67
17:05,9,Sam Cunliffe missed Layup.,30,67
17:05,96,Derek Willis Defensive Rebound.,30,67
17:04,96,De'Aaron Fox Turnover.,30,67
16:52,9,Torian Graham missed Three Point Jumper.,30,67
16:52,96,De'Aaron Fox Defensive Rebound.,30,67
16:44,96,De'Aaron Fox missed Jumper.,30,67
16:44,96,Edrice Adebayo Offensive Rebound.,30,67
16:39,9,Foul on Obinna Oleka.,30,67
16:39,96,Edrice Adebayo made Free Throw.,30,68
16:39,96,Edrice Adebayo missed Free Throw.,30,68
16:38,9,Kodi Justice Defensive Rebound.,30,68
16:38,96,Foul on Isaiah Briscoe.,30,68
16:28,9,Kodi Justice missed Layup.,30,68
16:28,96,Kentucky Defensive Rebound.,30,68
16:14,96,Malik Monk missed Jumper.,30,68
16:14,9,Jethro Tshisumpa Defensive Rebound.,30,68
15:59,9,Shannon Evans II missed Jumper.,30,68
15:59,96,Derek Willis Defensive Rebound.,30,68
15:52,96,Malik Monk missed Layup.,30,68
15:52,96,De'Aaron Fox Offensive Rebound.,30,68
15:50,9,Foul on Jethro Tshisumpa.,30,68
15:50,96,Official TV Timeout,30,68
15:50,96,Malik Monk made Free Throw.,30,69
15:50,96,Malik Monk made Free Throw.,30,70
15:34,9,Torian Graham made Jumper. Assisted by Shannon Evans II.,32,70
15:16,96,Malik Monk made Three Point Jumper. Assisted by De'Aaron Fox.,32,73
14:56,96,Foul on De'Aaron Fox.,32,73
14:56,9,Torian Graham made Free Throw.,33,73
14:56,9,Torian Graham made Free Throw.,34,73
14:47,96,Jump Ball won by Kentucky,34,73
14:42,96,Isaiah Briscoe made Layup. Assisted by Wenyen Gabriel.,34,75
14:26,96,Foul on Wenyen Gabriel.,34,75
14:26,9,Sam Cunliffe missed Free Throw.,34,75
14:26,9,Arizona St Deadball Team Rebound.,34,75
14:26,9,Sam Cunliffe made Free Throw.,35,75
14:16,9,Foul on Ramon Vila.,35,75
14:06,96,Dominique Hawkins missed Three Point Jumper.,35,75
14:06,9,Shannon Evans II Defensive Rebound.,35,75
13:52,9,Kodi Justice missed Jumper.,35,75
13:52,96,Sacha Killeya-Jones Defensive Rebound.,35,75
13:45,96,Mychal Mulder missed Jumper.,35,75
13:45,9,Shannon Evans II Block.,35,75
13:45,9,Sam Cunliffe Defensive Rebound.,35,75
13:38,9,Torian Graham made Dunk. Assisted by Sam Cunliffe.,37,75
13:24,96,Mychal Mulder made Three Point Jumper. Assisted by Isaiah Briscoe.,37,78
12:59,96,Foul on Sacha Killeya-Jones.,37,78
12:59,9,Shannon Evans II made Free Throw.,38,78
12:59,9,Shannon Evans II missed Free Throw.,38,78
12:59,96,Edrice Adebayo Defensive Rebound.,38,78
12:50,9,Foul on Ramon Vila.,38,78
12:49,9,Foul on Sam Cunliffe.,38,78
12:49,96,Isaiah Briscoe missed Free Throw.,38,78
12:49,96,Kentucky Deadball Team Rebound.,38,78
12:49,96,Isaiah Briscoe made Free Throw.,38,79
12:38,9,Sam Cunliffe missed Jumper.,38,79
12:38,9,Obinna Oleka Offensive Rebound.,38,79
12:32,9,Obinna Oleka made Dunk.,40,79
12:22,9,Foul on Kodi Justice.,40,79
12:22,96,Isaiah Briscoe made Free Throw.,40,80
12:22,96,Isaiah Briscoe made Free Throw.,40,81
12:03,9,Tra Holder missed Jumper.,40,81
12:03,96,Isaiah Briscoe Defensive Rebound.,40,81
11:54,96,Wenyen Gabriel made Dunk. Assisted by Malik Monk.,40,83
11:32,9,Sam Cunliffe made Three Point Jumper. Assisted by Shannon Evans II.,43,83
11:25,96,Malik Monk missed Three Point Jumper.,43,83
11:25,9,Shannon Evans II Defensive Rebound.,43,83
11:15,9,Obinna Oleka made Layup. Assisted by Shannon Evans II.,45,83
11:03,96,De'Aaron Fox made Layup. Assisted by Wenyen Gabriel.,45,85
10:47,9,Shannon Evans II made Layup.,47,85
10:26,96,Edrice Adebayo made Jumper. Assisted by De'Aaron Fox.,47,87
10:17,9,Tra Holder made Layup. Assisted by Shannon Evans II.,49,87
9:58,96,Isaiah Briscoe made Jumper. Assisted by De'Aaron Fox.,49,89
9:39,9,Shannon Evans II missed Three Point Jumper.,49,89
9:39,9,Obinna Oleka Offensive Rebound.,49,89
9:31,96,Official TV Timeout,49,89
9:26,9,Sam Cunliffe made Three Point Jumper. Assisted by Obinna Oleka.,52,89
9:14,96,Malik Monk missed Jumper.,52,89
9:14,96,Sacha Killeya-Jones Offensive Rebound.,52,89
9:10,96,Malik Monk missed Three Point Jumper.,52,89
9:10,9,Sam Cunliffe Defensive Rebound.,52,89
9:00,96,Foul on Derek Willis.,52,89
9:00,9,Sam Cunliffe missed Free Throw.,52,89
9:00,9,Arizona St Deadball Team Rebound.,52,89
9:00,9,Sam Cunliffe made Free Throw.,53,89
8:46,96,Derek Willis missed Three Point Jumper.,53,89
8:46,9,Sam Cunliffe Defensive Rebound.,53,89
8:36,9,Obinna Oleka made Jumper.,55,89
8:09,96,Malik Monk missed Three Point Jumper.,55,89
8:09,9,Obinna Oleka Defensive Rebound.,55,89
7:50,9,Tra Holder made Layup. Assisted by Obinna Oleka.,57,89
7:50,96,Foul on Dominique Hawkins.,57,89
7:50,96,Official TV Timeout,57,89
7:50,9,Tra Holder made Free Throw.,58,89
7:42,96,De'Aaron Fox made Layup.,58,91
7:18,9,Obinna Oleka made Jumper.,60,91
7:05,96,Isaiah Briscoe made Three Point Jumper. Assisted by Wenyen Gabriel.,60,94
6:50,9,Torian Graham missed Three Point Jumper.,60,94
6:50,96,Mychal Mulder Defensive Rebound.,60,94
6:42,96,Mychal Mulder missed Three Point Jumper.,60,94
6:42,9,Tra Holder Defensive Rebound.,60,94
6:35,9,Torian Graham missed Dunk.,60,94
6:35,96,Malik Monk Defensive Rebound.,60,94
6:28,96,Malik Monk Turnover.,60,94
6:28,9,Tra Holder Steal.,60,94
6:20,9,Torian Graham missed Jumper.,60,94
6:20,96,Edrice Adebayo Defensive Rebound.,60,94
6:10,9,Foul on Kodi Justice.,60,94
6:10,96,Malik Monk made Free Throw.,60,95
6:10,96,Malik Monk missed Free Throw.,60,95
6:10,96,Isaac Humphries Offensive Rebound.,60,95
5:58,96,Wenyen Gabriel missed Layup.,60,95
5:58,96,Wenyen Gabriel Offensive Rebound.,60,95
5:58,96,Wenyen Gabriel made Two Point Tip Shot.,60,97
5:44,9,Tra Holder Turnover.,60,97
5:44,96,Isaiah Briscoe Steal.,60,97
5:38,96,Malik Monk missed Layup.,60,97
5:38,96,Isaiah Briscoe Offensive Rebound.,60,97
5:37,9,Foul on Jethro Tshisumpa.,60,97
5:37,96,Isaiah Briscoe missed Free Throw.,60,97
5:37,96,Kentucky Deadball Team Rebound.,60,97
5:37,96,Isaiah Briscoe made Free Throw.,60,98
5:25,9,Obinna Oleka missed Layup.,60,98
5:25,96,Isaac Humphries Block.,60,98
5:25,96,Wenyen Gabriel Defensive Rebound.,60,98
5:10,96,Malik Monk missed Three Point Jumper.,60,98
5:10,9,Obinna Oleka Defensive Rebound.,60,98
4:52,9,Obinna Oleka made Dunk. Assisted by Tra Holder.,62,98
4:40,96,Malik Monk made Three Point Jumper. Assisted by De'Aaron Fox.,62,101
4:19,9,Sam Cunliffe missed Layup.,62,101
4:19,9,Arizona St Offensive Rebound.,62,101
4:13,96,Foul on Sacha Killeya-Jones.,62,101
4:13,9,Sam Cunliffe made Free Throw.,63,101
4:13,9,Sam Cunliffe missed Free Throw.,63,101
4:13,96,Sacha Killeya-Jones Defensive Rebound.,63,101
4:08,96,Brad Calipari made Three Point Jumper. Assisted by Dominique Hawkins.,63,104
3:53,9,Tra Holder missed Jumper.,63,104
3:53,96,Brad Calipari Defensive Rebound.,63,104
3:45,96,Mychal Mulder missed Three Point Jumper.,63,104
3:45,96,Sacha Killeya-Jones Offensive Rebound.,63,104
3:41,96,Sacha Killeya-Jones made Layup.,63,106
3:23,9,Sam Cunliffe missed Jumper.,63,106
3:23,96,Sacha Killeya-Jones Defensive Rebound.,63,106
3:15,96,Official TV Timeout,63,106
3:14,96,Brad Calipari missed Jumper.,63,106
3:14,9,Torian Graham Defensive Rebound.,63,106
3:10,96,Foul on Sacha Killeya-Jones.,63,106
3:10,9,Torian Graham made Free Throw.,64,106
3:10,9,Torian Graham made Free Throw.,65,106
2:55,96,Mychal Mulder made Three Point Jumper. Assisted by Dominique Hawkins.,65,109
2:42,9,Torian Graham missed Layup.,65,109
2:42,96,Tai Wynyard Block.,65,109
2:42,96,Mychal Mulder Defensive Rebound.,65,109
2:34,96,Brad Calipari missed Three Point Jumper.,65,109
2:34,9,Torian Graham Defensive Rebound.,65,109
2:23,9,Tra Holder missed Three Point Jumper.,65,109
2:23,96,Sacha Killeya-Jones Defensive Rebound.,65,109
2:08,96,Mychal Mulder missed Three Point Jumper.,65,109
2:08,96,Tai Wynyard Offensive Rebound.,65,109
2:03,96,Tai Wynyard made Layup.,65,111
1:45,9,Sam Cunliffe missed Three Point Jumper.,65,111
1:45,96,Dominique Hawkins Defensive Rebound.,65,111
1:35,96,Dominique Hawkins made Jumper. Assisted by Sacha Killeya-Jones.,65,113
1:21,9,Shannon Evans II missed Layup.,65,113
1:21,96,Dominique Hawkins Defensive Rebound.,65,113
1:12,96,Kentucky  Timeout,65,113
0:58,96,Dillon Pulliam missed Jumper.,65,113
0:58,9,Obinna Oleka Block.,65,113
0:58,9,Obinna Oleka Defensive Rebound.,65,113
0:50,96,Foul on Sacha Killeya-Jones.,65,113
0:50,9,Obinna Oleka made Free Throw.,66,113
0:50,9,Obinna Oleka made Free Throw.,67,113
0:30,96,Sacha Killeya-Jones made Layup. Assisted by Brad Calipari.,67,115
0:23,9,Tra Holder made Jumper.,69,115
0:00,96,End of Game,69,115
