Southeast Missouri State,140,UMKC,2546
19:49,2546,Antonius Cleveland missed Layup.,27,39
19:49,140,Kyle Steward Block.,27,39
19:47,140,Kyle Steward Defensive Rebound.,27,39
19:42,140,Dashawn King missed Layup.,27,39
19:42,2546,Antonius Cleveland Defensive Rebound.,27,39
19:35,2546,Jamaal Calvin missed Three Point Jumper.,27,39
19:35,2546,SE Missouri St Deadball Team Rebound.,27,39
19:33,140,Foul on Kyle Steward.,27,39
19:30,140,Foul on Darnell Tillman.,27,39
19:30,140,UMKC  Timeout,27,39
19:13,2546,Denzel Mahoney made Three Point Jumper. Assisted by Jaylen Benton.,30,39
18:47,2546,Foul on Trey Kellum.,30,39
18:47,140,LaVell Boyd made Free Throw.,30,40
18:47,140,LaVell Boyd made Free Throw.,30,41
18:37,2546,Denzel Mahoney made Three Point Jumper. Assisted by Jamaal Calvin.,33,41
18:21,140,LaVell Boyd missed Three Point Jumper.,33,41
18:21,2546,Jaylen Benton Defensive Rebound.,33,41
18:16,2546,Jaylen Benton missed Layup.,33,41
18:16,2546,Denzel Mahoney Offensive Rebound.,33,41
18:13,2546,Denzel Mahoney missed Layup.,33,41
18:13,140,Kyle Steward Defensive Rebound.,33,41
17:52,140,Broderick Robinson made Three Point Jumper. Assisted by LaVell Boyd.,33,44
17:34,2546,Trey Kellum missed Layup.,33,44
17:34,140,Dashawn King Block.,33,44
17:32,140,Darnell Tillman Defensive Rebound.,33,44
17:14,140,LaVell Boyd missed Layup.,33,44
17:14,2546,Antonius Cleveland Block.,33,44
17:12,2546,Jaylen Benton Defensive Rebound.,33,44
17:09,2546,Antonius Cleveland made Layup.,35,44
17:09,140,Foul on Broderick Robinson.,35,44
17:09,2546,Antonius Cleveland made Free Throw.,36,44
17:02,140,Broderick Robinson missed Jumper.,36,44
17:02,2546,Jaylen Benton Block.,36,44
17:01,140,UMKC Offensive Rebound.,36,44
16:52,140,LaVell Boyd made Three Point Jumper. Assisted by Isaiah Ross.,36,47
16:45,140,Foul on Kyle Steward.,36,47
16:45,140,Foul on Broderick Robinson.,36,47
16:42,2546,Trey Kellum Turnover.,36,47
16:23,2546,Foul on Trey Kellum.,36,47
16:23,140,Duane Clark missed Free Throw.,36,47
16:23,140,UMKC Deadball Team Rebound.,36,47
16:23,140,Duane Clark made Free Throw.,36,48
16:10,2546,Denzel Mahoney missed Three Point Jumper.,36,48
16:10,140,Broderick Robinson Defensive Rebound.,36,48
15:56,140,LaVell Boyd missed Jumper.,36,48
15:56,2546,Jamaal Calvin Defensive Rebound.,36,48
15:50,140,Foul on LaVell Boyd.,36,48
15:50,140,Official TV Timeout,36,48
15:50,2546,Antonius Cleveland made Free Throw.,37,48
15:50,2546,Antonius Cleveland made Free Throw.,38,48
15:34,2546,Foul on Jaylen Benton.,38,48
15:34,140,Jordan Giles made Free Throw.,38,49
15:34,140,Jordan Giles made Free Throw.,38,50
15:15,2546,Daniel Simmons missed Three Point Jumper.,38,50
15:15,140,Jordan Giles Defensive Rebound.,38,50
14:52,140,Broderick Robinson Turnover.,38,50
14:50,2546,Antonius Cleveland Steal.,38,50
14:47,2546,Antonius Cleveland made Jumper.,40,50
14:31,2546,Foul on Daniel Simmons.,40,50
14:31,140,LaVell Boyd made Free Throw.,40,51
14:31,140,LaVell Boyd made Free Throw.,40,52
14:15,2546,Daniel Simmons Turnover.,40,52
14:03,140,Isaiah Ross made Three Point Jumper. Assisted by LaVell Boyd.,40,55
13:35,2546,Tahj Eaddy missed Jumper.,40,55
13:35,140,Broderick Newbill Defensive Rebound.,40,55
13:25,140,LaVell Boyd made Jumper.,40,57
13:11,2546,Denzel Mahoney missed Three Point Jumper.,40,57
13:11,140,UMKC Deadball Team Rebound.,40,57
13:09,2546,Foul on Milos Vranes.,40,57
12:51,140,Foul on Jordan Giles.,40,57
12:51,140,Jordan Giles Turnover.,40,57
12:45,2546,Denzel Mahoney made Layup. Assisted by Antonius Cleveland.,42,57
12:45,140,Foul on Isaiah Ross.,42,57
12:45,2546,Denzel Mahoney made Free Throw.,43,57
12:32,140,LaVell Boyd Turnover.,43,57
12:30,2546,Jaylen Benton Steal.,43,57
12:26,2546,Jamaal Calvin Turnover.,43,57
12:05,140,Grant Leach made Jumper.,43,59
11:47,2546,Jaylen Benton made Layup.,45,59
11:46,140,Foul on Dashawn King.,45,59
11:46,140,Official TV Timeout,45,59
11:46,2546,Jaylen Benton made Free Throw.,46,59
11:31,140,Dashawn King missed Layup.,46,59
11:31,2546,Antonius Cleveland Block.,46,59
11:26,2546,Milos Vranes Defensive Rebound.,46,59
11:23,2546,Jamaal Calvin missed Jumper.,46,59
11:23,140,UMKC Defensive Rebound.,46,59
10:59,140,Dashawn King Turnover.,46,59
10:47,140,Foul on Dashawn King.,46,59
10:47,2546,Antonius Cleveland missed Free Throw.,46,59
10:47,2546,SE Missouri St Deadball Team Rebound.,46,59
10:47,2546,Antonius Cleveland made Free Throw.,47,59
10:38,140,Xavier Bishop missed Jumper.,47,59
10:38,2546,Jamaal Calvin Defensive Rebound.,47,59
10:26,2546,Jaylen Benton missed Jumper.,47,59
10:26,2546,Denzel Mahoney Offensive Rebound.,47,59
10:20,2546,Milos Vranes made Three Point Jumper.,50,59
9:58,140,Duane Clark Turnover.,50,59
9:56,2546,Antonius Cleveland Steal.,50,59
9:55,140,Foul on Isaiah Ross.,50,59
9:55,2546,Antonius Cleveland made Free Throw.,51,59
9:55,2546,Antonius Cleveland made Free Throw.,52,59
9:42,2546,Foul on Jaylen Benton.,52,59
9:24,2546,Foul on Jaylen Benton.,52,59
9:24,140,Duane Clark made Free Throw.,52,60
9:24,140,Duane Clark made Free Throw.,52,61
9:10,2546,Antonius Cleveland missed Layup.,52,61
9:10,140,Kyle Steward Defensive Rebound.,52,61
9:01,140,Isaiah Ross missed Three Point Jumper.,52,61
9:01,2546,Antonius Cleveland Block.,52,61
9:01,140,UMKC Offensive Rebound.,52,61
8:50,140,Kyle Steward made Three Point Jumper. Assisted by LaVell Boyd.,52,64
8:38,2546,Denzel Mahoney made Layup.,54,64
8:19,140,Aleer Leek Turnover.,54,64
8:17,2546,Denzel Mahoney Steal.,54,64
8:14,2546,Denzel Mahoney made Layup.,56,64
7:45,140,Official TV Timeout,56,64
7:38,2546,Foul on Daniel Simmons.,56,64
7:38,140,LaVell Boyd made Free Throw.,56,65
7:38,140,LaVell Boyd made Free Throw.,56,66
7:22,2546,Denzel Mahoney missed Three Point Jumper.,56,66
7:22,140,LaVell Boyd Defensive Rebound.,56,66
7:15,2546,Foul on Denzel Mahoney.,56,66
7:15,140,LaVell Boyd made Free Throw.,56,67
7:15,140,LaVell Boyd made Free Throw.,56,68
6:57,140,Foul on Aleer Leek.,56,68
6:57,2546,Trey Kellum made Free Throw.,57,68
6:57,2546,Trey Kellum made Free Throw.,58,68
6:40,140,LaVell Boyd Turnover.,58,68
6:28,2546,Milos Vranes missed Layup.,58,68
6:28,140,Broderick Newbill Block.,58,68
6:26,140,Darnell Tillman Defensive Rebound.,58,68
6:20,2546,Foul on Antonius Cleveland.,58,68
6:20,140,Darnell Tillman missed Free Throw.,58,68
6:20,140,UMKC Deadball Team Rebound.,58,68
6:20,140,Darnell Tillman made Free Throw.,58,69
6:10,140,Foul on LaVell Boyd.,58,69
6:10,2546,Trey Kellum missed Free Throw.,58,69
6:10,2546,SE Missouri St Deadball Team Rebound.,58,69
6:10,2546,Trey Kellum made Free Throw.,59,69
5:50,140,Broderick Robinson missed Jumper.,59,69
5:50,2546,Jaylen Benton Block.,59,69
5:48,2546,Jaylen Benton Defensive Rebound.,59,69
5:38,2546,SE Missouri St  Timeout,59,69
5:37,2546,Antonius Cleveland Turnover.,59,69
5:35,140,LaVell Boyd Steal.,59,69
5:34,2546,Foul on Denzel Mahoney.,59,69
5:34,140,LaVell Boyd made Free Throw.,59,70
5:34,140,LaVell Boyd made Free Throw.,59,71
5:20,2546,Milos Vranes missed Three Point Jumper.,59,71
5:20,2546,Trey Kellum Offensive Rebound.,59,71
5:13,2546,Jamaal Calvin missed Three Point Jumper.,59,71
5:13,2546,Trey Kellum Offensive Rebound.,59,71
5:11,140,Foul on LaVell Boyd.,59,71
5:11,2546,Trey Kellum made Free Throw.,60,71
5:11,2546,Trey Kellum made Free Throw.,61,71
4:53,140,LaVell Boyd Turnover.,61,71
4:52,2546,Denzel Mahoney Steal.,61,71
4:44,2546,Milos Vranes Turnover.,61,71
4:43,140,Broderick Newbill Steal.,61,71
4:37,140,LaVell Boyd made Three Point Jumper.,61,74
4:08,2546,Milos Vranes made Jumper.,63,74
3:49,140,Broderick Newbill missed Three Point Jumper.,63,74
3:49,140,Broderick Robinson Offensive Rebound.,63,74
3:46,2546,Foul on Jamaal Calvin.,63,74
3:46,140,Official TV Timeout,63,74
3:46,140,Broderick Robinson missed Free Throw.,63,74
3:46,140,UMKC Deadball Team Rebound.,63,74
3:46,140,Broderick Robinson made Free Throw.,63,75
3:28,2546,Jaylen Benton missed Three Point Jumper.,63,75
3:28,140,Broderick Robinson Defensive Rebound.,63,75
3:02,140,Broderick Newbill made Layup. Assisted by Broderick Robinson.,63,77
2:44,2546,Antonius Cleveland missed Three Point Jumper.,63,77
2:44,2546,Denzel Mahoney Offensive Rebound.,63,77
2:40,2546,Denzel Mahoney made Layup.,65,77
2:28,140,UMKC  Timeout,65,77
2:08,140,Darnell Tillman made Layup.,65,79
1:57,2546,Antonius Cleveland missed Layup.,65,79
1:57,2546,Antonius Cleveland Offensive Rebound.,65,79
1:57,2546,Antonius Cleveland made Layup.,67,79
1:57,140,Foul on Broderick Newbill.,67,79
1:57,2546,Antonius Cleveland made Free Throw.,68,79
1:33,140,Kyle Steward made Layup.,68,81
1:20,2546,Denzel Mahoney made Jumper.,70,81
0:59,2546,Foul on Trey Kellum.,70,81
0:59,140,LaVell Boyd made Free Throw.,70,82
0:59,140,LaVell Boyd made Free Throw.,70,83
0:55,140,Foul on Broderick Robinson.,70,83
0:55,2546,Jamaal Calvin made Free Throw.,71,83
0:55,2546,Jamaal Calvin made Free Throw.,72,83
0:48,2546,Foul on Antonius Cleveland.,72,83
0:48,140,Xavier Bishop made Free Throw.,72,84
0:48,140,Xavier Bishop made Free Throw.,72,85
0:40,2546,Jaylen Benton made Three Point Jumper. Assisted by Antonius Cleveland.,75,85
0:31,2546,Foul on Antonius Cleveland.,75,85
0:31,140,Broderick Robinson made Free Throw.,75,86
0:31,140,Broderick Robinson missed Free Throw.,75,86
0:31,2546,Milos Vranes Defensive Rebound.,75,86
0:26,2546,Jamaal Calvin missed Three Point Jumper.,75,86
0:26,140,Broderick Robinson Defensive Rebound.,75,86
0:00,140,End of Game,75,86
