Southern Oregon,204,Oregon State,2584
13:51,204,Drew Eubanks made Jumper. Assisted by Kendal Manuel.,45,58
13:38,2584,Jason Simmrin missed Three Point Jumper.,45,58
13:38,204,Ronnie Stacy Defensive Rebound.,45,58
13:29,204,Ronnie Stacy missed Jumper.,45,58
13:29,2584,Jordan Hunt Defensive Rebound.,45,58
13:24,2584,Justin Martin missed Three Point Jumper.,45,58
13:24,204,Ronnie Stacy Defensive Rebound.,45,58
13:07,204,Drew Eubanks made Jumper. Assisted by Ronnie Stacy.,45,60
12:59,2584,Justin Martin missed Three Point Jumper.,45,60
12:59,204,Ronnie Stacy Defensive Rebound.,45,60
12:33,204,Daine Muller made Three Point Jumper. Assisted by Ronnie Stacy.,45,63
12:26,2584,S. Oregon  Timeout,45,63
12:26,204,Official TV Timeout,45,63
12:12,2584,Jordan Hunt Turnover.,45,63
11:57,204,Kendal Manuel made Layup.,45,65
11:29,2584,Jason Simmrin made Layup. Assisted by Tristen Holmes.,47,65
11:09,2584,Foul on Jason Simmrin.,47,65
11:09,204,Official TV Timeout,47,65
11:07,204,Matt Dahlen made Dunk. Assisted by Kendal Manuel.,47,67
10:46,2584,Kerry Cook missed Jumper.,47,67
10:46,2584,Jason Simmrin Offensive Rebound.,47,67
10:44,2584,Jason Simmrin Turnover.,47,67
10:26,204,Cheikh N'Diaye missed Jumper.,47,67
10:26,2584,Kenny Meyer Defensive Rebound.,47,67
10:20,2584,Tristen Holmes made Jumper.,49,67
10:01,204,Cheikh N'Diaye made Jumper. Assisted by Daine Muller.,49,69
9:43,2584,Conor Carroll missed Three Point Jumper.,49,69
9:43,204,Ronnie Stacy Defensive Rebound.,49,69
9:17,204,Ronnie Stacy made Layup.,49,71
9:17,2584,Foul on Tate Hoffman.,49,71
9:17,204,Ronnie Stacy missed Free Throw.,49,71
9:17,2584,Conor Carroll Defensive Rebound.,49,71
9:06,204,Foul on Ronnie Stacy.,49,71
9:06,2584,Tristen Holmes made Free Throw.,50,71
9:06,2584,Tristen Holmes missed Free Throw.,50,71
9:06,204,Daine Muller Defensive Rebound.,50,71
8:42,204,Jaquori McLaughlin missed Jumper.,50,71
8:42,2584,Conor Carroll Defensive Rebound.,50,71
8:38,2584,Conor Carroll Turnover.,50,71
8:34,204,Cheikh N'Diaye missed Jumper.,50,71
8:34,2584,Conor Carroll Defensive Rebound.,50,71
8:23,2584,Jordan Hunt made Layup.,52,71
7:52,204,Tanner Sanders Turnover.,52,71
7:52,204,Foul on Tanner Sanders.,52,71
7:52,204,Official TV Timeout,52,71
7:31,2584,Aaron Borich missed Layup.,52,71
7:31,204,Tanner Sanders Defensive Rebound.,52,71
7:04,204,Tanner Sanders missed Three Point Jumper.,52,71
7:04,2584,Kenny Meyer Defensive Rebound.,52,71
6:43,2584,Kenny Meyer missed Layup.,52,71
6:43,204,Jaquori McLaughlin Defensive Rebound.,52,71
6:26,2584,Foul on Jordan Hunt.,52,71
6:26,2584,S. Oregon  Timeout,52,71
6:24,204,Tanner Sanders made Layup. Assisted by Kendal Manuel.,52,73
6:16,204,Foul on Jaquori McLaughlin.,52,73
6:16,2584,Tristen Holmes made Free Throw.,53,73
6:16,2584,Tristen Holmes made Free Throw.,54,73
6:01,204,Ronnie Stacy Turnover.,54,73
5:59,2584,Ben DeSaulnier Steal.,54,73
5:32,2584,Conor Carroll missed Jumper.,54,73
5:32,204,Daine Muller Defensive Rebound.,54,73
5:07,204,Kendal Manuel missed Three Point Jumper.,54,73
5:07,2584,Conor Carroll Defensive Rebound.,54,73
4:57,2584,Jordan Hunt made Three Point Jumper. Assisted by Conor Carroll.,57,73
4:30,204,Drew Eubanks missed Dunk.,57,73
4:30,204,Drew Eubanks Offensive Rebound.,57,73
4:28,204,Drew Eubanks made Dunk.,57,75
4:28,204,Oregon St  Timeout,57,75
4:28,204,Official TV Timeout,57,75
4:08,2584,Ben DeSaulnier missed Jumper.,57,75
4:08,2584,Kenny Meyer Offensive Rebound.,57,75
4:03,2584,Kenny Meyer missed Three Point Jumper.,57,75
4:03,204,Oregon St Defensive Rebound.,57,75
3:49,204,Daine Muller missed Three Point Jumper.,57,75
3:49,2584,Tristen Holmes Defensive Rebound.,57,75
3:35,2584,Jordan Hunt missed Three Point Jumper.,57,75
3:35,204,Daine Muller Defensive Rebound.,57,75
3:08,204,Kendal Manuel made Three Point Jumper. Assisted by Drew Eubanks.,57,78
2:55,2584,Conor Carroll missed Jumper.,57,78
2:55,204,Kendal Manuel Defensive Rebound.,57,78
2:46,204,Matt Dahlen made Layup. Assisted by Daine Muller.,57,80
2:46,204,Oregon St  Timeout,57,80
2:21,2584,Tristen Holmes Turnover.,57,80
2:16,204,Ronnie Stacy made Dunk.,57,82
1:59,2584,Conor Carroll missed Jumper.,57,82
1:59,204,Matt Dahlen Defensive Rebound.,57,82
1:27,204,Kendal Manuel made Layup. Assisted by Ronnie Stacy.,57,84
1:21,2584,S. Oregon  Timeout,57,84
1:13,2584,Carson Reid missed Layup.,57,84
1:13,204,Kendal Manuel Defensive Rebound.,57,84
0:45,204,Gligorije Rakocevic missed Layup.,57,84
0:45,2584,Conor Carroll Defensive Rebound.,57,84
0:39,2584,Kerry Cook missed Three Point Jumper.,57,84
0:39,204,Gligorije Rakocevic Defensive Rebound.,57,84
0:16,204,Kendal Manuel Turnover.,57,84
0:08,2584,Kerry Cook made Layup.,59,84
0:00,204,End of Game,59,84
