Northwestern State,344,Mississippi State,2466
3:02,344,L.J. Singleton Defensive Rebound.,25,24
2:33,344,Mississippi St  Turnover.,25,24
2:22,2466,Malik Metoyer missed Jumper.,25,24
2:22,344,Aric Holman Block.,25,24
2:20,344,I.J. Ready Defensive Rebound.,25,24
2:18,344,I.J. Ready made Layup.,25,26
1:47,2466,Iziahiah Sweeney missed Three Point Jumper.,25,26
1:47,344,Schnider Herard Defensive Rebound.,25,26
1:34,344,L.J. Singleton missed Three Point Jumper.,25,26
1:34,344,Aric Holman Offensive Rebound.,25,26
1:26,344,Tyson Carter missed Jumper.,25,26
1:26,2466,Sabri Thompson Defensive Rebound.,25,26
1:11,2466,Devonte Hall missed Jumper.,25,26
1:11,344,Schnider Herard Defensive Rebound.,25,26
0:50,344,Aric Holman missed Three Point Jumper.,25,26
0:50,344,Eli Wright Offensive Rebound.,25,26
0:47,2466,Foul on Sabri Thompson.,25,26
0:47,344,Eli Wright made Free Throw.,25,27
0:47,344,Eli Wright made Free Throw.,25,28
0:32,344,Foul on Eli Wright.,25,28
0:06,2466,Zeek Woodley made Three Point Jumper.,28,28
0:00,344,End of 1st half,28,28
19:47,2466,Zeek Woodley made Three Point Jumper. Assisted by Devonte Hall.,31,28
19:21,2466,Foul on Tra'von Joseph.,31,28
19:21,344,Aric Holman made Free Throw.,31,29
19:21,344,Aric Holman missed Free Throw.,31,29
19:21,2466,Ishmael Lane Defensive Rebound.,31,29
18:54,2466,Zeek Woodley made Jumper.,33,29
18:33,344,Mario Kegler missed Jumper.,33,29
18:33,2466,Devonte Hall Defensive Rebound.,33,29
18:12,2466,Ishmael Lane missed Jumper.,33,29
18:12,344,Aric Holman Block.,33,29
18:10,344,Mario Kegler Defensive Rebound.,33,29
18:07,344,Aric Holman made Layup. Assisted by I.J. Ready.,33,31
17:37,2466,Devonte Hall Turnover.,33,31
17:36,344,Aric Holman Steal.,33,31
17:34,344,Eli Wright made Layup. Assisted by Tyson Carter.,33,33
17:34,2466,Foul on Sabri Thompson.,33,33
17:34,344,Eli Wright missed Free Throw.,33,33
17:34,2466,Sabri Thompson Defensive Rebound.,33,33
17:25,2466,Tra'von Joseph missed Jumper.,33,33
17:25,344,Aric Holman Block.,33,33
17:23,344,Tyson Carter Defensive Rebound.,33,33
17:16,344,Tyson Carter Turnover.,33,33
17:16,344,Foul on Tyson Carter.,33,33
17:06,344,Foul on Schnider Herard.,33,33
16:53,2466,Devonte Hall Turnover.,33,33
16:49,344,I.J. Ready Steal.,33,33
16:48,2466,Foul on Devonte Hall.,33,33
16:46,344,Mario Kegler missed Jumper.,33,33
16:46,2466,Tra'von Joseph Defensive Rebound.,33,33
16:39,2466,Zeek Woodley made Three Point Jumper. Assisted by Tra'von Joseph.,36,33
16:27,344,Tyson Carter missed Three Point Jumper.,36,33
16:27,2466,Devonte Hall Defensive Rebound.,36,33
16:19,2466,Sabri Thompson missed Three Point Jumper.,36,33
16:19,2466,Tra'von Joseph Offensive Rebound.,36,33
16:11,2466,Sabri Thompson made Three Point Jumper. Assisted by Devonte Hall.,39,33
15:48,344,Tyson Carter missed Three Point Jumper.,39,33
15:48,2466,Tra'von Joseph Defensive Rebound.,39,33
15:39,344,Foul on L.J. Singleton.,39,33
15:39,344,Official TV Timeout,39,33
15:20,2466,Reginald Kissoonlal missed Three Point Jumper.,39,33
15:20,2466,Zeek Woodley Offensive Rebound.,39,33
15:15,2466,Zeek Woodley missed Jumper.,39,33
15:15,344,Aric Holman Defensive Rebound.,39,33
15:08,344,I.J. Ready missed Jumper.,39,33
15:08,2466,Reginald Kissoonlal Defensive Rebound.,39,33
14:47,2466,Tra'von Joseph Turnover.,39,33
14:40,2466,Foul on Tra'von Joseph.,39,33
14:40,344,Aric Holman made Free Throw.,39,34
14:40,344,Aric Holman made Free Throw.,39,35
14:36,2466,Josh Boyd Turnover.,39,35
14:35,344,Eli Wright Steal.,39,35
14:22,344,E.J. Datcher made Layup.,39,37
14:02,2466,Sabri Thompson missed Three Point Jumper.,39,37
14:02,344,Mississippi St Defensive Rebound.,39,37
13:40,344,Mario Kegler missed Three Point Jumper.,39,37
13:40,2466,Zeek Woodley Defensive Rebound.,39,37
13:29,2466,Sabri Thompson Turnover.,39,37
13:19,344,I.J. Ready Turnover.,39,37
13:06,2466,Josh Boyd missed Three Point Jumper.,39,37
13:06,344,Eli Wright Defensive Rebound.,39,37
12:38,344,Mario Kegler missed Jumper.,39,37
12:38,2466,Reginald Kissoonlal Defensive Rebound.,39,37
12:31,2466,Tra'von Joseph missed Jumper.,39,37
12:31,2466,Zeek Woodley Offensive Rebound.,39,37
12:26,2466,Zeek Woodley missed Jumper.,39,37
12:26,344,I.J. Ready Defensive Rebound.,39,37
12:24,344,I.J. Ready made Layup.,39,39
12:08,2466,Zeek Woodley missed Three Point Jumper.,39,39
12:08,344,E.J. Datcher Defensive Rebound.,39,39
11:44,344,L.J. Singleton made Three Point Jumper. Assisted by Eli Wright.,39,42
11:23,2466,Zeek Woodley missed Jumper.,39,42
11:23,344,Schnider Herard Defensive Rebound.,39,42
11:02,344,L.J. Singleton missed Jumper.,39,42
11:02,2466,Iziahiah Sweeney Defensive Rebound.,39,42
10:41,2466,Ishmael Lane made Jumper.,41,42
10:11,344,Schnider Herard Turnover.,41,42
9:54,2466,Sabri Thompson Turnover.,41,42
9:40,344,Aric Holman made Jumper. Assisted by I.J. Ready.,41,44
9:16,2466,Tra'von Joseph Turnover.,41,44
8:57,344,Schnider Herard Turnover.,41,44
8:54,2466,Iziahiah Sweeney Steal.,41,44
8:46,2466,Tra'von Joseph made Three Point Jumper. Assisted by Iziahiah Sweeney.,44,44
8:28,344,Tyson Carter missed Jumper.,44,44
8:28,2466,Devonte Hall Defensive Rebound.,44,44
8:00,2466,Tra'von Joseph missed Three Point Jumper.,44,44
8:00,2466,Iziahiah Sweeney Offensive Rebound.,44,44
7:54,2466,Ishmael Lane Turnover.,44,44
7:52,344,Schnider Herard Steal.,44,44
7:50,344,I.J. Ready made Jumper.,44,46
7:50,2466,Foul on Sabri Thompson.,44,46
7:50,344,Official TV Timeout,44,46
7:50,344,I.J. Ready made Free Throw.,44,47
7:40,2466,Devonte Hall made Jumper.,46,47
7:23,344,Mario Kegler made Jumper. Assisted by I.J. Ready.,46,49
7:10,2466,Reginald Kissoonlal made Three Point Jumper. Assisted by Devonte Hall.,49,49
6:44,2466,Foul on Devonte Hall.,49,49
6:29,344,Eli Wright made Jumper. Assisted by I.J. Ready.,49,51
6:05,2466,Tra'von Joseph missed Layup.,49,51
6:05,344,Aric Holman Block.,49,51
6:03,344,Mario Kegler Defensive Rebound.,49,51
5:55,2466,Foul on Reginald Kissoonlal.,49,51
5:55,344,Tyson Carter made Free Throw.,49,52
5:55,344,Tyson Carter made Free Throw.,49,53
5:53,2466,Northwestern St  Timeout,49,53
5:53,344,Official TV Timeout,49,53
5:38,2466,Zeek Woodley made Jumper.,51,53
5:38,344,Foul on Eli Wright.,51,53
5:38,2466,Zeek Woodley made Free Throw.,52,53
5:24,344,Aric Holman Turnover.,52,53
5:00,344,Foul on Tyson Carter.,52,53
5:00,2466,Devonte Hall made Free Throw.,53,53
5:00,2466,Devonte Hall made Free Throw.,54,53
4:43,344,Tyson Carter missed Three Point Jumper.,54,53
4:43,2466,Ishmael Lane Defensive Rebound.,54,53
4:12,2466,Devonte Hall missed Jumper.,54,53
4:12,2466,Josh Boyd Offensive Rebound.,54,53
4:07,2466,Josh Boyd Turnover.,54,53
4:06,344,I.J. Ready Steal.,54,53
4:05,2466,Foul on Devonte Hall.,54,53
4:05,344,I.J. Ready made Free Throw.,54,54
4:05,344,I.J. Ready made Free Throw.,54,55
3:52,2466,Josh Boyd missed Jumper.,54,55
3:52,2466,Josh Boyd Offensive Rebound.,54,55
3:48,2466,Josh Boyd missed Jumper.,54,55
3:48,344,Eli Wright Defensive Rebound.,54,55
3:29,344,Mississippi St  Timeout,54,55
3:29,344,Official TV Timeout,54,55
3:18,2466,Foul on Josh Boyd.,54,55
3:18,344,Aric Holman made Free Throw.,54,56
3:18,344,Aric Holman made Free Throw.,54,57
3:02,344,Foul on Eli Wright.,54,57
3:02,2466,Zeek Woodley made Free Throw.,55,57
3:02,2466,Zeek Woodley made Free Throw.,56,57
2:38,344,I.J. Ready Turnover.,56,57
2:38,344,Foul on I.J. Ready.,56,57
2:26,2466,Zeek Woodley missed Jumper.,56,57
2:26,344,Aric Holman Defensive Rebound.,56,57
2:06,344,I.J. Ready made Three Point Jumper.,56,60
2:03,344,Mississippi St  Timeout,56,60
1:53,2466,Zeek Woodley made Three Point Jumper. Assisted by Devonte Hall.,59,60
1:20,344,Mario Kegler made Dunk.,59,62
1:05,2466,Zeek Woodley missed Three Point Jumper.,59,62
1:05,2466,Northwestern St Offensive Rebound.,59,62
0:31,344,Aric Holman made Layup. Assisted by I.J. Ready.,59,64
0:20,2466,Devonte Hall Turnover.,59,64
0:20,344,I.J. Ready Steal.,59,64
0:13,2466,Foul on Tra'von Joseph.,59,64
0:13,344,I.J. Ready missed Free Throw.,59,64
0:13,344,Mississippi St Deadball Team Rebound.,59,64
0:13,2466,Northwestern St  Timeout,59,64
0:13,344,I.J. Ready made Free Throw.,59,65
0:08,2466,Zeek Woodley missed Three Point Jumper.,59,65
0:08,2466,Sabri Thompson Offensive Rebound.,59,65
0:02,2466,Iziahiah Sweeney missed Three Point Jumper.,59,65
0:02,344,Aric Holman Defensive Rebound.,59,65
0:00,344,End of Game,59,65
