Montana Tech,Error,Idaho State,304
12:05,-1,Dylan Pannabecker missed Jumper.,9,16
12:05,-1,Cale Jacobsen Offensive Rebound.,9,16
11:58,-1,Dylan Pannabecker Turnover.,9,16
11:56,304,Geno Luzcando Steal.,9,16
11:52,304,Hayes Garrity missed Layup.,9,16
11:52,-1,Carson Dummer Block.,9,16
11:48,-1,Jordan Jones Defensive Rebound.,9,16
11:38,-1,Kale Guldseth made Three Point Jumper. Assisted by Cale Jacobsen.,12,16
11:24,-1,Foul on Jordan Jones.,12,16
11:24,304,Official TV Timeout,12,16
11:11,-1,Foul on Lukas Vining.,12,16
11:05,304,Hayes Garrity made Jumper. Assisted by Ethan Telfair.,12,18
10:35,-1,Sadiq Inuwa missed Jumper.,12,18
10:35,304,Hayes Garrity Defensive Rebound.,12,18
10:27,-1,Foul on John Chapman.,12,18
10:27,304,Robert Jones III missed Free Throw.,12,18
10:27,304,Idaho State Deadball Team Rebound.,12,18
10:27,304,Robert Jones III made Free Throw.,12,19
10:16,-1,John Chapman made Three Point Jumper. Assisted by Chris O'Neill.,15,19
9:48,304,Stephen Lennox made Jumper. Assisted by Robert Jones III.,15,21
9:27,-1,Flemming Okeke missed Jumper.,15,21
9:27,304,Stephen Lennox Defensive Rebound.,15,21
9:14,304,Ethan Telfair Turnover.,15,21
9:12,-1,Lukas Vining Steal.,15,21
9:08,-1,Chris O'Neill missed Layup.,15,21
9:08,304,Erik Nakken Defensive Rebound.,15,21
8:51,304,Stephen Lennox made Jumper. Assisted by Erik Nakken.,15,23
8:27,-1,Lukas Vining missed Jumper.,15,23
8:27,304,Robert Jones III Defensive Rebound.,15,23
8:16,304,Stephen Lennox made Three Point Jumper. Assisted by Robert Jones III.,15,26
7:43,-1,Flemming Okeke made Layup. Assisted by Chris O'Neill.,17,26
7:35,-1,Foul on Chris O'Neill.,17,26
7:35,304,Official TV Timeout,17,26
7:35,304,Ethan Telfair made Free Throw.,17,27
7:35,304,Ethan Telfair made Free Throw.,17,28
7:23,-1,Foul on Cale Jacobsen.,17,28
7:23,-1,Cale Jacobsen Turnover.,17,28
7:10,304,Robert Jones III missed Jumper.,17,28
7:10,-1,Carson Dummer Block.,17,28
7:07,-1,Kale Guldseth Defensive Rebound.,17,28
7:05,-1,Kale Guldseth made Layup.,19,28
6:42,304,Hayes Garrity missed Jumper.,19,28
6:42,-1,Kale Guldseth Defensive Rebound.,19,28
6:19,-1,Kale Guldseth missed Three Point Jumper.,19,28
6:19,304,Brandon Boyd Defensive Rebound.,19,28
5:54,304,Brandon Boyd missed Three Point Jumper.,19,28
5:54,-1,Cale Jacobsen Defensive Rebound.,19,28
5:26,-1,Dylan Pannabecker missed Layup.,19,28
5:26,304,Stephen Lennox Block.,19,28
5:23,-1,Carson Dummer Offensive Rebound.,19,28
5:21,-1,Kale Guldseth missed Three Point Jumper.,19,28
5:21,304,Hayes Garrity Defensive Rebound.,19,28
5:15,-1,Foul on Cale Jacobsen.,19,28
5:15,304,Brandon Boyd made Free Throw.,19,29
5:15,304,Brandon Boyd made Free Throw.,19,30
4:45,-1,Dylan Pannabecker Turnover.,19,30
4:18,304,Brandon Boyd made Three Point Jumper. Assisted by Keshawn Liggins.,19,33
3:48,-1,Sadiq Inuwa missed Jumper.,19,33
3:48,304,Erik Nakken Defensive Rebound.,19,33
3:33,304,Erik Nakken missed Three Point Jumper.,19,33
3:33,-1,Sadiq Inuwa Defensive Rebound.,19,33
3:20,-1,Lukas Vining missed Three Point Jumper.,19,33
3:20,304,Keshawn Liggins Defensive Rebound.,19,33
2:55,-1,Foul on Sadiq Inuwa.,19,33
2:55,304,Official TV Timeout,19,33
2:55,304,Novak Topalovic missed Free Throw.,19,33
2:55,304,Idaho State Deadball Team Rebound.,19,33
2:55,304,Novak Topalovic missed Free Throw.,19,33
2:55,-1,Flemming Okeke Defensive Rebound.,19,33
2:38,-1,Chris O'Neill missed Three Point Jumper.,19,33
2:38,304,Novak Topalovic Defensive Rebound.,19,33
2:22,304,Ethan Telfair Turnover.,19,33
2:20,-1,Kale Guldseth Steal.,19,33
2:18,-1,Flemming Okeke made Layup. Assisted by Kale Guldseth.,21,33
1:58,304,Ethan Telfair missed Three Point Jumper.,21,33
1:58,-1,Kale Guldseth Defensive Rebound.,21,33
1:29,-1,Chris O'Neill made Jumper. Assisted by Flemming Okeke.,23,33
1:03,304,Ethan Telfair made Three Point Jumper. Assisted by Erik Nakken.,23,36
0:43,-1,Kale Guldseth missed Three Point Jumper.,23,36
0:43,-1,Dylan Pannabecker Offensive Rebound.,23,36
0:18,-1,Sadiq Inuwa made Jumper.,25,36
0:07,304,Erik Nakken made Three Point Jumper. Assisted by Ethan Telfair.,25,39
0:00,304,End of 1st half,25,39
19:41,-1,Foul on Flemming Okeke.,25,39
19:41,304,Brandon Boyd made Free Throw.,25,40
19:41,304,Brandon Boyd made Free Throw.,25,41
19:38,-1,Chris O'Neill missed Jumper.,25,41
19:38,304,Ethan Telfair Defensive Rebound.,25,41
19:07,304,Novak Topalovic missed Jumper.,25,41
19:07,-1,John Chapman Defensive Rebound.,25,41
18:53,-1,Sadiq Inuwa made Jumper.,27,41
18:37,304,Ethan Telfair missed Layup.,27,41
18:37,-1,Sadiq Inuwa Block.,27,41
18:33,-1,Chris O'Neill Defensive Rebound.,27,41
17:53,-1,Chris O'Neill missed Three Point Jumper.,27,41
17:53,304,Novak Topalovic Defensive Rebound.,27,41
17:41,304,Robert Jones III missed Three Point Jumper.,27,41
17:41,-1,Montana Tech Defensive Rebound.,27,41
17:20,-1,Sadiq Inuwa made Jumper.,29,41
17:20,304,Foul on Robert Jones III.,29,41
17:20,-1,Sadiq Inuwa made Free Throw.,30,41
17:07,304,Novak Topalovic made Layup.,30,43
16:45,-1,Chris O'Neill missed Three Point Jumper.,30,43
16:45,304,Hayes Garrity Defensive Rebound.,30,43
16:30,-1,Foul on Sadiq Inuwa.,30,43
16:07,304,Hayes Garrity made Jumper.,30,45
15:44,-1,Flemming Okeke Turnover.,30,45
15:44,304,Official TV Timeout,30,45
15:30,304,Geno Luzcando missed Three Point Jumper.,30,45
15:30,304,Idaho State Deadball Team Rebound.,30,45
15:28,-1,Foul on Carson Dummer.,30,45
15:21,304,Ethan Telfair made Jumper.,30,47
15:12,-1,Kale Guldseth Turnover.,30,47
15:10,304,Ethan Telfair Steal.,30,47
15:07,304,Keshawn Liggins made Layup. Assisted by Ethan Telfair.,30,49
14:36,-1,Kale Guldseth Turnover.,30,49
14:23,304,Ethan Telfair missed Three Point Jumper.,30,49
14:23,-1,Carson Dummer Defensive Rebound.,30,49
14:04,-1,Carson Dummer made Jumper. Assisted by Dylan Pannabecker.,32,49
13:53,304,Hayes Garrity missed Three Point Jumper.,32,49
13:53,-1,Carson Dummer Defensive Rebound.,32,49
13:38,-1,Dylan Pannabecker missed Jumper.,32,49
13:38,304,Hayes Garrity Defensive Rebound.,32,49
13:10,304,Geno Luzcando missed Three Point Jumper.,32,49
13:10,-1,Jordan Jones Defensive Rebound.,32,49
12:54,-1,Carson Dummer made Jumper. Assisted by Kale Guldseth.,34,49
12:36,304,Hayes Garrity made Three Point Jumper. Assisted by Keshawn Liggins.,34,52
12:23,-1,Kale Guldseth Turnover.,34,52
12:05,304,Stephen Lennox Turnover.,34,52
11:52,-1,Dylan Pannabecker Turnover.,34,52
11:51,304,Keshawn Liggins Steal.,34,52
11:48,304,Keshawn Liggins made Layup.,34,54
11:28,304,Foul on Erik Nakken.,34,54
11:28,304,Official TV Timeout,34,54
11:27,-1,John Chapman missed Three Point Jumper.,34,54
11:27,304,Brandon Boyd Turnover.,34,54
11:15,-1,Lukas Vining Turnover.,34,54
11:02,304,Ethan Telfair missed Jumper.,34,54
11:02,-1,Lukas Vining Defensive Rebound.,34,54
10:35,-1,John Chapman missed Jumper.,34,54
10:35,304,Erik Nakken Defensive Rebound.,34,54
10:19,304,Stephen Lennox missed Jumper.,34,54
10:19,-1,Sadiq Inuwa Block.,34,54
10:16,304,Keshawn Liggins Offensive Rebound.,34,54
10:09,304,Brandon Boyd missed Three Point Jumper.,34,54
10:09,-1,Chris O'Neill Defensive Rebound.,34,54
10:00,-1,Chris O'Neill Turnover.,34,54
9:57,304,Ethan Telfair Steal.,34,54
9:47,-1,Foul on Sadiq Inuwa.,34,54
9:47,-1,Montana Tech  Timeout,34,54
9:47,304,Stephen Lennox made Free Throw.,34,55
9:47,304,Stephen Lennox made Free Throw.,34,56
9:32,-1,Sadiq Inuwa missed Jumper.,34,56
9:32,304,Robert Jones III Defensive Rebound.,34,56
9:22,304,Ethan Telfair made Three Point Jumper. Assisted by Robert Jones III.,34,59
9:04,-1,John Chapman made Jumper. Assisted by Lukas Vining.,36,59
8:46,304,Ethan Telfair missed Jumper.,36,59
8:46,-1,Flemming Okeke Defensive Rebound.,36,59
8:18,-1,Carson Dummer missed Jumper.,36,59
8:18,304,Novak Topalovic Block.,36,59
8:18,304,Idaho State Defensive Rebound.,36,59
8:00,304,Robert Jones III made Three Point Jumper. Assisted by Novak Topalovic.,36,62
7:35,-1,Carson Dummer missed Jumper.,36,62
7:35,304,Novak Topalovic Block.,36,62
7:32,304,Hayes Garrity Defensive Rebound.,36,62
7:30,-1,Foul on Dylan Pannabecker.,36,62
7:26,304,Official TV Timeout,36,62
7:26,304,Hayes Garrity made Free Throw.,36,63
7:26,304,Hayes Garrity made Free Throw.,36,64
7:17,-1,Kale Guldseth Turnover.,36,64
7:04,304,Hayes Garrity made Three Point Jumper. Assisted by Robert Jones III.,36,67
6:40,-1,Kale Guldseth made Three Point Jumper.,39,67
6:20,304,Novak Topalovic missed Jumper.,39,67
6:20,-1,Carson Dummer Defensive Rebound.,39,67
6:00,-1,Cale Jacobsen made Three Point Jumper. Assisted by Dylan Pannabecker.,42,67
5:36,304,Robert Jones III Turnover.,42,67
5:31,-1,Cale Jacobsen Steal.,42,67
5:23,-1,Dylan Pannabecker missed Jumper.,42,67
5:23,304,Novak Topalovic Defensive Rebound.,42,67
5:14,304,Hayes Garrity missed Three Point Jumper.,42,67
5:14,304,Robert Jones III Offensive Rebound.,42,67
5:09,304,Robert Jones III missed Two Point Tip Shot.,42,67
5:09,-1,Montana Tech Defensive Rebound.,42,67
5:02,-1,Kale Guldseth missed Three Point Jumper.,42,67
5:02,304,Novak Topalovic Defensive Rebound.,42,67
4:54,304,Clark Wilkinson missed Layup.,42,67
4:54,-1,Sadiq Inuwa Defensive Rebound.,42,67
4:35,-1,Sadiq Inuwa missed Jumper.,42,67
4:35,304,Novak Topalovic Defensive Rebound.,42,67
4:18,304,Novak Topalovic missed Jumper.,42,67
4:18,-1,Kale Guldseth Defensive Rebound.,42,67
4:11,304,Foul on Clark Wilkinson.,42,67
4:05,-1,Lukas Vining made Jumper.,44,67
3:43,304,Balint Mocsan made Three Point Jumper. Assisted by Clark Wilkinson.,44,70
3:19,-1,Lukas Vining missed Three Point Jumper.,44,70
3:19,304,Stephen Lennox Defensive Rebound.,44,70
2:57,304,Balint Mocsan missed Three Point Jumper.,44,70
2:57,304,Hayes Garrity Offensive Rebound.,44,70
2:51,304,Hayes Garrity missed Three Point Jumper.,44,70
2:51,-1,Sadiq Inuwa Defensive Rebound.,44,70
2:35,304,Foul on Clark Wilkinson.,44,70
2:35,304,Official TV Timeout,44,70
2:27,-1,John Chapman missed Three Point Jumper.,44,70
2:27,304,Balint Mocsan Defensive Rebound.,44,70
2:20,-1,Foul on Flemming Okeke.,44,70
2:20,304,Brandon Boyd made Free Throw.,44,71
2:20,304,Brandon Boyd made Free Throw.,44,72
2:01,304,Foul on Clark Wilkinson.,44,72
1:57,304,Foul on Hayes Garrity.,44,72
1:56,-1,Kale Guldseth Turnover.,44,72
1:54,304,Hayes Garrity Steal.,44,72
1:52,304,Hayes Garrity made Layup. Assisted by Brandon Boyd.,44,74
1:21,-1,Jordan Jones missed Jumper.,44,74
1:21,304,Clark Wilkinson Defensive Rebound.,44,74
1:04,304,Stephen Lennox missed Jumper.,44,74
1:04,-1,Wyatt Harwood Defensive Rebound.,44,74
0:44,-1,Kale Guldseth missed Jumper.,44,74
0:44,304,Stephen Lennox Defensive Rebound.,44,74
0:17,-1,Foul on Jordan Jones.,44,74
0:17,304,Clark Wilkinson made Free Throw.,44,75
0:17,304,Clark Wilkinson made Free Throw.,44,76
0:09,304,Foul on Balint Mocsan.,44,76
0:09,-1,Kale Guldseth made Free Throw.,45,76
0:09,-1,Kale Guldseth made Free Throw.,46,76
0:00,304,End of Game,46,76
