South Carolina State,231,Furman,2569
6:35,231,Jordan Lyons Defensive Rebound.,25,19
6:28,231,Geoff Beans made Three Point Jumper. Assisted by John Davis III.,25,22
6:02,2569,Ed Stephens missed Three Point Jumper.,25,22
6:02,231,Kris Acox Defensive Rebound.,25,22
5:54,231,Jordan Lyons missed Three Point Jumper.,25,22
5:54,2569,Janai Raynor Powell Defensive Rebound.,25,22
5:48,2569,Ed Stephens made Layup. Assisted by Janai Raynor Powell.,27,22
5:35,2569,Foul on Tashombe Riley.,27,22
5:35,231,Devin Sibley made Free Throw.,27,23
5:35,231,Devin Sibley made Free Throw.,27,24
5:13,2569,Greg Mortimer missed Three Point Jumper.,27,24
5:13,2569,Eric Eaves Offensive Rebound.,27,24
4:54,2569,Eric Eaves Turnover.,27,24
4:41,231,Kris Acox Turnover.,27,24
4:41,231,Foul on Kris Acox.,27,24
4:24,2569,Ed Stephens missed Three Point Jumper.,27,24
4:24,2569,Ozante Fields Offensive Rebound.,27,24
4:19,2569,Ozante Fields made Layup.,29,24
3:58,231,Kris Acox Turnover.,29,24
3:57,231,Official TV Timeout,29,24
3:39,2569,Eric Eaves made Layup.,31,24
3:30,2569,Foul on Ozante Fields.,31,24
3:30,231,Andrew Brown made Free Throw.,31,25
3:30,231,Andrew Brown made Free Throw.,31,26
3:02,2569,Ed Stephens missed Three Point Jumper.,31,26
3:02,231,Devin Sibley Defensive Rebound.,31,26
2:49,231,Matt Rafferty missed Layup.,31,26
2:49,231,Matt Rafferty Offensive Rebound.,31,26
2:47,231,Matt Rafferty made Layup.,31,28
2:21,2569,Tashombe Riley made Jumper. Assisted by Eric Eaves.,33,28
1:54,2569,Foul on David Bottenberg.,33,28
1:54,231,Jordan Lyons made Free Throw.,33,29
1:54,231,Jordan Lyons made Free Throw.,33,30
1:36,2569,Eric Eaves made Layup.,35,30
1:22,231,Jordan Lyons missed Layup.,35,30
1:22,2569,Tashombe Riley Defensive Rebound.,35,30
0:58,2569,Eric Eaves missed Jumper.,35,30
0:58,231,Andrew Brown Defensive Rebound.,35,30
0:50,231,Devin Sibley made Layup. Assisted by Andrew Brown.,35,32
0:41,2569,South Carolina St  Timeout,35,32
0:25,2569,Tashombe Riley made Jumper.,37,32
0:07,231,Matt Rafferty Turnover.,37,32
0:07,231,Foul on Matt Rafferty.,37,32
0:00,2569,Ed Stephens missed Three Point Jumper.,37,32
0:00,231,Matt Rafferty Defensive Rebound.,37,32
0:00,231,End of 1st half,37,32
19:50,231,Daniel Fowler missed Jumper.,37,32
19:50,231,Daniel Fowler Offensive Rebound.,37,32
19:47,231,Geoff Beans missed Three Point Jumper.,37,32
19:47,2569,Greg Mortimer Defensive Rebound.,37,32
19:25,2569,Eric Eaves made Jumper. Assisted by Ed Stephens.,39,32
19:24,231,Foul on Daniel Fowler.,39,32
19:24,2569,Eric Eaves made Free Throw.,40,32
19:03,231,John Davis III made Jumper.,40,34
18:47,2569,Tashombe Riley missed Jumper.,40,34
18:47,231,Kris Acox Defensive Rebound.,40,34
18:31,231,Devin Sibley Turnover.,40,34
18:30,2569,Ed Stephens Steal.,40,34
18:29,231,Foul on John Davis III.,40,34
18:29,2569,Eric Eaves missed Free Throw.,40,34
18:29,2569,South Carolina St Deadball Team Rebound.,40,34
18:29,2569,Eric Eaves made Free Throw.,41,34
18:06,231,Kris Acox Turnover.,41,34
18:05,2569,Ed Stephens Steal.,41,34
18:00,2569,Tashombe Riley missed Jumper.,41,34
18:00,231,Geoff Beans Defensive Rebound.,41,34
17:51,231,Daniel Fowler missed Three Point Jumper.,41,34
17:51,2569,South Carolina St Defensive Rebound.,41,34
17:29,2569,David Bottenberg Turnover.,41,34
17:29,2569,Foul on David Bottenberg.,41,34
17:12,231,Kris Acox missed Jumper.,41,34
17:12,2569,David Bottenberg Defensive Rebound.,41,34
17:04,2569,Tashombe Riley made Layup. Assisted by Greg Mortimer.,43,34
16:47,231,Daniel Fowler missed Three Point Jumper.,43,34
16:47,2569,Eric Eaves Defensive Rebound.,43,34
16:37,2569,Ed Stephens missed Layup.,43,34
16:37,231,Devin Sibley Defensive Rebound.,43,34
16:28,231,Devin Sibley made Layup.,43,36
16:19,2569,Eric Eaves made Layup.,45,36
16:02,2569,Foul on Tashombe Riley.,45,36
15:59,231,Devin Sibley made Three Point Jumper. Assisted by John Davis III.,45,39
15:38,2569,Eric Eaves missed Three Point Jumper.,45,39
15:38,2569,Greg Mortimer Offensive Rebound.,45,39
15:34,2569,David Bottenberg made Layup. Assisted by Greg Mortimer.,47,39
15:18,231,Kris Acox Turnover.,47,39
15:16,2569,Ian Kinard Steal.,47,39
14:53,2569,Eric Eaves missed Layup.,47,39
14:53,231,Kris Acox Defensive Rebound.,47,39
14:44,231,Official TV Timeout,47,39
14:40,231,John Davis III made Three Point Jumper. Assisted by Devin Sibley.,47,42
14:25,2569,Ian Kinard made Layup. Assisted by Greg Mortimer.,49,42
14:25,231,Foul on Jordan Lyons.,49,42
14:25,2569,Ian Kinard made Free Throw.,50,42
14:03,2569,Foul on James Richardson.,50,42
14:03,231,Devin Sibley missed Free Throw.,50,42
14:03,231,Furman Deadball Team Rebound.,50,42
14:03,231,Devin Sibley missed Free Throw.,50,42
14:03,231,Andrew Brown Offensive Rebound.,50,42
13:56,231,Andrew Brown missed Three Point Jumper.,50,42
13:56,2569,James Richardson Defensive Rebound.,50,42
13:45,231,Foul on Andrew Brown.,50,42
13:19,2569,Ian Kinard made Layup. Assisted by James Richardson.,52,42
13:19,231,Foul on Andrew Brown.,52,42
13:19,2569,Ian Kinard made Free Throw.,53,42
13:15,231,Furman  Timeout,53,42
13:06,231,Matt Rafferty made Layup. Assisted by Geoff Beans.,53,44
12:39,2569,Ian Kinard missed Jumper.,53,44
12:39,231,John Davis III Defensive Rebound.,53,44
12:32,231,Geoff Beans missed Three Point Jumper.,53,44
12:32,2569,James Richardson Defensive Rebound.,53,44
12:23,2569,Greg Mortimer made Jumper. Assisted by Ed Stephens.,55,44
12:03,231,Geoff Beans made Three Point Jumper. Assisted by John Davis III.,55,47
11:43,2569,Ian Kinard missed Three Point Jumper.,55,47
11:43,231,John Davis III Defensive Rebound.,55,47
11:36,231,John Davis III missed Jumper.,55,47
11:36,2569,Janai Raynor Powell Defensive Rebound.,55,47
11:06,2569,South Carolina St  Timeout,55,47
11:02,2569,South Carolina St  Turnover.,55,47
10:50,231,Matt Rafferty made Jumper. Assisted by Daniel Fowler.,55,49
10:18,2569,Tashombe Riley missed Jumper.,55,49
10:18,231,Geoff Beans Defensive Rebound.,55,49
10:06,231,John Davis III missed Three Point Jumper.,55,49
10:06,2569,James Richardson Defensive Rebound.,55,49
9:45,2569,Eric Eaves missed Jumper.,55,49
9:45,231,Devin Sibley Defensive Rebound.,55,49
9:37,231,Daniel Fowler missed Jumper.,55,49
9:37,231,Matt Rafferty Offensive Rebound.,55,49
9:33,231,Matt Rafferty missed Layup.,55,49
9:33,2569,James Richardson Block.,55,49
9:32,231,Matt Rafferty Offensive Rebound.,55,49
9:30,231,Geoff Beans missed Three Point Jumper.,55,49
9:30,231,Devin Sibley Offensive Rebound.,55,49
9:22,231,Geoff Beans missed Three Point Jumper.,55,49
9:22,2569,Eric Eaves Defensive Rebound.,55,49
8:57,2569,Tashombe Riley made Layup. Assisted by James Richardson.,57,49
8:47,231,Kris Acox missed Layup.,57,49
8:47,2569,James Richardson Defensive Rebound.,57,49
8:42,2569,Eric Eaves Turnover.,57,49
8:42,2569,Foul on Eric Eaves.,57,49
8:28,231,Devin Sibley missed Layup.,57,49
8:28,2569,Ozante Fields Block.,57,49
8:26,2569,Tashombe Riley Defensive Rebound.,57,49
8:11,2569,Janai Raynor Powell missed Three Point Jumper.,57,49
8:11,231,Furman Defensive Rebound.,57,49
7:53,2569,Foul on Ozante Fields.,57,49
7:53,231,Official TV Timeout,57,49
7:51,231,Kris Acox made Dunk. Assisted by Daniel Fowler.,57,51
7:31,2569,Eric Eaves made Jumper.,59,51
7:09,231,Jordan Lyons missed Three Point Jumper.,59,51
7:09,231,Furman Offensive Rebound.,59,51
6:46,231,John Davis III missed Jumper.,59,51
6:46,2569,Tashombe Riley Defensive Rebound.,59,51
6:24,2569,Tashombe Riley missed Jumper.,59,51
6:24,231,John Davis III Defensive Rebound.,59,51
6:11,231,Daniel Fowler made Dunk.,59,53
5:46,231,Foul on Jordan Lyons.,59,53
5:46,2569,James Richardson missed Free Throw.,59,53
5:46,2569,South Carolina St Deadball Team Rebound.,59,53
5:46,2569,James Richardson made Free Throw.,60,53
5:30,231,Daniel Fowler made Layup.,60,55
5:05,2569,Ian Kinard Turnover.,60,55
5:03,231,Devin Sibley Steal.,60,55
5:01,2569,Foul on James Richardson.,60,55
5:01,231,Daniel Fowler made Free Throw.,60,56
5:01,231,Daniel Fowler made Free Throw.,60,57
4:43,2569,Greg Mortimer Turnover.,60,57
4:43,2569,Foul on Greg Mortimer.,60,57
4:32,231,Daniel Fowler made Three Point Jumper.,60,60
4:14,2569,Eric Eaves missed Layup.,60,60
4:14,231,Kris Acox Defensive Rebound.,60,60
4:07,231,Daniel Fowler made Layup. Assisted by Kris Acox.,60,62
4:00,2569,South Carolina St  Timeout,60,62
3:36,2569,Tashombe Riley missed Three Point Jumper.,60,62
3:36,231,Devin Sibley Defensive Rebound.,60,62
3:26,231,Devin Sibley Turnover.,60,62
3:25,2569,Eric Eaves Steal.,60,62
3:10,2569,Ed Stephens missed Jumper.,60,62
3:10,231,Devin Sibley Defensive Rebound.,60,62
2:52,231,Devin Sibley missed Three Point Jumper.,60,62
2:52,2569,Tashombe Riley Defensive Rebound.,60,62
2:42,2569,Greg Mortimer missed Layup.,60,62
2:42,2569,South Carolina St Offensive Rebound.,60,62
2:40,231,Foul on John Davis III.,60,62
2:40,2569,Tashombe Riley made Free Throw.,61,62
2:40,2569,Tashombe Riley made Free Throw.,62,62
2:26,231,John Davis III made Jumper.,62,64
2:26,2569,Foul on Ian Kinard.,62,64
2:26,231,John Davis III missed Free Throw.,62,64
2:26,2569,Greg Mortimer Defensive Rebound.,62,64
2:00,2569,Ed Stephens made Three Point Jumper. Assisted by Eric Eaves.,65,64
1:35,231,Daniel Fowler made Three Point Jumper. Assisted by Devin Sibley.,65,67
1:19,2569,Tashombe Riley missed Jumper.,65,67
1:19,231,Kris Acox Defensive Rebound.,65,67
1:01,231,Kris Acox missed Jumper.,65,67
1:01,231,Kris Acox Offensive Rebound.,65,67
0:58,231,Kris Acox missed Jumper.,65,67
0:58,2569,Tashombe Riley Defensive Rebound.,65,67
0:37,2569,Tashombe Riley missed Layup.,65,67
0:37,231,Kris Acox Block.,65,67
0:35,2569,Tashombe Riley Offensive Rebound.,65,67
0:33,2569,Tashombe Riley made Layup.,67,67
0:31,231,Furman  Timeout,67,67
0:12,231,Daniel Fowler Turnover.,67,67
0:12,231,Foul on Daniel Fowler.,67,67
0:08,2569,South Carolina St  Timeout,67,67
0:04,2569,Greg Mortimer made Jumper.,69,67
0:02,231,Furman  Timeout,69,67
0:02,231,Daniel Fowler missed Three Point Jumper.,69,67
0:02,2569,South Carolina St Defensive Rebound.,69,67
0:00,231,End of Game,69,67
