NW Nazarene,Error,Utah,254
16:01,-1,Kaileb Rodriguez Defensive Rebound.,2,7
15:44,-1,Kaileb Rodriguez missed Jumper.,2,7
15:44,254,Jayce Johnson Defensive Rebound.,2,7
15:35,254,Devon Daniels missed Jumper.,2,7
15:35,254,Devon Daniels Offensive Rebound.,2,7
15:33,254,Devon Daniels missed Two Point Tip Shot.,2,7
15:33,-1,Marko Lepovic Defensive Rebound.,2,7
15:25,-1,Bouna N'Diaye made Jumper.,4,7
15:08,254,JoJo Zamora Turnover.,4,7
15:06,-1,Marko Lepovic Steal.,4,7
15:03,-1,Bouna N'Diaye made Layup.,6,7
15:02,254,Utah  Timeout,6,7
14:39,254,JoJo Zamora missed Three Point Jumper.,6,7
14:39,-1,Olamilekan Adetunji Defensive Rebound.,6,7
14:20,-1,Jalen Shepard Turnover.,6,7
14:10,254,Foul on Marc Reininger.,6,7
14:10,254,Marc Reininger Turnover.,6,7
13:55,-1,Marko Lepovic missed Three Point Jumper.,6,7
13:55,-1,Northwest Nazarene Offensive Rebound.,6,7
13:52,254,Foul on Parker Van Dyke.,6,7
13:51,-1,Bouna N'Diaye missed Jumper.,6,7
13:51,254,Kyle Kuzma Defensive Rebound.,6,7
13:43,254,Tyler Rawson made Layup. Assisted by Kyle Kuzma.,6,9
13:32,254,Foul on Tyler Rawson.,6,9
13:32,-1,Bouna N'Diaye made Free Throw.,7,9
13:32,-1,Bouna N'Diaye made Free Throw.,8,9
13:18,254,Lorenzo Bonam Turnover.,8,9
13:17,-1,Kaileb Rodriguez Steal.,8,9
13:13,-1,Bouna N'Diaye missed Layup.,8,9
13:13,254,Gabe Bealer Defensive Rebound.,8,9
12:57,254,Tyler Rawson made Layup. Assisted by Gabe Bealer.,8,11
12:38,254,Foul on Gabe Bealer.,8,11
12:35,-1,Foul on Nikola Prvulj.,8,11
12:35,-1,Nikola Prvulj Turnover.,8,11
12:21,254,Lorenzo Bonam missed Three Point Jumper.,8,11
12:21,254,Utah Offensive Rebound.,8,11
12:19,-1,Foul on Marko Lepovic.,8,11
12:04,254,Tyler Rawson missed Three Point Jumper.,8,11
12:04,-1,Pol Olivier Defensive Rebound.,8,11
11:41,-1,Kaileb Rodriguez missed Jumper.,8,11
11:41,254,Kyle Kuzma Defensive Rebound.,8,11
11:34,254,Kyle Kuzma made Dunk.,8,13
11:08,-1,Kaileb Rodriguez made Dunk. Assisted by Nikola Prvulj.,10,13
11:08,-1,Technical Foul on Kaileb Rodriguez.,10,13
11:08,-1,Foul on Kaileb Rodriguez.,10,13
11:08,254,Kyle Kuzma made Free Throw.,10,14
11:08,254,Kyle Kuzma made Free Throw.,10,15
10:50,254,Kyle Kuzma made Layup.,10,17
10:30,-1,Bouna N'Diaye missed Jumper.,10,17
10:30,254,Jayce Johnson Defensive Rebound.,10,17
10:12,254,Lorenzo Bonam missed Three Point Jumper.,10,17
10:12,254,Jayce Johnson Offensive Rebound.,10,17
10:07,254,Kyle Kuzma made Layup.,10,19
9:54,254,Foul on Kyle Kuzma.,10,19
9:33,254,Foul on Jayce Johnson.,10,19
9:33,-1,Kaileb Rodriguez missed Free Throw.,10,19
9:33,-1,Northwest Nazarene Deadball Team Rebound.,10,19
9:33,-1,Kaileb Rodriguez made Free Throw.,11,19
9:11,254,Parker Van Dyke Turnover.,11,19
9:00,-1,Kaileb Rodriguez missed Jumper.,11,19
9:00,254,Parker Van Dyke Defensive Rebound.,11,19
8:41,254,Parker Van Dyke missed Three Point Jumper.,11,19
8:41,-1,Marko Lepovic Defensive Rebound.,11,19
8:33,-1,Maurice Jones missed Three Point Jumper.,11,19
8:33,254,Kyle Kuzma Defensive Rebound.,11,19
8:23,254,Lorenzo Bonam missed Three Point Jumper.,11,19
8:23,-1,Marko Lepovic Defensive Rebound.,11,19
8:11,-1,Nikola Prvulj missed Three Point Jumper.,11,19
8:11,-1,Maurice Jones Offensive Rebound.,11,19
8:07,-1,Maurice Jones missed Two Point Tip Shot.,11,19
8:07,254,Jayce Johnson Defensive Rebound.,11,19
8:01,254,JoJo Zamora missed Jumper.,11,19
8:01,-1,Kaileb Rodriguez Defensive Rebound.,11,19
7:41,-1,Pol Olivier missed Three Point Jumper.,11,19
7:41,-1,Maurice Jones Offensive Rebound.,11,19
7:36,-1,Maurice Jones made Layup.,13,19
7:05,-1,Foul on Pol Olivier.,13,19
7:05,254,Official TV Timeout,13,19
7:05,-1,Foul on Jalen Shepard.,13,19
7:05,254,Jake Connor missed Free Throw.,13,19
7:05,-1,Maurice Jones Defensive Rebound.,13,19
6:43,-1,Maurice Jones missed Three Point Jumper.,13,19
6:43,254,Kyle Kuzma Defensive Rebound.,13,19
6:34,254,Parker Van Dyke missed Three Point Jumper.,13,19
6:34,-1,Marko Lepovic Defensive Rebound.,13,19
6:14,-1,Jayden Bezzant missed Three Point Jumper.,13,19
6:14,-1,Marko Lepovic Offensive Rebound.,13,19
6:08,-1,Jayden Bezzant missed Three Point Jumper.,13,19
6:08,254,Kyle Kuzma Defensive Rebound.,13,19
5:46,-1,Foul on Jayden Bezzant.,13,19
5:46,254,Kyle Kuzma missed Free Throw.,13,19
5:46,-1,Kaileb Rodriguez Defensive Rebound.,13,19
5:33,-1,Jalen Shepard missed Jumper.,13,19
5:33,254,Tyler Rawson Defensive Rebound.,13,19
5:19,254,Lorenzo Bonam Turnover.,13,19
5:07,-1,Maurice Jones made Layup.,15,19
4:48,254,Jake Connor missed Three Point Jumper.,15,19
4:48,254,Devon Daniels Offensive Rebound.,15,19
4:40,254,Devon Daniels Turnover.,15,19
4:24,-1,Maurice Jones missed Three Point Jumper.,15,19
4:24,254,Tyler Rawson Defensive Rebound.,15,19
4:18,-1,Foul on Jayden Bezzant.,15,19
4:18,254,Devon Daniels missed Free Throw.,15,19
4:18,-1,Bouna N'Diaye Defensive Rebound.,15,19
4:09,-1,Foul on Jalen Shepard.,15,19
3:56,-1,Foul on Jalen Shepard.,15,19
3:56,254,Official TV Timeout,15,19
3:56,254,JoJo Zamora made Free Throw.,15,20
3:56,254,JoJo Zamora missed Free Throw.,15,20
3:56,254,Tyler Rawson Offensive Rebound.,15,20
3:52,254,Devon Daniels made Layup. Assisted by Tyler Rawson.,15,22
3:35,-1,Maurice Jones made Layup.,17,22
3:20,254,JoJo Zamora made Layup.,17,24
3:08,-1,Foul on Maurice Jones.,17,24
3:08,-1,Maurice Jones Turnover.,17,24
2:55,254,Gabe Bealer missed Three Point Jumper.,17,24
2:55,254,Kyle Kuzma Offensive Rebound.,17,24
2:49,254,Devon Daniels missed Jumper.,17,24
2:49,-1,Kaileb Rodriguez Block.,17,24
2:49,254,Utah Offensive Rebound.,17,24
2:44,254,Gabe Bealer missed Layup.,17,24
2:44,-1,Kaileb Rodriguez Block.,17,24
2:43,-1,Bouna N'Diaye Defensive Rebound.,17,24
2:27,-1,Pol Olivier missed Jumper.,17,24
2:27,254,Gabe Bealer Defensive Rebound.,17,24
2:25,-1,Foul on Marko Lepovic.,17,24
2:25,254,Gabe Bealer made Free Throw.,17,25
2:25,254,Gabe Bealer made Free Throw.,17,26
2:13,-1,Pol Olivier Turnover.,17,26
2:12,254,Kyle Kuzma Steal.,17,26
2:10,254,Kyle Kuzma made Dunk.,17,28
1:58,-1,Bouna N'Diaye missed Three Point Jumper.,17,28
1:58,254,Gabe Bealer Defensive Rebound.,17,28
1:53,254,Kyle Kuzma made Layup.,17,30
1:53,-1,Foul on Nikola Prvulj.,17,30
1:53,254,Kyle Kuzma made Free Throw.,17,31
1:53,-1,Northwest Nazarene  Timeout,17,31
1:30,-1,Kaileb Rodriguez missed Jumper.,17,31
1:30,254,Devon Daniels Defensive Rebound.,17,31
1:20,254,Kyle Kuzma Turnover.,17,31
1:10,254,Foul on JoJo Zamora.,17,31
1:10,-1,Pol Olivier missed Free Throw.,17,31
1:10,254,Kyle Kuzma Defensive Rebound.,17,31
0:59,254,Tyler Rawson made Three Point Jumper. Assisted by JoJo Zamora.,17,34
0:48,254,Foul on Devon Daniels.,17,34
0:48,-1,Bouna N'Diaye made Free Throw.,18,34
0:48,-1,Bouna N'Diaye missed Free Throw.,18,34
0:48,254,Devon Daniels Defensive Rebound.,18,34
0:34,254,Gabe Bealer made Dunk. Assisted by Kyle Kuzma.,18,36
0:31,254,Foul on JoJo Zamora.,18,36
0:31,-1,Pol Olivier made Free Throw.,19,36
0:31,-1,Pol Olivier made Free Throw.,20,36
0:15,254,Kyle Kuzma missed Jumper.,20,36
0:15,-1,Kaileb Rodriguez Defensive Rebound.,20,36
0:12,-1,Kaileb Rodriguez Turnover.,20,36
0:01,254,Lorenzo Bonam Turnover.,20,36
0:00,254,End of 1st half,20,36
19:51,254,Foul on Lorenzo Bonam.,20,36
19:51,-1,Pol Olivier missed Free Throw.,20,36
19:51,-1,Northwest Nazarene Deadball Team Rebound.,20,36
19:51,-1,Pol Olivier made Free Throw.,21,36
19:31,254,Parker Van Dyke missed Three Point Jumper.,21,36
19:31,254,Kyle Kuzma Offensive Rebound.,21,36
19:25,254,Kyle Kuzma missed Jumper.,21,36
19:25,-1,Bouna N'Diaye Defensive Rebound.,21,36
19:07,-1,Maurice Jones missed Three Point Jumper.,21,36
19:07,254,Parker Van Dyke Defensive Rebound.,21,36
18:56,254,Kyle Kuzma Turnover.,21,36
18:40,-1,Kaileb Rodriguez missed Jumper.,21,36
18:40,254,Kyle Kuzma Defensive Rebound.,21,36
18:28,254,Kyle Kuzma made Three Point Jumper. Assisted by Devon Daniels.,21,39
18:16,-1,Pol Olivier missed Three Point Jumper.,21,39
18:16,254,Utah Defensive Rebound.,21,39
17:56,254,Lorenzo Bonam missed Three Point Jumper.,21,39
17:56,254,Jayce Johnson Offensive Rebound.,21,39
17:49,-1,Foul on Kaileb Rodriguez.,21,39
17:49,254,Jayce Johnson missed Free Throw.,21,39
17:49,254,Utah Deadball Team Rebound.,21,39
17:49,254,Jayce Johnson made Free Throw.,21,40
17:36,254,Foul on Jayce Johnson.,21,40
17:33,254,Foul on Jakub Jokl.,21,40
17:29,-1,Bouna N'Diaye missed Jumper.,21,40
17:29,254,Kyle Kuzma Defensive Rebound.,21,40
17:20,254,Lorenzo Bonam Turnover.,21,40
17:04,-1,Kaileb Rodriguez missed Jumper.,21,40
17:04,254,Kyle Kuzma Defensive Rebound.,21,40
16:56,254,Foul on Jakub Jokl.,21,40
16:56,254,Jakub Jokl Turnover.,21,40
16:26,-1,Bouna N'Diaye missed Layup.,21,40
16:26,254,Utah Defensive Rebound.,21,40
16:04,254,Kyle Kuzma missed Three Point Jumper.,21,40
16:04,-1,Maurice Jones Defensive Rebound.,21,40
15:56,-1,Foul on Maurice Jones.,21,40
15:56,-1,Maurice Jones Turnover.,21,40
15:56,254,Official TV Timeout,21,40
15:29,-1,Foul on Kaileb Rodriguez.,21,40
15:29,254,Kyle Kuzma made Free Throw.,21,41
15:29,254,Kyle Kuzma missed Free Throw.,21,41
15:29,-1,Bouna N'Diaye Defensive Rebound.,21,41
15:11,-1,Bouna N'Diaye missed Layup.,21,41
15:11,254,Tyler Rawson Block.,21,41
15:10,254,Tyler Rawson Defensive Rebound.,21,41
15:00,254,JoJo Zamora missed Layup.,21,41
15:00,-1,Jalen Shepard Defensive Rebound.,21,41
14:53,-1,Jalen Shepard made Layup.,23,41
14:42,-1,Foul on Kaileb Rodriguez.,23,41
14:42,254,Tyler Rawson made Free Throw.,23,42
14:42,254,Tyler Rawson made Free Throw.,23,43
14:28,-1,Jalen Shepard missed Three Point Jumper.,23,43
14:28,254,Jayce Johnson Defensive Rebound.,23,43
14:14,-1,Foul on Olamilekan Adetunji.,23,43
13:56,254,Gabe Bealer made Dunk.,23,45
13:47,-1,Jalen Shepard missed Jumper.,23,45
13:47,254,Utah Defensive Rebound.,23,45
13:16,254,Tyler Rawson made Jumper.,23,47
13:08,-1,Jalen Shepard missed Jumper.,23,47
13:08,254,Tyler Rawson Block.,23,47
13:07,-1,Northwest Nazarene Offensive Rebound.,23,47
13:03,-1,Jayden Bezzant missed Three Point Jumper.,23,47
13:03,-1,Olamilekan Adetunji Offensive Rebound.,23,47
12:56,-1,Foul on Olamilekan Adetunji.,23,47
12:56,-1,Olamilekan Adetunji Turnover.,23,47
12:56,-1,Northwest Nazarene  Timeout,23,47
12:39,-1,Foul on Olamilekan Adetunji.,23,47
12:39,254,Jayce Johnson made Free Throw.,23,48
12:39,254,Jayce Johnson made Free Throw.,23,49
12:25,-1,Jayden Bezzant missed Jumper.,23,49
12:25,254,Jayce Johnson Defensive Rebound.,23,49
12:20,-1,Foul on Bouna N'Diaye.,23,49
12:20,254,Lorenzo Bonam made Free Throw.,23,50
12:20,254,Lorenzo Bonam made Free Throw.,23,51
12:10,-1,Jayden Bezzant missed Layup.,23,51
12:10,-1,Marko Lepovic Offensive Rebound.,23,51
12:08,-1,Marko Lepovic missed Jumper.,23,51
12:08,254,Gabe Bealer Defensive Rebound.,23,51
11:51,254,Gabe Bealer missed Three Point Jumper.,23,51
11:51,-1,Bouna N'Diaye Defensive Rebound.,23,51
11:40,254,Foul on Jake Connor.,23,51
11:40,254,Official TV Timeout,23,51
11:29,-1,Bouna N'Diaye missed Jumper.,23,51
11:29,254,Jayce Johnson Defensive Rebound.,23,51
11:16,-1,Foul on Marko Lepovic.,23,51
11:16,254,Tyler Rawson made Free Throw.,23,52
11:16,254,Tyler Rawson made Free Throw.,23,53
11:00,-1,Bouna N'Diaye missed Layup.,23,53
11:00,254,Jayce Johnson Block.,23,53
10:59,254,Devon Daniels Defensive Rebound.,23,53
10:53,254,Jake Connor made Three Point Jumper. Assisted by Kyle Kuzma.,23,56
10:38,-1,Foul on Olamilekan Adetunji.,23,56
10:38,-1,Olamilekan Adetunji Turnover.,23,56
10:24,254,JoJo Zamora missed Three Point Jumper.,23,56
10:24,-1,Maurice Jones Defensive Rebound.,23,56
10:15,-1,Bouna N'Diaye missed Three Point Jumper.,23,56
10:15,-1,Kaileb Rodriguez Offensive Rebound.,23,56
10:10,-1,Pol Olivier missed Three Point Jumper.,23,56
10:10,254,Jayce Johnson Defensive Rebound.,23,56
9:47,254,Jayce Johnson missed Jumper.,23,56
9:47,-1,Northwest Nazarene Defensive Rebound.,23,56
9:46,254,Foul on Devon Daniels.,23,56
9:32,-1,Maurice Jones made Three Point Jumper. Assisted by Nikola Prvulj.,26,56
9:19,254,JoJo Zamora Turnover.,26,56
9:18,-1,Pol Olivier Steal.,26,56
9:14,254,Foul on JoJo Zamora.,26,56
9:14,-1,Bouna N'Diaye made Free Throw.,27,56
9:14,-1,Bouna N'Diaye made Free Throw.,28,56
8:59,254,Kyle Kuzma made Layup.,28,58
8:48,-1,Bouna N'Diaye missed Jumper.,28,58
8:48,254,Kyle Kuzma Defensive Rebound.,28,58
8:23,254,Parker Van Dyke missed Three Point Jumper.,28,58
8:23,-1,Maurice Jones Defensive Rebound.,28,58
8:16,254,Foul on Jake Connor.,28,58
8:16,-1,Maurice Jones missed Free Throw.,28,58
8:16,-1,Northwest Nazarene Deadball Team Rebound.,28,58
8:16,-1,Maurice Jones missed Free Throw.,28,58
8:16,254,Kyle Kuzma Defensive Rebound.,28,58
8:03,254,Devon Daniels missed Jumper.,28,58
8:03,-1,Kaileb Rodriguez Defensive Rebound.,28,58
7:55,-1,Maurice Jones missed Three Point Jumper.,28,58
7:55,254,Kyle Kuzma Defensive Rebound.,28,58
7:43,254,Kyle Kuzma made Layup.,28,60
7:31,-1,Nikola Prvulj missed Three Point Jumper.,28,60
7:31,254,Devon Daniels Defensive Rebound.,28,60
7:22,254,Parker Van Dyke made Layup. Assisted by Devon Daniels.,28,62
7:12,-1,Northwest Nazarene  Timeout,28,62
6:54,-1,Pol Olivier missed Layup.,28,62
6:54,254,Devon Daniels Block.,28,62
6:52,254,Tyler Rawson Defensive Rebound.,28,62
6:47,254,Kyle Kuzma made Layup.,28,64
6:36,-1,Pol Olivier Turnover.,28,64
6:35,254,Devon Daniels Steal.,28,64
6:34,254,Devon Daniels made Free Throw.,28,65
6:34,254,Devon Daniels made Free Throw.,28,66
6:23,-1,Nikola Prvulj missed Three Point Jumper.,28,66
6:23,-1,Northwest Nazarene Offensive Rebound.,28,66
6:15,-1,Nikola Prvulj missed Three Point Jumper.,28,66
6:15,254,Jayce Johnson Defensive Rebound.,28,66
5:55,254,Jayce Johnson made Layup.,28,68
5:37,-1,Marko Lepovic Turnover.,28,68
5:22,254,Devon Daniels made Layup.,28,70
5:09,-1,Maurice Jones missed Jumper.,28,70
5:09,254,Utah Defensive Rebound.,28,70
4:47,254,Gabe Bealer Turnover.,28,70
4:31,-1,Kaileb Rodriguez missed Jumper.,28,70
4:31,254,Jayce Johnson Defensive Rebound.,28,70
4:22,254,Jake Connor missed Three Point Jumper.,28,70
4:22,254,Jayce Johnson Offensive Rebound.,28,70
4:08,-1,Foul on Olamilekan Adetunji.,28,70
4:08,254,Jayce Johnson missed Free Throw.,28,70
4:08,254,Utah Deadball Team Rebound.,28,70
4:08,254,Jayce Johnson missed Free Throw.,28,70
4:08,-1,Jayden Bezzant Defensive Rebound.,28,70
4:05,-1,Jayden Bezzant made Layup.,30,70
3:54,254,Foul on Jakub Jokl.,30,70
3:54,254,Jakub Jokl Turnover.,30,70
3:54,254,Official TV Timeout,30,70
3:41,-1,Maurice Jones made Layup.,32,70
3:21,-1,Foul on Sam Roth.,32,70
3:21,254,Jayce Johnson made Free Throw.,32,71
3:21,254,Jayce Johnson missed Free Throw.,32,71
3:21,-1,Sam Roth Defensive Rebound.,32,71
3:15,-1,Dylan Brink missed Three Point Jumper.,32,71
3:15,254,Jake Connor Defensive Rebound.,32,71
2:53,254,Jayce Johnson missed Jumper.,32,71
2:53,254,Jayce Johnson Offensive Rebound.,32,71
2:52,-1,Foul on Maurice Jones.,32,71
2:52,254,Jayce Johnson made Free Throw.,32,72
2:52,254,Jayce Johnson made Free Throw.,32,73
2:41,254,Foul on JoJo Zamora.,32,73
2:41,-1,Jalen Shepard missed Free Throw.,32,73
2:41,-1,Northwest Nazarene Deadball Team Rebound.,32,73
2:41,-1,Jalen Shepard made Free Throw.,33,73
2:27,254,Jake Connor missed Three Point Jumper.,33,73
2:27,-1,Northwest Nazarene Defensive Rebound.,33,73
2:25,254,Foul on Jayce Johnson.,33,73
2:25,-1,Zac Furgerson made Free Throw.,34,73
2:25,-1,Zac Furgerson made Free Throw.,35,73
1:54,254,Gabe Bealer made Layup.,35,75
1:46,-1,Zac Furgerson Turnover.,35,75
1:31,-1,Foul on Jalen Shepard.,35,75
1:31,254,JoJo Zamora made Free Throw.,35,76
1:31,254,JoJo Zamora missed Free Throw.,35,76
1:31,-1,Jalen Shepard Defensive Rebound.,35,76
1:26,-1,Jalen Shepard missed Three Point Jumper.,35,76
1:26,254,Gabe Bealer Defensive Rebound.,35,76
1:09,254,Gabe Bealer made Three Point Jumper. Assisted by Jakub Jokl.,35,79
0:50,-1,Marko Lepovic missed Three Point Jumper.,35,79
0:50,-1,Zac Furgerson Offensive Rebound.,35,79
0:43,-1,Zac Furgerson missed Jumper.,35,79
0:43,254,Marc Reininger Block.,35,79
0:42,254,Gabe Bealer Defensive Rebound.,35,79
0:20,254,Jakub Jokl made Layup. Assisted by JoJo Zamora.,35,81
0:19,254,Foul on JoJo Zamora.,35,81
0:19,-1,Jalen Shepard made Free Throw.,36,81
0:19,-1,Jalen Shepard made Free Throw.,37,81
0:00,254,End of Game,37,81
