Averett,Error,High Point,2272
12:14,-1,James Contreras Jr. missed Layup.,11,15
12:14,2272,Cliff Thomas Jr. Block.,11,15
12:12,2272,Anthony Lindauer Defensive Rebound.,11,15
12:01,2272,Jalen Williams missed Three Point Jumper.,11,15
12:01,-1,Austin DeLucia Defensive Rebound.,11,15
11:41,-1,Darin Ketner missed Jumper.,11,15
11:41,2272,Cliff Thomas Jr. Defensive Rebound.,11,15
11:30,2272,Tarique Thompson Turnover.,11,15
11:30,-1,T.J. McAllister Steal.,11,15
11:30,2272,Official TV Timeout,11,15
11:17,-1,Austin DeLucia missed Three Point Jumper.,11,15
11:17,2272,High Point Defensive Rebound.,11,15
10:59,2272,Cliff Thomas Jr. Turnover.,11,15
10:47,-1,James Contreras Jr. Turnover.,11,15
10:47,2272,Cliff Thomas Jr. Steal.,11,15
10:30,2272,Anthony Lindauer made Three Point Jumper. Assisted by Tarique Thompson.,11,18
10:14,-1,Charles Bryant missed Three Point Jumper.,11,18
10:14,2272,Anthony Lindauer Defensive Rebound.,11,18
10:01,2272,Anthony Lindauer missed Three Point Jumper.,11,18
10:01,-1,Averett Defensive Rebound.,11,18
9:48,-1,T.J. McAllister missed Three Point Jumper.,11,18
9:48,2272,Anthony Lindauer Defensive Rebound.,11,18
9:40,-1,Foul on Jalen Burnett.,11,18
9:13,-1,Foul on Moriba Diaby.,11,18
9:01,2272,Foul on Tarique Thompson.,11,18
9:01,2272,Tarique Thompson Turnover.,11,18
8:46,-1,T.J. McAllister missed Three Point Jumper.,11,18
8:46,-1,Charles Bryant Offensive Rebound.,11,18
8:31,-1,Moriba Diaby missed Layup.,11,18
8:31,2272,Jordan Whitehead Defensive Rebound.,11,18
8:24,2272,Jordan Whitehead Turnover.,11,18
8:11,-1,Charles Bryant Turnover.,11,18
7:59,2272,Ricky Madison missed Layup.,11,18
7:59,-1,Austin DeLucia Block.,11,18
7:56,-1,Darin Ketner Defensive Rebound.,11,18
7:50,-1,Darin Ketner missed Three Point Jumper.,11,18
7:50,2272,Ricky Madison Defensive Rebound.,11,18
7:38,2272,Andre Fox made Three Point Jumper. Assisted by Anthony Lindauer.,11,21
7:19,2272,Foul on Andre Fox.,11,21
7:19,2272,Official TV Timeout,11,21
7:19,-1,James Contreras Jr. made Free Throw.,12,21
7:19,-1,James Contreras Jr. made Free Throw.,13,21
7:07,2272,Ricky Madison missed Layup.,13,21
7:07,-1,James Contreras Jr. Defensive Rebound.,13,21
6:48,-1,James Contreras Jr. Turnover.,13,21
6:47,2272,Jordan Whitehead Steal.,13,21
6:38,2272,Jamal Wright missed Jumper.,13,21
6:38,2272,Jordan Whitehead Offensive Rebound.,13,21
6:36,-1,Foul on Austin DeLucia.,13,21
6:36,2272,Jordan Whitehead missed Free Throw.,13,21
6:36,-1,Charles Bryant Defensive Rebound.,13,21
6:30,-1,Taj Thompson Turnover.,13,21
6:28,2272,Ricky Madison Steal.,13,21
6:28,-1,Foul on Darin Ketner.,13,21
6:11,2272,Ricky Madison missed Free Throw.,13,21
6:11,2272,High Point Deadball Team Rebound.,13,21
6:11,2272,Ricky Madison missed Free Throw.,13,21
6:11,2272,Cliff Thomas Jr. Offensive Rebound.,13,21
6:08,-1,Foul on Charles Bryant.,13,21
6:03,2272,Cliff Thomas Jr. missed Free Throw.,13,21
6:03,2272,High Point Deadball Team Rebound.,13,21
6:03,2272,Cliff Thomas Jr. made Free Throw.,13,22
5:43,-1,Moriba Diaby made Layup.,15,22
5:43,2272,Foul on Cliff Thomas Jr..,15,22
5:43,-1,Averett  Timeout,15,22
5:43,-1,Moriba Diaby made Free Throw.,16,22
5:27,2272,Anthony Lindauer missed Jumper.,16,22
5:27,-1,T.J. McAllister Defensive Rebound.,16,22
5:05,-1,Charles Bryant missed Jumper.,16,22
5:05,-1,Moriba Diaby Offensive Rebound.,16,22
4:50,-1,James Contreras Jr. missed Three Point Jumper.,16,22
4:50,2272,Jamal Wright Defensive Rebound.,16,22
4:42,2272,Foul on Ricky Madison.,16,22
4:42,2272,Ricky Madison Turnover.,16,22
4:30,-1,Foul on Charles Bryant.,16,22
4:30,-1,Charles Bryant Turnover.,16,22
4:29,2272,Austin White Turnover.,16,22
4:07,-1,James Contreras Jr. Turnover.,16,22
4:06,2272,Jalen Williams Steal.,16,22
4:03,2272,Andre Fox made Layup. Assisted by Jalen Williams.,16,24
3:49,-1,T.J. McAllister missed Jumper.,16,24
3:49,2272,High Point Defensive Rebound.,16,24
3:41,2272,Official TV Timeout,16,24
3:21,-1,Foul on David Meador.,16,24
3:21,2272,Cliff Thomas Jr. missed Free Throw.,16,24
3:21,2272,High Point Deadball Team Rebound.,16,24
3:14,2272,Cliff Thomas Jr. made Free Throw.,16,25
3:05,-1,James Contreras Jr. made Layup.,18,25
3:05,2272,Foul on Anthony Lindauer.,18,25
3:05,-1,James Contreras Jr. made Free Throw.,19,25
2:46,2272,Andre Fox made Three Point Jumper. Assisted by Anthony Lindauer.,19,28
2:30,-1,Foul on Jamal Forde.,19,28
2:30,-1,Jamal Forde Turnover.,19,28
2:18,2272,Anthony Lindauer missed Three Point Jumper.,19,28
2:18,2272,Cliff Thomas Jr. Offensive Rebound.,19,28
2:14,2272,Cliff Thomas Jr. missed Layup.,19,28
2:14,2272,Ricky Madison Offensive Rebound.,19,28
2:09,-1,Foul on Moriba Diaby.,19,28
2:09,2272,Ricky Madison missed Free Throw.,19,28
2:09,2272,High Point Deadball Team Rebound.,19,28
2:09,2272,Ricky Madison missed Free Throw.,19,28
2:09,2272,Andre Fox Offensive Rebound.,19,28
2:09,2272,Andre Fox made Jumper.,19,30
2:09,-1,Jamal Forde Turnover.,19,30
2:07,2272,Andre Fox Steal.,19,30
2:03,-1,Foul on James Contreras Jr..,19,30
1:55,2272,Andre Fox made Free Throw.,19,31
1:49,2272,Andre Fox missed Free Throw.,19,31
1:49,-1,Taj Thompson Defensive Rebound.,19,31
1:34,-1,James Contreras Jr. missed Layup.,19,31
1:34,2272,Andre Fox Block.,19,31
1:31,2272,Ricky Madison Defensive Rebound.,19,31
1:26,2272,Ricky Madison missed Layup.,19,31
1:26,-1,Averett Defensive Rebound.,19,31
1:00,-1,James Contreras Jr. missed Three Point Jumper.,19,31
1:00,-1,Louis-Patrick Mua Offensive Rebound.,19,31
0:57,2272,Foul on Anthony Lindauer.,19,31
0:57,-1,Louis-Patrick Mua missed Free Throw.,19,31
0:57,2272,Ricky Madison Defensive Rebound.,19,31
0:54,2272,Jamal Wright missed Layup.,19,31
0:54,-1,Louis-Patrick Mua Block.,19,31
0:54,-1,Averett Defensive Rebound.,19,31
0:43,-1,Vince Contreras missed Layup.,19,31
0:43,-1,Louis-Patrick Mua Offensive Rebound.,19,31
0:38,-1,Louis-Patrick Mua made Layup.,21,31
0:33,2272,High Point  Timeout,21,31
0:19,2272,Tarique Thompson Turnover.,21,31
0:19,-1,James Contreras Jr. Steal.,21,31
0:02,-1,Louis-Patrick Mua Turnover.,21,31
0:01,2272,Jamal Wright Steal.,21,31
0:00,2272,Ricky Madison made Layup. Assisted by Jamal Wright.,21,33
0:00,2272,End of 1st half,21,33
19:44,2272,Andre Fox missed Jumper.,21,33
19:44,-1,Charles Bryant Defensive Rebound.,21,33
19:14,-1,James Contreras Jr. missed Jumper.,21,33
19:14,2272,Ricky Madison Defensive Rebound.,21,33
18:56,2272,Anthony Lindauer made Three Point Jumper. Assisted by Andre Fox.,21,36
18:24,-1,James Contreras Jr. made Layup.,23,36
18:09,2272,Miles Bowman Jr. missed Layup.,23,36
18:09,2272,Andre Fox Offensive Rebound.,23,36
18:04,2272,Anthony Lindauer made Three Point Jumper. Assisted by Andre Fox.,23,39
17:44,-1,Charles Bryant missed Three Point Jumper.,23,39
17:44,2272,Andre Fox Defensive Rebound.,23,39
17:35,2272,Miles Bowman Jr. made Layup. Assisted by Jamal Wright.,23,41
17:10,-1,Austin DeLucia missed Three Point Jumper.,23,41
17:10,2272,Miles Bowman Jr. Defensive Rebound.,23,41
17:05,-1,Foul on Moriba Diaby.,23,41
16:57,2272,Miles Bowman Jr. missed Layup.,23,41
16:57,-1,David Meador Block.,23,41
16:57,2272,High Point Offensive Rebound.,23,41
16:49,2272,Ricky Madison Turnover.,23,41
16:47,-1,David Meador Steal.,23,41
16:40,2272,Foul on Anthony Lindauer.,23,41
16:37,-1,Charles Bryant missed Layup.,23,41
16:37,2272,Ricky Madison Defensive Rebound.,23,41
16:29,2272,Jamal Wright made Jumper.,23,43
16:15,2272,Foul on Jalen Williams.,23,43
15:58,-1,T.J. McAllister missed Jumper.,23,43
15:58,2272,Ricky Madison Defensive Rebound.,23,43
15:53,2272,Ricky Madison Turnover.,23,43
15:51,2272,Official TV Timeout,23,43
15:43,-1,Charles Bryant Turnover.,23,43
15:41,-1,Foul on David Meador.,23,43
15:41,2272,Miles Bowman Jr. made Free Throw.,23,44
15:41,2272,Miles Bowman Jr. made Free Throw.,23,45
15:31,-1,Jalen Burnett Turnover.,23,45
15:18,2272,Jalen Williams missed Three Point Jumper.,23,45
15:18,-1,T.J. McAllister Defensive Rebound.,23,45
15:14,2272,Foul on Andre Fox.,23,45
15:01,-1,James Contreras Jr. Turnover.,23,45
14:59,2272,Miles Bowman Jr. Steal.,23,45
14:55,-1,Foul on Moriba Diaby.,23,45
14:55,2272,Andre Fox made Free Throw.,23,46
14:55,2272,Andre Fox missed Free Throw.,23,46
14:55,-1,Louis-Patrick Mua Defensive Rebound.,23,46
14:28,-1,James Contreras Jr. missed Layup.,23,46
14:28,-1,James Contreras Jr. Offensive Rebound.,23,46
14:24,-1,Louis-Patrick Mua missed Layup.,23,46
14:24,2272,Miles Bowman Jr. Defensive Rebound.,23,46
14:15,2272,Jamal Wright missed Three Point Jumper.,23,46
14:15,-1,Taj Thompson Defensive Rebound.,23,46
14:08,-1,James Contreras Jr. made Layup.,25,46
14:08,2272,Foul on Andre Fox.,25,46
14:08,-1,James Contreras Jr. missed Free Throw.,25,46
14:08,-1,Charles Bryant Offensive Rebound.,25,46
13:57,-1,Charles Bryant missed Three Point Jumper.,25,46
13:57,2272,Andre Fox Defensive Rebound.,25,46
13:39,-1,Foul on Taj Thompson.,25,46
13:39,2272,Anthony Lindauer made Free Throw.,25,47
13:38,2272,Anthony Lindauer made Free Throw.,25,48
13:30,-1,Austin DeLucia missed Three Point Jumper.,25,48
13:30,2272,Ricky Madison Defensive Rebound.,25,48
13:16,2272,Ricky Madison Turnover.,25,48
13:03,-1,Charles Bryant Turnover.,25,48
12:44,2272,Ricky Madison Turnover.,25,48
12:43,-1,Charles Bryant Steal.,25,48
12:36,-1,Jalen Burnett Turnover.,25,48
12:33,2272,Jamal Wright Steal.,25,48
12:31,2272,Anthony Lindauer made Layup. Assisted by Jamal Wright.,25,50
12:18,-1,Charles Bryant made Jumper.,27,50
12:03,-1,Foul on T.J. McAllister.,27,50
11:44,2272,Tarique Thompson missed Layup.,27,50
11:44,2272,High Point Offensive Rebound.,27,50
11:38,2272,Official TV Timeout,27,50
11:35,2272,Jamal Wright made Layup.,27,52
11:18,-1,Louis-Patrick Mua missed Jumper.,27,52
11:18,2272,Miles Bowman Jr. Defensive Rebound.,27,52
10:54,2272,Anthony Lindauer missed Jumper.,27,52
10:54,2272,Miles Bowman Jr. Offensive Rebound.,27,52
10:44,-1,Foul on Austin DeLucia.,27,52
10:41,2272,Andre Fox missed Jumper.,27,52
10:41,2272,Andre Fox Offensive Rebound.,27,52
10:34,2272,Anthony Lindauer missed Three Point Jumper.,27,52
10:34,2272,Andre Fox Offensive Rebound.,27,52
10:31,2272,Andre Fox missed Layup.,27,52
10:31,2272,Andre Fox Offensive Rebound.,27,52
10:25,2272,Anthony Lindauer missed Three Point Jumper.,27,52
10:25,-1,Austin DeLucia Defensive Rebound.,27,52
10:19,2272,Foul on Miles Bowman Jr..,27,52
10:11,-1,James Contreras Jr. Turnover.,27,52
10:10,2272,Andre Fox Steal.,27,52
10:09,-1,Foul on T.J. McAllister.,27,52
10:09,2272,Luke Vargo made Free Throw.,27,53
10:09,2272,Luke Vargo made Free Throw.,27,54
9:38,-1,Charles Bryant missed Jumper.,27,54
9:38,2272,Jamal Wright Defensive Rebound.,27,54
9:30,2272,Jamal Wright made Layup.,27,56
9:23,-1,James Contreras Jr. missed Layup.,27,56
9:23,2272,Luke Vargo Block.,27,56
9:21,2272,Cliff Thomas Jr. Defensive Rebound.,27,56
9:19,2272,Cliff Thomas Jr. Turnover.,27,56
9:07,-1,Charles Bryant missed Three Point Jumper.,27,56
9:07,-1,Darin Ketner Offensive Rebound.,27,56
9:04,-1,Darin Ketner missed Layup.,27,56
9:04,-1,Darin Ketner Offensive Rebound.,27,56
9:00,2272,Foul on Cliff Thomas Jr..,27,56
9:00,-1,Darin Ketner made Free Throw.,28,56
9:00,-1,Darin Ketner missed Free Throw.,28,56
9:00,2272,Cliff Thomas Jr. Defensive Rebound.,28,56
9:00,-1,Foul on Moriba Diaby.,28,56
9:00,2272,Luke Vargo missed Free Throw.,28,56
9:00,-1,Jalen Burnett Defensive Rebound.,28,56
8:50,-1,Darin Ketner missed Jumper.,28,56
8:50,-1,David Meador Offensive Rebound.,28,56
8:46,-1,David Meador missed Layup.,28,56
8:46,2272,Luke Vargo Block.,28,56
8:44,2272,Andre Fox Defensive Rebound.,28,56
8:41,2272,Jamal Wright missed Layup.,28,56
8:41,2272,Jalen Williams Offensive Rebound.,28,56
8:36,2272,Luke Vargo missed Three Point Jumper.,28,56
8:36,-1,Jalen Burnett Defensive Rebound.,28,56
8:25,-1,Charles Bryant made Three Point Jumper. Assisted by Darin Ketner.,31,56
8:22,-1,Averett  Timeout,31,56
7:56,2272,Jalen Williams Turnover.,31,56
7:54,-1,David Meador Steal.,31,56
7:35,-1,James Contreras Jr. Turnover.,31,56
7:34,2272,Jamal Wright Steal.,31,56
7:31,2272,Official TV Timeout,31,56
7:21,2272,Jalen Williams made Three Point Jumper. Assisted by Miles Bowman Jr..,31,59
7:07,-1,Jalen Burnett missed Layup.,31,59
7:07,2272,Ricky Madison Defensive Rebound.,31,59
7:01,2272,Anthony Lindauer made Three Point Jumper. Assisted by Jalen Williams.,31,62
6:52,2272,Foul on Jalen Williams.,31,62
6:52,-1,Jalen Burnett made Free Throw.,32,62
6:52,-1,Jalen Burnett made Free Throw.,33,62
6:40,2272,Jordan Whitehead missed Layup.,33,62
6:16,-1,Darin Ketner made Three Point Jumper. Assisted by Jalen Burnett.,36,62
6:10,2272,Miles Bowman Jr. missed Layup.,36,62
6:10,2272,Ricky Madison Offensive Rebound.,36,62
6:06,2272,Ricky Madison made Layup.,36,64
5:59,2272,Foul on Tarique Thompson.,36,64
5:59,2272,High Point  Timeout,36,64
5:59,-1,Charles Bryant made Free Throw.,37,64
5:59,-1,Charles Bryant made Free Throw.,38,64
5:40,2272,Miles Bowman Jr. made Jumper.,38,66
5:28,-1,Jalen Burnett missed Layup.,38,66
5:28,2272,Tarique Thompson Block.,38,66
5:26,2272,Miles Bowman Jr. Defensive Rebound.,38,66
5:02,2272,Miles Bowman Jr. Turnover.,38,66
4:49,-1,Charles Bryant missed Jumper.,38,66
4:49,2272,Cliff Thomas Jr. Defensive Rebound.,38,66
4:39,2272,Tarique Thompson Turnover.,38,66
4:37,-1,Darin Ketner Steal.,38,66
4:14,-1,Taj Thompson missed Layup.,38,66
4:14,2272,Cliff Thomas Jr. Defensive Rebound.,38,66
3:53,2272,Anthony Lindauer missed Jumper.,38,66
3:53,-1,Taj Thompson Defensive Rebound.,38,66
3:45,-1,Charles Bryant missed Jumper.,38,66
3:45,2272,Anthony Lindauer Defensive Rebound.,38,66
3:36,-1,Foul on Charles Bryant.,38,66
3:36,2272,Official TV Timeout,38,66
3:36,2272,Tarique Thompson made Free Throw.,38,67
3:36,2272,Tarique Thompson made Free Throw.,38,68
3:29,2272,Foul on Ricky Madison.,38,68
3:29,-1,Vince Contreras missed Free Throw.,38,68
3:29,2272,Dexter Gooding Defensive Rebound.,38,68
3:29,2272,Dexter Gooding Turnover.,38,68
3:02,-1,Keith Patrick missed Three Point Jumper.,38,68
3:02,2272,High Point Defensive Rebound.,38,68
2:48,-1,Foul on Ian Best.,38,68
2:48,2272,Cliff Thomas Jr. missed Free Throw.,38,68
2:48,2272,High Point Deadball Team Rebound.,38,68
2:48,2272,Cliff Thomas Jr. made Free Throw.,38,69
2:38,-1,Vince Contreras missed Three Point Jumper.,38,69
2:38,2272,Cliff Thomas Jr. Defensive Rebound.,38,69
2:30,2272,Jalen Williams Turnover.,38,69
2:19,-1,Jamal Forde Turnover.,38,69
2:10,-1,Foul on Accheaus Fields.,38,69
2:10,2272,Cliff Thomas Jr. missed Free Throw.,38,69
2:10,2272,High Point Deadball Team Rebound.,38,69
2:10,2272,Cliff Thomas Jr. missed Free Throw.,38,69
2:10,2272,Jordan Whitehead Offensive Rebound.,38,69
2:10,2272,Jordan Whitehead made Layup.,38,71
2:00,-1,Accheaus Fields missed Layup.,38,71
2:00,2272,Cliff Thomas Jr. Defensive Rebound.,38,71
1:39,2272,Dexter Gooding missed Three Point Jumper.,38,71
1:39,2272,Cliff Thomas Jr. Offensive Rebound.,38,71
1:34,2272,Cliff Thomas Jr. Turnover.,38,71
1:11,-1,Keith Patrick missed Three Point Jumper.,38,71
1:11,2272,High Point Defensive Rebound.,38,71
1:01,2272,Jordan Whitehead missed Layup.,38,71
1:01,-1,Jamal Forde Defensive Rebound.,38,71
0:51,-1,Jamal Forde made Three Point Jumper. Assisted by Ian Best.,41,71
0:33,2272,Jalen Williams made Three Point Jumper. Assisted by Jordan Whitehead.,41,74
0:24,-1,Vince Contreras missed Layup.,41,74
0:24,2272,Jordan Whitehead Defensive Rebound.,41,74
0:00,2272,End of Game,41,74
