Corban University,Error,Idaho,70
10:27,3106,Samuel Adjei Block.,18,19
10:25,3106,Samuel Adjei Defensive Rebound.,18,19
10:18,70,Foul on Chad Sherwood.,18,19
10:13,3106,Corban College  Timeout,18,19
9:55,3106,Chris Martin made Three Point Jumper.,21,19
9:35,70,Arkadiy Mkrtychyan Turnover.,21,19
9:23,3106,Jeremiah Harris Turnover.,21,19
9:23,3106,Foul on Jeremiah Harris.,21,19
9:13,70,Arkadiy Mkrtychyan made Layup. Assisted by Patrick Ingram.,21,21
8:53,3106,Toby Roth Turnover.,21,21
8:51,70,Patrick Ingram Steal.,21,21
8:36,70,Arkadiy Mkrtychyan missed Layup.,21,21
8:36,70,Patrick Ingram Offensive Rebound.,21,21
8:33,70,Patrick Ingram made Layup.,21,23
8:05,3106,Aj Monterossi missed Jumper.,21,23
8:05,70,Patrick Ingram Defensive Rebound.,21,23
7:52,70,Trevon Allen Turnover.,21,23
7:52,70,Official TV Timeout,21,23
7:35,3106,Aj Monterossi made Jumper.,23,23
7:15,70,Chad Sherwood missed Layup.,23,23
7:15,3106,Caleb Dozier Defensive Rebound.,23,23
6:49,3106,Aj Monterossi missed Jumper.,23,23
6:49,70,Tyler Brimhall Defensive Rebound.,23,23
6:38,70,Trevon Allen missed Jumper.,23,23
6:31,70,Brayon Blake Offensive Rebound.,23,23
6:31,3106,Foul on Caleb Dozier.,23,23
6:31,70,Brayon Blake missed Free Throw.,23,23
6:31,70,Idaho Deadball Team Rebound.,23,23
6:31,70,Brayon Blake missed Free Throw.,23,23
6:31,3106,Caleb Dozier Defensive Rebound.,23,23
6:17,3106,Mike Seng missed Three Point Jumper.,23,23
6:17,70,Nate Sherwood Defensive Rebound.,23,23
6:06,3106,Foul on Joel Johnson.,23,23
6:06,70,Brayon Blake missed Free Throw.,23,23
6:06,70,Idaho Deadball Team Rebound.,23,23
6:06,70,Brayon Blake made Free Throw.,23,24
5:52,3106,Caleb Dozier missed Three Point Jumper.,23,24
5:52,70,Victor Sanders Defensive Rebound.,23,24
5:43,70,Victor Sanders Turnover.,23,24
5:42,3106,Aj Monterossi Steal.,23,24
5:39,70,Foul on Brayon Blake.,23,24
5:39,3106,Aj Monterossi made Free Throw.,24,24
5:39,3106,Aj Monterossi missed Free Throw.,24,24
5:39,70,Nate Sherwood Defensive Rebound.,24,24
5:25,70,Victor Sanders made Three Point Jumper. Assisted by Brayon Blake.,24,27
5:05,3106,Hayden Nelson made Layup. Assisted by Chris Martin.,26,27
4:44,3106,Foul on Hayden Nelson.,26,27
4:44,70,Victor Sanders made Free Throw.,26,28
4:44,70,Victor Sanders made Free Throw.,26,29
4:12,3106,Aj Monterossi missed Jumper.,26,29
4:12,3106,Corban College Deadball Team Rebound.,26,29
4:11,3106,Corban College  Turnover.,26,29
4:01,70,Victor Sanders made Three Point Jumper. Assisted by Perrion Callandret.,26,32
3:42,3106,Chris Martin missed Three Point Jumper.,26,32
3:42,70,Perrion Callandret Defensive Rebound.,26,32
3:30,3106,Foul on Mike Seng.,26,32
3:30,70,Official TV Timeout,26,32
3:30,70,Nate Sherwood missed Free Throw.,26,32
3:30,70,Brayon Blake Offensive Rebound.,26,32
3:14,70,Perrion Callandret made Three Point Jumper.,26,35
2:53,3106,Hayden Nelson Turnover.,26,35
2:53,3106,Foul on Hayden Nelson.,26,35
2:43,3106,Foul on Aj Monterossi.,26,35
2:43,70,Perrion Callandret missed Free Throw.,26,35
2:43,70,Idaho Deadball Team Rebound.,26,35
2:43,70,Perrion Callandret made Free Throw.,26,36
2:18,3106,Aj Monterossi missed Three Point Jumper.,26,36
2:18,70,Patrick Ingram Defensive Rebound.,26,36
2:09,70,Chad Sherwood Turnover.,26,36
1:53,70,Foul on Arkadiy Mkrtychyan.,26,36
1:53,3106,Hayden Nelson missed Free Throw.,26,36
1:53,3106,Corban College Deadball Team Rebound.,26,36
1:53,3106,Hayden Nelson missed Free Throw.,26,36
1:53,70,Arkadiy Mkrtychyan Defensive Rebound.,26,36
1:42,70,Perrion Callandret made Three Point Jumper.,26,39
1:13,3106,Andrew Evans made Three Point Jumper. Assisted by Hayden Nelson.,29,39
0:49,70,Arkadiy Mkrtychyan Turnover.,29,39
0:49,70,Foul on Arkadiy Mkrtychyan.,29,39
0:34,3106,Caleb Dozier made Three Point Jumper. Assisted by Andrew Evans.,32,39
0:22,70,Chad Sherwood Turnover.,32,39
0:22,70,Foul on Chad Sherwood.,32,39
0:07,3106,Andrew Evans missed Jumper.,32,39
0:07,70,Patrick Ingram Defensive Rebound.,32,39
0:00,70,End of 1st half,32,39
19:40,3106,Hayden Nelson Turnover.,32,39
19:40,70,Victor Sanders Steal.,32,39
19:40,3106,Foul on Hayden Nelson.,32,39
19:31,70,Jordan Scott made Layup. Assisted by Victor Sanders.,32,41
18:59,3106,Hayden Nelson Turnover.,32,41
18:48,3106,Foul on Hayden Nelson.,32,41
18:42,3106,Foul on Joel Johnson.,32,41
18:42,70,Brayon Blake made Free Throw.,32,42
18:42,70,Brayon Blake made Free Throw.,32,43
18:17,3106,Aj Monterossi missed Jumper.,32,43
18:17,3106,Caleb Herzberg Offensive Rebound.,32,43
18:05,3106,Caleb Dozier missed Layup.,32,43
18:05,70,Nate Sherwood Block.,32,43
18:04,3106,Corban College Offensive Rebound.,32,43
17:55,3106,Caleb Dozier missed Three Point Jumper.,32,43
17:55,70,Nate Sherwood Defensive Rebound.,32,43
17:47,70,Nate Sherwood missed Three Point Jumper.,32,43
17:47,70,Idaho Offensive Rebound.,32,43
17:42,3106,Foul on Caleb Herzberg.,32,43
17:35,70,Perrion Callandret made Three Point Jumper.,32,46
17:22,3106,Andrew Evans Turnover.,32,46
17:21,70,Jordan Scott Steal.,32,46
17:18,70,Jordan Scott made Dunk.,32,48
17:18,70,Official TV Timeout,32,48
17:03,3106,Caleb Dozier made Layup. Assisted by Chris Martin.,34,48
16:44,70,Victor Sanders missed Layup.,34,48
16:44,70,Victor Sanders Offensive Rebound.,34,48
16:42,70,Victor Sanders missed Layup.,34,48
16:42,70,Victor Sanders Offensive Rebound.,34,48
16:38,70,Nate Sherwood made Jumper. Assisted by Victor Sanders.,34,50
16:27,70,Foul on Victor Sanders.,34,50
16:17,3106,Caleb Herzberg missed Three Point Jumper.,34,50
16:17,70,Arkadiy Mkrtychyan Defensive Rebound.,34,50
16:09,70,Chad Sherwood missed Three Point Jumper.,34,50
16:09,70,Idaho Deadball Team Rebound.,34,50
16:06,70,Foul on Nate Sherwood.,34,50
15:49,3106,Chris Martin missed Three Point Jumper.,34,50
15:49,70,Perrion Callandret Defensive Rebound.,34,50
15:41,70,Jordan Scott made Layup. Assisted by Perrion Callandret.,34,52
15:12,3106,Caleb Herzberg made Three Point Jumper. Assisted by Chris Martin.,37,52
14:47,70,Arkadiy Mkrtychyan missed Layup.,37,52
14:47,70,Idaho Deadball Team Rebound.,37,52
14:45,70,Foul on Nate Sherwood.,37,52
14:45,70,Official TV Timeout,37,52
14:29,3106,Chris Martin missed Three Point Jumper.,37,52
14:29,70,Perrion Callandret Defensive Rebound.,37,52
14:21,70,Perrion Callandret missed Layup.,37,52
14:21,70,Arkadiy Mkrtychyan Offensive Rebound.,37,52
14:17,70,Arkadiy Mkrtychyan made Layup.,37,54
14:00,3106,Jeremiah Harris missed Layup.,37,54
14:00,3106,Aj Monterossi Offensive Rebound.,37,54
13:54,3106,Samuel Adjei made Three Point Jumper. Assisted by Aj Monterossi.,40,54
13:34,70,Brayon Blake Turnover.,40,54
13:16,3106,Jeremiah Harris Turnover.,40,54
13:15,70,Brayon Blake Steal.,40,54
13:09,70,Arkadiy Mkrtychyan missed Layup.,40,54
13:09,3106,Jeremiah Harris Defensive Rebound.,40,54
12:59,3106,Chris Martin made Layup.,42,54
12:43,70,Arkadiy Mkrtychyan missed Layup.,42,54
12:43,3106,Jeremiah Harris Block.,42,54
12:41,3106,Caleb Herzberg Defensive Rebound.,42,54
12:32,3106,Jeremiah Harris missed Layup.,42,54
12:32,70,Brayon Blake Block.,42,54
12:32,3106,Corban College Offensive Rebound.,42,54
12:22,3106,Chris Martin made Three Point Jumper.,45,54
12:04,70,Perrion Callandret missed Three Point Jumper.,45,54
12:04,70,Ty Egbert Offensive Rebound.,45,54
11:54,70,Perrion Callandret missed Layup.,45,54
11:54,70,Brayon Blake Offensive Rebound.,45,54
11:52,70,Brayon Blake made Layup.,45,56
11:41,3106,Caleb Herzberg missed Three Point Jumper.,45,56
11:41,70,Patrick Ingram Defensive Rebound.,45,56
11:14,70,Chad Sherwood missed Jumper.,45,56
11:14,3106,Toby Roth Defensive Rebound.,45,56
11:05,3106,Jeremiah Harris made Layup. Assisted by Toby Roth.,47,56
10:47,70,Patrick Ingram Turnover.,47,56
10:47,70,Foul on Patrick Ingram.,47,56
10:47,70,Official TV Timeout,47,56
10:25,3106,Toby Roth Turnover.,47,56
10:24,70,Victor Sanders Steal.,47,56
10:21,70,Brayon Blake made Dunk. Assisted by Victor Sanders.,47,58
10:09,3106,Chris Martin missed Three Point Jumper.,47,58
10:09,70,Brayon Blake Defensive Rebound.,47,58
9:55,70,Ty Egbert made Layup.,47,60
9:39,3106,Corban College  Timeout,47,60
9:32,3106,Samuel Adjei missed Three Point Jumper.,47,60
9:32,70,Brayon Blake Defensive Rebound.,47,60
9:24,3106,Foul on Samuel Adjei.,47,60
9:24,70,Trevon Allen made Free Throw.,47,61
9:24,70,Trevon Allen made Free Throw.,47,62
9:16,3106,Chris Martin Turnover.,47,62
9:15,70,Patrick Ingram Steal.,47,62
9:13,70,Patrick Ingram missed Layup.,47,62
9:13,3106,Caleb Herzberg Block.,47,62
9:13,70,Idaho Offensive Rebound.,47,62
9:08,70,Brayon Blake missed Layup.,47,62
9:08,70,Ty Egbert Offensive Rebound.,47,62
9:05,70,Ty Egbert made Layup.,47,64
8:46,3106,Caleb Herzberg made Three Point Jumper. Assisted by Chris Martin.,50,64
8:29,70,Victor Sanders made Three Point Jumper. Assisted by Brayon Blake.,50,67
8:03,3106,Caleb Herzberg missed Three Point Jumper.,50,67
8:03,70,Brayon Blake Defensive Rebound.,50,67
7:53,3106,Foul on Joel Johnson.,50,67
7:53,70,Official TV Timeout,50,67
7:43,3106,Foul on Caleb Dozier.,50,67
7:43,70,Brayon Blake made Free Throw.,50,68
7:43,70,Brayon Blake made Free Throw.,50,69
7:18,3106,Aj Monterossi missed Jumper.,50,69
7:18,3106,Caleb Dozier Offensive Rebound.,50,69
7:07,3106,Andrew Evans Turnover.,50,69
7:06,70,Brayon Blake Steal.,50,69
7:02,70,Victor Sanders missed Jumper.,50,69
7:02,3106,Aj Monterossi Defensive Rebound.,50,69
6:56,70,Foul on Victor Sanders.,50,69
6:56,3106,Aj Monterossi made Free Throw.,51,69
6:56,3106,Aj Monterossi made Free Throw.,52,69
6:43,70,Ty Egbert missed Layup.,52,69
6:43,3106,Mike Seng Block.,52,69
6:40,70,Ty Egbert Offensive Rebound.,52,69
6:38,70,Ty Egbert made Layup.,52,71
6:27,3106,Andrew Evans Turnover.,52,71
6:26,70,Victor Sanders Steal.,52,71
6:24,70,Perrion Callandret missed Layup.,52,71
6:24,3106,Corban College Defensive Rebound.,52,71
6:11,3106,Chris Martin missed Layup.,52,71
6:11,70,Ty Egbert Defensive Rebound.,52,71
5:58,70,Jordan Scott missed Three Point Jumper.,52,71
5:58,70,Brayon Blake Offensive Rebound.,52,71
5:49,3106,Foul on Caleb Dozier.,52,71
5:37,70,Brayon Blake made Free Throw.,52,72
5:26,70,Brayon Blake made Free Throw.,52,73
5:07,3106,Caleb Dozier missed Three Point Jumper.,52,73
5:07,70,Brayon Blake Defensive Rebound.,52,73
5:07,70,Victor Sanders made Layup.,52,75
5:07,3106,Andrew Evans missed Three Point Jumper.,52,75
5:07,70,Victor Sanders Defensive Rebound.,52,75
5:05,3106,Foul on Andrew Evans.,52,75
4:58,70,Perrion Callandret made Free Throw.,52,76
4:49,70,Perrion Callandret made Free Throw.,52,77
4:24,3106,Mike Seng made Three Point Jumper. Assisted by Chris Martin.,55,77
3:57,70,Arkadiy Mkrtychyan made Layup.,55,79
3:49,70,Foul on Tyler Brimhall.,55,79
3:49,70,Official TV Timeout,55,79
3:26,70,Foul on Jordan Scott.,55,79
3:26,3106,Mike Seng made Free Throw.,56,79
3:26,3106,Mike Seng made Free Throw.,57,79
3:10,70,Trevon Allen made Layup.,57,81
2:54,3106,Chris Martin Turnover.,57,81
2:51,70,Nate Sherwood Steal.,57,81
2:49,70,Tyler Brimhall made Three Point Jumper. Assisted by Nate Sherwood.,57,84
2:38,3106,Chris Martin missed Three Point Jumper.,57,84
2:38,70,Jordan Scott Defensive Rebound.,57,84
2:19,70,Trevon Allen Turnover.,57,84
2:17,3106,Mike Seng Steal.,57,84
2:15,70,Foul on Tyler Brimhall.,57,84
2:15,3106,Aj Monterossi missed Free Throw.,57,84
2:15,3106,Corban College Deadball Team Rebound.,57,84
2:15,3106,Aj Monterossi made Free Throw.,58,84
2:06,3106,Foul on Aj Monterossi.,58,84
2:06,70,Trevon Allen made Free Throw.,58,85
2:06,70,Trevon Allen made Free Throw.,58,86
1:45,3106,Mike Seng made Three Point Jumper. Assisted by Chris Martin.,61,86
1:25,70,Nate Sherwood Turnover.,61,86
1:17,3106,Chris Martin missed Jumper.,61,86
1:17,70,Arkadiy Mkrtychyan Defensive Rebound.,61,86
1:08,70,Arkadiy Mkrtychyan made Layup.,61,88
0:47,70,Foul on Arkadiy Mkrtychyan.,61,88
0:47,3106,Alex Ferry missed Free Throw.,61,88
0:47,3106,Corban College Deadball Team Rebound.,61,88
0:47,3106,Alex Ferry missed Free Throw.,61,88
0:47,70,Nick Blair Defensive Rebound.,61,88
0:38,70,Arkadiy Mkrtychyan made Layup. Assisted by Myles Franklin.,61,90
0:28,3106,Andrew Evans made Three Point Jumper. Assisted by Chris Martin.,64,90
0:14,70,Tyler Brimhall missed Three Point Jumper.,64,90
0:14,3106,Andrew Evans Defensive Rebound.,64,90
0:05,3106,Chris Martin made Three Point Jumper. Assisted by Andrew Evans.,67,90
0:00,70,End of Game,67,90
