UC Davis,2541,Santa Clara,302
8:58,302,Lawrence White Steal.,15,8
8:58,2541,Foul on Matt Hauser.,15,8
8:58,302,Chima Moneke missed Free Throw.,15,8
8:58,302,UC Davis Deadball Team Rebound.,15,8
8:58,302,Chima Moneke made Free Throw.,16,8
8:42,2541,Foul on Kai Healy.,16,8
8:42,2541,Kai Healy Turnover.,16,8
8:31,302,Lawrence White missed Layup.,16,8
8:31,2541,Jarvis Pugh Defensive Rebound.,16,8
8:25,2541,Foul on Jarvis Pugh.,16,8
8:25,2541,Jarvis Pugh Turnover.,16,8
8:08,302,Mikey Henn missed Layup.,16,8
8:08,2541,Jared Brownridge Defensive Rebound.,16,8
7:59,2541,Jared Brownridge missed Layup.,16,8
7:59,2541,Tony Lewis Offensive Rebound.,16,8
7:55,2541,Tony Lewis made Two Point Tip Shot.,16,10
7:44,302,Brynton Lemar missed Jumper.,16,10
7:44,2541,Tony Lewis Defensive Rebound.,16,10
7:31,2541,Jarvis Pugh made Three Point Jumper. Assisted by Henrik Jadersten.,16,13
7:10,2541,Foul on Tony Lewis.,16,13
7:10,2541,Official TV Timeout,16,13
7:10,302,Brynton Lemar made Free Throw.,17,13
7:10,302,Brynton Lemar made Free Throw.,18,13
7:02,302,Foul on Mikey Henn.,18,13
7:02,2541,Jared Brownridge made Free Throw.,18,14
7:02,2541,Jared Brownridge made Free Throw.,18,15
6:49,302,Mikey Henn missed Layup.,18,15
6:49,2541,Henrik Jadersten Block.,18,15
6:47,2541,Jarvis Pugh Defensive Rebound.,18,15
6:42,2541,Tony Lewis missed Layup.,18,15
6:42,2541,Matt Hauser Offensive Rebound.,18,15
6:35,2541,Jared Brownridge missed Three Point Jumper.,18,15
6:35,302,UC Davis Defensive Rebound.,18,15
6:18,302,Chima Moneke made Layup. Assisted by Siler Schneider.,20,15
6:18,2541,Foul on Tony Lewis.,20,15
6:18,302,Chima Moneke made Free Throw.,21,15
6:06,2541,Jared Brownridge missed Layup.,21,15
6:06,302,Mikey Henn Block.,21,15
6:06,2541,Jared Brownridge Offensive Rebound.,21,15
5:59,2541,Jared Brownridge made Layup.,21,17
5:44,302,Chima Moneke missed Layup.,21,17
5:44,2541,Jarvis Pugh Defensive Rebound.,21,17
5:34,302,Foul on Lawrence White.,21,17
5:34,2541,Jarvis Pugh missed Free Throw.,21,17
5:34,2541,Santa Clara Deadball Team Rebound.,21,17
5:34,2541,Jarvis Pugh made Free Throw.,21,18
5:21,302,Chima Moneke missed Layup.,21,18
5:21,2541,Jared Brownridge Defensive Rebound.,21,18
5:06,2541,Henrik Jadersten made Jumper. Assisted by Jarvis Pugh.,21,20
4:40,302,Darius Graham Turnover.,21,20
4:30,302,Foul on Siler Schneider.,21,20
4:30,2541,Jarvis Pugh made Free Throw.,21,21
4:30,2541,Jarvis Pugh made Free Throw.,21,22
4:12,302,Chima Moneke missed Jumper.,21,22
4:12,302,Brynton Lemar Offensive Rebound.,21,22
4:04,302,Darius Graham missed Three Point Jumper.,21,22
4:04,2541,Jared Brownridge Defensive Rebound.,21,22
3:46,2541,Jared Brownridge missed Three Point Jumper.,21,22
3:46,302,Darius Graham Defensive Rebound.,21,22
3:39,302,Darius Graham missed Layup.,21,22
3:39,302,UC Davis Offensive Rebound.,21,22
3:38,2541,Official TV Timeout,21,22
3:30,302,Siler Schneider missed Layup.,21,22
3:30,2541,Matt Hubbard Defensive Rebound.,21,22
3:25,2541,Henrik Jadersten missed Three Point Jumper.,21,22
3:25,302,Darius Graham Defensive Rebound.,21,22
3:19,302,Foul on Garrison Goode.,21,22
3:19,302,Garrison Goode Turnover.,21,22
2:50,2541,Matt Hubbard missed Jumper.,21,22
2:50,302,Chima Moneke Defensive Rebound.,21,22
2:31,302,Brynton Lemar made Layup.,23,22
2:04,2541,Matt Hauser made Three Point Jumper. Assisted by Matt Hubbard.,23,25
1:38,302,Foul on Chima Moneke.,23,25
1:38,302,Chima Moneke Turnover.,23,25
1:17,2541,Jarvis Pugh made Jumper.,23,27
0:59,302,Garrison Goode missed Layup.,23,27
0:59,302,UC Davis Deadball Team Rebound.,23,27
0:57,2541,Foul on Matt Hubbard.,23,27
0:57,302,Chima Moneke missed Free Throw.,23,27
0:57,302,UC Davis Deadball Team Rebound.,23,27
0:57,302,Chima Moneke made Free Throw.,24,27
0:28,2541,Matt Hauser missed Three Point Jumper.,24,27
0:28,302,Mikey Henn Defensive Rebound.,24,27
0:26,302,UC Davis  Timeout,24,27
0:02,302,Brynton Lemar missed Three Point Jumper.,24,27
0:02,2541,Jared Brownridge Defensive Rebound.,24,27
0:00,2541,End of 1st half,24,27
19:33,2541,Jared Brownridge missed Layup.,24,27
19:33,302,Lawrence White Defensive Rebound.,24,27
19:15,302,J.T. Adenrele missed Layup.,24,27
19:15,2541,Nate Kratch Defensive Rebound.,24,27
18:49,2541,Jared Brownridge missed Three Point Jumper.,24,27
18:49,2541,Nate Kratch Offensive Rebound.,24,27
18:44,2541,Jarvis Pugh missed Three Point Jumper.,24,27
18:44,302,Brynton Lemar Defensive Rebound.,24,27
18:35,302,J.T. Adenrele missed Layup.,24,27
18:35,2541,Jarvis Pugh Defensive Rebound.,24,27
18:20,2541,Henrik Jadersten made Three Point Jumper. Assisted by Jarvis Pugh.,24,30
17:48,302,J.T. Adenrele missed Layup.,24,30
17:48,2541,Henrik Jadersten Block.,24,30
17:46,302,J.T. Adenrele Offensive Rebound.,24,30
17:44,302,J.T. Adenrele missed Layup.,24,30
17:44,2541,Jared Brownridge Defensive Rebound.,24,30
17:38,2541,Matt Hauser missed Layup.,24,30
17:38,302,UC Davis Deadball Team Rebound.,24,30
17:37,2541,Foul on Nate Kratch.,24,30
17:20,302,Garrison Goode made Dunk. Assisted by Lawrence White.,26,30
17:07,2541,Foul on Matt Hubbard.,26,30
17:07,2541,Matt Hubbard Turnover.,26,30
16:54,302,Garrison Goode missed Layup.,26,30
16:54,302,Chima Moneke Offensive Rebound.,26,30
16:52,302,Chima Moneke made Layup.,28,30
16:39,302,Foul on Brynton Lemar.,28,30
16:30,2541,Tony Lewis Turnover.,28,30
16:18,302,Brynton Lemar made Jumper.,30,30
15:53,2541,Tony Lewis made Layup.,30,32
15:29,302,Chima Moneke Turnover.,30,32
15:27,2541,Henrik Jadersten Steal.,30,32
15:23,2541,Jared Brownridge missed Three Point Jumper.,30,32
15:23,302,Lawrence White Defensive Rebound.,30,32
15:14,302,Siler Schneider Turnover.,30,32
15:13,2541,Jared Brownridge Steal.,30,32
15:08,2541,Jarvis Pugh made Dunk. Assisted by Matt Hauser.,30,34
14:49,302,Chima Moneke missed Jumper.,30,34
14:49,2541,Tony Lewis Block.,30,34
14:49,302,UC Davis Offensive Rebound.,30,34
14:49,2541,Official TV Timeout,30,34
14:41,302,Garrison Goode made Jumper.,32,34
14:23,2541,Kai Healy missed Jumper.,32,34
14:23,302,Siler Schneider Defensive Rebound.,32,34
14:13,302,Garrison Goode Turnover.,32,34
14:01,2541,Jarvis Pugh missed Jumper.,32,34
14:01,302,Mikey Henn Defensive Rebound.,32,34
13:54,302,Siler Schneider made Three Point Jumper. Assisted by Darius Graham.,35,34
13:36,2541,Henrik Jadersten made Three Point Jumper. Assisted by Matt Hauser.,35,37
13:07,302,Joe Mooney made Three Point Jumper. Assisted by Mikey Henn.,38,37
12:51,302,Foul on Joe Mooney.,38,37
12:44,302,Foul on Siler Schneider.,38,37
12:44,2541,Jared Brownridge made Free Throw.,38,38
12:44,2541,Jared Brownridge made Free Throw.,38,39
12:30,302,Joe Mooney missed Three Point Jumper.,38,39
12:30,2541,Tony Lewis Defensive Rebound.,38,39
12:21,2541,Jared Brownridge missed Jumper.,38,39
12:21,2541,Tony Lewis Offensive Rebound.,38,39
12:17,2541,Tony Lewis made Jumper.,38,41
12:00,302,Mikey Henn made Three Point Jumper. Assisted by Siler Schneider.,41,41
11:42,2541,Henrik Jadersten Turnover.,41,41
11:25,302,J.T. Adenrele missed Layup.,41,41
11:25,2541,Tony Lewis Block.,41,41
11:23,2541,Henrik Jadersten Defensive Rebound.,41,41
11:10,2541,Foul on Henrik Jadersten.,41,41
11:10,2541,Henrik Jadersten Turnover.,41,41
10:56,302,J.T. Adenrele missed Layup.,41,41
10:56,302,J.T. Adenrele Offensive Rebound.,41,41
10:49,302,J.T. Adenrele Turnover.,41,41
10:47,2541,Jarvis Pugh Steal.,41,41
10:23,2541,Kai Healy missed Jumper.,41,41
10:23,302,UC Davis Deadball Team Rebound.,41,41
10:03,302,Joe Mooney Turnover.,41,41
10:02,2541,Henrik Jadersten Steal.,41,41
9:50,302,Foul on Joe Mooney.,41,41
9:50,302,Foul on Mikey Henn.,41,41
9:44,2541,Henrik Jadersten made Jumper.,41,43
9:32,2541,Foul on Jarvis Pugh.,41,43
9:26,302,Brynton Lemar made Jumper.,43,43
8:59,2541,Tony Lewis made Jumper. Assisted by Jared Brownridge.,43,45
8:42,302,J.T. Adenrele made Jumper. Assisted by Brynton Lemar.,45,45
8:34,2541,Foul on Tony Lewis.,45,45
8:34,2541,Tony Lewis Turnover.,45,45
8:22,2541,Foul on Matt Hauser.,45,45
8:15,302,Mikey Henn made Jumper.,47,45
7:55,2541,Nate Kratch Turnover.,47,45
7:55,2541,Official TV Timeout,47,45
7:39,2541,Foul on Jared Brownridge.,47,45
7:39,302,Brynton Lemar made Free Throw.,48,45
7:39,302,Brynton Lemar made Free Throw.,49,45
7:13,2541,Henrik Jadersten missed Three Point Jumper.,49,45
7:13,2541,Jarvis Pugh Offensive Rebound.,49,45
7:09,302,Foul on Brynton Lemar.,49,45
7:07,2541,Jared Brownridge made Layup. Assisted by Matt Hauser.,49,47
6:49,302,Brynton Lemar made Layup.,51,47
6:25,2541,Jared Brownridge made Jumper.,51,49
6:06,302,Darius Graham made Layup.,53,49
5:35,2541,Jared Brownridge missed Layup.,53,49
5:35,302,Darius Graham Defensive Rebound.,53,49
5:22,302,Foul on Chima Moneke.,53,49
5:22,302,Chima Moneke Turnover.,53,49
5:22,302,UC Davis  Timeout,53,49
4:55,2541,Jared Brownridge made Jumper.,53,51
4:31,302,Brynton Lemar missed Three Point Jumper.,53,51
4:31,302,Garrison Goode Offensive Rebound.,53,51
4:29,2541,Foul on Nate Kratch.,53,51
4:29,302,Garrison Goode missed Free Throw.,53,51
4:29,2541,Henrik Jadersten Defensive Rebound.,53,51
4:05,2541,Jared Brownridge missed Layup.,53,51
4:05,302,Darius Graham Defensive Rebound.,53,51
3:46,302,Brynton Lemar made Layup.,55,51
3:26,2541,Jared Brownridge missed Three Point Jumper.,55,51
3:26,302,Garrison Goode Defensive Rebound.,55,51
3:06,302,Garrison Goode missed Layup.,55,51
3:06,2541,Henrik Jadersten Block.,55,51
3:04,2541,Santa Clara Defensive Rebound.,55,51
3:04,2541,Official TV Timeout,55,51
2:54,2541,Henrik Jadersten made Jumper.,55,53
2:34,302,J.T. Adenrele made Layup. Assisted by Siler Schneider.,57,53
2:34,2541,Foul on Tony Lewis.,57,53
2:34,302,J.T. Adenrele made Free Throw.,58,53
2:14,2541,Matt Hubbard missed Three Point Jumper.,58,53
2:14,2541,Santa Clara Offensive Rebound.,58,53
2:11,302,Foul on Garrison Goode.,58,53
2:11,2541,Henrik Jadersten made Free Throw.,58,54
2:11,2541,Henrik Jadersten missed Free Throw.,58,54
2:11,302,Chima Moneke Defensive Rebound.,58,54
1:47,302,Darius Graham missed Jumper.,58,54
1:47,2541,Kai Healy Defensive Rebound.,58,54
1:34,2541,Jared Brownridge Turnover.,58,54
1:33,302,Chima Moneke Steal.,58,54
1:31,302,Chima Moneke missed Layup.,58,54
1:31,2541,Jared Brownridge Defensive Rebound.,58,54
1:22,2541,Jared Brownridge missed Layup.,58,54
1:22,302,Chima Moneke Block.,58,54
1:21,2541,Henrik Jadersten Offensive Rebound.,58,54
1:11,2541,Henrik Jadersten missed Three Point Jumper.,58,54
1:11,302,Brynton Lemar Defensive Rebound.,58,54
0:46,2541,Foul on Henrik Jadersten.,58,54
0:46,302,Brynton Lemar missed Free Throw.,58,54
0:46,302,UC Davis Deadball Team Rebound.,58,54
0:46,302,Brynton Lemar made Free Throw.,59,54
0:46,302,UC Davis  Timeout,59,54
0:37,2541,Jared Brownridge missed Three Point Jumper.,59,54
0:37,302,Siler Schneider Defensive Rebound.,59,54
0:32,2541,Foul on Henrik Jadersten.,59,54
0:32,302,Siler Schneider made Free Throw.,60,54
0:32,302,Siler Schneider made Free Throw.,61,54
0:20,2541,Jarvis Pugh missed Three Point Jumper.,61,54
0:20,2541,Santa Clara Offensive Rebound.,61,54
0:14,2541,Matt Hauser missed Three Point Jumper.,61,54
0:14,302,J.T. Adenrele Defensive Rebound.,61,54
0:04,302,Lawrence White made Dunk.,63,54
0:04,302,Technical Foul on Lawrence White.,63,54
0:04,302,Foul on Lawrence White.,63,54
0:04,302,Technical Foul on Siler Schneider.,63,54
0:04,2541,Technical Foul on Jared Brownridge.,63,54
0:04,302,Foul on Siler Schneider.,63,54
0:04,2541,Foul on Jared Brownridge.,63,54
0:04,2541,Jared Brownridge made Free Throw.,63,55
0:04,2541,Jared Brownridge missed Free Throw.,63,55
0:04,2541,Santa Clara Deadball Team Rebound.,63,55
0:03,2541,Kai Healy made Three Point Jumper. Assisted by Matt Hauser.,63,58
0:00,2541,End of Game,63,58
