Baton Rouge,195,Ohio,2582
5:31,2582,Foul on Jared Sam.,30,27
5:31,195,Doug Taylor made Free Throw.,30,28
5:31,195,Doug Taylor missed Free Throw.,30,28
5:31,2582,Shawn Prudhomme Defensive Rebound.,30,28
5:22,2582,JaMarcus Weatherspoon made Layup. Assisted by Shawn Prudhomme.,32,28
5:13,195,Jaaron Simmons Turnover.,32,28
5:13,195,Foul on Jaaron Simmons.,32,28
5:05,2582,Shawn Prudhomme Turnover.,32,28
4:45,195,Antonio Campbell missed Layup.,32,28
4:45,195,Jason Carter Offensive Rebound.,32,28
4:41,195,Jason Carter made Layup.,32,30
4:20,2582,Tre'lun Banks missed Layup.,32,30
4:20,2582,Jared Sam Offensive Rebound.,32,30
4:14,2582,Jared Sam made Layup.,34,30
4:09,195,Jason Carter missed Layup.,34,30
4:09,2582,Josh Robinson Defensive Rebound.,34,30
3:54,2582,Shawn Prudhomme made Jumper.,36,30
3:39,195,Jordan Dartis made Three Point Jumper.,36,33
3:22,2582,JaMarcus Weatherspoon Turnover.,36,33
3:21,195,Antonio Campbell Steal.,36,33
3:19,2582,Foul on Shawn Prudhomme.,36,33
3:19,195,Rodney Culver missed Free Throw.,36,33
3:19,195,Ohio Deadball Team Rebound.,36,33
3:19,195,Rodney Culver missed Free Throw.,36,33
3:19,2582,Shawn Prudhomme Defensive Rebound.,36,33
3:08,2582,JaMarcus Weatherspoon Turnover.,36,33
3:08,2582,Foul on JaMarcus Weatherspoon.,36,33
2:53,195,Gavin Block Turnover.,36,33
2:52,2582,Tre'lun Banks Steal.,36,33
2:40,2582,Jared Sam missed Layup.,36,33
2:40,195,Rodney Culver Defensive Rebound.,36,33
2:31,195,Kenny Kaminski missed Three Point Jumper.,36,33
2:31,195,Kenny Kaminski Offensive Rebound.,36,33
2:26,195,Antonio Campbell made Three Point Jumper. Assisted by Jordan Dartis.,36,36
2:10,2582,Shawn Prudhomme missed Three Point Jumper.,36,36
2:10,195,Rodney Culver Defensive Rebound.,36,36
2:00,195,Rodney Culver made Layup.,36,38
1:54,2582,Southern  Timeout,36,38
1:40,195,Foul on Kenny Kaminski.,36,38
1:40,2582,Patrick Smith made Free Throw.,37,38
1:40,2582,Patrick Smith made Free Throw.,38,38
1:21,195,Rodney Culver missed Three Point Jumper.,38,38
1:21,195,Doug Taylor Offensive Rebound.,38,38
1:15,195,Doug Taylor missed Layup.,38,38
1:15,195,Rodney Culver Offensive Rebound.,38,38
1:09,195,Rodney Culver made Dunk.,38,40
0:41,2582,Southern  Turnover.,38,40
0:30,195,Jaaron Simmons made Layup.,38,42
0:02,195,Foul on Jaaron Simmons.,38,42
0:02,2582,JaMarcus Weatherspoon missed Free Throw.,38,42
0:02,195,Antonio Campbell Defensive Rebound.,38,42
0:00,195,End of 1st half,38,42
19:49,195,Kenny Kaminski missed Layup.,38,42
19:49,2582,Patrick Smith Defensive Rebound.,38,42
19:36,195,Foul on Gavin Block.,38,42
19:33,2582,Shawn Prudhomme missed Layup.,38,42
19:33,195,Gavin Block Defensive Rebound.,38,42
19:19,195,Antonio Campbell missed Layup.,38,42
19:19,2582,Shawn Prudhomme Defensive Rebound.,38,42
19:09,2582,JaMarcus Weatherspoon missed Layup.,38,42
19:09,2582,Southern Offensive Rebound.,38,42
18:57,2582,Patrick Smith Turnover.,38,42
18:56,195,Antonio Campbell Steal.,38,42
18:52,195,Gavin Block missed Jumper.,38,42
18:52,2582,Shawn Prudhomme Defensive Rebound.,38,42
18:44,2582,Jared Sam missed Layup.,38,42
18:44,195,Antonio Campbell Block.,38,42
18:44,2582,Patrick Smith Offensive Rebound.,38,42
18:36,2582,Patrick Smith made Jumper. Assisted by Tre'lun Banks.,40,42
18:20,195,Jaaron Simmons Turnover.,40,42
17:55,2582,JaMarcus Weatherspoon made Layup.,42,42
17:46,195,Jaaron Simmons made Layup.,42,44
17:26,2582,Patrick Smith made Jumper.,44,44
17:11,2582,Foul on Jared Sam.,44,44
16:51,195,Kenny Kaminski made Three Point Jumper. Assisted by Jordan Dartis.,44,47
16:26,2582,Patrick Smith Turnover.,44,47
16:25,195,Kenny Kaminski Steal.,44,47
16:18,195,Kenny Kaminski made Three Point Jumper. Assisted by Jaaron Simmons.,44,50
16:04,2582,Tre'lun Banks missed Jumper.,44,50
16:04,195,Gavin Block Defensive Rebound.,44,50
15:55,195,Jaaron Simmons missed Layup.,44,50
15:55,2582,JaMarcus Weatherspoon Defensive Rebound.,44,50
15:32,2582,Tre'lun Banks missed Jumper.,44,50
15:32,195,Antonio Campbell Defensive Rebound.,44,50
15:21,195,Jordan Dartis made Three Point Jumper. Assisted by Jaaron Simmons.,44,53
15:10,2582,Southern  Timeout,44,53
15:06,2582,Patrick Smith made Layup. Assisted by Tre'lun Banks.,46,53
14:47,195,Kenny Kaminski missed Three Point Jumper.,46,53
14:47,195,Antonio Campbell Offensive Rebound.,46,53
14:41,195,Antonio Campbell made Layup.,46,55
14:39,2582,Jared Sam Turnover.,46,55
14:39,195,Ohio  Timeout,46,55
14:37,195,Jordan Dartis missed Three Point Jumper.,46,55
14:37,195,Jason Carter Offensive Rebound.,46,55
14:35,2582,Foul on Patrick Smith.,46,55
14:24,2582,Foul on Jared Sam.,46,55
14:24,195,Jaaron Simmons made Free Throw.,46,56
14:24,195,Jaaron Simmons made Free Throw.,46,57
13:59,2582,Chris Thomas missed Jumper.,46,57
13:59,195,Jordan Dartis Defensive Rebound.,46,57
13:50,195,Jaaron Simmons missed Jumper.,46,57
13:50,2582,Patrick Smith Defensive Rebound.,46,57
13:36,2582,Chris Thomas Turnover.,46,57
13:19,195,Jordan Dartis missed Three Point Jumper.,46,57
13:19,195,Antonio Campbell Offensive Rebound.,46,57
13:13,195,Antonio Campbell missed Layup.,46,57
13:13,2582,Patrick Smith Defensive Rebound.,46,57
13:07,2582,Patrick Smith missed Layup.,46,57
13:07,2582,Patrick Smith Offensive Rebound.,46,57
13:07,2582,Patrick Smith Turnover.,46,57
12:57,195,Antonio Campbell Turnover.,46,57
12:41,2582,Tre'lun Banks missed Layup.,46,57
12:41,2582,Chris Thomas Offensive Rebound.,46,57
12:36,2582,Chris Thomas made Layup.,48,57
12:22,2582,Foul on Patrick Smith.,48,57
12:05,2582,Foul on Shawn Prudhomme.,48,57
12:02,2582,Foul on Shawn Prudhomme.,48,57
11:59,195,Antonio Campbell missed Layup.,48,57
11:59,2582,Brandon Bolden Defensive Rebound.,48,57
11:46,195,Foul on Antonio Campbell.,48,57
11:46,2582,Southern  Timeout,48,57
11:45,2582,Patrick Smith missed Three Point Jumper.,48,57
11:45,195,Gavin Block Defensive Rebound.,48,57
11:36,195,Jordan Dartis missed Layup.,48,57
11:36,2582,Patrick Smith Block.,48,57
11:34,2582,Brandon Bolden Defensive Rebound.,48,57
11:22,195,Foul on Jordan Dartis.,48,57
11:08,2582,Chris Thomas missed Jumper.,48,57
11:08,195,Doug Taylor Defensive Rebound.,48,57
10:59,2582,Foul on Josh Robinson.,48,57
10:59,195,Gavin Block made Free Throw.,48,58
10:59,195,Gavin Block made Free Throw.,48,59
10:43,195,Foul on Doug Taylor.,48,59
10:43,2582,Brandon Bolden missed Free Throw.,48,59
10:43,2582,Southern Deadball Team Rebound.,48,59
10:43,2582,Brandon Bolden made Free Throw.,49,59
10:31,2582,Foul on Tre'lun Banks.,49,59
10:31,195,Jaaron Simmons made Free Throw.,49,60
10:31,195,Jaaron Simmons made Free Throw.,49,61
10:19,2582,Brandon Bolden missed Layup.,49,61
10:19,195,Doug Taylor Block.,49,61
10:17,2582,Chris Thomas Offensive Rebound.,49,61
10:15,2582,Chris Thomas missed Layup.,49,61
10:15,2582,Patrick Smith Offensive Rebound.,49,61
10:08,2582,Josh Robinson missed Three Point Jumper.,49,61
10:08,2582,Brandon Bolden Offensive Rebound.,49,61
10:03,2582,Brandon Bolden made Layup.,51,61
9:41,195,Jaaron Simmons missed Three Point Jumper.,51,61
9:41,195,Doug Taylor Offensive Rebound.,51,61
9:33,195,Ohio  Timeout,51,61
9:28,195,Antonio Campbell missed Layup.,51,61
9:28,2582,Josh Robinson Defensive Rebound.,51,61
9:22,2582,Brendon Ganaway Turnover.,51,61
9:11,195,Kenny Kaminski made Three Point Jumper. Assisted by Gavin Block.,51,64
8:49,2582,Brandon Bolden Turnover.,51,64
8:48,195,Kenny Kaminski Steal.,51,64
8:40,195,Kenny Kaminski Turnover.,51,64
8:28,195,Foul on Mike Laster.,51,64
8:28,2582,Chris Thomas made Free Throw.,52,64
8:28,2582,Chris Thomas made Free Throw.,53,64
8:10,195,Antonio Campbell missed Three Point Jumper.,53,64
8:10,2582,Chris Thomas Defensive Rebound.,53,64
8:00,2582,Josh Robinson missed Three Point Jumper.,53,64
8:00,2582,Emanuel Sheperd Offensive Rebound.,53,64
7:56,2582,Emanuel Sheperd missed Layup.,53,64
7:56,195,Antonio Campbell Block.,53,64
7:55,195,Jordan Dartis Defensive Rebound.,53,64
7:50,195,Kenny Kaminski missed Layup.,53,64
7:50,195,Ohio Offensive Rebound.,53,64
7:50,195,Ohio  Timeout,53,64
7:46,195,Jason Carter Turnover.,53,64
7:44,2582,Patrick Smith Steal.,53,64
7:24,2582,Emanuel Sheperd made Jumper.,55,64
6:57,2582,Foul on Josh Robinson.,55,64
6:57,195,Gavin Block made Free Throw.,55,65
6:57,195,Gavin Block made Free Throw.,55,66
6:46,2582,Emanuel Sheperd missed Layup.,55,66
6:46,195,Jason Carter Defensive Rebound.,55,66
6:40,195,Rodney Culver Turnover.,55,66
6:30,2582,Josh Robinson Turnover.,55,66
6:09,195,Antonio Campbell missed Layup.,55,66
6:09,2582,Emanuel Sheperd Block.,55,66
6:07,2582,Patrick Smith Defensive Rebound.,55,66
5:48,2582,Chris Thomas made Jumper.,57,66
5:31,195,Rodney Culver made Layup.,57,68
5:17,2582,Emanuel Sheperd missed Jumper.,57,68
5:17,195,Jason Carter Defensive Rebound.,57,68
5:00,195,Jason Carter missed Layup.,57,68
5:00,2582,Josh Robinson Defensive Rebound.,57,68
4:40,2582,Chris Thomas missed Three Point Jumper.,57,68
4:40,2582,Patrick Smith Offensive Rebound.,57,68
4:32,195,Foul on Antonio Campbell.,57,68
4:32,2582,Brendon Ganaway made Free Throw.,58,68
4:32,2582,Brendon Ganaway missed Free Throw.,58,68
4:32,195,Jaaron Simmons Defensive Rebound.,58,68
4:29,2582,Foul on Brendon Ganaway.,58,68
4:27,195,Jaaron Simmons made Free Throw.,58,69
4:27,195,Jaaron Simmons missed Free Throw.,58,69
4:27,2582,Jared Sam Defensive Rebound.,58,69
3:56,195,Foul on Rodney Culver.,58,69
3:56,2582,Southern  Timeout,58,69
3:56,2582,Tre'lun Banks missed Free Throw.,58,69
3:56,2582,Southern Deadball Team Rebound.,58,69
3:56,2582,Tre'lun Banks made Free Throw.,59,69
3:47,195,Antonio Campbell missed Three Point Jumper.,59,69
3:47,195,Kenny Kaminski Offensive Rebound.,59,69
3:22,195,Gavin Block missed Jumper.,59,69
3:22,2582,Tre'lun Banks Defensive Rebound.,59,69
3:17,2582,Brandon Bolden Turnover.,59,69
3:04,195,Jaaron Simmons Turnover.,59,69
3:03,2582,Shawn Prudhomme Steal.,59,69
2:58,2582,Tre'lun Banks made Three Point Jumper. Assisted by Brandon Bolden.,62,69
2:24,195,Antonio Campbell made Layup. Assisted by Jaaron Simmons.,62,71
2:12,2582,Tre'lun Banks missed Three Point Jumper.,62,71
2:12,195,Antonio Campbell Defensive Rebound.,62,71
2:00,195,Antonio Campbell made Dunk. Assisted by Jordan Dartis.,62,73
1:55,195,Foul on Jordan Dartis.,62,73
1:55,2582,Tre'lun Banks made Free Throw.,63,73
1:55,2582,Tre'lun Banks made Free Throw.,64,73
1:42,2582,Foul on Chris Thomas.,64,73
1:42,195,Jordan Dartis made Free Throw.,64,74
1:42,195,Jordan Dartis made Free Throw.,64,75
1:34,195,Foul on Jordan Dartis.,64,75
1:34,2582,Tre'lun Banks missed Free Throw.,64,75
1:34,2582,Southern Deadball Team Rebound.,64,75
1:34,2582,Tre'lun Banks made Free Throw.,65,75
1:06,195,Jaaron Simmons missed Jumper.,65,75
1:06,2582,Chris Thomas Defensive Rebound.,65,75
0:49,2582,Chris Thomas missed Jumper.,65,75
0:49,2582,Shawn Prudhomme Offensive Rebound.,65,75
0:45,2582,Shawn Prudhomme Turnover.,65,75
0:19,195,Jaaron Simmons made Layup.,65,77
0:07,2582,Tre'lun Banks missed Three Point Jumper.,65,77
0:07,2582,Patrick Smith Offensive Rebound.,65,77
0:02,2582,Jared Sam made Layup. Assisted by Patrick Smith.,67,77
0:00,195,End of Game,67,77
