Northwest University,Error,Boise State,68
13:11,68,James Reid Turnover.,5,17
13:09,-1,Tre' Benton Steal.,5,17
13:06,-1,Tre' Benton missed Layup.,5,17
13:06,-1,Michael Dupree Offensive Rebound.,5,17
13:03,-1,Michael Dupree missed Jumper.,5,17
13:03,-1,Michael Dupree Offensive Rebound.,5,17
12:54,-1,Justice Martion made Layup.,7,17
12:34,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,7,20
12:19,-1,Tre' Benton Turnover.,7,20
12:17,68,Chandler Hutchison Steal.,7,20
12:15,68,Chandler Hutchison made Dunk. Assisted by James Reid.,7,22
11:57,-1,Northwest College-Kirkland (WA)  Timeout,7,22
11:57,68,Official TV Timeout,7,22
11:49,-1,Justice Martion Turnover.,7,22
11:29,68,Zach Haney missed Jumper.,7,22
11:29,-1,Paul Loranger Block.,7,22
11:27,-1,Paul Loranger Defensive Rebound.,7,22
11:21,-1,Michael Dupree missed Jumper.,7,22
11:21,68,Chandler Hutchison Defensive Rebound.,7,22
11:15,68,Chandler Hutchison Turnover.,7,22
10:48,-1,Ben Tucakovic made Jumper.,9,22
10:33,-1,Foul on Dak Shagren.,9,22
10:33,68,Chandler Hutchison made Free Throw.,9,23
10:33,68,Chandler Hutchison missed Free Throw.,9,23
10:33,-1,Michael Dupree Defensive Rebound.,9,23
10:25,-1,Daniel Ghebremichael missed Jumper.,9,23
10:25,68,Chandler Hutchison Defensive Rebound.,9,23
10:09,-1,Foul on Kaelan Hicks.,9,23
10:09,68,Chandler Hutchison made Free Throw.,9,24
10:09,68,Chandler Hutchison missed Free Throw.,9,24
10:09,68,Cameron Oluyitan Offensive Rebound.,9,24
10:03,68,Alex Hobbs Turnover.,9,24
9:43,-1,Daniel Ghebremichael Turnover.,9,24
9:43,68,Nick Duncan Steal.,9,24
9:22,68,Nick Duncan missed Three Point Jumper.,9,24
9:22,-1,Michael Dupree Defensive Rebound.,9,24
9:14,-1,Kaelan Hicks missed Jumper.,9,24
9:14,68,Cameron Oluyitan Defensive Rebound.,9,24
9:06,68,Cameron Oluyitan Turnover.,9,24
8:54,-1,Michael Dupree made Jumper.,11,24
8:30,68,Cameron Oluyitan made Three Point Jumper. Assisted by Alex Hobbs.,11,27
7:59,-1,Michael Dupree made Jumper.,13,27
7:43,-1,Foul on Daniel Ghebremichael.,13,27
7:43,68,Official TV Timeout,13,27
7:43,68,Paris Austin missed Free Throw.,13,27
7:43,68,Cameron Oluyitan Offensive Rebound.,13,27
7:35,68,Cameron Oluyitan missed Three Point Jumper.,13,27
7:35,68,David Wacker Offensive Rebound.,13,27
7:18,-1,Foul on Kaelan Hicks.,13,27
7:18,68,David Wacker made Free Throw.,13,28
7:18,68,David Wacker made Free Throw.,13,29
7:04,-1,Michael Dupree missed Jumper.,13,29
7:04,-1,Northwest College-Kirkland (WA) Offensive Rebound.,13,29
7:03,-1,Michael Dupree Turnover.,13,29
7:02,68,Chandler Hutchison Steal.,13,29
6:56,68,Chandler Hutchison Turnover.,13,29
6:45,-1,Justice Martion missed Jumper.,13,29
6:45,68,Chandler Hutchison Defensive Rebound.,13,29
6:33,68,Alex Hobbs made Jumper.,13,31
6:19,-1,Michael Dupree missed Three Point Jumper.,13,31
6:19,68,Boise State Defensive Rebound.,13,31
6:05,68,Alex Hobbs missed Three Point Jumper.,13,31
6:05,-1,Tre' Benton Defensive Rebound.,13,31
5:46,68,Foul on Alex Hobbs.,13,31
5:46,-1,Ben Tucakovic missed Three Point Jumper.,13,31
5:46,68,Chandler Hutchison Defensive Rebound.,13,31
5:41,68,Paris Austin missed Layup.,13,31
5:41,68,Paris Austin Offensive Rebound.,13,31
5:35,68,Paris Austin missed Layup.,13,31
5:35,-1,Ben Tucakovic Defensive Rebound.,13,31
5:24,-1,Dak Shagren missed Three Point Jumper.,13,31
5:24,68,Paris Austin Defensive Rebound.,13,31
5:08,68,Chandler Hutchison made Layup. Assisted by Nick Duncan.,13,33
4:47,-1,Northwest College-Kirkland (WA)  Timeout,13,33
4:39,-1,Tre' Benton missed Jumper.,13,33
4:39,68,Justinian Jessup Defensive Rebound.,13,33
4:18,68,Chandler Hutchison Turnover.,13,33
4:13,-1,Dak Shagren made Three Point Jumper.,16,33
3:47,-1,Foul on Paul Loranger.,16,33
3:47,68,James Reid missed Free Throw.,16,33
3:47,68,Justinian Jessup Offensive Rebound.,16,33
3:41,68,Chandler Hutchison made Layup.,16,35
3:21,-1,Ben Tucakovic missed Jumper.,16,35
3:21,-1,Ben Tucakovic Offensive Rebound.,16,35
3:10,-1,Kaelan Hicks missed Layup.,16,35
3:10,68,Boise State Defensive Rebound.,16,35
2:50,68,James Reid missed Three Point Jumper.,16,35
2:50,68,Nick Duncan Offensive Rebound.,16,35
2:45,68,Justinian Jessup missed Jumper.,16,35
2:45,-1,Ben Tucakovic Defensive Rebound.,16,35
2:33,-1,Michael Dupree missed Layup.,16,35
2:33,68,Justinian Jessup Defensive Rebound.,16,35
2:23,68,Justinian Jessup missed Layup.,16,35
2:23,-1,Ben Tucakovic Defensive Rebound.,16,35
2:04,-1,Michael Dupree missed Jumper.,16,35
2:04,68,Justinian Jessup Defensive Rebound.,16,35
1:56,68,Nick Duncan made Three Point Jumper. Assisted by Justinian Jessup.,16,38
1:48,68,Boise State  Timeout,16,38
1:31,-1,Dak Shagren made Jumper.,18,38
1:19,68,Marcus Dickinson missed Jumper.,18,38
1:19,68,Marcus Dickinson Offensive Rebound.,18,38
1:16,68,Marcus Dickinson made Layup.,18,40
1:01,-1,Ben Tucakovic missed Three Point Jumper.,18,40
1:01,-1,Daniel Ghebremichael Offensive Rebound.,18,40
0:53,-1,Paul Loranger Turnover.,18,40
0:50,68,Justinian Jessup Steal.,18,40
0:47,-1,Foul on Kaelan Hicks.,18,40
0:47,68,Justinian Jessup missed Free Throw.,18,40
0:47,68,Boise State Deadball Team Rebound.,18,40
0:47,68,Justinian Jessup made Free Throw.,18,41
0:43,-1,Tre' Benton made Jumper.,20,41
0:27,68,Cameron Oluyitan Turnover.,20,41
0:16,-1,Tre' Benton Turnover.,20,41
0:16,-1,Foul on Tre' Benton.,20,41
0:02,68,Paris Austin missed Layup.,20,41
0:02,68,Zach Haney Offensive Rebound.,20,41
0:00,68,Zach Haney made Layup.,20,43
0:00,68,End of 1st half,20,43
19:31,68,Chandler Hutchison made Layup.,20,45
19:03,-1,Ben Tucakovic Turnover.,20,45
19:01,68,David Wacker Steal.,20,45
18:50,-1,Foul on Paul Loranger.,20,45
18:50,68,David Wacker missed Free Throw.,20,45
18:50,68,Boise State Deadball Team Rebound.,20,45
18:50,68,David Wacker made Free Throw.,20,46
18:48,-1,Dak Shagren missed Jumper.,20,46
18:48,68,Chandler Hutchison Defensive Rebound.,20,46
18:36,68,Chandler Hutchison made Three Point Jumper. Assisted by Nick Duncan.,20,49
18:16,-1,Tre' Benton made Jumper.,22,49
17:57,68,Justinian Jessup missed Three Point Jumper.,22,49
17:57,68,Boise State Offensive Rebound.,22,49
17:44,-1,Foul on Dak Shagren.,22,49
17:38,68,James Reid made Three Point Jumper. Assisted by Justinian Jessup.,22,52
17:22,-1,Justice Martion missed Jumper.,22,52
17:22,68,Chandler Hutchison Defensive Rebound.,22,52
17:16,68,Chandler Hutchison made Layup. Assisted by Justinian Jessup.,22,54
17:01,-1,Michael Dupree missed Three Point Jumper.,22,54
17:01,68,Chandler Hutchison Defensive Rebound.,22,54
16:53,68,Justinian Jessup missed Three Point Jumper.,22,54
16:53,-1,Northwest College-Kirkland (WA) Defensive Rebound.,22,54
16:35,-1,Ben Tucakovic missed Three Point Jumper.,22,54
16:35,-1,Tre' Benton Offensive Rebound.,22,54
16:32,-1,Ben Tucakovic missed Layup.,22,54
16:32,68,Chandler Hutchison Defensive Rebound.,22,54
16:18,68,Nick Duncan made Layup.,22,56
15:58,-1,Ben Tucakovic Turnover.,22,56
15:56,68,Chandler Hutchison Steal.,22,56
15:52,68,Chandler Hutchison made Dunk.,22,58
15:25,-1,Michael Dupree Turnover.,22,58
15:25,68,Official TV Timeout,22,58
15:08,68,David Wacker Turnover.,22,58
15:08,-1,Tre' Benton Steal.,22,58
15:01,68,Foul on James Reid.,22,58
14:58,-1,Ben Tucakovic made Layup.,24,58
14:49,-1,Foul on Justice Martion.,24,58
14:46,-1,Foul on Dak Shagren.,24,58
14:46,68,James Reid made Free Throw.,24,59
14:46,68,James Reid made Free Throw.,24,60
14:38,68,Foul on Alex Hobbs.,24,60
14:21,68,Foul on James Reid.,24,60
14:21,-1,Tre' Benton missed Free Throw.,24,60
14:21,-1,Northwest College-Kirkland (WA) Deadball Team Rebound.,24,60
14:21,-1,Tre' Benton made Free Throw.,25,60
14:11,68,Zach Haney Turnover.,25,60
14:06,-1,Justice Martion missed Dunk.,25,60
14:06,68,Paris Austin Defensive Rebound.,25,60
13:57,68,Alex Hobbs made Layup.,25,62
13:39,-1,Michael Dupree missed Jumper.,25,62
13:39,68,Chandler Hutchison Defensive Rebound.,25,62
13:34,68,Chandler Hutchison Turnover.,25,62
13:19,68,Foul on Paris Austin.,25,62
13:13,-1,Michael Dupree made Layup.,27,62
12:51,68,Alex Hobbs missed Three Point Jumper.,27,62
12:51,-1,Jaden Jenkins Defensive Rebound.,27,62
12:45,-1,Ben Tucakovic missed Three Point Jumper.,27,62
12:45,-1,Justice Martion Offensive Rebound.,27,62
12:32,68,Foul on Zach Haney.,27,62
12:32,-1,Michael Dupree made Free Throw.,28,62
12:32,-1,Michael Dupree made Free Throw.,29,62
12:15,68,Alex Hobbs made Jumper.,29,64
11:53,-1,Ben Tucakovic missed Jumper.,29,64
11:53,-1,Jaden Jenkins Offensive Rebound.,29,64
11:49,-1,Jaden Jenkins Turnover.,29,64
11:49,68,Official TV Timeout,29,64
11:36,-1,Foul on Jaden Jenkins.,29,64
11:34,68,Alex Hobbs Turnover.,29,64
11:33,-1,Kaelan Hicks Steal.,29,64
11:30,-1,Kaelan Hicks missed Layup.,29,64
11:30,68,Zach Haney Defensive Rebound.,29,64
11:19,68,Cameron Oluyitan missed Three Point Jumper.,29,64
11:19,-1,Kaelan Hicks Defensive Rebound.,29,64
10:59,68,Foul on Justinian Jessup.,29,64
10:57,-1,Daniel Ghebremichael missed Layup.,29,64
10:57,68,Cameron Oluyitan Defensive Rebound.,29,64
10:47,68,Cameron Oluyitan missed Three Point Jumper.,29,64
10:47,-1,Justice Martion Defensive Rebound.,29,64
10:18,-1,Justice Martion missed Jumper.,29,64
10:18,68,Alex Hobbs Defensive Rebound.,29,64
10:08,-1,Foul on Dak Shagren.,29,64
10:08,68,Alex Hobbs made Free Throw.,29,65
10:08,68,Alex Hobbs made Free Throw.,29,66
9:48,-1,Tre' Benton missed Jumper.,29,66
9:48,68,Malek Harwell Defensive Rebound.,29,66
9:37,-1,Foul on Tre' Benton.,29,66
9:37,68,Marcus Dickinson made Free Throw.,29,67
9:37,68,Marcus Dickinson made Free Throw.,29,68
9:25,68,Foul on Marcus Dickinson.,29,68
9:25,-1,Alex Smith missed Free Throw.,29,68
9:25,68,Malek Harwell Defensive Rebound.,29,68
9:08,-1,Foul on Paul Loranger.,29,68
9:08,68,Marcus Dickinson made Free Throw.,29,69
9:08,68,Marcus Dickinson missed Free Throw.,29,69
9:08,-1,Tre' Benton Defensive Rebound.,29,69
8:42,-1,Michael Dupree missed Jumper.,29,69
8:42,68,Alex Hobbs Defensive Rebound.,29,69
8:35,68,Malek Harwell made Layup. Assisted by Alex Hobbs.,29,71
8:28,-1,Marko Nikolic Turnover.,29,71
8:28,-1,Foul on Marko Nikolic.,29,71
8:18,68,Cameron Oluyitan Turnover.,29,71
8:18,68,Foul on Cameron Oluyitan.,29,71
7:56,68,Foul on Robin Jorch.,29,71
7:56,68,Official TV Timeout,29,71
7:56,-1,Alex Smith missed Free Throw.,29,71
7:56,-1,Northwest College-Kirkland (WA) Deadball Team Rebound.,29,71
7:56,-1,Alex Smith made Free Throw.,30,71
7:32,-1,Foul on Kaelan Hicks.,30,71
7:32,68,Alex Hobbs missed Free Throw.,30,71
7:32,68,Boise State Deadball Team Rebound.,30,71
7:32,68,Alex Hobbs made Free Throw.,30,72
7:16,-1,Tre' Benton Turnover.,30,72
7:16,-1,Foul on Tre' Benton.,30,72
6:58,68,Cameron Oluyitan missed Jumper.,30,72
6:58,68,Cameron Oluyitan Offensive Rebound.,30,72
6:55,68,Alex Hobbs missed Three Point Jumper.,30,72
6:55,-1,Jaden Jenkins Defensive Rebound.,30,72
6:36,68,Foul on Malek Harwell.,30,72
6:36,-1,Jaden Jenkins made Free Throw.,31,72
6:36,-1,Jaden Jenkins made Free Throw.,32,72
6:24,68,Malek Harwell Turnover.,32,72
6:07,-1,Justice Martion missed Three Point Jumper.,32,72
6:07,68,Zach Haney Defensive Rebound.,32,72
5:56,68,Zach Haney made Dunk. Assisted by Paris Austin.,32,74
5:41,-1,Tre' Benton missed Jumper.,32,74
5:41,68,Alex Hobbs Block.,32,74
5:39,68,Alex Hobbs Defensive Rebound.,32,74
5:34,68,Paris Austin missed Three Point Jumper.,32,74
5:34,68,Zach Haney Offensive Rebound.,32,74
5:30,68,Zach Haney made Layup.,32,76
5:20,68,Foul on Alex Hobbs.,32,76
5:20,-1,Michael Dupree made Free Throw.,33,76
5:20,-1,Michael Dupree made Free Throw.,34,76
5:06,68,Malek Harwell Turnover.,34,76
4:50,-1,Ben Tucakovic Turnover.,34,76
4:50,-1,Foul on Ben Tucakovic.,34,76
4:42,68,Paris Austin made Layup.,34,78
4:30,-1,Ben Tucakovic made Three Point Jumper. Assisted by Michael Dupree.,37,78
4:16,68,Alex Hobbs missed Layup.,37,78
4:16,-1,Jaden Jenkins Defensive Rebound.,37,78
4:10,-1,Ben Tucakovic made Jumper. Assisted by Jaden Jenkins.,39,78
3:58,-1,Foul on Ben Tucakovic.,39,78
3:58,68,Official TV Timeout,39,78
3:58,68,Zach Haney missed Free Throw.,39,78
3:58,68,Boise State Deadball Team Rebound.,39,78
3:58,68,Zach Haney made Free Throw.,39,79
3:42,-1,Tre' Benton missed Three Point Jumper.,39,79
3:42,-1,Alex Smith Offensive Rebound.,39,79
3:39,-1,Alex Smith made Layup.,41,79
3:27,68,Paris Austin missed Layup.,41,79
3:27,-1,Jaden Jenkins Defensive Rebound.,41,79
3:18,-1,Jaden Jenkins missed Jumper.,41,79
3:18,68,Paris Austin Defensive Rebound.,41,79
3:05,-1,Foul on Alex Smith.,41,79
3:05,68,Malek Harwell made Free Throw.,41,80
3:05,68,Malek Harwell missed Free Throw.,41,80
3:05,68,Cameron Oluyitan Offensive Rebound.,41,80
2:51,68,Malek Harwell missed Three Point Jumper.,41,80
2:51,68,Robin Jorch Offensive Rebound.,41,80
2:42,68,Marcus Dickinson Turnover.,41,80
2:22,-1,Kaelan Hicks made Jumper.,43,80
2:07,68,Malek Harwell Turnover.,43,80
1:52,-1,Alex Smith missed Three Point Jumper.,43,80
1:52,-1,Joseph Stack Offensive Rebound.,43,80
1:46,-1,Joseph Stack Turnover.,43,80
1:32,-1,Foul on Alex Smith.,43,80
1:32,68,Cameron Oluyitan made Free Throw.,43,81
1:32,68,Cameron Oluyitan missed Free Throw.,43,81
1:32,-1,Alex Smith Defensive Rebound.,43,81
1:24,-1,Jaden Jenkins missed Three Point Jumper.,43,81
1:24,68,Robin Jorch Defensive Rebound.,43,81
1:10,68,Malek Harwell missed Three Point Jumper.,43,81
1:10,68,Matt Grooms Offensive Rebound.,43,81
0:54,-1,Foul on Kyle Hofstetter.,43,81
0:54,68,Robin Jorch made Free Throw.,43,82
0:54,68,Robin Jorch made Free Throw.,43,83
0:46,68,Foul on Matt Grooms.,43,83
0:46,-1,Kyle Hofstetter missed Free Throw.,43,83
0:46,-1,Northwest College-Kirkland (WA) Deadball Team Rebound.,43,83
0:46,-1,Kyle Hofstetter made Free Throw.,44,83
0:33,-1,Foul on Kyle Hofstetter.,44,83
0:33,68,Alex Hobbs made Free Throw.,44,84
0:33,68,Alex Hobbs made Free Throw.,44,85
0:15,-1,Alex Smith made Dunk. Assisted by Jaden Jenkins.,46,85
0:00,68,End of Game,46,85
