Loyola (LA),Error,Baton Rouge,2582
12:35,-1,Nate Pierre Turnover.,46,51
12:35,2582,Jared Sam Steal.,46,51
12:35,2582,JaMarcus Weatherspoon missed Jumper.,46,51
12:35,2582,Jared Sam Offensive Rebound.,46,51
12:35,2582,Jared Sam made Two Point Tip Shot.,46,53
11:43,2582,Official TV Timeout,46,53
11:32,2582,Isaiah Fontaine missed Layup.,46,53
11:32,-1,Loyola (LA) Defensive Rebound.,46,53
11:25,-1,Nick Parker missed Three Point Jumper.,46,53
11:25,2582,Tre'lun Banks Defensive Rebound.,46,53
11:11,-1,Foul on Nick Parker.,46,53
10:56,2582,Foul on Tre'lun Banks.,46,53
10:54,2582,Tre'lun Banks Turnover.,46,53
10:45,-1,Foul on Robert White.,46,53
10:26,2582,Jared Sam Turnover.,46,53
10:14,-1,Jalen Gray Turnover.,46,53
10:07,-1,Foul on Nick Parker.,46,53
10:03,2582,LaQuentin Collins missed Jumper.,46,53
10:03,2582,JaMarcus Weatherspoon Offensive Rebound.,46,53
9:58,2582,JaMarcus Weatherspoon Turnover.,46,53
9:56,-1,Eric Brown Steal.,46,53
9:53,-1,Foul on Jalen Gray.,46,53
9:40,-1,Foul on Nick Parker.,46,53
9:40,2582,Tre'lun Banks made Free Throw.,46,54
9:40,2582,Tre'lun Banks missed Free Throw.,46,54
9:40,-1,Jr Johnny Griffin Defensive Rebound.,46,54
9:24,2582,Foul on Isaiah Fontaine.,46,54
9:17,-1,Jr Johnny Griffin made Dunk. Assisted by Jalen Gray.,48,54
9:12,2582,Shawn Prudhomme Turnover.,48,54
8:58,-1,Eric Brown Turnover.,48,54
8:34,2582,Tre'lun Banks Turnover.,48,54
8:13,-1,Jalen Gray made Jumper.,50,54
8:00,2582,Brendon Ganaway Turnover.,50,54
7:45,-1,Jalen Gray made Three Point Jumper. Assisted by Jr Johnny Griffin.,53,54
7:26,2582,Shawn Prudhomme Turnover.,53,54
7:24,-1,Jalen Gray made Layup. Assisted by Nate Pierre.,55,54
7:13,2582,Tre'lun Banks missed Jumper.,55,54
7:13,-1,Jr Johnny Griffin Defensive Rebound.,55,54
7:02,-1,Jalen Gray made Jumper.,57,54
6:48,2582,LaQuentin Collins made Layup. Assisted by Patrick Smith.,57,56
6:14,2582,Foul on Patrick Smith.,57,56
6:14,-1,Jalen Gray made Free Throw.,58,56
6:14,-1,Jalen Gray missed Free Throw.,58,56
6:14,2582,Patrick Smith Defensive Rebound.,58,56
6:01,2582,Patrick Smith missed Layup.,58,56
6:01,-1,Nate Pierre Defensive Rebound.,58,56
5:55,-1,Eric Brown missed Three Point Jumper.,58,56
5:55,-1,Jr Johnny Griffin Offensive Rebound.,58,56
5:44,-1,Nate Pierre made Layup. Assisted by Jalen Gray.,60,56
5:44,2582,Foul on Jared Sam.,60,56
5:44,-1,Nate Pierre missed Free Throw.,60,56
5:44,-1,Loyola (LA) Deadball Team Rebound.,60,56
5:30,2582,Shawn Prudhomme missed Jumper.,60,56
5:30,2582,Southern Offensive Rebound.,60,56
5:28,-1,Foul on Eric Brown.,60,56
5:28,2582,Chris Thomas made Free Throw.,60,57
5:28,2582,Chris Thomas made Free Throw.,60,58
5:19,-1,Jalen Gray Turnover.,60,58
4:59,2582,Chris Thomas missed Three Point Jumper.,60,58
4:59,-1,Jr Johnny Griffin Defensive Rebound.,60,58
4:23,-1,Chase Eckholdt missed Layup.,60,58
4:23,-1,Nate Pierre Offensive Rebound.,60,58
4:04,2582,Foul on Rashad Andrews.,60,58
4:04,-1,Eric Brown missed Free Throw.,60,58
4:04,-1,Loyola (LA) Deadball Team Rebound.,60,58
4:04,-1,Eric Brown missed Free Throw.,60,58
4:04,2582,Shawn Prudhomme Defensive Rebound.,60,58
3:54,-1,Foul on Nate Pierre.,60,58
3:54,2582,Jared Sam made Free Throw.,60,59
3:54,2582,Jared Sam missed Free Throw.,60,59
3:54,-1,Nate Pierre Defensive Rebound.,60,59
3:41,-1,Nate Pierre Turnover.,60,59
3:15,-1,Foul on Tre'Von Jasmine.,60,59
3:15,2582,Jared Sam made Free Throw.,60,60
3:15,2582,Jared Sam missed Free Throw.,60,60
3:15,-1,Nate Pierre Defensive Rebound.,60,60
2:57,-1,Jr Johnny Griffin made Layup. Assisted by Jalen Gray.,62,60
2:40,2582,Tre'lun Banks missed Three Point Jumper.,62,60
2:40,-1,Loyola (LA) Defensive Rebound.,62,60
2:13,-1,Jalen Gray made Jumper.,64,60
1:55,2582,Jared Sam made Layup. Assisted by Chris Thomas.,64,62
1:40,2582,Foul on Shawn Prudhomme.,64,62
1:40,-1,Jalen Gray missed Free Throw.,64,62
1:40,-1,Loyola (LA) Deadball Team Rebound.,64,62
1:40,-1,Jalen Gray made Free Throw.,65,62
1:28,2582,Shawn Prudhomme missed Jumper.,65,62
1:28,-1,Jr Johnny Griffin Defensive Rebound.,65,62
1:20,-1,Jalen Gray missed Layup.,65,62
1:20,2582,Shawn Prudhomme Block.,65,62
1:20,-1,Loyola (LA) Offensive Rebound.,65,62
1:20,-1,Loyola (LA)  Timeout,65,62
0:55,-1,Nick Parker missed Jumper.,65,62
0:55,2582,Chris Thomas Block.,65,62
0:55,-1,Jr Johnny Griffin Offensive Rebound.,65,62
0:51,-1,Jr Johnny Griffin Turnover.,65,62
0:43,2582,Tre'lun Banks missed Three Point Jumper.,65,62
0:43,-1,Jr Johnny Griffin Defensive Rebound.,65,62
0:25,-1,Jalen Gray made Layup.,67,62
0:25,2582,Chris Thomas missed Three Point Jumper.,67,62
0:25,-1,Jr Johnny Griffin Defensive Rebound.,67,62
0:12,2582,Rashad Andrews made Jumper.,67,64
0:10,2582,Foul on Tre'lun Banks.,67,64
0:10,-1,Nick Parker made Free Throw.,68,64
0:10,-1,Nick Parker made Free Throw.,69,64
0:05,2582,Tre'lun Banks missed Three Point Jumper.,69,64
0:05,-1,Jr Johnny Griffin Defensive Rebound.,69,64
0:00,2582,End of 2nd half,69,64
0:00,2582,End of Game,69,64
