Howard,45,George Washington,47
13:38,47,Howard Offensive Rebound.,36,51
13:21,47,Solomon Mangham missed Layup.,36,51
13:21,45,Kevin Marfo Defensive Rebound.,36,51
13:19,47,Foul on Tyler Stone.,36,51
12:55,47,Foul on Tyler Stone.,36,51
12:55,45,Kevin Marfo made Free Throw.,36,52
12:55,45,Kevin Marfo made Free Throw.,36,53
12:39,47,Charles Williams made Layup.,38,53
12:19,45,Matt Hart missed Three Point Jumper.,38,53
12:19,47,Ausar Madison Defensive Rebound.,38,53
12:11,47,Ausar Madison missed Layup.,38,53
12:11,47,Michael Obindu Offensive Rebound.,38,53
12:07,47,Michael Obindu missed Layup.,38,53
12:07,47,Charles Williams Offensive Rebound.,38,53
12:04,47,Charles Williams missed Three Point Jumper.,38,53
12:04,45,Kevin Marfo Defensive Rebound.,38,53
11:59,45,Official TV Timeout,38,53
11:41,45,Kevin Marfo missed Layup.,38,53
11:41,47,Tyler Stone Block.,38,53
11:39,47,Jalen Jones Defensive Rebound.,38,53
11:14,47,Charles Williams made Jumper. Assisted by Ausar Madison.,40,53
11:00,47,Foul on Tyler Stone.,40,53
11:00,45,Tyler Cavanaugh made Free Throw.,40,54
11:00,45,Tyler Cavanaugh made Free Throw.,40,55
10:48,47,Solomon Mangham missed Three Point Jumper.,40,55
10:48,47,Michael Obindu Offensive Rebound.,40,55
10:43,47,Michael Obindu made Layup.,42,55
10:30,45,Jordan Roland made Three Point Jumper. Assisted by Tyler Cavanaugh.,42,58
10:04,47,Jalen Jones made Layup. Assisted by Ausar Madison.,44,58
9:43,45,Jair Bolden made Three Point Jumper. Assisted by Matt Hart.,44,61
9:26,45,Foul on Jordan Roland.,44,61
9:26,47,Charles Williams made Free Throw.,45,61
9:26,47,Charles Williams missed Free Throw.,45,61
9:26,45,Tyler Cavanaugh Defensive Rebound.,45,61
9:23,45,Tyler Cavanaugh Turnover.,45,61
9:22,47,Ausar Madison Steal.,45,61
9:11,47,Charles Williams missed Jumper.,45,61
9:11,47,Solomon Mangham Offensive Rebound.,45,61
9:01,47,Jalen Jones missed Layup.,45,61
9:01,47,Solomon Mangham Offensive Rebound.,45,61
8:54,47,Solomon Mangham Turnover.,45,61
8:53,45,Collin Goss Steal.,45,61
8:51,47,Foul on Jalen Jones.,45,61
8:51,45,Collin Goss made Free Throw.,45,62
8:51,45,Collin Goss made Free Throw.,45,63
8:37,47,Charles Williams missed Layup.,45,63
8:37,45,Collin Goss Block.,45,63
8:35,45,Jair Bolden Defensive Rebound.,45,63
8:32,45,Foul on Jordan Roland.,45,63
8:32,45,Jordan Roland Turnover.,45,63
8:19,45,Foul on Jair Bolden.,45,63
8:19,47,Charles Williams made Free Throw.,46,63
8:19,47,Charles Williams made Free Throw.,47,63
7:56,45,Jaren Sina missed Three Point Jumper.,47,63
7:56,47,Solomon Mangham Defensive Rebound.,47,63
7:44,47,Michael Obindu missed Layup.,47,63
7:44,45,George Washington Defensive Rebound.,47,63
7:41,45,Official TV Timeout,47,63
7:33,47,Foul on Ausar Madison.,47,63
7:33,45,Jaren Sina made Free Throw.,47,64
7:33,45,Jaren Sina made Free Throw.,47,65
7:17,47,Solomon Mangham missed Layup.,47,65
7:17,45,Collin Goss Block.,47,65
7:15,45,Collin Goss Defensive Rebound.,47,65
7:06,45,Tyler Cavanaugh Turnover.,47,65
7:04,47,Jalen Jones Steal.,47,65
6:57,47,Solomon Mangham missed Three Point Jumper.,47,65
6:57,47,Michael Obindu Offensive Rebound.,47,65
6:53,47,Charles Williams missed Three Point Jumper.,47,65
6:53,45,Matt Hart Defensive Rebound.,47,65
6:50,47,Foul on Solomon Mangham.,47,65
6:50,45,Matt Hart made Free Throw.,47,66
6:50,45,Matt Hart made Free Throw.,47,67
6:42,45,Foul on Jordan Roland.,47,67
6:42,47,Charles Williams made Free Throw.,48,67
6:42,47,Charles Williams made Free Throw.,49,67
6:20,45,Justin Williams missed Three Point Jumper.,49,67
6:20,47,Tyler Stone Defensive Rebound.,49,67
6:06,47,Dalique Mingo missed Layup.,49,67
6:06,47,Michael Obindu Offensive Rebound.,49,67
6:01,47,Dalique Mingo Turnover.,49,67
5:53,47,Foul on Ausar Madison.,49,67
5:53,45,Arnaldo Toro made Free Throw.,49,68
5:53,45,Arnaldo Toro made Free Throw.,49,69
5:44,45,Foul on Jair Bolden.,49,69
5:44,47,Charles Williams made Free Throw.,50,69
5:44,47,Charles Williams made Free Throw.,51,69
5:35,45,Jaren Sina Turnover.,51,69
5:34,47,Ausar Madison Steal.,51,69
5:32,47,Kofi Andoh missed Layup.,51,69
5:32,47,Ausar Madison Offensive Rebound.,51,69
5:29,47,Ausar Madison made Layup.,53,69
5:09,45,Jair Bolden made Three Point Jumper. Assisted by Jaren Sina.,53,72
4:44,45,Foul on Kevin Marfo.,53,72
4:44,47,Michael Obindu missed Free Throw.,53,72
4:44,47,Howard Deadball Team Rebound.,53,72
4:44,47,Michael Obindu missed Free Throw.,53,72
4:44,45,Kevin Marfo Defensive Rebound.,53,72
4:37,45,Jair Bolden Turnover.,53,72
4:36,47,Charles Williams Steal.,53,72
4:35,47,Charles Williams made Layup.,55,72
4:06,45,Jaren Sina missed Three Point Jumper.,55,72
4:06,45,Jair Bolden Offensive Rebound.,55,72
3:49,45,Tyler Cavanaugh missed Jumper.,55,72
3:49,47,Charles Williams Block.,55,72
3:48,47,Solomon Mangham Defensive Rebound.,55,72
3:38,45,Official TV Timeout,55,72
3:33,47,Solomon Mangham missed Three Point Jumper.,55,72
3:33,45,Kevin Marfo Defensive Rebound.,55,72
3:13,45,Jaren Sina missed Three Point Jumper.,55,72
3:13,45,Jaren Sina Offensive Rebound.,55,72
3:00,47,Foul on Ausar Madison.,55,72
3:00,45,Jaren Sina made Free Throw.,55,73
3:00,45,Jaren Sina made Free Throw.,55,74
2:41,47,Charles Williams made Three Point Jumper.,58,74
2:39,47,Howard  Timeout,58,74
2:18,45,Adam Mitola made Three Point Jumper. Assisted by Jair Bolden.,58,77
1:43,47,Charles Williams missed Three Point Jumper.,58,77
1:43,45,Adam Mitola Defensive Rebound.,58,77
1:23,45,Justin Williams missed Jumper.,58,77
1:23,47,Solomon Mangham Defensive Rebound.,58,77
1:15,45,Foul on Jair Bolden.,58,77
1:15,47,Kofi Andoh made Free Throw.,59,77
1:15,47,Kofi Andoh made Free Throw.,60,77
1:04,45,George Washington  Turnover.,60,77
0:54,47,Charles Williams missed Jumper.,60,77
0:54,45,Justin Williams Defensive Rebound.,60,77
0:47,45,Jair Bolden Turnover.,60,77
0:46,47,Ausar Madison Steal.,60,77
0:44,45,Foul on Jair Bolden.,60,77
0:44,47,Charles Williams made Free Throw.,61,77
0:44,47,Charles Williams made Free Throw.,62,77
0:44,47,Foul on Solomon Mangham.,62,77
0:44,45,Kevin Marfo made Free Throw.,62,78
0:44,45,Kevin Marfo made Free Throw.,62,79
0:23,47,Tyler Stone missed Layup.,62,79
0:23,45,George Washington Defensive Rebound.,62,79
0:00,45,End of Game,62,79
