North Florida,8,Arkansas,2454
12:54,2454,Aaron Bodager Defensive Rebound.,12,12
12:25,2454,Nick Malonga missed Three Point Jumper.,12,12
12:25,8,Jaylen Barford Defensive Rebound.,12,12
12:17,8,Anton Beard made Layup. Assisted by Jaylen Barford.,12,14
12:16,2454,North Florida  Timeout,12,14
12:03,2454,Nick Malonga Turnover.,12,14
12:03,8,Arlando Cook Steal.,12,14
11:52,8,C.J. Jones missed Three Point Jumper.,12,14
11:52,8,Arlando Cook Offensive Rebound.,12,14
11:48,8,Dusty Hannahs made Layup.,12,16
11:48,2454,Foul on Nick Malonga.,12,16
11:48,8,Dusty Hannahs made Free Throw.,12,17
11:40,2454,Aaron Bodager Turnover.,12,17
11:40,8,Arlando Cook Steal.,12,17
11:35,8,Arlando Cook Turnover.,12,17
11:35,2454,Dallas Moore Steal.,12,17
11:27,2454,Aaron Bodager missed Three Point Jumper.,12,17
11:27,8,C.J. Jones Defensive Rebound.,12,17
11:23,8,Trey Thompson made Dunk. Assisted by Anton Beard.,12,19
11:11,2454,Aaron Bodager missed Three Point Jumper.,12,19
11:11,8,Arlando Cook Defensive Rebound.,12,19
10:41,8,Dusty Hannahs missed Jumper.,12,19
10:41,8,Trey Thompson Offensive Rebound.,12,19
10:39,2454,Foul on Dallas Moore.,12,19
10:39,8,Trey Thompson made Free Throw.,12,20
10:39,8,Trey Thompson missed Free Throw.,12,20
10:39,2454,Romelo Banks Defensive Rebound.,12,20
10:31,8,Foul on Trey Thompson.,12,20
10:31,2454,Garrett Sams made Free Throw.,13,20
10:31,2454,Garrett Sams made Free Throw.,14,20
10:31,2454,Garrett Sams made Free Throw.,15,20
10:18,8,Arlando Cook made Layup. Assisted by C.J. Jones.,15,22
9:59,2454,Dallas Moore made Three Point Jumper.,18,22
9:29,8,Anton Beard missed Three Point Jumper.,18,22
9:29,8,Arlando Cook Offensive Rebound.,18,22
9:21,8,Arlando Cook made Layup.,18,24
9:01,2454,Dallas Moore made Layup.,20,24
8:44,8,Arlando Cook missed Jumper.,20,24
8:44,2454,Nick Malonga Defensive Rebound.,20,24
8:35,2454,Nick Malonga made Layup.,22,24
8:15,8,Anton Beard missed Jumper.,22,24
8:15,2454,Wajid Aminu Defensive Rebound.,22,24
8:03,2454,Romelo Banks missed Jumper.,22,24
8:03,2454,Wajid Aminu Offensive Rebound.,22,24
8:00,8,Foul on Arlando Cook.,22,24
8:00,2454,Wajid Aminu missed Free Throw.,22,24
8:00,2454,North Florida Deadball Team Rebound.,22,24
8:00,2454,Wajid Aminu missed Free Throw.,22,24
8:00,8,Daryl Macon Defensive Rebound.,22,24
7:48,8,Moses Kingsley made Jumper. Assisted by Dustin Thomas.,22,26
7:39,2454,Nick Malonga Turnover.,22,26
7:39,8,Official TV Timeout,22,26
7:28,8,Manuale Watkins missed Jumper.,22,26
7:28,2454,North Florida Defensive Rebound.,22,26
7:24,2454,Romelo Banks Turnover.,22,26
7:05,8,Jaylen Barford missed Three Point Jumper.,22,26
7:05,2454,North Florida Deadball Team Rebound.,22,26
7:03,8,Foul on Moses Kingsley.,22,26
6:57,2454,Nick Malonga missed Layup.,22,26
6:57,2454,North Florida Offensive Rebound.,22,26
6:51,2454,Aaron Bodager missed Three Point Jumper.,22,26
6:51,8,Manuale Watkins Defensive Rebound.,22,26
6:34,8,Jaylen Barford made Layup. Assisted by Manuale Watkins.,22,28
6:20,2454,Dallas Moore made Three Point Jumper.,25,28
6:09,8,Dustin Thomas made Jumper.,25,30
5:49,2454,Dallas Moore made Jumper.,27,30
5:38,8,Dustin Thomas missed Jumper.,27,30
5:38,2454,Aaron Bodager Defensive Rebound.,27,30
5:30,2454,Dallas Moore made Three Point Jumper.,30,30
5:26,8,Arkansas  Timeout,30,30
5:12,8,Foul on Manuale Watkins.,30,30
5:12,8,Manuale Watkins Turnover.,30,30
4:46,2454,Osborn Blount missed Three Point Jumper.,30,30
4:46,8,Moses Kingsley Defensive Rebound.,30,30
4:33,8,Moses Kingsley made Jumper.,30,32
4:20,2454,Dallas Moore made Three Point Jumper.,33,32
4:09,8,Moses Kingsley missed Jumper.,33,32
4:09,2454,Romelo Banks Defensive Rebound.,33,32
3:48,2454,Garrett Sams missed Three Point Jumper.,33,32
3:48,8,Moses Kingsley Defensive Rebound.,33,32
3:36,2454,Foul on Karlos Odum.,33,32
3:36,8,Official TV Timeout,33,32
3:36,8,Dusty Hannahs made Free Throw.,33,33
3:36,8,Dusty Hannahs made Free Throw.,33,34
3:19,2454,Dallas Moore made Jumper.,35,34
3:08,8,Dusty Hannahs missed Three Point Jumper.,35,34
3:08,8,Adrio Bailey Offensive Rebound.,35,34
2:58,8,Dusty Hannahs made Layup. Assisted by Moses Kingsley.,35,36
2:42,8,Foul on Adrio Bailey.,35,36
2:27,2454,Dallas Moore missed Three Point Jumper.,35,36
2:27,8,Daryl Macon Defensive Rebound.,35,36
2:16,8,Adrio Bailey made Layup. Assisted by Daryl Macon.,35,38
2:04,2454,Osborn Blount Turnover.,35,38
2:04,8,Daryl Macon Steal.,35,38
2:00,8,Daryl Macon made Layup.,35,40
2:00,2454,North Florida  Timeout,35,40
1:47,2454,Garrett Sams made Three Point Jumper. Assisted by Aaron Bodager.,38,40
1:35,2454,Foul on Romelo Banks.,38,40
1:35,8,Adrio Bailey missed Free Throw.,38,40
1:35,8,Arkansas Deadball Team Rebound.,38,40
1:35,8,Adrio Bailey made Free Throw.,38,41
1:21,2454,Romelo Banks missed Jumper.,38,41
1:21,2454,Wajid Aminu Offensive Rebound.,38,41
1:16,2454,Wajid Aminu made Jumper.,40,41
1:05,8,Dusty Hannahs made Three Point Jumper. Assisted by Jaylen Barford.,40,44
0:46,2454,Romelo Banks missed Jumper.,40,44
0:46,8,Dusty Hannahs Block.,40,44
0:46,2454,Garrett Sams Offensive Rebound.,40,44
0:44,8,Foul on Moses Kingsley.,40,44
0:44,2454,Garrett Sams made Free Throw.,41,44
0:44,2454,Garrett Sams made Free Throw.,42,44
0:28,8,Daryl Macon Turnover.,42,44
0:04,8,Foul on Daryl Macon.,42,44
0:04,2454,Dallas Moore made Free Throw.,43,44
0:04,2454,Dallas Moore made Free Throw.,44,44
0:01,8,Dusty Hannahs Turnover.,44,44
0:01,2454,Aaron Bodager Steal.,44,44
0:00,8,End of 1st half,44,44
20:00,8,Jump Ball won by Arkansas,44,44
19:41,2454,Foul on Romelo Banks.,44,44
19:41,8,Moses Kingsley missed Free Throw.,44,44
19:41,8,Arkansas Deadball Team Rebound.,44,44
19:41,8,Moses Kingsley made Free Throw.,44,45
19:29,2454,Wajid Aminu missed Jumper.,44,45
19:29,8,Dusty Hannahs Defensive Rebound.,44,45
19:16,8,Dusty Hannahs Turnover.,44,45
19:16,2454,Wajid Aminu Steal.,44,45
19:07,2454,Romelo Banks made Jumper.,46,45
18:49,8,Jaylen Barford missed Jumper.,46,45
18:49,8,Jaylen Barford Offensive Rebound.,46,45
18:44,8,Jaylen Barford made Jumper.,46,47
18:19,2454,Dallas Moore made Layup. Assisted by Wajid Aminu.,48,47
18:05,8,Jaylen Barford missed Jumper.,48,47
18:05,2454,Dallas Moore Defensive Rebound.,48,47
17:57,2454,Garrett Sams missed Three Point Jumper.,48,47
17:57,8,Dustin Thomas Defensive Rebound.,48,47
17:47,8,Jaylen Barford missed Jumper.,48,47
17:47,8,Moses Kingsley Offensive Rebound.,48,47
17:28,8,Anton Beard made Jumper.,48,49
17:24,2454,Garrett Sams made Layup.,50,49
17:24,2454,North Florida  Timeout,50,49
17:07,8,Dusty Hannahs made Three Point Jumper. Assisted by Dustin Thomas.,50,52
16:46,8,Foul on Dustin Thomas.,50,52
16:43,2454,Aaron Bodager made Three Point Jumper. Assisted by Dallas Moore.,53,52
16:24,8,Dustin Thomas missed Layup.,53,52
16:24,2454,Nick Malonga Defensive Rebound.,53,52
16:17,2454,Nick Malonga Turnover.,53,52
16:17,8,Daryl Macon Steal.,53,52
16:12,8,Moses Kingsley Turnover.,53,52
15:49,2454,Dallas Moore missed Jumper.,53,52
15:49,8,Moses Kingsley Defensive Rebound.,53,52
15:48,8,Dusty Hannahs missed Three Point Jumper.,53,52
15:48,8,Arkansas Deadball Team Rebound.,53,52
15:48,2454,Foul on Karlos Odum.,53,52
15:48,8,Official TV Timeout,53,52
15:30,8,Moses Kingsley made Layup. Assisted by Anton Beard.,53,54
15:17,2454,Foul on Karlos Odum.,53,54
15:17,2454,Karlos Odum Turnover.,53,54
15:03,8,Anton Beard Turnover.,53,54
14:36,2454,Aaron Bodager made Three Point Jumper.,56,54
14:24,8,Daryl Macon Turnover.,56,54
14:19,2454,Karlos Odum Turnover.,56,54
14:19,8,Anton Beard Steal.,56,54
14:17,8,Moses Kingsley missed Jumper.,56,54
14:17,8,Dustin Thomas Offensive Rebound.,56,54
14:16,2454,Foul on Nick Malonga.,56,54
14:07,8,Moses Kingsley made Jumper. Assisted by Manuale Watkins.,56,56
13:45,2454,Nick Malonga made Three Point Jumper. Assisted by Dallas Moore.,59,56
13:27,8,Manuale Watkins made Jumper. Assisted by Dusty Hannahs.,59,58
13:02,2454,Dallas Moore made Layup.,61,58
12:49,2454,Foul on Nick Malonga.,61,58
12:49,8,Dustin Thomas made Free Throw.,61,59
12:49,8,Dustin Thomas made Free Throw.,61,60
12:43,2454,Aaron Bodager Turnover.,61,60
12:43,8,Jaylen Barford Steal.,61,60
12:38,8,Anton Beard missed Layup.,61,60
12:38,8,Manuale Watkins Offensive Rebound.,61,60
12:32,8,Manuale Watkins made Jumper.,61,62
12:32,8,Foul on Trey Thompson.,61,62
12:32,2454,Dallas Moore made Free Throw.,62,62
12:32,2454,Dallas Moore made Free Throw.,63,62
12:02,8,Jaylen Barford made Three Point Jumper.,63,65
12:02,2454,Garrett Sams Turnover.,63,65
12:02,8,Trey Thompson Steal.,63,65
12:02,8,Anton Beard missed Three Point Jumper.,63,65
12:02,8,Jaylen Barford Offensive Rebound.,63,65
11:43,8,Official TV Timeout,63,65
11:19,8,Jaylen Barford missed Three Point Jumper.,63,65
11:19,8,Manuale Watkins Offensive Rebound.,63,65
11:08,8,Jaylen Barford made Jumper. Assisted by Daryl Macon.,63,67
10:50,8,Foul on Arlando Cook.,63,67
10:50,2454,Romelo Banks missed Free Throw.,63,67
10:50,2454,North Florida Deadball Team Rebound.,63,67
10:50,2454,Romelo Banks missed Free Throw.,63,67
10:50,8,Daryl Macon Defensive Rebound.,63,67
10:44,8,Arlando Cook missed Jumper.,63,67
10:44,2454,Dallas Moore Defensive Rebound.,63,67
10:33,2454,Dallas Moore missed Three Point Jumper.,63,67
10:33,2454,Romelo Banks Offensive Rebound.,63,67
10:29,2454,Romelo Banks Turnover.,63,67
10:29,8,Jaylen Barford Steal.,63,67
10:28,8,Arkansas  Timeout,63,67
10:13,8,Daryl Macon made Three Point Jumper.,63,70
10:06,2454,Aaron Bodager Turnover.,63,70
9:59,8,Daryl Macon made Three Point Jumper. Assisted by Jaylen Barford.,63,73
9:47,2454,Aaron Bodager Turnover.,63,73
9:47,2454,North Florida  Timeout,63,73
9:27,8,Daryl Macon missed Three Point Jumper.,63,73
9:27,2454,Aaron Bodager Defensive Rebound.,63,73
9:18,8,Foul on Daryl Macon.,63,73
9:18,2454,Dallas Moore made Free Throw.,64,73
9:18,2454,Dallas Moore made Free Throw.,65,73
9:06,2454,Foul on Dallas Moore.,65,73
9:02,2454,Foul on Nick Malonga.,65,73
9:02,8,Daryl Macon made Free Throw.,65,74
9:02,8,Daryl Macon made Free Throw.,65,75
8:53,2454,Aaron Bodager made Three Point Jumper. Assisted by Wajid Aminu.,68,75
8:34,2454,Foul on Nick Malonga.,68,75
8:34,8,Manuale Watkins missed Free Throw.,68,75
8:34,8,Arkansas Deadball Team Rebound.,68,75
8:34,8,Manuale Watkins made Free Throw.,68,76
8:28,2454,Garrett Sams Turnover.,68,76
8:28,8,Manuale Watkins Steal.,68,76
8:28,2454,Foul on Garrett Sams.,68,76
8:26,8,Trey Thompson made Layup. Assisted by Daryl Macon.,68,78
8:04,2454,Dallas Moore missed Three Point Jumper.,68,78
8:04,8,Jaylen Barford Defensive Rebound.,68,78
7:53,2454,Foul on Romelo Banks.,68,78
7:53,8,Official TV Timeout,68,78
7:53,8,Trey Thompson missed Free Throw.,68,78
7:53,8,Arkansas Deadball Team Rebound.,68,78
7:53,8,Trey Thompson made Free Throw.,68,79
7:21,2454,Wajid Aminu made Three Point Jumper. Assisted by Aaron Bodager.,71,79
6:59,8,Daryl Macon missed Three Point Jumper.,71,79
6:59,8,Trey Thompson Offensive Rebound.,71,79
6:38,8,Jaylen Barford missed Jumper.,71,79
6:38,8,Arlando Cook Offensive Rebound.,71,79
6:27,8,Jaylen Barford missed Three Point Jumper.,71,79
6:27,2454,North Florida Defensive Rebound.,71,79
5:55,2454,Dallas Moore made Jumper.,73,79
5:42,8,Jaylen Barford Turnover.,73,79
5:37,2454,Dallas Moore missed Three Point Jumper.,73,79
5:37,8,Moses Kingsley Defensive Rebound.,73,79
5:37,8,Moses Kingsley Turnover.,73,79
5:33,8,Foul on Manuale Watkins.,73,79
5:33,2454,Wajid Aminu missed Free Throw.,73,79
5:33,2454,North Florida Deadball Team Rebound.,73,79
5:33,2454,Wajid Aminu missed Free Throw.,73,79
5:33,8,Moses Kingsley Defensive Rebound.,73,79
5:23,8,Dustin Thomas Turnover.,73,79
5:05,2454,Aaron Bodager missed Three Point Jumper.,73,79
5:05,8,Moses Kingsley Defensive Rebound.,73,79
4:52,8,Manuale Watkins missed Jumper.,73,79
4:52,8,Dustin Thomas Offensive Rebound.,73,79
4:52,2454,Foul on Garrett Sams.,73,79
4:52,8,Dustin Thomas made Free Throw.,73,80
4:52,8,Dustin Thomas made Free Throw.,73,81
4:31,2454,Wajid Aminu Turnover.,73,81
4:31,8,Manuale Watkins Steal.,73,81
4:25,8,Anton Beard made Layup. Assisted by Manuale Watkins.,73,83
3:54,2454,Garrett Sams missed Three Point Jumper.,73,83
3:54,8,Dustin Thomas Defensive Rebound.,73,83
3:45,8,Dusty Hannahs made Jumper. Assisted by Manuale Watkins.,73,85
3:30,2454,Dallas Moore made Layup.,75,85
3:22,2454,Foul on Aaron Bodager.,75,85
3:22,8,Official TV Timeout,75,85
3:22,8,Dusty Hannahs made Free Throw.,75,86
3:22,8,Dusty Hannahs made Free Throw.,75,87
3:01,2454,CJ Fisher missed Jumper.,75,87
3:01,8,Dustin Thomas Defensive Rebound.,75,87
2:46,8,Dusty Hannahs missed Three Point Jumper.,75,87
2:46,2454,Romelo Banks Defensive Rebound.,75,87
2:24,2454,Romelo Banks missed Jumper.,75,87
2:24,8,Moses Kingsley Block.,75,87
2:24,8,Dustin Thomas Defensive Rebound.,75,87
2:17,2454,Foul on CJ Fisher.,75,87
2:17,8,Manuale Watkins made Free Throw.,75,88
2:17,8,Manuale Watkins made Free Throw.,75,89
2:08,8,Foul on Moses Kingsley.,75,89
1:51,2454,CJ Fisher Turnover.,75,89
1:51,8,Dustin Thomas Steal.,75,89
1:43,8,Manuale Watkins missed Jumper.,75,89
1:43,2454,Benedikt Haid Defensive Rebound.,75,89
1:30,2454,Benedikt Haid missed Three Point Jumper.,75,89
1:30,8,Moses Kingsley Defensive Rebound.,75,89
1:13,8,Moses Kingsley made Jumper. Assisted by Dusty Hannahs.,75,91
0:53,8,Foul on Moses Kingsley.,75,91
0:53,2454,Karlos Odum made Free Throw.,76,91
0:53,2454,Karlos Odum missed Free Throw.,76,91
0:53,2454,Garrett Sams Offensive Rebound.,76,91
0:49,2454,Garrett Sams missed Three Point Jumper.,76,91
0:49,8,Arkansas Defensive Rebound.,76,91
0:23,8,Anton Beard missed Three Point Jumper.,76,91
0:23,2454,North Florida Defensive Rebound.,76,91
0:00,8,End of Game,76,91
