Texas A&amp;M-Intl,Error,Incarnate Word,2916
10:46,-1,Bunja Yaboe missed Free Throw.,16,24
10:46,2916,Simi Socks Defensive Rebound.,16,24
10:23,2916,Simi Socks made Dunk.,16,26
10:00,-1,Bunja Yaboe made Jumper.,18,26
10:00,2916,Foul on Simi Socks.,18,26
10:00,-1,Bunja Yaboe missed Free Throw.,18,26
10:00,2916,Shawn Johnson Defensive Rebound.,18,26
9:44,-1,Foul on Fabian MacDonald.,18,26
9:21,2916,Shawn Johnson missed Three Point Jumper.,18,26
9:21,-1,Fabian MacDonald Defensive Rebound.,18,26
9:06,-1,Fabian MacDonald made Three Point Jumper. Assisted by Kamari Robinson.,21,26
8:48,2916,Tyler Singleton Turnover.,21,26
8:47,-1,Kamari Robinson Steal.,21,26
8:43,-1,Jake Eynon missed Three Point Jumper.,21,26
8:43,2916,Myles Thornton Defensive Rebound.,21,26
8:32,2916,Shawn Johnson missed Three Point Jumper.,21,26
8:32,-1,Fabian MacDonald Defensive Rebound.,21,26
8:12,-1,Kamari Robinson missed Layup.,21,26
8:12,2916,Tyler Singleton Defensive Rebound.,21,26
8:11,-1,Foul on Fabian MacDonald.,21,26
8:00,2916,Sam Burmeister Turnover.,21,26
7:58,-1,Kenny Hatch Steal.,21,26
7:49,-1,Kenny Hatch made Layup.,23,26
7:38,2916,Shawn Johnson made Dunk.,23,28
7:19,-1,Denzel Bellot missed Three Point Jumper.,23,28
7:19,2916,Jalin Hart Defensive Rebound.,23,28
7:10,-1,Foul on Greg Mason.,23,28
7:10,2916,Official TV Timeout,23,28
7:10,2916,Tyler Singleton made Free Throw.,23,29
7:10,2916,Tyler Singleton missed Free Throw.,23,29
7:10,-1,Bunja Yaboe Defensive Rebound.,23,29
6:56,-1,Kamari Robinson missed Three Point Jumper.,23,29
6:56,2916,Myles Thornton Defensive Rebound.,23,29
6:45,2916,Jalin Hart made Three Point Jumper. Assisted by Sam Burmeister.,23,32
6:31,-1,Arthur Santanna missed Three Point Jumper.,23,32
6:31,-1,Texas A&M-International Offensive Rebound.,23,32
6:22,-1,Arthur Santanna made Layup.,25,32
6:00,2916,Myles Thornton missed Three Point Jumper.,25,32
6:00,-1,Bunja Yaboe Defensive Rebound.,25,32
5:49,-1,Jordan VanDeKop missed Jumper.,25,32
5:49,-1,Jordan VanDeKop Offensive Rebound.,25,32
5:46,-1,Jordan VanDeKop Turnover.,25,32
5:46,2916,Foul on Sam Burmeister.,25,32
5:46,-1,Jordan VanDeKop made Free Throw.,26,32
5:25,2916,Tyler Singleton made Jumper.,26,34
5:12,-1,Jordan VanDeKop made Layup. Assisted by Kenny Hatch.,28,34
4:57,2916,Sam Burmeister made Three Point Jumper. Assisted by Jorden Kite.,28,37
4:34,-1,Arthur Santanna missed Three Point Jumper.,28,37
4:34,2916,Incarnate Word Defensive Rebound.,28,37
4:32,-1,Foul on Jordan VanDeKop.,28,37
4:32,2916,Sam Burmeister missed Free Throw.,28,37
4:32,-1,Bunja Yaboe Defensive Rebound.,28,37
4:21,-1,Bunja Yaboe Turnover.,28,37
4:20,2916,Tyler Singleton Steal.,28,37
4:14,2916,Jalin Hart missed Three Point Jumper.,28,37
4:14,2916,Incarnate Word Defensive Rebound.,28,37
4:13,-1,Foul on Bunja Yaboe.,28,37
4:13,2916,Official TV Timeout,28,37
4:13,2916,Myles Thornton made Free Throw.,28,38
4:13,2916,Myles Thornton made Free Throw.,28,39
4:02,2916,Foul on Jorden Kite.,28,39
4:02,-1,Bunja Yaboe missed Free Throw.,28,39
4:02,-1,Texas A&M-International Deadball Team Rebound.,28,39
4:02,-1,Bunja Yaboe missed Free Throw.,28,39
4:02,2916,Shawn Johnson Defensive Rebound.,28,39
3:52,2916,Tyler Singleton Turnover.,28,39
3:50,-1,Kenny Hatch Steal.,28,39
3:46,-1,Jordan VanDeKop Turnover.,28,39
3:46,2916,Foul on Shawn Johnson.,28,39
3:46,-1,Kenny Hatch made Free Throw.,29,39
3:29,2916,Jorden Kite made Jumper.,29,41
3:14,-1,Arthur Santanna Turnover.,29,41
2:55,2916,Sam Burmeister missed Layup.,29,41
2:55,-1,Jordan VanDeKop Defensive Rebound.,29,41
2:42,-1,Greg Mason Turnover.,29,41
2:40,2916,Shawn Johnson Steal.,29,41
2:36,-1,Foul on Fabian MacDonald.,29,41
2:36,2916,Sam Burmeister made Free Throw.,29,42
2:36,2916,Sam Burmeister made Free Throw.,29,43
2:24,-1,Kamari Robinson made Three Point Jumper. Assisted by Kenny Hatch.,32,43
1:50,2916,Shawn Johnson missed Jumper.,32,43
1:50,2916,Shawn Johnson Offensive Rebound.,32,43
1:49,-1,Foul on Denzel Bellot.,32,43
1:49,2916,Shawn Johnson made Free Throw.,32,44
1:49,2916,Shawn Johnson made Free Throw.,32,45
1:37,2916,Foul on Myles Thornton.,32,45
1:37,-1,Kamari Robinson missed Free Throw.,32,45
1:37,-1,Texas A&M-International Deadball Team Rebound.,32,45
1:37,-1,Kamari Robinson missed Free Throw.,32,45
1:37,-1,Texas A&M-International Defensive Rebound.,32,45
1:11,-1,Fabian MacDonald missed Three Point Jumper.,32,45
1:11,2916,Shawn Johnson Defensive Rebound.,32,45
1:06,-1,Foul on Kamari Robinson.,32,45
1:06,2916,Shawn Johnson made Free Throw.,32,46
1:06,2916,Shawn Johnson made Free Throw.,32,47
0:55,2916,Foul on Phillip Johnson.,32,47
0:55,-1,Fabian MacDonald made Free Throw.,33,47
0:55,-1,Fabian MacDonald missed Free Throw.,33,47
0:55,2916,Phillip Johnson Defensive Rebound.,33,47
0:52,2916,Incarnate Word  Timeout,33,47
0:31,2916,Phillip Johnson Turnover.,33,47
0:29,-1,Fabian MacDonald Steal.,33,47
0:05,-1,Kenny Hatch Turnover.,33,47
0:00,2916,End of 1st half,33,47
19:41,-1,Denzel Bellot missed Three Point Jumper.,33,47
19:41,-1,Greg Mason Offensive Rebound.,33,47
19:28,-1,Greg Mason missed Layup.,33,47
19:28,2916,Devin Wyatt Defensive Rebound.,33,47
19:10,-1,Foul on Greg Mason.,33,47
19:08,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,33,49
18:52,2916,Foul on Jalin Hart.,33,49
18:52,-1,Kenny Hatch missed Free Throw.,33,49
18:52,-1,Texas A&M-International Deadball Team Rebound.,33,49
18:52,-1,Kenny Hatch made Free Throw.,34,49
18:35,-1,Foul on Bunja Yaboe.,34,49
18:35,2916,Devin Wyatt made Free Throw.,34,50
18:35,2916,Devin Wyatt missed Free Throw.,34,50
18:35,-1,Bunja Yaboe Defensive Rebound.,34,50
18:19,2916,Foul on Jorden Kite.,34,50
18:19,-1,Bunja Yaboe missed Free Throw.,34,50
18:19,-1,Texas A&M-International Deadball Team Rebound.,34,50
18:19,-1,Bunja Yaboe made Free Throw.,35,50
17:57,2916,Jorden Kite made Jumper.,35,52
17:39,-1,Denzel Bellot made Jumper.,37,52
17:21,-1,Foul on Arthur Santanna.,37,52
17:21,2916,Simi Socks made Free Throw.,37,53
17:21,2916,Simi Socks made Free Throw.,37,54
17:09,-1,Kenny Hatch made Three Point Jumper. Assisted by Denzel Bellot.,40,54
16:52,-1,Foul on Bunja Yaboe.,40,54
16:52,2916,Jorden Kite made Free Throw.,40,55
16:52,2916,Jorden Kite made Free Throw.,40,56
16:30,2916,Foul on Devin Wyatt.,40,56
16:30,-1,Kamari Robinson made Free Throw.,41,56
16:30,-1,Kamari Robinson missed Free Throw.,41,56
16:30,2916,Simi Socks Defensive Rebound.,41,56
16:27,2916,Devin Wyatt made Dunk. Assisted by Jalin Hart.,41,58
16:01,-1,Jordan VanDeKop missed Layup.,41,58
16:01,-1,Kamari Robinson Offensive Rebound.,41,58
15:55,-1,Kamari Robinson missed Layup.,41,58
15:55,2916,Devin Wyatt Block.,41,58
15:54,-1,Texas A&M-International Offensive Rebound.,41,58
15:54,2916,Official TV Timeout,41,58
15:39,-1,Denzel Bellot missed Layup.,41,58
15:39,2916,Devin Wyatt Defensive Rebound.,41,58
15:31,2916,Foul on Devin Wyatt.,41,58
15:31,2916,Devin Wyatt Turnover.,41,58
15:27,-1,Texas A&M-International  Timeout,41,58
15:04,-1,Kamari Robinson missed Layup.,41,58
15:04,-1,Kamari Robinson Offensive Rebound.,41,58
14:52,-1,Kamari Robinson missed Three Point Jumper.,41,58
14:52,2916,Simi Socks Defensive Rebound.,41,58
14:42,2916,Shawn Johnson missed Layup.,41,58
14:42,2916,Jalin Hart Offensive Rebound.,41,58
14:38,2916,Jalin Hart missed Jumper.,41,58
14:38,-1,Fabian MacDonald Defensive Rebound.,41,58
14:08,-1,Jordan VanDeKop made Jumper. Assisted by Kenny Hatch.,43,58
13:41,2916,Simi Socks missed Layup.,43,58
13:41,-1,Jordan VanDeKop Defensive Rebound.,43,58
13:25,-1,Fabian MacDonald missed Three Point Jumper.,43,58
13:25,2916,Shawn Johnson Defensive Rebound.,43,58
13:01,-1,Foul on Jeremy Wright.,43,58
12:55,2916,Simi Socks made Jumper.,43,60
12:35,-1,Bunja Yaboe made Layup. Assisted by Denzel Bellot.,45,60
12:20,2916,Shawn Johnson Turnover.,45,60
12:18,-1,Jordan VanDeKop Steal.,45,60
12:13,-1,Jordan VanDeKop missed Three Point Jumper.,45,60
12:13,2916,Shawn Johnson Defensive Rebound.,45,60
11:58,2916,Jerred Kite Turnover.,45,60
11:58,-1,Jeremy Wright Steal.,45,60
11:58,2916,Official TV Timeout,45,60
11:41,2916,Foul on Jerred Kite.,45,60
11:41,-1,Foul on Kenny Hatch.,45,60
11:41,-1,Kenny Hatch Turnover.,45,60
11:21,-1,Foul on Denzel Bellot.,45,60
11:21,2916,Incarnate Word  Timeout,45,60
11:21,2916,Shawn Johnson made Free Throw.,45,61
11:21,2916,Shawn Johnson made Free Throw.,45,62
10:58,-1,Jordan VanDeKop missed Jumper.,45,62
10:58,2916,Simi Socks Defensive Rebound.,45,62
10:42,2916,Tyler Singleton made Jumper. Assisted by Jerred Kite.,45,64
10:30,-1,Jeremy Wright missed Three Point Jumper.,45,64
10:30,2916,Sam Burmeister Defensive Rebound.,45,64
10:02,2916,Simi Socks missed Jumper.,45,64
10:02,2916,Jerred Kite Offensive Rebound.,45,64
9:37,-1,Foul on Bunja Yaboe.,45,64
9:37,2916,Jerred Kite made Free Throw.,45,65
9:37,2916,Jerred Kite made Free Throw.,45,66
9:26,-1,Kamari Robinson Turnover.,45,66
9:01,2916,Sam Burmeister missed Three Point Jumper.,45,66
9:01,-1,Jeremy Wright Defensive Rebound.,45,66
8:40,-1,Greg Mason made Layup.,47,66
8:21,2916,Shawn Johnson missed Three Point Jumper.,47,66
8:21,-1,Greg Mason Defensive Rebound.,47,66
8:09,-1,Denzel Bellot made Three Point Jumper. Assisted by Jeremy Wright.,50,66
7:51,2916,Sam Burmeister made Layup. Assisted by Tyler Singleton.,50,68
7:34,-1,Denzel Bellot missed Three Point Jumper.,50,68
7:34,2916,Sam Burmeister Defensive Rebound.,50,68
7:12,2916,Phillip Johnson Turnover.,50,68
7:10,-1,Kamari Robinson Steal.,50,68
7:04,-1,Jeremy Wright missed Layup.,50,68
7:04,-1,Denzel Bellot Offensive Rebound.,50,68
6:41,2916,Shawn Johnson Block.,50,68
6:39,2916,Shawn Johnson Offensive Rebound.,50,68
6:26,2916,Tyler Singleton missed Jumper.,50,68
6:26,2916,Shawn Johnson Offensive Rebound.,50,68
6:17,2916,Phillip Johnson made Three Point Jumper.,50,71
6:01,-1,Bunja Yaboe made Layup. Assisted by Denzel Bellot.,52,71
5:57,2916,Official TV Timeout,52,71
5:46,-1,Foul on Denzel Bellot.,52,71
5:46,2916,Tyler Singleton made Free Throw.,52,72
5:46,2916,Tyler Singleton missed Free Throw.,52,72
5:46,-1,Bunja Yaboe Defensive Rebound.,52,72
5:32,-1,Jeremy Wright made Layup. Assisted by Denzel Bellot.,54,72
5:07,2916,Jerred Kite Turnover.,54,72
5:07,-1,Denzel Bellot Steal.,54,72
5:07,2916,Foul on Jerred Kite.,54,72
4:57,-1,Bunja Yaboe made Dunk. Assisted by Denzel Bellot.,56,72
4:32,2916,Tyler Singleton missed Layup.,56,72
4:32,-1,Denzel Bellot Defensive Rebound.,56,72
4:28,-1,Denzel Bellot Turnover.,56,72
4:27,2916,Shawn Johnson Steal.,56,72
4:25,2916,Simi Socks made Layup. Assisted by Shawn Johnson.,56,74
4:17,-1,Jeremy Wright Turnover.,56,74
4:04,2916,Tyler Singleton Turnover.,56,74
4:02,-1,Bunja Yaboe Steal.,56,74
3:53,2916,Foul on Shawn Johnson.,56,74
3:53,2916,Official TV Timeout,56,74
3:53,-1,Denzel Bellot missed Free Throw.,56,74
3:53,-1,Texas A&M-International Deadball Team Rebound.,56,74
3:53,-1,Denzel Bellot made Free Throw.,57,74
3:30,2916,Jorden Kite made Layup. Assisted by Jalin Hart.,57,76
3:30,-1,Bunja Yaboe made Layup.,59,76
3:30,2916,Tyler Singleton Turnover.,59,76
3:30,-1,Bunja Yaboe Steal.,59,76
3:30,-1,Bunja Yaboe made Layup.,61,76
3:30,2916,Incarnate Word  Timeout,61,76
2:44,2916,Shawn Johnson Turnover.,61,76
2:24,-1,Marcus Hall made Layup.,63,76
2:04,2916,Shawn Johnson made Three Point Jumper. Assisted by Jalin Hart.,63,79
1:46,-1,Arthur Santanna made Layup. Assisted by Jeremy Wright.,65,79
1:20,2916,Sam Burmeister made Jumper.,65,81
0:58,-1,Denzel Bellot made Three Point Jumper. Assisted by Marcus Hall.,68,81
0:54,-1,Texas A&M-International  Timeout,68,81
0:41,2916,Incarnate Word  Timeout,68,81
0:24,2916,Sam Burmeister made Layup.,68,83
0:24,-1,Denzel Bellot missed Free Throw.,68,83
0:24,2916,Sam Burmeister Defensive Rebound.,68,83
0:18,2916,Foul on Shawn Johnson.,68,83
0:00,2916,End of Game,68,83
