NJIT,2309,Kent State,2885
14:38,2309,Jalen Avery missed Three Point Jumper.,10,17
14:38,2309,Alonzo Walker Offensive Rebound.,10,17
14:31,2309,Jalen Avery missed Layup.,10,17
14:31,2885,Mohamed Bendary Block.,10,17
14:31,2309,Kent State Offensive Rebound.,10,17
14:14,2309,Jimmy Hall missed Jumper.,10,17
14:14,2309,Alonzo Walker Offensive Rebound.,10,17
13:56,2309,Jimmy Hall made Jumper. Assisted by Jalen Avery.,10,19
13:38,2885,Rob Ukawuba Turnover.,10,19
13:26,2309,Desmond Ridenour made Three Point Jumper. Assisted by Deon Edwin.,10,22
13:08,2885,Damon Lynn made Jumper.,12,22
12:59,2309,Deon Edwin missed Three Point Jumper.,12,22
12:59,2885,Anthony Tarke Defensive Rebound.,12,22
12:48,2885,Anthony Tarke missed Layup.,12,22
12:48,2309,Deon Edwin Defensive Rebound.,12,22
12:40,2885,Foul on Tim Coleman.,12,22
12:40,2309,Jerrelle DeBerry made Free Throw.,12,23
12:40,2309,Jerrelle DeBerry made Free Throw.,12,24
12:26,2885,Damon Lynn missed Three Point Jumper.,12,24
12:26,2309,Kent State Defensive Rebound.,12,24
12:07,2309,Desmond Ridenour made Three Point Jumper.,12,27
11:57,2309,Foul on Leo Edwards.,12,27
11:57,2309,Official TV Timeout,12,27
11:48,2309,Foul on Jaylin Walker.,12,27
11:38,2885,Anthony Tarke made Layup. Assisted by Damon Lynn.,14,27
11:21,2309,Deon Edwin made Jumper.,14,29
11:04,2309,Foul on Alonzo Walker.,14,29
11:04,2309,Foul on Deon Edwin.,14,29
11:04,2885,Rob Ukawuba missed Free Throw.,14,29
11:04,2885,Rob Ukawuba Offensive Rebound.,14,29
10:57,2885,Damon Lynn missed Three Point Jumper.,14,29
10:57,2885,Anthony Tarke Offensive Rebound.,14,29
10:53,2885,Anthony Tarke Turnover.,14,29
10:52,2309,Alonzo Walker Steal.,14,29
10:49,2309,Kevin Zabo Turnover.,14,29
10:27,2885,Anthony Tarke missed Three Point Jumper.,14,29
10:27,2885,NJIT Offensive Rebound.,14,29
10:21,2885,Rob Ukawuba Turnover.,14,29
10:06,2309,Jaylin Walker made Three Point Jumper. Assisted by Kevin Zabo.,14,32
9:57,2885,Ron Alston made Three Point Jumper. Assisted by Damon Lynn.,17,32
9:37,2309,Kevin Zabo missed Jumper.,17,32
9:37,2309,Jimmy Hall Offensive Rebound.,17,32
9:33,2309,Jimmy Hall made Jumper.,17,34
9:12,2885,Anthony Tarke made Three Point Jumper. Assisted by Rob Ukawuba.,20,34
8:57,2309,Jimmy Hall made Jumper.,20,36
8:44,2885,Rob Ukawuba missed Layup.,20,36
8:44,2885,Mohamed Bendary Offensive Rebound.,20,36
8:42,2885,Mohamed Bendary missed Layup.,20,36
8:42,2309,Desmond Ridenour Defensive Rebound.,20,36
8:36,2309,Alonzo Walker Turnover.,20,36
8:22,2885,Rob Ukawuba Turnover.,20,36
8:09,2309,Adonis De La Rosa Turnover.,20,36
8:02,2885,Damon Lynn made Layup.,22,36
7:43,2309,Desmond Ridenour missed Layup.,22,36
7:43,2885,Abdul Lewis Defensive Rebound.,22,36
7:40,2885,Damon Lynn missed Three Point Jumper.,22,36
7:40,2885,Ron Alston Offensive Rebound.,22,36
7:32,2885,Tim Coleman missed Jumper.,22,36
7:32,2309,Kent State Defensive Rebound.,22,36
7:29,2309,Official TV Timeout,22,36
7:25,2309,Kevin Zabo made Layup.,22,38
7:04,2885,Anthony Tarke missed Three Point Jumper.,22,38
7:04,2309,Kent State Deadball Team Rebound.,22,38
7:01,2885,Foul on Rob Ukawuba.,22,38
6:44,2309,Jaylin Walker made Three Point Jumper. Assisted by Jimmy Hall.,22,41
6:18,2885,Abdul Lewis missed Jumper.,22,41
6:18,2309,Jimmy Hall Defensive Rebound.,22,41
6:08,2309,Jimmy Hall made Layup.,22,43
5:54,2885,Damon Lynn missed Three Point Jumper.,22,43
5:54,2309,Kent State Deadball Team Rebound.,22,43
5:36,2309,Leo Edwards missed Layup.,22,43
5:36,2309,Leo Edwards Offensive Rebound.,22,43
5:33,2309,Leo Edwards missed Jumper.,22,43
5:33,2885,NJIT Deadball Team Rebound.,22,43
5:17,2885,Mohamed Bendary made Layup. Assisted by Rob Ukawuba.,24,43
5:04,2309,Jaylin Walker missed Jumper.,24,43
5:04,2885,Osa Izevbuwa Defensive Rebound.,24,43
4:56,2885,Rob Ukawuba missed Jumper.,24,43
4:56,2885,Mohamed Bendary Offensive Rebound.,24,43
4:48,2885,Mohamed Bendary Turnover.,24,43
4:47,2309,Jerrelle DeBerry Steal.,24,43
4:24,2309,Jaylin Walker made Jumper.,24,45
3:55,2885,Damon Lynn missed Three Point Jumper.,24,45
3:55,2309,Jerrelle DeBerry Defensive Rebound.,24,45
3:41,2309,Jalen Avery Turnover.,24,45
3:41,2309,Official TV Timeout,24,45
3:21,2885,Osa Izevbuwa missed Layup.,24,45
3:21,2309,Jimmy Hall Defensive Rebound.,24,45
3:10,2309,Jimmy Hall made Jumper.,24,47
2:54,2885,Osa Izevbuwa made Three Point Jumper. Assisted by Mohamed Bendary.,27,47
2:34,2885,Foul on Mohamed Bendary.,27,47
2:20,2309,Jimmy Hall missed Jumper.,27,47
2:20,2885,Osa Izevbuwa Defensive Rebound.,27,47
2:05,2885,Tim Coleman missed Jumper.,27,47
2:05,2309,Desmond Ridenour Defensive Rebound.,27,47
1:54,2309,Alonzo Walker missed Jumper.,27,47
1:54,2885,Damon Lynn Defensive Rebound.,27,47
1:46,2885,Damon Lynn Turnover.,27,47
1:46,2309,Desmond Ridenour Steal.,27,47
1:33,2309,Kevin Zabo Turnover.,27,47
1:12,2885,Tim Coleman made Jumper.,29,47
1:00,2309,Kent State  Timeout,29,47
0:52,2309,Jaylin Walker missed Three Point Jumper.,29,47
0:52,2309,Mitch Peterson Offensive Rebound.,29,47
0:50,2309,Mitch Peterson Turnover.,29,47
0:50,2885,Osa Izevbuwa Steal.,29,47
0:48,2885,NJIT  Timeout,29,47
0:37,2885,Damon Lynn Turnover.,29,47
0:16,2309,Kevin Zabo Turnover.,29,47
0:16,2309,Foul on Kevin Zabo.,29,47
0:06,2309,Foul on Desmond Ridenour.,29,47
0:06,2885,Damon Lynn made Free Throw.,30,47
0:06,2885,Damon Lynn missed Free Throw.,30,47
0:06,2309,Jimmy Hall Defensive Rebound.,30,47
0:01,2309,Jaylin Walker missed Three Point Jumper.,30,47
0:01,2885,Abdul Lewis Defensive Rebound.,30,47
0:00,2309,End of 1st half,30,47
19:45,2309,Adonis De La Rosa made Jumper.,30,49
19:32,2885,Abdul Lewis made Layup. Assisted by Damon Lynn.,32,49
19:14,2309,Jimmy Hall made Jumper.,32,51
18:55,2885,Tim Coleman missed Three Point Jumper.,32,51
18:55,2885,Abdul Lewis Offensive Rebound.,32,51
18:52,2309,Foul on Adonis De La Rosa.,32,51
18:52,2885,Abdul Lewis missed Free Throw.,32,51
18:52,2885,NJIT Deadball Team Rebound.,32,51
18:52,2885,Abdul Lewis made Free Throw.,33,51
18:38,2309,Jimmy Hall Turnover.,33,51
18:22,2885,Damon Lynn made Jumper. Assisted by Rob Ukawuba.,35,51
18:04,2309,Jimmy Hall made Jumper.,35,53
17:44,2309,Foul on Kevin Zabo.,35,53
17:22,2885,Tim Coleman missed Jumper.,35,53
17:22,2309,Jimmy Hall Defensive Rebound.,35,53
17:10,2309,Jaylin Walker made Three Point Jumper. Assisted by Jimmy Hall.,35,56
16:50,2885,Rob Ukawuba missed Layup.,35,56
16:50,2309,Deon Edwin Defensive Rebound.,35,56
16:43,2309,Deon Edwin missed Layup.,35,56
16:43,2309,Jimmy Hall Offensive Rebound.,35,56
16:38,2309,Jimmy Hall Turnover.,35,56
16:37,2885,Damon Lynn Steal.,35,56
16:36,2885,Damon Lynn missed Three Point Jumper.,35,56
16:36,2885,Osa Izevbuwa Offensive Rebound.,35,56
16:31,2885,Damon Lynn missed Three Point Jumper.,35,56
16:31,2309,Jaylin Walker Defensive Rebound.,35,56
16:15,2309,Kevin Zabo missed Jumper.,35,56
16:15,2885,Tim Coleman Defensive Rebound.,35,56
16:08,2885,Damon Lynn made Three Point Jumper. Assisted by Rob Ukawuba.,38,56
15:55,2885,Foul on Tim Coleman.,38,56
15:55,2309,Official TV Timeout,38,56
15:55,2309,Jimmy Hall made Free Throw.,38,57
15:55,2309,Jimmy Hall made Free Throw.,38,58
15:32,2885,Abdul Lewis Turnover.,38,58
15:32,2885,Foul on Abdul Lewis.,38,58
15:15,2309,Deon Edwin Turnover.,38,58
15:14,2885,Anthony Tarke Steal.,38,58
15:02,2885,Osa Izevbuwa made Layup. Assisted by Damon Lynn.,40,58
14:49,2309,Deon Edwin Turnover.,40,58
14:48,2885,Osa Izevbuwa Steal.,40,58
14:45,2885,Osa Izevbuwa made Layup.,42,58
14:20,2309,Jaylin Walker missed Jumper.,42,58
14:20,2885,Abdul Lewis Defensive Rebound.,42,58
14:00,2885,Anthony Tarke missed Layup.,42,58
14:00,2309,Deon Edwin Defensive Rebound.,42,58
13:51,2309,Jimmy Hall missed Jumper.,42,58
13:51,2885,Anthony Tarke Defensive Rebound.,42,58
13:31,2885,Damon Lynn made Three Point Jumper.,45,58
13:31,2309,Foul on Jaylin Walker.,45,58
13:31,2885,Damon Lynn made Free Throw.,46,58
13:17,2309,Jimmy Hall Turnover.,46,58
13:16,2885,Damon Lynn Steal.,46,58
13:11,2885,Rob Ukawuba missed Layup.,46,58
13:11,2309,Kent State Defensive Rebound.,46,58
12:57,2309,Deon Edwin missed Jumper.,46,58
12:57,2885,Abdul Lewis Defensive Rebound.,46,58
12:48,2885,Rob Ukawuba missed Three Point Jumper.,46,58
12:48,2309,Jimmy Hall Defensive Rebound.,46,58
12:35,2309,Alonzo Walker made Layup. Assisted by Deon Edwin.,46,60
12:25,2885,Rob Ukawuba missed Three Point Jumper.,46,60
12:25,2885,Anthony Tarke Offensive Rebound.,46,60
12:21,2885,Anthony Tarke made Layup.,48,60
12:21,2309,Foul on Kevin Zabo.,48,60
12:21,2885,Anthony Tarke missed Free Throw.,48,60
12:21,2885,Damon Lynn Offensive Rebound.,48,60
12:15,2885,Damon Lynn missed Three Point Jumper.,48,60
12:15,2885,NJIT Offensive Rebound.,48,60
12:06,2885,Abdul Lewis missed Layup.,48,60
12:06,2309,Adonis De La Rosa Block.,48,60
12:05,2309,Adonis De La Rosa Defensive Rebound.,48,60
12:00,2309,Deon Edwin made Jumper. Assisted by Jalen Avery.,48,62
11:51,2885,Anthony Tarke Turnover.,48,62
11:51,2885,Foul on Anthony Tarke.,48,62
11:51,2309,Official TV Timeout,48,62
11:30,2309,Kevin Zabo missed Layup.,48,62
11:30,2309,Jimmy Hall Offensive Rebound.,48,62
11:27,2309,Jimmy Hall made Layup.,48,64
11:09,2885,Tim Coleman missed Three Point Jumper.,48,64
11:09,2885,Abdul Lewis Offensive Rebound.,48,64
11:05,2885,Abdul Lewis made Jumper.,50,64
10:47,2309,Kevin Zabo missed Three Point Jumper.,50,64
10:47,2885,Tim Coleman Defensive Rebound.,50,64
10:15,2885,Damon Lynn made Jumper.,52,64
10:09,2309,Jimmy Hall Turnover.,52,64
10:08,2885,Tim Coleman Steal.,52,64
10:06,2885,Damon Lynn made Three Point Jumper. Assisted by Anthony Tarke.,55,64
10:03,2309,Kent State  Timeout,55,64
9:55,2309,Deon Edwin Turnover.,55,64
9:55,2885,Tim Coleman Steal.,55,64
9:55,2309,Foul on Alonzo Walker.,55,64
9:44,2885,Tim Coleman Turnover.,55,64
9:31,2309,Jaylin Walker missed Three Point Jumper.,55,64
9:31,2885,Damon Lynn Defensive Rebound.,55,64
9:23,2885,Osa Izevbuwa missed Three Point Jumper.,55,64
9:23,2885,Anthony Tarke Offensive Rebound.,55,64
9:21,2309,Foul on Jimmy Hall.,55,64
9:17,2885,Abdul Lewis Turnover.,55,64
9:17,2309,Desmond Ridenour Steal.,55,64
9:00,2309,Kevin Zabo Turnover.,55,64
9:00,2885,Rob Ukawuba Steal.,55,64
8:46,2885,Anthony Tarke Turnover.,55,64
8:38,2309,Desmond Ridenour made Three Point Jumper.,55,67
8:28,2885,Abdul Lewis Turnover.,55,67
8:28,2885,Foul on Abdul Lewis.,55,67
8:11,2309,Desmond Ridenour Turnover.,55,67
7:54,2885,Damon Lynn missed Jumper.,55,67
7:54,2885,Mohamed Bendary Offensive Rebound.,55,67
7:52,2885,Anthony Tarke Turnover.,55,67
7:52,2885,Foul on Anthony Tarke.,55,67
7:52,2309,Official TV Timeout,55,67
7:37,2309,Deon Edwin missed Layup.,55,67
7:37,2309,Adonis De La Rosa Offensive Rebound.,55,67
7:35,2309,Adonis De La Rosa made Two Point Tip Shot.,55,69
7:10,2885,Rob Ukawuba missed Three Point Jumper.,55,69
7:10,2309,Adonis De La Rosa Defensive Rebound.,55,69
6:47,2309,Jaylin Walker missed Three Point Jumper.,55,69
6:47,2885,NJIT Deadball Team Rebound.,55,69
6:45,2309,Foul on Desmond Ridenour.,55,69
6:45,2885,Osa Izevbuwa made Free Throw.,56,69
6:45,2885,Osa Izevbuwa made Free Throw.,57,69
6:25,2309,Jaylin Walker made Jumper.,57,71
6:12,2885,Damon Lynn missed Three Point Jumper.,57,71
6:12,2309,Jaylin Walker Defensive Rebound.,57,71
5:44,2309,Jimmy Hall Turnover.,57,71
5:16,2885,Damon Lynn made Jumper.,59,71
4:51,2309,Jimmy Hall Turnover.,59,71
4:51,2309,Foul on Jimmy Hall.,59,71
4:42,2885,Damon Lynn missed Three Point Jumper.,59,71
4:42,2309,Deon Edwin Defensive Rebound.,59,71
4:33,2309,Desmond Ridenour missed Three Point Jumper.,59,71
4:33,2309,Desmond Ridenour Offensive Rebound.,59,71
4:29,2309,Jalen Avery missed Three Point Jumper.,59,71
4:29,2885,Damon Lynn Defensive Rebound.,59,71
4:07,2885,Osa Izevbuwa Turnover.,59,71
4:03,2885,Foul on Tim Coleman.,59,71
4:03,2309,Jimmy Hall made Free Throw.,59,72
4:03,2309,Jimmy Hall made Free Throw.,59,73
3:55,2309,Foul on Jaylin Walker.,59,73
3:55,2309,Official TV Timeout,59,73
3:55,2885,Osa Izevbuwa made Free Throw.,60,73
3:55,2885,Osa Izevbuwa made Free Throw.,61,73
3:41,2309,Jaylin Walker made Three Point Jumper. Assisted by Jimmy Hall.,61,76
3:32,2885,Anthony Tarke missed Three Point Jumper.,61,76
3:32,2309,Desmond Ridenour Defensive Rebound.,61,76
3:00,2309,Jimmy Hall missed Jumper.,61,76
3:00,2309,Jaylin Walker Offensive Rebound.,61,76
2:55,2309,Jaylin Walker Turnover.,61,76
2:54,2885,Anthony Tarke Steal.,61,76
2:46,2885,Anthony Tarke made Layup.,63,76
2:45,2885,NJIT  Timeout,63,76
2:36,2309,Jimmy Hall Turnover.,63,76
2:35,2885,Anthony Tarke Steal.,63,76
2:33,2885,Damon Lynn missed Three Point Jumper.,63,76
2:33,2309,Kevin Zabo Defensive Rebound.,63,76
2:26,2309,Kent State  Timeout,63,76
2:13,2309,Kevin Zabo missed Jumper.,63,76
2:13,2309,Jimmy Hall Offensive Rebound.,63,76
2:12,2885,Foul on Anthony Tarke.,63,76
2:12,2309,Jimmy Hall made Free Throw.,63,77
2:12,2309,Jimmy Hall made Free Throw.,63,78
2:05,2885,Chris Jenkins missed Three Point Jumper.,63,78
2:05,2309,Desmond Ridenour Defensive Rebound.,63,78
1:37,2309,Deon Edwin made Three Point Jumper. Assisted by Desmond Ridenour.,63,81
1:23,2309,Foul on Jaylin Walker.,63,81
1:23,2885,Damon Lynn made Free Throw.,64,81
1:23,2885,Damon Lynn made Free Throw.,65,81
1:21,2885,Foul on Ron Alston.,65,81
1:21,2309,Jaylin Walker made Free Throw.,65,82
1:21,2309,Jaylin Walker made Free Throw.,65,83
1:14,2309,Foul on Deon Edwin.,65,83
1:13,2885,Osa Izevbuwa made Free Throw.,67,83
1:13,2885,Osa Izevbuwa made Free Throw.,66,83
1:07,2885,NJIT  Timeout,67,83
1:07,2309,Jimmy Hall Turnover.,67,83
1:07,2885,Anthony Tarke made Layup.,69,83
1:06,2885,NJIT  Timeout,69,83
1:05,2309,Kent State  Turnover.,69,83
1:04,2885,Damon Lynn missed Three Point Jumper.,69,83
1:02,2885,Chris Jenkins Offensive Rebound.,69,83
1:00,2885,Chris Jenkins made Jumper.,71,83
0:47,2885,Foul on Ron Alston.,71,83
0:47,2309,Jimmy Hall made Free Throw.,71,84
0:47,2309,Jimmy Hall made Free Throw.,71,85
0:40,2885,Osa Izevbuwa missed Jumper.,71,85
0:40,2309,Adonis De La Rosa Block.,71,85
0:39,2885,NJIT Offensive Rebound.,71,85
0:35,2885,Damon Lynn Turnover.,71,85
0:34,2309,Jalen Avery Steal.,71,85
0:03,2309,Jalen Avery made Layup. Assisted by Deon Edwin.,71,87
0:00,2309,End of Game,71,87
