Florida College,Error,New Orleans,2443
13:00,2443,Foul on Coleman Edwards.,8,13
12:56,-1,Kent Hegarty missed Three Point Jumper.,8,13
12:56,2443,Erik Thomas Defensive Rebound.,8,13
12:51,2443,Erik Thomas Turnover.,8,13
12:51,2443,Foul on Erik Thomas.,8,13
12:46,2443,Foul on Christavious Gill.,8,13
12:44,-1,Anthony Allen made Layup. Assisted by Kent Hegarty.,10,13
12:44,2443,Foul on Tevin Broyles.,10,13
12:44,-1,Anthony Allen missed Free Throw.,10,13
12:44,2443,Jorge Rosa Defensive Rebound.,10,13
12:34,-1,Foul on Jordan Benjamin.,10,13
12:18,2443,Travin Thibodeaux Turnover.,10,13
12:16,-1,Anthony Allen Steal.,10,13
12:13,-1,Zach Brock missed Three Point Jumper.,10,13
12:13,2443,Christavious Gill Defensive Rebound.,10,13
11:59,2443,Jorge Rosa missed Three Point Jumper.,10,13
11:58,2443,Tevin Broyles made Layup.,10,15
11:58,2443,Tevin Broyles Offensive Rebound.,10,15
11:42,-1,Louis Martinez Turnover.,10,15
11:42,-1,Foul on Louis Martinez.,10,15
11:42,2443,Official TV Timeout,10,15
11:34,2443,Jorge Rosa missed Three Point Jumper.,10,15
11:34,-1,Anthony Allen Defensive Rebound.,10,15
11:19,-1,Eddie Moralobo missed Layup.,10,15
11:19,2443,Travin Thibodeaux Defensive Rebound.,10,15
11:06,-1,Foul on Eddie Moralobo.,10,15
11:06,2443,Travin Thibodeaux missed Free Throw.,10,15
11:06,2443,Erik Thomas Offensive Rebound.,10,15
11:02,2443,Erik Thomas made Layup.,10,17
10:52,-1,Kent Hegarty missed Three Point Jumper.,10,17
10:52,-1,Kerwiken Morpas Offensive Rebound.,10,17
10:33,-1,Kent Hegarty made Layup. Assisted by Anthony Allen.,12,17
10:12,2443,Jorge Rosa made Three Point Jumper. Assisted by Tevin Broyles.,12,20
9:54,2443,Foul on Erik Thomas.,12,20
9:54,-1,Anthony Allen made Free Throw.,13,20
9:54,-1,Anthony Allen made Free Throw.,14,20
9:28,2443,Makur Puou missed Jumper.,14,20
9:28,-1,Dustin Dunham Defensive Rebound.,14,20
9:06,-1,Kent Hegarty missed Jumper.,14,20
9:06,2443,Makur Puou Defensive Rebound.,14,20
8:59,2443,Travin Thibodeaux Turnover.,14,20
8:47,-1,Kent Hegarty Turnover.,14,20
8:36,2443,Christavious Gill missed Three Point Jumper.,14,20
8:36,-1,Anthony Allen Defensive Rebound.,14,20
8:22,-1,Dustin Dunham missed Three Point Jumper.,14,20
8:22,-1,Anthony Allen Offensive Rebound.,14,20
7:55,-1,Dustin Dunham Turnover.,14,20
7:55,2443,Official TV Timeout,14,20
7:44,2443,Tevin Broyles missed Three Point Jumper.,14,20
7:44,-1,Dustin Dunham Defensive Rebound.,14,20
7:28,-1,Darian Anthony Turnover.,14,20
7:08,-1,Foul on Anthony Allen.,14,20
7:08,2443,Travin Thibodeaux made Free Throw.,14,21
7:08,2443,Travin Thibodeaux made Free Throw.,14,22
6:53,-1,Kent Hegarty made Three Point Jumper. Assisted by Eddie Moralobo.,17,22
6:27,2443,Travin Thibodeaux missed Jumper.,17,22
6:27,-1,Eddie Moralobo Defensive Rebound.,17,22
6:06,-1,Darwin Morales missed Jumper.,17,22
6:06,2443,Travin Thibodeaux Defensive Rebound.,17,22
5:56,2443,Makur Puou Turnover.,17,22
5:56,-1,Kent Hegarty Steal.,17,22
5:53,-1,Darwin Morales made Layup. Assisted by Eddie Moralobo.,19,22
5:34,2443,Travin Thibodeaux made Dunk. Assisted by Tevin Broyles.,19,24
5:17,-1,Kent Hegarty Turnover.,19,24
5:16,2443,Travin Thibodeaux Steal.,19,24
5:13,2443,Christavious Gill made Layup.,19,26
5:13,-1,Foul on Kent Hegarty.,19,26
5:13,2443,Christavious Gill made Free Throw.,19,27
5:02,-1,Darwin Morales Turnover.,19,27
5:01,2443,Travin Thibodeaux Steal.,19,27
4:59,2443,Christavious Gill made Layup. Assisted by Travin Thibodeaux.,19,29
4:39,-1,Eddie Moralobo missed Jumper.,19,29
4:39,-1,Eddie Moralobo Offensive Rebound.,19,29
4:34,-1,Eddie Moralobo made Jumper.,21,29
4:22,2443,Travin Thibodeaux missed Jumper.,21,29
4:22,2443,Travin Thibodeaux Offensive Rebound.,21,29
4:18,2443,Travin Thibodeaux made Layup.,21,31
4:05,-1,Eddie Moralobo made Jumper.,23,31
3:42,2443,Bryson Robinson Turnover.,23,31
3:41,-1,Louis Martinez Steal.,23,31
3:35,-1,Zach Brock made Three Point Jumper. Assisted by Eddie Moralobo.,26,31
3:13,2443,Michael Zeno Turnover.,26,31
3:13,2443,Official TV Timeout,26,31
3:03,-1,Dustin Dunham missed Jumper.,26,31
3:03,-1,Dustin Dunham Offensive Rebound.,26,31
3:00,-1,Dustin Dunham missed Layup.,26,31
3:00,2443,Travin Thibodeaux Block.,26,31
2:59,2443,Travin Thibodeaux Defensive Rebound.,26,31
2:51,2443,Christavious Gill made Jumper. Assisted by Matthew Jiles.,26,33
2:32,-1,Eddie Moralobo missed Jumper.,26,33
2:32,2443,Michael Zeno Defensive Rebound.,26,33
2:21,2443,Bryson Robinson Turnover.,26,33
2:20,-1,Zach Brock Steal.,26,33
2:13,-1,Florida College  Timeout,26,33
2:00,-1,Dustin Dunham made Jumper. Assisted by Eddie Moralobo.,28,33
1:39,2443,Tevin Broyles made Layup. Assisted by Travin Thibodeaux.,28,35
1:25,2443,Foul on Michael Zeno.,28,35
1:25,-1,Florida College  Turnover.,28,35
1:14,2443,Christavious Gill made Three Point Jumper. Assisted by Travin Thibodeaux.,28,38
0:57,-1,Eddie Moralobo Turnover.,28,38
0:56,2443,Travin Thibodeaux Steal.,28,38
0:51,2443,Michael Zeno Turnover.,28,38
0:45,-1,Dustin Dunham made Three Point Jumper. Assisted by Kent Hegarty.,31,38
0:22,2443,A.J. Cheeseman Turnover.,31,38
0:05,-1,Eddie Moralobo missed Layup.,31,38
0:05,2443,Tevin Broyles Defensive Rebound.,31,38
0:00,2443,End of 1st half,31,38
19:48,-1,Eddie Moralobo made Jumper.,33,38
19:28,-1,Foul on Darwin Morales.,33,38
19:28,2443,Technical Foul on Christavious Gill.,33,38
19:28,2443,Foul on Christavious Gill.,33,38
19:28,-1,Kent Hegarty made Free Throw.,34,38
19:28,-1,Kent Hegarty made Free Throw.,35,38
19:28,2443,Christavious Gill Turnover.,35,38
19:18,-1,Eddie Moralobo missed Jumper.,35,38
19:18,2443,Travin Thibodeaux Defensive Rebound.,35,38
19:06,2443,Erik Thomas made Layup. Assisted by Christavious Gill.,35,40
18:43,-1,Eddie Moralobo missed Jumper.,35,40
18:43,2443,Travin Thibodeaux Defensive Rebound.,35,40
18:36,2443,Jorge Rosa missed Layup.,35,40
18:36,-1,Kent Hegarty Block.,35,40
18:34,-1,Kent Hegarty Defensive Rebound.,35,40
18:12,-1,Anthony Allen made Layup.,37,40
17:43,2443,Christavious Gill Turnover.,37,40
17:20,-1,Jordan Benjamin Turnover.,37,40
17:19,2443,Jorge Rosa Steal.,37,40
17:12,2443,Danny Cohen Turnover.,37,40
17:11,-1,Kent Hegarty Steal.,37,40
16:56,-1,Kent Hegarty made Layup.,39,40
16:39,-1,Foul on Anthony Allen.,39,40
16:39,2443,Erik Thomas made Free Throw.,39,41
16:39,2443,Erik Thomas made Free Throw.,39,42
16:28,2443,Foul on Tevin Broyles.,39,42
16:21,-1,Eddie Moralobo missed Jumper.,39,42
16:21,2443,Erik Thomas Defensive Rebound.,39,42
16:15,2443,Makur Puou Turnover.,39,42
16:04,-1,Anthony Allen missed Jumper.,39,42
16:04,2443,Danny Cohen Defensive Rebound.,39,42
15:56,2443,Danny Cohen Turnover.,39,42
15:55,-1,Eddie Moralobo Steal.,39,42
15:52,-1,Kent Hegarty made Three Point Jumper. Assisted by Eddie Moralobo.,42,42
15:34,2443,Travin Thibodeaux Turnover.,42,42
15:32,-1,Eddie Moralobo Steal.,42,42
15:23,-1,Anthony Allen missed Layup.,42,42
15:23,2443,Tevin Broyles Defensive Rebound.,42,42
15:18,2443,Erik Thomas made Layup. Assisted by Travin Thibodeaux.,42,44
15:00,-1,Eddie Moralobo Turnover.,42,44
15:00,-1,Foul on Eddie Moralobo.,42,44
15:00,2443,Official TV Timeout,42,44
14:45,-1,Foul on Kerwiken Morpas.,42,44
14:45,2443,Travin Thibodeaux missed Free Throw.,42,44
14:45,2443,New Orleans Deadball Team Rebound.,42,44
14:45,2443,Travin Thibodeaux made Free Throw.,42,45
14:36,-1,Kent Hegarty missed Three Point Jumper.,42,45
14:36,2443,Makur Puou Defensive Rebound.,42,45
14:11,-1,Foul on Kerwiken Morpas.,42,45
14:11,2443,Travin Thibodeaux made Free Throw.,42,46
14:11,2443,Travin Thibodeaux made Free Throw.,42,47
14:00,-1,Zach Brock missed Three Point Jumper.,42,47
14:00,2443,Makur Puou Defensive Rebound.,42,47
13:39,2443,Erik Thomas made Layup. Assisted by Matthew Jiles.,42,49
13:39,-1,Foul on Kerwiken Morpas.,42,49
13:39,2443,Erik Thomas made Free Throw.,42,50
13:27,-1,Eddie Moralobo Turnover.,42,50
13:26,2443,Erik Thomas Steal.,42,50
13:25,2443,Erik Thomas made Layup.,42,52
13:04,-1,Darwin Morales Turnover.,42,52
12:54,2443,Makur Puou made Dunk. Assisted by Christavious Gill.,42,54
12:43,-1,Florida College  Timeout,42,54
12:38,-1,Jordan Benjamin Turnover.,42,54
12:38,-1,Foul on Jordan Benjamin.,42,54
12:18,2443,Travin Thibodeaux Turnover.,42,54
12:18,2443,Foul on Travin Thibodeaux.,42,54
12:02,-1,Eddie Moralobo made Three Point Jumper. Assisted by Darwin Morales.,45,54
11:53,2443,Makur Puou missed Jumper.,45,54
11:53,2443,Travin Thibodeaux Offensive Rebound.,45,54
11:50,2443,Official TV Timeout,45,54
11:47,-1,Foul on Jordan Benjamin.,45,54
11:47,2443,Travin Thibodeaux made Free Throw.,45,55
11:47,2443,Travin Thibodeaux missed Free Throw.,45,55
11:47,2443,Christavious Gill Offensive Rebound.,45,55
11:34,2443,Christavious Gill made Three Point Jumper. Assisted by Matthew Jiles.,45,58
11:12,2443,Foul on Makur Puou.,45,58
11:12,-1,Jordan Benjamin made Free Throw.,46,58
11:12,-1,Jordan Benjamin missed Free Throw.,46,58
11:12,2443,Travin Thibodeaux Defensive Rebound.,46,58
11:04,2443,Erik Thomas made Layup. Assisted by Travin Thibodeaux.,46,60
10:44,-1,Eddie Moralobo made Layup.,48,60
10:36,-1,Foul on Darian Anthony.,48,60
10:36,2443,Erik Thomas missed Free Throw.,48,60
10:36,-1,Jordan Benjamin Defensive Rebound.,48,60
10:29,2443,Foul on Tevin Broyles.,48,60
10:25,-1,Kent Hegarty missed Jumper.,48,60
10:25,2443,Makur Puou Defensive Rebound.,48,60
10:20,-1,Foul on Darian Anthony.,48,60
10:20,2443,Makur Puou missed Free Throw.,48,60
10:20,2443,New Orleans Deadball Team Rebound.,48,60
10:20,2443,Makur Puou made Free Throw.,48,61
10:07,-1,Kent Hegarty missed Three Point Jumper.,48,61
10:07,2443,Christavious Gill Defensive Rebound.,48,61
9:50,2443,Christavious Gill made Three Point Jumper. Assisted by Tevin Broyles.,48,64
9:32,-1,Kent Hegarty made Layup. Assisted by Eddie Moralobo.,50,64
9:21,-1,Foul on Kent Hegarty.,50,64
9:21,2443,Makur Puou made Free Throw.,50,65
9:21,2443,Makur Puou made Free Throw.,50,66
9:09,-1,Darian Anthony missed Three Point Jumper.,50,66
9:09,2443,Christavious Gill Defensive Rebound.,50,66
8:42,2443,Tevin Broyles made Jumper. Assisted by Travin Thibodeaux.,50,68
8:28,-1,Kent Hegarty missed Three Point Jumper.,50,68
8:28,2443,Erik Thomas Defensive Rebound.,50,68
8:22,2443,Christavious Gill missed Three Point Jumper.,50,68
8:22,2443,Tevin Broyles Offensive Rebound.,50,68
8:17,2443,Tevin Broyles made Layup.,50,70
8:17,-1,Foul on Kent Hegarty.,50,70
8:17,2443,Tevin Broyles made Free Throw.,50,71
7:59,-1,Eddie Moralobo Turnover.,50,71
7:58,2443,Travin Thibodeaux Steal.,50,71
7:52,-1,Foul on Darian Anthony.,50,71
7:52,2443,Official TV Timeout,50,71
7:52,2443,Tevin Broyles made Free Throw.,50,72
7:52,2443,Tevin Broyles made Free Throw.,50,73
7:38,-1,Anthony Allen Turnover.,50,73
7:38,2443,A.J. Cheeseman Steal.,50,73
7:27,2443,Danny Cohen Turnover.,50,73
7:25,-1,Darian Anthony Steal.,50,73
7:22,-1,Kent Hegarty missed Three Point Jumper.,50,73
7:22,2443,Danny Cohen Defensive Rebound.,50,73
7:17,2443,Danny Cohen Turnover.,50,73
7:10,-1,Dustin Dunham Turnover.,50,73
7:10,-1,Foul on Dustin Dunham.,50,73
6:53,2443,Bryson Robinson Turnover.,50,73
6:52,-1,Eddie Moralobo Steal.,50,73
6:50,-1,Eddie Moralobo missed Layup.,50,73
6:50,2443,Erik Thomas Block.,50,73
6:49,2443,A.J. Cheeseman Defensive Rebound.,50,73
6:42,2443,Erik Thomas made Jumper. Assisted by Christavious Gill.,50,75
6:19,2443,Foul on Christavious Gill.,50,75
6:19,-1,Dustin Dunham missed Free Throw.,50,75
6:19,-1,Florida College Deadball Team Rebound.,50,75
6:19,-1,Dustin Dunham made Free Throw.,51,75
6:03,2443,Bryson Robinson missed Three Point Jumper.,51,75
6:03,2443,Travin Thibodeaux Offensive Rebound.,51,75
5:58,2443,Travin Thibodeaux missed Layup.,51,75
5:58,-1,Dustin Dunham Defensive Rebound.,51,75
5:48,-1,Kerwiken Morpas missed Layup.,51,75
5:48,-1,Kerwiken Morpas Offensive Rebound.,51,75
5:43,-1,Kerwiken Morpas made Layup.,53,75
5:24,2443,Erik Thomas missed Layup.,53,75
5:24,2443,Erik Thomas Offensive Rebound.,53,75
5:21,2443,Erik Thomas missed Jumper.,53,75
5:21,-1,Kerwiken Morpas Defensive Rebound.,53,75
5:19,2443,Foul on Erik Thomas.,53,75
5:19,-1,Kerwiken Morpas missed Free Throw.,53,75
5:19,2443,Erik Thomas Defensive Rebound.,53,75
5:00,-1,Foul on Kerwiken Morpas.,53,75
5:00,2443,Makur Puou made Free Throw.,53,76
5:00,2443,Makur Puou missed Free Throw.,53,76
5:00,-1,Kent Hegarty Defensive Rebound.,53,76
4:53,-1,Eddie Moralobo Turnover.,53,76
4:52,2443,Travin Thibodeaux Steal.,53,76
4:50,2443,Christavious Gill made Layup. Assisted by Travin Thibodeaux.,53,78
4:31,-1,Dustin Dunham missed Three Point Jumper.,53,78
4:31,2443,Tevin Broyles Defensive Rebound.,53,78
4:23,-1,Foul on Dustin Dunham.,53,78
4:23,2443,Makur Puou missed Free Throw.,53,78
4:23,2443,New Orleans Deadball Team Rebound.,53,78
4:23,2443,Makur Puou made Free Throw.,53,79
4:12,-1,Eddie Moralobo made Three Point Jumper. Assisted by Dustin Dunham.,56,79
4:04,2443,Makur Puou missed Layup.,56,79
4:04,-1,Theokarl Desrivieres Defensive Rebound.,56,79
3:57,-1,Zach Brock missed Three Point Jumper.,56,79
3:57,2443,Makur Puou Defensive Rebound.,56,79
3:46,2443,Erik Thomas made Layup. Assisted by Travin Thibodeaux.,56,81
3:37,-1,Florida College  Timeout,56,81
3:37,2443,Official TV Timeout,56,81
3:27,-1,Louis Martinez made Layup.,58,81
3:11,2443,Coleman Edwards missed Three Point Jumper.,58,81
3:11,2443,Travin Thibodeaux Offensive Rebound.,58,81
2:54,2443,Venjie Wallis made Jumper.,58,83
2:40,-1,Darwin Morales missed Layup.,58,83
2:40,-1,Darwin Morales Offensive Rebound.,58,83
2:35,-1,Darwin Morales made Layup.,60,83
2:18,2443,Michael Zeno missed Jumper.,60,83
2:18,-1,Louis Martinez Defensive Rebound.,60,83
2:09,2443,Foul on A.J. Cheeseman.,60,83
2:09,-1,Darian Anthony missed Free Throw.,60,83
2:09,2443,Makur Puou Defensive Rebound.,60,83
1:54,2443,A.J. Cheeseman made Jumper.,60,85
1:41,-1,Darwin Morales missed Three Point Jumper.,60,85
1:41,2443,Venjie Wallis Defensive Rebound.,60,85
1:21,2443,Makur Puou made Dunk. Assisted by Coleman Edwards.,60,87
1:04,2443,Foul on A.J. Cheeseman.,60,87
1:04,-1,Darwin Morales made Free Throw.,61,87
1:04,-1,Darwin Morales made Free Throw.,62,87
0:57,-1,Foul on Theokarl Desrivieres.,62,87
0:57,2443,Michael Zeno made Free Throw.,62,88
0:57,2443,Michael Zeno missed Free Throw.,62,88
0:57,-1,Darian Anthony Defensive Rebound.,62,88
0:50,-1,Hayden Todd Turnover.,62,88
0:31,2443,Michael Zeno Turnover.,62,88
0:20,-1,Hayden Todd missed Jumper.,62,88
0:20,2443,Venjie Wallis Defensive Rebound.,62,88
0:13,2443,Venjie Wallis made Dunk. Assisted by Coleman Edwards.,62,90
0:05,2443,Foul on A.J. Cheeseman.,62,90
0:05,-1,Darwin Morales missed Free Throw.,62,90
