Arizona,2086,Butler,12
18:54,2086,Avery Woodson missed Jumper.,36,38
18:54,12,Parker Jackson-Cartwright Defensive Rebound.,36,38
18:40,12,Dusan Ristic made Jumper.,38,38
18:19,2086,Andrew Chrabascz missed Layup.,38,38
18:19,12,Lauri Markkanen Defensive Rebound.,38,38
18:12,12,Foul on Lauri Markkanen.,38,38
18:12,12,Lauri Markkanen Turnover.,38,38
17:58,2086,Kelan Martin made Jumper.,38,40
17:46,2086,Foul on Andrew Chrabascz.,38,40
17:38,12,Rawle Alkins Turnover.,38,40
17:23,2086,Kelan Martin Turnover.,38,40
17:23,12,Kadeem Allen Steal.,38,40
17:18,12,Kadeem Allen made Dunk.,40,40
17:02,2086,Tyler Lewis made Jumper.,40,42
16:40,2086,Foul on Tyler Lewis.,40,42
16:38,12,Lauri Markkanen missed Jumper.,40,42
16:38,2086,Avery Woodson Defensive Rebound.,40,42
16:20,2086,Avery Woodson made Three Point Jumper. Assisted by Tyler Lewis.,40,45
15:52,12,Parker Jackson-Cartwright missed Jumper.,40,45
15:52,2086,Tyler Wideman Defensive Rebound.,40,45
15:44,2086,Kelan Martin missed Three Point Jumper.,40,45
15:44,12,Kobi Simmons Defensive Rebound.,40,45
15:34,12,Kobi Simmons Turnover.,40,45
15:34,2086,Tyler Lewis Steal.,40,45
15:29,2086,Avery Woodson missed Three Point Jumper.,40,45
15:29,12,Kadeem Allen Defensive Rebound.,40,45
15:29,2086,Foul on Kelan Martin.,40,45
15:26,2086,Official TV Timeout,40,45
15:18,12,Dusan Ristic missed Jumper.,40,45
15:18,2086,Tyler Wideman Defensive Rebound.,40,45
15:07,2086,Kamar Baldwin missed Jumper.,40,45
15:07,12,Chance Comanche Defensive Rebound.,40,45
14:58,2086,Foul on Kamar Baldwin.,40,45
14:51,12,Lauri Markkanen missed Three Point Jumper.,40,45
14:51,2086,Kamar Baldwin Defensive Rebound.,40,45
14:39,2086,Kethan Savage made Jumper.,40,47
14:20,12,Parker Jackson-Cartwright Turnover.,40,47
14:06,2086,Kamar Baldwin made Jumper.,40,49
13:55,12,Arizona  Timeout,40,49
13:49,2086,Foul on Andrew Chrabascz.,40,49
13:49,12,Kadeem Allen made Free Throw.,41,49
13:49,12,Kadeem Allen made Free Throw.,42,49
13:21,2086,Andrew Chrabascz missed Jumper.,42,49
13:21,12,Kadeem Allen Defensive Rebound.,42,49
12:54,12,Keanu Pinder missed Jumper.,42,49
12:54,12,Keanu Pinder Offensive Rebound.,42,49
12:51,12,Jump Ball won by Arizona,42,49
12:32,12,Foul on Rawle Alkins.,42,49
12:32,12,Rawle Alkins Turnover.,42,49
12:12,12,Foul on Lauri Markkanen.,42,49
12:10,2086,Sean McDermott made Layup. Assisted by Tyler Lewis.,42,51
11:50,12,Kobi Simmons made Layup.,44,51
11:38,2086,Andrew Chrabascz Turnover.,44,51
11:38,2086,Official TV Timeout,44,51
11:29,12,Kobi Simmons made Jumper.,46,51
11:11,2086,Sean McDermott Turnover.,46,51
11:11,12,Rawle Alkins Steal.,46,51
10:55,12,Chance Comanche missed Jumper.,46,51
10:55,2086,Kelan Martin Defensive Rebound.,46,51
10:32,2086,Tyler Lewis made Layup.,46,53
10:08,12,Kobi Simmons missed Jumper.,46,53
10:08,2086,Tyler Wideman Defensive Rebound.,46,53
9:43,12,Foul on Chance Comanche.,46,53
9:25,2086,Kelan Martin Turnover.,46,53
9:18,12,Lauri Markkanen missed Three Point Jumper.,46,53
9:18,2086,Tyler Wideman Defensive Rebound.,46,53
9:06,2086,Kelan Martin made Jumper.,46,55
8:52,2086,Foul on Andrew Chrabascz.,46,55
8:52,12,Kobi Simmons made Free Throw.,47,55
8:52,12,Kobi Simmons made Free Throw.,48,55
8:27,2086,Avery Woodson missed Three Point Jumper.,48,55
8:27,12,Keanu Pinder Defensive Rebound.,48,55
8:16,2086,Foul on Kelan Martin.,48,55
8:16,12,Lauri Markkanen made Free Throw.,49,55
8:16,12,Lauri Markkanen made Free Throw.,50,55
8:05,2086,Kamar Baldwin Turnover.,50,55
8:05,12,Parker Jackson-Cartwright Steal.,50,55
8:00,12,Kobi Simmons made Dunk. Assisted by Parker Jackson-Cartwright.,52,55
7:30,12,Foul on Keanu Pinder.,52,55
7:30,2086,Official TV Timeout,52,55
7:19,2086,Kamar Baldwin made Jumper.,52,57
7:00,12,Kadeem Allen missed Jumper.,52,57
7:00,2086,Tyler Wideman Defensive Rebound.,52,57
6:54,2086,Kamar Baldwin Turnover.,52,57
6:44,12,Parker Jackson-Cartwright made Layup.,54,57
6:44,2086,Foul on Avery Woodson.,54,57
6:44,12,Parker Jackson-Cartwright made Free Throw.,55,57
6:32,2086,Tyler Wideman missed Layup.,55,57
6:32,12,Rawle Alkins Defensive Rebound.,55,57
6:20,12,Kobi Simmons missed Jumper.,55,57
6:20,12,Chance Comanche Offensive Rebound.,55,57
6:13,12,Chance Comanche made Layup.,57,57
5:53,2086,Kelan Martin missed Three Point Jumper.,57,57
5:53,2086,Andrew Chrabascz Offensive Rebound.,57,57
5:41,2086,Tyler Lewis Turnover.,57,57
5:41,12,Kobi Simmons Steal.,57,57
5:32,12,Kobi Simmons made Layup. Assisted by Parker Jackson-Cartwright.,59,57
5:22,2086,Butler  Timeout,59,57
5:10,12,Foul on Kadeem Allen.,59,57
5:02,2086,Kelan Martin Turnover.,59,57
5:02,12,Kobi Simmons Steal.,59,57
4:49,12,Parker Jackson-Cartwright missed Layup.,59,57
4:49,2086,Kelan Martin Defensive Rebound.,59,57
4:46,2086,Jump Ball won by Butler,59,57
4:21,2086,Andrew Chrabascz missed Layup.,59,57
4:21,12,Kadeem Allen Defensive Rebound.,59,57
3:54,12,Kobi Simmons made Jumper.,61,57
3:37,2086,Tyler Lewis Turnover.,61,57
3:37,12,Parker Jackson-Cartwright Steal.,61,57
3:29,12,Kobi Simmons missed Layup.,61,57
3:29,12,Kadeem Allen Offensive Rebound.,61,57
3:25,2086,Official TV Timeout,61,57
3:10,12,Foul on Lauri Markkanen.,61,57
3:10,12,Lauri Markkanen Turnover.,61,57
2:57,2086,Kamar Baldwin missed Jumper.,61,57
2:57,12,Kadeem Allen Defensive Rebound.,61,57
2:27,12,Parker Jackson-Cartwright Turnover.,61,57
2:27,2086,Tyler Wideman Steal.,61,57
2:19,12,Foul on Kobi Simmons.,61,57
2:19,2086,Sean McDermott made Free Throw.,61,58
2:19,2086,Sean McDermott made Free Throw.,61,59
2:11,12,Arizona  Timeout,61,59
1:59,12,Parker Jackson-Cartwright made Layup.,63,59
1:38,2086,Andrew Chrabascz made Layup.,63,61
1:38,12,Foul on Rawle Alkins.,63,61
1:38,2086,Andrew Chrabascz missed Free Throw.,63,61
1:38,12,Kadeem Allen Defensive Rebound.,63,61
1:17,12,Parker Jackson-Cartwright Turnover.,63,61
1:17,2086,Kamar Baldwin Steal.,63,61
1:12,12,Foul on Kadeem Allen.,63,61
1:12,2086,Kamar Baldwin made Free Throw.,63,62
1:12,2086,Kamar Baldwin made Free Throw.,63,63
0:57,12,Parker Jackson-Cartwright missed Jumper.,63,63
0:57,2086,Andrew Chrabascz Defensive Rebound.,63,63
0:30,2086,Tyler Wideman made Dunk. Assisted by Kelan Martin.,63,65
0:30,12,Foul on Kadeem Allen.,63,65
0:30,2086,Tyler Wideman made Free Throw.,63,66
0:28,12,Arizona  Timeout,63,66
0:15,12,Kobi Simmons missed Three Point Jumper.,63,66
0:15,2086,Andrew Chrabascz Defensive Rebound.,63,66
0:12,12,Foul on Kadeem Allen.,63,66
0:12,2086,Andrew Chrabascz made Free Throw.,63,67
0:12,2086,Andrew Chrabascz missed Free Throw.,63,67
0:12,12,Chance Comanche Defensive Rebound.,63,67
0:06,2086,Foul on Tyler Wideman.,63,67
0:06,12,Kadeem Allen missed Free Throw.,63,67
0:06,12,Arizona Deadball Team Rebound.,63,67
0:06,12,Kadeem Allen missed Free Throw.,63,67
0:06,2086,Tyler Wideman Defensive Rebound.,63,67
0:03,12,Foul on Keanu Pinder.,63,67
0:03,2086,Andrew Chrabascz made Free Throw.,63,68
0:03,2086,Andrew Chrabascz made Free Throw.,63,69
0:01,12,Kobi Simmons made Dunk.,65,69
0:00,2086,End of Game,65,69
