CSU Bakersfield,2750,Wright State,2934
10:04,2750,Mark Alstork missed Free Throw.,12,12
10:04,2750,Wright St Offensive Rebound.,12,12
9:56,2750,Mark Alstork missed Jumper.,12,12
9:56,2750,Parker Ernsthausen Offensive Rebound.,12,12
9:52,2750,Parker Ernsthausen made Two Point Tip Shot.,12,14
9:43,2750,Foul on Justin Mitchell.,12,14
9:28,2934,Justin Pride made Layup.,14,14
9:16,2750,Mark Hughes made Jumper.,14,16
9:00,2934,Foul on Justin Pride.,14,16
9:00,2934,Justin Pride Turnover.,14,16
8:41,2750,Parker Ernsthausen missed Jumper.,14,16
8:41,2934,Shon Briggs Block.,14,16
8:38,2934,Shon Briggs Defensive Rebound.,14,16
8:33,2750,Foul on Parker Ernsthausen.,14,16
8:33,2934,Damiyne Durham made Free Throw.,15,16
8:33,2934,Damiyne Durham made Free Throw.,16,16
8:17,2934,Foul on Matt Smith.,16,16
8:17,2750,Technical Foul on Steven Davis.,16,16
8:17,2750,Foul on Steven Davis.,16,16
8:17,2750,Steven Davis made Free Throw.,16,17
8:17,2750,Steven Davis missed Free Throw.,16,17
8:17,2750,Wright St Deadball Team Rebound.,16,17
8:17,2934,Damiyne Durham made Free Throw.,17,17
8:17,2934,Damiyne Durham made Free Throw.,18,17
8:01,2934,Shon Briggs missed Jumper.,18,17
8:01,2750,Mark Hughes Defensive Rebound.,18,17
7:47,2750,Mark Hughes Turnover.,18,17
7:45,2934,Damiyne Durham Steal.,18,17
7:43,2934,Damiyne Durham made Three Point Jumper.,21,17
7:11,2750,Parker Ernsthausen made Jumper. Assisted by Mark Hughes.,21,19
6:45,2934,Damiyne Durham missed Three Point Jumper.,21,19
6:45,2934,Shon Briggs Offensive Rebound.,21,19
6:40,2934,Shon Briggs made Layup.,23,19
6:29,2750,Mark Hughes Turnover.,23,19
6:28,2934,Dedrick Basile Steal.,23,19
6:25,2934,Dedrick Basile missed Layup.,23,19
6:25,2750,Mark Hughes Block.,23,19
6:22,2750,Parker Ernsthausen Defensive Rebound.,23,19
6:18,2750,Ryan Custer missed Three Point Jumper.,23,19
6:18,2934,Damiyne Durham Defensive Rebound.,23,19
5:54,2934,Damiyne Durham missed Three Point Jumper.,23,19
5:54,2750,Mark Hughes Defensive Rebound.,23,19
5:46,2934,Foul on Justin Pride.,23,19
5:46,2750,Official TV Timeout,23,19
5:46,2750,Mark Alstork made Free Throw.,23,20
5:46,2750,Mark Alstork missed Free Throw.,23,20
5:46,2934,Damiyne Durham Defensive Rebound.,23,20
5:29,2934,Damiyne Durham missed Three Point Jumper.,23,20
5:29,2750,Wright St Defensive Rebound.,23,20
5:08,2750,Justin Mitchell made Jumper.,23,22
4:50,2750,Foul on Parker Ernsthausen.,23,22
4:50,2934,Shon Briggs missed Free Throw.,23,22
4:50,2934,CSU Bakersfield Deadball Team Rebound.,23,22
4:50,2934,Shon Briggs made Free Throw.,24,22
4:38,2750,Justin Mitchell missed Jumper.,24,22
4:38,2934,Dedrick Basile Defensive Rebound.,24,22
4:28,2934,Matt Smith made Dunk. Assisted by Shon Briggs.,26,22
4:17,2750,Grant Benzinger missed Three Point Jumper.,26,22
4:17,2750,Ryan Custer Offensive Rebound.,26,22
4:13,2934,Foul on Taze Moore.,26,22
4:13,2750,Ryan Custer made Free Throw.,26,23
4:13,2750,Ryan Custer made Free Throw.,26,24
3:58,2934,Foul on Damiyne Durham.,26,24
3:58,2934,Damiyne Durham Turnover.,26,24
3:58,2750,Official TV Timeout,26,24
3:46,2750,Mike La Tulip made Three Point Jumper. Assisted by Parker Ernsthausen.,26,27
3:36,2934,Taze Moore Turnover.,26,27
3:21,2750,Mark Hughes missed Three Point Jumper.,26,27
3:21,2934,Taze Moore Defensive Rebound.,26,27
2:54,2934,Matt Smith made Layup. Assisted by Damiyne Durham.,28,27
2:38,2750,Mark Alstork missed Jumper.,28,27
2:38,2934,CSU Bakersfield Defensive Rebound.,28,27
2:21,2934,Matt Smith missed Jumper.,28,27
2:21,2750,Mike La Tulip Defensive Rebound.,28,27
2:15,2750,Parker Ernsthausen Turnover.,28,27
2:02,2934,Damiyne Durham missed Jumper.,28,27
2:02,2750,Ryan Custer Defensive Rebound.,28,27
1:59,2750,Ryan Custer made Free Throw.,28,28
1:59,2750,Ryan Custer missed Free Throw.,28,28
1:59,2934,Damiyne Durham Defensive Rebound.,28,28
1:58,2934,Foul on Matt Smith.,28,28
1:49,2934,Damiyne Durham made Layup. Assisted by Dedrick Basile.,30,28
1:39,2750,Mike La Tulip made Three Point Jumper. Assisted by Mark Hughes.,30,31
1:12,2934,Taze Moore missed Three Point Jumper.,30,31
1:12,2750,Mike La Tulip Defensive Rebound.,30,31
0:47,2934,Foul on Dedrick Basile.,30,31
0:47,2750,Mark Alstork made Free Throw.,30,32
0:47,2750,Mark Alstork made Free Throw.,30,33
0:29,2934,Dedrick Basile missed Three Point Jumper.,30,33
0:29,2934,Damiyne Durham Offensive Rebound.,30,33
0:24,2934,Damiyne Durham missed Three Point Jumper.,30,33
0:24,2934,Dedrick Basile Offensive Rebound.,30,33
0:17,2934,Shon Briggs made Jumper.,32,33
0:06,2750,Wright St  Timeout,32,33
0:01,2750,Mark Alstork made Three Point Jumper.,32,36
0:00,2750,End of 1st half,32,36
19:49,2750,Steven Davis made Layup. Assisted by Justin Mitchell.,32,38
19:16,2934,Shon Briggs made Jumper.,34,38
18:54,2934,Foul on Matt Smith.,34,38
18:54,2750,Steven Davis missed Free Throw.,34,38
18:54,2750,Wright St Deadball Team Rebound.,34,38
18:54,2750,Steven Davis made Free Throw.,34,39
18:31,2934,Damiyne Durham made Three Point Jumper. Assisted by Jaylin Airington.,37,39
18:16,2750,Justin Mitchell made Layup.,37,41
18:16,2934,Foul on Dedrick Basile.,37,41
18:16,2750,Justin Mitchell missed Free Throw.,37,41
18:16,2934,CSU Bakersfield Defensive Rebound.,37,41
17:59,2934,Shon Briggs missed Jumper.,37,41
17:59,2750,Mike La Tulip Defensive Rebound.,37,41
17:48,2750,Grant Benzinger missed Three Point Jumper.,37,41
17:48,2934,Shon Briggs Defensive Rebound.,37,41
17:39,2934,Dedrick Basile missed Layup.,37,41
17:39,2934,Jaylin Airington Offensive Rebound.,37,41
17:38,2934,Jaylin Airington missed Two Point Tip Shot.,37,41
17:38,2934,CSU Bakersfield Deadball Team Rebound.,37,41
17:38,2750,Foul on Steven Davis.,37,41
17:38,2934,Jaylin Airington made Free Throw.,38,41
17:38,2934,Jaylin Airington made Free Throw.,39,41
17:27,2750,Mark Alstork missed Layup.,39,41
17:27,2934,Jaylin Airington Defensive Rebound.,39,41
17:21,2934,Damiyne Durham Turnover.,39,41
16:58,2934,Foul on James Suber.,39,41
16:58,2750,Mark Alstork made Free Throw.,39,42
16:58,2750,Mark Alstork made Free Throw.,39,43
16:40,2934,Brent Wrapp missed Jumper.,39,43
16:40,2750,Justin Mitchell Defensive Rebound.,39,43
16:31,2934,Foul on Dedrick Basile.,39,43
16:31,2750,Justin Mitchell made Free Throw.,39,44
16:31,2750,Justin Mitchell made Free Throw.,39,45
16:16,2934,Damiyne Durham missed Three Point Jumper.,39,45
16:16,2750,Justin Mitchell Defensive Rebound.,39,45
16:07,2750,Justin Mitchell Turnover.,39,45
15:50,2934,Damiyne Durham made Jumper.,41,45
15:35,2750,Mark Alstork missed Jumper.,41,45
15:35,2934,Damiyne Durham Block.,41,45
15:31,2934,Dedrick Basile Defensive Rebound.,41,45
15:31,2934,Damiyne Durham Turnover.,41,45
15:31,2750,Official TV Timeout,41,45
15:04,2750,Grant Benzinger missed Three Point Jumper.,41,45
15:04,2934,Jaylin Airington Defensive Rebound.,41,45
14:45,2750,Foul on Parker Ernsthausen.,41,45
14:32,2934,Damiyne Durham Turnover.,41,45
14:15,2750,Justin Mitchell Turnover.,41,45
14:04,2934,Shon Briggs Turnover.,41,45
14:03,2750,Mike La Tulip Steal.,41,45
14:01,2934,Foul on Brent Wrapp.,41,45
13:50,2750,Mike La Tulip Turnover.,41,45
13:49,2934,Damiyne Durham Steal.,41,45
13:47,2934,Damiyne Durham made Layup.,43,45
13:35,2750,Mark Hughes missed Three Point Jumper.,43,45
13:35,2934,Matt Smith Defensive Rebound.,43,45
13:26,2934,Jaylin Airington missed Dunk.,43,45
13:26,2750,Mark Hughes Defensive Rebound.,43,45
13:24,2934,Foul on Brent Wrapp.,43,45
13:12,2750,Mark Hughes missed Layup.,43,45
13:12,2934,Shon Briggs Block.,43,45
13:09,2934,Justin Pride Defensive Rebound.,43,45
13:09,2750,Foul on Mark Alstork.,43,45
12:43,2934,Shon Briggs missed Jumper.,43,45
12:43,2934,Matt Smith Offensive Rebound.,43,45
12:36,2934,Shon Briggs Turnover.,43,45
12:34,2750,Mike La Tulip Steal.,43,45
12:26,2750,Ryan Custer missed Layup.,43,45
12:26,2934,Matt Smith Defensive Rebound.,43,45
11:57,2934,Jaylin Airington missed Three Point Jumper.,43,45
11:57,2750,Grant Benzinger Defensive Rebound.,43,45
11:49,2750,Grant Benzinger missed Three Point Jumper.,43,45
11:49,2934,Jaylin Airington Defensive Rebound.,43,45
11:22,2934,Matt Smith missed Jumper.,43,45
11:22,2750,Mark Hughes Defensive Rebound.,43,45
11:14,2750,Mark Alstork Turnover.,43,45
11:14,2750,Official TV Timeout,43,45
11:00,2934,Jaylin Airington missed Jumper.,43,45
11:00,2750,Mark Alstork Defensive Rebound.,43,45
10:39,2750,Justin Mitchell missed Jumper.,43,45
10:39,2934,Taze Moore Defensive Rebound.,43,45
10:21,2934,Damiyne Durham missed Three Point Jumper.,43,45
10:21,2750,Justin Mitchell Defensive Rebound.,43,45
10:00,2750,Parker Ernsthausen Turnover.,43,45
9:58,2934,Shon Briggs Steal.,43,45
9:36,2934,Jaylin Airington missed Jumper.,43,45
9:36,2750,Mark Hughes Defensive Rebound.,43,45
9:32,2750,Foul on Mark Hughes.,43,45
9:32,2934,Shon Briggs Steal.,43,45
9:31,2934,Damiyne Durham made Jumper. Assisted by Justin Pride.,45,45
9:09,2934,Foul on Justin Pride.,45,45
9:09,2750,Justin Mitchell missed Free Throw.,45,45
9:09,2934,Damiyne Durham Defensive Rebound.,45,45
9:00,2934,Damiyne Durham made Layup.,47,45
8:45,2750,Grant Benzinger Turnover.,47,45
8:23,2750,Foul on Steven Davis.,47,45
8:23,2934,Shon Briggs missed Free Throw.,47,45
8:23,2934,CSU Bakersfield Deadball Team Rebound.,47,45
8:23,2934,Shon Briggs missed Free Throw.,47,45
8:23,2934,Damiyne Durham Offensive Rebound.,47,45
8:16,2934,Dedrick Basile missed Three Point Jumper.,47,45
8:12,2934,Jaylin Airington Offensive Rebound.,47,45
8:12,2750,Foul on Justin Mitchell.,47,45
8:12,2934,Jaylin Airington made Free Throw.,48,45
8:12,2934,Jaylin Airington made Free Throw.,49,45
7:59,2934,Foul on Matt Smith.,49,45
7:59,2750,Official TV Timeout,49,45
7:59,2750,Parker Ernsthausen missed Free Throw.,49,45
7:59,2934,James Suber Defensive Rebound.,49,45
7:35,2934,Damiyne Durham missed Jumper.,49,45
7:35,2750,Mike La Tulip Defensive Rebound.,49,45
7:22,2750,Grant Benzinger missed Three Point Jumper.,49,45
7:22,2934,Shon Briggs Defensive Rebound.,49,45
6:49,2934,Jaylin Airington Turnover.,49,45
6:26,2750,Mike La Tulip made Three Point Jumper. Assisted by Grant Benzinger.,49,48
5:57,2934,Matt Smith Turnover.,49,48
5:53,2934,Foul on Shon Briggs.,49,48
5:53,2750,Mark Alstork made Free Throw.,49,49
5:53,2750,Mark Alstork made Free Throw.,49,50
5:32,2934,Damiyne Durham missed Three Point Jumper.,49,50
5:32,2934,Jaylin Airington Offensive Rebound.,49,50
5:28,2934,Jaylin Airington missed Two Point Tip Shot.,49,50
5:28,2750,Mark Alstork Defensive Rebound.,49,50
5:20,2750,Foul on Mark Alstork.,49,50
5:20,2750,Mark Alstork Turnover.,49,50
5:20,2750,Wright St  Timeout,49,50
4:58,2934,Dedrick Basile Turnover.,49,50
4:55,2750,Mike La Tulip Steal.,49,50
4:53,2750,Mike La Tulip missed Layup.,49,50
4:53,2750,Grant Benzinger Offensive Rebound.,49,50
4:50,2750,Parker Ernsthausen made Layup. Assisted by Grant Benzinger.,49,52
4:33,2934,Jaylin Airington Turnover.,49,52
4:31,2750,Mark Alstork Steal.,49,52
4:25,2750,Grant Benzinger Turnover.,49,52
4:24,2934,Damiyne Durham Steal.,49,52
4:19,2934,Dedrick Basile made Jumper. Assisted by Damiyne Durham.,51,52
3:57,2750,Grant Benzinger missed Three Point Jumper.,51,52
3:57,2934,CSU Bakersfield Deadball Team Rebound.,51,52
3:55,2750,Foul on Parker Ernsthausen.,51,52
3:55,2750,Official TV Timeout,51,52
3:55,2934,Matt Smith made Free Throw.,52,52
3:55,2934,Matt Smith made Free Throw.,53,52
3:48,2934,Foul on Jaylin Airington.,53,52
3:48,2750,Mark Alstork made Free Throw.,53,53
3:48,2750,Mark Alstork made Free Throw.,53,54
3:21,2934,Shon Briggs missed Jumper.,53,54
3:21,2750,Justin Mitchell Defensive Rebound.,53,54
3:19,2934,Foul on Jaylin Airington.,53,54
3:19,2750,Justin Mitchell missed Free Throw.,53,54
3:19,2750,Wright St Deadball Team Rebound.,53,54
3:19,2750,Justin Mitchell made Free Throw.,53,55
3:08,2934,Foul on Shon Briggs.,53,55
3:08,2934,Shon Briggs Turnover.,53,55
2:55,2750,Mark Alstork Turnover.,53,55
2:32,2934,Damiyne Durham made Three Point Jumper. Assisted by Jaylin Airington.,56,55
2:10,2750,Mark Alstork made Three Point Jumper. Assisted by Mike La Tulip.,56,58
1:48,2934,Damiyne Durham made Three Point Jumper. Assisted by Jaylin Airington.,59,58
1:45,2934,Technical Foul on Damiyne Durham.,59,58
1:45,2934,Foul on Damiyne Durham.,59,58
1:45,2750,Technical Foul on Justin Mitchell.,59,58
1:45,2750,Foul on Justin Mitchell.,59,58
1:29,2750,Mark Alstork made Three Point Jumper. Assisted by Grant Benzinger.,59,61
1:26,2750,Wright St  Timeout,59,61
1:16,2750,Foul on Grant Benzinger.,59,61
1:16,2934,Matt Smith made Free Throw.,60,61
1:16,2934,Matt Smith made Free Throw.,61,61
1:16,2934,CSU Bakersfield  Timeout,61,61
1:05,2750,Mark Alstork missed Three Point Jumper.,61,61
1:05,2750,Wright St Offensive Rebound.,61,61
0:57,2750,Mark Alstork missed Jumper.,61,61
0:57,2934,Shon Briggs Defensive Rebound.,61,61
0:57,2934,Shon Briggs Turnover.,61,61
0:57,2750,Mark Alstork Steal.,61,61
0:52,2934,Foul on Shon Briggs.,61,61
0:52,2750,Mark Alstork made Free Throw.,61,62
0:52,2750,Mark Alstork made Free Throw.,61,63
0:33,2934,Damiyne Durham missed Three Point Jumper.,61,63
0:33,2750,Mike La Tulip Defensive Rebound.,61,63
0:29,2934,Foul on Dedrick Basile.,61,63
0:29,2750,Mike La Tulip made Free Throw.,61,64
0:29,2750,Mike La Tulip missed Free Throw.,61,64
0:29,2934,Jaylin Airington Defensive Rebound.,61,64
0:19,2934,Dedrick Basile missed Three Point Jumper.,61,64
0:19,2750,Mark Alstork Defensive Rebound.,61,64
0:16,2934,Foul on Damiyne Durham.,61,64
0:16,2750,Mark Alstork made Free Throw.,61,65
0:16,2750,Mark Alstork missed Free Throw.,61,65
0:16,2934,Shon Briggs Defensive Rebound.,61,65
0:12,2934,Damiyne Durham missed Three Point Jumper.,61,65
0:12,2934,Jaylin Airington Offensive Rebound.,61,65
0:06,2934,Shon Briggs made Three Point Jumper. Assisted by Dedrick Basile.,64,65
0:05,2934,CSU Bakersfield  Timeout,64,65
0:01,2934,Foul on Shon Briggs.,64,65
0:01,2750,Technical Foul on Wright St.,64,65
0:01,2750,Mark Alstork made Free Throw.,64,66
0:01,2750,Mark Alstork made Free Throw.,64,67
0:01,2750,Grant Benzinger missed Free Throw.,64,67
0:01,2750,Wright St Deadball Team Rebound.,64,67
0:01,2750,Grant Benzinger made Free Throw.,64,68
0:00,2750,End of Game,64,65
