Indiana State,24,Stanford,282
9:03,282,Foul on Laquarious Paige.,14,15
9:03,24,Dorian Pickens missed Jumper.,14,15
9:03,24,Reid Travis Offensive Rebound.,14,15
8:57,282,Foul on Brandon Murphy.,14,15
8:57,24,Reid Travis made Free Throw.,14,16
8:57,24,Reid Travis made Free Throw.,14,17
8:36,282,Brenton Scott made Three Point Jumper.,17,17
8:16,24,Reid Travis missed Jumper.,17,17
8:16,24,Robert Cartwright Offensive Rebound.,17,17
8:12,24,Dorian Pickens made Three Point Jumper. Assisted by Robert Cartwright.,17,20
7:59,24,Official TV Timeout,17,20
7:55,282,Brenton Scott missed Three Point Jumper.,17,20
7:55,24,Cameron Walker Defensive Rebound.,17,20
7:25,24,Marcus Sheffield Turnover.,17,20
7:24,282,Brenton Scott Steal.,17,20
7:22,24,Foul on Grant Verhoeven.,17,20
7:22,282,Matt Van Scyoc missed Free Throw.,17,20
7:22,282,Indiana St Deadball Team Rebound.,17,20
7:22,282,Matt Van Scyoc made Free Throw.,18,20
6:52,24,Dorian Pickens Turnover.,18,20
6:50,282,Donovan Franklin Steal.,18,20
6:48,282,Brenton Scott missed Layup.,18,20
6:48,24,Grant Verhoeven Defensive Rebound.,18,20
6:44,24,Grant Verhoeven Turnover.,18,20
6:44,282,T.J. Bell Steal.,18,20
6:37,282,Brenton Scott made Jumper.,20,20
6:22,24,Reid Travis missed Jumper.,20,20
6:22,282,Brenton Scott Defensive Rebound.,20,20
5:58,282,Donovan Franklin made Layup. Assisted by T.J. Bell.,22,20
5:45,24,Dorian Pickens missed Three Point Jumper.,22,20
5:45,282,Donovan Franklin Defensive Rebound.,22,20
5:36,282,Donovan Franklin missed Layup.,22,20
5:36,24,Grant Verhoeven Defensive Rebound.,22,20
5:26,24,Reid Travis missed Layup.,22,20
5:26,282,T.J. Bell Block.,22,20
5:24,24,Reid Travis Offensive Rebound.,22,20
5:22,24,Reid Travis missed Layup.,22,20
5:22,24,Reid Travis Offensive Rebound.,22,20
5:19,24,Reid Travis made Layup.,22,22
5:03,282,Foul on Donovan Franklin.,22,22
5:03,282,Donovan Franklin Turnover.,22,22
4:50,24,Josh Sharma Turnover.,22,22
4:29,282,Niels Bunschoten missed Three Point Jumper.,22,22
4:29,24,Robert Cartwright Defensive Rebound.,22,22
4:22,24,Christian Sanders made Three Point Jumper. Assisted by Robert Cartwright.,22,25
4:06,282,Everett Clemons made Layup.,24,25
3:52,24,Michael Humphrey made Jumper. Assisted by Christian Sanders.,24,27
3:27,282,Niels Bunschoten missed Layup.,24,27
3:27,24,Michael Humphrey Defensive Rebound.,24,27
3:12,24,Dorian Pickens made Three Point Jumper. Assisted by Christian Sanders.,24,30
3:05,282,Indiana St  Timeout,24,30
2:51,282,Matt Van Scyoc missed Three Point Jumper.,24,30
2:51,24,Christian Sanders Defensive Rebound.,24,30
2:32,24,Josh Sharma missed Three Point Jumper.,24,30
2:32,24,Dorian Pickens Offensive Rebound.,24,30
2:27,24,Robert Cartwright missed Three Point Jumper.,24,30
2:27,282,T.J. Bell Defensive Rebound.,24,30
2:11,282,T.J. Bell missed Layup.,24,30
2:11,24,Josh Sharma Block.,24,30
2:11,282,Indiana St Offensive Rebound.,24,30
2:08,282,Jordan Barnes made Three Point Jumper. Assisted by Everett Clemons.,27,30
1:52,24,Josh Sharma missed Layup.,27,30
1:52,282,T.J. Bell Defensive Rebound.,27,30
1:27,24,Foul on Michael Humphrey.,27,30
1:27,282,Matt Van Scyoc missed Three Point Jumper.,27,30
1:27,282,Indiana St Offensive Rebound.,27,30
1:10,24,Foul on Grant Verhoeven.,27,30
1:07,282,Everett Clemons missed Layup.,27,30
1:07,24,Christian Sanders Block.,27,30
1:06,24,Christian Sanders Defensive Rebound.,27,30
1:04,24,Christian Sanders Turnover.,27,30
1:00,282,Everett Clemons made Layup.,29,30
0:47,24,Christian Sanders missed Jumper.,29,30
0:47,282,Brenton Scott Defensive Rebound.,29,30
0:41,282,Brenton Scott made Jumper.,31,30
0:06,24,Reid Travis missed Layup.,31,30
0:06,24,Dorian Pickens Offensive Rebound.,31,30
0:04,282,Foul on Brandon Murphy.,31,30
0:04,24,Dorian Pickens made Free Throw.,31,31
0:04,24,Dorian Pickens made Free Throw.,31,32
0:02,24,Foul on Christian Sanders.,31,32
0:02,24,Foul on Reid Travis.,31,32
0:01,282,Everett Clemons missed Layup.,31,32
0:01,24,Michael Humphrey Defensive Rebound.,31,32
0:00,24,End of 1st half,31,32
19:44,282,Foul on Matt Van Scyoc.,31,32
19:39,24,Michael Humphrey missed Layup.,31,32
19:39,24,Stanford Offensive Rebound.,31,32
19:36,282,Foul on Matt Van Scyoc.,31,32
19:24,24,Michael Humphrey missed Layup.,31,32
19:24,282,Everett Clemons Block.,31,32
19:21,24,Michael Humphrey Offensive Rebound.,31,32
19:20,24,Michael Humphrey made Layup.,31,34
19:14,24,Foul on Michael Humphrey.,31,34
19:11,24,Foul on Michael Humphrey.,31,34
19:02,282,Everett Clemons missed Layup.,31,34
19:02,282,Everett Clemons Offensive Rebound.,31,34
18:56,282,Everett Clemons made Layup.,33,34
18:42,282,Foul on Brenton Scott.,33,34
18:42,24,Marcus Allen made Free Throw.,33,35
18:42,24,Marcus Allen made Free Throw.,33,36
18:32,282,Brenton Scott missed Three Point Jumper.,33,36
18:32,24,Dorian Pickens Defensive Rebound.,33,36
18:15,24,Reid Travis missed Jumper.,33,36
18:15,282,Brenton Scott Defensive Rebound.,33,36
18:08,282,Brenton Scott missed Three Point Jumper.,33,36
18:08,24,Dorian Pickens Defensive Rebound.,33,36
17:52,24,Marcus Allen Turnover.,33,36
17:47,282,Matt Van Scyoc Steal.,33,36
17:28,282,Brandon Murphy missed Layup.,33,36
17:28,24,Josh Sharma Block.,33,36
17:27,24,Christian Sanders Defensive Rebound.,33,36
17:18,282,Foul on Brandon Murphy.,33,36
17:14,24,Foul on Grant Verhoeven.,33,36
17:14,24,Grant Verhoeven Turnover.,33,36
16:54,282,T.J. Bell made Layup. Assisted by Everett Clemons.,35,36
16:39,24,Dorian Pickens missed Three Point Jumper.,35,36
16:39,282,Brenton Scott Defensive Rebound.,35,36
16:29,282,T.J. Bell Turnover.,35,36
16:11,24,Dorian Pickens made Layup.,35,38
15:56,24,Foul on Josh Sharma.,35,38
15:56,24,Official TV Timeout,35,38
15:56,282,T.J. Bell missed Free Throw.,35,38
15:56,282,Indiana St Deadball Team Rebound.,35,38
15:56,282,T.J. Bell missed Free Throw.,35,38
15:56,24,Reid Travis Defensive Rebound.,35,38
15:38,282,Foul on Laquarious Paige.,35,38
15:38,24,Cameron Walker missed Free Throw.,35,38
15:38,24,Stanford Deadball Team Rebound.,35,38
15:38,24,Cameron Walker made Free Throw.,35,39
15:28,282,Jordan Barnes missed Three Point Jumper.,35,39
15:28,24,Dorian Pickens Defensive Rebound.,35,39
15:08,24,Robert Cartwright missed Three Point Jumper.,35,39
15:08,24,Reid Travis Offensive Rebound.,35,39
15:06,24,Reid Travis made Layup.,35,41
15:06,282,Foul on T.J. Bell.,35,41
15:06,24,Reid Travis made Free Throw.,35,42
14:46,282,Everett Clemons made Layup. Assisted by Bronson Kessinger.,37,42
14:30,24,Reid Travis missed Layup.,37,42
14:30,282,Jordan Barnes Defensive Rebound.,37,42
14:07,282,Everett Clemons made Layup.,39,42
13:59,24,Dorian Pickens missed Jumper.,39,42
13:59,282,Jordan Barnes Defensive Rebound.,39,42
13:50,282,Brenton Scott missed Jumper.,39,42
13:50,24,Cameron Walker Defensive Rebound.,39,42
13:48,282,Foul on Bronson Kessinger.,39,42
13:48,24,Cameron Walker missed Free Throw.,39,42
13:48,282,Niels Bunschoten Defensive Rebound.,39,42
13:37,282,Niels Bunschoten made Three Point Jumper. Assisted by Everett Clemons.,42,42
13:22,282,Foul on Niels Bunschoten.,42,42
13:22,24,Cameron Walker made Free Throw.,42,43
13:22,24,Cameron Walker made Free Throw.,42,44
12:50,282,Indiana St  Turnover.,42,44
12:34,24,Robert Cartwright Turnover.,42,44
12:33,282,Jordan Barnes Steal.,42,44
12:27,282,Bronson Kessinger missed Jumper.,42,44
12:27,282,Niels Bunschoten Offensive Rebound.,42,44
12:25,282,Niels Bunschoten missed Layup.,42,44
12:25,282,Everett Clemons Offensive Rebound.,42,44
12:21,282,Everett Clemons missed Layup.,42,44
12:21,24,Michael Humphrey Defensive Rebound.,42,44
12:13,24,Michael Humphrey missed Jumper.,42,44
12:13,282,Everett Clemons Defensive Rebound.,42,44
12:04,24,Foul on Robert Cartwright.,42,44
12:04,282,Everett Clemons made Free Throw.,43,44
12:04,282,Everett Clemons made Free Throw.,44,44
11:42,24,Josh Sharma missed Layup.,44,44
11:42,282,Indiana St Defensive Rebound.,44,44
11:41,24,Official TV Timeout,44,44
11:23,24,Foul on Michael Humphrey.,44,44
11:21,282,Jordan Barnes missed Jumper.,44,44
11:21,282,Bronson Kessinger Offensive Rebound.,44,44
11:18,282,Bronson Kessinger missed Layup.,44,44
11:18,282,Donovan Franklin Offensive Rebound.,44,44
11:08,24,Foul on Grant Verhoeven.,44,44
11:08,282,Bronson Kessinger made Free Throw.,45,44
11:08,282,Bronson Kessinger made Free Throw.,46,44
10:50,24,Reid Travis missed Layup.,46,44
10:50,282,Niels Bunschoten Block.,46,44
10:47,24,Reid Travis Offensive Rebound.,46,44
10:46,24,Reid Travis made Layup.,46,46
10:27,282,Niels Bunschoten missed Three Point Jumper.,46,46
10:27,24,Josh Sharma Defensive Rebound.,46,46
10:26,282,Foul on Bronson Kessinger.,46,46
10:26,24,Josh Sharma made Free Throw.,46,47
10:26,24,Josh Sharma missed Free Throw.,46,47
10:26,282,Bronson Kessinger Defensive Rebound.,46,47
10:13,282,Everett Clemons missed Layup.,46,47
10:13,24,Reid Travis Defensive Rebound.,46,47
9:55,24,Dorian Pickens Turnover.,46,47
9:55,282,Laquarious Paige Steal.,46,47
9:33,282,Donovan Franklin missed Three Point Jumper.,46,47
9:33,24,Christian Sanders Defensive Rebound.,46,47
9:24,24,Christian Sanders missed Layup.,46,47
9:24,282,Brandon Murphy Block.,46,47
9:22,282,Brandon Murphy Defensive Rebound.,46,47
9:19,282,Donovan Franklin made Layup. Assisted by Brandon Murphy.,48,47
9:04,24,Dorian Pickens missed Three Point Jumper.,48,47
9:04,282,Brandon Murphy Defensive Rebound.,48,47
8:35,24,Foul on Marcus Allen.,48,47
8:35,282,Laquarious Paige missed Free Throw.,48,47
8:35,24,Reid Travis Defensive Rebound.,48,47
8:21,24,Foul on Josh Sharma.,48,47
8:21,24,Josh Sharma Turnover.,48,47
8:05,282,Jordan Barnes made Jumper.,50,47
7:42,24,Reid Travis made Layup.,50,49
7:26,282,Laquarious Paige missed Jumper.,50,49
7:26,24,Reid Travis Defensive Rebound.,50,49
7:07,24,Robert Cartwright missed Layup.,50,49
7:07,24,Reid Travis Offensive Rebound.,50,49
7:03,24,Reid Travis Turnover.,50,49
7:02,282,Brenton Scott Steal.,50,49
6:41,282,Brenton Scott missed Jumper.,50,49
6:41,24,Christian Sanders Defensive Rebound.,50,49
6:24,24,Christian Sanders missed Layup.,50,49
6:24,282,Jordan Barnes Defensive Rebound.,50,49
6:22,24,Official TV Timeout,50,49
6:02,282,Everett Clemons Turnover.,50,49
5:49,24,Michael Humphrey made Jumper. Assisted by Dorian Pickens.,50,51
5:33,282,Matt Van Scyoc missed Jumper.,50,51
5:33,24,Robert Cartwright Defensive Rebound.,50,51
5:23,282,Foul on Matt Van Scyoc.,50,51
5:23,24,Reid Travis made Free Throw.,50,52
5:23,24,Reid Travis made Free Throw.,50,53
5:02,282,T.J. Bell made Jumper.,52,53
4:45,24,Robert Cartwright missed Three Point Jumper.,52,53
4:45,282,Brenton Scott Defensive Rebound.,52,53
4:35,282,Brenton Scott made Three Point Jumper. Assisted by Everett Clemons.,55,53
4:15,282,Foul on T.J. Bell.,55,53
4:15,24,Dorian Pickens missed Free Throw.,55,53
4:15,24,Stanford Deadball Team Rebound.,55,53
4:15,24,Dorian Pickens made Free Throw.,55,54
3:59,24,Official TV Timeout,55,54
3:44,282,Everett Clemons Turnover.,55,54
3:43,24,Michael Humphrey Steal.,55,54
3:19,24,Foul on Michael Humphrey.,55,54
3:19,24,Michael Humphrey Turnover.,55,54
3:07,282,Brenton Scott missed Three Point Jumper.,55,54
3:07,24,Reid Travis Defensive Rebound.,55,54
2:46,24,Dorian Pickens made Jumper.,55,56
2:27,282,T.J. Bell made Layup. Assisted by Brenton Scott.,57,56
2:09,282,Foul on T.J. Bell.,57,56
2:09,282,Indiana St  Timeout,57,56
2:09,24,Reid Travis made Free Throw.,57,57
2:09,24,Reid Travis made Free Throw.,57,58
1:43,282,T.J. Bell missed Layup.,57,58
1:43,24,Grant Verhoeven Block.,57,58
1:42,24,Grant Verhoeven Defensive Rebound.,57,58
1:21,282,Foul on T.J. Bell.,57,58
1:21,24,Reid Travis made Free Throw.,57,59
1:21,24,Reid Travis made Free Throw.,57,60
0:51,282,Bronson Kessinger missed Layup.,57,60
0:51,24,Grant Verhoeven Defensive Rebound.,57,60
0:39,24,Robert Cartwright Turnover.,57,60
0:39,282,Everett Clemons Steal.,57,60
0:39,282,Indiana St  Timeout,57,60
0:25,282,Jordan Barnes made Layup.,59,60
0:19,24,Stanford  Timeout,59,60
0:17,282,Foul on Brenton Scott.,59,60
0:17,24,Robert Cartwright made Free Throw.,59,61
0:17,24,Robert Cartwright made Free Throw.,59,62
0:17,24,Stanford  Timeout,59,62
0:06,282,Brenton Scott made Three Point Jumper.,62,62
0:03,24,Dorian Pickens made Three Point Jumper. Assisted by Christian Sanders.,62,65
0:02,282,Indiana St  Timeout,62,65
0:00,24,End of Game,62,65
