Canisius,2005,Air Force,2099
10:11,2005,Lavelle Scottie missed Three Point Jumper.,14,20
10:11,2099,Spencer Foley Defensive Rebound.,14,20
10:03,2099,Spencer Foley missed Three Point Jumper.,14,20
10:03,2099,Selvedin Planincic Offensive Rebound.,14,20
9:51,2099,Selvedin Planincic Turnover.,14,20
9:50,2005,Trevor Lyons Steal.,14,20
9:48,2005,Lavelle Scottie made Dunk. Assisted by Trevor Lyons.,14,22
9:46,2099,Canisius  Timeout,14,22
9:34,2099,Isaiah Reese made Three Point Jumper. Assisted by Malik Johnson.,17,22
9:15,2005,Ryan Manning made Three Point Jumper. Assisted by Lavelle Scottie.,17,25
9:01,2005,Foul on Frank Toohey.,17,25
8:46,2099,Takal Molson missed Three Point Jumper.,17,25
8:46,2099,Canisius Offensive Rebound.,17,25
8:18,2099,Jalanni White missed Three Point Jumper.,17,25
8:18,2005,Trevor Lyons Defensive Rebound.,17,25
8:03,2005,Trevor Lyons made Jumper.,17,27
8:03,2099,Foul on Takal Molson.,17,27
8:03,2005,Trevor Lyons made Free Throw.,17,28
7:55,2005,Foul on Ryan Manning.,17,28
7:55,2005,Official TV Timeout,17,28
7:49,2099,Spencer Foley missed Jumper.,17,28
7:49,2099,Jalanni White Offensive Rebound.,17,28
7:42,2099,Isaiah Reese missed Layup.,17,28
7:42,2005,Lavelle Scottie Block.,17,28
7:40,2099,Spencer Foley Offensive Rebound.,17,28
7:37,2099,Jermaine Crumpton made Layup.,19,28
7:24,2099,Foul on Isaiah Reese.,19,28
7:24,2005,Ryan Manning made Free Throw.,19,29
7:24,2005,Ryan Manning made Free Throw.,19,30
6:59,2005,Foul on Trevor Lyons.,19,30
6:55,2099,Jermaine Crumpton missed Three Point Jumper.,19,30
6:55,2005,Lavelle Scottie Defensive Rebound.,19,30
6:40,2005,Jacob Van Turnover.,19,30
6:28,2099,Jermaine Crumpton missed Jumper.,19,30
6:28,2005,Trevor Lyons Defensive Rebound.,19,30
6:22,2099,Foul on Jermaine Crumpton.,19,30
6:22,2005,Trevor Lyons missed Free Throw.,19,30
6:22,2005,Air Force Deadball Team Rebound.,19,30
6:22,2005,Trevor Lyons missed Free Throw.,19,30
6:22,2099,Jonathan Sanks Defensive Rebound.,19,30
6:08,2099,Jonathan Sanks made Three Point Jumper.,22,30
5:52,2005,Lavelle Scottie missed Jumper.,22,30
5:52,2099,Jonathan Sanks Defensive Rebound.,22,30
5:44,2099,Jonathan Sanks missed Three Point Jumper.,22,30
5:44,2099,Jalanni White Offensive Rebound.,22,30
5:41,2005,Foul on CJ Siples.,22,30
5:41,2099,Jalanni White missed Free Throw.,22,30
5:41,2099,Canisius Deadball Team Rebound.,22,30
5:41,2099,Jalanni White made Free Throw.,23,30
5:31,2005,Dane Norman Turnover.,23,30
5:30,2099,Marcale Lotts Steal.,23,30
5:20,2099,Malik Johnson made Jumper.,25,30
4:56,2005,Trevor Lyons Turnover.,25,30
4:44,2005,Foul on CJ Siples.,25,30
4:44,2099,Malik Johnson made Free Throw.,26,30
4:44,2099,Malik Johnson missed Free Throw.,26,30
4:44,2005,Dane Norman Defensive Rebound.,26,30
4:26,2005,Dane Norman made Three Point Jumper. Assisted by Sid Tomes.,26,33
4:25,2099,Foul on Marcale Lotts.,26,33
4:25,2099,Marcale Lotts Turnover.,26,33
4:25,2005,Frank Toohey made Free Throw.,26,34
4:25,2005,Frank Toohey made Free Throw.,26,35
4:13,2099,Jonathan Sanks missed Jumper.,26,35
4:13,2005,Jacob Van Defensive Rebound.,26,35
4:05,2005,Frank Toohey missed Three Point Jumper.,26,35
4:05,2099,Spencer Foley Defensive Rebound.,26,35
3:47,2099,Malik Johnson made Jumper.,28,35
3:29,2005,Frank Toohey Turnover.,28,35
3:27,2099,Malik Johnson Steal.,28,35
3:25,2099,Spencer Foley made Three Point Jumper. Assisted by Malik Johnson.,31,35
3:21,2005,Air Force  Timeout,31,35
3:21,2005,Official TV Timeout,31,35
3:06,2005,Foul on Trevor Lyons.,31,35
3:06,2005,Trevor Lyons Turnover.,31,35
2:40,2099,Malik Johnson missed Three Point Jumper.,31,35
2:40,2005,Jacob Van Block.,31,35
2:38,2099,Spencer Foley Offensive Rebound.,31,35
2:35,2099,Spencer Foley made Jumper.,33,35
2:18,2099,Foul on Jalanni White.,33,35
2:18,2005,Lavelle Scottie made Free Throw.,33,36
2:18,2005,Lavelle Scottie made Free Throw.,33,37
1:55,2099,Jonathan Sanks missed Jumper.,33,37
1:55,2005,Sid Tomes Defensive Rebound.,33,37
1:52,2099,Foul on Scott Hitchon.,33,37
1:52,2005,Sid Tomes missed Free Throw.,33,37
1:52,2005,Air Force Deadball Team Rebound.,33,37
1:52,2005,Sid Tomes made Free Throw.,33,38
1:33,2099,Scott Hitchon missed Three Point Jumper.,33,38
1:33,2005,Sid Tomes Defensive Rebound.,33,38
1:14,2005,Foul on Frank Toohey.,33,38
1:14,2005,Frank Toohey Turnover.,33,38
0:57,2099,Malik Johnson made Jumper.,35,38
0:56,2005,Foul on Ryan Swan.,35,38
0:56,2099,Malik Johnson made Free Throw.,36,38
0:40,2099,Foul on Jonathan Sanks.,36,38
0:40,2005,Ryan Manning made Free Throw.,36,39
0:40,2005,Ryan Manning made Free Throw.,36,40
0:36,2099,Malik Johnson missed Jumper.,36,40
0:36,2005,Ryan Manning Block.,36,40
0:35,2005,Jacob Van Defensive Rebound.,36,40
0:31,2005,Jacob Van made Layup.,36,42
0:31,2099,Foul on Scott Hitchon.,36,42
0:31,2005,Jacob Van made Free Throw.,36,43
0:11,2099,Jonathan Sanks missed Three Point Jumper.,36,43
0:11,2099,Spencer Foley Offensive Rebound.,36,43
0:10,2005,Foul on Lavelle Scottie.,36,43
0:10,2099,Spencer Foley made Free Throw.,37,43
0:10,2099,Spencer Foley made Free Throw.,38,43
0:03,2005,Ryan Swan missed Jumper.,38,43
0:03,2099,Malik Johnson Defensive Rebound.,38,43
0:00,2005,End of 1st half,38,43
19:41,2005,Lavelle Scottie missed Jumper.,38,43
19:41,2005,Lavelle Scottie Offensive Rebound.,38,43
19:40,2099,Foul on Jalanni White.,38,43
19:40,2005,Lavelle Scottie made Free Throw.,38,44
19:40,2005,Lavelle Scottie made Free Throw.,38,45
19:25,2099,Isaiah Reese made Layup.,40,45
19:08,2005,Lavelle Scottie missed Jumper.,40,45
19:08,2005,Ryan Manning Offensive Rebound.,40,45
19:02,2005,Air Force  Timeout,40,45
18:45,2005,Jacob Van made Layup.,40,47
18:15,2099,Isaiah Reese missed Jumper.,40,47
18:15,2099,Jermaine Crumpton Offensive Rebound.,40,47
18:10,2099,Canisius  Turnover.,40,47
18:02,2099,Foul on Jermaine Crumpton.,40,47
18:02,2005,Trevor Lyons made Free Throw.,40,48
18:02,2005,Trevor Lyons made Free Throw.,40,49
17:55,2099,Malik Johnson Turnover.,40,49
17:53,2005,Lavelle Scottie Steal.,40,49
17:49,2005,Lavelle Scottie missed Layup.,40,49
17:49,2099,Jermaine Crumpton Defensive Rebound.,40,49
17:48,2005,Foul on Lavelle Scottie.,40,49
17:27,2099,Jermaine Crumpton made Layup. Assisted by Takal Molson.,42,49
17:06,2005,Frank Toohey made Jumper.,42,51
16:48,2099,Jermaine Crumpton made Three Point Jumper. Assisted by Takal Molson.,45,51
16:45,2005,Foul on Frank Toohey.,45,51
16:45,2005,Frank Toohey Turnover.,45,51
16:35,2099,Marcale Lotts made Jumper. Assisted by Isaiah Reese.,47,51
16:19,2005,Ryan Manning missed Three Point Jumper.,47,51
16:19,2099,Isaiah Reese Defensive Rebound.,47,51
16:06,2005,Foul on Dane Norman.,47,51
16:06,2099,Jermaine Crumpton made Free Throw.,48,51
16:06,2099,Jermaine Crumpton made Free Throw.,49,51
15:53,2005,Trevor Lyons made Layup.,49,53
15:45,2099,Isaiah Reese Turnover.,49,53
15:45,2005,Official TV Timeout,49,53
15:29,2005,Ryan Manning made Three Point Jumper. Assisted by Trevor Lyons.,49,56
15:04,2099,Marcale Lotts missed Layup.,49,56
15:04,2005,Ryan Manning Defensive Rebound.,49,56
14:54,2005,Ryan Swan made Jumper. Assisted by Ryan Manning.,49,58
14:29,2099,Isaiah Reese made Three Point Jumper. Assisted by Malik Johnson.,52,58
14:05,2099,Foul on Malik Johnson.,52,58
14:05,2005,Jacob Van made Free Throw.,52,59
14:05,2005,Jacob Van made Free Throw.,52,60
13:56,2099,Jermaine Crumpton made Three Point Jumper. Assisted by Takal Molson.,55,60
13:41,2005,Ryan Manning made Three Point Jumper. Assisted by Ryan Swan.,55,63
13:24,2099,Isaiah Reese made Three Point Jumper. Assisted by Takal Molson.,58,63
13:06,2005,Ryan Manning missed Layup.,58,63
13:06,2099,Takal Molson Defensive Rebound.,58,63
12:45,2099,Takal Molson missed Jumper.,58,63
12:45,2005,Trevor Lyons Defensive Rebound.,58,63
12:28,2099,Foul on Marcale Lotts.,58,63
12:23,2005,Ryan Swan made Dunk. Assisted by CJ Siples.,58,65
12:06,2099,Canisius  Timeout,58,65
12:06,2005,Official TV Timeout,58,65
12:06,2005,Foul on Ryan Swan.,58,65
11:55,2099,Isaiah Reese missed Jumper.,58,65
11:55,2005,Sid Tomes Defensive Rebound.,58,65
11:41,2005,Dane Norman missed Three Point Jumper.,58,65
11:41,2099,Selvedin Planincic Defensive Rebound.,58,65
11:38,2005,Foul on Dane Norman.,58,65
11:15,2099,Jermaine Crumpton missed Three Point Jumper.,58,65
11:15,2005,Trevor Lyons Defensive Rebound.,58,65
11:02,2005,Lavelle Scottie missed Jumper.,58,65
11:02,2005,Frank Toohey Offensive Rebound.,58,65
11:01,2099,Foul on Jermaine Crumpton.,58,65
10:39,2005,Sid Tomes made Layup.,58,67
10:27,2099,Malik Johnson missed Three Point Jumper.,58,67
10:27,2005,Air Force Defensive Rebound.,58,67
10:07,2005,Frank Toohey made Three Point Jumper. Assisted by Lavelle Scottie.,58,70
9:49,2099,Isaiah Reese missed Three Point Jumper.,58,70
9:49,2099,Spencer Foley Offensive Rebound.,58,70
9:41,2099,Spencer Foley made Layup.,60,70
9:19,2005,Lavelle Scottie made Three Point Jumper. Assisted by Frank Toohey.,60,73
8:52,2099,Isaiah Reese missed Three Point Jumper.,60,73
8:52,2005,CJ Siples Defensive Rebound.,60,73
8:44,2099,Foul on Spencer Foley.,60,73
8:44,2005,Lavelle Scottie made Free Throw.,60,74
8:44,2005,Lavelle Scottie made Free Throw.,60,75
8:28,2099,Spencer Foley made Three Point Jumper. Assisted by Isaiah Reese.,63,75
8:00,2005,Sid Tomes missed Three Point Jumper.,63,75
8:00,2005,Lavelle Scottie Offensive Rebound.,63,75
7:41,2005,CJ Siples Turnover.,63,75
7:40,2099,Isaiah Reese Steal.,63,75
7:26,2099,Jonathan Sanks missed Three Point Jumper.,63,75
7:26,2005,Sid Tomes Defensive Rebound.,63,75
6:58,2005,Foul on Sid Tomes.,63,75
6:58,2005,Sid Tomes Turnover.,63,75
6:58,2005,Official TV Timeout,63,75
6:45,2005,Foul on Frank Toohey.,63,75
6:45,2099,Jermaine Crumpton made Free Throw.,64,75
6:45,2099,Jermaine Crumpton made Free Throw.,65,75
6:30,2099,Foul on Takal Molson.,65,75
6:30,2005,Jacob Van made Free Throw.,65,76
6:30,2005,Jacob Van made Free Throw.,65,77
6:17,2099,Spencer Foley missed Three Point Jumper.,65,77
6:17,2005,Ryan Swan Defensive Rebound.,65,77
6:08,2005,Ryan Manning missed Three Point Jumper.,65,77
6:08,2099,Spencer Foley Defensive Rebound.,65,77
5:47,2005,Foul on Ryan Swan.,65,77
5:47,2099,Jermaine Crumpton made Free Throw.,66,77
5:47,2099,Jermaine Crumpton made Free Throw.,67,77
5:25,2005,Jacob Van missed Jumper.,67,77
5:25,2005,Ryan Swan Offensive Rebound.,67,77
5:21,2005,Ryan Swan missed Jumper.,67,77
5:21,2005,Ryan Swan Offensive Rebound.,67,77
5:19,2005,Ryan Swan missed Layup.,67,77
5:19,2099,Isaiah Reese Defensive Rebound.,67,77
5:07,2099,Spencer Foley missed Three Point Jumper.,67,77
5:07,2005,Ryan Swan Defensive Rebound.,67,77
4:51,2005,Ryan Swan made Three Point Jumper. Assisted by Trevor Lyons.,67,80
4:30,2099,Takal Molson made Jumper.,69,80
4:29,2099,Canisius  Timeout,69,80
4:29,2005,Official TV Timeout,69,80
4:16,2005,Ryan Swan made Jumper.,69,82
3:55,2099,D.J. Heath Turnover.,69,82
3:55,2005,Ryan Swan Steal.,69,82
3:29,2005,Sid Tomes missed Layup.,69,82
3:29,2099,Spencer Foley Defensive Rebound.,69,82
3:15,2099,Jermaine Crumpton made Layup. Assisted by Isaiah Reese.,71,82
2:56,2005,Ryan Swan missed Three Point Jumper.,71,82
2:56,2099,Isaiah Reese Defensive Rebound.,71,82
2:48,2099,D.J. Heath made Three Point Jumper. Assisted by Isaiah Reese.,74,82
2:20,2005,Trevor Lyons Turnover.,74,82
2:18,2099,Spencer Foley Steal.,74,82
2:08,2099,Takal Molson missed Three Point Jumper.,74,82
2:08,2099,Spencer Foley Offensive Rebound.,74,82
2:04,2099,Spencer Foley made Layup.,76,82
2:03,2005,Air Force  Timeout,76,82
1:50,2005,Trevor Lyons made Layup. Assisted by Jacob Van.,76,84
1:50,2099,Foul on Isaiah Reese.,76,84
1:50,2005,Trevor Lyons made Free Throw.,76,85
1:37,2099,Spencer Foley missed Three Point Jumper.,76,85
1:37,2005,Trevor Lyons Defensive Rebound.,76,85
1:33,2099,Foul on Takal Molson.,76,85
1:33,2005,Trevor Lyons made Free Throw.,76,86
1:33,2005,Trevor Lyons made Free Throw.,76,87
1:14,2099,Jermaine Crumpton missed Layup.,76,87
1:14,2005,Lavelle Scottie Block.,76,87
1:13,2005,Frank Toohey Defensive Rebound.,76,87
1:00,2005,Frank Toohey Turnover.,76,87
0:58,2099,Takal Molson Steal.,76,87
0:55,2099,Takal Molson made Three Point Jumper. Assisted by Malik Johnson.,79,87
0:55,2099,Canisius  Timeout,79,87
0:46,2099,Foul on Takal Molson.,79,87
0:46,2005,Sid Tomes made Free Throw.,79,88
0:46,2005,Sid Tomes made Free Throw.,79,89
0:33,2099,D.J. Heath missed Three Point Jumper.,79,89
0:33,2099,Jonathan Sanks Offensive Rebound.,79,89
0:25,2099,Malik Johnson Turnover.,79,89
0:24,2005,Trevor Lyons Steal.,79,89
0:07,2099,Foul on Malik Johnson.,79,89
0:07,2099,Technical Foul on Isaiah Reese.,79,89
0:07,2099,Foul on Isaiah Reese.,79,89
0:07,2005,Jacob Van made Free Throw.,79,90
0:07,2005,Jacob Van made Free Throw.,79,91
0:07,2005,Frank Toohey made Free Throw.,79,92
0:07,2005,Frank Toohey made Free Throw.,79,93
0:00,2099,Malik Johnson missed Three Point Jumper.,79,93
0:00,2099,Selvedin Planincic Offensive Rebound.,79,93
0:00,2005,End of Game,79,93
