Ohio Northern,Error,Toledo,2649
8:16,2649,Dwayne Rose Jr. Defensive Rebound.,23,20
8:13,2649,Luke Knapke Turnover.,23,20
8:00,2649,Official TV Timeout,23,20
7:55,-1,Nate Burger missed Three Point Jumper.,23,20
7:55,2649,Nate Navigato Defensive Rebound.,23,20
7:47,2649,Dwayne Rose Jr. missed Three Point Jumper.,23,20
7:47,2649,Luke Knapke Offensive Rebound.,23,20
7:41,2649,Luke Knapke made Two Point Tip Shot.,23,22
7:28,-1,Nate Burger missed Layup.,23,22
7:28,2649,Luke Knapke Defensive Rebound.,23,22
7:16,2649,Tre'Shaun Fletcher made Jumper.,23,24
6:58,-1,Nate Burger Turnover.,23,24
6:55,2649,Luke Knapke Steal.,23,24
6:46,2649,Tre'Shaun Fletcher made Layup.,23,26
6:46,-1,Foul on Ryan Bruns.,23,26
6:46,-1,Ohio Northern  Timeout,23,26
6:46,2649,Tre'Shaun Fletcher made Free Throw.,23,27
6:37,-1,Ryan Bruns missed Three Point Jumper.,23,27
6:37,2649,Justin Roberts Defensive Rebound.,23,27
6:26,2649,Jaelan Sanford missed Three Point Jumper.,23,27
6:26,-1,Nate Burger Defensive Rebound.,23,27
5:55,-1,Nate Burger missed Three Point Jumper.,23,27
5:55,2649,Luke Knapke Defensive Rebound.,23,27
5:48,2649,Luke Knapke missed Three Point Jumper.,23,27
5:48,-1,Nate Burger Defensive Rebound.,23,27
5:30,-1,Foul on Nate Burger.,23,27
5:30,-1,Nate Burger Turnover.,23,27
5:14,2649,Luke Knapke made Layup.,23,29
4:57,2649,Foul on Justin Roberts.,23,29
4:41,-1,Nate Burger made Three Point Jumper. Assisted by Brandon Waugh.,26,29
4:24,2649,Nate Navigato Turnover.,26,29
4:22,-1,Nate Burger Steal.,26,29
4:18,-1,Joey DiOrio missed Three Point Jumper.,26,29
4:18,2649,Jaelan Sanford Defensive Rebound.,26,29
4:09,2649,Luke Knapke made Three Point Jumper. Assisted by Jaelan Sanford.,26,32
3:39,-1,Brandon Waugh missed Layup.,26,32
3:39,2649,Luke Knapke Defensive Rebound.,26,32
3:32,2649,Jaelan Sanford missed Three Point Jumper.,26,32
3:32,2649,Dylan Alderson Offensive Rebound.,26,32
3:24,-1,Foul on Brandon Waugh.,26,32
3:24,2649,Official TV Timeout,26,32
3:24,2649,Jaelan Sanford missed Free Throw.,26,32
3:24,-1,Travis Feitshans Defensive Rebound.,26,32
3:16,-1,Nate Burger missed Layup.,26,32
3:16,2649,Taylor Adway Block.,26,32
3:14,-1,Ohio Northern Offensive Rebound.,26,32
3:12,2649,Foul on Taylor Adway.,26,32
3:10,-1,Brandon Waugh Turnover.,26,32
3:08,2649,Dylan Alderson Steal.,26,32
3:03,-1,Foul on Travis Feitshans.,26,32
3:03,2649,Dylan Alderson missed Free Throw.,26,32
3:03,2649,Toledo Deadball Team Rebound.,26,32
3:03,2649,Dylan Alderson missed Free Throw.,26,32
3:03,-1,Travis Feitshans Defensive Rebound.,26,32
2:39,-1,Nate Burger made Three Point Jumper.,29,32
2:10,2649,Dylan Alderson missed Three Point Jumper.,29,32
2:10,2649,Tre'Shaun Fletcher Offensive Rebound.,29,32
2:05,2649,Tre'Shaun Fletcher made Layup.,29,34
1:50,-1,Nate Burger missed Three Point Jumper.,29,34
1:50,2649,Luke Knapke Defensive Rebound.,29,34
1:43,2649,Dylan Alderson Turnover.,29,34
1:42,-1,Brandon Waugh Steal.,29,34
1:39,-1,Brandon Waugh made Three Point Jumper.,32,34
1:19,2649,Jaelan Sanford made Layup. Assisted by Tre'Shaun Fletcher.,32,36
0:52,-1,Travis Feitshans missed Three Point Jumper.,32,36
0:52,2649,Tre'Shaun Fletcher Defensive Rebound.,32,36
0:45,2649,Tre'Shaun Fletcher Turnover.,32,36
0:43,-1,Brandon Waugh Steal.,32,36
0:39,-1,Brandon Waugh missed Layup.,32,36
0:39,2649,Luke Knapke Defensive Rebound.,32,36
0:34,2649,Luke Knapke Turnover.,32,36
0:32,-1,Joey DiOrio Steal.,32,36
0:29,-1,Joey DiOrio made Three Point Jumper.,35,36
0:27,2649,Toledo  Timeout,35,36
0:03,2649,Nate Navigato missed Three Point Jumper.,35,36
0:03,-1,Nate Burger Defensive Rebound.,35,36
0:00,2649,End of 1st half,35,36
19:49,-1,Austin Allmeier missed Jumper.,35,36
19:49,-1,Daniel Donner Offensive Rebound.,35,36
19:41,-1,Austin Allmeier missed Three Point Jumper.,35,36
19:41,-1,Joey DiOrio Offensive Rebound.,35,36
19:32,-1,Daniel Donner missed Three Point Jumper.,35,36
19:32,2649,Tre'Shaun Fletcher Defensive Rebound.,35,36
19:23,2649,Tre'Shaun Fletcher made Three Point Jumper.,35,39
18:59,-1,Ryan Bruns missed Jumper.,35,39
18:59,2649,Nate Navigato Defensive Rebound.,35,39
18:47,2649,Luke Knapke made Dunk. Assisted by Tre'Shaun Fletcher.,35,41
18:34,-1,Ohio Northern  Timeout,35,41
18:34,2649,Official TV Timeout,35,41
18:30,-1,Austin Allmeier missed Layup.,35,41
18:30,2649,Tre'Shaun Fletcher Block.,35,41
18:27,2649,Tre'Shaun Fletcher Defensive Rebound.,35,41
18:23,2649,Marreon Jackson made Three Point Jumper. Assisted by Tre'Shaun Fletcher.,35,44
17:56,-1,Nate Burger missed Jumper.,35,44
17:56,2649,Jaelan Sanford Defensive Rebound.,35,44
17:37,2649,Marreon Jackson missed Jumper.,35,44
17:37,-1,Ryan Bruns Defensive Rebound.,35,44
17:19,-1,Joey DiOrio missed Three Point Jumper.,35,44
17:19,-1,Ryan Bruns Offensive Rebound.,35,44
17:12,2649,Foul on Marreon Jackson.,35,44
17:12,-1,Nate Burger made Free Throw.,36,44
17:12,-1,Nate Burger missed Free Throw.,36,44
17:12,2649,Tre'Shaun Fletcher Defensive Rebound.,36,44
17:01,2649,Luke Knapke missed Three Point Jumper.,36,44
17:01,-1,Ryan Bruns Defensive Rebound.,36,44
16:52,-1,Daniel Donner made Layup. Assisted by Nate Burger.,38,44
16:41,-1,Foul on Austin Allmeier.,38,44
16:30,2649,Tre'Shaun Fletcher missed Layup.,38,44
16:30,-1,Ryan Bruns Block.,38,44
16:27,2649,Luke Knapke Offensive Rebound.,38,44
16:23,2649,Tre'Shaun Fletcher missed Three Point Jumper.,38,44
16:23,-1,Austin Allmeier Defensive Rebound.,38,44
16:00,-1,Nate Burger made Jumper.,40,44
15:44,2649,Nate Navigato made Layup. Assisted by Tre'Shaun Fletcher.,40,46
15:29,2649,Official TV Timeout,40,46
15:26,2649,Foul on Tre'Shaun Fletcher.,40,46
15:26,2649,Official TV Timeout,40,46
15:05,-1,Ryan Bruns Turnover.,40,46
14:53,-1,Foul on Daniel Donner.,40,46
14:47,2649,Nate Navigato missed Jumper.,40,46
14:47,-1,Daniel Donner Defensive Rebound.,40,46
14:42,-1,Brandon Waugh Turnover.,40,46
14:39,2649,Nate Navigato Steal.,40,46
14:38,2649,Jaelan Sanford Turnover.,40,46
14:34,-1,Nate Burger missed Three Point Jumper.,40,46
14:34,2649,Marreon Jackson Defensive Rebound.,40,46
14:26,-1,Foul on Ryan Bruns.,40,46
14:26,2649,Tre'Shaun Fletcher made Free Throw.,40,47
14:26,2649,Tre'Shaun Fletcher missed Free Throw.,40,47
14:26,-1,Ryan Bruns Defensive Rebound.,40,47
14:14,-1,Nate Burger Turnover.,40,47
14:12,2649,Tre'Shaun Fletcher Steal.,40,47
14:09,2649,Tre'Shaun Fletcher Turnover.,40,47
14:08,-1,Nate Burger Steal.,40,47
14:01,-1,Ryan Bruns missed Three Point Jumper.,40,47
14:01,-1,Joey DiOrio Offensive Rebound.,40,47
13:53,-1,Travis Feitshans Turnover.,40,47
13:52,2649,Jaelan Sanford Steal.,40,47
13:46,2649,Jaelan Sanford missed Jumper.,40,47
13:46,-1,Ryan Bruns Defensive Rebound.,40,47
13:17,-1,Brandon Waugh made Layup. Assisted by Nate Burger.,42,47
13:00,2649,Luke Knapke missed Jumper.,42,47
13:00,-1,Ryan Bruns Defensive Rebound.,42,47
12:51,-1,Brandon Waugh missed Three Point Jumper.,42,47
12:51,2649,Toledo Defensive Rebound.,42,47
12:25,2649,Tre'Shaun Fletcher missed Jumper.,42,47
12:25,2649,Tre'Shaun Fletcher Offensive Rebound.,42,47
12:21,2649,Tre'Shaun Fletcher made Layup.,42,49
12:21,-1,Foul on Nate Burger.,42,49
12:21,2649,Tre'Shaun Fletcher made Free Throw.,42,50
12:11,-1,Nate Burger made Three Point Jumper. Assisted by Travis Feitshans.,45,50
11:43,2649,Marreon Jackson missed Three Point Jumper.,45,50
11:43,2649,Taylor Adway Offensive Rebound.,45,50
11:36,2649,Jaelan Sanford missed Three Point Jumper.,45,50
11:36,-1,Brandon Waugh Defensive Rebound.,45,50
11:34,2649,Foul on Dylan Alderson.,45,50
11:34,2649,Official TV Timeout,45,50
11:22,-1,Nate Burger missed Three Point Jumper.,45,50
11:22,2649,Jaelan Sanford Defensive Rebound.,45,50
11:13,2649,Taylor Adway made Layup.,45,52
10:42,-1,Ryan Bruns missed Jumper.,45,52
10:42,-1,Ryan Bruns Offensive Rebound.,45,52
10:39,-1,Ryan Bruns Turnover.,45,52
10:27,2649,Taylor Adway Steal.,45,52
10:15,2649,Tre'Shaun Fletcher made Three Point Jumper.,45,55
9:59,-1,Foul on Austin Allmeier.,45,55
9:59,-1,Austin Allmeier Turnover.,45,55
9:47,2649,Justin Roberts missed Three Point Jumper.,45,55
9:47,-1,Brandon Waugh Defensive Rebound.,45,55
9:32,-1,Ryan Bruns missed Layup.,45,55
9:32,-1,Ryan Bruns Offensive Rebound.,45,55
9:27,-1,Ryan Bruns made Jumper.,47,55
9:18,-1,Foul on Brandon Waugh.,47,55
9:18,2649,Jaelan Sanford made Free Throw.,47,56
9:18,2649,Jaelan Sanford made Free Throw.,47,57
9:07,-1,Ryan Bruns missed Layup.,47,57
9:03,2649,Taylor Adway Block.,47,57
9:01,2649,Justin Roberts Defensive Rebound.,47,57
8:56,2649,Tre'Shaun Fletcher Turnover.,47,57
8:45,-1,Nate Burger made Layup.,49,57
8:23,-1,Daniel Donner missed Layup.,49,57
8:23,-1,Ohio Northern Offensive Rebound.,49,57
8:15,2649,Taylor Adway missed Dunk.,49,57
8:15,-1,Nate Burger Defensive Rebound.,49,57
8:04,2649,Foul on Dylan Alderson.,49,57
7:56,2649,Foul on Luke Knapke.,49,57
7:56,2649,Official TV Timeout,49,57
7:54,-1,Ryan Bruns made Jumper. Assisted by Nate Burger.,51,57
7:36,2649,Jaelan Sanford made Jumper. Assisted by Justin Roberts.,51,59
7:14,2649,Foul on Tre'Shaun Fletcher.,51,59
7:14,-1,Ryan Bruns made Free Throw.,52,59
7:14,-1,Ryan Bruns missed Free Throw.,52,59
7:14,2649,Jaelan Sanford Defensive Rebound.,52,59
7:00,2649,Nate Navigato missed Three Point Jumper.,52,59
7:00,-1,Nate Burger Defensive Rebound.,52,59
6:44,-1,Ryan Bruns made Jumper.,54,59
6:30,2649,Jaelan Sanford made Layup. Assisted by Tre'Shaun Fletcher.,54,61
6:03,-1,Nate Burger missed Three Point Jumper.,54,61
6:03,-1,Travis Feitshans Offensive Rebound.,54,61
5:45,-1,Nate Burger missed Jumper.,54,61
5:45,2649,Jaelan Sanford Defensive Rebound.,54,61
5:36,2649,Nate Navigato missed Jumper.,54,61
5:36,-1,Joey DiOrio Defensive Rebound.,54,61
5:12,-1,Ryan Bruns missed Jumper.,54,61
5:12,2649,Nate Navigato Defensive Rebound.,54,61
5:10,-1,Foul on Travis Feitshans.,54,61
5:10,2649,Nate Navigato made Free Throw.,54,62
5:10,2649,Nate Navigato made Free Throw.,54,63
4:52,-1,Ryan Bruns made Jumper. Assisted by Nate Burger.,56,63
4:30,2649,Jaelan Sanford Turnover.,56,63
4:28,-1,Joey DiOrio Steal.,56,63
4:15,-1,Ryan Bruns made Layup. Assisted by Daniel Donner.,58,63
4:06,2649,Nate Navigato missed Three Point Jumper.,58,63
4:06,-1,Ohio Northern Defensive Rebound.,58,63
3:59,2649,Official TV Timeout,58,63
3:44,2649,Foul on Marreon Jackson.,58,63
3:44,-1,Nate Burger missed Free Throw.,58,63
3:44,-1,Ohio Northern Deadball Team Rebound.,58,63
3:44,-1,Nate Burger made Free Throw.,59,63
3:32,-1,Foul on Austin Allmeier.,59,63
3:32,-1,Technical Foul on Ohio Northern.,59,63
3:32,2649,Nate Navigato made Free Throw.,59,64
3:32,2649,Nate Navigato missed Free Throw.,59,64
3:32,2649,Toledo Deadball Team Rebound.,59,64
3:32,2649,Jaelan Sanford missed Free Throw.,59,64
3:32,-1,Nate Burger Defensive Rebound.,59,64
3:19,-1,Daniel Donner made Three Point Jumper. Assisted by Ryan Bruns.,62,64
3:01,2649,Nate Navigato made Three Point Jumper. Assisted by Tre'Shaun Fletcher.,62,67
2:36,-1,Ryan Bruns missed Jumper.,62,67
2:36,-1,Ohio Northern Offensive Rebound.,62,67
2:31,-1,Ryan Bruns missed Jumper.,62,67
2:31,2649,Luke Knapke Defensive Rebound.,62,67
2:25,2649,Tre'Shaun Fletcher missed Layup.,62,67
2:25,-1,Ryan Bruns Defensive Rebound.,62,67
2:04,-1,Ryan Bruns missed Layup.,62,67
2:04,2649,Luke Knapke Block.,62,67
2:02,2649,Marreon Jackson Defensive Rebound.,62,67
1:40,2649,Toledo  Timeout,62,67
1:37,-1,Foul on Ryan Bruns.,62,67
1:37,2649,Tre'Shaun Fletcher made Free Throw.,62,68
1:37,2649,Tre'Shaun Fletcher made Free Throw.,62,69
1:16,-1,Brandon Waugh Turnover.,62,69
1:15,2649,Tre'Shaun Fletcher Steal.,62,69
0:48,2649,Jaelan Sanford Turnover.,62,69
0:47,-1,Ryan Bruns Steal.,62,69
0:43,-1,Ryan Bruns missed Layup.,62,69
0:43,2649,Luke Knapke Defensive Rebound.,62,69
0:32,-1,Foul on Joey DiOrio.,62,69
0:32,2649,Jaelan Sanford missed Free Throw.,62,69
0:32,2649,Toledo Deadball Team Rebound.,62,69
0:32,2649,Jaelan Sanford made Free Throw.,62,70
0:30,-1,Ohio Northern  Timeout,62,70
0:25,-1,Joey DiOrio missed Three Point Jumper.,62,70
0:25,2649,Nate Navigato Defensive Rebound.,62,70
0:22,-1,Foul on Daniel Donner.,62,70
0:22,2649,Nate Navigato made Free Throw.,62,71
0:22,2649,Nate Navigato made Free Throw.,62,72
0:19,-1,Ohio Northern  Timeout,62,72
0:11,-1,Foul on Brandon Waugh.,62,72
0:11,-1,Brandon Waugh Turnover.,62,72
0:00,2649,End of Game,62,72
