Emerson,Error,Dartmouth,159
12:42,-1,Geoffrey Gray missed Jumper.,13,12
12:42,159,Guilien Smith Defensive Rebound.,13,12
12:26,159,Taylor Johnson made Layup.,13,14
12:11,-1,Foul on Ben Holding.,13,14
12:11,-1,Ben Holding Turnover.,13,14
11:52,159,Chris Knight made Layup.,13,16
11:41,-1,Ethan Gabert-Doyon Turnover.,13,16
11:41,159,Brendan Barry Steal.,13,16
11:39,159,Brendan Barry made Layup.,13,18
11:33,-1,Emerson  Timeout,13,18
11:21,-1,Geoffrey Gray missed Jumper.,13,18
11:21,159,Chris Knight Defensive Rebound.,13,18
11:18,-1,Foul on Mac Sashin.,13,18
11:07,159,Miles Wright made Jumper. Assisted by Brendan Barry.,13,20
10:48,-1,Geoffrey Gray missed Three Point Jumper.,13,20
10:48,-1,Will Lantier Offensive Rebound.,13,20
10:44,-1,Corey Fitz missed Three Point Jumper.,13,20
10:44,159,Miles Wright Defensive Rebound.,13,20
10:35,159,Taylor Johnson made Layup.,13,22
10:15,-1,Geoffrey Gray made Three Point Jumper. Assisted by Ethan Gabert-Doyon.,16,22
10:04,159,Chris Knight made Layup. Assisted by Isaac Letoa.,16,24
9:42,-1,Geoffrey Gray missed Jumper.,16,24
9:42,-1,Ethan Gabert-Doyon Offensive Rebound.,16,24
9:39,-1,Ethan Gabert-Doyon missed Layup.,16,24
9:39,-1,Will Lantier Offensive Rebound.,16,24
9:37,-1,Will Lantier missed Layup.,16,24
9:37,159,Chris Knight Defensive Rebound.,16,24
9:28,159,Chris Knight made Jumper. Assisted by Isaac Letoa.,16,26
9:02,-1,Corey Fitz missed Layup.,16,26
9:02,159,Miles Wright Block.,16,26
9:01,159,Brendan Barry Defensive Rebound.,16,26
8:52,159,Miles Wright Turnover.,16,26
8:52,159,Foul on Miles Wright.,16,26
8:31,-1,Geoffrey Gray made Three Point Jumper.,19,26
8:21,159,Will Emery made Layup. Assisted by Isaac Letoa.,19,28
8:01,-1,Ethan Gabert-Doyon Turnover.,19,28
7:58,159,Official TV Timeout,19,28
7:50,159,Isaac Letoa Turnover.,19,28
7:49,-1,Ben Holding Steal.,19,28
7:42,-1,Ben Holding Turnover.,19,28
7:22,159,Guilien Smith missed Three Point Jumper.,19,28
7:22,-1,Emerson Defensive Rebound.,19,28
7:01,-1,Ethan Gabert-Doyon missed Jumper.,19,28
7:01,159,Aaryn Rai Defensive Rebound.,19,28
6:51,159,James Foye made Three Point Jumper. Assisted by Aaryn Rai.,19,31
6:26,-1,John Geary missed Jumper.,19,31
6:26,159,Dartmouth Defensive Rebound.,19,31
6:24,-1,Foul on John Geary.,19,31
6:02,159,Isaac Letoa missed Three Point Jumper.,19,31
6:02,-1,Corey Fitz Defensive Rebound.,19,31
5:43,-1,John Geary missed Three Point Jumper.,19,31
5:43,159,Dartmouth Defensive Rebound.,19,31
5:43,-1,Foul on Ben Holding.,19,31
5:43,159,Aaryn Rai made Free Throw.,19,32
5:43,159,Aaryn Rai made Free Throw.,19,33
5:29,-1,Michael Sheng Turnover.,19,33
5:13,159,James Foye missed Three Point Jumper.,19,33
5:13,-1,Corey Fitz Defensive Rebound.,19,33
5:10,159,Foul on Adrease Jackson.,19,33
5:04,-1,Geoffrey Gray missed Jumper.,19,33
5:04,159,Adrease Jackson Defensive Rebound.,19,33
4:49,159,Adrease Jackson missed Jumper.,19,33
4:49,159,Ian Sistare Offensive Rebound.,19,33
4:44,159,Ian Sistare Turnover.,19,33
4:43,-1,Geoffrey Gray Steal.,19,33
4:24,-1,Geoffrey Gray missed Jumper.,19,33
4:24,159,James Foye Defensive Rebound.,19,33
4:02,159,Brendan Barry missed Three Point Jumper.,19,33
4:02,-1,Michael Sheng Defensive Rebound.,19,33
3:32,-1,Corey Fitz missed Three Point Jumper.,19,33
3:32,159,Brendan Barry Defensive Rebound.,19,33
3:17,159,Ian Sistare missed Three Point Jumper.,19,33
3:17,-1,Michael Sheng Defensive Rebound.,19,33
2:58,-1,Michael Sheng missed Three Point Jumper.,19,33
2:58,159,Adrease Jackson Defensive Rebound.,19,33
2:34,159,Ian Sistare made Three Point Jumper. Assisted by James Foye.,19,36
2:10,-1,Corey Fitz Turnover.,19,36
2:10,159,Adrease Jackson Steal.,19,36
2:00,159,Brendan Barry Turnover.,19,36
1:58,-1,Kent Ellertson Steal.,19,36
1:46,-1,Will Lantier missed Layup.,19,36
1:46,159,Brendan Barry Defensive Rebound.,19,36
1:37,159,Guilien Smith missed Three Point Jumper.,19,36
1:37,-1,Will Lantier Defensive Rebound.,19,36
1:30,159,Official TV Timeout,19,36
1:02,-1,Geoffrey Gray missed Three Point Jumper.,19,36
1:02,159,Miles Wright Defensive Rebound.,19,36
0:33,159,Guilien Smith missed Layup.,19,36
0:33,-1,Mac Sashin Defensive Rebound.,19,36
0:01,-1,Geoffrey Gray missed Three Point Jumper.,19,36
0:01,159,Brendan Barry Defensive Rebound.,19,36
0:00,159,End of 1st half,19,36
19:46,-1,Michael Sheng missed Three Point Jumper.,19,36
19:46,159,Will Emery Defensive Rebound.,19,36
19:33,-1,Foul on Mac Sashin.,19,36
19:33,159,Will Emery missed Free Throw.,19,36
19:33,159,Dartmouth Deadball Team Rebound.,19,36
19:33,159,Will Emery made Free Throw.,19,37
19:17,-1,Mac Sashin missed Layup.,19,37
19:17,159,Miles Wright Defensive Rebound.,19,37
19:05,159,Miles Wright Turnover.,19,37
18:42,-1,Geoffrey Gray made Layup.,21,37
18:21,159,Guilien Smith missed Three Point Jumper.,21,37
18:21,-1,Mac Sashin Defensive Rebound.,21,37
18:18,159,Foul on Miles Wright.,21,37
18:03,-1,Michael Sheng missed Jumper.,21,37
18:03,159,Brendan Barry Block.,21,37
18:03,-1,Emerson Offensive Rebound.,21,37
17:55,-1,Foul on Michael Sheng.,21,37
17:55,-1,Michael Sheng Turnover.,21,37
17:39,-1,Foul on Mac Sashin.,21,37
17:39,159,Will Emery made Free Throw.,21,38
17:39,159,Will Emery made Free Throw.,21,39
17:21,-1,Geoffrey Gray made Layup.,23,39
17:09,159,Guilien Smith made Three Point Jumper. Assisted by Will Emery.,23,42
16:18,-1,Corey Fitz missed Three Point Jumper.,23,42
16:18,-1,Geoffrey Gray Offensive Rebound.,23,42
16:14,-1,Geoffrey Gray made Layup.,25,42
15:54,159,Will Emery missed Three Point Jumper.,25,42
15:54,-1,Corey Fitz Defensive Rebound.,25,42
15:39,-1,Michael Sheng made Jumper.,27,42
15:26,159,Brendan Barry made Three Point Jumper. Assisted by Aaryn Rai.,27,45
15:00,159,Official TV Timeout,27,45
14:59,-1,John Geary missed Jumper.,27,45
14:59,159,Aaryn Rai Block.,27,45
14:59,159,Dartmouth Offensive Rebound.,27,45
14:59,159,Official TV Timeout,27,45
14:59,-1,Geoffrey Gray missed Jumper.,27,45
14:59,159,Dartmouth Defensive Rebound.,27,45
14:32,159,Chris Knight missed Jumper.,27,45
14:32,-1,Will Lantier Block.,27,45
14:30,-1,Geoffrey Gray Defensive Rebound.,27,45
14:24,-1,Michael Sheng missed Layup.,27,45
14:24,159,Taylor Johnson Defensive Rebound.,27,45
14:17,159,Taylor Johnson missed Layup.,27,45
14:17,-1,Will Lantier Defensive Rebound.,27,45
13:49,-1,Ben Holding missed Three Point Jumper.,27,45
13:49,159,Brendan Barry Defensive Rebound.,27,45
13:19,159,Brendan Barry made Layup.,27,47
12:56,159,Foul on Chris Knight.,27,47
12:39,-1,Foul on Ben Holding.,27,47
12:39,-1,Ben Holding Turnover.,27,47
12:26,159,Brendan Barry made Three Point Jumper. Assisted by James Foye.,27,50
11:56,-1,Geoffrey Gray missed Jumper.,27,50
11:56,159,Chris Knight Defensive Rebound.,27,50
11:27,159,Brendan Barry missed Three Point Jumper.,27,50
11:27,159,James Foye Offensive Rebound.,27,50
11:08,159,James Foye missed Layup.,27,50
11:08,-1,Will Lantier Block.,27,50
11:07,159,Dartmouth Offensive Rebound.,27,50
11:07,159,Official TV Timeout,27,50
11:02,159,Miles Wright missed Three Point Jumper.,27,50
11:02,-1,Michael Sheng Defensive Rebound.,27,50
10:54,-1,Geoffrey Gray Turnover.,27,50
10:53,159,Taylor Johnson Steal.,27,50
10:50,159,Miles Wright made Layup. Assisted by Taylor Johnson.,27,52
10:21,-1,Geoffrey Gray missed Three Point Jumper.,27,52
10:21,159,James Foye Defensive Rebound.,27,52
10:12,159,Taylor Johnson made Layup. Assisted by Chris Knight.,27,54
9:42,-1,Kent Ellertson missed Three Point Jumper.,27,54
9:42,159,James Foye Defensive Rebound.,27,54
9:35,159,Isaac Letoa Turnover.,27,54
9:34,-1,Kent Ellertson Steal.,27,54
9:28,-1,Foul on Michael Sheng.,27,54
9:28,-1,Michael Sheng Turnover.,27,54
9:18,159,Chris Knight made Jumper.,27,56
9:09,-1,Jacob Ries missed Three Point Jumper.,27,56
9:09,-1,Ethan Gabert-Doyon Defensive Rebound.,27,56
9:00,-1,Ben Holding made Layup.,29,56
8:41,159,Taylor Johnson made Three Point Jumper. Assisted by Ian Sistare.,29,59
8:31,-1,Emerson  Timeout,29,59
8:19,-1,Ethan Gabert-Doyon missed Layup.,29,59
8:19,159,Ian Sistare Defensive Rebound.,29,59
7:50,159,Taylor Johnson missed Three Point Jumper.,29,59
7:50,-1,Ben Holding Defensive Rebound.,29,59
7:43,-1,Ben Holding Turnover.,29,59
7:43,159,Isaac Letoa Steal.,29,59
7:37,159,Taylor Johnson missed Three Point Jumper.,29,59
7:37,-1,Ben Holding Defensive Rebound.,29,59
7:34,-1,Foul on Ben Holding.,29,59
7:33,159,Chris Knight made Layup. Assisted by Isaac Letoa.,29,61
7:12,-1,Ethan Gabert-Doyon missed Jumper.,29,61
7:12,159,Miles Wright Defensive Rebound.,29,61
7:04,159,Isaac Letoa made Layup.,29,63
6:43,-1,Jacob Ries missed Three Point Jumper.,29,63
6:43,159,Chris Knight Defensive Rebound.,29,63
6:27,159,Ian Sistare missed Three Point Jumper.,29,63
6:27,-1,Jacob Ries Defensive Rebound.,29,63
6:11,-1,Jaelen Ogadhoh Turnover.,29,63
6:10,159,Chris Knight Steal.,29,63
6:06,159,Chris Knight made Dunk. Assisted by Isaac Letoa.,29,65
5:44,-1,Ben Holding made Jumper. Assisted by Jacob Ries.,31,65
5:33,159,Dartmouth  Timeout,31,65
5:29,159,Cameron Smith missed Three Point Jumper.,31,65
5:29,-1,Ben Holding Defensive Rebound.,31,65
4:56,-1,Ben Holding missed Three Point Jumper.,31,65
4:56,159,Aaryn Rai Defensive Rebound.,31,65
4:47,159,Ian Sistare missed Jumper.,31,65
4:47,-1,Ben Holding Defensive Rebound.,31,65
4:45,159,Foul on Aaryn Rai.,31,65
4:39,-1,Michael Sheng Turnover.,31,65
4:38,159,Adrease Jackson Steal.,31,65
4:34,159,Isaac Letoa Turnover.,31,65
4:18,-1,Ben Holding made Three Point Jumper. Assisted by Geoffrey Gray.,34,65
4:05,-1,Foul on Mac Sashin.,34,65
4:05,159,Adrease Jackson missed Free Throw.,34,65
4:05,159,Dartmouth Deadball Team Rebound.,34,65
4:05,159,Adrease Jackson made Free Throw.,34,66
3:36,-1,Ben Holding made Three Point Jumper. Assisted by Geoffrey Gray.,37,66
3:16,159,Cameron Smith made Jumper. Assisted by Ian Sistare.,37,68
2:58,-1,Geoffrey Gray made Jumper.,39,68
2:44,159,Adrease Jackson made Three Point Jumper. Assisted by Cameron Smith.,39,71
2:27,-1,Emerson  Timeout,39,71
2:27,159,Official TV Timeout,39,71
2:10,-1,Jacob Ries missed Three Point Jumper.,39,71
2:10,159,Adrease Jackson Defensive Rebound.,39,71
2:03,159,Cameron Smith Turnover.,39,71
1:54,-1,Justin Ventura made Three Point Jumper.,42,71
1:53,159,Foul on Ben Swett.,42,71
1:53,-1,Justin Ventura made Free Throw.,43,71
1:47,159,Adrease Jackson missed Jumper.,43,71
1:47,159,Adrease Jackson Offensive Rebound.,43,71
1:42,159,Isaac Letoa Turnover.,43,71
1:41,-1,Jaelen Ogadhoh Steal.,43,71
1:35,-1,Jacob Ries missed Three Point Jumper.,43,71
1:35,159,Aaryn Rai Defensive Rebound.,43,71
1:21,159,Aaryn Rai made Three Point Jumper. Assisted by Isaac Letoa.,43,74
0:50,-1,Ethan Gabert-Doyon Turnover.,43,74
0:50,159,Cameron Smith Steal.,43,74
0:46,-1,Foul on Will Lantier.,43,74
0:46,159,Adrease Jackson made Free Throw.,43,75
0:46,159,Adrease Jackson made Free Throw.,43,76
0:31,-1,Justin Ventura Turnover.,43,76
0:30,159,Ben Swett Steal.,43,76
0:28,159,Isaac Letoa made Layup. Assisted by Ben Swett.,43,78
0:07,-1,Will Lantier missed Jumper.,43,78
0:07,159,Ben Swett Defensive Rebound.,43,78
0:00,159,End of Game,43,78
