Arlington Baptist,Error,Houston Baptist,2277
7:15,-1,Quinton Moore made Three Point Jumper. Assisted by Jashun Petite.,18,32
6:58,2277,David Caraher made Layup. Assisted by Tim Myles.,18,34
6:46,-1,Markel Semien made Jumper.,20,34
6:39,2277,Foul on Tim Myles.,20,34
6:39,2277,Tim Myles Turnover.,20,34
6:21,-1,Markel Semien missed Three Point Jumper.,20,34
6:21,2277,Braxton Bonds Defensive Rebound.,20,34
6:13,2277,David Caraher missed Three Point Jumper.,20,34
6:13,2277,Braxton Bonds Offensive Rebound.,20,34
6:11,2277,Braxton Bonds missed Layup.,20,34
6:11,-1,Markel Semien Defensive Rebound.,20,34
6:04,2277,Foul on Edward Hardt.,20,34
6:04,-1,Jashun Petite made Free Throw.,21,34
6:04,-1,Jashun Petite made Free Throw.,22,34
5:53,2277,Edward Hardt made Three Point Jumper.,22,37
5:32,-1,Markel Semien made Free Throw.,23,37
5:32,-1,Markel Semien made Free Throw.,24,37
5:13,-1,Foul on Kel Wallace.,24,37
5:13,2277,David Caraher made Free Throw.,24,38
5:13,2277,David Caraher made Free Throw.,24,39
5:01,-1,Quinton Moore missed Three Point Jumper.,24,39
5:01,2277,David Caraher Defensive Rebound.,24,39
4:54,2277,Braxton Bonds missed Layup.,24,39
4:54,-1,Jashun Petite Defensive Rebound.,24,39
4:47,-1,Zhaire Simmons made Layup. Assisted by Eric Wood.,26,39
4:40,2277,Ian DuBose missed Layup.,26,39
4:40,-1,Zhaire Simmons Defensive Rebound.,26,39
4:31,-1,Jashun Petite missed Three Point Jumper.,26,39
4:31,2277,Braxton Bonds Defensive Rebound.,26,39
4:22,2277,David Caraher made Layup. Assisted by Ian DuBose.,26,41
3:58,-1,Quinton Moore missed Layup.,26,41
3:58,2277,Edward Hardt Block.,26,41
3:56,2277,Edward Hardt Defensive Rebound.,26,41
3:49,2277,Ian DuBose missed Layup.,26,41
3:49,2277,Ian DuBose Offensive Rebound.,26,41
3:45,2277,Official TV Timeout,26,41
3:45,-1,Foul on Quinton Moore.,26,41
3:45,2277,Official TV Timeout,26,41
3:45,2277,Ian DuBose made Free Throw.,26,42
3:45,2277,Ian DuBose made Free Throw.,26,43
3:29,-1,Markel Semien made Jumper.,28,43
3:12,2277,William Gates Jr. made Layup. Assisted by Braxton Bonds.,28,45
2:57,-1,Quinton Moore Turnover.,28,45
2:54,2277,Braxton Bonds Steal.,28,45
2:51,2277,Braxton Bonds missed Layup.,28,45
2:51,-1,Markel Semien Block.,28,45
2:51,2277,Houston Baptist Offensive Rebound.,28,45
2:48,2277,David Caraher missed Jumper.,28,45
2:48,-1,Jashun Petite Block.,28,45
2:46,2277,David Caraher Offensive Rebound.,28,45
2:45,2277,David Caraher made Layup.,28,47
2:19,-1,Zhaire Simmons missed Jumper.,28,47
2:19,2277,William Gates Jr. Block.,28,47
2:19,-1,Arlington Baptist Offensive Rebound.,28,47
2:18,-1,Markel Semien Turnover.,28,47
2:16,2277,Braxton Bonds Steal.,28,47
2:15,2277,William Gates Jr. made Layup. Assisted by Braxton Bonds.,28,49
1:51,-1,Markel Semien made Jumper.,30,49
1:35,2277,Edward Hardt made Jumper. Assisted by David Caraher.,30,51
1:21,-1,Foul on Markel Semien.,30,51
1:21,-1,Markel Semien Turnover.,30,51
1:09,2277,David Caraher Turnover.,30,51
1:08,-1,Jashun Petite Steal.,30,51
0:57,-1,Markel Semien missed Three Point Jumper.,30,51
0:57,2277,Edward Hardt Defensive Rebound.,30,51
0:47,2277,Edward Hardt missed Layup.,30,51
0:47,-1,Markel Semien Defensive Rebound.,30,51
0:32,-1,Eric Wood missed Three Point Jumper.,30,51
0:32,-1,Jashun Petite Offensive Rebound.,30,51
0:26,-1,Jashun Petite made Layup.,32,51
0:01,2277,David Caraher missed Three Point Jumper.,32,51
0:01,2277,Houston Baptist Deadball Team Rebound.,32,51
0:00,2277,End of 1st half,32,51
19:42,2277,Edward Hardt missed Layup.,32,51
19:42,-1,Jashun Petite Block.,32,51
19:42,2277,Houston Baptist Offensive Rebound.,32,51
19:37,2277,Braxton Bonds made Jumper.,32,53
19:09,-1,Jashun Petite made Layup.,34,53
19:01,2277,David Caraher made Three Point Jumper. Assisted by Braxton Bonds.,34,56
18:43,-1,Kel Wallace Turnover.,34,56
18:41,2277,Ian DuBose Steal.,34,56
18:37,2277,Edward Hardt made Layup. Assisted by Braxton Bonds.,34,58
18:17,-1,Jashun Petite missed Layup.,34,58
18:17,2277,Edward Hardt Defensive Rebound.,34,58
18:14,2277,Edward Hardt Turnover.,34,58
18:13,-1,Quinton Moore Steal.,34,58
18:11,-1,Quinton Moore missed Three Point Jumper.,34,58
18:11,2277,Ian DuBose Defensive Rebound.,34,58
17:50,2277,Braxton Bonds made Layup.,34,60
17:32,-1,Markel Semien missed Jumper.,34,60
17:32,2277,Ian DuBose Defensive Rebound.,34,60
17:26,2277,William Gates Jr. made Layup. Assisted by Ian DuBose.,34,62
17:08,-1,Jashun Petite missed Three Point Jumper.,34,62
17:08,-1,Zhaire Simmons Offensive Rebound.,34,62
17:04,-1,Quinton Moore made Three Point Jumper. Assisted by Zhaire Simmons.,37,62
16:57,2277,Ian DuBose missed Three Point Jumper.,37,62
16:57,-1,Jashun Petite Defensive Rebound.,37,62
16:48,-1,Quinton Moore made Three Point Jumper.,40,62
16:33,2277,David Caraher made Layup. Assisted by William Gates Jr..,40,64
16:33,-1,Foul on Kel Wallace.,40,64
16:33,2277,David Caraher made Free Throw.,40,65
16:19,-1,Quinton Moore made Three Point Jumper. Assisted by Eric Wood.,43,65
16:00,2277,William Gates Jr. made Jumper. Assisted by Ian DuBose.,43,67
15:42,-1,Quinton Moore missed Three Point Jumper.,43,67
15:42,2277,Houston Baptist Defensive Rebound.,43,67
15:39,2277,Official TV Timeout,43,67
15:21,2277,William Gates Jr. missed Three Point Jumper.,43,67
15:21,2277,David Caraher Offensive Rebound.,43,67
15:15,2277,Ian DuBose made Layup. Assisted by Braxton Bonds.,43,69
14:59,-1,Bryce Morgan missed Jumper.,43,69
14:59,2277,David Caraher Defensive Rebound.,43,69
14:53,2277,William Gates Jr. missed Layup.,43,69
14:53,2277,Ian DuBose Offensive Rebound.,43,69
14:47,2277,Foul on Ian DuBose.,43,69
14:47,2277,Ian DuBose Turnover.,43,69
14:22,-1,Quinton Moore missed Three Point Jumper.,43,69
14:22,2277,Tim Myles Defensive Rebound.,43,69
14:15,2277,Braxton Bonds missed Dunk.,43,69
14:15,-1,Jashun Petite Defensive Rebound.,43,69
14:06,-1,Bryce Morgan made Jumper. Assisted by Jashun Petite.,45,69
14:00,-1,Foul on Jashun Petite.,45,69
14:00,2277,Ian DuBose missed Free Throw.,45,69
14:00,2277,Houston Baptist Deadball Team Rebound.,45,69
14:00,2277,Ian DuBose made Free Throw.,45,70
13:44,-1,Bryce Morgan missed Layup.,45,70
13:44,2277,Houston Baptist Deadball Team Rebound.,45,70
13:27,2277,Ian DuBose missed Three Point Jumper.,45,70
13:27,2277,William Gates Jr. Offensive Rebound.,45,70
13:24,2277,William Gates Jr. made Layup.,45,72
13:24,-1,Foul on Njee Armstrong.,45,72
13:24,2277,William Gates Jr. made Free Throw.,45,73
13:05,2277,Foul on Philip McKenzie.,45,73
13:05,-1,Bryce Morgan missed Free Throw.,45,73
13:05,-1,Arlington Baptist Deadball Team Rebound.,45,73
13:05,-1,Bryce Morgan missed Free Throw.,45,73
13:05,2277,Tim Myles Defensive Rebound.,45,73
12:52,2277,Tim Myles Turnover.,45,73
12:41,-1,Markel Semien Turnover.,45,73
12:27,2277,William Gates Jr. missed Jumper.,45,73
12:27,2277,Oliver Lynch-Daniels Offensive Rebound.,45,73
12:16,-1,Foul on Njee Armstrong.,45,73
12:05,2277,Tim Myles made Layup.,45,75
11:49,-1,Kel Wallace Turnover.,45,75
11:47,2277,Tim Myles Steal.,45,75
11:43,2277,Oliver Lynch-Daniels made Layup. Assisted by Tim Myles.,45,77
11:15,-1,Njee Armstrong missed Jumper.,45,77
11:15,-1,Kel Wallace Offensive Rebound.,45,77
11:13,-1,Kel Wallace made Layup.,47,77
10:52,2277,Jalon Gates missed Three Point Jumper.,47,77
10:52,2277,William Gates Jr. Offensive Rebound.,47,77
10:48,2277,Official TV Timeout,47,77
10:46,2277,Jalon Gates made Three Point Jumper. Assisted by Philip McKenzie.,47,80
10:27,-1,Markel Semien Turnover.,47,80
10:14,2277,Philip McKenzie missed Jumper.,47,80
10:14,-1,Njee Armstrong Defensive Rebound.,47,80
10:05,-1,Kel Wallace missed Layup.,47,80
10:05,2277,Tim Myles Block.,47,80
10:04,2277,Oliver Lynch-Daniels Defensive Rebound.,47,80
9:57,2277,Jalon Gates made Jumper. Assisted by Oliver Lynch-Daniels.,47,82
9:37,-1,Bryce Morgan Turnover.,47,82
9:13,2277,Philip McKenzie Turnover.,47,82
9:12,-1,Kel Wallace Steal.,47,82
9:10,-1,Kel Wallace made Dunk.,49,82
8:55,2277,Philip McKenzie missed Dunk.,49,82
8:55,2277,Jalon Gates Offensive Rebound.,49,82
8:37,2277,Oliver Lynch-Daniels made Jumper.,49,84
8:27,2277,Foul on Oliver Lynch-Daniels.,49,84
8:13,-1,Foul on Kel Wallace.,49,84
8:13,-1,Kel Wallace Turnover.,49,84
8:01,2277,Oliver Lynch-Daniels missed Three Point Jumper.,49,84
8:01,-1,Bryce Morgan Defensive Rebound.,49,84
7:47,-1,Jashun Petite Turnover.,49,84
7:47,2277,Official TV Timeout,49,84
7:33,2277,Jalon Gates missed Three Point Jumper.,49,84
7:33,-1,Arlington Baptist Defensive Rebound.,49,84
7:07,-1,Njee Armstrong made Three Point Jumper. Assisted by Zhaire Simmons.,52,84
6:57,2277,Edward Hardt made Layup.,52,86
6:36,-1,Quinton Moore missed Layup.,52,86
6:36,2277,Edward Hardt Block.,52,86
6:35,2277,Oliver Lynch-Daniels Defensive Rebound.,52,86
6:31,2277,Oliver Lynch-Daniels made Layup.,52,88
6:02,2277,Foul on Chukuka Emili.,52,88
5:51,2277,Foul on Edward Hardt.,52,88
5:51,-1,Bryce Morgan made Free Throw.,53,88
5:51,-1,Bryce Morgan made Free Throw.,54,88
5:41,2277,Chukuka Emili missed Three Point Jumper.,54,88
5:41,2277,Philip McKenzie Offensive Rebound.,54,88
5:37,2277,Philip McKenzie made Layup.,54,90
5:21,-1,Njee Armstrong missed Layup.,54,90
5:21,2277,Edward Hardt Defensive Rebound.,54,90
5:12,2277,Philip McKenzie made Layup.,54,92
5:08,-1,Arlington Baptist  Timeout,54,92
5:08,2277,Official TV Timeout,54,92
4:52,-1,Markel Semien made Three Point Jumper. Assisted by Kel Wallace.,57,92
4:36,2277,Tyquon Jordan made Layup. Assisted by Oliver Lynch-Daniels.,57,94
4:15,2277,Foul on Tyquon Jordan.,57,94
4:06,-1,Eric Wood made Three Point Jumper. Assisted by Markel Semien.,60,94
3:47,2277,Oliver Lynch-Daniels missed Jumper.,60,94
3:47,2277,Stephen O'Suji Offensive Rebound.,60,94
3:43,2277,Stephen O'Suji missed Layup.,60,94
3:43,2277,Chukuka Emili Offensive Rebound.,60,94
3:40,2277,Chukuka Emili missed Two Point Tip Shot.,60,94
3:40,2277,Oliver Lynch-Daniels Offensive Rebound.,60,94
3:25,2277,Chukuka Emili made Three Point Jumper. Assisted by Edward Hardt.,60,97
3:09,-1,Bryce Morgan missed Layup.,60,97
3:09,2277,Stephen O'Suji Defensive Rebound.,60,97
3:02,2277,Oliver Lynch-Daniels made Layup. Assisted by Stephen O'Suji.,60,99
3:00,2277,Official TV Timeout,60,99
2:44,-1,Bryce Morgan missed Jumper.,60,99
2:44,-1,Kel Wallace Offensive Rebound.,60,99
2:41,-1,Kel Wallace made Two Point Tip Shot.,62,99
2:30,2277,Chukuka Emili missed Three Point Jumper.,62,99
2:30,-1,Bryce Morgan Defensive Rebound.,62,99
2:08,-1,Quinton Moore missed Three Point Jumper.,62,99
2:08,-1,Kel Wallace Offensive Rebound.,62,99
2:03,-1,Kel Wallace Turnover.,62,99
2:01,2277,Michael Saladin Steal.,62,99
1:55,2277,Michael Saladin missed Three Point Jumper.,62,99
1:55,-1,Arlington Baptist Defensive Rebound.,62,99
1:31,-1,Markel Semien missed Jumper.,62,99
1:31,2277,Edward Hardt Defensive Rebound.,62,99
1:22,2277,Stephen O'Suji made Layup. Assisted by Tyquon Jordan.,62,101
1:05,-1,Bryce Morgan missed Layup.,62,101
1:05,2277,Stephen O'Suji Defensive Rebound.,62,101
1:01,2277,Michael Saladin missed Layup.,62,101
1:01,-1,Markel Semien Block.,62,101
1:00,2277,Tyquon Jordan Offensive Rebound.,62,101
0:58,2277,Tyquon Jordan made Layup.,62,103
0:44,-1,Marvin Hall made Three Point Jumper. Assisted by Markel Semien.,65,103
0:35,2277,Edward Hardt Turnover.,65,103
0:34,-1,Marvin Hall Steal.,65,103
0:32,2277,Foul on Tyquon Jordan.,65,103
0:32,-1,Marvin Hall made Free Throw.,66,103
0:32,-1,Marvin Hall made Free Throw.,67,103
0:27,2277,Michael Saladin made Layup. Assisted by Stephen O'Suji.,67,105
0:13,-1,Joey Gibson missed Jumper.,67,105
