Hardin-Simmons,Error,Sam Houston State,2534
4:35,2534,Christopher Galbreath Jr. made Layup.,14,24
4:21,-1,Chris Barrett missed Jumper.,14,24
4:21,2534,Marcus Harris Defensive Rebound.,14,24
4:13,2534,Marcus Harris made Layup.,14,26
4:12,-1,Foul on Salomon Smith.,14,26
4:12,2534,Marcus Harris missed Free Throw.,14,26
4:12,2534,Bubba Furlong Offensive Rebound.,14,26
4:05,-1,Foul on Joe Hoeup.,14,26
4:05,2534,Cameron Delaney missed Free Throw.,14,26
4:05,2534,Sam Houston State Deadball Team Rebound.,14,26
4:05,2534,Cameron Delaney made Free Throw.,14,27
3:50,2534,Foul on Josh Delaney.,14,27
3:50,2534,Official TV Timeout,14,27
3:50,-1,Joe Hoeup missed Free Throw.,14,27
3:50,-1,Hardin-Simmons Deadball Team Rebound.,14,27
3:50,-1,Joe Hoeup made Free Throw.,15,27
3:39,2534,Christopher Galbreath Jr. missed Jumper.,15,27
3:39,-1,Chris Barrett Defensive Rebound.,15,27
3:28,-1,Joe Hoeup missed Three Point Jumper.,15,27
3:28,2534,Bubba Furlong Defensive Rebound.,15,27
3:20,2534,Christopher Galbreath Jr. Turnover.,15,27
3:19,-1,Joe Hoeup Steal.,15,27
3:14,-1,Salomon Smith made Jumper. Assisted by Joe Hoeup.,17,27
3:01,2534,Bubba Furlong Turnover.,17,27
3:00,-1,Zane Zbranek Steal.,17,27
2:53,-1,Ryan Chaney missed Three Point Jumper.,17,27
2:53,2534,John Dewey III Defensive Rebound.,17,27
2:44,2534,Marcus Harris made Three Point Jumper. Assisted by John Dewey III.,17,30
2:17,-1,Salomon Smith made Layup. Assisted by Joe Hoeup.,19,30
2:04,2534,Marcus Harris missed Three Point Jumper.,19,30
2:04,-1,Salomon Smith Defensive Rebound.,19,30
1:56,-1,Ryan Chaney missed Three Point Jumper.,19,30
1:56,2534,Marcus Harris Defensive Rebound.,19,30
1:49,2534,Cameron Delaney made Jumper. Assisted by Marcus Harris.,19,32
1:33,-1,Salomon Smith made Three Point Jumper.,22,32
1:29,2534,Sam Houston State  Timeout,22,32
1:14,2534,Abrian Edwards missed Layup.,22,32
1:14,2534,Cameron Delaney Offensive Rebound.,22,32
1:11,2534,Cameron Delaney missed Two Point Tip Shot.,22,32
1:11,-1,Salomon Smith Defensive Rebound.,22,32
1:01,-1,Joe Hoeup missed Three Point Jumper.,22,32
1:01,2534,Cameron Delaney Defensive Rebound.,22,32
0:44,-1,Foul on Joe Hoeup.,22,32
0:44,2534,John Dewey III missed Free Throw.,22,32
0:44,2534,Sam Houston State Deadball Team Rebound.,22,32
0:44,2534,John Dewey III made Free Throw.,22,33
0:24,-1,Salomon Smith missed Three Point Jumper.,22,33
0:24,2534,Marcus Harris Defensive Rebound.,22,33
0:14,2534,Albert Almanza missed Three Point Jumper.,22,33
0:14,-1,Ryan Chaney Defensive Rebound.,22,33
0:03,-1,Joe Hoeup missed Three Point Jumper.,22,33
0:03,2534,Sam Houston State Defensive Rebound.,22,33
0:00,2534,End of 1st half,22,33
19:49,2534,Foul on Jamal Williams.,22,33
19:49,-1,C.J. Rice missed Free Throw.,22,33
19:49,-1,Hardin-Simmons Deadball Team Rebound.,22,33
19:49,-1,C.J. Rice made Free Throw.,23,33
19:34,2534,Bubba Furlong Turnover.,23,33
19:34,2534,Foul on Bubba Furlong.,23,33
19:28,-1,Marcus Ellison made Jumper.,25,33
19:07,2534,Marcus Harris missed Three Point Jumper.,25,33
19:07,-1,Hardin-Simmons Defensive Rebound.,25,33
18:59,-1,Salomon Smith made Three Point Jumper. Assisted by Keenan Holdman.,28,33
18:36,2534,Bubba Furlong Turnover.,28,33
18:36,2534,Foul on Bubba Furlong.,28,33
18:22,-1,Caleb Spoon Turnover.,28,33
18:10,2534,John Dewey III made Jumper.,28,35
17:54,-1,Marcus Ellison made Three Point Jumper. Assisted by Keenan Holdman.,31,35
17:47,-1,Technical Foul on Marcus Ellison.,31,35
17:47,-1,Foul on Marcus Ellison.,31,35
17:47,2534,John Dewey III made Free Throw.,31,36
17:47,2534,John Dewey III made Free Throw.,31,37
17:25,2534,John Dewey III made Three Point Jumper.,31,40
17:12,2534,Foul on John Dewey III.,31,40
16:55,-1,Joe Hoeup missed Jumper.,31,40
16:55,2534,Cameron Delaney Defensive Rebound.,31,40
16:48,2534,Marcus Harris made Three Point Jumper. Assisted by John Dewey III.,31,43
16:31,-1,Keenan Holdman Turnover.,31,43
16:31,-1,Foul on Keenan Holdman.,31,43
16:10,2534,Jamal Williams missed Jumper.,31,43
16:10,-1,Salomon Smith Block.,31,43
16:09,2534,Jamal Williams Offensive Rebound.,31,43
16:08,2534,Marcus Harris missed Three Point Jumper.,31,43
16:08,-1,Salomon Smith Defensive Rebound.,31,43
15:59,-1,Joe Hoeup missed Layup.,31,43
15:59,2534,Cameron Delaney Defensive Rebound.,31,43
15:52,2534,Marcus Harris missed Three Point Jumper.,31,43
15:52,-1,Caleb Spoon Defensive Rebound.,31,43
15:38,-1,Salomon Smith missed Three Point Jumper.,31,43
15:38,2534,Marcus Harris Defensive Rebound.,31,43
15:28,2534,John Dewey III missed Three Point Jumper.,31,43
15:28,-1,Joe Hoeup Defensive Rebound.,31,43
15:16,-1,Hardin-Simmons  Timeout,31,43
15:01,-1,Caleb Spoon missed Jumper.,31,43
15:01,-1,Joe Hoeup Offensive Rebound.,31,43
14:37,-1,Caleb Spoon Turnover.,31,43
14:37,2534,Cameron Delaney Steal.,31,43
14:35,2534,Cameron Delaney made Layup.,31,45
14:18,-1,Keenan Holdman Turnover.,31,45
14:10,2534,Albert Almanza made Three Point Jumper. Assisted by Dajuan Jones.,31,48
13:55,-1,Caleb Spoon made Jumper.,33,48
13:42,2534,Dajuan Jones Turnover.,33,48
13:41,-1,Keenan Holdman Steal.,33,48
13:38,-1,Joe Hoeup missed Three Point Jumper.,33,48
13:38,2534,Albert Almanza Defensive Rebound.,33,48
13:24,2534,Josh Delaney Turnover.,33,48
13:24,-1,Caleb Spoon Steal.,33,48
13:24,2534,Foul on Josh Delaney.,33,48
13:05,-1,Salomon Smith missed Three Point Jumper.,33,48
13:05,-1,Hardin-Simmons Offensive Rebound.,33,48
13:02,2534,Foul on Josh Delaney.,33,48
13:00,-1,Joe Hoeup Turnover.,33,48
13:00,-1,Foul on Joe Hoeup.,33,48
12:47,2534,Albert Almanza Turnover.,33,48
12:45,-1,Salomon Smith Steal.,33,48
12:44,-1,Salomon Smith missed Layup.,33,48
12:44,2534,Abrian Edwards Defensive Rebound.,33,48
12:38,2534,Devin Jackson missed Three Point Jumper.,33,48
12:38,2534,Abrian Edwards Offensive Rebound.,33,48
12:32,2534,Dajuan Jones missed Layup.,33,48
12:32,-1,Keilyn Nance Defensive Rebound.,33,48
12:15,2534,Foul on Abrian Edwards.,33,48
12:15,-1,Ryan Chaney made Free Throw.,34,48
12:15,-1,Ryan Chaney missed Free Throw.,34,48
12:15,2534,Cameron Delaney Defensive Rebound.,34,48
11:57,2534,Cameron Delaney missed Layup.,34,48
11:57,-1,Keilyn Nance Defensive Rebound.,34,48
11:42,-1,Chris Barrett made Jumper.,36,48
11:20,2534,Albert Almanza missed Three Point Jumper.,36,48
11:20,-1,Keilyn Nance Defensive Rebound.,36,48
11:11,-1,C.J. Rice missed Three Point Jumper.,36,48
11:11,2534,Cameron Delaney Defensive Rebound.,36,48
10:41,2534,Dajuan Jones made Layup.,36,50
10:26,-1,Zane Zbranek missed Three Point Jumper.,36,50
10:26,2534,Abrian Edwards Defensive Rebound.,36,50
10:15,2534,Dajuan Jones missed Jumper.,36,50
10:15,-1,Chris Barrett Defensive Rebound.,36,50
10:10,-1,Zane Zbranek made Three Point Jumper. Assisted by Chris Barrett.,39,50
9:54,2534,Sam Houston State  Timeout,39,50
9:45,2534,John Dewey III missed Three Point Jumper.,39,50
9:45,-1,Chris Barrett Block.,39,50
9:42,2534,Jamal Williams Offensive Rebound.,39,50
9:40,2534,Devin Jackson missed Three Point Jumper.,39,50
9:40,-1,Keilyn Nance Defensive Rebound.,39,50
9:31,-1,Keilyn Nance Turnover.,39,50
9:30,2534,John Dewey III Steal.,39,50
9:25,2534,John Dewey III made Layup.,39,52
9:20,-1,Zane Zbranek Turnover.,39,52
9:07,2534,Christopher Galbreath Jr. missed Jumper.,39,52
9:07,-1,Ryan Chaney Defensive Rebound.,39,52
9:00,-1,Keilyn Nance made Three Point Jumper. Assisted by Ryan Chaney.,42,52
8:29,2534,Christopher Galbreath Jr. missed Jumper.,42,52
8:29,-1,Salomon Smith Block.,42,52
8:28,2534,Abrian Edwards Offensive Rebound.,42,52
8:25,2534,Sam Houston State  Turnover.,42,52
8:05,-1,Zane Zbranek missed Three Point Jumper.,42,52
8:05,2534,Sam Houston State Defensive Rebound.,42,52
7:49,2534,Marcus Harris Turnover.,42,52
7:49,2534,Official TV Timeout,42,52
7:30,-1,Caleb Spoon missed Three Point Jumper.,42,52
7:30,-1,Hardin-Simmons Offensive Rebound.,42,52
7:19,-1,Joe Hoeup Turnover.,42,52
7:18,2534,Cameron Delaney Steal.,42,52
7:02,-1,Foul on Caleb Spoon.,42,52
6:47,2534,John Dewey III Turnover.,42,52
6:33,-1,Joe Hoeup missed Jumper.,42,52
6:33,2534,Cameron Delaney Defensive Rebound.,42,52
6:27,2534,Marcus Harris Turnover.,42,52
6:11,2534,Foul on Christopher Galbreath Jr..,42,52
6:11,-1,Caleb Spoon made Free Throw.,43,52
6:11,-1,Caleb Spoon made Free Throw.,44,52
5:53,-1,Foul on Marcus Ellison.,44,52
5:53,2534,Marcus Harris made Free Throw.,44,53
5:53,2534,Marcus Harris made Free Throw.,44,54
5:53,2534,Marcus Harris missed Free Throw.,44,54
5:53,2534,Marcus Harris Offensive Rebound.,44,54
5:49,-1,Foul on Joe Hoeup.,44,54
5:49,2534,Marcus Harris made Free Throw.,44,55
5:49,2534,Marcus Harris made Free Throw.,44,56
5:30,-1,Salomon Smith missed Jumper.,44,56
5:30,2534,Marcus Harris Defensive Rebound.,44,56
5:25,2534,John Dewey III Turnover.,44,56
5:24,-1,Keenan Holdman Steal.,44,56
5:22,-1,Chris Barrett made Layup. Assisted by Keenan Holdman.,46,56
5:11,2534,John Dewey III Turnover.,46,56
5:02,-1,Caleb Spoon missed Three Point Jumper.,46,56
5:02,2534,Marcus Harris Defensive Rebound.,46,56
4:51,2534,Christopher Galbreath Jr. missed Three Point Jumper.,46,56
4:51,-1,Caleb Spoon Defensive Rebound.,46,56
4:31,-1,Keenan Holdman missed Three Point Jumper.,46,56
4:31,2534,Marcus Harris Defensive Rebound.,46,56
4:23,-1,Foul on Caleb Spoon.,46,56
4:23,2534,Christopher Galbreath Jr. made Free Throw.,46,57
4:23,2534,Christopher Galbreath Jr. made Free Throw.,46,58
4:05,-1,Salomon Smith Turnover.,46,58
4:05,-1,Foul on Salomon Smith.,46,58
3:49,2534,Christopher Galbreath Jr. made Jumper. Assisted by Josh Delaney.,46,60
3:35,2534,Foul on Jamal Williams.,46,60
3:35,2534,Official TV Timeout,46,60
3:35,-1,Keenan Holdman made Free Throw.,47,60
3:35,-1,Keenan Holdman made Free Throw.,48,60
3:24,-1,Foul on Bryce Richardson.,48,60
3:24,2534,Josh Delaney made Free Throw.,48,61
3:24,2534,Josh Delaney made Free Throw.,48,62
3:15,-1,Joe Hoeup missed Three Point Jumper.,48,62
3:15,2534,Christopher Galbreath Jr. Defensive Rebound.,48,62
3:03,2534,Jamal Williams Turnover.,48,62
3:03,-1,Joe Hoeup Steal.,48,62
2:58,2534,Foul on Jamal Williams.,48,62
2:58,-1,Joe Hoeup missed Free Throw.,48,62
2:58,-1,Hardin-Simmons Deadball Team Rebound.,48,62
2:58,-1,Joe Hoeup made Free Throw.,49,62
2:58,2534,Foul on Jamal Williams.,49,62
2:58,-1,Keenan Holdman made Free Throw.,50,62
2:58,-1,Keenan Holdman made Free Throw.,51,62
2:45,-1,Foul on Joe Hoeup.,51,62
2:45,2534,Abrian Edwards missed Free Throw.,51,62
2:45,2534,Sam Houston State Deadball Team Rebound.,51,62
2:45,2534,Abrian Edwards missed Free Throw.,51,62
2:45,-1,Salomon Smith Defensive Rebound.,51,62
2:37,-1,Bryce Richardson Turnover.,51,62
2:21,2534,Christopher Galbreath Jr. made Three Point Jumper. Assisted by Josh Delaney.,51,65
2:06,-1,Zane Zbranek Turnover.,51,65
2:05,2534,Christopher Galbreath Jr. Steal.,51,65
2:01,2534,Josh Delaney missed Layup.,51,65
2:01,-1,Keenan Holdman Defensive Rebound.,51,65
1:55,-1,Ryan Chaney missed Three Point Jumper.,51,65
1:55,-1,Salomon Smith Offensive Rebound.,51,65
1:51,-1,Salomon Smith made Layup.,53,65
1:33,2534,Christopher Galbreath Jr. made Layup. Assisted by Abrian Edwards.,53,67
1:31,2534,Sam Houston State  Timeout,53,67
1:14,-1,Bryce Richardson missed Three Point Jumper.,53,67
1:14,2534,Cameron Delaney Defensive Rebound.,53,67
0:55,2534,Albert Almanza made Three Point Jumper. Assisted by Josh Delaney.,53,70
0:31,-1,Ryan Chaney Turnover.,53,70
0:31,2534,Albert Almanza Steal.,53,70
0:26,2534,Cameron Delaney made Layup. Assisted by Abrian Edwards.,53,72
0:16,-1,Bryce Richardson made Three Point Jumper. Assisted by Keenan Holdman.,56,72
0:00,2534,End of Game,56,72
