VMI,2184,Duquesne,2678
14:16,2678,Jordan Ratliffe missed Layup.,6,12
14:16,2184,Jordan Robinson Block.,6,12
14:14,2678,Fred Iruafemi Offensive Rebound.,6,12
14:11,2678,Sarju Patel missed Three Point Jumper.,6,12
14:11,2678,Fred Iruafemi Offensive Rebound.,6,12
14:05,2678,Jordan Ratliffe made Three Point Jumper. Assisted by Sarju Patel.,9,12
13:47,2184,Jordan Robinson Turnover.,9,12
13:25,2678,Will Miller Turnover.,9,12
13:14,2184,Rene Castro-Caneddy missed Layup.,9,12
13:14,2678,Fred Iruafemi Block.,9,12
13:12,2184,Jordan Robinson Offensive Rebound.,9,12
13:12,2678,Foul on Fred Iruafemi.,9,12
13:12,2184,Jordan Robinson missed Free Throw.,9,12
13:12,2184,Duquesne Deadball Team Rebound.,9,12
13:12,2184,Jordan Robinson made Free Throw.,9,13
13:03,2678,Will Miller missed Three Point Jumper.,9,13
13:03,2184,Tydus Verhoeven Defensive Rebound.,9,13
12:38,2184,Rene Castro-Caneddy made Three Point Jumper.,9,16
12:14,2678,Sarju Patel Turnover.,9,16
12:14,2184,Mike Lewis II Steal.,9,16
12:14,2678,Foul on Jordan Ratliffe.,9,16
12:04,2184,Eric Williams Jr. missed Jumper.,9,16
12:04,2678,Austin Vereen Defensive Rebound.,9,16
11:55,2678,Austin Vereen Turnover.,9,16
11:54,2184,Tarin Smith Steal.,9,16
11:34,2678,Foul on Austin Vereen.,9,16
11:34,2184,Official TV Timeout,9,16
11:27,2184,Eric Williams Jr. Turnover.,9,16
11:11,2678,Jordan Ratliffe missed Jumper.,9,16
11:11,2184,Nicholas Kratholm Defensive Rebound.,9,16
10:58,2184,Nicholas Kratholm missed Three Point Jumper.,9,16
10:58,2678,Keith Smith Defensive Rebound.,9,16
10:46,2678,Jordan Ratliffe made Layup.,11,16
10:20,2184,Rene Castro-Caneddy missed Three Point Jumper.,11,16
10:20,2678,Will Miller Defensive Rebound.,11,16
10:15,2184,Foul on Tydus Verhoeven.,11,16
9:54,2678,Will Miller Turnover.,11,16
9:54,2678,Foul on Will Miller.,11,16
9:35,2184,Tarin Smith missed Three Point Jumper.,11,16
9:35,2184,Jordan Robinson Offensive Rebound.,11,16
9:26,2184,Eric Williams Jr. missed Three Point Jumper.,11,16
9:26,2678,Keith Smith Defensive Rebound.,11,16
9:18,2678,Keith Smith made Layup. Assisted by Will Miller.,13,16
8:53,2184,Jordan Robinson made Dunk.,13,18
8:27,2678,Garrett Gilkeson missed Jumper.,13,18
8:27,2184,Eric Williams Jr. Defensive Rebound.,13,18
8:16,2184,Tarin Smith Turnover.,13,18
8:15,2678,Austin Vereen Steal.,13,18
8:08,2678,Keith Smith missed Jumper.,13,18
8:08,2678,Jordan Ratliffe Offensive Rebound.,13,18
7:52,2678,Garrett Gilkeson made Layup.,15,18
7:52,2184,Foul on Jordan Robinson.,15,18
7:52,2184,Official TV Timeout,15,18
7:52,2678,Garrett Gilkeson missed Free Throw.,15,18
7:52,2184,Tarin Smith Defensive Rebound.,15,18
7:40,2184,Mike Lewis II made Three Point Jumper. Assisted by Rene Castro-Caneddy.,15,21
7:16,2678,Fred Iruafemi Turnover.,15,21
7:15,2184,Tydus Verhoeven Steal.,15,21
7:06,2678,Foul on Fred Iruafemi.,15,21
7:06,2184,Tarin Smith made Free Throw.,15,22
7:06,2184,Tarin Smith missed Free Throw.,15,22
7:06,2678,Bubba Parham Defensive Rebound.,15,22
6:48,2678,Myles Lewis made Layup. Assisted by Will Miller.,17,22
6:27,2184,Mike Lewis II missed Layup.,17,22
6:27,2184,Tydus Verhoeven Offensive Rebound.,17,22
6:25,2184,Tydus Verhoeven missed Two Point Tip Shot.,17,22
6:25,2184,Mike Lewis II Offensive Rebound.,17,22
6:19,2678,Foul on Myles Lewis.,17,22
6:19,2184,Mike Lewis II made Free Throw.,17,23
6:19,2184,Mike Lewis II made Free Throw.,17,24
5:57,2678,Bubba Parham Turnover.,17,24
5:57,2678,Foul on Bubba Parham.,17,24
5:38,2184,Tydus Verhoeven missed Jumper.,17,24
5:38,2678,Will Miller Defensive Rebound.,17,24
5:36,2184,Foul on Tydus Verhoeven.,17,24
5:26,2678,Keith Smith made Layup.,19,24
5:26,2184,Foul on Tydus Verhoeven.,19,24
5:26,2678,Keith Smith made Free Throw.,20,24
5:10,2678,Foul on Garrett Gilkeson.,20,24
5:10,2184,Rene Castro-Caneddy made Free Throw.,20,25
5:10,2184,Rene Castro-Caneddy made Free Throw.,20,26
4:59,2678,Myles Lewis made Layup.,22,26
4:38,2184,Eric Williams Jr. missed Layup.,22,26
4:38,2678,Will Miller Defensive Rebound.,22,26
4:20,2678,Myles Lewis missed Layup.,22,26
4:20,2184,Eric Williams Jr. Defensive Rebound.,22,26
4:08,2678,Foul on Garrett Gilkeson.,22,26
4:08,2184,Mike Lewis II made Free Throw.,22,27
4:08,2184,Mike Lewis II made Free Throw.,22,28
4:08,2184,Mike Lewis II made Free Throw.,22,29
3:59,2678,Bubba Parham made Three Point Jumper. Assisted by Will Miller.,25,29
3:33,2184,Eric James made Three Point Jumper. Assisted by Tarin Smith.,25,32
3:23,2184,Foul on Rene Castro-Caneddy.,25,32
3:23,2184,Official TV Timeout,25,32
3:23,2678,Bubba Parham made Free Throw.,26,32
3:23,2678,Bubba Parham missed Free Throw.,26,32
3:23,2184,Eric James Defensive Rebound.,26,32
3:10,2184,Rene Castro-Caneddy made Three Point Jumper. Assisted by Tarin Smith.,26,35
2:46,2678,Sarju Patel Turnover.,26,35
2:45,2184,Eric James Steal.,26,35
2:27,2184,Mike Lewis II made Three Point Jumper. Assisted by Tarin Smith.,26,38
2:11,2678,Sarju Patel Turnover.,26,38
2:09,2184,Tarin Smith Steal.,26,38
2:06,2184,Mike Lewis II made Three Point Jumper. Assisted by Rene Castro-Caneddy.,26,41
2:04,2678,VMI  Timeout,26,41
1:53,2678,Keith Smith Turnover.,26,41
1:36,2678,Foul on Will Miller.,26,41
1:36,2184,Tarin Smith missed Free Throw.,26,41
1:36,2184,Duquesne Deadball Team Rebound.,26,41
1:36,2184,Tarin Smith made Free Throw.,26,42
1:26,2678,Keith Smith made Three Point Jumper. Assisted by Will Miller.,29,42
0:55,2184,Eric James missed Three Point Jumper.,29,42
0:55,2678,Jordan Ratliffe Defensive Rebound.,29,42
0:48,2678,Jordan Ratliffe Turnover.,29,42
0:34,2184,Tarin Smith made Layup.,29,44
0:08,2678,Bubba Parham missed Three Point Jumper.,29,44
0:08,2678,Will Miller Offensive Rebound.,29,44
0:03,2184,Foul on Jordan Robinson.,29,44
0:03,2678,Will Miller missed Free Throw.,29,44
0:03,2184,Rene Castro-Caneddy Defensive Rebound.,29,44
0:00,2184,End of 1st half,29,44
19:37,2678,Tyler Creammer missed Jumper.,29,44
19:37,2678,Garrett Gilkeson Offensive Rebound.,29,44
19:33,2678,Garrett Gilkeson Turnover.,29,44
19:32,2184,Mike Lewis II Steal.,29,44
19:23,2184,Eric Williams Jr. missed Three Point Jumper.,29,44
19:23,2678,Garrett Gilkeson Defensive Rebound.,29,44
19:03,2678,Bubba Parham missed Jumper.,29,44
19:03,2184,Eric Williams Jr. Defensive Rebound.,29,44
18:52,2678,Foul on Bubba Parham.,29,44
18:46,2184,Tarin Smith missed Jumper.,29,44
18:46,2678,Garrett Gilkeson Defensive Rebound.,29,44
18:33,2678,Tyler Creammer made Jumper. Assisted by Garrett Gilkeson.,31,44
18:11,2184,Rene Castro-Caneddy missed Three Point Jumper.,31,44
18:11,2678,Keith Smith Defensive Rebound.,31,44
18:02,2678,Garrett Gilkeson Turnover.,31,44
17:44,2184,Tarin Smith made Layup.,31,46
17:25,2678,Tyler Creammer Turnover.,31,46
17:00,2184,Mike Lewis II missed Jumper.,31,46
17:00,2678,Keith Smith Defensive Rebound.,31,46
16:53,2678,Bubba Parham made Three Point Jumper. Assisted by Keith Smith.,34,46
16:27,2184,Tarin Smith Turnover.,34,46
16:27,2184,Foul on Tarin Smith.,34,46
16:05,2184,Foul on Tydus Verhoeven.,34,46
15:56,2678,Tyler Creammer made Jumper. Assisted by Keith Smith.,36,46
15:36,2184,Eric Williams Jr. missed Three Point Jumper.,36,46
15:36,2678,Bubba Parham Defensive Rebound.,36,46
15:29,2678,Bubba Parham Turnover.,36,46
15:28,2184,Tarin Smith Steal.,36,46
15:26,2184,Tarin Smith missed Layup.,36,46
15:26,2184,Rene Castro-Caneddy Offensive Rebound.,36,46
15:18,2184,Rene Castro-Caneddy made Two Point Tip Shot.,36,48
15:15,2678,Tyler Creammer made Layup. Assisted by Keith Smith.,38,48
14:57,2184,Tarin Smith made Jumper.,38,50
14:57,2678,Foul on Bubba Parham.,38,50
14:57,2184,Official TV Timeout,38,50
14:57,2184,Tarin Smith made Free Throw.,38,51
14:35,2678,Will Miller made Layup. Assisted by Jordan Ratliffe.,40,51
14:07,2184,Nicholas Kratholm Turnover.,40,51
14:07,2184,Foul on Nicholas Kratholm.,40,51
13:53,2678,Keith Smith made Three Point Jumper. Assisted by Bubba Parham.,43,51
13:34,2184,Eric Williams Jr. made Three Point Jumper. Assisted by Rene Castro-Caneddy.,43,54
13:10,2678,Keith Smith made Layup.,45,54
12:55,2184,Rene Castro-Caneddy missed Three Point Jumper.,45,54
12:55,2678,Tyler Creammer Defensive Rebound.,45,54
12:46,2678,Jordan Ratliffe made Three Point Jumper. Assisted by Keith Smith.,48,54
12:29,2184,Mike Lewis II missed Three Point Jumper.,48,54
12:29,2184,Eric James Offensive Rebound.,48,54
12:25,2184,Duquesne  Timeout,48,54
12:11,2678,Foul on Fred Iruafemi.,48,54
12:11,2184,Jordan Robinson missed Free Throw.,48,54
12:11,2184,Duquesne Deadball Team Rebound.,48,54
12:11,2184,Jordan Robinson missed Free Throw.,48,54
12:11,2678,Keith Smith Defensive Rebound.,48,54
12:09,2184,Foul on Eric Williams Jr..,48,54
11:55,2678,Keith Smith missed Layup.,48,54
11:55,2678,Austin Vereen Offensive Rebound.,48,54
11:51,2184,Foul on Jordan Robinson.,48,54
11:51,2184,Official TV Timeout,48,54
11:51,2678,Austin Vereen made Free Throw.,49,54
11:51,2678,Austin Vereen missed Free Throw.,49,54
11:51,2184,Tarin Smith Defensive Rebound.,49,54
11:38,2184,Jordan Robinson Turnover.,49,54
11:38,2184,Foul on Jordan Robinson.,49,54
11:23,2678,Bubba Parham missed Layup.,49,54
11:23,2184,Tydus Verhoeven Block.,49,54
11:22,2184,Tarin Smith Defensive Rebound.,49,54
11:17,2184,Tarin Smith made Layup.,49,56
11:01,2678,Austin Vereen missed Layup.,49,56
11:01,2184,Tydus Verhoeven Block.,49,56
10:59,2184,Tarin Smith Defensive Rebound.,49,56
10:51,2184,Mike Lewis II Turnover.,49,56
10:38,2678,Austin Vereen Turnover.,49,56
10:38,2678,Foul on Austin Vereen.,49,56
10:26,2184,Tarin Smith made Layup.,49,58
10:19,2184,Foul on Tydus Verhoeven.,49,58
10:19,2678,Sarju Patel missed Free Throw.,49,58
10:19,2678,VMI Deadball Team Rebound.,49,58
10:19,2678,Sarju Patel missed Free Throw.,49,58
10:19,2184,Tarin Smith Defensive Rebound.,49,58
9:54,2184,Eric Williams Jr. missed Three Point Jumper.,49,58
9:54,2678,Will Miller Defensive Rebound.,49,58
9:38,2678,Tyler Creammer made Jumper.,51,58
9:16,2184,Tarin Smith made Jumper. Assisted by Rene Castro-Caneddy.,51,60
8:49,2678,Jordan Ratliffe missed Layup.,51,60
8:49,2184,Rene Castro-Caneddy Defensive Rebound.,51,60
8:43,2184,Rene Castro-Caneddy missed Layup.,51,60
8:43,2184,Duquesne Offensive Rebound.,51,60
8:34,2184,Nicholas Kratholm missed Three Point Jumper.,51,60
8:34,2678,VMI Defensive Rebound.,51,60
8:05,2678,Bubba Parham Turnover.,51,60
8:05,2678,Foul on Bubba Parham.,51,60
7:49,2184,Eric Williams Jr. made Layup.,51,62
7:31,2678,Jordan Ratliffe missed Three Point Jumper.,51,62
7:31,2678,Bubba Parham Offensive Rebound.,51,62
7:26,2678,Jordan Ratliffe made Three Point Jumper. Assisted by Bubba Parham.,54,62
7:10,2184,Rene Castro-Caneddy missed Three Point Jumper.,54,62
7:10,2184,Eric Williams Jr. Offensive Rebound.,54,62
6:57,2184,Rene Castro-Caneddy made Layup.,54,64
6:32,2678,Jordan Ratliffe missed Three Point Jumper.,54,64
6:32,2678,Sarju Patel Offensive Rebound.,54,64
6:29,2678,Sarju Patel missed Layup.,54,64
6:29,2678,Sarju Patel Offensive Rebound.,54,64
6:25,2678,Sarju Patel Turnover.,54,64
6:24,2184,Mike Lewis II Steal.,54,64
6:21,2184,Mike Lewis II made Layup.,54,66
6:20,2678,VMI  Timeout,54,66
6:12,2678,Keith Smith missed Jumper.,54,66
6:12,2184,Eric Williams Jr. Defensive Rebound.,54,66
5:50,2678,Foul on Keith Smith.,54,66
5:50,2184,Mike Lewis II missed Free Throw.,54,66
5:50,2184,Duquesne Deadball Team Rebound.,54,66
5:50,2184,Mike Lewis II made Free Throw.,54,67
5:33,2678,Jordan Ratliffe made Jumper.,56,67
5:05,2184,Tarin Smith missed Jumper.,56,67
5:05,2678,Keith Smith Defensive Rebound.,56,67
4:58,2678,Keith Smith missed Layup.,56,67
4:58,2678,VMI Offensive Rebound.,56,67
4:50,2678,Tyler Creammer made Jumper. Assisted by Keith Smith.,58,67
4:14,2184,Eric James missed Three Point Jumper.,58,67
4:14,2184,Eric Williams Jr. Offensive Rebound.,58,67
4:05,2184,Nicholas Kratholm missed Jumper.,58,67
4:05,2678,Garrett Gilkeson Defensive Rebound.,58,67
3:58,2678,Jordan Ratliffe missed Three Point Jumper.,58,67
3:58,2678,Tyler Creammer Offensive Rebound.,58,67
3:43,2184,Official TV Timeout,58,67
3:40,2678,Keith Smith Turnover.,58,67
3:39,2184,Eric Williams Jr. Steal.,58,67
3:16,2184,Jordan Robinson made Layup. Assisted by Mike Lewis II.,58,69
2:52,2678,Bubba Parham missed Three Point Jumper.,58,69
2:52,2184,Eric Williams Jr. Defensive Rebound.,58,69
2:25,2184,Rene Castro-Caneddy Turnover.,58,69
2:24,2678,Will Miller Steal.,58,69
2:20,2184,Foul on Tarin Smith.,58,69
2:20,2678,Jordan Ratliffe missed Free Throw.,58,69
2:20,2678,VMI Deadball Team Rebound.,58,69
2:20,2678,Jordan Ratliffe made Free Throw.,59,69
2:07,2678,Foul on Tyler Creammer.,59,69
2:07,2184,Mike Lewis II made Free Throw.,59,70
2:07,2184,Mike Lewis II made Free Throw.,59,71
1:58,2678,Keith Smith Turnover.,59,71
1:31,2184,Tarin Smith missed Layup.,59,71
1:31,2184,Jordan Robinson Offensive Rebound.,59,71
1:29,2184,Jordan Robinson missed Layup.,59,71
1:29,2678,Tyler Creammer Block.,59,71
1:29,2184,Duquesne Offensive Rebound.,59,71
1:29,2184,Jordan Robinson missed Dunk.,59,71
1:29,2678,Bubba Parham Defensive Rebound.,59,71
1:29,2678,Tyler Creammer made Layup. Assisted by Bubba Parham.,61,71
1:20,2678,VMI  Timeout,61,71
1:08,2678,Foul on Austin Vereen.,61,71
1:08,2184,Tarin Smith made Free Throw.,61,72
1:08,2184,Tarin Smith made Free Throw.,61,73
1:00,2678,Jordan Ratliffe Turnover.,61,73
0:59,2184,Mike Lewis II Steal.,61,73
0:58,2184,Eric Williams Jr. made Free Throw.,61,75
0:58,2184,Eric Williams Jr. made Free Throw.,61,74
0:58,2678,Foul on Keith Smith.,61,74
0:48,2678,Austin Vereen missed Three Point Jumper.,61,75
0:48,2184,Tarin Smith Defensive Rebound.,61,75
0:44,2678,Foul on Jordan Ratliffe.,61,75
0:44,2184,Tarin Smith made Free Throw.,61,76
0:44,2184,Tarin Smith made Free Throw.,61,77
0:31,2678,Keith Smith missed Layup.,61,77
0:31,2184,Mike Lewis II Defensive Rebound.,61,77
0:00,2184,End of Game,61,77
