Winthrop,36,Colorado State,2737
12:30,36,J.D. Paige missed Three Point Jumper.,7,9
12:30,2737,Jermaine Ukaegbu Defensive Rebound.,7,9
12:27,36,Foul on Deion James.,7,9
12:12,36,Foul on Raquan Mitchell.,7,9
12:04,2737,Foul on Jermaine Ukaegbu.,7,9
12:04,2737,Jermaine Ukaegbu Turnover.,7,9
11:52,2737,Foul on Josh Ferguson.,7,9
11:52,36,Official TV Timeout,7,9
11:49,36,Nico Carvacho made Jumper.,7,11
11:49,36,J.D. Paige Turnover.,7,11
11:49,2737,Anders Broman made Three Point Jumper. Assisted by Xavier Cooks.,10,11
11:19,36,J.D. Paige missed Three Point Jumper.,10,11
11:19,36,Nico Carvacho Offensive Rebound.,10,11
10:36,36,Nico Carvacho missed Jumper.,10,11
10:36,36,Deion James Offensive Rebound.,10,11
10:36,36,Deion James made Two Point Tip Shot.,10,13
10:22,2737,Xavier Cooks made Jumper.,12,13
10:13,36,Foul on Robbie Berwick.,12,13
10:13,2737,Kyle Zunic made Free Throw.,13,13
10:13,2737,Kyle Zunic missed Free Throw.,13,13
10:13,36,Che Bob Defensive Rebound.,13,13
10:00,36,Che Bob missed Jumper.,13,13
10:00,2737,Bjorn Broman Defensive Rebound.,13,13
9:49,2737,Xavier Cooks missed Jumper.,13,13
9:49,2737,Xavier Cooks Offensive Rebound.,13,13
9:45,2737,Xavier Cooks missed Layup.,13,13
9:45,36,Che Bob Defensive Rebound.,13,13
9:29,36,Deion James missed Jumper.,13,13
9:29,2737,Xavier Cooks Defensive Rebound.,13,13
9:20,2737,Kyle Zunic missed Three Point Jumper.,13,13
9:20,36,J.D. Paige Defensive Rebound.,13,13
9:09,36,Foul on Deion James.,13,13
9:09,36,Deion James Turnover.,13,13
8:54,2737,Xavier Cooks missed Jumper.,13,13
8:54,36,Deion James Block.,13,13
8:52,36,Logan Ryan Defensive Rebound.,13,13
8:36,36,Che Bob made Layup.,13,15
8:36,2737,Foul on Charles Falden.,13,15
8:36,36,Che Bob missed Free Throw.,13,15
8:36,36,Logan Ryan Offensive Rebound.,13,15
8:36,36,Logan Ryan made Layup.,13,17
8:24,2737,Anders Broman made Three Point Jumper. Assisted by Bjorn Broman.,16,17
8:11,36,Che Bob made Layup.,16,19
8:05,2737,Anders Broman made Three Point Jumper. Assisted by Bjorn Broman.,19,19
7:45,36,Lorenzo Jenkins made Three Point Jumper. Assisted by Robbie Berwick.,19,22
7:33,2737,Austin Awad made Three Point Jumper. Assisted by Anders Broman.,22,22
7:25,2737,Foul on Austin Awad.,22,22
7:25,36,Official TV Timeout,22,22
7:25,36,Logan Ryan missed Free Throw.,22,22
7:25,2737,Austin Awad Defensive Rebound.,22,22
7:20,2737,Bjorn Broman missed Three Point Jumper.,22,22
7:20,36,J.D. Paige Defensive Rebound.,22,22
7:05,36,Robbie Berwick Turnover.,22,22
7:03,2737,Bjorn Broman Steal.,22,22
6:45,2737,Anders Broman made Jumper.,24,22
6:35,2737,Foul on Anders Broman.,24,22
6:35,36,J.D. Paige made Free Throw.,24,23
6:35,36,J.D. Paige missed Free Throw.,24,23
6:35,2737,Xavier Cooks Defensive Rebound.,24,23
6:10,2737,Nych Smith made Layup.,26,23
5:51,36,Robbie Berwick made Three Point Jumper. Assisted by Prentiss Nixon.,26,26
5:38,36,Foul on Robbie Berwick.,26,26
5:38,2737,Nych Smith made Free Throw.,27,26
5:38,2737,Nych Smith made Free Throw.,28,26
5:23,36,Prentiss Nixon missed Jumper.,28,26
5:23,2737,Nych Smith Defensive Rebound.,28,26
5:20,36,Foul on Nico Carvacho.,28,26
5:20,2737,Nych Smith made Free Throw.,29,26
5:20,2737,Nych Smith missed Free Throw.,29,26
5:20,2737,Xavier Cooks Offensive Rebound.,29,26
5:10,2737,Kyle Zunic made Layup.,31,26
4:48,2737,Foul on Bjorn Broman.,31,26
4:48,36,Che Bob made Free Throw.,31,27
4:48,36,Che Bob made Free Throw.,31,28
4:40,2737,Anders Broman missed Three Point Jumper.,31,28
4:40,36,Prentiss Nixon Defensive Rebound.,31,28
4:25,36,Che Bob Turnover.,31,28
4:12,2737,Anders Broman missed Layup.,31,28
4:12,36,J.D. Paige Block.,31,28
4:10,36,Nico Carvacho Defensive Rebound.,31,28
4:04,36,Prentiss Nixon missed Three Point Jumper.,31,28
4:04,2737,Xavier Cooks Defensive Rebound.,31,28
3:58,2737,Charles Falden made Three Point Jumper. Assisted by Nych Smith.,34,28
3:50,36,Colorado State  Timeout,34,28
3:50,36,Official TV Timeout,34,28
3:35,36,J.D. Paige Turnover.,34,28
3:34,2737,Nych Smith Steal.,34,28
3:26,2737,Nych Smith missed Layup.,34,28
3:26,36,Nico Carvacho Defensive Rebound.,34,28
3:21,36,J.D. Paige made Jumper. Assisted by Nico Carvacho.,34,30
3:21,2737,Foul on Anders Broman.,34,30
3:21,36,J.D. Paige missed Free Throw.,34,30
3:21,2737,Adam Pickett Defensive Rebound.,34,30
3:16,36,Foul on J.D. Paige.,34,30
3:16,2737,Adam Pickett missed Free Throw.,34,30
3:16,2737,Winthrop Deadball Team Rebound.,34,30
3:16,2737,Adam Pickett missed Free Throw.,34,30
3:16,36,Nico Carvacho Defensive Rebound.,34,30
3:03,36,J.D. Paige made Layup.,34,32
2:50,2737,Xavier Cooks made Jumper.,36,32
2:39,36,Foul on Che Bob.,36,32
2:39,36,Che Bob Turnover.,36,32
2:28,2737,Xavier Cooks made Three Point Jumper. Assisted by Kyle Zunic.,39,32
2:05,36,J.D. Paige Turnover.,39,32
1:55,2737,Xavier Cooks missed Layup.,39,32
1:55,36,Prentiss Nixon Defensive Rebound.,39,32
1:39,36,Anthony Bonner missed Layup.,39,32
1:39,2737,Austin Awad Defensive Rebound.,39,32
1:30,2737,Austin Awad missed Three Point Jumper.,39,32
1:30,36,Nico Carvacho Defensive Rebound.,39,32
1:23,36,Nico Carvacho Turnover.,39,32
1:21,2737,Xavier Cooks Steal.,39,32
1:08,2737,Winthrop  Timeout,39,32
0:58,2737,Kyle Zunic missed Three Point Jumper.,39,32
0:58,36,Lorenzo Jenkins Defensive Rebound.,39,32
0:47,36,Nico Carvacho missed Jumper.,39,32
0:47,2737,Kyle Zunic Defensive Rebound.,39,32
0:17,2737,Kyle Zunic missed Jumper.,39,32
0:17,36,Nico Carvacho Defensive Rebound.,39,32
0:03,36,Prentiss Nixon missed Three Point Jumper.,39,32
0:03,36,Colorado State Deadball Team Rebound.,39,32
0:00,36,End of 1st half,39,32
19:51,36,Che Bob Turnover.,39,32
19:50,2737,Xavier Cooks Steal.,39,32
19:34,2737,Xavier Cooks missed Layup.,39,32
19:34,36,Che Bob Block.,39,32
19:32,36,Anthony Bonner Defensive Rebound.,39,32
19:26,36,J.D. Paige missed Three Point Jumper.,39,32
19:26,36,Nico Carvacho Offensive Rebound.,39,32
19:22,2737,Foul on Jermaine Ukaegbu.,39,32
19:12,36,Che Bob missed Jumper.,39,32
19:12,2737,Xavier Cooks Block.,39,32
19:11,2737,Anders Broman Defensive Rebound.,39,32
19:00,2737,Kyle Zunic made Three Point Jumper. Assisted by Anders Broman.,42,32
18:47,2737,Foul on Josh Ferguson.,42,32
18:38,36,Anthony Bonner missed Three Point Jumper.,42,32
18:38,2737,Xavier Cooks Defensive Rebound.,42,32
18:33,36,Foul on Anthony Bonner.,42,32
18:16,2737,Xavier Cooks missed Three Point Jumper.,42,32
18:16,2737,Anders Broman Offensive Rebound.,42,32
17:52,2737,Kyle Zunic missed Three Point Jumper.,42,32
17:52,36,Nico Carvacho Defensive Rebound.,42,32
17:35,36,Deion James made Jumper. Assisted by J.D. Paige.,42,34
17:15,36,Nico Carvacho Block.,42,34
17:15,2737,Josh Ferguson missed Layup.,42,34
17:14,36,Nico Carvacho Defensive Rebound.,42,34
17:10,2737,Foul on Josh Ferguson.,42,34
16:47,36,Prentiss Nixon missed Jumper.,42,34
16:47,2737,Austin Awad Defensive Rebound.,42,34
16:36,2737,Foul on Xavier Cooks.,42,34
16:36,2737,Xavier Cooks Turnover.,42,34
16:25,36,Deion James made Jumper. Assisted by Prentiss Nixon.,42,36
16:13,2737,Austin Awad made Three Point Jumper. Assisted by Kyle Zunic.,45,36
15:59,2737,Foul on Austin Awad.,45,36
15:59,36,Official TV Timeout,45,36
15:50,36,Deion James Turnover.,45,36
15:48,2737,Bjorn Broman Steal.,45,36
15:46,2737,Austin Awad made Three Point Jumper. Assisted by Nych Smith.,48,36
15:30,36,Prentiss Nixon Turnover.,48,36
15:17,2737,Nych Smith missed Layup.,48,36
15:17,36,Nico Carvacho Defensive Rebound.,48,36
15:08,36,J.D. Paige Turnover.,48,36
15:08,2737,Nych Smith Steal.,48,36
15:06,36,Foul on Anthony Bonner.,48,36
15:06,2737,Nych Smith made Free Throw.,49,36
15:06,2737,Nych Smith made Free Throw.,50,36
14:56,36,Deion James missed Layup.,50,36
14:56,36,Nico Carvacho Offensive Rebound.,50,36
14:51,36,J.D. Paige missed Three Point Jumper.,50,36
14:51,36,Nico Carvacho Offensive Rebound.,50,36
14:45,36,J.D. Paige made Layup. Assisted by Nico Carvacho.,50,38
14:28,2737,Austin Awad missed Three Point Jumper.,50,38
14:28,36,Raquan Mitchell Defensive Rebound.,50,38
14:18,36,Raquan Mitchell made Jumper.,50,40
14:09,2737,Winthrop  Timeout,50,40
14:09,36,Official TV Timeout,50,40
13:48,2737,Anders Broman missed Jumper.,50,40
13:48,36,Deion James Defensive Rebound.,50,40
13:39,36,J.D. Paige missed Three Point Jumper.,50,40
13:39,36,Deion James Offensive Rebound.,50,40
13:35,36,Deion James missed Layup.,50,40
13:35,36,Deion James Offensive Rebound.,50,40
13:32,36,Deion James made Layup.,50,42
13:10,2737,Kyle Zunic missed Three Point Jumper.,50,42
13:10,36,Raquan Mitchell Defensive Rebound.,50,42
12:54,36,Prentiss Nixon made Jumper.,50,44
12:37,2737,Xavier Cooks missed Jumper.,50,44
12:37,36,Nico Carvacho Defensive Rebound.,50,44
12:25,36,Raquan Mitchell Turnover.,50,44
12:16,2737,Bjorn Broman made Three Point Jumper. Assisted by Xavier Cooks.,53,44
12:05,36,Prentiss Nixon made Three Point Jumper.,53,47
11:46,2737,Kyle Zunic Turnover.,53,47
11:46,36,Official TV Timeout,53,47
11:28,36,Raquan Mitchell made Layup. Assisted by Nico Carvacho.,53,49
11:13,2737,Bjorn Broman Turnover.,53,49
11:11,36,Nico Carvacho Steal.,53,49
11:03,36,J.D. Paige Turnover.,53,49
11:01,2737,Xavier Cooks Steal.,53,49
10:59,2737,Kyle Zunic made Layup. Assisted by Charles Falden.,55,49
10:41,36,Deion James made Layup. Assisted by Prentiss Nixon.,55,51
10:25,2737,Kyle Zunic Turnover.,55,51
10:24,36,Nico Carvacho Steal.,55,51
10:18,2737,Foul on Charles Falden.,55,51
10:18,36,Nico Carvacho made Free Throw.,55,52
10:18,36,Nico Carvacho missed Free Throw.,55,52
10:18,2737,Anders Broman Defensive Rebound.,55,52
10:17,2737,Xavier Cooks missed Three Point Jumper.,55,52
10:17,2737,Xavier Cooks Offensive Rebound.,55,52
10:13,2737,Austin Awad made Three Point Jumper. Assisted by Bjorn Broman.,58,52
9:57,2737,Foul on Anders Broman.,58,52
9:57,36,Prentiss Nixon made Free Throw.,58,53
9:57,36,Prentiss Nixon made Free Throw.,58,54
9:40,2737,Nych Smith made Layup.,60,54
9:28,36,Deion James missed Three Point Jumper.,60,54
9:28,36,Nico Carvacho Offensive Rebound.,60,54
9:26,2737,Foul on Jermaine Ukaegbu.,60,54
9:26,36,Nico Carvacho made Free Throw.,60,55
9:26,36,Nico Carvacho made Free Throw.,60,56
9:10,2737,Xavier Cooks made Jumper.,62,56
8:56,36,Prentiss Nixon made Three Point Jumper.,62,59
8:38,2737,Nych Smith made Three Point Jumper. Assisted by Bjorn Broman.,65,59
8:21,36,Prentiss Nixon made Jumper. Assisted by Deion James.,65,61
8:07,2737,Anders Broman missed Three Point Jumper.,65,61
8:07,36,Prentiss Nixon Defensive Rebound.,65,61
7:53,36,Deion James made Layup. Assisted by Prentiss Nixon.,65,63
7:29,2737,Anders Broman missed Three Point Jumper.,65,63
7:29,36,Anthony Bonner Defensive Rebound.,65,63
7:19,36,Official TV Timeout,65,63
7:09,2737,Foul on Bjorn Broman.,65,63
7:09,36,Anthony Bonner made Free Throw.,65,64
7:09,36,Anthony Bonner made Free Throw.,65,65
6:43,2737,Anders Broman made Jumper.,67,65
6:43,36,Foul on Prentiss Nixon.,67,65
6:43,2737,Anders Broman made Free Throw.,68,65
6:24,36,Anthony Bonner missed Layup.,68,65
6:24,36,Raquan Mitchell Offensive Rebound.,68,65
6:18,36,Raquan Mitchell made Dunk.,68,67
6:12,2737,Bjorn Broman missed Jumper.,68,67
6:12,36,Raquan Mitchell Defensive Rebound.,68,67
6:06,36,J.D. Paige missed Layup.,68,67
6:06,36,Nico Carvacho Offensive Rebound.,68,67
6:03,36,Nico Carvacho missed Layup.,68,67
6:03,36,Nico Carvacho Offensive Rebound.,68,67
6:01,36,Nico Carvacho made Layup.,68,69
5:56,2737,Winthrop  Timeout,68,69
5:40,2737,Foul on Kyle Zunic.,68,69
5:40,36,Anthony Bonner made Free Throw.,68,70
5:40,2737,Kyle Zunic Turnover.,68,69
5:40,2737,Technical Foul on Winthrop.,68,69
5:40,36,Anthony Bonner made Free Throw.,68,71
5:40,2737,Foul on Winthrop.,68,69
5:27,36,Nico Carvacho Turnover.,68,71
5:05,36,Foul on Prentiss Nixon.,68,71
4:57,2737,Bjorn Broman missed Three Point Jumper.,68,71
4:57,36,Anthony Bonner Defensive Rebound.,68,71
4:47,36,Prentiss Nixon missed Jumper.,68,71
4:47,2737,Jermaine Ukaegbu Block.,68,71
4:44,2737,Kyle Zunic Defensive Rebound.,68,71
4:39,2737,Bjorn Broman missed Three Point Jumper.,68,71
4:39,2737,Xavier Cooks Offensive Rebound.,68,71
4:23,2737,Xavier Cooks missed Three Point Jumper.,68,71
4:23,36,Nico Carvacho Defensive Rebound.,68,71
4:12,36,Colorado State  Timeout,68,71
4:12,36,Official TV Timeout,68,71
4:08,36,Raquan Mitchell made Three Point Jumper. Assisted by Anthony Bonner.,68,74
3:45,2737,Nych Smith made Jumper.,70,74
3:21,36,J.D. Paige made Three Point Jumper. Assisted by Prentiss Nixon.,70,77
3:08,2737,Kyle Zunic missed Three Point Jumper.,70,77
3:08,36,Prentiss Nixon Defensive Rebound.,70,77
2:45,36,Nico Carvacho missed Jumper.,70,77
2:45,36,J.D. Paige Offensive Rebound.,70,77
2:40,36,J.D. Paige missed Layup.,70,77
2:40,2737,Kyle Zunic Defensive Rebound.,70,77
2:39,36,Foul on J.D. Paige.,70,77
2:22,36,Foul on J.D. Paige.,70,77
2:19,2737,Anders Broman made Three Point Jumper. Assisted by Nych Smith.,73,77
1:55,36,J.D. Paige missed Jumper.,73,77
1:55,2737,Nych Smith Defensive Rebound.,73,77
1:46,2737,Anders Broman Turnover.,73,77
1:45,36,Prentiss Nixon Steal.,73,77
1:14,36,Raquan Mitchell made Dunk. Assisted by Prentiss Nixon.,73,79
1:05,2737,Winthrop  Timeout,73,79
1:00,2737,Anders Broman made Three Point Jumper. Assisted by Xavier Cooks.,76,79
0:31,36,Nico Carvacho Turnover.,76,79
0:17,36,Foul on Nico Carvacho.,76,79
0:17,2737,Xavier Cooks missed Free Throw.,76,79
0:17,36,Prentiss Nixon Defensive Rebound.,76,79
0:15,2737,Foul on Adam Pickett.,76,79
0:15,36,Prentiss Nixon missed Free Throw.,76,79
0:15,36,Colorado State Deadball Team Rebound.,76,79
0:15,36,Prentiss Nixon made Free Throw.,76,80
0:08,2737,Anders Broman Turnover.,76,80
0:08,36,Prentiss Nixon Steal.,76,80
0:01,36,Prentiss Nixon Turnover.,76,80
0:01,2737,Kyle Zunic Steal.,76,80
0:00,36,End of Game,76,80
