Silver Lake College,Error,Chicago State,2130
7:35,-1,David Hughes made Free Throw.,18,25
7:15,-1,Foul on Taylor Harper.,18,25
7:15,2130,Glen Burns made Free Throw.,18,26
7:15,2130,Glen Burns made Free Throw.,18,27
6:51,-1,Marcellus Duckworth missed Layup.,18,27
6:51,-1,Freddy Cook Offensive Rebound.,18,27
6:47,-1,Freddy Cook Turnover.,18,27
6:32,2130,Jelani Pruitt missed Layup.,18,27
6:32,2130,Jalen Stephens-Holmes Turnover.,18,27
6:28,2130,Jalen Stephens-Holmes made Dunk.,18,29
6:28,-1,Dreshawn Dorsey Turnover.,18,29
6:28,2130,Jalen Stephens-Holmes missed Three Point Jumper.,18,29
6:28,-1,Freddy Cook Defensive Rebound.,18,29
6:24,-1,Freddy Cook missed Three Point Jumper.,18,29
6:24,2130,Jelani Pruitt Defensive Rebound.,18,29
5:47,-1,Foul on Freddy Cook.,18,29
5:47,2130,Glen Burns made Free Throw.,18,30
5:47,2130,Glen Burns made Free Throw.,18,31
5:29,-1,Corey Lloyd made Layup.,20,31
5:08,2130,Deionte Simmons Turnover.,20,31
4:47,-1,Freddy Cook missed Three Point Jumper.,20,31
4:47,2130,Jelani Pruitt Defensive Rebound.,20,31
4:40,2130,Jelani Pruitt Turnover.,20,31
4:39,-1,Dreshawn Dorsey Steal.,20,31
4:35,-1,Dreshawn Dorsey made Layup.,22,31
4:25,2130,Deionte Simmons made Layup. Assisted by Jelani Pruitt.,22,33
3:51,-1,Freddy Cook Turnover.,22,33
3:51,2130,Official TV Timeout,22,33
3:49,2130,Jelani Pruitt missed Jumper.,22,33
3:49,-1,Freddy Cook Defensive Rebound.,22,33
3:26,-1,Benjiman Sweet made Jumper. Assisted by Dreshawn Dorsey.,24,33
3:13,2130,Jelani Pruitt missed Jumper.,24,33
3:13,-1,Diquan Craig Defensive Rebound.,24,33
3:02,2130,Foul on Travon Bell.,24,33
3:02,-1,Dreshawn Dorsey made Free Throw.,25,33
3:02,-1,Dreshawn Dorsey made Free Throw.,26,33
2:42,-1,Foul on Benjiman Sweet.,26,33
2:42,2130,Deionte Simmons missed Free Throw.,26,33
2:42,2130,Chicago State Deadball Team Rebound.,26,33
2:42,2130,Deionte Simmons missed Free Throw.,26,33
2:42,-1,Silver Lake Defensive Rebound.,26,33
2:23,2130,Foul on John Joyce.,26,33
2:23,-1,Corey Lloyd made Free Throw.,27,33
2:23,-1,Corey Lloyd made Free Throw.,28,33
2:15,2130,Rob Shaw missed Layup.,28,33
2:15,2130,Rob Shaw Offensive Rebound.,28,33
2:08,2130,Rob Shaw Turnover.,28,33
2:07,-1,Dreshawn Dorsey Steal.,28,33
2:02,2130,Foul on Rob Shaw.,28,33
2:02,-1,Dreshawn Dorsey missed Free Throw.,28,33
2:02,-1,Silver Lake Deadball Team Rebound.,28,33
2:02,-1,Dreshawn Dorsey made Free Throw.,29,33
1:43,-1,Foul on Corey Lloyd.,29,33
1:43,2130,Nathan Townsen Jr. made Free Throw.,29,34
1:43,2130,Nathan Townsen Jr. made Free Throw.,29,35
1:31,-1,Freddy Cook Turnover.,29,35
1:22,2130,Montana Byrd made Three Point Jumper. Assisted by Nathan Townsen Jr..,29,38
1:00,-1,Dreshawn Dorsey missed Three Point Jumper.,29,38
1:00,2130,Montana Byrd Defensive Rebound.,29,38
0:44,2130,Anthony Harris missed Layup.,29,38
0:44,-1,Silver Lake Defensive Rebound.,29,38
0:44,-1,Foul on Diquan Craig.,29,38
0:44,2130,Anthony Harris made Free Throw.,29,39
0:44,2130,Anthony Harris made Free Throw.,29,40
0:25,-1,Freddy Cook missed Jumper.,29,40
0:25,-1,Corey Lloyd Offensive Rebound.,29,40
0:18,-1,Corey Lloyd Turnover.,29,40
0:16,2130,Cameron Bowles Steal.,29,40
0:12,2130,Cameron Bowles Turnover.,29,40
0:01,-1,Freddy Cook missed Layup.,29,40
0:01,2130,Montana Byrd Defensive Rebound.,29,40
0:00,2130,End of 1st half,29,40
19:55,-1,Foul on Daniel McDermott.,29,40
19:55,2130,Patrick Szpir missed Free Throw.,29,40
19:55,2130,Chicago State Deadball Team Rebound.,29,40
19:55,2130,Patrick Szpir missed Free Throw.,29,40
19:55,-1,Freddy Cook Defensive Rebound.,29,40
19:11,-1,Corey Lloyd made Three Point Jumper. Assisted by David Hughes.,32,40
18:57,2130,Fred Sims Jr. missed Three Point Jumper.,32,40
18:57,-1,Taylor Harper Defensive Rebound.,32,40
18:49,-1,Corey Lloyd missed Three Point Jumper.,32,40
18:49,2130,Fred Sims Jr. Defensive Rebound.,32,40
18:28,2130,Glen Burns made Layup. Assisted by Rob Shaw.,32,42
18:28,-1,Foul on Taylor Harper.,32,42
18:28,2130,Glen Burns missed Free Throw.,32,42
18:28,-1,Freddy Cook Defensive Rebound.,32,42
18:22,2130,Foul on Glen Burns.,32,42
18:22,-1,David Hughes missed Free Throw.,32,42
18:22,-1,Silver Lake Deadball Team Rebound.,32,42
18:22,-1,David Hughes made Free Throw.,33,42
18:08,2130,Rob Shaw missed Three Point Jumper.,33,42
18:08,-1,Silver Lake Defensive Rebound.,33,42
18:05,-1,Daniel McDermott Turnover.,33,42
18:03,2130,Fred Sims Jr. Steal.,33,42
18:02,2130,Fred Sims Jr. missed Layup.,33,42
18:02,2130,Chicago State Offensive Rebound.,33,42
17:37,2130,Anthony Harris made Layup. Assisted by Glen Burns.,33,44
17:17,-1,Corey Lloyd Turnover.,33,44
17:15,2130,Anthony Harris Steal.,33,44
17:11,2130,Anthony Harris made Layup. Assisted by Fred Sims Jr..,33,46
16:53,-1,Daniel McDermott made Layup. Assisted by Freddy Cook.,35,46
16:41,2130,Rob Shaw Turnover.,35,46
16:40,-1,Dreshawn Dorsey missed Jumper.,35,46
16:40,2130,Fred Sims Jr. Defensive Rebound.,35,46
16:34,2130,Fred Sims Jr. made Jumper.,35,48
16:12,-1,Dreshawn Dorsey Turnover.,35,48
16:10,2130,Nathan Townsen Jr. Steal.,35,48
16:04,-1,Foul on Corey Lloyd.,35,48
15:58,2130,Anthony Harris made Layup. Assisted by Nathan Townsen Jr..,35,50
15:58,-1,Foul on Dreshawn Dorsey.,35,50
15:58,2130,Official TV Timeout,35,50
15:58,2130,Anthony Harris made Free Throw.,35,51
15:33,-1,Nick Garcia missed Jumper.,35,51
15:33,2130,Fred Sims Jr. Defensive Rebound.,35,51
15:05,2130,Fred Sims Jr. missed Jumper.,35,51
15:05,-1,David Hughes Defensive Rebound.,35,51
15:02,-1,David Hughes Turnover.,35,51
15:00,2130,Anthony Harris Steal.,35,51
14:58,2130,Jalen Stephens-Holmes made Dunk. Assisted by Anthony Harris.,35,53
14:47,-1,Dreshawn Dorsey Turnover.,35,53
14:45,2130,Nathan Townsen Jr. Steal.,35,53
14:45,-1,Foul on Corey Lloyd.,35,53
14:45,2130,Fred Sims Jr. missed Free Throw.,35,53
14:45,2130,Chicago State Deadball Team Rebound.,35,53
14:45,2130,Fred Sims Jr. made Free Throw.,35,54
14:31,-1,Marcellus Duckworth made Jumper.,37,54
14:02,2130,Anthony Harris missed Three Point Jumper.,37,54
14:02,2130,Jalen Stephens-Holmes Offensive Rebound.,37,54
13:59,2130,Jalen Stephens-Holmes Turnover.,37,54
13:44,-1,Marcellus Duckworth missed Jumper.,37,54
13:44,2130,Fred Sims Jr. Defensive Rebound.,37,54
13:37,2130,Fred Sims Jr. missed Jumper.,37,54
13:37,-1,Nick Garcia Defensive Rebound.,37,54
13:28,-1,Dreshawn Dorsey made Jumper.,39,54
13:12,2130,Travon Bell missed Three Point Jumper.,39,54
13:12,-1,Silver Lake Defensive Rebound.,39,54
12:54,-1,Dreshawn Dorsey missed Jumper.,39,54
12:54,2130,Deionte Simmons Defensive Rebound.,39,54
12:39,2130,Fred Sims Jr. Turnover.,39,54
12:21,-1,Nick Garcia missed Layup.,39,54
12:21,2130,Deionte Simmons Block.,39,54
12:18,2130,Deionte Simmons Defensive Rebound.,39,54
12:15,-1,Foul on Gabriel Kerrihard.,39,54
12:15,2130,Deionte Simmons missed Free Throw.,39,54
12:15,2130,Chicago State Deadball Team Rebound.,39,54
12:15,2130,Deionte Simmons missed Free Throw.,39,54
12:15,-1,Marcellus Duckworth Defensive Rebound.,39,54
12:09,2130,Foul on Cameron Bowles.,39,54
12:03,-1,Marcellus Duckworth missed Layup.,39,54
12:03,2130,Deionte Simmons Block.,39,54
12:03,2130,Deionte Simmons Defensive Rebound.,39,54
12:01,2130,Jelani Pruitt made Layup.,39,56
12:01,-1,Foul on Gabriel Kerrihard.,39,56
12:00,2130,Foul on Nathan Townsen Jr..,39,56
11:57,-1,Silver Lake Deadball Team Rebound.,39,56
11:57,-1,Diquan Craig made Free Throw.,40,56
11:50,-1,Gabriel Kerrihard missed Jumper.,40,56
11:50,2130,Cameron Bowles Defensive Rebound.,40,56
11:41,2130,Nathan Townsen Jr. Turnover.,40,56
11:41,2130,Official TV Timeout,40,56
11:23,-1,Freddy Cook Turnover.,40,56
11:22,2130,Deionte Simmons Steal.,40,56
11:14,-1,Foul on Nick Garcia.,40,56
11:14,2130,Deionte Simmons missed Free Throw.,40,56
11:14,2130,Travon Bell Offensive Rebound.,40,56
11:11,2130,Travon Bell made Layup.,40,58
10:42,-1,Taylor Harper missed Layup.,40,58
10:42,-1,Gabriel Kerrihard Offensive Rebound.,40,58
10:41,2130,Foul on Travon Bell.,40,58
10:31,-1,Daniel McDermott made Layup. Assisted by Freddy Cook.,42,58
10:24,2130,Deionte Simmons missed Jumper.,42,58
10:24,-1,Freddy Cook Defensive Rebound.,42,58
10:10,-1,Taylor Harper Turnover.,42,58
10:02,-1,Foul on Gabriel Kerrihard.,42,58
10:02,-1,Daniel McDermott Defensive Rebound.,42,58
9:53,-1,Taylor Harper Turnover.,42,58
9:43,-1,Foul on Daniel McDermott.,42,58
9:43,2130,Deionte Simmons made Free Throw.,42,59
9:43,2130,Deionte Simmons made Free Throw.,42,60
9:43,-1,Silver Lake  Timeout,42,60
9:40,-1,Diquan Craig Turnover.,42,60
9:38,2130,Rob Shaw Steal.,42,60
9:33,-1,Marcellus Duckworth Turnover.,42,60
9:31,2130,Deionte Simmons Steal.,42,60
9:28,-1,Foul on Taylor Harper.,42,60
9:28,2130,Deionte Simmons made Free Throw.,42,61
9:28,2130,Deionte Simmons made Free Throw.,42,62
9:13,-1,Freddy Cook made Three Point Jumper. Assisted by David Hughes.,45,62
9:01,2130,Rob Shaw missed Three Point Jumper.,45,62
9:01,-1,Silver Lake Defensive Rebound.,45,62
8:54,-1,Foul on David Hughes.,45,62
8:54,-1,David Hughes Turnover.,45,62
8:50,-1,Foul on Taylor Harper.,45,62
8:50,2130,Travon Bell made Free Throw.,45,63
8:50,2130,Deionte Simmons missed Free Throw.,45,63
8:50,-1,Daniel McDermott Defensive Rebound.,45,63
8:44,-1,Freddy Cook Turnover.,45,63
8:33,2130,Rob Shaw Steal.,45,63
8:31,2130,Rob Shaw made Layup.,45,65
8:27,-1,Freddy Cook Turnover.,45,65
8:26,2130,Glen Burns Steal.,45,65
8:23,2130,Travon Bell missed Layup.,45,65
8:23,2130,Chicago State Offensive Rebound.,45,65
8:21,2130,Rob Shaw made Layup. Assisted by Glen Burns.,45,67
8:17,-1,Foul on Benjiman Sweet.,45,67
8:17,2130,Fred Sims Jr. made Free Throw.,45,68
8:17,2130,Fred Sims Jr. made Free Throw.,45,69
8:13,2130,Foul on Anthony Harris.,45,69
7:55,-1,Benjiman Sweet Turnover.,45,69
7:54,2130,Fred Sims Jr. missed Three Point Jumper.,45,69
7:54,-1,Diquan Craig Defensive Rebound.,45,69
7:42,-1,Dreshawn Dorsey missed Jumper.,45,69
7:42,2130,Anthony Harris Block.,45,69
7:38,2130,Glen Burns Defensive Rebound.,45,69
7:36,2130,Anthony Harris made Layup. Assisted by Glen Burns.,45,71
7:32,-1,Freddy Cook missed Jumper.,45,71
7:32,2130,Fred Sims Jr. Defensive Rebound.,45,71
7:20,2130,Deionte Simmons made Jumper. Assisted by Glen Burns.,45,73
7:00,-1,Diquan Craig Turnover.,45,73
7:00,2130,Official TV Timeout,45,73
6:59,2130,Nathan Townsen Jr. made Layup.,45,75
6:55,2130,Foul on Nathan Townsen Jr..,45,75
6:48,-1,Corey Lloyd made Layup.,47,75
6:48,-1,Foul on Dreshawn Dorsey.,47,75
6:36,-1,Foul on Benjiman Sweet.,47,75
6:36,2130,Fred Sims Jr. made Free Throw.,47,76
6:36,2130,Fred Sims Jr. made Free Throw.,47,77
6:32,-1,Dreshawn Dorsey Turnover.,47,77
6:30,2130,Anthony Harris Steal.,47,77
6:29,2130,Fred Sims Jr. missed Layup.,47,77
6:29,2130,Anthony Harris Offensive Rebound.,47,77
6:27,-1,Foul on Corey Lloyd.,47,77
6:27,2130,Anthony Harris made Free Throw.,47,78
6:27,2130,Anthony Harris made Free Throw.,47,79
6:10,-1,Diquan Craig missed Layup.,47,79
6:10,-1,Silver Lake Offensive Rebound.,47,79
5:58,-1,Marcellus Duckworth missed Jumper.,47,79
5:58,2130,Patrick Szpir Defensive Rebound.,47,79
5:52,2130,Fred Sims Jr. made Three Point Jumper. Assisted by Anthony Harris.,47,82
5:45,-1,Diquan Craig Turnover.,47,82
5:43,2130,Anthony Harris Steal.,47,82
5:41,2130,Cameron Bowles made Layup. Assisted by Anthony Harris.,47,84
5:27,-1,Marcellus Duckworth missed Layup.,47,84
5:27,-1,Marcellus Duckworth Offensive Rebound.,47,84
5:06,-1,Marcellus Duckworth missed Jumper.,47,84
5:06,-1,Silver Lake Offensive Rebound.,47,84
5:03,-1,Aaron Jacobs Turnover.,47,84
5:00,2130,Montana Byrd missed Three Point Jumper.,47,84
5:00,-1,Diquan Craig Defensive Rebound.,47,84
4:48,-1,Marcellus Duckworth missed Layup.,47,84
4:48,2130,Travon Bell Defensive Rebound.,47,84
4:39,2130,Travon Bell missed Layup.,47,84
4:39,-1,Diquan Craig Defensive Rebound.,47,84
4:33,-1,Diquan Craig Turnover.,47,84
4:31,2130,Fred Sims Jr. Steal.,47,84
4:30,2130,Fred Sims Jr. made Dunk.,47,86
4:19,-1,Marcellus Duckworth Turnover.,47,86
4:18,2130,Travon Bell Steal.,47,86
4:14,2130,Patrick Szpir made Layup. Assisted by Nathan Townsen Jr..,47,88
4:12,-1,Silver Lake  Timeout,47,88
4:12,2130,Official TV Timeout,47,88
3:53,-1,Marcellus Duckworth made Jumper. Assisted by Benjiman Sweet.,49,88
3:40,2130,Patrick Szpir made Jumper. Assisted by Fred Sims Jr..,49,90
3:16,-1,Benjiman Sweet missed Jumper.,49,90
3:16,2130,Rob Shaw Defensive Rebound.,49,90
3:07,2130,Montana Byrd made Layup. Assisted by Rob Shaw.,49,92
2:49,-1,David Hughes missed Jumper.,49,92
2:49,2130,Travon Bell Defensive Rebound.,49,92
2:43,2130,Rob Shaw Turnover.,49,92
2:12,-1,Diquan Craig Turnover.,49,92
1:58,2130,Montana Byrd made Three Point Jumper. Assisted by Rob Shaw.,49,95
1:38,-1,Diquan Craig Turnover.,49,95
1:35,2130,Montana Byrd Steal.,49,95
1:33,2130,Jelani Pruitt made Dunk. Assisted by Montana Byrd.,49,97
1:18,2130,Foul on Alex Dubovitskiy.,49,97
1:18,-1,Gabriel Kerrihard made Free Throw.,50,97
1:18,-1,Gabriel Kerrihard made Free Throw.,51,97
1:01,2130,Jelani Pruitt made Layup. Assisted by Rob Shaw.,51,99
0:50,-1,Nick Garcia made Jumper. Assisted by Gabriel Kerrihard.,53,99
0:26,2130,Patrick Szpir missed Dunk.,53,99
0:26,-1,Benjiman Sweet Defensive Rebound.,53,99
0:20,-1,Gabriel Kerrihard Turnover.,53,99
0:17,2130,Patrick Szpir Steal.,53,99
0:15,2130,Patrick Szpir made Dunk.,53,101
0:07,-1,Aaron Jacobs missed Jumper.,53,101
0:07,2130,Jelani Pruitt Defensive Rebound.,53,101
0:05,-1,Diquan Craig missed Free Throw.,53,101
0:00,2130,End of Game,51,101
