Delaware,71,Bradley,48
12:53,71,Luuk van Bree Defensive Rebound.,34,38
12:53,48,Foul on Eric Carter.,34,38
12:39,71,Elijah Childs missed Jumper.,34,38
12:39,48,Kevin Anderson Defensive Rebound.,34,38
12:09,48,Kevin Anderson made Three Point Jumper. Assisted by Ryan Daly.,37,38
12:01,71,JoJo McGlaston missed Three Point Jumper.,37,38
12:01,48,Delaware Defensive Rebound.,37,38
11:58,71,Official TV Timeout,37,38
11:35,48,Kevin Anderson missed Three Point Jumper.,37,38
11:35,71,Elijah Childs Defensive Rebound.,37,38
11:22,71,Jayden Hodgson Turnover.,37,38
11:05,48,Derrick Woods made Jumper. Assisted by Darian Bryant.,39,38
10:49,71,Elijah Childs made Layup.,39,40
10:25,48,Ryan Daly missed Layup.,39,40
10:25,48,Derrick Woods Offensive Rebound.,39,40
10:20,48,Anthony Mosley made Layup.,41,40
10:10,71,Nate Kennell missed Jumper.,41,40
10:10,71,JoJo McGlaston Offensive Rebound.,41,40
10:03,71,Koch Bar Turnover.,41,40
10:02,48,Kevin Anderson Steal.,41,40
9:35,48,Kevin Anderson Turnover.,41,40
9:34,71,Koch Bar Steal.,41,40
9:31,71,JoJo McGlaston made Dunk. Assisted by Koch Bar.,41,42
9:14,48,Ryan Daly missed Three Point Jumper.,41,42
9:14,71,Jayden Hodgson Defensive Rebound.,41,42
9:02,48,Foul on Kevin Anderson.,41,42
9:02,71,JoJo McGlaston missed Free Throw.,41,42
9:02,71,Bradley Deadball Team Rebound.,41,42
9:02,71,JoJo McGlaston made Free Throw.,41,43
8:46,48,Eric Carter missed Layup.,41,43
8:46,71,Donte Thomas Block.,41,43
8:45,71,Elijah Childs Defensive Rebound.,41,43
8:42,71,Darrell Brown missed Three Point Jumper.,41,43
8:42,48,Eric Carter Defensive Rebound.,41,43
8:27,48,Anthony Mosley Turnover.,41,43
8:26,71,Donte Thomas Steal.,41,43
8:08,71,Darrell Brown missed Jumper.,41,43
8:08,48,Kevin Anderson Defensive Rebound.,41,43
7:41,48,Darian Bryant made Layup. Assisted by Eric Carter.,43,43
7:38,48,Delaware  Timeout,43,43
7:26,71,Official TV Timeout,43,43
7:26,48,Foul on Ryan Daly.,43,43
7:26,71,Official TV Timeout,43,43
7:13,48,Foul on Kevin Anderson.,43,43
6:55,48,Foul on Anthony Mosley.,43,43
6:55,71,Dwayne Lautier-Ogunleye missed Free Throw.,43,43
6:55,71,Bradley Deadball Team Rebound.,43,43
6:55,71,Dwayne Lautier-Ogunleye missed Free Throw.,43,43
6:55,48,Eric Carter Defensive Rebound.,43,43
6:26,48,Kevin Anderson missed Three Point Jumper.,43,43
6:26,71,Donte Thomas Defensive Rebound.,43,43
6:05,71,Luuk van Bree made Three Point Jumper. Assisted by Dwayne Lautier-Ogunleye.,43,46
5:34,71,Foul on Darrell Brown.,43,46
5:34,48,Anthony Mosley made Free Throw.,44,46
5:34,48,Anthony Mosley made Free Throw.,45,46
5:13,71,Luuk van Bree made Jumper.,45,48
4:54,71,Foul on Nate Kennell.,45,48
4:54,48,Kevin Anderson made Free Throw.,46,48
4:54,48,Kevin Anderson made Free Throw.,47,48
4:36,71,Luuk van Bree missed Layup.,47,48
4:36,48,Eric Carter Defensive Rebound.,47,48
4:33,71,Foul on Luuk van Bree.,47,48
4:33,48,Eric Carter missed Free Throw.,47,48
4:33,71,Donte Thomas Defensive Rebound.,47,48
4:15,71,Nate Kennell made Three Point Jumper. Assisted by Dwayne Lautier-Ogunleye.,47,51
3:42,48,Kevin Anderson missed Layup.,47,51
3:42,48,Anthony Mosley Offensive Rebound.,47,51
3:40,48,Anthony Mosley missed Jumper.,47,51
3:40,48,Eric Carter Offensive Rebound.,47,51
3:38,48,Eric Carter missed Jumper.,47,51
3:38,71,Dwayne Lautier-Ogunleye Defensive Rebound.,47,51
3:38,48,Foul on Kevin Anderson.,47,51
3:38,71,Official TV Timeout,47,51
3:38,71,Dwayne Lautier-Ogunleye missed Free Throw.,47,51
3:38,48,Darian Bryant Defensive Rebound.,47,51
3:28,48,Ryan Daly missed Three Point Jumper.,47,51
3:28,71,Donte Thomas Defensive Rebound.,47,51
3:06,71,Donte Thomas made Layup. Assisted by Darrell Brown.,47,53
2:46,48,Darian Bryant Turnover.,47,53
2:46,71,Luuk van Bree Steal.,47,53
2:46,48,Foul on Eric Carter.,47,53
2:46,71,Luuk van Bree made Free Throw.,47,54
2:46,71,Luuk van Bree made Free Throw.,47,55
2:31,48,Eric Carter made Layup. Assisted by Anthony Mosley.,49,55
2:14,71,Darrell Brown missed Jumper.,49,55
2:14,71,Darrell Brown Offensive Rebound.,49,55
2:10,71,Nate Kennell missed Three Point Jumper.,49,55
2:10,48,Eric Carter Defensive Rebound.,49,55
1:56,48,Darian Bryant Turnover.,49,55
1:56,71,Bradley  Timeout,49,55
1:30,71,Donte Thomas missed Jumper.,49,55
1:30,48,Ryan Daly Defensive Rebound.,49,55
1:19,48,Ryan Daly Turnover.,49,55
1:18,71,Donte Thomas Steal.,49,55
0:55,48,Foul on Kevin Anderson.,49,55
0:55,71,Darrell Brown made Free Throw.,49,56
0:55,71,Darrell Brown missed Free Throw.,49,56
0:55,48,Jacob Cushing Defensive Rebound.,49,56
0:44,71,Foul on Nate Kennell.,49,56
0:44,48,Ryan Daly missed Free Throw.,49,56
0:44,48,Delaware Deadball Team Rebound.,49,56
0:44,48,Ryan Daly made Free Throw.,50,56
0:43,48,Foul on Anthony Mosley.,50,56
0:43,71,Nate Kennell missed Free Throw.,50,56
0:43,71,Bradley Deadball Team Rebound.,50,56
0:43,71,Nate Kennell made Free Throw.,50,57
0:30,48,Chyree Walker missed Jumper.,50,57
0:30,71,Donte Thomas Block.,50,57
0:30,48,Delaware Offensive Rebound.,50,57
0:26,48,Kevin Anderson missed Three Point Jumper.,50,57
0:26,71,Darrell Brown Defensive Rebound.,50,57
0:22,48,Foul on Ryan Daly.,50,57
0:22,71,Darrell Brown made Free Throw.,50,58
0:22,71,Darrell Brown missed Free Throw.,50,58
0:22,71,Dwayne Lautier-Ogunleye Offensive Rebound.,50,58
0:19,48,Foul on Ryan Daly.,50,58
0:19,71,Dwayne Lautier-Ogunleye made Free Throw.,50,59
0:19,71,Dwayne Lautier-Ogunleye made Free Throw.,50,60
0:15,48,Anthony Mosley made Layup. Assisted by Ryan Daly.,52,60
0:15,71,Foul on Donte Thomas.,52,60
0:15,48,Anthony Mosley made Free Throw.,53,60
0:10,48,Foul on Ryan Daly.,53,60
0:10,71,Darrell Brown missed Free Throw.,53,60
0:10,71,Bradley Deadball Team Rebound.,53,60
0:10,71,Darrell Brown made Free Throw.,53,61
0:04,71,Foul on JoJo McGlaston.,53,61
0:04,48,Anthony Mosley missed Free Throw.,53,61
0:04,48,Delaware Deadball Team Rebound.,53,61
0:04,48,Anthony Mosley missed Free Throw.,53,61
0:04,71,Luuk van Bree Defensive Rebound.,53,61
0:00,71,End of Game,53,61
