Stony Brook,41,Connecticut,2619
1:59,2619,Tyrell Sturdivant Defensive Rebound.,26,23
1:50,2619,UC Iroegbu missed Jumper.,26,23
1:50,41,Eric Cobb Defensive Rebound.,26,23
1:40,41,Connecticut  Timeout,26,23
1:33,41,Antwoine Anderson made Layup.,26,25
1:26,41,Foul on Antwoine Anderson.,26,25
1:26,2619,Jordan McKenzie made Free Throw.,27,25
1:26,2619,Jordan McKenzie made Free Throw.,28,25
1:13,41,Antwoine Anderson Turnover.,28,25
1:12,2619,UC Iroegbu Steal.,28,25
0:53,2619,Akwasi Yeboah missed Three Point Jumper.,28,25
0:53,2619,Junior Saintel Offensive Rebound.,28,25
0:42,2619,Akwasi Yeboah made Layup.,30,25
0:42,41,Foul on Eric Cobb.,30,25
0:42,2619,Akwasi Yeboah made Free Throw.,31,25
0:28,41,Jalen Adams missed Layup.,31,25
0:28,2619,UC Iroegbu Defensive Rebound.,31,25
0:22,2619,Stony Brook  Timeout,31,25
0:01,2619,Bryan Sekunda missed Three Point Jumper.,31,25
0:01,41,Eric Cobb Defensive Rebound.,31,25
0:00,41,End of 1st half,31,25
19:53,2619,Jordan McKenzie Turnover.,31,25
19:43,2619,Foul on Tyrell Sturdivant.,31,25
19:43,41,Eric Cobb missed Free Throw.,31,25
19:43,41,Connecticut Deadball Team Rebound.,31,25
19:43,41,Eric Cobb made Free Throw.,31,26
19:18,2619,UC Iroegbu made Three Point Jumper.,34,26
18:58,41,Jalen Adams made Jumper.,34,28
18:36,2619,Tyrell Sturdivant Turnover.,34,28
18:35,41,Eric Cobb Steal.,34,28
18:33,41,Terry Larrier made Dunk. Assisted by Alterique Gilbert.,34,30
18:16,2619,UC Iroegbu Turnover.,34,30
18:16,41,Alterique Gilbert Steal.,34,30
18:16,2619,Foul on UC Iroegbu.,34,30
18:04,41,Foul on Terry Larrier.,34,30
18:04,41,Terry Larrier Turnover.,34,30
17:43,2619,Junior Saintel Turnover.,34,30
17:42,41,Jalen Adams Steal.,34,30
17:40,2619,Foul on Jordan McKenzie.,34,30
17:40,41,Jalen Adams made Free Throw.,34,31
17:40,41,Jalen Adams made Free Throw.,34,32
17:22,2619,Jordan McKenzie made Jumper.,36,32
16:59,41,Jalen Adams made Jumper. Assisted by Christian Vital.,36,34
16:46,2619,Stony Brook  Timeout,36,34
16:35,41,Foul on David Onuorah.,36,34
16:30,2619,Jordan McKenzie missed Three Point Jumper.,36,34
16:30,41,Terry Larrier Defensive Rebound.,36,34
16:07,41,Terry Larrier Turnover.,36,34
16:05,41,Foul on Christian Vital.,36,34
16:03,2619,UC Iroegbu missed Three Point Jumper.,36,34
16:02,41,David Onuorah Defensive Rebound.,36,34
16:00,41,Christian Vital Turnover.,36,34
15:55,2619,Tyrell Sturdivant missed Layup.,36,34
15:54,2619,UC Iroegbu Offensive Rebound.,36,34
15:51,2619,UC Iroegbu Turnover.,36,34
15:51,41,Official TV Timeout,36,34
15:38,41,David Onuorah Turnover.,36,34
15:32,41,Official TV Timeout,36,34
15:20,2619,Akwasi Yeboah made Layup.,38,34
15:03,41,Jalen Adams missed Three Point Jumper.,38,34
15:03,2619,UC Iroegbu Defensive Rebound.,38,34
14:46,2619,Tyrell Sturdivant missed Three Point Jumper.,38,34
14:46,41,David Onuorah Defensive Rebound.,38,34
14:36,41,Alterique Gilbert made Layup.,38,36
14:36,2619,Foul on Tyrell Sturdivant.,38,36
14:36,41,Alterique Gilbert missed Free Throw.,38,36
14:36,2619,Bryan Sekunda Defensive Rebound.,38,36
14:19,2619,Akwasi Yeboah missed Jumper.,38,36
14:19,41,Isaiah Whaley Block.,38,36
14:18,2619,Akwasi Yeboah Offensive Rebound.,38,36
14:06,2619,Elijah Olaniyi made Three Point Jumper. Assisted by Jordan McKenzie.,41,36
13:51,41,Alterique Gilbert missed Layup.,41,36
13:51,2619,Elijah Olaniyi Defensive Rebound.,41,36
13:34,2619,Akwasi Yeboah Turnover.,41,36
13:33,41,Antwoine Anderson Steal.,41,36
13:31,41,Antwoine Anderson missed Layup.,41,36
13:31,41,Connecticut Offensive Rebound.,41,36
13:05,41,Connecticut  Turnover.,41,36
12:44,41,Foul on David Onuorah.,41,36
12:44,2619,Elijah Olaniyi missed Free Throw.,41,36
12:44,2619,Stony Brook Deadball Team Rebound.,41,36
12:44,2619,Elijah Olaniyi made Free Throw.,42,36
12:31,41,Antwoine Anderson made Dunk.,42,38
12:17,2619,Jakub Petras made Jumper.,44,38
11:59,41,Jalen Adams made Layup.,44,40
11:45,2619,Michael Almonacy made Three Point Jumper.,47,40
11:25,41,Terry Larrier made Three Point Jumper. Assisted by Jalen Adams.,47,43
10:51,41,Official TV Timeout,47,43
10:47,2619,Jakub Petras made Jumper. Assisted by Michael Almonacy.,49,43
10:31,41,Jalen Adams missed Three Point Jumper.,49,43
10:31,41,Jalen Adams Offensive Rebound.,49,43
10:14,41,Christian Vital missed Three Point Jumper.,49,43
10:14,2619,Michael Almonacy Defensive Rebound.,49,43
9:57,2619,Foul on Jakub Petras.,49,43
9:57,2619,Jakub Petras Turnover.,49,43
9:39,41,Terry Larrier made Three Point Jumper. Assisted by Alterique Gilbert.,49,46
9:18,2619,Akwasi Yeboah made Three Point Jumper. Assisted by Michael Almonacy.,52,46
9:03,2619,Foul on Jakub Petras.,52,46
9:03,41,Alterique Gilbert made Free Throw.,52,47
9:03,41,Alterique Gilbert made Free Throw.,52,48
8:45,2619,Akwasi Yeboah missed Three Point Jumper.,52,48
8:45,41,Jalen Adams Defensive Rebound.,52,48
8:39,41,Jalen Adams made Layup.,52,50
8:29,2619,Foul on Michael Almonacy.,52,50
8:29,2619,Michael Almonacy Turnover.,52,50
8:13,41,Terry Larrier Turnover.,52,50
7:57,41,Foul on Antwoine Anderson.,52,50
7:57,41,Official TV Timeout,52,50
7:57,2619,Junior Saintel missed Free Throw.,52,50
7:57,2619,Stony Brook Deadball Team Rebound.,52,50
7:57,2619,Junior Saintel made Free Throw.,53,50
7:42,2619,Foul on Jordan McKenzie.,53,50
7:42,41,Alterique Gilbert made Free Throw.,53,51
7:42,41,Alterique Gilbert missed Free Throw.,53,51
7:42,2619,Bryan Sekunda Defensive Rebound.,53,51
7:29,41,Foul on Alterique Gilbert.,53,51
7:26,41,Foul on David Onuorah.,53,51
7:26,2619,Tyrell Sturdivant missed Free Throw.,53,51
7:26,2619,Stony Brook Deadball Team Rebound.,53,51
7:26,2619,Tyrell Sturdivant made Free Throw.,54,51
7:04,41,Foul on Terry Larrier.,54,51
7:04,41,Terry Larrier Turnover.,54,51
6:54,2619,Jordan McKenzie made Layup.,56,51
6:33,2619,Foul on Tyrell Sturdivant.,56,51
6:33,41,Antwoine Anderson made Free Throw.,56,52
6:33,41,Antwoine Anderson made Free Throw.,56,53
6:14,2619,Tyrell Sturdivant made Three Point Jumper. Assisted by Akwasi Yeboah.,59,53
5:59,41,Jalen Adams Turnover.,59,53
5:57,2619,Tyrell Sturdivant Steal.,59,53
5:37,2619,Tyrell Sturdivant made Three Point Jumper. Assisted by Jordan McKenzie.,62,53
5:32,41,Connecticut  Timeout,62,53
5:17,41,Tyler Polley made Three Point Jumper. Assisted by Jalen Adams.,62,56
4:52,2619,Jordan McKenzie missed Three Point Jumper.,62,56
4:52,41,Jalen Adams Defensive Rebound.,62,56
4:45,41,Jalen Adams made Layup.,62,58
4:45,2619,Foul on Tyrell Sturdivant.,62,58
4:45,41,Jalen Adams made Free Throw.,62,59
4:24,2619,Tyrell Sturdivant missed Three Point Jumper.,62,59
4:24,2619,Junior Saintel Offensive Rebound.,62,59
4:20,2619,Junior Saintel missed Layup.,62,59
4:20,41,Antwoine Anderson Defensive Rebound.,62,59
4:04,41,Jalen Adams missed Jumper.,62,59
4:04,41,David Onuorah Offensive Rebound.,62,59
3:59,41,Antwoine Anderson Turnover.,62,59
3:59,41,Official TV Timeout,62,59
3:44,2619,Jordan McKenzie missed Layup.,62,59
3:44,41,David Onuorah Block.,62,59
3:44,2619,Stony Brook Offensive Rebound.,62,59
3:34,2619,Jordan McKenzie missed Three Point Jumper.,62,59
3:34,41,Jalen Adams Defensive Rebound.,62,59
3:18,41,Jalen Adams made Layup.,62,61
2:50,2619,Tyrell Sturdivant missed Layup.,62,61
2:50,41,Alterique Gilbert Defensive Rebound.,62,61
2:32,41,Jalen Adams made Layup.,62,63
2:19,2619,Stony Brook  Timeout,62,63
2:09,2619,Jordan McKenzie Turnover.,62,63
2:08,41,Isaiah Whaley Steal.,62,63
2:06,41,Isaiah Whaley Turnover.,62,63
2:04,2619,UC Iroegbu Steal.,62,63
2:02,2619,Tyrell Sturdivant Turnover.,62,63
1:50,41,Jalen Adams made Jumper.,62,65
1:28,2619,Elijah Olaniyi missed Three Point Jumper.,62,65
1:28,2619,Stony Brook Offensive Rebound.,62,65
1:28,41,Foul on David Onuorah.,62,65
1:28,2619,Tyrell Sturdivant missed Free Throw.,62,65
1:28,41,Jalen Adams Defensive Rebound.,62,65
1:04,41,Antwoine Anderson made Jumper.,62,67
0:38,2619,Tyrell Sturdivant missed Three Point Jumper.,62,67
0:38,41,Terry Larrier Defensive Rebound.,62,67
0:35,2619,Foul on Bryan Sekunda.,62,67
0:35,41,Terry Larrier made Free Throw.,62,68
0:35,41,Terry Larrier made Free Throw.,62,69
0:24,2619,Elijah Olaniyi Turnover.,62,69
0:24,41,Tyler Polley Steal.,62,69
0:21,2619,Foul on Tyrell Sturdivant.,62,69
0:21,41,Tyler Polley missed Free Throw.,62,69
0:21,41,Connecticut Deadball Team Rebound.,62,69
0:21,41,Tyler Polley made Free Throw.,62,70
0:15,2619,Jordan McKenzie made Jumper.,64,70
0:15,2619,Stony Brook  Timeout,64,70
0:12,2619,Foul on Jordan McKenzie.,64,70
0:12,41,Alterique Gilbert made Free Throw.,64,71
0:12,41,Alterique Gilbert made Free Throw.,64,72
0:05,2619,Jordan McKenzie missed Three Point Jumper.,64,72
0:05,2619,Stony Brook Offensive Rebound.,64,72
0:00,2619,Elijah Olaniyi missed Three Point Jumper.,64,72
0:00,2619,Stony Brook Deadball Team Rebound.,64,72
0:00,41,End of Game,64,72
