Coppin State,324,Coastal Carolina,2154
11:16,324,Demario Beck made Three Point Jumper. Assisted by Jaylen Shaw.,11,26
10:59,2154,Terry Harris Jr. missed Three Point Jumper.,11,26
10:59,324,Amidou Bamba Defensive Rebound.,11,26
10:40,324,Amidou Bamba made Dunk. Assisted by Jaylen Shaw.,11,28
10:40,2154,Dejuan Clayton missed Layup.,11,28
10:40,324,Amidou Bamba Defensive Rebound.,11,28
10:40,324,Jaylan Robertson made Layup. Assisted by Jaylen Shaw.,11,30
10:40,2154,Terry Harris Jr. made Layup.,13,30
9:55,324,Amidou Bamba missed Jumper.,13,30
9:55,2154,Terry Harris Jr. Defensive Rebound.,13,30
9:41,2154,Terry Harris Jr. Turnover.,13,30
9:40,324,Jaylan Robertson Steal.,13,30
9:39,2154,Foul on Dejuan Clayton.,13,30
9:35,2154,Foul on Keith Shivers.,13,30
9:35,324,Elijah Wilson missed Free Throw.,13,30
9:35,2154,Terry Harris Jr. Defensive Rebound.,13,30
9:18,2154,Terry Harris Jr. missed Three Point Jumper.,13,30
9:18,324,Colton Ray-St Cyr Defensive Rebound.,13,30
9:12,324,Elijah Wilson missed Three Point Jumper.,13,30
9:12,2154,Joshua Treadwell Defensive Rebound.,13,30
9:04,2154,Foul on Joseph Gripper.,13,30
9:04,2154,Joseph Gripper Turnover.,13,30
8:49,324,Jaylen Shaw made Layup.,13,32
8:49,2154,Foul on Blake Simpson.,13,32
8:49,324,Jaylen Shaw made Free Throw.,13,33
8:35,2154,Terry Harris Jr. missed Jumper.,13,33
8:35,324,Joseph Williams-Powell Defensive Rebound.,13,33
8:33,2154,Foul on Keith Shivers.,13,33
8:33,324,Joseph Williams-Powell made Free Throw.,13,34
8:33,324,Joseph Williams-Powell made Free Throw.,13,35
8:23,2154,Terry Harris Jr. missed Jumper.,13,35
8:23,324,Colton Ray-St Cyr Defensive Rebound.,13,35
8:17,324,Joseph Williams-Powell missed Layup.,13,35
8:17,324,Elijah Wilson Offensive Rebound.,13,35
8:17,2154,Foul on Terry Harris Jr..,13,35
8:17,324,Elijah Wilson made Free Throw.,13,36
8:17,324,Elijah Wilson made Free Throw.,13,37
7:57,2154,Terry Harris Jr. missed Jumper.,13,37
7:57,2154,Keith Shivers Offensive Rebound.,13,37
7:54,2154,Keith Shivers missed Layup.,13,37
7:54,324,Amidou Bamba Defensive Rebound.,13,37
7:43,324,Colton Ray-St Cyr made Jumper.,13,39
7:22,324,Foul on Amidou Bamba.,13,39
7:22,324,Official TV Timeout,13,39
7:22,2154,Joshua Treadwell made Free Throw.,14,39
7:22,2154,Joshua Treadwell missed Free Throw.,14,39
7:22,324,Elijah Wilson Defensive Rebound.,14,39
6:59,324,Elijah Wilson missed Three Point Jumper.,14,39
6:59,2154,Tre' Thomas Defensive Rebound.,14,39
6:39,2154,Joshua Treadwell made Three Point Jumper.,17,39
6:21,324,Colton Ray-St Cyr missed Three Point Jumper.,17,39
6:21,324,Amidou Bamba Offensive Rebound.,17,39
6:17,324,Amidou Bamba made Layup.,17,41
5:52,324,Foul on Colton Ray-St Cyr.,17,41
5:52,2154,Joshua Treadwell missed Free Throw.,17,41
5:52,2154,Coppin St Deadball Team Rebound.,17,41
5:52,2154,Joshua Treadwell made Free Throw.,18,41
5:34,324,Kevin Holmes Jr. Turnover.,18,41
5:24,324,Foul on Joseph Williams-Powell.,18,41
5:21,2154,Terry Harris Jr. missed Jumper.,18,41
5:21,324,Jaylan Robertson Defensive Rebound.,18,41
5:15,324,Jaylan Robertson Turnover.,18,41
5:03,2154,Tre' Thomas made Three Point Jumper. Assisted by Izais Hicks.,21,41
4:44,324,Demario Beck Turnover.,21,41
4:44,2154,Joshua Treadwell Steal.,21,41
4:37,2154,Tre' Thomas missed Three Point Jumper.,21,41
4:37,324,Coastal Carolina Deadball Team Rebound.,21,41
4:11,324,Demario Beck missed Layup.,21,41
4:11,324,Demario Beck Offensive Rebound.,21,41
4:11,324,Demario Beck made Layup.,21,43
4:11,2154,Foul on Terry Harris Jr..,21,43
4:11,324,Demario Beck made Free Throw.,21,44
3:54,2154,Lucian Brownlee made Three Point Jumper. Assisted by Tre' Thomas.,24,44
3:35,324,Kevin Holmes Jr. missed Three Point Jumper.,24,44
3:35,324,Official TV Timeout,24,44
3:35,324,Coastal Carolina Offensive Rebound.,24,44
3:22,324,Elijah Wilson missed Three Point Jumper.,24,44
3:22,2154,Tre' Thomas Defensive Rebound.,24,44
3:22,2154,Joshua Treadwell missed Jumper.,24,44
3:22,324,Amidou Bamba Defensive Rebound.,24,44
2:42,324,Demario Beck made Three Point Jumper. Assisted by Amidou Bamba.,24,47
2:20,2154,Joshua Treadwell made Jumper.,26,47
1:56,324,Colton Ray-St Cyr missed Three Point Jumper.,26,47
1:56,324,Amidou Bamba Offensive Rebound.,26,47
1:53,324,Amidou Bamba made Layup.,26,49
1:37,2154,Tre' Thomas missed Three Point Jumper.,26,49
1:37,2154,Joshua Treadwell Offensive Rebound.,26,49
1:32,2154,Joshua Treadwell missed Layup.,26,49
1:32,324,Amidou Bamba Block.,26,49
1:28,2154,Juwan Davenport Offensive Rebound.,26,49
1:22,2154,Juwan Davenport made Layup.,28,49
1:01,324,Demario Beck missed Three Point Jumper.,28,49
1:01,2154,Izais Hicks Defensive Rebound.,28,49
0:52,324,Foul on Amidou Bamba.,28,49
0:52,2154,Tre' Thomas made Free Throw.,29,49
0:52,2154,Tre' Thomas missed Free Throw.,29,49
0:52,2154,Izais Hicks Offensive Rebound.,29,49
0:47,2154,Izais Hicks missed Layup.,29,49
0:47,324,Amidou Bamba Block.,29,49
0:46,324,Amidou Bamba Defensive Rebound.,29,49
0:41,324,Elijah Wilson missed Three Point Jumper.,29,49
0:41,324,Colton Ray-St Cyr Offensive Rebound.,29,49
0:32,324,Coastal Carolina  Timeout,29,49
0:22,324,Jaylen Shaw missed Jumper.,29,49
0:22,2154,Izais Hicks Defensive Rebound.,29,49
0:18,324,Foul on Colton Ray-St Cyr.,29,49
0:18,2154,Izais Hicks missed Free Throw.,29,49
0:18,324,Amidou Bamba Defensive Rebound.,29,49
0:04,324,Jaylen Shaw missed Three Point Jumper.,29,49
0:04,324,Amidou Bamba Offensive Rebound.,29,49
0:00,324,Amidou Bamba missed Jumper.,29,49
0:00,324,Elijah Wilson Offensive Rebound.,29,49
0:00,324,End of 1st half,29,49
19:51,324,Foul on Joseph Williams-Powell.,29,49
19:51,324,Foul on Josh Coleman.,29,49
19:48,2154,Joshua Treadwell missed Three Point Jumper.,29,49
19:48,324,Elijah Wilson Defensive Rebound.,29,49
19:38,324,Jaylen Shaw Turnover.,29,49
19:09,2154,Terry Harris Jr. missed Jumper.,29,49
19:09,324,Josh Coleman Defensive Rebound.,29,49
19:09,2154,Foul on Blake Simpson.,29,49
18:54,324,Elijah Wilson missed Three Point Jumper.,29,49
18:54,2154,Blake Simpson Defensive Rebound.,29,49
18:27,2154,Terry Harris Jr. missed Layup.,29,49
18:27,2154,Blake Simpson Offensive Rebound.,29,49
18:24,2154,Blake Simpson missed Jumper.,29,49
18:24,2154,Keith Shivers Offensive Rebound.,29,49
18:19,2154,Keith Shivers missed Jumper.,29,49
18:19,324,Joseph Williams-Powell Defensive Rebound.,29,49
18:16,324,Joseph Williams-Powell Turnover.,29,49
18:16,2154,Terry Harris Jr. Steal.,29,49
18:07,2154,Terry Harris Jr. missed Jumper.,29,49
18:07,324,Colton Ray-St Cyr Defensive Rebound.,29,49
17:52,324,Josh Coleman missed Layup.,29,49
17:52,324,Jaylen Shaw Offensive Rebound.,29,49
17:44,2154,Foul on Joshua Treadwell.,29,49
17:44,324,Joseph Williams-Powell made Free Throw.,29,50
17:44,324,Joseph Williams-Powell made Free Throw.,29,51
17:38,324,Foul on Colton Ray-St Cyr.,29,51
17:38,2154,Joseph Gripper missed Free Throw.,29,51
17:38,2154,Coppin St Deadball Team Rebound.,29,51
17:38,2154,Joseph Gripper missed Free Throw.,29,51
17:38,324,Joseph Williams-Powell Defensive Rebound.,29,51
17:30,2154,Foul on Joseph Gripper.,29,51
17:12,324,Joseph Williams-Powell made Jumper.,29,53
17:04,2154,Keith Shivers missed Layup.,29,53
17:04,2154,Blake Simpson Offensive Rebound.,29,53
16:46,2154,Joshua Treadwell Turnover.,29,53
16:44,324,Demario Beck Steal.,29,53
16:37,324,Demario Beck made Three Point Jumper. Assisted by Artur Labinowicz.,29,56
16:23,2154,Joshua Treadwell missed Jumper.,29,56
16:23,2154,Blake Simpson Offensive Rebound.,29,56
16:20,324,Foul on Demario Beck.,29,56
16:20,2154,Blake Simpson missed Free Throw.,29,56
16:20,2154,Coppin St Deadball Team Rebound.,29,56
16:20,2154,Blake Simpson made Free Throw.,30,56
16:03,324,Joseph Williams-Powell made Jumper. Assisted by Demario Beck.,30,58
15:45,2154,Terry Harris Jr. missed Three Point Jumper.,30,58
15:45,324,Jaylen Shaw Defensive Rebound.,30,58
15:37,324,Jaylen Shaw made Layup.,30,60
15:37,2154,Foul on Terry Harris Jr..,30,60
15:37,324,Official TV Timeout,30,60
15:37,324,Jaylen Shaw made Free Throw.,30,61
15:18,2154,Tre' Thomas made Three Point Jumper. Assisted by Blake Simpson.,33,61
15:04,324,Artur Labinowicz made Three Point Jumper. Assisted by Demario Beck.,33,64
14:35,2154,Lucian Brownlee made Three Point Jumper.,36,64
14:26,324,Elijah Wilson made Three Point Jumper.,36,67
14:17,2154,Lucian Brownlee missed Three Point Jumper.,36,67
14:17,2154,Juwan Davenport Offensive Rebound.,36,67
14:11,2154,Juwan Davenport Turnover.,36,67
14:10,324,Jaylan Robertson Steal.,36,67
14:09,324,Jaylan Robertson missed Layup.,36,67
14:09,2154,Juwan Davenport Defensive Rebound.,36,67
14:01,2154,Tre' Thomas missed Layup.,36,67
14:01,324,Demario Beck Block.,36,67
13:58,324,Demario Beck Defensive Rebound.,36,67
13:46,324,Artur Labinowicz made Three Point Jumper. Assisted by Elijah Wilson.,36,70
13:23,2154,Lucian Brownlee missed Three Point Jumper.,36,70
13:23,324,Demario Beck Defensive Rebound.,36,70
13:18,324,Elijah Wilson Turnover.,36,70
13:07,2154,Dejuan Clayton missed Layup.,36,70
13:07,324,Demario Beck Defensive Rebound.,36,70
13:02,324,Jaylan Robertson made Layup.,36,72
13:02,2154,Foul on Izais Hicks.,36,72
13:02,324,Jaylan Robertson made Free Throw.,36,73
12:40,2154,Tre' Thomas missed Three Point Jumper.,36,73
12:40,2154,Izais Hicks Offensive Rebound.,36,73
12:27,2154,Lucian Brownlee Turnover.,36,73
12:26,324,Jaylan Robertson Steal.,36,73
12:23,324,Jaylan Robertson Turnover.,36,73
12:21,2154,Lucian Brownlee Steal.,36,73
12:11,2154,Tre' Thomas missed Three Point Jumper.,36,73
12:11,324,Artur Labinowicz Defensive Rebound.,36,73
11:36,324,Jaylan Robertson made Three Point Jumper. Assisted by Jaylen Shaw.,36,76
11:30,2154,Dejuan Clayton made Three Point Jumper.,39,76
11:06,324,Jaylen Shaw Turnover.,39,76
11:05,2154,Lucian Brownlee Steal.,39,76
10:59,2154,Dejuan Clayton missed Layup.,39,76
10:59,2154,Izais Hicks Offensive Rebound.,39,76
10:53,2154,Juwan Davenport missed Three Point Jumper.,39,76
10:53,324,Artur Labinowicz Defensive Rebound.,39,76
10:30,324,Jaylen Shaw made Three Point Jumper. Assisted by Artur Labinowicz.,39,79
10:11,2154,Tre' Thomas made Three Point Jumper. Assisted by Dejuan Clayton.,42,79
9:45,324,Amidou Bamba made Dunk. Assisted by Jaylen Shaw.,42,81
9:29,2154,Lucian Brownlee missed Jumper.,42,81
9:29,324,Amidou Bamba Block.,42,81
9:26,324,Jaylan Robertson Defensive Rebound.,42,81
9:23,324,Jaylan Robertson Turnover.,42,81
9:23,324,Official TV Timeout,42,81
9:09,2154,Mufaro Murinda missed Three Point Jumper.,42,81
9:09,2154,Rasool Hinson Offensive Rebound.,42,81
9:07,324,Foul on Amidou Bamba.,42,81
9:07,2154,Rasool Hinson made Free Throw.,43,81
9:07,2154,Rasool Hinson missed Free Throw.,43,81
9:07,324,Amidou Bamba Defensive Rebound.,43,81
8:48,2154,Foul on Joseph Gripper.,43,81
8:48,324,Amidou Bamba made Free Throw.,43,82
8:48,324,Amidou Bamba missed Free Throw.,43,82
8:48,2154,Izais Hicks Defensive Rebound.,43,82
8:47,324,Foul on Michel Enanga.,43,82
8:47,2154,Mufaro Murinda missed Free Throw.,43,82
8:47,324,Amidou Bamba Defensive Rebound.,43,82
8:34,324,Artur Labinowicz missed Three Point Jumper.,43,82
8:34,2154,Coppin St Defensive Rebound.,43,82
8:08,2154,Dejuan Clayton missed Three Point Jumper.,43,82
8:08,324,Amidou Bamba Defensive Rebound.,43,82
7:53,324,Amidou Bamba made Dunk. Assisted by Colton Ray-St Cyr.,43,84
7:53,2154,Foul on Izais Hicks.,43,84
7:53,324,Official TV Timeout,43,84
7:53,324,Amidou Bamba missed Free Throw.,43,84
7:53,2154,Izais Hicks Defensive Rebound.,43,84
7:33,2154,Dejuan Clayton missed Layup.,43,84
7:33,2154,Coppin St Offensive Rebound.,43,84
7:29,2154,Dejuan Clayton missed Three Point Jumper.,43,84
7:29,324,Colton Ray-St Cyr Defensive Rebound.,43,84
7:29,324,Colton Ray-St Cyr missed Three Point Jumper.,43,84
7:29,324,Amidou Bamba Offensive Rebound.,43,84
7:29,324,Artur Labinowicz missed Three Point Jumper.,43,84
7:29,2154,Coppin St Defensive Rebound.,43,84
6:30,2154,Izais Hicks made Jumper.,45,84
6:14,2154,Foul on Izais Hicks.,45,84
6:14,324,Joseph Williams-Powell made Free Throw.,45,85
6:14,324,Joseph Williams-Powell missed Free Throw.,45,85
6:14,324,Joseph Williams-Powell Offensive Rebound.,45,85
6:09,324,Josh Coleman missed Dunk.,45,85
6:09,2154,Izais Hicks Defensive Rebound.,45,85
6:07,324,Technical Foul on Josh Coleman.,45,85
6:07,2154,Tre' Thomas made Free Throw.,46,85
5:44,2154,Tre' Thomas made Jumper.,48,85
5:29,2154,Foul on Dejuan Clayton.,48,85
5:29,324,Colton Ray-St Cyr made Free Throw.,48,86
5:29,324,Colton Ray-St Cyr missed Free Throw.,48,86
5:29,2154,Dejuan Clayton Defensive Rebound.,48,86
5:08,2154,Tre' Thomas missed Three Point Jumper.,48,86
5:08,2154,Tre' Thomas Offensive Rebound.,48,86
5:01,324,Foul on Joseph Williams-Powell.,48,86
5:01,2154,Tre' Thomas missed Free Throw.,48,86
5:01,2154,Coppin St Deadball Team Rebound.,48,86
5:01,2154,Tre' Thomas made Free Throw.,49,86
4:47,324,Demario Beck missed Three Point Jumper.,49,86
4:47,2154,Coppin St Defensive Rebound.,49,86
4:26,2154,Tre' Thomas made Three Point Jumper.,52,86
3:59,324,Artur Labinowicz missed Jumper.,52,86
3:59,2154,Dejuan Clayton Defensive Rebound.,52,86
3:52,2154,Tre' Thomas missed Three Point Jumper.,52,86
3:52,324,Joseph Williams-Powell Defensive Rebound.,52,86
3:49,324,Joseph Williams-Powell Turnover.,52,86
3:49,2154,Izais Hicks Steal.,52,86
3:49,324,Official TV Timeout,52,86
3:23,2154,Tre' Thomas missed Three Point Jumper.,52,86
3:23,324,Artur Labinowicz Defensive Rebound.,52,86
3:18,324,Foul on Artur Labinowicz.,52,86
3:18,324,Artur Labinowicz Turnover.,52,86
2:59,2154,Mufaro Murinda missed Three Point Jumper.,52,86
2:59,324,Jaylan Robertson Defensive Rebound.,52,86
2:51,324,Jaylan Robertson missed Layup.,52,86
2:51,324,Joseph Williams-Powell Offensive Rebound.,52,86
2:48,324,Joseph Williams-Powell made Two Point Tip Shot.,52,88
2:38,324,Foul on Kevin Holmes Jr..,52,88
2:38,2154,Izais Hicks made Free Throw.,53,88
2:37,324,Michel Enanga Defensive Rebound.,53,88
2:08,324,Artur Labinowicz missed Three Point Jumper.,53,88
2:08,2154,Lucian Brownlee Defensive Rebound.,53,88
1:59,2154,Mufaro Murinda missed Three Point Jumper.,53,88
1:59,324,Coastal Carolina Defensive Rebound.,53,88
1:39,324,Michel Enanga missed Layup.,53,88
1:39,324,Demario Beck Offensive Rebound.,53,88
1:33,324,Demario Beck missed Layup.,53,88
1:33,2154,Tre' Thomas Defensive Rebound.,53,88
1:30,2154,Tre' Thomas missed Layup.,53,88
1:30,324,Josh Peterson Defensive Rebound.,53,88
1:22,324,Artur Labinowicz Turnover.,53,88
1:04,2154,Rasool Hinson made Three Point Jumper.,56,88
1:04,324,Foul on Michel Enanga.,56,88
1:04,2154,Rasool Hinson made Free Throw.,57,88
0:53,324,Kevin Holmes Jr. Turnover.,57,88
0:51,2154,Rasool Hinson Steal.,57,88
0:49,2154,Rasool Hinson missed Layup.,57,88
0:49,2154,Lucian Brownlee Offensive Rebound.,57,88
0:46,2154,Lucian Brownlee made Two Point Tip Shot.,59,88
0:37,324,Josh Peterson missed Layup.,59,88
0:37,324,Artur Labinowicz Offensive Rebound.,59,88
0:37,2154,Foul on Rasool Hinson.,59,88
0:37,324,Artur Labinowicz made Free Throw.,59,89
0:37,324,Kevin Holmes Jr. Turnover.,59,89
0:05,2154,Coppin St  Turnover.,59,89
0:00,324,End of Game,59,89
