Presentation College,Error,South Dakota,233
13:08,233,Trey Burch-Manning Turnover.,3,18
13:08,233,Foul on Trey Burch-Manning.,3,18
12:52,-1,Arroyo Edwards missed Jumper.,3,18
12:52,233,Logan Power Defensive Rebound.,3,18
12:43,233,Logan Power Turnover.,3,18
12:26,-1,Arroyo Edwards missed Three Point Jumper.,3,18
12:26,233,Logan Power Defensive Rebound.,3,18
12:05,233,Triston Simpson missed Three Point Jumper.,3,18
12:05,233,Logan Power Offensive Rebound.,3,18
12:01,233,Logan Power missed Jumper.,3,18
12:01,-1,Donnell Minton Defensive Rebound.,3,18
11:56,233,Foul on Tyler Peterson.,3,18
11:56,233,Official TV Timeout,3,18
11:44,-1,Elijah Valdez missed Three Point Jumper.,3,18
11:44,233,Brandon Armstrong Defensive Rebound.,3,18
11:35,233,Triston Simpson made Layup.,3,20
11:22,-1,Elijah Valdez made Three Point Jumper. Assisted by Christopher Pride.,6,20
11:03,233,Austin Sparks made Layup. Assisted by Logan Power.,6,22
10:51,-1,Christopher Pride missed Layup.,6,22
10:51,233,Logan Power Defensive Rebound.,6,22
10:43,-1,Foul on Arroyo Edwards.,6,22
10:42,233,Brandon Armstrong missed Three Point Jumper.,6,22
10:42,233,Logan Power Offensive Rebound.,6,22
10:37,233,Logan Power made Three Point Jumper.,6,25
10:07,-1,Christopher Pride missed Layup.,6,25
10:07,233,Dan Jech Block.,6,25
10:06,233,Logan Power Defensive Rebound.,6,25
10:01,233,Carlton Hurst Turnover.,6,25
9:45,-1,Bryan Jones made Layup.,8,25
9:19,233,Brandon Armstrong missed Three Point Jumper.,8,25
9:19,-1,Bryan Jones Defensive Rebound.,8,25
8:52,-1,Marcus Holman missed Jumper.,8,25
8:52,233,Dan Jech Defensive Rebound.,8,25
8:45,233,Joshua Doss made Layup. Assisted by Trey Dickerson.,8,27
8:45,-1,Foul on Quentin Canty.,8,27
8:45,233,Joshua Doss missed Free Throw.,8,27
8:45,-1,Donnell Minton Defensive Rebound.,8,27
8:30,-1,Aaron Samuels missed Jumper.,8,27
8:30,233,South Dakota Defensive Rebound.,8,27
8:10,233,Matt Mooney made Jumper.,8,29
7:44,-1,Marcus Holman made Jumper.,10,29
7:28,233,Joshua Doss Turnover.,10,29
7:28,233,Official TV Timeout,10,29
7:16,-1,Marcus Holman missed Jumper.,10,29
7:16,-1,Aaron Samuels Offensive Rebound.,10,29
7:06,-1,Brad Branch made Three Point Jumper. Assisted by Aaron Samuels.,13,29
6:39,233,Trey Dickerson made Three Point Jumper. Assisted by Dan Jech.,13,32
6:19,-1,Aaron Samuels missed Jumper.,13,32
6:19,-1,Brad Branch Offensive Rebound.,13,32
6:08,-1,Brad Branch missed Three Point Jumper.,13,32
6:08,233,Dan Jech Defensive Rebound.,13,32
5:50,233,Dan Jech made Jumper.,13,34
5:50,-1,Foul on Marcus Holman.,13,34
5:50,233,Dan Jech missed Free Throw.,13,34
5:50,-1,Donnell Minton Defensive Rebound.,13,34
5:24,-1,Aaron Samuels missed Jumper.,13,34
5:24,233,Trey Burch-Manning Defensive Rebound.,13,34
5:17,233,Tyler Peterson missed Jumper.,13,34
5:17,-1,Donnell Minton Defensive Rebound.,13,34
5:15,233,Foul on Tyler Peterson.,13,34
4:55,233,Foul on Trey Dickerson.,13,34
4:50,-1,Brad Branch Turnover.,13,34
4:25,233,Trey Burch-Manning made Jumper.,13,36
4:06,-1,Aaron Samuels Turnover.,13,36
3:58,233,Trey Burch-Manning made Layup. Assisted by Triston Simpson.,13,38
3:58,-1,Foul on Bryan Jones.,13,38
3:58,233,Trey Burch-Manning made Free Throw.,13,39
3:33,233,Foul on Triston Simpson.,13,39
3:33,-1,Arroyo Edwards missed Free Throw.,13,39
3:33,-1,Presentation College Deadball Team Rebound.,13,39
3:33,-1,Arroyo Edwards made Free Throw.,14,39
3:23,233,Triston Simpson missed Jumper.,14,39
3:23,-1,Presentation College Defensive Rebound.,14,39
2:58,-1,Arroyo Edwards Turnover.,14,39
2:56,233,Trey Burch-Manning Steal.,14,39
2:46,-1,Foul on Arroyo Edwards.,14,39
2:46,233,Triston Simpson made Free Throw.,14,40
2:46,233,Triston Simpson made Free Throw.,14,41
2:30,-1,Elijah Valdez made Three Point Jumper. Assisted by Donnell Minton.,17,41
2:16,233,Carlton Hurst missed Three Point Jumper.,17,41
2:16,-1,Elijah Valdez Defensive Rebound.,17,41
2:10,-1,Elijah Valdez Turnover.,17,41
2:09,233,Trey Burch-Manning Steal.,17,41
2:06,233,Carlton Hurst missed Layup.,17,41
2:06,-1,Marcus Holman Defensive Rebound.,17,41
1:49,233,Foul on Brandon Armstrong.,17,41
1:49,-1,Elijah Valdez made Free Throw.,18,41
1:49,-1,Elijah Valdez made Free Throw.,19,41
1:41,233,Austin Sparks made Jumper. Assisted by Logan Power.,19,43
1:13,-1,Donnell Minton Turnover.,19,43
1:11,233,Austin Sparks Steal.,19,43
1:06,233,Tyler Peterson missed Three Point Jumper.,19,43
1:06,-1,Presentation College Deadball Team Rebound.,19,43
1:03,233,Foul on Austin Sparks.,19,43
1:03,-1,Donnell Minton made Free Throw.,20,43
1:03,-1,Donnell Minton made Free Throw.,21,43
0:52,-1,Foul on Brad Branch.,21,43
0:52,233,Triston Simpson missed Free Throw.,21,43
0:52,233,South Dakota Deadball Team Rebound.,21,43
0:52,233,Triston Simpson made Free Throw.,21,44
0:39,-1,Elijah Valdez missed Jumper.,21,44
0:39,-1,Aaron Samuels Offensive Rebound.,21,44
0:36,233,Foul on Brandon Armstrong.,21,44
0:36,-1,Aaron Samuels made Free Throw.,22,44
0:36,-1,Aaron Samuels made Free Throw.,23,44
0:16,233,Brandon Armstrong made Three Point Jumper. Assisted by Triston Simpson.,23,47
0:00,-1,Aaron Samuels missed Three Point Jumper.,23,47
0:00,233,South Dakota Defensive Rebound.,23,47
0:00,233,End of 1st half,23,47
19:39,233,Trey Burch-Manning Turnover.,23,47
19:37,-1,Bryan Jones Steal.,23,47
19:34,-1,Elijah Valdez missed Three Point Jumper.,23,47
19:34,233,South Dakota Defensive Rebound.,23,47
19:19,233,Dan Jech missed Jumper.,23,47
19:19,233,Carlton Hurst Offensive Rebound.,23,47
19:15,233,Matt Mooney missed Three Point Jumper.,23,47
19:15,233,South Dakota Deadball Team Rebound.,23,47
19:13,-1,Foul on Marcus Holman.,23,47
19:10,233,Matt Mooney made Layup.,23,49
18:59,233,Foul on Trey Burch-Manning.,23,49
18:51,-1,Elijah Valdez missed Three Point Jumper.,23,49
18:51,233,Matt Mooney Defensive Rebound.,23,49
18:45,233,Matt Mooney Turnover.,23,49
18:44,-1,Donnell Minton Turnover.,23,49
18:38,233,Matt Mooney missed Three Point Jumper.,23,49
18:38,-1,Aaron Samuels Defensive Rebound.,23,49
18:31,-1,Aaron Samuels made Layup.,25,49
18:13,-1,Foul on Bryan Jones.,25,49
18:08,233,Trey Burch-Manning missed Jumper.,25,49
18:08,233,Carlton Hurst Offensive Rebound.,25,49
17:56,233,Trey Dickerson missed Jumper.,25,49
17:56,233,South Dakota Deadball Team Rebound.,25,49
17:53,-1,Foul on Marcus Holman.,25,49
17:53,233,Matt Mooney made Layup. Assisted by Trey Dickerson.,25,51
17:27,-1,Donnell Minton missed Three Point Jumper.,25,51
17:27,-1,Bryan Jones Offensive Rebound.,25,51
17:23,-1,Elijah Valdez made Three Point Jumper. Assisted by Bryan Jones.,28,51
17:06,233,Dan Jech made Layup.,28,53
16:50,-1,Aaron Samuels missed Jumper.,28,53
16:50,233,Trey Dickerson Defensive Rebound.,28,53
16:42,233,Dan Jech made Dunk. Assisted by Trey Dickerson.,28,55
16:13,-1,Donnell Minton Turnover.,28,55
16:12,233,Trey Burch-Manning Steal.,28,55
16:08,233,Carlton Hurst made Dunk. Assisted by Trey Burch-Manning.,28,57
16:02,-1,Presentation College  Timeout,28,57
15:57,-1,Donnell Minton made Layup.,30,57
15:41,233,Austin Sparks missed Layup.,30,57
15:41,-1,Arroyo Edwards Defensive Rebound.,30,57
15:35,-1,Bryan Jones Turnover.,30,57
15:35,233,Matt Mooney Steal.,30,57
15:32,-1,Foul on Donnell Minton.,30,57
15:32,233,Official TV Timeout,30,57
15:21,233,Trey Burch-Manning Turnover.,30,57
15:07,-1,Arroyo Edwards missed Jumper.,30,57
15:07,233,Trey Burch-Manning Defensive Rebound.,30,57
15:01,233,Matt Mooney Turnover.,30,57
15:00,-1,Arroyo Edwards Steal.,30,57
14:46,-1,Lloyd Wheeler Turnover.,30,57
14:45,233,Matt Mooney Steal.,30,57
14:32,233,Trey Dickerson missed Jumper.,30,57
14:32,-1,Donnell Minton Defensive Rebound.,30,57
14:23,-1,Donnell Minton missed Layup.,30,57
14:23,-1,Donnell Minton Offensive Rebound.,30,57
14:19,-1,Donnell Minton missed Jumper.,30,57
14:19,233,Tyler Peterson Block.,30,57
14:19,-1,Donnell Minton Offensive Rebound.,30,57
14:16,233,Foul on Matt Mooney.,30,57
14:16,-1,Elijah Valdez made Free Throw.,31,57
14:16,-1,Elijah Valdez made Free Throw.,32,57
14:16,-1,Elijah Valdez missed Free Throw.,32,57
14:16,233,Tyler Peterson Defensive Rebound.,32,57
14:10,233,Triston Simpson made Jumper.,32,59
13:57,-1,Brad Branch missed Three Point Jumper.,32,59
13:57,-1,Presentation College Offensive Rebound.,32,59
13:37,-1,Marcus Gatlin missed Jumper.,32,59
13:37,233,Logan Power Defensive Rebound.,32,59
13:27,233,Dan Jech made Layup. Assisted by Tyler Peterson.,32,61
13:27,-1,Foul on Marcus Gatlin.,32,61
13:27,233,Dan Jech missed Free Throw.,32,61
13:27,-1,Arroyo Edwards Defensive Rebound.,32,61
13:16,-1,Arroyo Edwards Turnover.,32,61
13:16,-1,Foul on Arroyo Edwards.,32,61
13:05,233,Dan Jech Turnover.,32,61
13:05,233,Foul on Dan Jech.,32,61
12:55,-1,Arroyo Edwards missed Jumper.,32,61
12:55,233,Triston Simpson Defensive Rebound.,32,61
12:45,233,Tyler Peterson made Three Point Jumper. Assisted by Brandon Armstrong.,32,64
12:31,-1,Brad Branch missed Three Point Jumper.,32,64
12:31,233,Triston Simpson Defensive Rebound.,32,64
12:22,-1,Technical Foul on Brad Branch.,32,64
12:22,-1,Foul on Brad Branch.,32,64
12:22,233,Tyler Peterson missed Free Throw.,32,64
12:22,233,South Dakota Deadball Team Rebound.,32,64
12:22,233,Tyler Peterson made Free Throw.,32,65
12:15,233,Dan Jech missed Layup.,32,65
12:15,-1,Arroyo Edwards Block.,32,65
12:15,233,South Dakota Offensive Rebound.,32,65
12:15,233,Tyler Peterson missed Three Point Jumper.,32,65
12:15,233,Dan Jech Offensive Rebound.,32,65
12:11,233,Dan Jech made Layup.,32,67
12:00,-1,Arroyo Edwards missed Layup.,32,67
12:00,233,Dan Jech Block.,32,67
11:59,-1,Presentation College Offensive Rebound.,32,67
11:59,233,Official TV Timeout,32,67
11:55,-1,Arroyo Edwards made Jumper.,34,67
11:38,-1,Foul on Quentin Canty.,34,67
11:38,233,Dan Jech made Free Throw.,34,68
11:38,233,Dan Jech made Free Throw.,34,69
11:17,-1,Arroyo Edwards missed Jumper.,34,69
11:17,233,Triston Simpson Defensive Rebound.,34,69
11:08,233,Tyler Peterson missed Layup.,34,69
11:08,-1,Arroyo Edwards Defensive Rebound.,34,69
11:01,-1,Marcus Gatlin made Jumper.,36,69
10:53,233,Triston Simpson missed Jumper.,36,69
10:53,-1,Quentin Canty Defensive Rebound.,36,69
10:41,-1,Arroyo Edwards missed Three Point Jumper.,36,69
10:41,233,Tyler Peterson Defensive Rebound.,36,69
10:29,233,Brandon Armstrong missed Three Point Jumper.,36,69
10:29,-1,Presentation College Deadball Team Rebound.,36,69
10:27,233,Foul on Joshua Doss.,36,69
10:15,-1,Aaron Samuels made Jumper.,38,69
9:59,233,Brandon Armstrong made Jumper.,38,71
9:31,-1,Aaron Samuels made Jumper. Assisted by Marcus Holman.,40,71
9:14,233,Brandon Armstrong made Jumper.,40,73
8:53,-1,Marcus Gatlin missed Jumper.,40,73
8:53,233,Logan Power Defensive Rebound.,40,73
8:35,233,Logan Power missed Jumper.,40,73
8:35,233,Austin Sparks Offensive Rebound.,40,73
8:30,233,Austin Sparks made Two Point Tip Shot.,40,75
8:23,-1,Aaron Samuels made Jumper.,42,75
8:09,233,Trey Dickerson made Layup.,42,77
7:51,233,Foul on Trey Dickerson.,42,77
7:51,-1,Marcus Holman made Free Throw.,43,77
7:51,-1,Marcus Holman missed Free Throw.,43,77
7:51,-1,Marcus Holman Offensive Rebound.,43,77
7:48,233,Foul on Tyler Peterson.,43,77
7:37,233,Foul on Brandon Armstrong.,43,77
7:37,-1,Elijah Valdez missed Free Throw.,43,77
7:37,233,Tyler Peterson Defensive Rebound.,43,77
7:30,233,Brandon Armstrong made Three Point Jumper. Assisted by Tyler Peterson.,43,80
7:16,-1,Bryan Jones Turnover.,43,80
7:14,233,Logan Power Steal.,43,80
7:05,233,Austin Sparks missed Layup.,43,80
7:05,-1,Elijah Valdez Defensive Rebound.,43,80
6:58,-1,Donnell Minton missed Three Point Jumper.,43,80
6:58,233,Brandon Armstrong Defensive Rebound.,43,80
6:45,233,Brandon Armstrong missed Three Point Jumper.,43,80
6:45,-1,Lloyd Wheeler Defensive Rebound.,43,80
6:21,-1,Donnell Minton missed Jumper.,43,80
6:21,233,Austin Sparks Defensive Rebound.,43,80
6:00,233,Joshua Doss made Three Point Jumper. Assisted by Logan Power.,43,83
5:43,-1,Bryan Jones missed Layup.,43,83
5:43,233,Joshua Doss Block.,43,83
5:43,-1,Presentation College Offensive Rebound.,43,83
5:42,233,South Dakota  Timeout,43,83
5:41,-1,Brad Branch made Jumper. Assisted by Aaron Samuels.,45,83
5:21,-1,Foul on Quentin Canty.,45,83
5:21,233,Brandon Armstrong made Free Throw.,45,84
5:21,233,Brandon Armstrong made Free Throw.,45,85
4:57,-1,Marcus Gatlin Turnover.,45,85
4:56,233,Tyler Peterson Steal.,45,85
4:54,233,Tyler Peterson made Dunk.,45,87
4:34,233,Foul on Logan Power.,45,87
4:34,-1,Marcus Gatlin missed Free Throw.,45,87
4:34,233,Tyler Peterson Defensive Rebound.,45,87
4:28,233,Joshua Doss missed Layup.,45,87
4:28,233,Austin Sparks Offensive Rebound.,45,87
4:25,233,Austin Sparks missed Two Point Tip Shot.,45,87
4:25,233,Austin Sparks Offensive Rebound.,45,87
4:14,233,Tyler Peterson missed Three Point Jumper.,45,87
4:14,233,Austin Sparks Offensive Rebound.,45,87
4:11,233,Austin Sparks made Layup.,45,89
3:52,-1,Brad Branch missed Layup.,45,89
3:52,233,Logan Power Defensive Rebound.,45,89
3:41,233,Joshua Doss made Jumper.,45,91
3:41,-1,Foul on Marcus Holman.,45,91
3:41,233,Official TV Timeout,45,91
3:41,233,Joshua Doss made Free Throw.,45,92
3:26,-1,Quentin Canty made Layup.,47,92
3:09,233,Logan Power made Three Point Jumper. Assisted by Brandon Armstrong.,47,95
2:46,-1,Aaron Samuels made Jumper.,49,95
2:34,233,Brandon Armstrong missed Jumper.,49,95
2:34,-1,Marcus Gatlin Defensive Rebound.,49,95
2:32,233,Foul on Logan Power.,49,95
2:32,-1,Marcus Gatlin missed Free Throw.,49,95
2:32,233,Logan Power Defensive Rebound.,49,95
2:20,233,Joshua Doss missed Layup.,49,95
2:20,-1,Aaron Samuels Defensive Rebound.,49,95
2:14,233,Foul on Tyler Peterson.,49,95
2:14,-1,Aaron Samuels made Free Throw.,50,95
2:14,-1,Aaron Samuels made Free Throw.,51,95
1:58,233,Tyler Peterson missed Three Point Jumper.,51,95
1:58,-1,Arroyo Edwards Defensive Rebound.,51,95
1:54,233,Foul on Tyler Peterson.,51,95
1:54,-1,Arroyo Edwards missed Free Throw.,51,95
1:54,-1,Presentation College Deadball Team Rebound.,51,95
1:54,-1,Arroyo Edwards made Free Throw.,52,95
1:42,233,Austin Sparks Turnover.,52,95
1:42,233,Foul on Austin Sparks.,52,95
1:27,-1,Brad Branch made Layup.,54,95
1:16,233,Triston Simpson missed Three Point Jumper.,54,95
1:16,233,Logan Power Offensive Rebound.,54,95
1:11,233,Logan Power missed Layup.,54,95
1:11,233,Joshua Doss Offensive Rebound.,54,95
1:09,233,Joshua Doss made Two Point Tip Shot.,54,97
1:00,-1,Brad Branch made Three Point Jumper. Assisted by Quentin Canty.,57,97
0:51,233,Logan Power made Layup. Assisted by Triston Simpson.,57,99
0:18,-1,Arroyo Edwards missed Layup.,57,99
0:18,233,Austin Sparks Defensive Rebound.,57,99
0:14,233,Austin Sparks Turnover.,57,99
0:13,-1,Quentin Canty Steal.,57,99
0:10,-1,Aaron Samuels made Three Point Jumper.,60,99
0:00,233,End of Game,60,99
