Mississippi Valley State,2309,Kent State,2400
14:39,2309,Alonzo Walker missed Jumper.,10,14
14:39,2400,Terence Traylor Block.,10,14
14:36,2400,Rashaan Surles Defensive Rebound.,10,14
14:30,2400,Marcus Romain missed Jumper.,10,14
14:30,2309,Desmond Ridenour Defensive Rebound.,10,14
14:21,2309,Jaylin Walker made Three Point Jumper. Assisted by Kevin Zabo.,10,17
14:04,2400,Terence Traylor made Jumper. Assisted by Marcus Romain.,12,17
13:53,2400,Foul on Terence Traylor.,12,17
13:51,2309,Jaylin Walker missed Jumper.,12,17
13:51,2400,Darrell Riley Defensive Rebound.,12,17
13:44,2400,Darrell Riley Turnover.,12,17
13:32,2309,Adonis De La Rosa missed Jumper.,12,17
13:32,2400,Rashaan Surles Defensive Rebound.,12,17
13:23,2400,Hasaan Buggs missed Jumper.,12,17
13:23,2309,Adonis De La Rosa Defensive Rebound.,12,17
13:15,2309,Desmond Ridenour missed Layup.,12,17
13:15,2400,Hasaan Buggs Defensive Rebound.,12,17
13:02,2400,Rashaan Surles missed Jumper.,12,17
13:02,2309,Desmond Ridenour Defensive Rebound.,12,17
12:48,2309,Jaylin Walker Turnover.,12,17
12:47,2400,Rashaan Surles Steal.,12,17
12:26,2400,Jevon Smith Turnover.,12,17
12:24,2309,Kevin Zabo Steal.,12,17
12:15,2309,Jaylin Walker missed Layup.,12,17
12:15,2400,Hasaan Buggs Block.,12,17
12:14,2400,Rashaan Surles Defensive Rebound.,12,17
12:10,2400,Rashaan Surles made Layup.,14,17
12:08,2309,Kent State  Timeout,14,17
11:50,2309,Jimmy Hall missed Jumper.,14,17
11:50,2309,Jimmy Hall Offensive Rebound.,14,17
11:49,2400,Foul on Vacha Vaughn.,14,17
11:49,2309,Official TV Timeout,14,17
11:49,2309,Jimmy Hall made Free Throw.,14,18
11:49,2309,Jimmy Hall missed Free Throw.,14,18
11:49,2309,Leo Edwards Offensive Rebound.,14,18
11:46,2309,Leo Edwards made Jumper.,14,20
11:37,2309,Foul on Deon Edwin.,14,20
11:33,2400,Marcus Romain made Three Point Jumper. Assisted by Darrell Riley.,17,20
11:11,2309,Jimmy Hall missed Jumper.,17,20
11:11,2400,Hasaan Buggs Defensive Rebound.,17,20
11:01,2309,Foul on Leo Edwards.,17,20
11:01,2400,Marcus Romain missed Free Throw.,17,20
11:01,2400,Miss. Valley St Deadball Team Rebound.,17,20
11:01,2400,Marcus Romain made Free Throw.,18,20
11:01,2400,Marcus Romain missed Free Throw.,18,20
11:01,2309,Leo Edwards Defensive Rebound.,18,20
10:40,2309,Deon Edwin missed Layup.,18,20
10:40,2309,Jimmy Hall Offensive Rebound.,18,20
10:36,2309,Jimmy Hall made Jumper.,18,22
10:17,2400,Marcus Romain missed Layup.,18,22
10:17,2400,Marcus Romain Offensive Rebound.,18,22
9:55,2400,Marcus Romain made Layup.,20,22
9:45,2309,Deon Edwin missed Three Point Jumper.,20,22
9:45,2309,Leo Edwards Offensive Rebound.,20,22
9:41,2309,Leo Edwards made Layup.,20,24
9:13,2400,Marcus Romain missed Jumper.,20,24
9:13,2309,Mitch Peterson Defensive Rebound.,20,24
9:04,2400,Foul on Marcus Romain.,20,24
9:00,2309,Jaylin Walker Turnover.,20,24
8:44,2309,Foul on Kevin Zabo.,20,24
8:37,2400,Darrell Riley made Three Point Jumper. Assisted by Vacha Vaughn.,23,24
8:16,2309,Kevin Zabo missed Layup.,23,24
8:16,2400,Miss. Valley St Defensive Rebound.,23,24
7:54,2309,Foul on Jaylin Walker.,23,24
7:54,2309,Official TV Timeout,23,24
7:54,2400,Isaac Williams made Free Throw.,24,24
7:54,2400,Isaac Williams missed Free Throw.,24,24
7:54,2400,Miss. Valley St Deadball Team Rebound.,24,24
7:54,2400,Isaac Williams made Free Throw.,25,24
7:47,2400,Foul on Isaac Williams.,25,24
7:47,2309,Jalen Avery missed Free Throw.,25,24
7:47,2400,Michael Matlock Defensive Rebound.,25,24
7:21,2400,Michael Matlock missed Layup.,25,24
7:21,2400,Miss. Valley St Offensive Rebound.,25,24
7:18,2400,Darrell Riley missed Jumper.,25,24
7:18,2309,Danny Pippen Block.,25,24
7:16,2309,Jimmy Hall Defensive Rebound.,25,24
6:58,2309,Jaylin Walker missed Three Point Jumper.,25,24
6:58,2309,Danny Pippen Offensive Rebound.,25,24
6:54,2309,Danny Pippen missed Jumper.,25,24
6:54,2309,Jimmy Hall Offensive Rebound.,25,24
6:47,2309,Jimmy Hall missed Jumper.,25,24
6:47,2309,Danny Pippen Offensive Rebound.,25,24
6:46,2309,Danny Pippen Turnover.,25,24
6:46,2309,Foul on Danny Pippen.,25,24
6:27,2400,Isaac Williams missed Three Point Jumper.,25,24
6:27,2309,Kent State Defensive Rebound.,25,24
6:26,2400,Foul on Rashaan Surles.,25,24
6:26,2309,Jimmy Hall made Free Throw.,25,25
6:26,2309,Jimmy Hall made Free Throw.,25,26
6:12,2309,Foul on Jaylin Walker.,25,26
5:59,2400,Darrell Riley Turnover.,25,26
5:58,2309,Alonzo Walker Steal.,25,26
5:58,2309,Jerrelle DeBerry Turnover.,25,26
5:44,2400,Rashaan Surles made Free Throw.,27,26
5:44,2309,Foul on Alonzo Walker.,25,26
5:44,2400,Rashaan Surles made Free Throw.,26,26
5:33,2309,Deon Edwin missed Jumper.,27,26
5:33,2309,Deon Edwin Offensive Rebound.,27,26
5:28,2309,Kevin Zabo made Three Point Jumper. Assisted by Deon Edwin.,27,29
5:03,2400,Rashaan Surles made Jumper.,29,29
4:50,2309,Jerrelle DeBerry missed Three Point Jumper.,29,29
4:50,2400,Michael Matlock Defensive Rebound.,29,29
4:40,2400,Darrell Riley Turnover.,29,29
4:35,2309,Jerrelle DeBerry made Three Point Jumper. Assisted by Deon Edwin.,29,32
4:20,2309,Foul on Deon Edwin.,29,32
4:20,2400,Michael Matlock missed Free Throw.,29,32
4:20,2309,Adonis De La Rosa Defensive Rebound.,29,32
4:13,2309,Kevin Zabo Turnover.,29,32
4:13,2309,Foul on Kevin Zabo.,29,32
3:55,2400,Rashaan Surles missed Three Point Jumper.,29,32
3:55,2309,Jalen Avery Defensive Rebound.,29,32
3:45,2309,Adonis De La Rosa Turnover.,29,32
3:43,2400,Michael Matlock Steal.,29,32
3:14,2400,Michael Matlock made Layup.,31,32
2:56,2309,Jimmy Hall missed Jumper.,31,32
2:56,2309,Jimmy Hall Offensive Rebound.,31,32
2:55,2400,Foul on Michael Matlock.,31,32
2:55,2309,Official TV Timeout,31,32
2:55,2309,Jimmy Hall made Free Throw.,31,33
2:55,2309,Jimmy Hall missed Free Throw.,31,33
2:55,2309,Jerrelle DeBerry Offensive Rebound.,31,33
2:45,2309,Jimmy Hall made Jumper.,31,35
2:18,2400,Michael Matlock Turnover.,31,35
2:16,2309,Jerrelle DeBerry Steal.,31,35
2:13,2309,Jimmy Hall made Layup. Assisted by Mitch Peterson.,31,37
1:53,2400,Terence Traylor Turnover.,31,37
1:53,2309,Adonis De La Rosa Steal.,31,37
1:44,2400,Foul on Hasaan Buggs.,31,37
1:44,2309,Jimmy Hall made Free Throw.,31,38
1:44,2309,Jimmy Hall made Free Throw.,31,39
1:18,2400,Marcus Romain Turnover.,31,39
1:15,2309,Jalen Avery Steal.,31,39
1:10,2309,Mitch Peterson made Jumper.,31,41
0:54,2400,Isaac Williams missed Jumper.,31,41
0:54,2309,Alonzo Walker Defensive Rebound.,31,41
0:34,2309,Jimmy Hall missed Jumper.,31,41
0:34,2309,Jerrelle DeBerry Offensive Rebound.,31,41
0:33,2309,Jerrelle DeBerry missed Two Point Tip Shot.,31,41
0:33,2400,Marcus Romain Defensive Rebound.,31,41
0:05,2400,Marcus Romain Turnover.,31,41
0:05,2400,Foul on Marcus Romain.,31,41
0:01,2309,Desmond Ridenour Turnover.,31,41
0:00,2309,End of 1st half,31,41
19:47,2400,Amos Given missed Jumper.,31,41
19:47,2309,Deon Edwin Defensive Rebound.,31,41
19:21,2309,Jimmy Hall made Jumper. Assisted by Danny Pippen.,31,43
19:21,2400,Foul on Michael Matlock.,31,43
19:21,2309,Jimmy Hall made Free Throw.,31,44
18:48,2400,Jamal Watson missed Jumper.,31,44
18:48,2309,Danny Pippen Defensive Rebound.,31,44
18:38,2309,Deon Edwin made Layup.,31,46
18:25,2400,Isaac Williams made Three Point Jumper. Assisted by Marcus Romain.,34,46
18:16,2309,Deon Edwin made Layup.,34,48
18:02,2400,Miss. Valley St  Timeout,34,48
17:47,2309,Foul on Deon Edwin.,34,48
17:47,2400,Vacha Vaughn made Free Throw.,35,48
17:47,2400,Vacha Vaughn made Free Throw.,36,48
17:35,2309,Mitch Peterson missed Three Point Jumper.,36,48
17:35,2309,Danny Pippen Offensive Rebound.,36,48
17:29,2400,Foul on Jevon Smith.,36,48
17:27,2309,Mitch Peterson made Three Point Jumper. Assisted by Jalen Avery.,36,51
17:12,2400,Jevon Smith missed Layup.,36,51
17:12,2309,Danny Pippen Defensive Rebound.,36,51
16:54,2309,Jimmy Hall made Layup.,36,53
16:42,2400,Lorenzo Hunt missed Jumper.,36,53
16:42,2309,Jalen Avery Defensive Rebound.,36,53
16:34,2309,Jalen Avery Turnover.,36,53
16:34,2400,Vacha Vaughn Steal.,36,53
16:34,2309,Foul on Jimmy Hall.,36,53
16:12,2400,Ronald Strother Jr. made Three Point Jumper. Assisted by Rashaan Surles.,39,53
16:01,2309,Mitch Peterson missed Three Point Jumper.,39,53
16:01,2309,Jalen Avery Offensive Rebound.,39,53
15:56,2309,Jalen Avery missed Jumper.,39,53
15:56,2400,Rashaan Surles Block.,39,53
15:54,2309,Jimmy Hall Offensive Rebound.,39,53
15:53,2400,Foul on Vacha Vaughn.,39,53
15:53,2309,Official TV Timeout,39,53
15:53,2309,Jimmy Hall made Free Throw.,39,54
15:53,2309,Jimmy Hall made Free Throw.,39,55
15:35,2400,Rashaan Surles missed Jumper.,39,55
15:35,2309,Jimmy Hall Defensive Rebound.,39,55
15:13,2309,Mitch Peterson missed Jumper.,39,55
15:13,2400,Lorenzo Hunt Defensive Rebound.,39,55
15:09,2400,Rashaan Surles made Layup. Assisted by Darrell Riley.,41,55
15:05,2400,Foul on Rashaan Surles.,41,55
14:55,2309,Mitch Peterson missed Three Point Jumper.,41,55
14:55,2400,Lorenzo Hunt Defensive Rebound.,41,55
14:42,2400,Rashaan Surles missed Jumper.,41,55
14:42,2309,Kevin Zabo Defensive Rebound.,41,55
14:21,2309,Jimmy Hall Turnover.,41,55
14:03,2400,Terence Traylor missed Jumper.,41,55
14:03,2309,Alonzo Walker Block.,41,55
14:02,2309,Kevin Zabo Defensive Rebound.,41,55
13:53,2309,Adonis De La Rosa made Layup. Assisted by Kevin Zabo.,41,57
13:46,2309,Foul on Adonis De La Rosa.,41,57
13:46,2400,Isaac Williams made Free Throw.,42,57
13:46,2400,Isaac Williams made Free Throw.,43,57
13:34,2309,Jaylin Walker missed Three Point Jumper.,43,57
13:34,2309,Kent State Offensive Rebound.,43,57
13:29,2309,Alonzo Walker made Layup. Assisted by Kevin Zabo.,43,59
13:17,2400,Amos Given made Layup. Assisted by Vacha Vaughn.,45,59
13:01,2309,Adonis De La Rosa Turnover.,45,59
13:01,2309,Foul on Adonis De La Rosa.,45,59
12:42,2400,Marcus Romain Turnover.,45,59
12:40,2309,Deon Edwin Steal.,45,59
12:37,2309,Jaylin Walker made Layup. Assisted by Deon Edwin.,45,61
12:18,2309,Foul on Kevin Zabo.,45,61
12:18,2400,Marcus Romain missed Free Throw.,45,61
12:18,2400,Miss. Valley St Deadball Team Rebound.,45,61
12:18,2400,Marcus Romain missed Free Throw.,45,61
12:18,2309,Jaylin Walker Defensive Rebound.,45,61
12:02,2309,Danny Pippen made Layup. Assisted by Jimmy Hall.,45,63
11:50,2400,Isaac Williams missed Three Point Jumper.,45,63
11:50,2309,Danny Pippen Defensive Rebound.,45,63
11:40,2309,Jalen Avery made Three Point Jumper. Assisted by Jaylin Walker.,45,66
11:20,2400,Marcus Romain missed Layup.,45,66
11:20,2400,Miss. Valley St Offensive Rebound.,45,66
11:18,2309,Official TV Timeout,45,66
11:05,2400,Vacha Vaughn Turnover.,45,66
11:03,2309,Jalen Avery Steal.,45,66
10:56,2309,Jalen Avery made Three Point Jumper. Assisted by Jimmy Hall.,45,69
10:23,2400,Darrell Riley Turnover.,45,69
10:07,2309,Jaylin Walker made Three Point Jumper. Assisted by Jimmy Hall.,45,72
9:57,2400,Lorenzo Hunt missed Three Point Jumper.,45,72
9:57,2309,Jerrelle DeBerry Defensive Rebound.,45,72
9:48,2309,Jaylin Walker missed Three Point Jumper.,45,72
9:48,2309,Danny Pippen Offensive Rebound.,45,72
9:44,2309,Danny Pippen missed Layup.,45,72
9:44,2400,Vacha Vaughn Block.,45,72
9:43,2400,Vacha Vaughn Defensive Rebound.,45,72
9:39,2309,Foul on Jerrelle DeBerry.,45,72
9:39,2400,Darrell Riley made Free Throw.,46,72
9:39,2400,Darrell Riley made Free Throw.,47,72
9:26,2400,Foul on Isaac Williams.,47,72
9:23,2309,Mitch Peterson Turnover.,47,72
9:23,2309,Foul on Mitch Peterson.,47,72
9:07,2400,Amos Given missed Jumper.,47,72
9:07,2309,Alonzo Walker Defensive Rebound.,47,72
9:00,2309,Alonzo Walker missed Three Point Jumper.,47,72
9:00,2400,Miss. Valley St Defensive Rebound.,47,72
8:39,2309,Foul on Alonzo Walker.,47,72
8:39,2400,Rashaan Surles made Free Throw.,48,72
8:39,2400,Rashaan Surles made Free Throw.,49,72
8:22,2309,Kevin Zabo missed Three Point Jumper.,49,72
8:22,2400,Miss. Valley St Defensive Rebound.,49,72
7:58,2400,Isaac Williams made Three Point Jumper. Assisted by Terence Traylor.,52,72
7:53,2309,Kent State  Timeout,52,72
7:39,2309,Deon Edwin made Three Point Jumper. Assisted by Kevin Zabo.,52,75
7:17,2400,Isaac Williams missed Jumper.,52,75
7:17,2309,Adonis De La Rosa Block.,52,75
7:16,2309,Adonis De La Rosa Defensive Rebound.,52,75
7:12,2309,Deon Edwin made Dunk. Assisted by Adonis De La Rosa.,52,77
7:08,2400,Marcus Romain Turnover.,52,77
6:58,2400,Foul on Isaac Williams.,52,77
6:58,2309,Deon Edwin made Free Throw.,52,78
6:58,2309,Deon Edwin made Free Throw.,52,79
6:41,2400,Rashaan Surles Turnover.,52,79
6:41,2400,Foul on Rashaan Surles.,52,79
6:19,2309,Adonis De La Rosa missed Layup.,52,79
6:19,2309,Desmond Ridenour Offensive Rebound.,52,79
6:12,2309,Adonis De La Rosa Turnover.,52,79
6:12,2309,Foul on Adonis De La Rosa.,52,79
5:52,2400,Rashaan Surles missed Jumper.,52,79
5:52,2309,Desmond Ridenour Defensive Rebound.,52,79
5:43,2309,Jaylin Walker missed Three Point Jumper.,52,79
5:43,2309,Adonis De La Rosa Offensive Rebound.,52,79
5:41,2400,Foul on Rashaan Surles.,52,79
5:41,2309,Adonis De La Rosa made Free Throw.,52,80
5:41,2309,Adonis De La Rosa made Free Throw.,52,81
5:21,2400,Darrell Riley missed Jumper.,52,81
5:21,2309,Adonis De La Rosa Defensive Rebound.,52,81
5:14,2309,Desmond Ridenour missed Three Point Jumper.,52,81
5:14,2309,Kent State Offensive Rebound.,52,81
5:09,2309,Adonis De La Rosa made Layup. Assisted by Kevin Zabo.,52,83
4:55,2400,Miss. Valley St  Timeout,52,83
4:39,2400,Isaac Williams missed Jumper.,52,83
4:39,2309,Adonis De La Rosa Defensive Rebound.,52,83
4:11,2309,Jerrelle DeBerry made Three Point Jumper. Assisted by Kevin Zabo.,52,86
3:52,2309,Foul on Danny Pippen.,52,86
3:52,2309,Official TV Timeout,52,86
3:52,2400,Vacha Vaughn made Free Throw.,53,86
3:52,2400,Vacha Vaughn made Free Throw.,54,86
3:35,2309,Desmond Ridenour made Layup.,54,88
3:18,2400,Darrell Riley missed Layup.,54,88
3:18,2309,Kevin Zabo Defensive Rebound.,54,88
3:12,2309,Desmond Ridenour missed Three Point Jumper.,54,88
3:12,2309,Desmond Ridenour Offensive Rebound.,54,88
3:05,2309,Leo Edwards made Dunk. Assisted by Desmond Ridenour.,54,90
2:54,2400,Isaac Williams Turnover.,54,90
2:51,2309,Alonzo Walker Steal.,54,90
2:35,2309,Kevin Zabo missed Jumper.,54,90
2:35,2400,Vacha Vaughn Defensive Rebound.,54,90
2:28,2400,Isaac Williams made Layup. Assisted by Vacha Vaughn.,56,90
2:12,2309,Jerrelle DeBerry missed Three Point Jumper.,56,90
2:12,2309,Kent State Offensive Rebound.,56,90
1:54,2309,Desmond Ridenour missed Three Point Jumper.,56,90
1:54,2400,Miss. Valley St Defensive Rebound.,56,90
1:52,2309,Foul on Leo Edwards.,56,90
1:52,2400,Vacha Vaughn missed Free Throw.,56,90
1:52,2400,Miss. Valley St Deadball Team Rebound.,56,90
1:52,2400,Vacha Vaughn made Free Throw.,57,90
1:41,2400,Foul on Jamal Watson.,57,90
1:41,2309,Jerrelle DeBerry made Free Throw.,57,91
1:41,2309,Jerrelle DeBerry missed Free Throw.,57,91
1:41,2400,Miss. Valley St Defensive Rebound.,57,91
1:18,2400,Jevon Smith missed Layup.,57,91
1:18,2400,Jamal Watson Offensive Rebound.,57,91
1:13,2400,Jamal Watson made Jumper.,59,91
1:01,2309,Leo Edwards made Jumper.,59,93
0:45,2400,Jamal Watson made Jumper.,61,93
0:17,2309,Alonzo Walker missed Jumper.,61,93
0:17,2400,Darrell Riley Defensive Rebound.,61,93
0:12,2400,Jevon Smith made Layup. Assisted by Darrell Riley.,63,93
0:00,2309,End of Game,63,93
