CO Christian,Error,Northern Colorado,2458
13:37,2458,Chaz Glotta missed Three Point Jumper.,10,10
13:37,-1,Jacob Taylor Defensive Rebound.,10,10
13:27,-1,Brett Brady made Jumper.,12,10
13:18,2458,DJ Miles missed Three Point Jumper.,12,10
13:18,-1,Andre Lane Defensive Rebound.,12,10
12:59,-1,Stefan Hackethal made Jumper.,14,10
12:56,2458,Foul on DJ Miles.,14,10
12:28,-1,Dimitri Saliba made Jumper.,16,10
12:18,2458,Jon'te Dotson Turnover.,16,10
12:05,2458,Foul on Tyler Loose.,16,10
12:05,-1,Dimitri Saliba made Free Throw.,17,10
12:05,-1,Dimitri Saliba made Free Throw.,18,10
11:48,2458,Jordan Davis missed Layup.,18,10
11:48,-1,Dimitri Saliba Block.,18,10
11:48,2458,Northern Colorado Offensive Rebound.,18,10
11:48,2458,Official TV Timeout,18,10
11:44,2458,Mike Ranson made Three Point Jumper. Assisted by Jordan Davis.,18,13
11:28,2458,Foul on Jon'te Dotson.,18,13
11:28,-1,Andre Lane made Free Throw.,19,13
11:28,-1,Andre Lane made Free Throw.,20,13
11:28,-1,Andre Lane made Free Throw.,21,13
11:17,2458,Jon'te Dotson missed Three Point Jumper.,21,13
11:17,2458,Jon'te Dotson Offensive Rebound.,21,13
11:13,2458,Jon'te Dotson missed Layup.,21,13
11:13,-1,Dimitri Saliba Defensive Rebound.,21,13
11:07,-1,Dimitri Saliba Turnover.,21,13
11:06,2458,Jordan Davis Steal.,21,13
11:02,2458,Jordan Davis made Layup.,21,15
11:02,-1,Foul on Brett Brady.,21,15
11:02,2458,Jordan Davis missed Free Throw.,21,15
11:02,-1,Jonathan Stevens Defensive Rebound.,21,15
10:51,-1,Brett Brady missed Three Point Jumper.,21,15
10:51,2458,Ibrahim Sylla Defensive Rebound.,21,15
10:39,-1,Foul on Jonathan Stevens.,21,15
10:31,2458,Jordan Davis made Layup.,21,17
10:19,-1,Ty McGee missed Jumper.,21,17
10:19,2458,Ibrahim Sylla Defensive Rebound.,21,17
9:53,2458,Jordan Davis missed Jumper.,21,17
9:53,2458,Ibrahim Sylla Offensive Rebound.,21,17
9:49,2458,Ibrahim Sylla missed Layup.,21,17
9:49,-1,Dimitri Saliba Block.,21,17
9:49,2458,Northern Colorado Offensive Rebound.,21,17
9:39,2458,Jordan Davis made Three Point Jumper. Assisted by Mike Ranson.,21,20
9:18,-1,Jacob Taylor missed Jumper.,21,20
9:18,2458,Mike Ranson Defensive Rebound.,21,20
9:09,2458,Mike Ranson missed Three Point Jumper.,21,20
9:09,-1,Dimitri Saliba Defensive Rebound.,21,20
8:50,2458,Foul on Mike Ranson.,21,20
8:50,-1,Brenden Mann made Free Throw.,22,20
8:50,-1,Brenden Mann made Free Throw.,23,20
8:41,2458,Ibrahim Sylla made Jumper.,23,22
8:33,-1,Isaiah Hanson missed Three Point Jumper.,23,22
8:33,2458,Jordan Davis Defensive Rebound.,23,22
8:23,-1,Foul on Jacob Taylor.,23,22
8:23,2458,Chaz Glotta made Free Throw.,23,23
8:23,2458,Chaz Glotta made Free Throw.,23,24
8:13,-1,Brenden Mann missed Jumper.,23,24
8:13,-1,Jacob Taylor Offensive Rebound.,23,24
8:08,-1,Ty McGee missed Jumper.,23,24
8:08,2458,Jonah Radebaugh Defensive Rebound.,23,24
7:59,2458,Jordan Davis missed Layup.,23,24
7:59,-1,Jacob Taylor Block.,23,24
7:56,2458,Ibrahim Sylla Offensive Rebound.,23,24
7:56,-1,Foul on Andre Lane.,23,24
7:56,2458,Official TV Timeout,23,24
7:53,2458,Ibrahim Sylla made Dunk. Assisted by Jordan Davis.,23,26
7:24,-1,Andre Lane missed Jumper.,23,26
7:24,2458,Jonah Radebaugh Defensive Rebound.,23,26
7:05,2458,Chaz Glotta missed Three Point Jumper.,23,26
7:05,-1,Ty McGee Defensive Rebound.,23,26
6:53,-1,Ty McGee missed Three Point Jumper.,23,26
6:53,2458,Ibrahim Sylla Defensive Rebound.,23,26
6:53,-1,Foul on Isaiah Hanson.,23,26
6:53,2458,DJ Miles made Free Throw.,23,27
6:53,2458,DJ Miles missed Free Throw.,23,27
6:53,-1,Jacob Taylor Defensive Rebound.,23,27
6:39,-1,Dimitri Saliba missed Jumper.,23,27
6:39,2458,Roberto Vercellino Block.,23,27
6:37,2458,Jordan Davis Defensive Rebound.,23,27
6:33,-1,Foul on Brett Brady.,23,27
6:33,2458,Jordan Davis made Free Throw.,23,28
6:33,2458,Jordan Davis made Free Throw.,23,29
6:28,-1,Andre Lane missed Jumper.,23,29
6:28,-1,Jacob Taylor Offensive Rebound.,23,29
6:22,2458,Foul on Chaz Glotta.,23,29
6:22,-1,Dimitri Saliba missed Free Throw.,23,29
6:22,2458,Roberto Vercellino Defensive Rebound.,23,29
6:15,2458,Foul on Roberto Vercellino.,23,29
6:15,2458,Roberto Vercellino Turnover.,23,29
5:55,-1,Ty McGee made Jumper.,25,29
5:36,2458,Chaz Glotta missed Jumper.,25,29
5:36,-1,Stefan Hackethal Defensive Rebound.,25,29
5:24,-1,Ty McGee Turnover.,25,29
5:12,2458,Foul on Roberto Vercellino.,25,29
5:12,2458,Roberto Vercellino Turnover.,25,29
4:58,-1,Stefan Hackethal missed Jumper.,25,29
4:58,2458,Chaz Glotta Defensive Rebound.,25,29
4:49,2458,DJ Miles made Three Point Jumper. Assisted by Tyler Loose.,25,32
4:33,-1,Stefan Hackethal made Jumper.,27,32
4:20,-1,Foul on Andre Lane.,27,32
4:20,2458,Chaz Glotta missed Free Throw.,27,32
4:20,2458,Northern Colorado Offensive Rebound.,27,32
4:20,2458,Chaz Glotta made Free Throw.,27,33
4:20,2458,Chaz Glotta made Free Throw.,27,34
3:54,-1,Jonathan Stevens missed Jumper.,27,34
3:54,2458,Chaz Glotta Defensive Rebound.,27,34
3:44,2458,Chaz Glotta made Layup. Assisted by Jordan Davis.,27,36
3:37,-1,Dimitri Saliba Turnover.,27,36
3:36,2458,DJ Miles Steal.,27,36
3:32,2458,Foul on DJ Miles.,27,36
3:32,2458,DJ Miles Turnover.,27,36
3:32,2458,Official TV Timeout,27,36
3:15,-1,Dimitri Saliba Turnover.,27,36
3:12,2458,Jordan Davis Steal.,27,36
3:11,2458,Jordan Davis made Layup.,27,38
3:11,-1,Foul on Isaiah Hanson.,27,38
3:11,2458,Jordan Davis made Free Throw.,27,39
2:50,-1,Ty McGee missed Jumper.,27,39
2:50,2458,Jordan Davis Defensive Rebound.,27,39
2:41,-1,Foul on Isaiah Hanson.,27,39
2:41,2458,Jonah Radebaugh made Free Throw.,27,40
2:41,2458,Jonah Radebaugh missed Free Throw.,27,40
2:41,-1,Jacob Taylor Defensive Rebound.,27,40
2:17,-1,Jeremiah Hanson missed Jumper.,27,40
2:17,2458,Jonah Radebaugh Defensive Rebound.,27,40
2:05,-1,Foul on Jeremiah Hanson.,27,40
2:05,2458,Mike Ranson made Free Throw.,27,41
2:05,2458,Mike Ranson made Free Throw.,27,42
1:47,-1,Ty Neff missed Three Point Jumper.,27,42
1:47,2458,Jordan Davis Defensive Rebound.,27,42
1:44,-1,Foul on Ty McGee.,27,42
1:44,2458,Jonah Radebaugh missed Free Throw.,27,42
1:44,2458,Northern Colorado Offensive Rebound.,27,42
1:44,2458,Jonah Radebaugh missed Free Throw.,27,42
1:44,-1,Jeremiah Hanson Defensive Rebound.,27,42
1:31,-1,Ty McGee made Jumper.,29,42
1:19,2458,Mike Ranson made Three Point Jumper. Assisted by Jordan Davis.,29,45
1:04,-1,Ty Neff Turnover.,29,45
1:02,2458,Jordan Davis Steal.,29,45
0:52,2458,Northern Colorado  Timeout,29,45
0:48,2458,Mike Ranson made Three Point Jumper. Assisted by Jordan Davis.,29,48
0:45,-1,Colorado Christian  Timeout,29,48
0:30,-1,Brett Brady missed Three Point Jumper.,29,48
0:30,2458,Jonah Radebaugh Defensive Rebound.,29,48
0:03,-1,Foul on Dimitri Saliba.,29,48
0:03,2458,Jordan Davis made Free Throw.,29,49
0:03,2458,Jordan Davis missed Free Throw.,29,49
0:03,2458,Northern Colorado Offensive Rebound.,29,49
0:03,2458,Jordan Davis made Free Throw.,29,50
0:00,-1,Dimitri Saliba missed Three Point Jumper.,29,50
0:00,2458,Northern Colorado Defensive Rebound.,29,50
0:00,2458,End of 1st half,29,50
19:51,-1,Ty McGee missed Jumper.,29,50
19:51,2458,Jonah Radebaugh Defensive Rebound.,29,50
19:38,2458,Jordan Davis Turnover.,29,50
19:20,-1,Stefan Hackethal Turnover.,29,50
19:05,-1,Foul on Jacob Taylor.,29,50
19:05,2458,Ibrahim Sylla made Free Throw.,29,51
19:05,2458,Ibrahim Sylla made Free Throw.,29,52
18:50,-1,Brett Brady missed Jumper.,29,52
18:50,-1,Brett Brady Offensive Rebound.,29,52
18:39,-1,Dimitri Saliba missed Jumper.,29,52
18:39,2458,Roberto Vercellino Defensive Rebound.,29,52
18:20,2458,Ibrahim Sylla missed Jumper.,29,52
18:20,2458,Ibrahim Sylla Offensive Rebound.,29,52
18:17,2458,Ibrahim Sylla made Two Point Tip Shot.,29,54
18:12,2458,Foul on Chaz Glotta.,29,54
18:06,-1,Stefan Hackethal made Jumper.,31,54
17:46,2458,Jordan Davis missed Layup.,31,54
17:46,-1,Stefan Hackethal Defensive Rebound.,31,54
17:36,-1,Ty McGee missed Jumper.,31,54
17:36,2458,Roberto Vercellino Defensive Rebound.,31,54
17:28,-1,Foul on Dimitri Saliba.,31,54
17:15,-1,Foul on Jacob Taylor.,31,54
17:15,2458,Jonah Radebaugh made Free Throw.,31,55
17:15,2458,Jonah Radebaugh made Free Throw.,31,56
17:00,-1,Jacob Taylor missed Layup.,31,56
17:00,2458,Jonah Radebaugh Defensive Rebound.,31,56
16:49,2458,DJ Miles Turnover.,31,56
16:35,-1,Dimitri Saliba made Jumper. Assisted by Brett Brady.,33,56
16:23,2458,Chaz Glotta made Three Point Jumper. Assisted by Jordan Davis.,33,59
15:58,-1,Brett Brady made Three Point Jumper. Assisted by Ty McGee.,36,59
15:41,2458,Jordan Davis made Three Point Jumper. Assisted by Jonah Radebaugh.,36,62
15:20,2458,Foul on Chaz Glotta.,36,62
15:20,2458,Official TV Timeout,36,62
15:16,-1,Dimitri Saliba made Layup. Assisted by Jacob Taylor.,38,62
15:07,2458,Mike Ranson missed Three Point Jumper.,38,62
15:07,-1,Andre Lane Defensive Rebound.,38,62
14:57,2458,Foul on Mike Ranson.,38,62
14:57,-1,Dimitri Saliba made Free Throw.,39,62
14:57,-1,Dimitri Saliba made Free Throw.,40,62
14:47,2458,Ibrahim Sylla missed Layup.,40,62
14:47,2458,Ibrahim Sylla Offensive Rebound.,40,62
14:42,2458,Ibrahim Sylla made Layup.,40,64
14:27,-1,Jonathan Stevens missed Jumper.,40,64
14:27,2458,Ibrahim Sylla Defensive Rebound.,40,64
14:25,-1,Foul on Jonathan Stevens.,40,64
14:11,2458,Jordan Davis missed Jumper.,40,64
14:11,-1,Ty McGee Defensive Rebound.,40,64
14:08,2458,Foul on Ibrahim Sylla.,40,64
13:54,-1,Brett Brady missed Three Point Jumper.,40,64
13:54,2458,Ibrahim Sylla Defensive Rebound.,40,64
13:42,-1,Foul on Andre Lane.,40,64
13:42,2458,Jonah Radebaugh made Free Throw.,40,65
13:42,2458,Jonah Radebaugh missed Free Throw.,40,65
13:42,-1,Jonathan Stevens Defensive Rebound.,40,65
13:20,-1,Dimitri Saliba made Layup. Assisted by Preston Hardy.,42,65
13:20,2458,Foul on DJ Miles.,42,65
13:20,-1,Dimitri Saliba missed Free Throw.,42,65
13:20,-1,Dimitri Saliba Offensive Rebound.,42,65
13:14,-1,Andre Lane missed Three Point Jumper.,42,65
13:14,-1,Preston Hardy Offensive Rebound.,42,65
13:10,2458,Foul on DJ Miles.,42,65
13:10,-1,Preston Hardy missed Free Throw.,42,65
13:10,2458,Jonah Radebaugh Defensive Rebound.,42,65
12:47,2458,Jordan Davis missed Three Point Jumper.,42,65
12:47,2458,Jonah Radebaugh Offensive Rebound.,42,65
12:29,2458,Jonah Radebaugh made Three Point Jumper. Assisted by Mike Ranson.,42,68
12:19,-1,Preston Hardy missed Jumper.,42,68
12:19,2458,Ibrahim Sylla Block.,42,68
12:16,-1,Andre Lane Offensive Rebound.,42,68
11:55,-1,Dimitri Saliba missed Three Point Jumper.,42,68
11:55,2458,Jordan Davis Defensive Rebound.,42,68
11:49,-1,Foul on Dimitri Saliba.,42,68
11:49,2458,Official TV Timeout,42,68
11:43,2458,Jonah Radebaugh made Three Point Jumper. Assisted by Mike Ranson.,42,71
11:31,2458,Foul on Mike Ranson.,42,71
11:31,-1,Andre Lane missed Free Throw.,42,71
11:31,-1,Preston Hardy Offensive Rebound.,42,71
11:31,-1,Preston Hardy Turnover.,42,71
11:23,2458,Jonah Radebaugh missed Three Point Jumper.,42,71
11:23,-1,Brenden Mann Defensive Rebound.,42,71
11:15,2458,Foul on Kai Edwards.,42,71
11:15,-1,Preston Hardy missed Free Throw.,42,71
11:15,-1,Colorado Christian Offensive Rebound.,42,71
11:15,-1,Preston Hardy made Free Throw.,43,71
11:15,-1,Preston Hardy missed Free Throw.,43,71
11:15,2458,Jonah Radebaugh Defensive Rebound.,43,71
11:08,2458,Jonah Radebaugh missed Layup.,43,71
11:08,-1,Jonathan Stevens Block.,43,71
11:05,-1,Brenden Mann Defensive Rebound.,43,71
10:59,-1,Brenden Mann missed Three Point Jumper.,43,71
10:59,2458,Jon'te Dotson Defensive Rebound.,43,71
10:45,-1,Foul on Preston Hardy.,43,71
10:45,2458,Jordan Davis made Free Throw.,43,72
10:45,2458,Jordan Davis made Free Throw.,43,73
10:36,2458,Foul on Mike Ranson.,43,73
10:36,-1,Brenden Mann made Free Throw.,44,73
10:36,-1,Brenden Mann made Free Throw.,45,73
10:24,2458,Jon'te Dotson Turnover.,45,73
10:22,-1,Jeremiah Hanson Steal.,45,73
10:12,-1,Brenden Mann Turnover.,45,73
10:10,2458,Jonah Radebaugh Steal.,45,73
10:07,2458,Chaz Glotta made Three Point Jumper. Assisted by Jonah Radebaugh.,45,76
9:46,-1,Jake Vandenbrink missed Jumper.,45,76
9:46,2458,Chaz Glotta Defensive Rebound.,45,76
9:26,-1,Foul on Jeremiah Hanson.,45,76
9:26,2458,Jon'te Dotson missed Free Throw.,45,76
9:26,2458,Northern Colorado Offensive Rebound.,45,76
9:13,-1,Jeremiah Hanson made Jumper.,47,76
9:00,2458,Roberto Vercellino made Layup. Assisted by Tyler Loose.,47,78
9:00,-1,Foul on Jake Vandenbrink.,47,78
9:00,2458,Roberto Vercellino made Free Throw.,47,79
8:40,2458,Foul on Tyler Loose.,47,79
8:40,-1,Preston Hardy made Free Throw.,48,79
8:40,-1,Preston Hardy made Free Throw.,49,79
8:18,2458,Roberto Vercellino made Three Point Jumper. Assisted by Tyler Loose.,49,82
8:00,-1,Stefan Hackethal missed Jumper.,49,82
8:00,2458,Chaz Glotta Defensive Rebound.,49,82
7:51,2458,Chaz Glotta made Three Point Jumper.,49,85
7:35,-1,Preston Hardy missed Jumper.,49,85
7:35,2458,Tyler Loose Defensive Rebound.,49,85
7:24,2458,Official TV Timeout,49,85
7:12,2458,Roberto Vercellino Turnover.,49,85
6:59,2458,Foul on Mike Ranson.,49,85
6:59,-1,Brenden Mann made Free Throw.,50,85
6:59,-1,Brenden Mann made Free Throw.,51,85
6:45,2458,Roberto Vercellino missed Jumper.,51,85
6:45,-1,Colorado Christian Defensive Rebound.,51,85
6:45,2458,Foul on Roberto Vercellino.,51,85
6:45,-1,Isaiah Hanson made Free Throw.,52,85
6:45,-1,Isaiah Hanson made Free Throw.,53,85
6:34,2458,Kai Edwards made Layup. Assisted by Chaz Glotta.,53,87
6:22,-1,Ty Neff Turnover.,53,87
6:07,-1,Foul on Jeremiah Hanson.,53,87
6:07,2458,Kai Edwards missed Free Throw.,53,87
6:07,2458,Northern Colorado Offensive Rebound.,53,87
6:07,2458,Kai Edwards missed Free Throw.,53,87
6:07,-1,Preston Hardy Defensive Rebound.,53,87
5:56,-1,Jeremiah Hanson missed Three Point Jumper.,53,87
5:56,2458,Kai Edwards Defensive Rebound.,53,87
5:48,2458,Chaz Glotta missed Three Point Jumper.,53,87
5:48,-1,Brenden Mann Defensive Rebound.,53,87
5:37,-1,Ty Neff made Three Point Jumper. Assisted by Brenden Mann.,56,87
5:28,2458,Northern Colorado  Timeout,56,87
5:19,2458,Kai Edwards made Layup. Assisted by Kyle Carey.,56,89
5:07,-1,Ty Neff made Jumper.,58,89
4:58,2458,Kai Edwards Turnover.,58,89
4:57,-1,Jeremiah Hanson Steal.,58,89
4:48,-1,Ty Neff missed Three Point Jumper.,58,89
4:48,2458,Mike Ranson Defensive Rebound.,58,89
4:41,2458,Kyle Carey missed Three Point Jumper.,58,89
4:41,-1,Jeremiah Hanson Defensive Rebound.,58,89
4:23,-1,Ty Neff made Three Point Jumper.,61,89
3:59,-1,Foul on Preston Hardy.,61,89
3:59,2458,Official TV Timeout,61,89
3:59,2458,Jon'te Dotson missed Free Throw.,61,89
3:59,2458,Northern Colorado Offensive Rebound.,61,89
3:59,2458,Jon'te Dotson made Free Throw.,61,90
3:50,-1,Preston Hardy Turnover.,61,90
3:44,2458,Kyle Carey missed Three Point Jumper.,61,90
3:44,-1,Jeremiah Hanson Defensive Rebound.,61,90
3:31,2458,Foul on Kyle Carey.,61,90
3:31,-1,Jeremiah Hanson made Free Throw.,62,90
3:31,-1,Jeremiah Hanson made Free Throw.,63,90
3:23,2458,Kai Edwards missed Layup.,63,90
3:23,-1,Brenden Mann Defensive Rebound.,63,90
3:18,-1,Jeremiah Hanson made Layup. Assisted by Brenden Mann.,65,90
2:58,2458,Kai Edwards missed Layup.,65,90
2:58,2458,Kai Edwards Offensive Rebound.,65,90
2:35,2458,Northern Colorado  Turnover.,65,90
2:31,-1,Brenden Mann made Three Point Jumper. Assisted by Jeremiah Hanson.,68,90
2:14,2458,Mike Ranson missed Three Point Jumper.,68,90
2:14,-1,Ty Neff Defensive Rebound.,68,90
2:03,2458,Foul on Kai Edwards.,68,90
2:03,-1,Jeremiah Hanson made Free Throw.,69,90
2:03,-1,Jeremiah Hanson made Free Throw.,70,90
2:03,2458,Northern Colorado  Timeout,70,90
1:44,2458,Kyle Carey missed Three Point Jumper.,70,90
1:44,-1,Brenden Mann Defensive Rebound.,70,90
1:26,-1,Preston Hardy missed Jumper.,70,90
1:26,2458,Jon'te Dotson Block.,70,90
1:23,2458,Kai Edwards Defensive Rebound.,70,90
1:21,2458,Kyle Carey made Dunk. Assisted by Tyler Loose.,70,92
1:21,-1,Foul on Jeremiah Hanson.,70,92
1:21,2458,Kyle Carey made Free Throw.,70,93
1:01,-1,Jeremiah Hanson missed Layup.,70,93
1:01,2458,Kai Edwards Defensive Rebound.,70,93
0:52,2458,Kyle Carey missed Layup.,70,93
0:52,-1,Jake Vandenbrink Defensive Rebound.,70,93
0:43,-1,Jeremiah Hanson Turnover.,70,93
0:42,2458,Kyle Carey Steal.,70,93
0:17,-1,Foul on Brenden Mann.,70,93
0:17,2458,Tanner Morgan made Free Throw.,70,94
0:17,2458,Jon'te Dotson missed Free Throw.,70,94
0:17,-1,Jake Vandenbrink Defensive Rebound.,70,94
0:09,-1,Ty Neff made Three Point Jumper.,73,94
0:00,2458,End of Game,73,94
