VCU,2599,St. John's,2670
3:07,2599,Tariq Owens missed Jumper.,30,33
2:58,2599,Shamorie Ponds Defensive Rebound.,30,33
2:58,2670,Mo Alie-Cox missed Jumper.,30,33
2:46,2599,Shamorie Ponds made Three Point Jumper. Assisted by Tariq Owens.,30,36
2:18,2599,Foul on Richard Freudenberg.,30,36
2:18,2670,Justin Tillman made Free Throw.,31,36
2:18,2670,Justin Tillman missed Free Throw.,31,36
2:18,2599,Marcus LoVett Defensive Rebound.,31,36
2:17,2599,Richard Freudenberg missed Three Point Jumper.,31,36
2:17,2670,Jonathan Williams Defensive Rebound.,31,36
1:59,2670,Jonathan Williams made Jumper.,33,36
1:42,2599,Marcus LoVett missed Three Point Jumper.,33,36
1:42,2599,Yankuba Sima Offensive Rebound.,33,36
1:38,2599,Yankuba Sima made Dunk.,33,38
1:25,2670,Samir Doughty missed Jumper.,33,38
1:25,2599,Tariq Owens Defensive Rebound.,33,38
1:15,2599,Yankuba Sima missed Jumper.,33,38
1:15,2670,VCU Offensive Rebound.,33,38
1:13,2599,Foul on Shamorie Ponds.,33,38
1:13,2670,Jonathan Williams made Free Throw.,34,38
1:13,2670,Jonathan Williams made Free Throw.,35,38
1:05,2599,Shamorie Ponds made Layup.,35,40
1:05,2599,Shamorie Ponds made Free Throw.,35,41
1:03,2670,Foul on De'Riante Jenkins.,35,41
0:38,2670,Jonathan Williams missed Jumper.,35,41
0:38,2670,Mo Alie-Cox Offensive Rebound.,35,41
0:32,2670,Mo Alie-Cox made Layup.,37,41
0:21,2599,St. John's  Timeout,37,41
0:05,2599,Marcus LoVett Turnover.,37,41
0:04,2670,Jonathan Williams Steal.,37,41
0:02,2670,Jonathan Williams made Layup.,39,41
0:00,2599,End of 1st half,39,41
19:50,2670,JeQuan Lewis made Three Point Jumper. Assisted by Jordan Burgess.,42,41
19:21,2599,Shamorie Ponds Turnover.,42,41
19:07,2670,JeQuan Lewis made Three Point Jumper. Assisted by Jordan Burgess.,45,41
18:48,2599,Shamorie Ponds made Layup.,45,43
18:23,2670,Doug Brooks missed Three Point Jumper.,45,43
18:23,2599,Yankuba Sima Defensive Rebound.,45,43
18:13,2599,Shamorie Ponds made Jumper.,45,45
17:52,2670,Jordan Burgess missed Layup.,45,45
17:52,2599,Kassoum Yakwe Block.,45,45
17:46,2599,Bashir Ahmed Defensive Rebound.,45,45
17:34,2599,Bashir Ahmed Turnover.,45,45
17:23,2670,Mo Alie-Cox missed Jumper.,45,45
17:23,2599,Kassoum Yakwe Block.,45,45
17:21,2599,Shamorie Ponds Defensive Rebound.,45,45
17:12,2599,Shamorie Ponds missed Three Point Jumper.,45,45
17:12,2670,VCU Defensive Rebound.,45,45
16:55,2670,Jonathan Williams Turnover.,45,45
16:54,2599,Marcus LoVett Steal.,45,45
16:52,2599,Marcus LoVett missed Layup.,45,45
16:52,2670,JeQuan Lewis Defensive Rebound.,45,45
16:36,2670,Doug Brooks made Three Point Jumper. Assisted by Jonathan Williams.,48,45
16:14,2670,Foul on Doug Brooks.,48,45
16:14,2599,Marcus LoVett Turnover.,48,45
16:14,2670,JeQuan Lewis Steal.,48,45
15:59,2599,Foul on Yankuba Sima.,48,45
15:59,2599,Official TV Timeout,48,45
15:57,2670,JeQuan Lewis missed Three Point Jumper.,48,45
15:57,2599,Yankuba Sima Defensive Rebound.,48,45
15:49,2599,Bashir Ahmed missed Three Point Jumper.,48,45
15:42,2670,Foul on Jordan Burgess.,48,45
15:39,2670,Jonathan Williams Defensive Rebound.,48,45
15:33,2670,Jonathan Williams made Layup.,50,45
15:33,2599,Foul on Yankuba Sima.,50,45
15:33,2670,Jonathan Williams made Free Throw.,51,45
15:33,2599,Marcus LoVett missed Jumper.,51,45
15:33,2670,Justin Tillman Defensive Rebound.,51,45
15:33,2670,Samir Doughty missed Layup.,51,45
15:33,2599,Yankuba Sima Defensive Rebound.,51,45
15:04,2599,Marcus LoVett missed Layup.,51,45
15:04,2670,JeQuan Lewis Defensive Rebound.,51,45
14:58,2670,De'Riante Jenkins made Three Point Jumper. Assisted by JeQuan Lewis.,54,45
14:55,2599,St. John's  Timeout,54,45
14:55,2599,Official TV Timeout,54,45
14:37,2599,Malik Ellison missed Layup.,54,45
14:37,2670,Mo Alie-Cox Block.,54,45
14:35,2670,Samir Doughty Defensive Rebound.,54,45
14:18,2670,Samir Doughty missed Jumper.,54,45
14:18,2599,Malik Ellison Block.,54,45
14:15,2599,Malik Ellison Defensive Rebound.,54,45
14:08,2599,Shamorie Ponds missed Layup.,54,45
14:08,2670,Ahmed Hamdy-Mohamed Defensive Rebound.,54,45
13:59,2670,Samir Doughty missed Jumper.,54,45
13:59,2670,Samir Doughty Offensive Rebound.,54,45
13:56,2670,Samir Doughty made Layup.,56,45
13:42,2670,Foul on Ahmed Hamdy-Mohamed.,56,45
13:32,2599,Tariq Owens Turnover.,56,45
13:10,2670,Justin Tillman missed Jumper.,56,45
13:10,2599,Yankuba Sima Defensive Rebound.,56,45
13:00,2599,Yankuba Sima missed Jumper.,56,45
13:00,2599,St. John's Offensive Rebound.,56,45
12:42,2670,Foul on Jordan Burgess.,56,45
12:41,2599,Federico Mussini made Three Point Jumper. Assisted by Tariq Owens.,56,48
12:26,2670,Jonathan Williams missed Jumper.,56,48
12:26,2670,Justin Tillman Offensive Rebound.,56,48
12:22,2670,Justin Tillman missed Layup.,56,48
12:22,2599,Marcus LoVett Defensive Rebound.,56,48
12:19,2670,Foul on Jonathan Williams.,56,48
12:15,2670,Foul on De'Riante Jenkins.,56,48
12:12,2599,Federico Mussini made Three Point Jumper. Assisted by Marcus LoVett.,56,51
12:02,2599,Foul on Tariq Owens.,56,51
12:01,2670,Justin Tillman made Free Throw.,57,51
12:01,2670,Justin Tillman made Free Throw.,58,51
11:51,2670,Foul on Doug Brooks.,58,51
11:51,2599,Official TV Timeout,58,51
11:51,2599,Yankuba Sima made Free Throw.,58,52
11:51,2599,Yankuba Sima made Free Throw.,58,53
11:29,2670,Jonathan Williams made Layup. Assisted by Samir Doughty.,60,53
11:19,2670,Foul on Samir Doughty.,60,53
11:19,2599,Malik Ellison missed Free Throw.,60,53
11:19,2599,Tariq Owens Offensive Rebound.,60,53
11:17,2599,Tariq Owens missed Layup.,60,53
11:17,2599,Federico Mussini Offensive Rebound.,60,53
11:02,2599,Federico Mussini missed Layup.,60,53
11:02,2670,De'Riante Jenkins Defensive Rebound.,60,53
10:54,2670,Foul on Jonathan Williams.,60,53
10:54,2599,Marcus LoVett made Free Throw.,60,54
10:54,2599,Marcus LoVett made Free Throw.,60,55
10:43,2599,Foul on Malik Ellison.,60,55
10:37,2599,Foul on Yankuba Sima.,60,55
10:36,2670,Jordan Burgess Turnover.,60,55
10:16,2599,Yankuba Sima missed Jumper.,60,55
10:16,2670,Justin Tillman Defensive Rebound.,60,55
10:00,2670,Justin Tillman missed Jumper.,60,55
10:00,2599,Malik Ellison Defensive Rebound.,60,55
9:53,2599,Malik Ellison missed Three Point Jumper.,60,55
9:53,2670,Justin Tillman Defensive Rebound.,60,55
9:19,2670,Justin Tillman made Layup. Assisted by Jonathan Williams.,62,55
9:03,2599,Marcus LoVett made Layup.,62,57
8:42,2670,JeQuan Lewis missed Jumper.,62,57
8:42,2599,St. John's Defensive Rebound.,62,57
8:37,2599,Bashir Ahmed missed Layup.,62,57
8:37,2599,Bashir Ahmed Offensive Rebound.,62,57
8:22,2670,Foul on Justin Tillman.,62,57
8:22,2599,Bashir Ahmed missed Free Throw.,62,57
8:22,2599,St. John's Deadball Team Rebound.,62,57
8:22,2599,Bashir Ahmed made Free Throw.,62,58
8:17,2670,Samir Doughty missed Jumper.,62,58
8:17,2599,Bashir Ahmed Defensive Rebound.,62,58
7:49,2599,Kassoum Yakwe made Layup. Assisted by Malik Ellison.,62,60
7:40,2599,Foul on Marcus LoVett.,62,60
7:40,2599,Official TV Timeout,62,60
7:22,2670,De'Riante Jenkins missed Three Point Jumper.,62,60
7:22,2599,Marcus LoVett Defensive Rebound.,62,60
7:10,2670,Foul on Justin Tillman.,62,60
7:10,2599,Marcus LoVett missed Free Throw.,62,60
7:10,2599,St. John's Deadball Team Rebound.,62,60
7:10,2599,Marcus LoVett missed Free Throw.,62,60
7:10,2670,Justin Tillman Defensive Rebound.,62,60
6:52,2670,JeQuan Lewis missed Jumper.,62,60
6:52,2599,Malik Ellison Defensive Rebound.,62,60
6:49,2670,Foul on Justin Tillman.,62,60
6:49,2599,Malik Ellison made Free Throw.,62,61
6:49,2599,Malik Ellison made Free Throw.,62,62
6:20,2670,JeQuan Lewis missed Jumper.,62,62
6:19,2599,Kassoum Yakwe Block.,62,62
6:17,2599,Kassoum Yakwe Defensive Rebound.,62,62
5:57,2599,Marcus LoVett missed Three Point Jumper.,62,62
5:57,2670,Mo Alie-Cox Defensive Rebound.,62,62
5:44,2670,Jonathan Williams made Jumper. Assisted by Mo Alie-Cox.,64,62
5:39,2670,VCU  Timeout,64,62
5:31,2599,Bashir Ahmed made Layup.,64,64
4:57,2670,Justin Tillman missed Layup.,64,64
4:57,2599,Kassoum Yakwe Block.,64,64
4:56,2670,VCU Offensive Rebound.,64,64
4:52,2670,VCU  Turnover.,64,64
4:43,2599,Marcus LoVett Turnover.,64,64
4:41,2670,Jordan Burgess Steal.,64,64
4:34,2599,Foul on Shamorie Ponds.,64,64
4:34,2670,Jonathan Williams missed Free Throw.,64,64
4:34,2670,VCU Deadball Team Rebound.,64,64
4:34,2670,Jonathan Williams made Free Throw.,65,64
4:22,2670,Foul on Doug Brooks.,65,64
4:22,2599,Bashir Ahmed made Free Throw.,65,65
3:59,2670,Jonathan Williams made Layup. Assisted by Jordan Burgess.,67,65
3:40,2599,Shamorie Ponds missed Three Point Jumper.,67,65
3:40,2670,Jordan Burgess Defensive Rebound.,67,65
3:22,2670,JeQuan Lewis made Layup. Assisted by Mo Alie-Cox.,69,65
3:08,2599,Bashir Ahmed missed Three Point Jumper.,69,65
3:08,2670,JeQuan Lewis Defensive Rebound.,69,65
2:43,2670,Mo Alie-Cox missed Layup.,69,65
2:43,2599,Malik Ellison Defensive Rebound.,69,65
2:36,2599,Malik Ellison missed Three Point Jumper.,69,65
2:36,2599,Shamorie Ponds Offensive Rebound.,69,65
2:27,2670,Foul on Mo Alie-Cox.,69,65
2:27,2599,Official TV Timeout,69,65
2:27,2599,Shamorie Ponds made Free Throw.,69,66
2:27,2599,Shamorie Ponds made Free Throw.,69,67
2:02,2599,Foul on Marcus LoVett.,69,67
2:02,2670,Jonathan Williams made Free Throw.,70,67
2:02,2670,Jonathan Williams made Free Throw.,71,67
1:49,2599,Shamorie Ponds missed Layup.,71,67
1:49,2599,Kassoum Yakwe Offensive Rebound.,71,67
1:47,2670,Foul on Samir Doughty.,71,67
1:47,2599,Kassoum Yakwe missed Free Throw.,71,67
1:47,2599,St. John's Deadball Team Rebound.,71,67
1:47,2599,Kassoum Yakwe missed Free Throw.,71,67
1:47,2670,Justin Tillman Defensive Rebound.,71,67
1:19,2670,Jonathan Williams missed Jumper.,71,67
1:19,2599,Malik Ellison Defensive Rebound.,71,67
1:09,2599,Malik Ellison missed Layup.,71,67
1:09,2670,Justin Tillman Defensive Rebound.,71,67
1:08,2599,Foul on Kassoum Yakwe.,71,67
1:08,2670,Justin Tillman missed Free Throw.,71,67
1:08,2599,Yankuba Sima Defensive Rebound.,71,67
1:00,2599,Marcus LoVett missed Layup.,71,67
1:00,2670,Mo Alie-Cox Block.,71,67
0:58,2670,Mo Alie-Cox Defensive Rebound.,71,67
0:43,2670,VCU  Timeout,71,67
0:28,2670,Jonathan Williams missed Jumper.,71,67
0:28,2599,Malik Ellison Defensive Rebound.,71,67
0:19,2599,Marcus LoVett missed Three Point Jumper.,71,67
0:19,2670,JeQuan Lewis Defensive Rebound.,71,67
0:13,2599,Foul on Malik Ellison.,71,67
0:13,2670,JeQuan Lewis made Free Throw.,72,67
0:13,2599,St. John's  Timeout,72,67
0:13,2670,JeQuan Lewis made Free Throw.,73,67
0:07,2599,Yankuba Sima made Jumper. Assisted by Marcus LoVett.,73,69
0:02,2599,Foul on Yankuba Sima.,73,69
0:02,2670,Mo Alie-Cox made Free Throw.,74,69
0:02,2670,Mo Alie-Cox made Free Throw.,75,69
0:00,2599,End of Game,73,69
