Northern Colorado,2529,Sacred Heart,2458
10:02,2529,Quincy McKnight made Free Throw.,62,43
9:41,2458,Jordan Davis missed Jumper.,62,43
9:41,2458,Kyle Carey Offensive Rebound.,62,43
9:34,2458,Jon'te Dotson missed Three Point Jumper.,62,43
9:34,2529,Quincy McKnight Defensive Rebound.,62,43
9:27,2529,Quincy McKnight missed Layup.,62,43
9:27,2458,Jordan Davis Defensive Rebound.,62,43
9:19,2458,Jordan Davis Turnover.,62,43
9:18,2529,Chris Robinson Steal.,62,43
9:12,2529,Zach Radz missed Jumper.,62,43
9:12,2458,Jordan Davis Defensive Rebound.,62,43
9:02,2458,Northern Colorado  Timeout,62,43
8:41,2458,Jordan Davis made Layup.,64,43
8:26,2529,Chris Robinson missed Three Point Jumper.,64,43
8:26,2458,Kai Edwards Defensive Rebound.,64,43
7:56,2458,Kyle Carey made Three Point Jumper. Assisted by Jordan Davis.,67,43
7:39,2458,Foul on Kyle Carey.,67,43
7:39,2529,Official TV Timeout,67,43
7:39,2529,Quincy McKnight missed Free Throw.,67,43
7:39,2529,Sacred Heart Deadball Team Rebound.,67,43
7:39,2529,Quincy McKnight made Free Throw.,67,44
7:34,2529,Foul on Quincy McKnight.,67,44
7:23,2458,Kai Edwards missed Layup.,67,44
7:23,2529,Quincy McKnight Block.,67,44
7:21,2529,Mario Matasovic Defensive Rebound.,67,44
7:03,2529,Quincy McKnight missed Jumper.,67,44
7:03,2458,Mike Ranson Defensive Rebound.,67,44
6:46,2458,DJ Miles made Three Point Jumper. Assisted by Jordan Davis.,70,44
6:37,2458,Foul on Kai Edwards.,70,44
6:37,2529,Joseph Lopez missed Free Throw.,70,44
6:37,2458,Roberto Vercellino Defensive Rebound.,70,44
6:31,2458,Mike Ranson missed Layup.,70,44
6:31,2529,Mario Matasovic Block.,70,44
6:30,2458,Jonah Radebaugh made Three Point Jumper.,73,44
6:28,2458,DJ Miles Offensive Rebound.,73,44
5:54,2529,Quincy McKnight made Layup.,73,46
5:45,2529,Foul on Quincy McKnight.,73,46
5:45,2458,DJ Miles missed Three Point Jumper.,73,46
5:45,2529,Joseph Lopez Defensive Rebound.,73,46
5:40,2458,Foul on Jordan Davis.,73,46
5:22,2529,Mario Matasovic missed Free Throw.,73,46
5:22,2529,Sacred Heart Deadball Team Rebound.,73,46
5:13,2529,Mario Matasovic made Free Throw.,73,47
5:13,2458,Northern Colorado  Timeout,73,47
5:09,2529,Cole Walton missed Three Point Jumper.,73,47
5:09,2458,Roberto Vercellino Defensive Rebound.,73,47
4:56,2529,Quincy McKnight missed Three Point Jumper.,73,47
4:56,2458,Jonah Radebaugh Defensive Rebound.,73,47
4:45,2458,DJ Miles missed Layup.,73,47
4:45,2529,Joseph Lopez Block.,73,47
4:42,2529,Mario Matasovic Defensive Rebound.,73,47
4:34,2529,Charles Tucker Jr. made Layup.,73,49
4:19,2458,Jordan Davis missed Layup.,73,49
4:19,2529,Mario Matasovic Defensive Rebound.,73,49
4:12,2458,Foul on DJ Miles.,73,49
4:06,2529,Mario Matasovic made Free Throw.,73,50
4:06,2529,Mario Matasovic missed Free Throw.,73,50
4:06,2529,Cole Walton Offensive Rebound.,73,50
3:58,2529,Charles Tucker Jr. missed Three Point Jumper.,73,50
3:58,2458,Jon'te Dotson Defensive Rebound.,73,50
3:31,2529,Foul on Chris Robinson.,73,50
3:31,2529,Official TV Timeout,73,50
3:31,2458,Jordan Davis made Free Throw.,74,50
3:31,2458,Jordan Davis missed Free Throw.,74,50
3:31,2529,Cole Walton Defensive Rebound.,74,50
3:26,2529,Charles Tucker Jr. made Layup.,74,52
3:07,2458,Jonah Radebaugh missed Three Point Jumper.,74,52
3:07,2529,Cole Walton Defensive Rebound.,74,52
3:04,2458,Foul on Kai Edwards.,74,52
3:04,2529,Cole Walton missed Free Throw.,74,52
3:04,2529,Sacred Heart Deadball Team Rebound.,74,52
3:04,2529,Cole Walton missed Free Throw.,74,52
3:04,2529,Sacred Heart Offensive Rebound.,74,52
2:57,2529,Cole Walton missed Layup.,74,52
2:57,2458,Jordan Davis Defensive Rebound.,74,52
2:43,2529,Foul on Mario Matasovic.,74,52
2:43,2458,Jordan Davis missed Free Throw.,74,52
2:43,2458,Northern Colorado Deadball Team Rebound.,74,52
2:43,2458,Jordan Davis made Free Throw.,75,52
2:37,2529,Zach Radz missed Three Point Jumper.,75,52
2:37,2458,Jordan Davis Defensive Rebound.,75,52
2:28,2458,Northern Colorado  Timeout,75,52
2:21,2458,DJ Miles made Three Point Jumper. Assisted by Tyler Loose.,78,52
2:06,2529,Mario Matasovic made Layup. Assisted by Charles Tucker Jr..,78,54
2:06,2458,Foul on Roberto Vercellino.,78,54
2:06,2529,Mario Matasovic made Free Throw.,78,55
1:54,2458,Mike Ranson missed Three Point Jumper.,78,55
1:54,2529,Mario Matasovic Defensive Rebound.,78,55
1:47,2529,Charles Tucker Jr. missed Layup.,78,55
1:47,2458,Mike Ranson Defensive Rebound.,78,55
1:39,2458,DJ Miles made Three Point Jumper. Assisted by Tyler Loose.,81,55
1:19,2458,Foul on Jon'te Dotson.,81,55
1:19,2529,Cole Walton made Free Throw.,81,56
1:19,2529,Cole Walton made Free Throw.,81,57
0:58,2529,Foul on Charles Tucker Jr..,81,57
0:55,2458,Mike Ranson missed Three Point Jumper.,81,57
0:55,2529,Mario Matasovic Defensive Rebound.,81,57
0:42,2458,Foul on DJ Miles.,81,57
0:42,2529,Cole Walton made Free Throw.,81,58
0:42,2529,Cole Walton made Free Throw.,81,59
0:20,2458,Mike Ranson missed Layup.,81,59
0:20,2529,Cole Walton Defensive Rebound.,81,59
0:11,2529,Charles Tucker Jr. missed Layup.,81,59
0:11,2458,Jon'te Dotson Block.,81,59
0:08,2458,Jon'te Dotson Defensive Rebound.,81,59
0:00,2529,End of Game,81,59
