Vanderbilt,9,Arizona State,238
11:13,238,Vanderbilt  Turnover.,15,4
10:56,9,Remy Martin Turnover.,15,4
10:44,238,Foul on Clevon Brown.,15,4
10:44,238,Clevon Brown Turnover.,15,4
10:30,9,Kodi Justice made Layup.,15,6
10:09,238,Foul on Payton Willis.,15,6
10:09,238,Payton Willis Turnover.,15,6
9:52,9,De'Quon Lake Turnover.,15,6
9:41,238,Saben Lee made Layup.,17,6
9:25,9,Tra Holder missed Layup.,17,6
9:25,9,Romello White Offensive Rebound.,17,6
9:19,9,Romello White made Layup.,17,8
8:56,238,Foul on Jeff Roberson.,17,8
8:56,238,Jeff Roberson Turnover.,17,8
8:51,9,Kodi Justice missed Three Point Jumper.,17,8
8:51,238,Vanderbilt Defensive Rebound.,17,8
8:43,9,Foul on Romello White.,17,8
8:26,238,Jeff Roberson missed Layup.,17,8
8:26,9,De'Quon Lake Block.,17,8
8:26,238,Vanderbilt Offensive Rebound.,17,8
8:23,9,Foul on Mickey Mitchell.,17,8
8:22,238,Matthew Fisher-Davis missed Three Point Jumper.,17,8
8:22,9,Shannon Evans II Defensive Rebound.,17,8
8:16,9,Tra Holder Turnover.,17,8
8:16,238,Saben Lee Steal.,17,8
8:13,238,Saben Lee made Layup.,19,8
7:59,238,Foul on Saben Lee.,19,8
7:59,9,Official TV Timeout,19,8
7:59,9,Shannon Evans II made Free Throw.,19,9
7:59,9,Shannon Evans II made Free Throw.,19,10
7:34,238,Riley LaChance missed Three Point Jumper.,19,10
7:34,9,Mickey Mitchell Defensive Rebound.,19,10
7:26,9,Tra Holder missed Layup.,19,10
7:26,9,Mickey Mitchell Offensive Rebound.,19,10
7:22,238,Foul on Joe Toye.,19,10
7:22,9,Mickey Mitchell missed Free Throw.,19,10
7:22,9,Arizona State Deadball Team Rebound.,19,10
7:22,9,Mickey Mitchell missed Free Throw.,19,10
7:22,238,Jeff Roberson Defensive Rebound.,19,10
6:57,238,Joe Toye missed Three Point Jumper.,19,10
6:57,238,Matthew Fisher-Davis Offensive Rebound.,19,10
6:51,238,Matthew Fisher-Davis Turnover.,19,10
6:51,9,Mickey Mitchell Steal.,19,10
6:48,9,Mickey Mitchell made Dunk.,19,12
6:37,238,Vanderbilt  Timeout,19,12
6:15,238,Saben Lee missed Three Point Jumper.,19,12
6:15,238,Matthew Fisher-Davis Offensive Rebound.,19,12
6:02,238,Joe Toye Turnover.,19,12
5:50,9,Shannon Evans II missed Three Point Jumper.,19,12
5:50,238,Matthew Fisher-Davis Block.,19,12
5:50,9,Mickey Mitchell Offensive Rebound.,19,12
5:42,238,Foul on Riley LaChance.,19,12
5:42,9,Tra Holder made Free Throw.,19,13
5:42,9,Tra Holder made Free Throw.,19,14
5:30,238,Jeff Roberson made Layup. Assisted by Matthew Fisher-Davis.,21,14
5:30,9,Foul on Tra Holder.,21,14
5:30,238,Jeff Roberson made Free Throw.,22,14
5:19,9,Tra Holder missed Three Point Jumper.,22,14
5:19,238,Matthew Fisher-Davis Defensive Rebound.,22,14
5:08,9,Foul on De'Quon Lake.,22,14
5:08,238,Jeff Roberson made Free Throw.,23,14
5:08,238,Jeff Roberson made Free Throw.,24,14
4:55,238,Foul on Joe Toye.,24,14
4:55,9,Kodi Justice made Free Throw.,24,15
4:55,9,Kodi Justice made Free Throw.,24,16
4:47,238,Riley LaChance missed Jumper.,24,16
4:47,9,Vitaliy Shibel Defensive Rebound.,24,16
4:47,9,Vitaliy Shibel Turnover.,24,16
4:47,238,Saben Lee Steal.,24,16
4:38,238,Saben Lee Turnover.,24,16
4:38,9,Mickey Mitchell Steal.,24,16
4:18,9,Remy Martin made Layup.,24,18
3:55,238,Jeff Roberson missed Jumper.,24,18
3:55,9,Mickey Mitchell Defensive Rebound.,24,18
3:49,9,Shannon Evans II made Three Point Jumper. Assisted by Mickey Mitchell.,24,21
3:44,9,Official TV Timeout,24,21
3:44,238,Clevon Brown missed Layup.,24,21
3:17,9,Remy Martin Block.,24,21
3:17,9,Tra Holder Defensive Rebound.,24,21
3:12,9,Tra Holder made Layup.,24,23
2:53,238,Clevon Brown missed Layup.,24,23
2:53,9,Mickey Mitchell Defensive Rebound.,24,23
2:23,9,Tra Holder missed Layup.,24,23
2:23,238,Riley LaChance Defensive Rebound.,24,23
2:19,238,Matthew Fisher-Davis missed Three Point Jumper.,24,23
2:19,238,Saben Lee Offensive Rebound.,24,23
2:13,9,Foul on Mickey Mitchell.,24,23
1:55,238,Joe Toye missed Jumper.,24,23
1:55,238,Vanderbilt Offensive Rebound.,24,23
1:53,238,Vanderbilt  Turnover.,24,23
1:46,9,Remy Martin Turnover.,24,23
1:46,238,Saben Lee Steal.,24,23
1:41,238,Payton Willis made Layup. Assisted by Saben Lee.,26,23
1:41,9,Foul on Shannon Evans II.,26,23
1:41,238,Payton Willis made Free Throw.,27,23
1:27,9,Remy Martin missed Layup.,27,23
1:27,238,Saben Lee Defensive Rebound.,27,23
1:27,238,Saben Lee made Layup.,29,23
1:27,9,Foul on Mickey Mitchell.,29,23
1:27,238,Saben Lee missed Free Throw.,29,23
1:27,9,Mickey Mitchell Defensive Rebound.,29,23
1:19,9,Mickey Mitchell made Dunk.,29,25
0:49,238,Payton Willis missed Layup.,29,25
0:49,9,Mickey Mitchell Defensive Rebound.,29,25
0:41,9,Tra Holder made Layup.,29,27
0:24,9,Foul on Remy Martin.,29,27
0:24,238,Saben Lee missed Free Throw.,29,27
0:24,9,Mickey Mitchell Defensive Rebound.,29,27
0:05,9,Tra Holder made Three Point Jumper.,29,30
0:00,9,End of 1st half,29,30
20:00,9,Jump Ball won by Arizona State,29,30
19:45,9,Vitaliy Shibel made Layup. Assisted by Romello White.,29,32
19:23,238,Riley LaChance missed Layup.,29,32
19:23,9,Romello White Block.,29,32
19:23,238,Vanderbilt Offensive Rebound.,29,32
19:21,238,Joe Toye Turnover.,29,32
19:21,9,Tra Holder Steal.,29,32
19:14,9,Tra Holder missed Layup.,29,32
19:14,238,Joe Toye Block.,29,32
19:14,9,Romello White Offensive Rebound.,29,32
19:03,9,Romello White made Layup.,29,34
18:58,238,Joe Toye made Dunk.,31,34
18:51,9,Shannon Evans II made Layup.,31,36
18:24,238,Jeff Roberson missed Three Point Jumper.,31,36
18:24,238,Joe Toye Offensive Rebound.,31,36
18:19,238,Joe Toye missed Layup.,31,36
18:19,238,Jeff Roberson Offensive Rebound.,31,36
18:10,238,Foul on Matthew Fisher-Davis.,31,36
18:10,238,Matthew Fisher-Davis Turnover.,31,36
18:00,9,Shannon Evans II made Three Point Jumper.,31,39
17:48,238,Vanderbilt  Timeout,31,39
17:37,9,Foul on Kodi Justice.,31,39
17:20,238,Riley LaChance missed Jumper.,31,39
17:20,9,Tra Holder Defensive Rebound.,31,39
17:09,9,Romello White made Layup. Assisted by Tra Holder.,31,41
16:53,238,Joe Toye missed Three Point Jumper.,31,41
16:53,9,Kodi Justice Defensive Rebound.,31,41
16:44,9,Kodi Justice made Three Point Jumper.,31,44
16:24,238,Jeff Roberson missed Layup.,31,44
16:24,9,Romello White Block.,31,44
16:24,9,Shannon Evans II Defensive Rebound.,31,44
16:17,9,Romello White made Dunk. Assisted by Shannon Evans II.,31,46
16:00,9,Foul on Romello White.,31,46
16:00,9,Official TV Timeout,31,46
15:49,9,Foul on Vitaliy Shibel.,31,46
15:49,238,Saben Lee missed Free Throw.,31,46
15:49,238,Vanderbilt Deadball Team Rebound.,31,46
15:49,238,Saben Lee made Free Throw.,32,46
15:20,9,Tra Holder made Layup.,32,48
15:20,238,Foul on Jeff Roberson.,32,48
15:20,9,Tra Holder made Free Throw.,32,49
14:55,238,Matthew Fisher-Davis made Jumper. Assisted by Saben Lee.,34,49
14:35,9,Vitaliy Shibel missed Three Point Jumper.,34,49
14:35,238,Matthew Fisher-Davis Defensive Rebound.,34,49
14:28,238,Matthew Fisher-Davis missed Three Point Jumper.,34,49
14:28,9,Mickey Mitchell Defensive Rebound.,34,49
14:19,9,Remy Martin made Layup. Assisted by Mickey Mitchell.,34,51
13:49,238,Saben Lee missed Three Point Jumper.,34,51
13:49,9,Mickey Mitchell Defensive Rebound.,34,51
13:41,238,Foul on Riley LaChance.,34,51
13:35,9,Tra Holder made Three Point Jumper.,34,54
13:14,9,Foul on Remy Martin.,34,54
13:00,238,Saben Lee made Three Point Jumper. Assisted by Joe Toye.,37,54
12:51,238,Foul on Larry Austin Jr..,37,54
12:51,9,Tra Holder made Free Throw.,37,55
12:51,9,Tra Holder made Free Throw.,37,56
12:48,238,Foul on Saben Lee.,37,56
12:48,238,Saben Lee Turnover.,37,56
12:48,238,Technical Foul on Vanderbilt.,37,56
12:48,9,Shannon Evans II missed Free Throw.,37,56
12:48,9,Arizona State Deadball Team Rebound.,37,56
12:48,9,Shannon Evans II made Free Throw.,37,57
12:35,9,Remy Martin missed Layup.,37,57
12:35,238,Maxwell Evans Defensive Rebound.,37,57
12:19,238,Joe Toye made Layup.,39,57
12:02,9,Shannon Evans II missed Three Point Jumper.,39,57
12:02,238,Jeff Roberson Defensive Rebound.,39,57
11:46,238,Saben Lee made Dunk.,41,57
11:21,9,Remy Martin made Jumper.,41,59
11:15,9,Foul on Remy Martin.,41,59
11:15,9,Official TV Timeout,41,59
11:15,9,Technical Foul on Remy Martin.,41,59
11:15,9,Official TV Timeout,41,59
11:15,238,Jeff Roberson made Free Throw.,42,59
11:15,9,Remy Martin Turnover.,41,59
11:15,9,Official TV Timeout,41,59
11:15,238,Jeff Roberson made Free Throw.,43,59
11:00,238,Maxwell Evans missed Three Point Jumper.,43,59
11:00,9,Arizona State Defensive Rebound.,43,59
10:50,238,Foul on Larry Austin Jr..,43,59
10:50,9,Tra Holder made Free Throw.,43,60
10:50,9,Tra Holder made Free Throw.,43,61
10:37,238,Joe Toye missed Three Point Jumper.,43,61
10:37,238,Jeff Roberson Offensive Rebound.,43,61
10:31,238,Joe Toye missed Three Point Jumper.,43,61
10:29,238,Larry Austin Jr. Offensive Rebound.,43,61
10:28,238,Larry Austin Jr. made Layup.,45,61
10:05,9,Shannon Evans II missed Three Point Jumper.,45,61
10:05,9,Romello White Offensive Rebound.,45,61
9:59,9,Romello White missed Two Point Tip Shot.,45,61
9:59,238,Matthew Fisher-Davis Defensive Rebound.,45,61
9:53,9,Foul on Romello White.,45,61
9:53,238,Larry Austin Jr. made Free Throw.,46,61
9:53,238,Larry Austin Jr. made Free Throw.,47,61
9:39,9,Kodi Justice Turnover.,47,61
9:39,238,Matthew Fisher-Davis Steal.,47,61
9:33,238,Larry Austin Jr. made Layup. Assisted by Matthew Fisher-Davis.,49,61
9:30,9,Arizona State  Timeout,49,61
9:17,238,Foul on Payton Willis.,49,61
9:17,9,Tra Holder made Free Throw.,49,62
9:17,9,Tra Holder made Free Throw.,49,63
9:08,9,Foul on Vitaliy Shibel.,49,63
9:08,238,Saben Lee made Free Throw.,50,63
9:08,238,Saben Lee made Free Throw.,51,63
8:48,238,Foul on Matthew Fisher-Davis.,51,63
8:48,9,Mickey Mitchell missed Free Throw.,51,63
8:48,238,Matthew Fisher-Davis Defensive Rebound.,51,63
8:31,238,Matthew Fisher-Davis missed Layup.,51,63
8:31,9,Shannon Evans II Defensive Rebound.,51,63
8:00,9,Shannon Evans II missed Three Point Jumper.,51,63
8:00,238,Jeff Roberson Defensive Rebound.,51,63
7:52,238,Jeff Roberson missed Three Point Jumper.,51,63
7:52,9,Arizona State Defensive Rebound.,51,63
7:49,9,Official TV Timeout,51,63
7:31,9,Tra Holder made Layup.,51,65
7:11,238,Saben Lee made Layup.,53,65
7:11,9,Foul on Mickey Mitchell.,53,65
7:11,238,Saben Lee missed Free Throw.,53,65
7:11,9,Kodi Justice Defensive Rebound.,53,65
7:00,9,Kodi Justice missed Three Point Jumper.,53,65
7:00,9,Mickey Mitchell Offensive Rebound.,53,65
6:57,238,Foul on Jeff Roberson.,53,65
6:57,9,Mickey Mitchell made Free Throw.,53,66
6:57,9,Mickey Mitchell made Free Throw.,53,67
6:42,238,Larry Austin Jr. missed Jumper.,53,67
6:42,9,Arizona State Defensive Rebound.,53,67
6:17,9,Tra Holder Turnover.,53,67
6:05,238,Jeff Roberson Turnover.,53,67
6:05,9,Tra Holder Steal.,53,67
6:01,9,Shannon Evans II made Layup. Assisted by Tra Holder.,53,69
5:48,238,Matthew Fisher-Davis missed Three Point Jumper.,53,69
5:48,9,Tra Holder Defensive Rebound.,53,69
5:39,238,Foul on Riley LaChance.,53,69
5:39,9,Tra Holder made Free Throw.,53,70
5:39,9,Tra Holder made Free Throw.,53,71
5:27,238,Riley LaChance missed Layup.,53,71
5:27,9,Kodi Justice Defensive Rebound.,53,71
5:19,9,Remy Martin missed Layup.,53,71
5:19,238,Jeff Roberson Defensive Rebound.,53,71
5:12,9,Foul on Shannon Evans II.,53,71
5:12,238,Saben Lee made Free Throw.,54,71
5:12,238,Saben Lee made Free Throw.,55,71
5:01,9,Kodi Justice missed Three Point Jumper.,55,71
5:01,238,Matthew Fisher-Davis Defensive Rebound.,55,71
4:53,238,Joe Toye missed Three Point Jumper.,55,71
4:53,9,Remy Martin Defensive Rebound.,55,71
4:31,9,Foul on Romello White.,55,71
4:31,9,Romello White Turnover.,55,71
4:12,238,Saben Lee missed Three Point Jumper.,55,71
4:12,9,Kodi Justice Defensive Rebound.,55,71
3:52,9,Tra Holder Turnover.,55,71
3:52,9,Official TV Timeout,55,71
3:30,238,Saben Lee made Layup.,57,71
3:14,9,Tra Holder Turnover.,57,71
3:14,238,Matthew Fisher-Davis Steal.,57,71
3:05,238,Matthew Fisher-Davis missed Three Point Jumper.,57,71
3:05,238,Saben Lee Offensive Rebound.,57,71
3:04,238,Saben Lee made Two Point Tip Shot.,59,71
2:34,9,Mickey Mitchell made Layup.,59,73
2:11,238,Riley LaChance missed Three Point Jumper.,59,73
2:11,9,Remy Martin Defensive Rebound.,59,73
1:57,9,Tra Holder missed Three Point Jumper.,59,73
1:57,9,Remy Martin Offensive Rebound.,59,73
1:53,9,Tra Holder missed Three Point Jumper.,59,73
1:53,238,Saben Lee Defensive Rebound.,59,73
1:44,238,Joe Toye missed Three Point Jumper.,59,73
1:44,9,Arizona State Defensive Rebound.,59,73
1:39,238,Vanderbilt  Timeout,59,73
1:22,9,Kodi Justice missed Three Point Jumper.,59,73
1:22,238,Vanderbilt Defensive Rebound.,59,73
1:09,238,Saben Lee missed Layup.,59,73
1:09,238,Vanderbilt Offensive Rebound.,59,73
0:52,238,Clevon Brown made Dunk. Assisted by Saben Lee.,61,73
0:31,238,Foul on Clevon Brown.,61,73
0:31,9,Shannon Evans II made Free Throw.,61,74
0:31,9,Shannon Evans II made Free Throw.,61,75
0:27,238,Maxwell Evans missed Three Point Jumper.,61,75
0:27,238,Vanderbilt Offensive Rebound.,61,75
0:24,9,Foul on Vitaliy Shibel.,61,75
0:24,238,Clevon Brown made Free Throw.,62,75
0:24,238,Clevon Brown missed Free Throw.,62,75
0:24,9,Vitaliy Shibel Defensive Rebound.,62,75
0:22,238,Foul on Joe Toye.,62,75
0:22,9,Vitaliy Shibel missed Free Throw.,62,75
0:22,9,Arizona State Deadball Team Rebound.,62,75
0:22,9,Vitaliy Shibel made Free Throw.,62,76
0:18,238,Joe Toye missed Three Point Jumper.,62,76
0:18,238,Clevon Brown Offensive Rebound.,62,76
0:18,238,Clevon Brown made Layup.,64,76
0:00,9,End of Game,64,76
