Florida A&amp;M,59,Georgia Tech,50
12:30,50,Florida A&M Deadball Team Rebound.,6,17
12:28,59,Foul on Ben Lammers.,6,17
12:19,50,Nick Severado Turnover.,6,17
12:17,59,Evan Cole Steal.,6,17
12:15,50,Foul on Brendon Myles.,6,17
11:53,59,Ben Lammers missed Three Point Jumper.,6,17
11:53,50,Nick Severado Defensive Rebound.,6,17
11:31,50,Isaiah Martin made Jumper.,8,17
11:22,59,Foul on Ben Lammers.,8,17
11:22,59,Ben Lammers Turnover.,8,17
11:22,59,Official TV Timeout,8,17
10:54,50,Nasir Core missed Three Point Jumper.,8,17
10:54,59,Abdoulaye Gueye Defensive Rebound.,8,17
10:38,59,Evan Cole made Layup. Assisted by Abdoulaye Gueye.,8,19
10:06,50,Isaiah Martin made Jumper. Assisted by Nasir Core.,10,19
9:49,59,Josh Okogie missed Layup.,10,19
9:49,50,Nick Severado Defensive Rebound.,10,19
9:42,50,Nasir Core missed Layup.,10,19
9:42,59,Evan Cole Block.,10,19
9:40,59,Josh Okogie Defensive Rebound.,10,19
9:35,50,Foul on Nick Severado.,10,19
9:35,59,Josh Okogie missed Free Throw.,10,19
9:35,59,Georgia Tech Deadball Team Rebound.,10,19
9:35,59,Josh Okogie made Free Throw.,10,20
9:21,50,Isaiah Martin made Dunk. Assisted by Javonni Harrell.,12,20
9:05,59,Evan Cole missed Three Point Jumper.,12,20
9:05,59,Abdoulaye Gueye Offensive Rebound.,12,20
8:47,59,Justin Moore Turnover.,12,20
8:27,50,Elijah Mayes Turnover.,12,20
8:18,59,Abdoulaye Gueye made Layup.,12,22
7:54,50,Nasir Core Turnover.,12,22
7:53,59,Abdoulaye Gueye Steal.,12,22
7:49,59,Foul on Jose Alvarado.,12,22
7:49,59,Jose Alvarado Turnover.,12,22
7:49,59,Official TV Timeout,12,22
7:38,50,Florida A&M  Turnover.,12,22
7:19,59,Abdoulaye Gueye missed Layup.,12,22
7:19,59,Josh Okogie Offensive Rebound.,12,22
7:13,59,Foul on Tadric Jackson.,12,22
7:13,59,Tadric Jackson Turnover.,12,22
6:47,50,Javonni Harrell Turnover.,12,22
6:47,59,Jose Alvarado Steal.,12,22
6:43,50,Foul on Craig Bowman.,12,22
6:43,59,Moses Wright made Free Throw.,12,23
6:43,59,Moses Wright made Free Throw.,12,24
6:32,50,Craig Bowman Turnover.,12,24
6:21,59,Tadric Jackson Turnover.,12,24
6:20,50,Craig Bowman Steal.,12,24
6:18,50,Nasir Core missed Layup.,12,24
6:18,59,Josh Okogie Block.,12,24
6:16,59,Jose Alvarado Defensive Rebound.,12,24
6:08,59,Josh Okogie missed Jumper.,12,24
6:08,50,Nick Severado Defensive Rebound.,12,24
5:58,50,Isaiah Martin Turnover.,12,24
5:32,59,Abdoulaye Gueye missed Layup.,12,24
5:32,59,Moses Wright Offensive Rebound.,12,24
5:30,59,Moses Wright made Dunk.,12,26
5:11,50,Craig Bowman missed Jumper.,12,26
5:11,59,Jose Alvarado Defensive Rebound.,12,26
5:04,59,Moses Wright made Dunk. Assisted by Josh Okogie.,12,28
5:00,50,Florida A&M  Timeout,12,28
4:34,50,Isaiah Martin made Jumper.,14,28
4:24,59,Josh Okogie missed Layup.,14,28
4:24,50,Craig Bowman Defensive Rebound.,14,28
4:17,50,Nasir Core made Layup. Assisted by Craig Bowman.,16,28
3:59,59,Josh Okogie missed Jumper.,16,28
3:59,59,Josh Okogie Offensive Rebound.,16,28
3:55,50,Foul on Isaiah Martin.,16,28
3:55,59,Official TV Timeout,16,28
3:55,59,Abdoulaye Gueye missed Free Throw.,16,28
3:55,59,Georgia Tech Deadball Team Rebound.,16,28
3:55,59,Abdoulaye Gueye missed Free Throw.,16,28
3:55,50,Craig Bowman Defensive Rebound.,16,28
3:36,59,Foul on Brandon Alston.,16,28
3:36,50,Isaiah Martin missed Free Throw.,16,28
3:36,50,Florida A&M Deadball Team Rebound.,16,28
3:36,50,Isaiah Martin missed Free Throw.,16,28
3:36,59,Moses Wright Defensive Rebound.,16,28
3:25,59,Tadric Jackson made Jumper.,16,30
3:00,50,Nick Severado missed Layup.,16,30
3:00,59,Moses Wright Block.,16,30
3:00,59,Moses Wright Defensive Rebound.,16,30
2:48,59,Moses Wright made Layup. Assisted by Jose Alvarado.,16,32
2:39,50,Justin Ravenel missed Layup.,16,32
2:39,59,Tadric Jackson Block.,16,32
2:39,59,Georgia Tech Defensive Rebound.,16,32
2:25,59,Jose Alvarado missed Three Point Jumper.,16,32
2:25,59,Brandon Alston Offensive Rebound.,16,32
2:04,59,Abdoulaye Gueye missed Jumper.,16,32
2:04,50,Isaiah Martin Defensive Rebound.,16,32
1:56,50,Justin Ravenel made Three Point Jumper. Assisted by Nasir Core.,19,32
1:33,59,Tadric Jackson made Three Point Jumper. Assisted by Abdoulaye Gueye.,19,35
1:31,59,Georgia Tech  Timeout,19,35
1:05,50,Craig Bowman missed Three Point Jumper.,19,35
1:05,59,Tadric Jackson Defensive Rebound.,19,35
0:44,59,Tadric Jackson missed Jumper.,19,35
0:44,50,Craig Bowman Defensive Rebound.,19,35
0:37,50,Justin Ravenel made Layup. Assisted by Craig Bowman.,21,35
0:36,59,Foul on Moses Wright.,21,35
0:36,50,Justin Ravenel made Free Throw.,22,35
0:07,59,Moses Wright Turnover.,22,35
0:00,50,Nasir Core missed Jumper.,22,35
0:00,59,Georgia Tech Deadball Team Rebound.,22,35
0:00,59,End of 1st half,22,35
19:44,59,Jose Alvarado missed Jumper.,22,35
19:44,50,Isaiah Martin Block.,22,35
19:42,50,Elijah Mayes Defensive Rebound.,22,35
19:39,50,Desmond Williams made Layup. Assisted by Elijah Mayes.,24,35
19:22,59,Moses Wright missed Three Point Jumper.,24,35
19:22,50,Isaiah Martin Defensive Rebound.,24,35
19:12,50,Desmond Williams missed Jumper.,24,35
19:12,59,Moses Wright Defensive Rebound.,24,35
18:59,59,Moses Wright made Layup. Assisted by Ben Lammers.,24,37
18:58,50,Foul on Nick Severado.,24,37
18:58,59,Moses Wright missed Free Throw.,24,37
18:58,50,Nick Severado Defensive Rebound.,24,37
18:33,50,Nasir Core Turnover.,24,37
18:32,59,Ben Lammers Steal.,24,37
18:14,50,Foul on Nasir Core.,24,37
18:14,59,Josh Okogie made Free Throw.,24,38
18:14,59,Josh Okogie made Free Throw.,24,39
17:47,50,Nick Severado missed Jumper.,24,39
17:47,59,Josh Okogie Block.,24,39
17:44,50,Nick Severado Offensive Rebound.,24,39
17:42,50,Isaiah Martin missed Layup.,24,39
17:42,50,Isaiah Martin Offensive Rebound.,24,39
17:40,50,Isaiah Martin missed Layup.,24,39
17:40,50,Nasir Core Offensive Rebound.,24,39
17:33,50,Elijah Mayes made Three Point Jumper. Assisted by Nasir Core.,27,39
17:07,50,Foul on Desmond Williams.,27,39
17:07,59,Moses Wright made Free Throw.,27,40
17:07,59,Moses Wright missed Free Throw.,27,40
17:07,50,Justin Ravenel Defensive Rebound.,27,40
16:51,50,Elijah Mayes missed Jumper.,27,40
16:51,59,Justin Moore Defensive Rebound.,27,40
16:41,59,Justin Moore Turnover.,27,40
16:41,50,Justin Ravenel Steal.,27,40
16:37,59,Foul on Justin Moore.,27,40
16:37,50,Justin Ravenel made Free Throw.,28,40
16:37,50,Justin Ravenel made Free Throw.,29,40
16:23,59,Jose Alvarado missed Layup.,29,40
16:23,59,Ben Lammers Offensive Rebound.,29,40
16:22,50,Foul on Nick Severado.,29,40
16:22,59,Ben Lammers made Free Throw.,29,41
16:22,59,Ben Lammers made Free Throw.,29,42
16:09,50,Justin Ravenel Turnover.,29,42
16:09,59,Jose Alvarado Steal.,29,42
16:05,59,Josh Okogie made Layup. Assisted by Jose Alvarado.,29,44
15:53,50,Justin Ravenel missed Three Point Jumper.,29,44
15:53,59,Ben Lammers Defensive Rebound.,29,44
15:40,59,Josh Okogie missed Three Point Jumper.,29,44
15:40,59,Josh Okogie Offensive Rebound.,29,44
15:38,59,Josh Okogie made Layup.,29,46
15:06,50,Brendon Myles missed Jumper.,29,46
15:06,50,Isaiah Martin Offensive Rebound.,29,46
15:03,50,Isaiah Martin missed Two Point Tip Shot.,29,46
15:03,59,Moses Wright Defensive Rebound.,29,46
14:45,59,Moses Wright made Jumper. Assisted by Brandon Alston.,29,48
14:16,50,Desmond Williams missed Jumper.,29,48
14:16,59,Moses Wright Defensive Rebound.,29,48
14:08,59,Brandon Alston made Three Point Jumper. Assisted by Jose Alvarado.,29,51
13:38,59,Official TV Timeout,29,51
13:20,50,Justin Ravenel missed Three Point Jumper.,29,51
13:20,59,Jose Alvarado Defensive Rebound.,29,51
13:06,59,Ben Lammers missed Jumper.,29,51
13:06,50,Brendon Myles Defensive Rebound.,29,51
12:58,50,Foul on Desmond Williams.,29,51
12:58,50,Desmond Williams Turnover.,29,51
12:33,59,Ben Lammers made Jumper. Assisted by Brandon Alston.,29,53
12:19,50,Brendon Myles Turnover.,29,53
12:18,59,Moses Wright Steal.,29,53
12:15,59,Moses Wright made Dunk. Assisted by Jose Alvarado.,29,55
12:03,50,Brendon Myles missed Three Point Jumper.,29,55
12:03,59,Ben Lammers Defensive Rebound.,29,55
11:42,59,Brandon Alston made Jumper.,29,57
11:25,50,Isaiah Martin Turnover.,29,57
11:25,59,Josh Okogie Steal.,29,57
11:22,59,Josh Okogie made Dunk.,29,59
11:15,50,Brendon Myles Turnover.,29,59
11:15,59,Moses Wright Steal.,29,59
11:14,59,Official TV Timeout,29,59
11:02,59,Ben Lammers missed Jumper.,29,59
11:02,50,Nasir Core Defensive Rebound.,29,59
10:53,59,Foul on Jose Alvarado.,29,59
10:37,50,Elijah Mayes missed Jumper.,29,59
10:37,59,Evan Cole Defensive Rebound.,29,59
10:23,59,Evan Cole Turnover.,29,59
10:22,50,Nick Severado Steal.,29,59
10:08,50,Isaiah Martin missed Layup.,29,59
10:08,50,Isaiah Martin Offensive Rebound.,29,59
9:54,59,Foul on Evan Cole.,29,59
9:54,50,Nasir Core made Free Throw.,30,59
9:54,50,Nasir Core missed Free Throw.,30,59
9:54,59,Evan Cole Defensive Rebound.,30,59
9:38,59,Brandon Alston Turnover.,30,59
9:30,50,Nasir Core Turnover.,30,59
9:27,59,Justin Moore missed Layup.,30,59
9:27,50,Isaiah Martin Defensive Rebound.,30,59
9:19,50,Craig Bowman missed Three Point Jumper.,30,59
9:19,59,Evan Cole Defensive Rebound.,30,59
9:12,59,Brandon Alston made Layup.,30,61
9:06,59,Foul on Jose Alvarado.,30,61
8:55,50,Nasir Core made Three Point Jumper. Assisted by Nick Severado.,33,61
8:38,50,Foul on Isaiah Martin.,33,61
8:38,59,Josh Okogie made Free Throw.,33,62
8:38,59,Josh Okogie made Free Throw.,33,63
8:17,50,Elijah Mayes missed Jumper.,33,63
8:17,59,Jose Alvarado Defensive Rebound.,33,63
8:03,59,Evan Cole missed Layup.,33,63
8:03,59,Ben Lammers Offensive Rebound.,33,63
7:54,59,Josh Okogie made Three Point Jumper. Assisted by Ben Lammers.,33,66
7:30,50,Elijah Mayes Turnover.,33,66
7:29,59,Justin Moore Steal.,33,66
7:24,50,Foul on Craig Bowman.,33,66
7:24,59,Official TV Timeout,33,66
7:24,59,Jose Alvarado made Free Throw.,33,67
7:24,59,Jose Alvarado made Free Throw.,33,68
7:11,50,Justin Ravenel missed Jumper.,33,68
7:11,59,Jose Alvarado Defensive Rebound.,33,68
6:57,50,Foul on Justin Ravenel.,33,68
6:57,59,Evan Cole made Free Throw.,33,69
6:57,59,Evan Cole made Free Throw.,33,70
6:49,50,Isaiah Martin made Layup. Assisted by Javonni Harrell.,35,70
6:49,59,Foul on Justin Moore.,35,70
6:49,50,Isaiah Martin missed Free Throw.,35,70
6:49,59,Evan Cole Defensive Rebound.,35,70
6:44,50,Foul on Craig Bowman.,35,70
6:44,59,Jose Alvarado made Free Throw.,35,71
6:44,59,Jose Alvarado made Free Throw.,35,72
6:29,50,Nasir Core missed Three Point Jumper.,35,72
6:29,59,Justin Moore Defensive Rebound.,35,72
6:11,59,Brandon Alston Turnover.,35,72
6:10,50,Craig Bowman Steal.,35,72
6:07,59,Foul on Josh Okogie.,35,72
6:07,50,Craig Bowman missed Free Throw.,35,72
6:07,50,Florida A&M Deadball Team Rebound.,35,72
6:07,50,Craig Bowman made Free Throw.,36,72
5:56,59,Evan Cole Turnover.,36,72
5:48,50,Bryce Moragne made Layup. Assisted by Craig Bowman.,38,72
5:27,59,Brandon Alston made Jumper.,38,74
5:19,50,Bryce Moragne missed Jumper.,38,74
5:19,50,Javonni Harrell Offensive Rebound.,38,74
5:09,50,Javonni Harrell missed Jumper.,38,74
5:09,59,Justin Moore Defensive Rebound.,38,74
5:04,59,Justin Moore made Layup.,38,76
4:30,50,Justin Ravenel missed Jumper.,38,76
4:30,50,Bryce Moragne Offensive Rebound.,38,76
4:16,50,Justin Ravenel made Jumper.,40,76
4:00,59,Brandon Alston missed Three Point Jumper.,40,76
4:00,59,Georgia Tech Offensive Rebound.,40,76
3:55,59,Official TV Timeout,40,76
3:39,59,Evan Cole missed Three Point Jumper.,40,76
3:39,59,Brandon Alston Offensive Rebound.,40,76
3:32,59,Justin Moore missed Three Point Jumper.,40,76
3:32,50,Florida A&M Deadball Team Rebound.,40,76
3:31,59,Foul on Abdoulaye Gueye.,40,76
3:31,50,Isaiah Martin missed Free Throw.,40,76
3:31,59,Abdoulaye Gueye Defensive Rebound.,40,76
2:59,50,Isaiah Martin missed Layup.,40,76
2:59,59,Abdoulaye Gueye Block.,40,76
2:58,59,Abdoulaye Gueye Defensive Rebound.,40,76
2:57,59,Abdoulaye Gueye made Jumper.,40,78
2:51,59,Justin Moore Turnover.,40,78
2:50,50,Craig Bowman Steal.,40,78
2:43,50,Bryce Moragne made Free Throw.,41,78
2:43,59,Foul on Evan Cole.,41,78
2:43,50,Bryce Moragne made Free Throw.,42,78
2:18,59,Brandon Alston missed Jumper.,42,78
2:18,50,Javonni Harrell Defensive Rebound.,42,78
2:10,59,Foul on Abdoulaye Gueye.,42,78
2:10,50,Bryce Moragne made Free Throw.,43,78
2:10,50,Bryce Moragne made Free Throw.,44,78
1:53,50,Foul on Bryce Moragne.,44,78
1:53,59,Jon Brown missed Free Throw.,44,78
1:53,59,Georgia Tech Deadball Team Rebound.,44,78
1:53,59,Jon Brown missed Free Throw.,44,78
1:53,59,Avi Schafer Offensive Rebound.,44,78
1:53,59,Avi Schafer missed Two Point Tip Shot.,44,78
1:53,50,Isaiah Martin Defensive Rebound.,44,78
1:38,50,Isaiah Martin made Layup. Assisted by Bryce Moragne.,46,78
1:27,59,Justin Moore Turnover.,46,78
1:16,50,Javonni Harrell missed Layup.,46,78
1:16,59,Evan Jester Defensive Rebound.,46,78
0:56,50,Foul on Rashad Austin.,46,78
0:56,59,Evan Jester missed Free Throw.,46,78
0:56,59,Georgia Tech Deadball Team Rebound.,46,78
0:56,59,Evan Jester made Free Throw.,46,79
0:49,50,Craig Bowman missed Layup.,46,79
0:49,50,Florida A&M Offensive Rebound.,46,79
0:38,50,Craig Bowman made Three Point Jumper.,49,79
0:19,59,Malachi Rice missed Jumper.,49,79
0:19,59,Georgia Tech Offensive Rebound.,49,79
0:14,59,Evan Jester missed Three Point Jumper.,49,79
0:14,50,Craig Bowman Defensive Rebound.,49,79
0:05,50,Bryce Moragne made Dunk. Assisted by Craig Bowman.,51,79
0:04,59,Evan Jester Turnover.,51,79
0:04,50,Craig Bowman Steal.,51,79
0:02,50,Bryce Moragne made Three Point Jumper. Assisted by Craig Bowman.,54,79
0:00,59,End of Game,54,79
