Furman,350,UNC Wilmington,231
14:13,231,Foul on John Davis III.,12,13
14:09,231,Foul on Jalen Williams.,12,13
14:04,350,Jordon Talley made Layup.,12,15
13:35,231,Alex Hunter made Jumper. Assisted by Jordan Lyons.,14,15
13:17,350,Jay Estime' Turnover.,14,15
13:15,231,Devin Sibley Steal.,14,15
13:12,350,Foul on Jordon Talley.,14,15
13:12,231,Alex Hunter made Free Throw.,15,15
13:12,231,Alex Hunter made Free Throw.,16,15
12:56,231,Foul on Jordan Lyons.,16,15
12:54,350,Jaylen Fornes made Jumper. Assisted by Jeffrey Gary.,16,17
12:36,231,Foul on Jalen Williams.,16,17
12:36,231,Jalen Williams Turnover.,16,17
12:22,350,Jay Estime' missed Jumper.,16,17
12:22,231,Furman Defensive Rebound.,16,17
12:22,350,Foul on Marcus Bryan.,16,17
12:06,231,Devin Sibley made Three Point Jumper. Assisted by Alex Hunter.,19,17
11:44,350,Jaylen Fornes missed Jumper.,19,17
11:44,231,Devin Sibley Defensive Rebound.,19,17
11:39,231,Jordan Lyons made Three Point Jumper. Assisted by Devin Sibley.,22,17
11:16,350,Jeffrey Gary made Three Point Jumper. Assisted by Jay Estime'.,22,20
11:04,231,Clay Mounce Turnover.,22,20
11:02,350,Ty Taylor II Steal.,22,20
10:58,350,Ty Taylor II made Layup.,22,22
10:34,231,Alex Hunter missed Three Point Jumper.,22,22
10:34,350,Jaylen Fornes Defensive Rebound.,22,22
10:32,350,Jaylen Fornes Turnover.,22,22
10:30,231,Clay Mounce Steal.,22,22
10:27,350,Foul on Jay Estime'.,22,22
10:27,350,Official TV Timeout,22,22
10:27,231,Devin Sibley missed Free Throw.,22,22
10:27,231,Furman Deadball Team Rebound.,22,22
10:27,231,Devin Sibley missed Free Throw.,22,22
10:27,350,Devontae Cacok Defensive Rebound.,22,22
10:14,350,Devontae Cacok made Jumper. Assisted by Jordon Talley.,22,24
9:57,231,Devin Sibley made Layup.,24,24
9:24,350,Devontae Cacok made Jumper.,24,26
9:10,231,Andrew Brown made Jumper.,26,26
8:59,350,Jordon Talley made Jumper.,26,28
8:41,231,Matt Rafferty missed Three Point Jumper.,26,28
8:41,231,Daniel Fowler Offensive Rebound.,26,28
8:33,231,John Davis III made Three Point Jumper.,29,28
8:11,350,Ty Taylor II missed Three Point Jumper.,29,28
8:11,231,Devin Sibley Defensive Rebound.,29,28
8:04,231,Andrew Brown made Three Point Jumper. Assisted by Devin Sibley.,32,28
7:59,350,Official TV Timeout,32,28
7:47,350,Devontae Cacok missed Jumper.,32,28
7:47,231,Andrew Brown Defensive Rebound.,32,28
7:37,231,Devin Sibley made Three Point Jumper.,35,28
7:07,350,Ty Taylor II missed Jumper.,35,28
7:07,350,Jay Estime' Offensive Rebound.,35,28
7:02,350,Ty Taylor II missed Jumper.,35,28
7:02,350,Jaylen Fornes Offensive Rebound.,35,28
7:02,231,Foul on Andrew Brown.,35,28
6:48,350,Devontae Cacok made Layup. Assisted by Jaylen Fornes.,35,30
6:36,350,Foul on Devontae Cacok.,35,30
6:36,231,Devin Sibley missed Free Throw.,35,30
6:36,231,Furman Deadball Team Rebound.,35,30
6:36,231,Devin Sibley missed Free Throw.,35,30
6:36,350,Devontae Cacok Defensive Rebound.,35,30
6:27,350,Jordon Talley made Three Point Jumper. Assisted by Jeffrey Gary.,35,33
6:03,231,Jalen Williams Turnover.,35,33
5:46,350,Jay Estime' missed Three Point Jumper.,35,33
5:46,350,Devontae Cacok Offensive Rebound.,35,33
5:42,350,Devontae Cacok made Layup.,35,35
5:14,231,Foul on Devin Sibley.,35,35
5:14,231,Devin Sibley Turnover.,35,35
5:03,350,Jordon Talley made Layup.,35,37
4:34,231,Jordan Lyons missed Three Point Jumper.,35,37
4:34,350,Jordon Talley Defensive Rebound.,35,37
4:24,231,Foul on Andrew Brown.,35,37
4:24,350,Devontae Cacok made Free Throw.,35,38
4:24,350,Devontae Cacok made Free Throw.,35,39
4:13,350,Foul on Jaylen Fornes.,35,39
4:08,231,Devin Sibley made Layup.,37,39
4:08,350,Foul on Jordon Talley.,37,39
4:08,231,Devin Sibley made Free Throw.,38,39
3:51,350,Jeffrey Gary missed Layup.,38,39
3:51,350,UNC Wilmington Offensive Rebound.,38,39
3:49,350,Official TV Timeout,38,39
3:35,350,Devontae Cacok Turnover.,38,39
3:25,231,Jordan Lyons missed Three Point Jumper.,38,39
3:25,350,Devontae Cacok Defensive Rebound.,38,39
3:05,350,Jeffrey Gary missed Three Point Jumper.,38,39
3:05,231,Matt Rafferty Defensive Rebound.,38,39
2:43,231,Daniel Fowler missed Three Point Jumper.,38,39
2:43,350,Jay Estime' Defensive Rebound.,38,39
2:28,350,Devontae Cacok made Jumper. Assisted by Jeffrey Gary.,38,41
2:04,231,Alex Hunter missed Three Point Jumper.,38,41
2:04,350,Jay Estime' Defensive Rebound.,38,41
1:58,350,Ty Taylor II missed Jumper.,38,41
1:58,350,UNC Wilmington Offensive Rebound.,38,41
1:54,350,Ty Taylor II missed Three Point Jumper.,38,41
1:54,350,Jaylen Fornes Offensive Rebound.,38,41
1:51,231,Foul on Devin Sibley.,38,41
1:51,350,Jaylen Fornes made Free Throw.,38,42
1:51,350,Jaylen Fornes made Free Throw.,38,43
1:36,231,Daniel Fowler made Layup.,40,43
1:36,350,Foul on Devontae Cacok.,40,43
1:36,231,Daniel Fowler missed Free Throw.,40,43
1:36,350,Ty Taylor II Defensive Rebound.,40,43
1:31,350,Jay Estime' Turnover.,40,43
1:30,231,Daniel Fowler Steal.,40,43
1:24,231,Devin Sibley Turnover.,40,43
1:08,350,Jay Estime' Turnover.,40,43
0:56,231,John Davis III missed Jumper.,40,43
0:56,231,Matt Rafferty Offensive Rebound.,40,43
0:52,231,Matt Rafferty made Layup.,42,43
0:48,231,Foul on John Davis III.,42,43
0:48,350,Jaylen Fornes made Free Throw.,42,44
0:48,350,Jaylen Fornes missed Free Throw.,42,44
0:48,231,Matt Rafferty Defensive Rebound.,42,44
0:42,231,Devin Sibley made Three Point Jumper. Assisted by Daniel Fowler.,45,44
0:24,350,Jay Estime' missed Jumper.,45,44
0:24,350,Trey Kalina Offensive Rebound.,45,44
0:22,231,Foul on Geoff Beans.,45,44
0:22,350,Trey Kalina missed Free Throw.,45,44
0:22,350,UNC Wilmington Deadball Team Rebound.,45,44
0:22,350,Trey Kalina missed Free Throw.,45,44
0:22,231,Matt Rafferty Defensive Rebound.,45,44
0:04,231,Daniel Fowler missed Jumper.,45,44
0:04,350,Trey Kalina Block.,45,44
0:02,231,Matt Rafferty Offensive Rebound.,45,44
0:00,231,Matt Rafferty made Jumper.,47,44
0:00,350,End of 1st half,45,44
19:48,350,Devontae Cacok made Layup.,47,46
19:38,231,John Davis III Turnover.,47,46
19:37,350,Jaylen Fornes Steal.,47,46
19:35,231,Foul on Daniel Fowler.,47,46
19:35,350,Jaylen Fornes made Free Throw.,47,47
19:35,350,Jaylen Fornes made Free Throw.,47,48
19:22,231,Andrew Brown made Three Point Jumper. Assisted by Devin Sibley.,50,48
19:11,350,Devontae Cacok missed Jumper.,50,48
19:11,231,Matt Rafferty Defensive Rebound.,50,48
19:06,231,Andrew Brown missed Three Point Jumper.,50,48
19:06,231,Matt Rafferty Offensive Rebound.,50,48
18:56,231,John Davis III made Three Point Jumper. Assisted by Daniel Fowler.,53,48
18:37,231,Foul on Matt Rafferty.,53,48
18:37,350,Devontae Cacok missed Free Throw.,53,48
18:37,350,UNC Wilmington Deadball Team Rebound.,53,48
18:37,350,Devontae Cacok made Free Throw.,53,49
18:27,231,Devin Sibley made Three Point Jumper.,56,49
18:24,350,Foul on Devontae Cacok.,56,49
18:24,350,Devontae Cacok Turnover.,56,49
18:13,231,Andrew Brown missed Jumper.,56,49
18:13,350,Marcus Bryan Defensive Rebound.,56,49
18:04,350,Jordon Talley made Jumper.,56,51
17:53,231,Devin Sibley made Jumper.,58,51
17:45,350,Jaylen Fornes missed Three Point Jumper.,58,51
17:45,231,John Davis III Defensive Rebound.,58,51
17:37,231,Daniel Fowler missed Three Point Jumper.,58,51
17:37,350,Devontae Cacok Defensive Rebound.,58,51
17:26,350,Ty Taylor II made Jumper. Assisted by Jordon Talley.,58,53
17:11,231,Andrew Brown missed Jumper.,58,53
17:11,350,Marcus Bryan Defensive Rebound.,58,53
17:03,350,Jordon Talley missed Jumper.,58,53
17:03,231,Daniel Fowler Defensive Rebound.,58,53
16:46,231,Matt Rafferty made Layup. Assisted by Devin Sibley.,60,53
16:38,231,Foul on Andrew Brown.,60,53
16:30,350,Jordon Talley missed Jumper.,60,53
16:30,231,John Davis III Defensive Rebound.,60,53
16:20,231,Devin Sibley made Layup. Assisted by John Davis III.,62,53
16:18,350,Official TV Timeout,62,53
16:13,350,Foul on Jordon Talley.,62,53
16:13,350,Jordon Talley Turnover.,62,53
16:02,231,Foul on Jordan Lyons.,62,53
16:02,231,Jordan Lyons Turnover.,62,53
15:49,350,Jordon Talley missed Jumper.,62,53
15:49,350,Jeffrey Gary Offensive Rebound.,62,53
15:47,231,Foul on Clay Mounce.,62,53
15:47,350,Official TV Timeout,62,53
15:47,350,UNC Wilmington  Timeout,62,53
15:23,231,Foul on Clay Mounce.,62,53
15:23,350,Devontae Cacok missed Free Throw.,62,53
15:23,350,UNC Wilmington Deadball Team Rebound.,62,53
15:23,350,Devontae Cacok made Free Throw.,62,54
15:00,231,Devin Sibley Turnover.,62,54
14:49,350,Jeffrey Gary Turnover.,62,54
14:47,231,Clay Mounce Steal.,62,54
14:43,231,Jordan Lyons missed Three Point Jumper.,62,54
14:43,350,Jeffrey Gary Defensive Rebound.,62,54
14:41,231,Foul on Clay Mounce.,62,54
14:30,350,Foul on Marcus Bryan.,62,54
14:30,350,Marcus Bryan Turnover.,62,54
14:11,231,Foul on Jordan Lyons.,62,54
14:11,231,Jordan Lyons Turnover.,62,54
13:55,350,Jordon Talley missed Jumper.,62,54
13:55,350,Marcus Bryan Offensive Rebound.,62,54
13:51,350,Jay Estime' missed Three Point Jumper.,62,54
13:51,350,Devontae Cacok Offensive Rebound.,62,54
13:33,350,Marcus Bryan missed Jumper.,62,54
13:33,350,Devontae Cacok Offensive Rebound.,62,54
13:28,350,Devontae Cacok made Layup.,62,56
13:07,350,Foul on Devontae Cacok.,62,56
13:07,231,Andrew Brown made Free Throw.,63,56
13:07,231,Andrew Brown made Free Throw.,64,56
12:47,350,Jordon Talley made Three Point Jumper. Assisted by Ty Taylor II.,64,59
12:33,231,Matt Rafferty made Layup.,66,59
12:04,350,Jay Estime' missed Jumper.,66,59
12:04,231,Daniel Fowler Defensive Rebound.,66,59
11:49,350,Foul on Marcus Bryan.,66,59
11:49,350,Official TV Timeout,66,59
11:49,231,Matt Rafferty missed Free Throw.,66,59
11:49,231,Furman Deadball Team Rebound.,66,59
11:49,231,Matt Rafferty made Free Throw.,67,59
11:39,231,Foul on Jalen Williams.,67,59
11:39,350,Jaylen Fornes made Free Throw.,67,60
11:39,350,Jaylen Fornes made Free Throw.,67,61
11:23,231,John Davis III made Three Point Jumper. Assisted by Daniel Fowler.,70,61
11:15,350,Jordon Talley Turnover.,70,61
11:07,350,Foul on Trey Kalina.,70,61
11:07,231,Jalen Williams made Free Throw.,71,61
11:07,231,Jalen Williams made Free Throw.,72,61
10:48,350,Jordon Talley made Jumper.,72,63
10:25,350,Foul on Jordon Talley.,72,63
10:25,231,John Davis III made Free Throw.,73,63
10:25,231,Jalen Williams Defensive Rebound.,74,63
10:25,231,John Davis III made Free Throw.,74,63
10:04,231,Jalen Williams Turnover.,74,63
10:03,350,Jaylen Fornes missed Three Point Jumper.,74,63
10:03,231,Jalen Williams Defensive Rebound.,74,63
9:54,350,Foul on Jeffrey Gary.,74,63
9:54,231,Devin Sibley made Free Throw.,75,63
9:54,231,Technical Foul on Devin Sibley.,75,63
9:54,350,UNC Wilmington Defensive Rebound.,74,63
9:54,231,Devin Sibley missed Free Throw.,75,63
9:54,231,Foul on Devin Sibley.,75,63
9:54,350,Ty Taylor II missed Free Throw.,75,63
9:54,350,UNC Wilmington Deadball Team Rebound.,75,63
9:54,350,Ty Taylor II missed Free Throw.,75,63
9:39,350,Ty Taylor II made Jumper.,75,65
9:19,231,Matt Rafferty made Layup. Assisted by John Davis III.,77,65
9:09,350,Jay Estime' missed Three Point Jumper.,77,65
9:09,350,Trey Kalina Offensive Rebound.,77,65
9:07,231,Foul on Matt Rafferty.,77,65
9:07,350,Trey Kalina made Free Throw.,77,66
9:07,350,Trey Kalina missed Free Throw.,77,66
9:07,231,Daniel Fowler Defensive Rebound.,77,66
8:53,231,Daniel Fowler made Jumper.,79,66
8:30,350,Jeffrey Gary missed Jumper.,79,66
8:30,231,Matt Rafferty Block.,79,66
8:28,231,Devin Sibley Defensive Rebound.,79,66
8:09,231,Matt Rafferty missed Jumper.,79,66
8:09,350,Ty Taylor II Defensive Rebound.,79,66
8:02,350,Jaylen Fornes made Layup.,79,68
8:02,231,Foul on Daniel Fowler.,79,68
8:02,350,Jaylen Fornes made Free Throw.,79,69
7:32,350,Official TV Timeout,79,69
7:32,350,Ty Taylor II missed Free Throw.,79,69
7:32,350,UNC Wilmington Deadball Team Rebound.,79,69
7:32,350,Ty Taylor II missed Free Throw.,79,69
7:32,231,Geoff Beans Defensive Rebound.,79,69
7:17,231,Devin Sibley Turnover.,79,69
7:15,350,Marcus Bryan Steal.,79,69
7:02,350,Ty Taylor II missed Three Point Jumper.,79,69
7:02,350,Jaylen Fornes Offensive Rebound.,79,69
6:56,350,Jaylen Fornes made Layup.,79,71
6:48,231,Furman  Timeout,79,71
6:45,231,Devin Sibley Turnover.,79,71
6:44,350,Jeffrey Gary Steal.,79,71
6:41,350,Ty Taylor II made Layup.,79,73
6:23,231,Daniel Fowler Turnover.,79,73
6:23,231,Foul on Daniel Fowler.,79,73
6:08,350,Ty Taylor II made Layup.,79,75
5:44,231,Daniel Fowler missed Jumper.,79,75
5:44,231,Furman Offensive Rebound.,79,75
5:30,231,Matt Rafferty made Jumper.,81,75
5:15,350,Jaylen Fornes missed Layup.,81,75
5:15,231,Daniel Fowler Defensive Rebound.,81,75
4:50,231,Daniel Fowler missed Three Point Jumper.,81,75
4:50,350,Ty Taylor II Defensive Rebound.,81,75
4:38,350,Ty Taylor II missed Three Point Jumper.,81,75
4:38,350,Jay Estime' Offensive Rebound.,81,75
4:31,350,Devontae Cacok made Jumper. Assisted by Jay Estime'.,81,77
4:04,231,Matt Rafferty made Jumper.,83,77
3:53,350,Ty Taylor II made Three Point Jumper. Assisted by Devontae Cacok.,83,80
3:31,231,John Davis III made Jumper.,85,80
3:22,350,Jaylen Fornes made Layup.,85,82
2:52,231,Devin Sibley missed Three Point Jumper.,85,82
2:52,231,John Davis III Offensive Rebound.,85,82
2:44,231,Furman  Turnover.,85,82
2:30,350,Jordon Talley missed Three Point Jumper.,85,82
2:30,350,Devontae Cacok Offensive Rebound.,85,82
2:22,350,Ty Taylor II Turnover.,85,82
2:20,231,John Davis III Steal.,85,82
1:56,231,John Davis III missed Jumper.,85,82
1:56,231,Matt Rafferty Offensive Rebound.,85,82
1:56,350,Foul on Jay Estime'.,85,82
1:56,231,Matt Rafferty missed Free Throw.,85,82
1:56,350,Devontae Cacok Defensive Rebound.,85,82
1:43,350,Jay Estime' missed Three Point Jumper.,85,82
1:43,231,Matt Rafferty Defensive Rebound.,85,82
1:17,231,Devin Sibley made Layup.,87,82
0:51,350,Jordon Talley made Layup.,87,84
0:20,231,Devin Sibley missed Jumper.,87,84
0:20,350,Jordon Talley Defensive Rebound.,87,84
0:12,350,Ty Taylor II missed Layup.,87,84
0:12,231,Furman Defensive Rebound.,87,84
0:12,350,Foul on Devontae Cacok.,87,84
0:12,231,Andrew Brown made Free Throw.,88,84
0:12,231,Andrew Brown made Free Throw.,89,84
0:06,350,Jordon Talley missed Layup.,89,84
0:06,231,Furman Defensive Rebound.,89,84
0:04,350,Foul on Ty Taylor II.,89,84
0:04,231,John Davis III missed Free Throw.,89,84
0:04,231,Furman Deadball Team Rebound.,89,84
0:04,231,John Davis III made Free Throw.,90,84
0:00,350,End of Game,90,84
