Texas State,36,Colorado State,326
13:46,36,Prentiss Nixon missed Three Point Jumper.,12,9
13:46,326,Nedeljko Prijovic Defensive Rebound.,12,9
13:31,326,Nedeljko Prijovic missed Jumper.,12,9
13:31,36,Che Bob Block.,12,9
13:30,36,Prentiss Nixon Defensive Rebound.,12,9
13:19,36,Che Bob missed Three Point Jumper.,12,9
13:19,326,Reggie Miller Defensive Rebound.,12,9
13:08,326,Reggie Miller missed Three Point Jumper.,12,9
13:08,36,Raquan Mitchell Defensive Rebound.,12,9
12:53,326,Foul on Reggie Miller.,12,9
12:41,36,Anthony Bonner made Three Point Jumper. Assisted by Lorenzo Jenkins.,12,12
12:16,326,Nijal Pearson made Three Point Jumper. Assisted by Nedeljko Prijovic.,15,12
12:00,36,Lorenzo Jenkins made Three Point Jumper. Assisted by Prentiss Nixon.,15,15
11:43,326,Foul on Nijal Pearson.,15,15
11:43,326,Nijal Pearson Turnover.,15,15
11:43,36,Official TV Timeout,15,15
11:26,36,Che Bob missed Layup.,15,15
11:26,326,Immanuel King Block.,15,15
11:25,326,Immanuel King Defensive Rebound.,15,15
10:59,326,Deris Duncan made Three Point Jumper. Assisted by Isaiah Gurley.,18,15
10:40,36,Lorenzo Jenkins made Jumper.,18,17
10:17,36,Foul on J.D. Paige.,18,17
10:17,326,Isaiah Gurley made Free Throw.,19,17
10:17,326,Isaiah Gurley made Free Throw.,20,17
9:51,36,J.D. Paige missed Jumper.,20,17
9:51,326,Isaiah Gurley Defensive Rebound.,20,17
9:32,326,Nedeljko Prijovic made Jumper.,22,17
9:20,326,Foul on Reggie Miller.,22,17
9:10,36,Lorenzo Jenkins made Jumper. Assisted by Anthony Bonner.,22,19
8:50,326,Isaiah Gurley missed Jumper.,22,19
8:50,326,Deris Duncan Offensive Rebound.,22,19
8:46,326,Deris Duncan Turnover.,22,19
8:45,36,Anthony Bonner Steal.,22,19
8:41,36,Anthony Bonner made Layup.,22,21
8:15,326,Foul on Nedeljko Prijovic.,22,21
8:15,326,Nedeljko Prijovic Turnover.,22,21
7:53,36,Deion James made Jumper. Assisted by Anthony Bonner.,22,23
7:38,326,Alex Peacock missed Three Point Jumper.,22,23
7:38,36,Prentiss Nixon Defensive Rebound.,22,23
7:28,36,Prentiss Nixon missed Layup.,22,23
7:28,326,Texas State Defensive Rebound.,22,23
7:27,36,Foul on Deion James.,22,23
7:27,36,Official TV Timeout,22,23
7:00,326,Marlin Davis missed Jumper.,22,23
7:00,326,Immanuel King Offensive Rebound.,22,23
6:52,326,Tre'Larenz Nottingham made Jumper. Assisted by Deris Duncan.,24,23
6:23,36,Che Bob made Layup. Assisted by J.D. Paige.,24,25
6:23,326,Foul on Immanuel King.,24,25
6:23,36,Che Bob made Free Throw.,24,26
6:03,326,Immanuel King missed Jumper.,24,26
6:03,36,Prentiss Nixon Defensive Rebound.,24,26
6:02,326,Foul on Deris Duncan.,24,26
6:02,36,Prentiss Nixon made Free Throw.,24,27
6:02,36,Prentiss Nixon made Free Throw.,24,28
5:44,326,Marlin Davis Turnover.,24,28
5:34,36,Prentiss Nixon missed Three Point Jumper.,24,28
5:34,326,Tre'Larenz Nottingham Defensive Rebound.,24,28
5:16,326,Immanuel King missed Layup.,24,28
5:16,36,Deion James Block.,24,28
5:15,326,Immanuel King Offensive Rebound.,24,28
5:13,36,Foul on Deion James.,24,28
5:13,326,Immanuel King missed Free Throw.,24,28
5:13,326,Texas State Deadball Team Rebound.,24,28
5:13,326,Immanuel King missed Free Throw.,24,28
5:13,36,Che Bob Defensive Rebound.,24,28
5:06,326,Foul on Tre'Larenz Nottingham.,24,28
5:06,36,J.D. Paige made Free Throw.,24,29
5:06,36,J.D. Paige made Free Throw.,24,30
4:45,326,Nedeljko Prijovic Turnover.,24,30
4:29,36,J.D. Paige missed Jumper.,24,30
4:29,326,Nedeljko Prijovic Defensive Rebound.,24,30
4:17,36,Foul on J.D. Paige.,24,30
4:17,326,Marlin Davis made Free Throw.,25,30
4:17,326,Marlin Davis missed Free Throw.,25,30
4:17,36,Colorado State Defensive Rebound.,25,30
4:00,36,Anthony Bonner made Three Point Jumper. Assisted by Che Bob.,25,33
3:31,326,Nedeljko Prijovic missed Layup.,25,33
3:31,36,Raquan Mitchell Defensive Rebound.,25,33
3:26,326,Foul on Tyler Blount.,25,33
3:26,36,Official TV Timeout,25,33
3:26,36,Raquan Mitchell missed Free Throw.,25,33
3:26,36,Colorado State Deadball Team Rebound.,25,33
3:26,36,Raquan Mitchell missed Free Throw.,25,33
3:26,326,Alex Peacock Defensive Rebound.,25,33
3:04,326,Alex Peacock made Jumper.,27,33
2:45,36,Anthony Bonner made Three Point Jumper. Assisted by Raquan Mitchell.,27,36
2:28,36,Foul on Anthony Bonner.,27,36
2:28,326,Shelby Adams missed Free Throw.,27,36
2:28,36,Che Bob Defensive Rebound.,27,36
2:18,36,Colorado State  Timeout,27,36
2:06,36,Che Bob Turnover.,27,36
1:48,36,Foul on Robbie Berwick.,27,36
1:48,326,Isaiah Gurley made Free Throw.,28,36
1:48,326,Isaiah Gurley made Free Throw.,29,36
1:21,36,Raquan Mitchell made Layup. Assisted by Robbie Berwick.,29,38
1:21,326,Foul on Shelby Adams.,29,38
1:21,36,Raquan Mitchell made Free Throw.,29,39
1:21,326,Texas State  Timeout,29,39
1:08,326,Nedeljko Prijovic Turnover.,29,39
1:07,36,Che Bob Steal.,29,39
1:01,36,Prentiss Nixon made Three Point Jumper. Assisted by Che Bob.,29,42
0:44,326,Alex Peacock missed Jumper.,29,42
0:44,36,Lorenzo Jenkins Defensive Rebound.,29,42
0:17,36,Prentiss Nixon Turnover.,29,42
0:16,326,Marlin Davis Steal.,29,42
0:11,326,Isaiah Gurley made Layup. Assisted by Marlin Davis.,31,42
0:07,36,Che Bob Turnover.,31,42
0:06,326,Nedeljko Prijovic Steal.,31,42
0:01,326,Isaiah Gurley missed Three Point Jumper.,31,42
0:01,36,Lorenzo Jenkins Defensive Rebound.,31,42
0:00,36,End of 1st half,31,42
19:36,36,Prentiss Nixon missed Layup.,31,42
19:36,326,Immanuel King Defensive Rebound.,31,42
19:08,326,Marlin Davis made Jumper.,33,42
18:41,326,Foul on Immanuel King.,33,42
18:41,36,Prentiss Nixon made Free Throw.,33,43
18:41,36,Prentiss Nixon made Free Throw.,33,44
18:19,326,Marlin Davis missed Three Point Jumper.,33,44
18:19,36,J.D. Paige Defensive Rebound.,33,44
18:17,326,Foul on Alex Peacock.,33,44
18:01,36,J.D. Paige Turnover.,33,44
18:00,326,Nijal Pearson Steal.,33,44
17:50,326,Tyler Blount missed Three Point Jumper.,33,44
17:50,36,Prentiss Nixon Defensive Rebound.,33,44
17:32,326,Foul on Immanuel King.,33,44
17:18,326,Foul on Nijal Pearson.,33,44
17:13,36,Prentiss Nixon missed Jumper.,33,44
17:13,36,Colorado State Offensive Rebound.,33,44
17:01,36,Anthony Bonner missed Jumper.,33,44
17:01,326,Marlin Davis Defensive Rebound.,33,44
16:39,326,Marlin Davis Turnover.,33,44
16:38,36,Nico Carvacho Steal.,33,44
16:31,36,Prentiss Nixon missed Three Point Jumper.,33,44
16:31,326,Nijal Pearson Defensive Rebound.,33,44
16:09,326,Nijal Pearson missed Three Point Jumper.,33,44
16:09,36,Nico Carvacho Defensive Rebound.,33,44
15:59,36,Foul on Nico Carvacho.,33,44
15:59,36,Nico Carvacho Turnover.,33,44
15:59,36,Official TV Timeout,33,44
15:35,326,Nijal Pearson made Layup.,35,44
15:18,326,Foul on Alex Peacock.,35,44
15:18,36,Lorenzo Jenkins missed Free Throw.,35,44
15:18,36,Colorado State Deadball Team Rebound.,35,44
15:18,36,Lorenzo Jenkins made Free Throw.,35,45
14:57,326,Tyler Blount missed Three Point Jumper.,35,45
14:57,326,Texas State Offensive Rebound.,35,45
14:45,36,Foul on Nico Carvacho.,35,45
14:45,326,Eric Terry made Free Throw.,36,45
14:45,326,Eric Terry made Free Throw.,37,45
14:41,36,Anthony Bonner Turnover.,37,45
14:24,326,Alex Peacock made Three Point Jumper. Assisted by Nijal Pearson.,40,45
14:01,36,Lorenzo Jenkins missed Three Point Jumper.,40,45
14:01,326,Alex Peacock Defensive Rebound.,40,45
13:38,326,Alex Peacock missed Three Point Jumper.,40,45
13:38,36,Anthony Bonner Defensive Rebound.,40,45
13:32,326,Foul on Eric Terry.,40,45
13:32,36,Anthony Bonner made Free Throw.,40,46
13:32,36,Anthony Bonner missed Free Throw.,40,46
13:32,326,Eric Terry Defensive Rebound.,40,46
13:31,36,Foul on Lorenzo Jenkins.,40,46
13:31,36,Colorado State  Timeout,40,46
13:31,36,Official TV Timeout,40,46
13:09,326,Eric Terry Turnover.,40,46
13:08,36,Anthony Bonner Steal.,40,46
13:04,36,Prentiss Nixon missed Three Point Jumper.,40,46
13:04,326,Alex Peacock Defensive Rebound.,40,46
12:51,36,Foul on J.D. Paige.,40,46
12:46,326,Marlin Davis made Jumper.,42,46
12:26,36,Prentiss Nixon Turnover.,42,46
12:25,326,Isaiah Gurley Steal.,42,46
12:15,326,Eric Terry Turnover.,42,46
12:14,36,Lorenzo Jenkins Steal.,42,46
11:58,326,Foul on Nedeljko Prijovic.,42,46
11:58,36,Official TV Timeout,42,46
11:58,36,Anthony Bonner made Free Throw.,42,47
11:58,36,Anthony Bonner made Free Throw.,42,48
11:36,36,Foul on Raquan Mitchell.,42,48
11:36,326,Isaiah Gurley made Free Throw.,43,48
11:36,326,Isaiah Gurley made Free Throw.,44,48
11:11,36,Prentiss Nixon missed Three Point Jumper.,44,48
11:11,326,Nijal Pearson Defensive Rebound.,44,48
10:45,326,Foul on Nijal Pearson.,44,48
10:45,326,Nijal Pearson Turnover.,44,48
10:36,36,Anthony Bonner Turnover.,44,48
10:16,326,Immanuel King missed Layup.,44,48
10:16,36,Che Bob Defensive Rebound.,44,48
9:59,36,Deion James made Layup. Assisted by Raquan Mitchell.,44,50
9:29,326,Deris Duncan Turnover.,44,50
9:28,36,Raquan Mitchell Steal.,44,50
9:22,326,Foul on Marlin Davis.,44,50
9:22,36,Che Bob made Free Throw.,44,51
9:22,36,Che Bob made Free Throw.,44,52
8:52,326,Deris Duncan missed Jumper.,44,52
8:52,36,Raquan Mitchell Block.,44,52
8:51,36,J.D. Paige Defensive Rebound.,44,52
8:38,36,Raquan Mitchell missed Layup.,44,52
8:38,326,Marlin Davis Defensive Rebound.,44,52
8:35,36,Foul on Raquan Mitchell.,44,52
8:23,36,Foul on Deion James.,44,52
8:23,326,Eric Terry missed Free Throw.,44,52
8:23,36,Che Bob Defensive Rebound.,44,52
8:11,36,J.D. Paige missed Layup.,44,52
8:11,326,Alex Peacock Defensive Rebound.,44,52
8:01,326,Reggie Miller Turnover.,44,52
7:31,326,Foul on Eric Terry.,44,52
7:31,36,Official TV Timeout,44,52
7:31,36,Prentiss Nixon made Free Throw.,44,53
7:31,36,Prentiss Nixon made Free Throw.,44,54
7:13,326,Nijal Pearson missed Three Point Jumper.,44,54
7:13,326,Alex Peacock Offensive Rebound.,44,54
7:08,326,Alex Peacock made Layup.,46,54
6:49,326,Foul on Reggie Miller.,46,54
6:49,36,Deion James made Free Throw.,46,55
6:49,36,Deion James missed Free Throw.,46,55
6:49,326,Alex Peacock Defensive Rebound.,46,55
6:49,36,Foul on Che Bob.,46,55
6:49,326,Alex Peacock made Free Throw.,47,55
6:49,326,Alex Peacock made Free Throw.,48,55
6:22,36,Foul on Che Bob.,48,55
6:22,36,Che Bob Turnover.,48,55
6:22,326,Nijal Pearson made Free Throw.,49,55
6:22,326,Nijal Pearson missed Free Throw.,49,55
6:22,36,Prentiss Nixon Defensive Rebound.,49,55
6:15,326,Foul on Marlin Davis.,49,55
6:15,36,Prentiss Nixon made Free Throw.,49,56
6:15,36,Prentiss Nixon made Free Throw.,49,57
6:09,326,Tre'Larenz Nottingham missed Three Point Jumper.,49,57
6:09,36,J.D. Paige Defensive Rebound.,49,57
6:01,326,Foul on Alex Peacock.,49,57
6:01,36,Lorenzo Jenkins missed Free Throw.,49,57
6:01,36,Colorado State Deadball Team Rebound.,49,57
6:01,36,Lorenzo Jenkins made Free Throw.,49,58
5:47,36,Foul on Lorenzo Jenkins.,49,58
5:47,326,Alex Peacock missed Free Throw.,49,58
5:47,326,Texas State Deadball Team Rebound.,49,58
5:47,326,Alex Peacock made Free Throw.,50,58
5:20,36,Prentiss Nixon missed Three Point Jumper.,50,58
5:20,326,Immanuel King Defensive Rebound.,50,58
5:09,326,Tre'Larenz Nottingham Turnover.,50,58
5:09,36,Colorado State  Timeout,50,58
4:55,36,Anthony Bonner missed Three Point Jumper.,50,58
4:55,326,Alex Peacock Defensive Rebound.,50,58
4:46,326,Isaiah Gurley made Layup. Assisted by Marlin Davis.,52,58
4:29,36,Lorenzo Jenkins missed Jumper.,52,58
4:29,326,Immanuel King Defensive Rebound.,52,58
4:19,326,Marlin Davis Turnover.,52,58
4:19,36,J.D. Paige Steal.,52,58
4:03,36,J.D. Paige missed Jumper.,52,58
4:03,326,Texas State Defensive Rebound.,52,58
3:45,326,Nijal Pearson made Three Point Jumper.,55,58
3:27,36,Colorado State  Timeout,55,58
3:27,36,Official TV Timeout,55,58
3:16,36,Deion James made Layup. Assisted by J.D. Paige.,55,60
3:16,326,Foul on Nijal Pearson.,55,60
3:16,36,Deion James made Free Throw.,55,61
2:56,326,Isaiah Gurley missed Three Point Jumper.,55,61
2:56,36,Anthony Bonner Defensive Rebound.,55,61
2:42,36,Deion James Turnover.,55,61
2:41,326,Alex Peacock Steal.,55,61
2:29,326,Shelby Adams made Three Point Jumper. Assisted by Isaiah Gurley.,58,61
2:26,326,Texas State  Timeout,58,61
2:14,36,Prentiss Nixon missed Three Point Jumper.,58,61
2:14,326,Isaiah Gurley Defensive Rebound.,58,61
1:42,326,Marlin Davis missed Three Point Jumper.,58,61
1:42,36,Che Bob Defensive Rebound.,58,61
1:22,326,Foul on Shelby Adams.,58,61
1:22,36,Prentiss Nixon made Free Throw.,58,62
1:22,36,Prentiss Nixon made Free Throw.,58,63
1:17,326,Texas State  Timeout,58,63
1:01,326,Immanuel King missed Layup.,58,63
1:01,36,Nico Carvacho Defensive Rebound.,58,63
0:33,36,Anthony Bonner made Three Point Jumper. Assisted by Nico Carvacho.,58,66
0:26,326,Isaiah Gurley missed Three Point Jumper.,58,66
0:26,326,Texas State Offensive Rebound.,58,66
0:24,326,Texas State  Timeout,58,66
0:23,326,Alex Peacock missed Three Point Jumper.,58,66
0:23,36,Che Bob Block.,58,66
0:21,36,Colorado State Defensive Rebound.,58,66
0:00,36,End of Game,58,66
