Chattanooga,2635,Tennessee Tech,236
4:41,236,James Lewis Jr. Block.,25,24
4:40,2635,Tennessee Tech Offensive Rebound.,25,24
4:31,236,Foul on David Jean-Baptiste.,25,24
4:31,2635,Kajon Mack missed Free Throw.,25,24
4:31,236,Dylan Brewster Defensive Rebound.,25,24
4:14,236,Nat Dixon Turnover.,25,24
4:05,2635,Aleksa Jugovic Turnover.,25,24
4:03,236,James Lewis Jr. Steal.,25,24
3:40,236,Makale Foreman missed Three Point Jumper.,25,24
3:40,236,James Lewis Jr. Offensive Rebound.,25,24
3:38,236,James Lewis Jr. Turnover.,25,24
3:38,2635,Official TV Timeout,25,24
3:27,2635,Shaq Calhoun made Jumper. Assisted by Cade Crosland.,25,26
3:06,236,David Jean-Baptiste missed Three Point Jumper.,25,26
3:06,236,James Lewis Jr. Offensive Rebound.,25,26
3:01,236,James Lewis Jr. made Layup.,27,26
2:41,2635,Aleksa Jugovic made Jumper.,27,28
2:10,236,Makale Foreman made Three Point Jumper. Assisted by Nat Dixon.,30,28
1:45,2635,Courtney Alexander II made Layup. Assisted by Shaq Calhoun.,30,30
1:45,236,Foul on Nat Dixon.,30,30
1:45,2635,Courtney Alexander II made Free Throw.,30,31
1:21,236,David Jean-Baptiste missed Three Point Jumper.,30,31
1:21,236,Nat Dixon Offensive Rebound.,30,31
1:16,236,David Jean-Baptiste Turnover.,30,31
1:16,2635,Tennessee Tech  Timeout,30,31
1:06,2635,Foul on Joan Duran.,30,31
1:06,2635,Joan Duran Turnover.,30,31
0:52,236,James Lewis Jr. Turnover.,30,31
0:51,2635,Joan Duran Steal.,30,31
0:50,2635,Joan Duran missed Layup.,30,31
0:50,236,Nat Dixon Defensive Rebound.,30,31
0:48,2635,Foul on Cade Crosland.,30,31
0:48,236,Nat Dixon made Free Throw.,31,31
0:48,236,Nat Dixon missed Free Throw.,31,31
0:48,2635,Cade Crosland Defensive Rebound.,31,31
0:28,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Joan Duran.,31,34
0:02,236,Makale Foreman Turnover.,31,34
0:01,2635,Cade Crosland Steal.,31,34
0:00,2635,Shaq Calhoun made Dunk.,31,36
0:00,2635,End of 1st half,31,34
19:41,2635,Curtis Phillips Jr. missed Layup.,31,36
19:41,236,Chattanooga Defensive Rebound.,31,36
19:25,236,Nat Dixon made Three Point Jumper. Assisted by Rodney Chatman.,34,36
18:59,2635,Kajon Mack missed Jumper.,34,36
18:59,2635,Kajon Mack Offensive Rebound.,34,36
18:58,236,Foul on Rodney Chatman.,34,36
18:58,236,Foul on Makale Foreman.,34,36
18:51,2635,Courtney Alexander II missed Layup.,34,36
18:51,2635,Mason Ramsey Offensive Rebound.,34,36
18:34,2635,Curtis Phillips Jr. Turnover.,34,36
18:14,236,Makinde London missed Three Point Jumper.,34,36
18:14,2635,Mason Ramsey Defensive Rebound.,34,36
18:05,2635,Kajon Mack missed Three Point Jumper.,34,36
18:05,236,Rodney Chatman Defensive Rebound.,34,36
17:47,236,Makinde London missed Free Throw.,35,36
17:47,2635,Courtney Alexander II Defensive Rebound.,35,36
17:47,236,Makinde London made Free Throw.,35,36
17:47,2635,Foul on Mason Ramsey.,34,36
17:27,2635,Kajon Mack missed Three Point Jumper.,35,36
17:27,2635,Micaiah Henry Offensive Rebound.,35,36
17:25,236,Foul on Rodney Chatman.,35,36
17:25,236,Technical Foul on Rodney Chatman.,35,36
17:25,236,Foul on Rodney Chatman.,35,36
17:25,2635,Aleksa Jugovic made Free Throw.,35,37
17:25,2635,Aleksa Jugovic made Free Throw.,35,38
17:20,2635,Kajon Mack made Jumper. Assisted by Aleksa Jugovic.,35,40
16:56,236,Nat Dixon made Layup. Assisted by Makinde London.,37,40
16:56,2635,Foul on Kajon Mack.,37,40
16:56,236,Nat Dixon made Free Throw.,38,40
16:38,2635,Micaiah Henry made Layup. Assisted by Curtis Phillips Jr..,38,42
16:21,236,James Lewis Jr. Turnover.,38,42
16:20,2635,Curtis Phillips Jr. Steal.,38,42
16:15,2635,Courtney Alexander II missed Layup.,38,42
16:15,236,James Lewis Jr. Defensive Rebound.,38,42
15:52,2635,Foul on Courtney Alexander II.,38,42
15:52,2635,Official TV Timeout,38,42
15:39,236,David Jean-Baptiste made Layup. Assisted by Makinde London.,40,42
15:12,2635,Curtis Phillips Jr. missed Jumper.,40,42
15:12,236,Chattanooga Defensive Rebound.,40,42
14:49,2635,Foul on Micaiah Henry.,40,42
14:49,236,James Lewis Jr. made Free Throw.,41,42
14:49,236,James Lewis Jr. made Free Throw.,42,42
14:36,2635,Aleksa Jugovic missed Three Point Jumper.,42,42
14:36,2635,Curtis Phillips Jr. Offensive Rebound.,42,42
14:21,2635,Micaiah Henry made Layup.,42,44
14:05,236,Makinde London made Three Point Jumper. Assisted by Makale Foreman.,45,44
13:48,2635,Curtis Phillips Jr. made Layup. Assisted by Kajon Mack.,45,46
13:33,236,Makinde London missed Three Point Jumper.,45,46
13:33,2635,Tennessee Tech Defensive Rebound.,45,46
13:31,236,Foul on David Jean-Baptiste.,45,46
13:19,236,Foul on Makale Foreman.,45,46
13:19,2635,Aleksa Jugovic missed Three Point Jumper.,45,46
13:19,2635,Tennessee Tech Offensive Rebound.,45,46
13:04,2635,Foul on Kajon Mack.,45,46
13:04,2635,Kajon Mack Turnover.,45,46
12:54,2635,Foul on Micaiah Henry.,45,46
12:54,236,James Lewis Jr. made Free Throw.,46,46
12:54,236,James Lewis Jr. made Free Throw.,47,46
12:46,2635,Stephaun Adams missed Jumper.,47,46
12:46,236,Makale Foreman Defensive Rebound.,47,46
12:23,236,Dylan Brewster Turnover.,47,46
12:22,2635,Shaq Calhoun Steal.,47,46
12:18,2635,Shaq Calhoun Turnover.,47,46
12:01,236,Makinde London Turnover.,47,46
12:00,2635,Mason Ramsey Steal.,47,46
11:52,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Stephaun Adams.,47,49
11:34,2635,Foul on Mason Ramsey.,47,49
11:34,2635,Official TV Timeout,47,49
11:34,236,Nat Dixon made Free Throw.,48,49
11:34,236,Nat Dixon made Free Throw.,49,49
11:20,2635,Aleksa Jugovic missed Three Point Jumper.,49,49
11:20,2635,Micaiah Henry Offensive Rebound.,49,49
11:18,2635,Micaiah Henry made Layup.,49,51
10:45,236,Makinde London made Jumper.,51,51
10:30,236,Foul on Dylan Brewster.,51,51
10:30,2635,Aleksa Jugovic made Free Throw.,51,52
10:30,2635,Aleksa Jugovic missed Free Throw.,51,52
10:30,236,James Lewis Jr. Defensive Rebound.,51,52
10:04,236,Nat Dixon Turnover.,51,52
10:03,2635,Stephaun Adams Steal.,51,52
9:43,2635,Shaq Calhoun made Layup.,51,54
9:31,236,Nat Dixon Turnover.,51,54
9:21,2635,Shaq Calhoun missed Layup.,51,54
9:21,236,Makinde London Defensive Rebound.,51,54
9:11,236,Nat Dixon made Jumper. Assisted by Makale Foreman.,53,54
8:56,2635,Aleksa Jugovic missed Layup.,53,54
8:56,236,Nat Dixon Defensive Rebound.,53,54
8:32,236,Makinde London made Layup.,55,54
8:32,2635,Foul on Shaq Calhoun.,55,54
8:32,236,Makinde London missed Free Throw.,55,54
8:32,2635,Shaq Calhoun Defensive Rebound.,55,54
8:13,2635,Micaiah Henry made Jumper.,55,56
7:52,2635,Official TV Timeout,55,56
7:50,236,Nat Dixon Turnover.,55,56
7:49,2635,Stephaun Adams Steal.,55,56
7:42,2635,Kajon Mack missed Three Point Jumper.,55,56
7:42,236,James Lewis Jr. Defensive Rebound.,55,56
7:28,236,Makinde London missed Dunk.,55,56
7:28,2635,Tennessee Tech Defensive Rebound.,55,56
7:08,2635,Micaiah Henry made Jumper.,55,58
6:44,236,Makale Foreman missed Three Point Jumper.,55,58
6:44,236,James Lewis Jr. Offensive Rebound.,55,58
6:42,2635,Foul on Curtis Phillips Jr..,55,58
6:42,236,James Lewis Jr. made Free Throw.,56,58
6:42,236,James Lewis Jr. made Free Throw.,57,58
6:29,2635,Stephaun Adams missed Layup.,57,58
6:29,236,Makinde London Defensive Rebound.,57,58
6:21,236,Makale Foreman Turnover.,57,58
6:06,236,Foul on David Jean-Baptiste.,57,58
6:06,2635,Kajon Mack made Free Throw.,57,59
6:06,2635,Kajon Mack missed Free Throw.,57,59
6:06,2635,Tennessee Tech Offensive Rebound.,57,59
5:46,2635,Curtis Phillips Jr. made Three Point Jumper. Assisted by Aleksa Jugovic.,57,62
5:44,2635,Tennessee Tech  Timeout,57,62
5:44,2635,Official TV Timeout,57,62
5:30,236,Nat Dixon missed Three Point Jumper.,57,62
5:30,2635,Tennessee Tech Defensive Rebound.,57,62
5:06,236,Foul on Nat Dixon.,57,62
5:06,2635,Micaiah Henry missed Free Throw.,57,62
5:06,2635,Tennessee Tech Deadball Team Rebound.,57,62
5:06,2635,Micaiah Henry made Free Throw.,57,63
4:50,236,James Lewis Jr. made Dunk. Assisted by Makinde London.,59,63
4:35,2635,Curtis Phillips Jr. missed Layup.,59,63
4:35,236,Makinde London Block.,59,63
4:33,236,Makale Foreman Defensive Rebound.,59,63
4:28,236,Makale Foreman made Layup.,61,63
4:17,2635,Stephaun Adams missed Jumper.,61,63
4:17,236,Makinde London Defensive Rebound.,61,63
4:03,236,James Lewis Jr. made Dunk. Assisted by Makale Foreman.,63,63
3:45,2635,Curtis Phillips Jr. made Three Point Jumper. Assisted by Kajon Mack.,63,66
3:35,236,Makinde London Turnover.,63,66
3:33,2635,Official TV Timeout,63,66
3:23,2635,Aleksa Jugovic made Layup. Assisted by Kajon Mack.,63,68
3:12,236,Makinde London missed Dunk.,63,68
3:12,2635,Curtis Phillips Jr. Defensive Rebound.,63,68
2:52,236,Foul on James Lewis Jr..,63,68
2:52,2635,Curtis Phillips Jr. made Free Throw.,63,69
2:52,2635,Curtis Phillips Jr. made Free Throw.,63,70
2:39,236,Makinde London Turnover.,63,70
2:38,2635,Micaiah Henry Steal.,63,70
2:17,2635,Micaiah Henry missed Layup.,63,70
2:17,236,Nat Dixon Defensive Rebound.,63,70
1:55,236,Nat Dixon made Layup. Assisted by Makale Foreman.,65,70
1:27,2635,Micaiah Henry missed Layup.,65,70
1:27,2635,Micaiah Henry Offensive Rebound.,65,70
1:25,2635,Micaiah Henry made Layup.,65,72
1:24,236,Foul on David Jean-Baptiste.,65,72
1:24,2635,Micaiah Henry made Free Throw.,65,73
1:16,236,Makale Foreman made Three Point Jumper. Assisted by Nat Dixon.,68,73
1:13,236,Chattanooga  Timeout,68,73
0:52,2635,Mason Ramsey made Layup. Assisted by Stephaun Adams.,68,75
0:41,2635,Foul on Stephaun Adams.,68,75
0:41,236,Makale Foreman made Free Throw.,69,75
0:41,236,Makale Foreman made Free Throw.,70,75
0:41,2635,Tennessee Tech  Timeout,70,75
0:33,236,Foul on Nat Dixon.,70,75
0:33,2635,Aleksa Jugovic made Free Throw.,70,76
0:33,2635,Aleksa Jugovic made Free Throw.,70,77
0:27,236,Nat Dixon missed Three Point Jumper.,70,77
0:27,2635,Tennessee Tech Defensive Rebound.,70,77
0:24,236,Foul on Nat Dixon.,70,77
0:24,2635,Kajon Mack made Free Throw.,70,78
0:24,2635,Kajon Mack missed Free Throw.,70,78
0:24,236,James Lewis Jr. Defensive Rebound.,70,78
0:20,236,Makinde London made Three Point Jumper.,73,78
0:16,236,Chattanooga  Timeout,73,78
0:15,2635,Aleksa Jugovic made Layup. Assisted by Mason Ramsey.,73,80
0:08,236,Makale Foreman missed Three Point Jumper.,73,80
0:08,2635,Kajon Mack Defensive Rebound.,73,80
0:06,236,Foul on James Lewis Jr..,73,80
0:06,2635,Kajon Mack made Free Throw.,73,81
0:06,2635,Kajon Mack made Free Throw.,73,82
0:02,236,Makinde London made Three Point Jumper.,76,82
0:00,2635,End of Game,76,82
