New Mexico State,2638,UTEP,166
9:38,166,Jemerrio Jones Block.,21,14
9:36,166,Jemerrio Jones Defensive Rebound.,21,14
9:34,166,Jemerrio Jones Turnover.,21,14
9:18,2638,Jake Flaggert Turnover.,21,14
9:17,166,Jemerrio Jones Steal.,21,14
9:06,166,Eli Chuha missed Jumper.,21,14
9:06,2638,Dominic Artis Defensive Rebound.,21,14
8:54,166,Foul on Eli Chuha.,21,14
8:39,2638,Dominic Artis missed Jumper.,21,14
8:39,166,Jemerrio Jones Defensive Rebound.,21,14
8:18,166,Tanveer Bhullar made Jumper. Assisted by Jemerrio Jones.,23,14
8:18,2638,Foul on Matt Willms.,23,14
8:18,166,Tanveer Bhullar made Free Throw.,24,14
8:08,2638,Deon Barrett Turnover.,24,14
7:56,166,Ian Baker missed Three Point Jumper.,24,14
7:56,166,Jemerrio Jones Offensive Rebound.,24,14
7:51,166,Tanveer Bhullar missed Jumper.,24,14
7:51,2638,Jake Flaggert Block.,24,14
7:49,2638,Jake Flaggert Defensive Rebound.,24,14
7:45,2638,Omega Harris missed Layup.,24,14
7:45,166,Ian Baker Defensive Rebound.,24,14
7:25,166,Tanveer Bhullar Turnover.,24,14
7:25,2638,Official TV Timeout,24,14
7:08,2638,Deon Barrett missed Three Point Jumper.,24,14
7:08,2638,Kelvin Jones Offensive Rebound.,24,14
6:49,2638,Dominic Artis Turnover.,24,14
6:48,166,Ian Baker Steal.,24,14
6:46,166,Ian Baker made Layup.,26,14
6:24,2638,Dominic Artis made Jumper.,26,16
6:02,166,Tanveer Bhullar missed Jumper.,26,16
6:02,2638,Kelvin Jones Block.,26,16
6:00,166,Jemerrio Jones Offensive Rebound.,26,16
5:59,166,Jemerrio Jones made Jumper.,28,16
5:55,166,Foul on Ian Baker.,28,16
5:55,2638,Omega Harris made Free Throw.,28,17
5:55,2638,Omega Harris missed Free Throw.,28,17
5:55,166,Jemerrio Jones Defensive Rebound.,28,17
5:34,166,Jermaine Haley Turnover.,28,17
5:33,2638,Dominic Artis Steal.,28,17
5:29,166,Foul on Matt Taylor.,28,17
5:29,2638,Omega Harris made Free Throw.,28,18
5:29,2638,Omega Harris made Free Throw.,28,19
5:12,166,Joe Garza missed Three Point Jumper.,28,19
5:12,2638,Kelvin Jones Defensive Rebound.,28,19
4:43,2638,Paul Thomas missed Jumper.,28,19
4:43,166,Jemerrio Jones Defensive Rebound.,28,19
4:23,166,Jemerrio Jones made Jumper. Assisted by Braxton Huggins.,30,19
4:07,166,Foul on Jemerrio Jones.,30,19
4:07,2638,Paul Thomas missed Free Throw.,30,19
4:07,166,Johnathon Wilkins Defensive Rebound.,30,19
3:40,166,Ian Baker made Three Point Jumper. Assisted by Jermaine Haley.,33,19
3:11,2638,Paul Thomas made Jumper. Assisted by Dominic Artis.,33,21
3:00,166,Johnathon Wilkins Turnover.,33,21
3:00,166,Foul on Johnathon Wilkins.,33,21
3:00,2638,Official TV Timeout,33,21
2:52,2638,Matt Willms missed Jumper.,33,21
2:52,2638,Matt Willms Offensive Rebound.,33,21
2:41,2638,Paul Thomas missed Jumper.,33,21
2:41,166,Braxton Huggins Defensive Rebound.,33,21
2:33,166,Jermaine Haley made Jumper.,35,21
2:17,2638,Paul Thomas Turnover.,35,21
2:17,2638,Foul on Paul Thomas.,35,21
1:41,166,Braxton Huggins missed Layup.,35,21
1:41,2638,Matt Willms Defensive Rebound.,35,21
1:33,2638,Dominic Artis missed Jumper.,35,21
1:33,166,Eli Chuha Block.,35,21
1:31,166,Jermaine Haley Defensive Rebound.,35,21
1:25,166,Jalyn Pennie made Jumper.,37,21
1:19,2638,Foul on Jake Flaggert.,37,21
1:18,166,Jalyn Pennie missed Free Throw.,37,21
1:18,166,Jermaine Haley Offensive Rebound.,37,21
1:10,166,Ian Baker Turnover.,37,21
1:09,2638,Dominic Artis Steal.,37,21
1:06,2638,Dominic Artis missed Layup.,37,21
1:06,2638,Matt Willms Offensive Rebound.,37,21
1:00,2638,Matt Willms made Dunk.,37,23
0:40,166,Jermaine Haley missed Jumper.,37,23
0:40,166,Eli Chuha Offensive Rebound.,37,23
0:39,2638,Foul on Dominic Artis.,37,23
0:39,166,Eli Chuha missed Free Throw.,37,23
0:39,166,New Mexico St Deadball Team Rebound.,37,23
0:39,166,Eli Chuha made Free Throw.,38,23
0:29,2638,Omega Harris made Jumper. Assisted by Dominic Artis.,38,25
0:01,166,Jermaine Haley made Three Point Jumper. Assisted by Ian Baker.,41,25
0:00,2638,End of 1st half,41,25
19:39,166,Eli Chuha missed Jumper.,41,25
19:39,166,Johnathon Wilkins Offensive Rebound.,41,25
19:33,166,Johnathon Wilkins made Dunk.,43,25
19:07,2638,Paul Thomas missed Jumper.,43,25
19:07,166,Eli Chuha Defensive Rebound.,43,25
18:59,166,Jermaine Haley missed Three Point Jumper.,43,25
18:59,2638,Omega Harris Defensive Rebound.,43,25
18:52,2638,Deon Barrett made Three Point Jumper. Assisted by Dominic Artis.,43,28
18:32,166,Eli Chuha made Jumper. Assisted by Johnathon Wilkins.,45,28
18:19,2638,Matt Willms made Jumper. Assisted by Dominic Artis.,45,30
17:50,166,Ian Baker Turnover.,45,30
17:49,2638,Paul Thomas Steal.,45,30
17:42,2638,Paul Thomas Turnover.,45,30
17:27,166,Ian Baker missed Three Point Jumper.,45,30
17:27,166,Johnathon Wilkins Offensive Rebound.,45,30
17:22,166,Johnathon Wilkins made Two Point Tip Shot.,47,30
17:08,2638,Paul Thomas Turnover.,47,30
17:08,2638,Foul on Paul Thomas.,47,30
16:57,166,Ian Baker Turnover.,47,30
16:55,2638,Omega Harris Steal.,47,30
16:53,2638,Matt Willms missed Dunk.,47,30
16:53,166,New Mexico St Defensive Rebound.,47,30
16:47,166,Jemerrio Jones made Jumper.,49,30
16:39,2638,Dominic Artis made Jumper.,49,32
16:13,166,Ian Baker missed Jumper.,49,32
16:13,2638,Jake Flaggert Block.,49,32
16:11,2638,Dominic Artis Defensive Rebound.,49,32
16:05,2638,Deon Barrett missed Three Point Jumper.,49,32
16:05,166,Jemerrio Jones Defensive Rebound.,49,32
15:41,166,Jemerrio Jones Turnover.,49,32
15:41,2638,Official TV Timeout,49,32
15:29,2638,Jake Flaggert missed Three Point Jumper.,49,32
15:29,166,Jemerrio Jones Defensive Rebound.,49,32
15:19,166,Ian Baker made Layup.,51,32
15:19,2638,Foul on Kelvin Jones.,51,32
15:10,166,Ian Baker made Free Throw.,52,32
14:47,2638,Kelvin Jones missed Jumper.,52,32
14:47,166,Eli Chuha Defensive Rebound.,52,32
14:29,166,Joe Garza Turnover.,52,32
14:11,2638,Dominic Artis missed Three Point Jumper.,52,32
14:11,166,Ian Baker Defensive Rebound.,52,32
13:59,166,Jemerrio Jones Turnover.,52,32
13:37,166,Foul on Jemerrio Jones.,52,32
13:37,2638,Dominic Artis made Free Throw.,52,33
13:37,2638,Dominic Artis made Free Throw.,52,34
13:17,166,Matt Taylor missed Three Point Jumper.,52,34
13:17,2638,Deon Barrett Defensive Rebound.,52,34
13:08,166,Foul on Johnathon Wilkins.,52,34
13:08,2638,Omega Harris missed Free Throw.,52,34
13:08,2638,UTEP Deadball Team Rebound.,52,34
13:08,2638,Omega Harris made Free Throw.,52,35
12:56,166,Jermaine Haley missed Jumper.,52,35
12:56,166,Eli Chuha Offensive Rebound.,52,35
12:53,166,Eli Chuha made Two Point Tip Shot.,54,35
12:42,2638,Deon Barrett made Jumper.,54,37
12:18,166,Jemerrio Jones made Three Point Jumper. Assisted by Jermaine Haley.,57,37
11:58,2638,Matt Willms Turnover.,57,37
11:58,2638,Foul on Matt Willms.,57,37
11:58,2638,Official TV Timeout,57,37
11:57,166,Ian Baker missed Three Point Jumper.,57,37
11:57,2638,Trey Touchet Defensive Rebound.,57,37
11:54,2638,Dominic Artis missed Layup.,57,37
11:54,166,Matt Taylor Defensive Rebound.,57,37
11:38,166,Eli Chuha missed Jumper.,57,37
11:38,2638,Dominic Artis Defensive Rebound.,57,37
11:28,2638,Dominic Artis made Layup.,57,39
10:31,166,Matt Taylor made Free Throw.,61,39
10:31,166,Matt Taylor made Jumper.,59,39
10:31,2638,Kelvin Jones Turnover.,59,39
10:31,166,Matt Taylor Steal.,59,39
10:31,2638,Foul on Jake Flaggert.,59,39
10:31,166,Matt Taylor made Free Throw.,60,39
10:30,2638,Omega Harris made Jumper.,61,41
10:29,166,Jalyn Pennie Turnover.,61,41
10:22,2638,Omega Harris made Three Point Jumper. Assisted by Trey Touchet.,61,44
9:45,166,New Mexico St  Turnover.,61,44
8:48,2638,Trey Touchet Turnover.,61,44
8:28,166,Eli Chuha missed Layup.,61,44
8:28,2638,Paul Thomas Defensive Rebound.,61,44
8:17,2638,Omega Harris Turnover.,61,44
8:16,166,Eli Chuha Steal.,61,44
8:14,166,Ian Baker made Layup.,63,44
7:54,2638,Matt Willms Turnover.,63,44
7:54,2638,Matt Willms made Dunk. Assisted by Paul Thomas.,63,46
7:54,166,Foul on Jermaine Haley.,63,46
7:54,2638,Matt Willms made Free Throw.,63,47
7:35,166,Jemerrio Jones made Jumper.,65,47
7:31,2638,Foul on Paul Thomas.,65,47
7:31,166,Jemerrio Jones made Free Throw.,66,47
7:31,2638,Omega Harris made Jumper.,66,49
7:28,166,Johnathon Wilkins made Jumper.,68,49
6:48,166,Foul on Matt Taylor.,68,49
6:42,2638,Dominic Artis missed Free Throw.,68,49
6:42,2638,UTEP Deadball Team Rebound.,68,49
6:42,2638,Dominic Artis made Free Throw.,68,50
6:41,166,Ian Baker Turnover.,68,50
6:39,2638,Omega Harris Turnover.,68,50
6:38,166,Ian Baker Steal.,68,50
6:31,166,Braxton Huggins missed Three Point Jumper.,68,50
6:31,2638,Omega Harris Defensive Rebound.,68,50
6:25,2638,Dominic Artis Turnover.,68,50
6:09,166,Eli Chuha made Jumper. Assisted by Jemerrio Jones.,70,50
6:07,2638,Foul on Matt Willms.,70,50
6:07,166,Eli Chuha made Free Throw.,71,50
6:05,2638,Kelvin Jones missed Jumper.,71,50
6:05,2638,Kelvin Jones Offensive Rebound.,71,50
6:02,2638,Kelvin Jones missed Jumper.,71,50
6:02,166,Eli Chuha Defensive Rebound.,71,50
5:55,166,Ian Baker missed Three Point Jumper.,71,50
5:55,2638,Kelvin Jones Defensive Rebound.,71,50
5:38,2638,Dominic Artis made Jumper.,71,52
5:24,166,Braxton Huggins missed Three Point Jumper.,71,52
5:24,2638,Dominic Artis Defensive Rebound.,71,52
5:16,2638,Deon Barrett missed Jumper.,71,52
5:16,166,Jalyn Pennie Defensive Rebound.,71,52
4:58,2638,Foul on Jake Flaggert.,71,52
4:58,166,Braxton Huggins missed Free Throw.,71,52
4:58,2638,Kelvin Jones Defensive Rebound.,71,52
4:50,2638,Omega Harris made Three Point Jumper. Assisted by Dominic Artis.,71,55
4:34,166,Matt Taylor Turnover.,71,55
4:34,2638,Dominic Artis Steal.,71,55
4:21,2638,Jake Flaggert made Three Point Jumper. Assisted by Dominic Artis.,71,58
4:02,166,Ian Baker missed Jumper.,71,58
4:02,2638,Dominic Artis Defensive Rebound.,71,58
3:53,2638,Tim Cameron made Jumper. Assisted by Dominic Artis.,71,60
3:50,166,Foul on Jermaine Haley.,71,60
3:50,2638,Tim Cameron made Free Throw.,71,61
3:24,166,Jemerrio Jones missed Jumper.,71,61
3:24,2638,Kelvin Jones Defensive Rebound.,71,61
3:18,166,Foul on Jermaine Haley.,71,61
3:04,2638,Tim Cameron missed Three Point Jumper.,71,61
3:04,166,Ian Baker Defensive Rebound.,71,61
2:33,166,Ian Baker made Jumper.,73,61
2:20,2638,Kelvin Jones made Dunk. Assisted by Dominic Artis.,73,63
1:52,2638,Foul on Dominic Artis.,73,63
1:52,166,Ian Baker missed Free Throw.,73,63
1:52,166,Jemerrio Jones Offensive Rebound.,73,63
1:34,2638,Foul on Kelvin Jones.,73,63
1:34,166,Jermaine Haley missed Free Throw.,73,63
1:34,2638,Jake Flaggert Defensive Rebound.,73,63
1:26,2638,Dominic Artis Turnover.,73,63
1:19,2638,Foul on Omega Harris.,73,63
1:19,166,Jemerrio Jones made Free Throw.,74,63
1:19,166,Jemerrio Jones made Free Throw.,75,63
1:07,166,Foul on Jermaine Haley.,75,63
1:07,2638,Tim Cameron missed Free Throw.,75,63
1:07,2638,Tim Cameron Offensive Rebound.,75,63
1:01,2638,Tim Cameron made Jumper.,75,65
0:57,166,Foul on Jemerrio Jones.,75,65
0:57,2638,Tim Cameron made Free Throw.,75,66
0:57,2638,Foul on Omega Harris.,75,66
0:57,166,Jermaine Haley made Free Throw.,76,66
0:57,166,Jermaine Haley missed Free Throw.,76,66
0:57,2638,Kelvin Jones Defensive Rebound.,76,66
0:56,2638,Omega Harris missed Three Point Jumper.,76,66
0:56,2638,Jake Flaggert Offensive Rebound.,76,66
0:52,2638,Jake Flaggert Turnover.,76,66
0:51,166,Jermaine Haley Steal.,76,66
0:46,2638,Foul on Tim Cameron.,76,66
0:46,166,Matt Taylor missed Free Throw.,76,66
0:46,166,New Mexico St Deadball Team Rebound.,76,66
0:46,166,Matt Taylor made Free Throw.,77,66
0:38,2638,Kelvin Jones made Jumper. Assisted by Dominic Artis.,77,68
0:32,2638,Foul on Jake Flaggert.,77,68
0:32,166,Ian Baker made Free Throw.,78,68
0:32,166,Ian Baker made Free Throw.,79,68
0:24,2638,Dominic Artis missed Jumper.,79,68
0:24,166,Jemerrio Jones Defensive Rebound.,79,68
0:00,2638,End of Game,79,68
