Charleston Southern,2678,VMI,2127
7:14,2127,Cortez Mitchell missed Jumper.,28,20
7:14,2127,Javis Howard Offensive Rebound.,28,20
7:11,2127,Armel Potter missed Three Point Jumper.,28,20
7:11,2127,Antwan Maxwell Jr. Offensive Rebound.,28,20
7:02,2678,Foul on Trey Chapman.,28,20
6:39,2127,Christian Keeling made Free Throw.,29,20
6:36,2127,Christian Keeling made Free Throw.,30,20
6:27,2678,Austin Vereen missed Three Point Jumper.,30,20
6:27,2127,Armel Potter Defensive Rebound.,30,20
6:17,2127,Christian Keeling made Layup.,32,20
6:06,2127,Foul on Armel Potter.,32,20
6:06,2678,QJ Peterson made Free Throw.,32,21
6:06,2678,QJ Peterson made Free Throw.,32,22
5:39,2127,Christian Keeling made Jumper.,34,22
5:20,2678,Austin Vereen missed Jumper.,34,22
5:20,2127,Antwan Maxwell Jr. Defensive Rebound.,34,22
5:06,2127,Armel Potter Turnover.,34,22
5:04,2678,QJ Peterson Steal.,34,22
5:00,2678,QJ Peterson missed Layup.,34,22
5:00,2127,Antwan Maxwell Jr. Block.,34,22
4:57,2678,QJ Peterson Offensive Rebound.,34,22
4:54,2678,QJ Peterson made Layup.,34,24
4:45,2678,Foul on Keith Smith.,34,24
4:37,2127,Patrick Wallace missed Three Point Jumper.,34,24
4:37,2678,QJ Peterson Defensive Rebound.,34,24
4:29,2678,QJ Peterson made Layup.,34,26
4:08,2127,Cortez Mitchell missed Three Point Jumper.,34,26
4:08,2678,Julian Eleby Defensive Rebound.,34,26
3:52,2678,Keith Smith made Three Point Jumper. Assisted by Austin Vereen.,34,29
3:21,2127,Armel Potter missed Jumper.,34,29
3:21,2678,Julian Eleby Defensive Rebound.,34,29
3:15,2678,Julian Eleby made Layup.,34,31
2:32,2127,Jamar Martin made Three Point Jumper. Assisted by Patrick Wallace.,37,31
2:18,2127,Foul on Jordan Jones.,37,31
2:18,2678,QJ Peterson made Free Throw.,37,32
2:18,2678,QJ Peterson made Free Throw.,37,33
2:04,2127,Antwan Maxwell Jr. missed Three Point Jumper.,37,33
2:04,2678,QJ Peterson Defensive Rebound.,37,33
1:53,2678,QJ Peterson made Three Point Jumper.,37,36
1:37,2678,Foul on QJ Peterson.,37,36
1:37,2127,Christian Keeling made Free Throw.,38,36
1:37,2127,Christian Keeling made Free Throw.,39,36
1:12,2678,QJ Peterson made Layup.,39,38
0:42,2127,Christian Keeling missed Three Point Jumper.,39,38
0:42,2678,QJ Peterson Defensive Rebound.,39,38
0:27,2678,QJ Peterson missed Three Point Jumper.,39,38
0:27,2127,Armel Potter Defensive Rebound.,39,38
0:02,2127,Armel Potter missed Jumper.,39,38
0:02,2127,Javis Howard Offensive Rebound.,39,38
0:00,2678,End of 1st half,39,38
19:40,2127,Cortez Mitchell missed Jumper.,39,38
19:40,2678,Adrian Rich Defensive Rebound.,39,38
19:26,2678,Trey Chapman Turnover.,39,38
19:24,2127,Jamar Martin Steal.,39,38
19:20,2127,Patrick Wallace missed Three Point Jumper.,39,38
19:20,2678,QJ Peterson Defensive Rebound.,39,38
19:15,2678,QJ Peterson missed Three Point Jumper.,39,38
19:15,2127,Armel Potter Defensive Rebound.,39,38
19:04,2678,Foul on Fred Iruafemi.,39,38
19:04,2127,Armel Potter made Free Throw.,40,38
19:04,2127,Armel Potter made Free Throw.,41,38
18:49,2678,Trey Chapman made Jumper. Assisted by Julian Eleby.,41,40
18:37,2127,Cortez Mitchell missed Layup.,41,40
18:37,2678,Fred Iruafemi Block.,41,40
18:34,2678,QJ Peterson Defensive Rebound.,41,40
18:29,2678,Fred Iruafemi missed Jumper.,41,40
18:29,2127,Cortez Mitchell Defensive Rebound.,41,40
18:08,2127,Patrick Wallace made Three Point Jumper. Assisted by Cortez Mitchell.,44,40
17:48,2678,Julian Eleby Turnover.,44,40
17:46,2127,Cortez Mitchell Steal.,44,40
17:44,2678,Foul on QJ Peterson.,44,40
17:44,2127,Cortez Mitchell missed Free Throw.,44,40
17:44,2127,Charleston Southern Deadball Team Rebound.,44,40
17:44,2127,Cortez Mitchell missed Free Throw.,44,40
17:44,2678,QJ Peterson Defensive Rebound.,44,40
17:27,2678,QJ Peterson missed Three Point Jumper.,44,40
17:27,2127,Patrick Wallace Defensive Rebound.,44,40
17:19,2678,Foul on Adrian Rich.,44,40
17:10,2127,Patrick Wallace missed Three Point Jumper.,44,40
17:10,2127,Jamar Martin Offensive Rebound.,44,40
17:05,2127,Jamar Martin missed Layup.,44,40
17:05,2678,Keith Smith Defensive Rebound.,44,40
16:57,2127,Foul on Christian Keeling.,44,40
16:42,2678,Keith Smith made Three Point Jumper. Assisted by Trey Chapman.,44,43
16:27,2127,Christian Keeling missed Jumper.,44,43
16:27,2678,Keith Smith Defensive Rebound.,44,43
16:21,2678,QJ Peterson missed Three Point Jumper.,44,43
16:21,2127,Christian Keeling Defensive Rebound.,44,43
15:48,2127,Armel Potter made Three Point Jumper. Assisted by Jamar Martin.,47,43
15:27,2678,QJ Peterson missed Jumper.,47,43
15:27,2127,Raemond Robinson Block.,47,43
15:27,2678,VMI Deadball Team Rebound.,47,43
15:27,2678,Official TV Timeout,47,43
15:12,2678,Julian Eleby made Jumper.,47,45
15:03,2127,Antwan Maxwell Jr. Turnover.,47,45
14:41,2127,Foul on Raemond Robinson.,47,45
14:41,2678,Will Miller missed Free Throw.,47,45
14:41,2678,VMI Deadball Team Rebound.,47,45
14:41,2678,Will Miller missed Free Throw.,47,45
14:41,2127,Christian Keeling Defensive Rebound.,47,45
14:29,2127,Christian Keeling missed Jumper.,47,45
14:29,2127,Jordan Jones Offensive Rebound.,47,45
14:26,2127,Jordan Jones missed Layup.,47,45
14:26,2127,Raemond Robinson Offensive Rebound.,47,45
14:19,2127,Armel Potter made Jumper.,49,45
14:19,2678,Foul on Fred Iruafemi.,49,45
14:19,2127,Armel Potter made Free Throw.,50,45
13:52,2127,Foul on Raemond Robinson.,50,45
13:51,2127,Foul on Jordan Jones.,50,45
13:48,2678,Trey Chapman missed Jumper.,50,45
13:48,2127,Antwan Maxwell Jr. Defensive Rebound.,50,45
13:33,2678,Foul on Keith Smith.,50,45
13:33,2127,Christian Keeling missed Free Throw.,50,45
13:33,2127,Charleston Southern Deadball Team Rebound.,50,45
13:33,2127,Christian Keeling made Free Throw.,51,45
13:22,2678,Garrett Gilkeson missed Three Point Jumper.,51,45
13:22,2678,Garrett Gilkeson Offensive Rebound.,51,45
13:18,2678,Garrett Gilkeson made Layup.,51,47
13:02,2127,Raemond Robinson made Three Point Jumper. Assisted by Antwan Maxwell Jr..,54,47
12:40,2678,Keith Smith missed Jumper.,54,47
12:40,2127,Christian Keeling Defensive Rebound.,54,47
12:30,2127,Javis Howard made Jumper.,56,47
12:17,2678,Julian Eleby made Three Point Jumper. Assisted by Will Miller.,56,50
11:58,2127,Antwan Maxwell Jr. made Three Point Jumper. Assisted by Armel Potter.,59,50
11:40,2127,Foul on Christian Keeling.,59,50
11:40,2678,Official TV Timeout,59,50
11:40,2678,Julian Eleby made Free Throw.,59,51
11:40,2678,Julian Eleby made Free Throw.,59,52
11:31,2127,Jamar Martin Turnover.,59,52
11:29,2678,Keith Smith Steal.,59,52
11:12,2678,Adrian Rich made Three Point Jumper. Assisted by Keith Smith.,59,55
10:48,2127,Raemond Robinson missed Three Point Jumper.,59,55
10:48,2127,Javis Howard Offensive Rebound.,59,55
10:44,2127,Javis Howard made Layup.,61,55
10:19,2678,Adrian Rich missed Three Point Jumper.,61,55
10:19,2678,QJ Peterson Offensive Rebound.,61,55
10:13,2678,QJ Peterson missed Jumper.,61,55
10:13,2678,QJ Peterson Offensive Rebound.,61,55
10:08,2127,Foul on Jamar Martin.,61,55
10:08,2678,QJ Peterson made Free Throw.,61,56
10:08,2678,QJ Peterson made Free Throw.,61,57
9:51,2127,Raemond Robinson missed Three Point Jumper.,61,57
9:51,2678,Keith Smith Defensive Rebound.,61,57
9:42,2678,Julian Eleby missed Three Point Jumper.,61,57
9:42,2127,Raemond Robinson Defensive Rebound.,61,57
9:22,2127,Antwan Maxwell Jr. Turnover.,61,57
9:12,2678,QJ Peterson missed Jumper.,61,57
9:12,2127,Cortez Mitchell Block.,61,57
9:10,2127,Antwan Maxwell Jr. Defensive Rebound.,61,57
8:43,2127,Raemond Robinson missed Three Point Jumper.,61,57
8:43,2678,QJ Peterson Defensive Rebound.,61,57
8:28,2678,Julian Eleby made Three Point Jumper. Assisted by Keith Smith.,61,60
8:08,2127,Cortez Mitchell missed Jumper.,61,60
8:08,2678,QJ Peterson Defensive Rebound.,61,60
8:02,2678,QJ Peterson missed Layup.,61,60
8:02,2127,Christian Keeling Defensive Rebound.,61,60
7:57,2678,Foul on Keith Smith.,61,60
7:57,2678,Official TV Timeout,61,60
7:57,2127,Christian Keeling made Free Throw.,62,60
7:57,2127,Christian Keeling made Free Throw.,63,60
7:41,2678,Julian Eleby made Three Point Jumper. Assisted by Fred Iruafemi.,63,63
7:31,2678,Foul on Keith Smith.,63,63
7:31,2127,Armel Potter missed Free Throw.,63,63
7:31,2678,Garrett Gilkeson Defensive Rebound.,63,63
7:18,2678,Adrian Rich made Layup.,63,65
6:59,2127,Armel Potter Turnover.,63,65
6:57,2678,Julian Eleby Steal.,63,65
6:44,2678,Julian Eleby made Layup.,63,67
6:38,2127,Armel Potter Turnover.,63,67
6:38,2127,Foul on Armel Potter.,63,67
6:32,2678,Julian Eleby made Three Point Jumper. Assisted by Adrian Rich.,63,70
6:12,2678,Foul on Garrett Gilkeson.,63,70
6:12,2127,Cortez Mitchell made Free Throw.,64,70
6:12,2127,Cortez Mitchell made Free Throw.,65,70
5:58,2678,Austin Vereen Turnover.,65,70
5:56,2127,Christian Keeling Steal.,65,70
5:55,2678,Foul on Julian Eleby.,65,70
5:55,2127,Christian Keeling made Free Throw.,66,70
5:55,2127,Christian Keeling missed Free Throw.,66,70
5:55,2678,Garrett Gilkeson Defensive Rebound.,66,70
5:25,2678,Garrett Gilkeson missed Jumper.,66,70
5:25,2127,Cortez Mitchell Block.,66,70
5:21,2127,Javis Howard Defensive Rebound.,66,70
5:15,2127,Christian Keeling missed Jumper.,66,70
5:15,2678,Julian Eleby Defensive Rebound.,66,70
5:00,2678,Fred Iruafemi made Jumper. Assisted by Austin Vereen.,66,72
4:45,2678,Foul on Adrian Rich.,66,72
4:45,2127,Christian Keeling made Free Throw.,67,72
4:45,2127,Christian Keeling made Free Throw.,68,72
4:15,2127,Foul on Christian Keeling.,68,72
4:15,2678,Julian Eleby made Free Throw.,68,73
4:15,2678,Julian Eleby made Free Throw.,68,74
4:02,2127,Raemond Robinson made Three Point Jumper.,71,74
3:38,2678,Garrett Gilkeson missed Jumper.,71,74
3:38,2678,Garrett Gilkeson Offensive Rebound.,71,74
3:34,2678,Garrett Gilkeson missed Layup.,71,74
3:34,2127,Raemond Robinson Defensive Rebound.,71,74
3:32,2678,Foul on Austin Vereen.,71,74
3:32,2678,Official TV Timeout,71,74
3:32,2127,Christian Keeling made Free Throw.,72,74
3:25,2127,Christian Keeling missed Free Throw.,72,74
3:25,2678,Trey Chapman Defensive Rebound.,72,74
3:13,2678,Julian Eleby made Three Point Jumper. Assisted by Keith Smith.,72,77
3:13,2127,Armel Potter missed Layup.,72,77
3:13,2678,Fred Iruafemi Block.,72,77
3:13,2127,Jamar Martin Offensive Rebound.,72,77
3:13,2127,Armel Potter missed Jumper.,72,77
3:13,2678,Fred Iruafemi Block.,72,77
3:13,2127,Christian Keeling Offensive Rebound.,72,77
3:13,2127,Christian Keeling missed Jumper.,72,77
3:13,2678,Julian Eleby Defensive Rebound.,72,77
2:14,2678,Julian Eleby missed Three Point Jumper.,72,77
2:14,2127,Javis Howard Defensive Rebound.,72,77
1:54,2127,Christian Keeling missed Jumper.,72,77
1:54,2127,Jamar Martin Offensive Rebound.,72,77
1:49,2127,Jamar Martin missed Jumper.,72,77
1:49,2678,Keith Smith Defensive Rebound.,72,77
1:44,2678,VMI  Timeout,72,77
1:44,2678,Adrian Rich missed Jumper.,72,77
1:44,2127,Armel Potter Defensive Rebound.,72,77
1:26,2127,Armel Potter missed Jumper.,72,77
1:26,2678,Julian Eleby Defensive Rebound.,72,77
1:08,2127,Foul on Javis Howard.,72,77
1:08,2678,Julian Eleby made Free Throw.,72,78
1:08,2678,Julian Eleby made Free Throw.,72,79
0:50,2127,Armel Potter made Jumper.,74,79
0:43,2678,VMI  Timeout,74,79
0:39,2127,Foul on Cortez Mitchell.,74,79
0:39,2678,Keith Smith made Free Throw.,74,80
0:39,2678,Keith Smith made Free Throw.,74,81
0:32,2127,Raemond Robinson made Three Point Jumper. Assisted by Armel Potter.,77,81
0:28,2127,Foul on Raemond Robinson.,77,81
0:28,2678,Keith Smith made Free Throw.,77,82
0:28,2678,Keith Smith made Free Throw.,77,83
0:28,2127,Charleston Southern  Timeout,77,83
0:22,2127,Raemond Robinson missed Three Point Jumper.,77,83
0:22,2678,Adrian Rich Defensive Rebound.,77,83
0:18,2127,Foul on Cortez Mitchell.,77,83
0:18,2678,Adrian Rich made Free Throw.,77,84
0:18,2678,Adrian Rich made Free Throw.,77,85
0:15,2127,Armel Potter missed Three Point Jumper.,77,85
0:15,2678,Trey Chapman Defensive Rebound.,77,85
0:12,2127,Foul on Armel Potter.,77,85
0:11,2678,Trey Chapman made Free Throw.,77,86
0:11,2678,Trey Chapman missed Free Throw.,77,86
0:11,2127,Javis Howard Defensive Rebound.,77,86
0:06,2127,Armel Potter made Three Point Jumper.,80,86
0:03,2127,Foul on Raemond Robinson.,80,86
0:03,2678,Julian Eleby made Free Throw.,80,87
0:03,2678,Julian Eleby made Free Throw.,80,88
0:01,2127,Armel Potter made Three Point Jumper.,83,88
0:00,2678,End of Game,83,88
