Appalachian State,152,NC State,2026
13:53,152,Abdul-Malik Abu Defensive Rebound.,5,12
13:40,2026,Foul on Isaac Johnson.,5,12
13:40,152,Dennis Smith Jr. made Free Throw.,5,13
13:40,152,Dennis Smith Jr. made Free Throw.,5,14
13:31,2026,Isaac Johnson missed Three Point Jumper.,5,14
13:31,152,Torin Dorn Defensive Rebound.,5,14
13:15,2026,Foul on Isaac Johnson.,5,14
13:15,152,Torin Dorn made Free Throw.,5,15
13:15,152,Torin Dorn missed Free Throw.,5,15
13:15,2026,Craig Hinton Defensive Rebound.,5,15
12:52,2026,Jake Babic missed Jumper.,5,15
12:52,152,NC State Defensive Rebound.,5,15
12:52,2026,Foul on Craig Hinton.,5,15
12:32,2026,Foul on Jake Wilson.,5,15
12:32,152,Ted Kapita made Free Throw.,5,16
12:32,152,Omer Yurtseven Turnover.,5,16
12:15,2026,Jake Babic made Layup.,7,16
12:15,152,Foul on Maverick Rowan.,7,16
12:15,2026,Jake Babic made Free Throw.,8,16
11:54,152,Omer Yurtseven missed Jumper.,8,16
11:54,2026,Matt O'Boyle Defensive Rebound.,8,16
11:48,2026,Jake Babic Turnover.,8,16
11:37,152,Ted Kapita missed Jumper.,8,16
11:37,152,Torin Dorn Offensive Rebound.,8,16
11:25,2026,Foul on Matt O'Boyle.,8,16
11:21,152,Maverick Rowan made Three Point Jumper. Assisted by Dennis Smith Jr..,8,19
11:14,2026,Jake Wilson missed Dunk.,8,19
11:14,152,Torin Dorn Block.,8,19
11:14,152,Ted Kapita Defensive Rebound.,8,19
11:03,152,Torin Dorn made Three Point Jumper. Assisted by Dennis Smith Jr..,8,22
10:41,2026,Patrick Good missed Three Point Jumper.,8,22
10:41,2026,Jake Wilson Offensive Rebound.,8,22
10:33,2026,Craig Hinton missed Three Point Jumper.,8,22
10:33,152,Torin Dorn Defensive Rebound.,8,22
10:20,152,Ted Kapita missed Jumper.,8,22
10:20,2026,Appalachian St Defensive Rebound.,8,22
10:08,2026,Ronshad Shabazz missed Three Point Jumper.,8,22
10:08,152,Torin Dorn Defensive Rebound.,8,22
9:55,152,Omer Yurtseven made Layup. Assisted by Dennis Smith Jr..,8,24
9:45,2026,Tyrell Johnson made Layup. Assisted by Griffin Kinney.,10,24
9:24,2026,Foul on Tyrell Johnson.,10,24
9:24,152,Omer Yurtseven made Free Throw.,10,25
9:24,152,Omer Yurtseven made Free Throw.,10,26
9:18,2026,Emarius Logan missed Layup.,10,26
9:18,152,Abdul-Malik Abu Block.,10,26
9:18,2026,Appalachian St Offensive Rebound.,10,26
9:11,2026,Emarius Logan missed Jumper.,10,26
9:11,2026,Tyrell Johnson Offensive Rebound.,10,26
9:08,152,Foul on Abdul-Malik Abu.,10,26
9:04,152,Foul on Torin Dorn.,10,26
8:46,2026,Ronshad Shabazz made Layup.,12,26
8:27,152,BeeJay Anya missed Jumper.,12,26
8:27,2026,Tyrell Johnson Defensive Rebound.,12,26
8:27,152,Foul on Omer Yurtseven.,12,26
8:17,2026,Ronshad Shabazz missed Jumper.,12,26
8:17,152,Dennis Smith Jr. Defensive Rebound.,12,26
8:11,2026,Foul on Tyrell Johnson.,12,26
8:11,152,Dennis Smith Jr. made Free Throw.,12,27
8:11,152,Dennis Smith Jr. made Free Throw.,12,28
7:53,2026,Ronshad Shabazz missed Layup.,12,28
7:53,152,BeeJay Anya Block.,12,28
7:53,152,BeeJay Anya Defensive Rebound.,12,28
7:44,152,Torin Dorn Turnover.,12,28
7:42,152,Official TV Timeout,12,28
7:28,2026,Griffin Kinney Turnover.,12,28
7:28,152,Dennis Smith Jr. Steal.,12,28
7:16,152,Dennis Smith Jr. Turnover.,12,28
7:16,2026,Emarius Logan Steal.,12,28
7:09,2026,Ronshad Shabazz made Layup. Assisted by Emarius Logan.,14,28
6:39,2026,Foul on Emarius Logan.,14,28
6:39,152,Dennis Smith Jr. missed Free Throw.,14,28
6:39,152,NC State Deadball Team Rebound.,14,28
6:39,152,Dennis Smith Jr. made Free Throw.,14,29
6:23,2026,Griffin Kinney missed Jumper.,14,29
6:23,152,BeeJay Anya Defensive Rebound.,14,29
6:14,152,Foul on BeeJay Anya.,14,29
6:14,152,BeeJay Anya Turnover.,14,29
6:05,2026,Griffin Kinney made Layup. Assisted by Emarius Logan.,16,29
5:52,152,Terry Henderson made Three Point Jumper. Assisted by Dennis Smith Jr..,16,32
5:40,2026,Craig Hinton made Three Point Jumper. Assisted by Emarius Logan.,19,32
5:20,152,Terry Henderson missed Layup.,19,32
5:20,2026,Griffin Kinney Defensive Rebound.,19,32
5:12,2026,Emarius Logan missed Jumper.,19,32
5:12,152,Ted Kapita Defensive Rebound.,19,32
5:08,152,Terry Henderson made Dunk. Assisted by Dennis Smith Jr..,19,34
4:45,2026,Griffin Kinney made Jumper.,21,34
4:25,152,Ted Kapita made Layup. Assisted by Abdul-Malik Abu.,21,36
4:25,2026,Foul on Kelvin Robinson.,21,36
4:25,152,Ted Kapita made Free Throw.,21,37
4:02,152,Foul on Ted Kapita.,21,37
4:02,2026,Kelvin Robinson made Free Throw.,22,37
4:02,2026,Kelvin Robinson missed Free Throw.,22,37
4:02,152,NC State Defensive Rebound.,22,37
4:02,2026,Foul on Griffin Kinney.,22,37
4:02,152,Ted Kapita missed Free Throw.,22,37
4:02,152,NC State Deadball Team Rebound.,22,37
4:02,152,Ted Kapita made Free Throw.,22,38
3:52,2026,Ronshad Shabazz missed Three Point Jumper.,22,38
3:52,152,Ted Kapita Defensive Rebound.,22,38
3:43,152,Abdul-Malik Abu missed Layup.,22,38
3:43,2026,Griffin Kinney Block.,22,38
3:43,2026,Craig Hinton Defensive Rebound.,22,38
3:30,2026,Patrick Good Turnover.,22,38
3:30,152,Dennis Smith Jr. Steal.,22,38
3:22,2026,Foul on Kelvin Robinson.,22,38
3:22,152,Official TV Timeout,22,38
3:22,152,Maverick Rowan made Free Throw.,22,39
3:22,152,Maverick Rowan made Free Throw.,22,40
3:04,152,Foul on Ted Kapita.,22,40
3:04,2026,Jake Wilson missed Free Throw.,22,40
3:04,152,Ted Kapita Defensive Rebound.,22,40
2:51,152,Omer Yurtseven made Three Point Jumper. Assisted by Ted Kapita.,22,43
2:44,2026,Ronshad Shabazz missed Layup.,22,43
2:44,152,Terry Henderson Block.,22,43
2:44,152,Dennis Smith Jr. Defensive Rebound.,22,43
2:27,152,Dennis Smith Jr. missed Jumper.,22,43
2:27,2026,Appalachian St Defensive Rebound.,22,43
2:13,2026,Patrick Good missed Three Point Jumper.,22,43
2:13,152,Omer Yurtseven Defensive Rebound.,22,43
2:04,152,Dennis Smith Jr. missed Layup.,22,43
2:04,2026,Matt O'Boyle Defensive Rebound.,22,43
1:53,2026,Jake Wilson made Layup. Assisted by Craig Hinton.,24,43
1:39,2026,Foul on Matt O'Boyle.,24,43
1:39,152,Terry Henderson made Free Throw.,24,44
1:39,152,Terry Henderson missed Free Throw.,24,44
1:39,2026,Emarius Logan Defensive Rebound.,24,44
1:29,2026,Foul on Jake Wilson.,24,44
1:29,2026,Jake Wilson Turnover.,24,44
1:22,152,Omer Yurtseven made Jumper.,24,46
1:05,2026,Griffin Kinney missed Jumper.,24,46
1:05,152,Ted Kapita Defensive Rebound.,24,46
0:50,152,Ted Kapita made Layup. Assisted by Markell Johnson.,24,48
0:43,152,Foul on Maverick Rowan.,24,48
0:43,2026,Jake Babic made Free Throw.,25,48
0:43,2026,Jake Babic made Free Throw.,26,48
0:36,152,Omer Yurtseven Turnover.,26,48
0:36,2026,Emarius Logan Steal.,26,48
0:25,2026,Emarius Logan Turnover.,26,48
0:23,152,NC State  Timeout,26,48
0:09,152,Omer Yurtseven missed Jumper.,26,48
0:09,2026,Appalachian St Defensive Rebound.,26,48
0:01,2026,Jake Babic made Layup.,28,48
0:00,152,End of 1st half,28,48
20:00,2026,Jump Ball won by Appalachian St,28,48
19:44,2026,Tyrell Johnson missed Jumper.,28,48
19:44,152,BeeJay Anya Defensive Rebound.,28,48
19:20,152,Terry Henderson missed Three Point Jumper.,28,48
19:20,2026,Griffin Kinney Defensive Rebound.,28,48
19:10,2026,Emarius Logan made Layup.,30,48
18:59,152,Abdul-Malik Abu missed Jumper.,30,48
18:59,2026,Tyrell Johnson Defensive Rebound.,30,48
18:39,2026,Griffin Kinney missed Layup.,30,48
18:39,152,BeeJay Anya Defensive Rebound.,30,48
18:13,2026,Foul on Emarius Logan.,30,48
18:13,152,Dennis Smith Jr. made Free Throw.,30,49
18:13,152,Dennis Smith Jr. made Free Throw.,30,50
18:04,2026,Griffin Kinney missed Jumper.,30,50
18:04,152,Terry Henderson Block.,30,50
18:00,152,NC State Defensive Rebound.,30,50
17:54,152,Dennis Smith Jr. made Layup.,30,52
17:54,2026,Foul on Kelvin Robinson.,30,52
17:54,152,Dennis Smith Jr. made Free Throw.,30,53
17:44,2026,Griffin Kinney made Layup. Assisted by Emarius Logan.,32,53
17:14,152,Abdul-Malik Abu made Layup. Assisted by BeeJay Anya.,32,55
17:08,2026,Tyrell Johnson missed Three Point Jumper.,32,55
17:08,152,Torin Dorn Defensive Rebound.,32,55
16:57,2026,Foul on Griffin Kinney.,32,55
16:57,152,Terry Henderson made Free Throw.,32,56
16:57,152,Terry Henderson made Free Throw.,32,57
16:48,152,Foul on Dennis Smith Jr..,32,57
16:48,2026,Emarius Logan missed Layup.,32,57
16:42,2026,Appalachian St Offensive Rebound.,32,57
16:31,2026,Emarius Logan missed Three Point Jumper.,32,57
16:31,152,Abdul-Malik Abu Defensive Rebound.,32,57
16:23,152,Dennis Smith Jr. made Three Point Jumper.,32,60
16:00,2026,Emarius Logan missed Three Point Jumper.,32,60
16:00,152,Terry Henderson Defensive Rebound.,32,60
15:47,2026,Foul on Emarius Logan.,32,60
15:47,152,Official TV Timeout,32,60
15:47,152,Dennis Smith Jr. made Free Throw.,32,61
15:47,152,Dennis Smith Jr. made Free Throw.,32,62
15:47,152,Dennis Smith Jr. made Free Throw.,32,63
15:36,2026,Ronshad Shabazz made Jumper.,34,63
15:24,152,Dennis Smith Jr. Turnover.,34,63
15:18,2026,Ronshad Shabazz missed Three Point Jumper.,34,63
15:18,2026,Isaac Johnson Offensive Rebound.,34,63
15:04,2026,Ronshad Shabazz missed Jumper.,34,63
15:04,2026,Jake Babic Offensive Rebound.,34,63
14:56,2026,Ronshad Shabazz made Layup.,36,63
14:39,152,Abdul-Malik Abu missed Jumper.,36,63
14:39,2026,Jake Babic Defensive Rebound.,36,63
14:27,152,Foul on Abdul-Malik Abu.,36,63
14:27,2026,Appalachian St  Timeout,36,63
14:25,2026,Ronshad Shabazz missed Three Point Jumper.,36,63
14:25,2026,Isaac Johnson Offensive Rebound.,36,63
14:21,2026,Jake Babic missed Three Point Jumper.,36,63
14:21,152,NC State Defensive Rebound.,36,63
13:52,152,Terry Henderson Turnover.,36,63
13:52,2026,Jake Babic Steal.,36,63
13:47,2026,Ronshad Shabazz made Layup. Assisted by Jake Babic.,38,63
13:30,152,Maverick Rowan missed Jumper.,38,63
13:30,2026,Jake Wilson Defensive Rebound.,38,63
13:10,2026,Ronshad Shabazz Turnover.,38,63
12:53,2026,Foul on Patrick Good.,38,63
12:53,152,Terry Henderson made Free Throw.,38,64
12:53,152,Terry Henderson made Free Throw.,38,65
12:53,152,Terry Henderson made Free Throw.,38,66
12:29,152,Foul on Torin Dorn.,38,66
12:29,2026,Isaac Johnson made Free Throw.,39,66
12:29,2026,Isaac Johnson made Free Throw.,40,66
12:10,152,Ted Kapita made Jumper.,40,68
12:10,2026,Foul on Isaac Johnson.,40,68
12:10,152,Ted Kapita made Free Throw.,40,69
12:06,152,Foul on Markell Johnson.,40,69
12:00,152,Foul on Omer Yurtseven.,40,69
11:57,2026,Matt O'Boyle made Three Point Jumper. Assisted by Patrick Good.,43,69
11:38,152,Torin Dorn missed Jumper.,43,69
11:38,152,Maverick Rowan Offensive Rebound.,43,69
11:38,152,Maverick Rowan missed Two Point Tip Shot.,43,69
11:38,2026,Patrick Good Defensive Rebound.,43,69
11:29,2026,Isaac Johnson made Layup.,45,69
11:06,2026,Foul on Jake Wilson.,45,69
11:06,152,Official TV Timeout,45,69
11:06,152,Torin Dorn made Free Throw.,45,70
11:06,152,Torin Dorn missed Free Throw.,45,70
11:06,2026,Matt O'Boyle Defensive Rebound.,45,70
10:46,2026,Ronshad Shabazz missed Three Point Jumper.,45,70
10:46,2026,Matt O'Boyle Offensive Rebound.,45,70
10:40,2026,Matt O'Boyle made Layup.,47,70
10:24,2026,Foul on Jake Wilson.,47,70
10:24,152,Ted Kapita missed Free Throw.,47,70
10:24,2026,Isaac Johnson Defensive Rebound.,47,70
10:08,2026,Isaac Johnson made Layup. Assisted by Ronshad Shabazz.,49,70
9:56,152,Markell Johnson made Layup. Assisted by Maverick Rowan.,49,72
9:33,2026,Matt O'Boyle missed Layup.,49,72
9:33,152,Omer Yurtseven Defensive Rebound.,49,72
9:23,152,Maverick Rowan missed Three Point Jumper.,49,72
9:23,2026,Isaac Johnson Defensive Rebound.,49,72
9:11,152,Foul on Maverick Rowan.,49,72
9:11,2026,Ronshad Shabazz missed Free Throw.,49,72
9:11,2026,Appalachian St Deadball Team Rebound.,49,72
9:11,2026,Ronshad Shabazz made Free Throw.,50,72
8:59,152,Maverick Rowan missed Layup.,50,72
8:59,2026,Griffin Kinney Defensive Rebound.,50,72
8:40,2026,Griffin Kinney missed Jumper.,50,72
8:40,152,Torin Dorn Defensive Rebound.,50,72
8:35,152,Torin Dorn missed Layup.,50,72
8:35,2026,Craig Hinton Defensive Rebound.,50,72
8:08,2026,Ronshad Shabazz missed Jumper.,50,72
8:08,152,NC State Defensive Rebound.,50,72
7:56,152,Abdul-Malik Abu missed Jumper.,50,72
7:56,152,Maverick Rowan Offensive Rebound.,50,72
7:56,152,Maverick Rowan made Two Point Tip Shot.,50,74
7:36,2026,Kelvin Robinson missed Three Point Jumper.,50,74
7:36,152,BeeJay Anya Defensive Rebound.,50,74
7:26,152,Abdul-Malik Abu made Dunk. Assisted by Dennis Smith Jr..,50,76
7:26,2026,Foul on Craig Hinton.,50,76
7:26,152,Official TV Timeout,50,76
7:26,152,Abdul-Malik Abu made Free Throw.,50,77
7:12,2026,Griffin Kinney missed Layup.,50,77
7:12,2026,Appalachian St Offensive Rebound.,50,77
7:10,2026,Ronshad Shabazz missed Three Point Jumper.,50,77
7:10,152,Abdul-Malik Abu Defensive Rebound.,50,77
7:05,152,Maverick Rowan made Layup. Assisted by Abdul-Malik Abu.,50,79
6:56,2026,Ronshad Shabazz missed Three Point Jumper.,50,79
6:56,152,Terry Henderson Defensive Rebound.,50,79
6:40,152,Dennis Smith Jr. missed Three Point Jumper.,50,79
6:40,152,NC State Offensive Rebound.,50,79
6:40,2026,Foul on Jake Babic.,50,79
6:40,152,Maverick Rowan made Free Throw.,50,80
6:40,152,Maverick Rowan made Free Throw.,50,81
6:34,2026,Zach Cottrell missed Three Point Jumper.,50,81
6:34,2026,Appalachian St Offensive Rebound.,50,81
6:22,152,Foul on Omer Yurtseven.,50,81
6:22,2026,Kelvin Robinson made Free Throw.,51,81
6:22,2026,Kelvin Robinson made Free Throw.,52,81
6:14,152,Maverick Rowan made Layup. Assisted by Terry Henderson.,52,83
6:03,2026,Kelvin Robinson made Jumper.,54,83
5:40,152,Abdul-Malik Abu made Layup.,54,85
5:29,152,Foul on Abdul-Malik Abu.,54,85
5:29,2026,Griffin Kinney missed Free Throw.,54,85
5:29,2026,Appalachian St Deadball Team Rebound.,54,85
5:29,2026,Griffin Kinney made Free Throw.,55,85
5:11,152,Dennis Smith Jr. Turnover.,55,85
4:58,2026,Kelvin Robinson missed Layup.,55,85
4:58,152,Darius Hicks Defensive Rebound.,55,85
4:49,2026,Foul on Ronshad Shabazz.,55,85
4:49,152,Shaun Kirk made Free Throw.,55,86
4:49,152,Omer Yurtseven Turnover.,55,86
4:39,152,Foul on Shaun Kirk.,55,86
4:39,2026,Jake Babic missed Free Throw.,55,86
4:39,152,Omer Yurtseven Defensive Rebound.,55,86
4:23,152,Markell Johnson missed Three Point Jumper.,55,86
4:23,2026,Patrick Good Defensive Rebound.,55,86
4:15,2026,Patrick Good missed Three Point Jumper.,55,86
4:15,2026,Isaac Johnson Offensive Rebound.,55,86
4:08,2026,Jake Babic made Three Point Jumper. Assisted by Patrick Good.,58,86
3:56,152,NC State  Timeout,58,86
3:56,152,Official TV Timeout,58,86
3:30,152,Markell Johnson missed Layup.,58,86
3:30,2026,Appalachian St Defensive Rebound.,58,86
3:29,2026,Zach Cottrell missed Layup.,58,86
3:29,152,Omer Yurtseven Defensive Rebound.,58,86
3:11,2026,Foul on Isaac Johnson.,58,86
3:11,152,Omer Yurtseven missed Free Throw.,58,86
3:11,152,NC State Deadball Team Rebound.,58,86
3:11,152,Omer Yurtseven made Free Throw.,58,87
2:40,2026,Isaac Johnson missed Jumper.,58,87
2:40,2026,Jake Wilson Offensive Rebound.,58,87
2:33,2026,Jake Wilson missed Jumper.,58,87
2:33,2026,Appalachian St Offensive Rebound.,58,87
2:29,152,Foul on Darius Hicks.,58,87
2:29,2026,Isaac Johnson missed Free Throw.,58,87
2:29,2026,Appalachian St Deadball Team Rebound.,58,87
2:29,2026,Isaac Johnson made Free Throw.,59,87
2:15,152,Shaun Kirk made Jumper. Assisted by Darius Hicks.,59,89
2:05,152,Foul on Omer Yurtseven.,59,89
2:05,2026,Jake Wilson missed Free Throw.,59,89
2:05,2026,Appalachian St Deadball Team Rebound.,59,89
2:05,2026,Jake Wilson made Free Throw.,60,89
1:52,152,Shaun Kirk missed Three Point Jumper.,60,89
1:52,2026,Tyrell Johnson Defensive Rebound.,60,89
1:46,2026,Zach Cottrell missed Three Point Jumper.,60,89
1:46,152,Shaun Kirk Defensive Rebound.,60,89
1:40,152,Shaun Kirk made Dunk. Assisted by Markell Johnson.,60,91
1:31,2026,Patrick Good missed Three Point Jumper.,60,91
1:31,2026,Isaac Johnson Offensive Rebound.,60,91
1:31,2026,Isaac Johnson made Two Point Tip Shot.,62,91
1:08,152,Omer Yurtseven made Layup. Assisted by Markell Johnson.,62,93
1:07,152,NC State  Timeout,62,93
0:57,2026,Isaac Johnson Turnover.,62,93
0:44,2026,Foul on Tyrell Johnson.,62,93
0:44,152,Darius Hicks made Free Throw.,62,94
0:44,152,Darius Hicks made Free Throw.,62,95
0:36,2026,Tyrell Johnson made Layup.,64,95
0:20,152,Tucker Thompson made Jumper. Assisted by Chris Corchiani Jr..,64,97
0:13,2026,Patrick Good missed Jumper.,64,97
0:13,152,Chris Brickhouse Defensive Rebound.,64,97
0:08,152,Chris Brickhouse Turnover.,64,97
0:08,2026,Zach Cottrell Steal.,64,97
0:02,2026,Patrick Good missed Three Point Jumper.,64,97
0:02,152,Chris Brickhouse Defensive Rebound.,64,97
0:00,152,End of Game,64,97
