Niagara,252,BYU,315
18:20,252,Dalton Nixon Defensive Rebound.,36,33
18:14,252,Luke Worthington missed Layup.,36,33
18:14,252,Luke Worthington Offensive Rebound.,36,33
18:14,315,Foul on Chris Barton.,36,33
18:01,252,Luke Worthington made Layup. Assisted by Jahshire Hardnett.,36,35
17:45,252,Foul on Elijah Bryant.,36,35
17:45,315,Matt Scott made Free Throw.,37,35
17:45,315,Matt Scott missed Free Throw.,37,35
17:45,252,Elijah Bryant Defensive Rebound.,37,35
17:29,252,Jahshire Hardnett missed Layup.,37,35
17:29,315,Kahlil Dukes Defensive Rebound.,37,35
17:23,315,Matt Scott made Three Point Jumper. Assisted by Kahlil Dukes.,40,35
17:08,252,TJ Haws missed Three Point Jumper.,40,35
17:08,252,Yoeli Childs Offensive Rebound.,40,35
17:02,252,Yoeli Childs made Layup.,40,37
16:52,315,Kahlil Dukes missed Jumper.,40,37
16:52,252,Luke Worthington Defensive Rebound.,40,37
16:23,252,TJ Haws missed Jumper.,40,37
16:23,315,Dominic Robb Defensive Rebound.,40,37
16:16,315,Matt Scott Turnover.,40,37
16:02,252,Jahshire Hardnett Turnover.,40,37
15:52,315,Kahlil Dukes made Three Point Jumper.,43,37
15:40,252,BYU  Timeout,43,37
15:31,252,TJ Haws made Layup.,43,39
15:31,315,Foul on Dominic Robb.,43,39
15:31,252,Official TV Timeout,43,39
15:31,252,TJ Haws made Free Throw.,43,40
15:14,315,Matt Scott missed Three Point Jumper.,43,40
15:14,252,Elijah Bryant Defensive Rebound.,43,40
15:07,252,Elijah Bryant missed Layup.,43,40
15:07,315,Marvin Prochet Block.,43,40
15:00,315,Matt Scott Defensive Rebound.,43,40
14:55,315,Kahlil Dukes missed Jumper.,43,40
14:55,252,TJ Haws Defensive Rebound.,43,40
14:45,315,Foul on Greg King.,43,40
14:45,252,TJ Haws made Free Throw.,43,41
14:45,252,TJ Haws made Free Throw.,43,42
14:28,315,Chris Barton missed Jumper.,43,42
14:28,252,BYU Defensive Rebound.,43,42
13:50,252,Elijah Bryant missed Layup.,43,42
13:50,252,Luke Worthington Offensive Rebound.,43,42
13:34,252,Luke Worthington made Two Point Tip Shot.,43,44
13:30,315,Kahlil Dukes made Three Point Jumper. Assisted by Chris Barton.,46,44
13:24,252,Elijah Bryant made Three Point Jumper. Assisted by TJ Haws.,46,47
13:13,315,Kahlil Dukes missed Three Point Jumper.,46,47
13:13,252,Elijah Bryant Defensive Rebound.,46,47
13:04,315,Foul on Chris Barton.,46,47
13:04,252,Elijah Bryant made Free Throw.,46,48
13:04,252,Elijah Bryant made Free Throw.,46,49
12:42,252,Foul on Zac Seljaas.,46,49
12:42,315,Matt Scott made Free Throw.,47,49
12:42,315,Matt Scott missed Free Throw.,47,49
12:42,252,Elijah Bryant Defensive Rebound.,47,49
12:30,252,Yoeli Childs made Layup.,47,51
12:25,315,Kahlil Dukes made Three Point Jumper. Assisted by James Towns.,50,51
12:08,315,Foul on Marvin Prochet.,50,51
12:07,252,Elijah Bryant made Free Throw.,50,52
12:07,252,Elijah Bryant missed Free Throw.,50,52
12:07,252,Yoeli Childs Offensive Rebound.,50,52
12:05,252,Yoeli Childs made Layup.,50,54
12:05,315,Foul on Greg Kuakumensah.,50,54
12:05,252,Yoeli Childs made Free Throw.,50,55
12:02,252,Foul on Elijah Bryant.,50,55
11:49,252,Official TV Timeout,50,55
11:39,315,Kahlil Dukes missed Three Point Jumper.,50,55
11:39,252,TJ Haws Defensive Rebound.,50,55
11:37,315,Foul on Greg King.,50,55
11:37,252,TJ Haws made Free Throw.,50,56
11:37,252,TJ Haws made Free Throw.,50,57
11:17,252,Foul on Dalton Nixon.,50,57
11:17,315,Matt Scott missed Free Throw.,50,57
11:17,315,Niagara Deadball Team Rebound.,50,57
11:17,315,Matt Scott made Free Throw.,51,57
10:48,252,Yoeli Childs Turnover.,51,57
10:25,315,Greg Kuakumensah made Jumper.,53,57
9:59,252,Dalton Nixon missed Layup.,53,57
9:59,315,Greg King Block.,53,57
9:57,315,Greg Kuakumensah Defensive Rebound.,53,57
9:51,315,Kahlil Dukes made Jumper.,55,57
9:33,252,TJ Haws made Three Point Jumper. Assisted by Zac Seljaas.,55,60
9:14,315,Kahlil Dukes missed Three Point Jumper.,55,60
9:14,315,Matt Scott Offensive Rebound.,55,60
9:08,315,Matt Scott missed Jumper.,55,60
9:08,315,Marvin Prochet Offensive Rebound.,55,60
9:05,252,Foul on Zac Seljaas.,55,60
8:52,315,Matt Scott made Layup.,57,60
8:44,315,Foul on Greg King.,57,60
8:44,252,Elijah Bryant made Free Throw.,57,61
8:44,252,Elijah Bryant made Free Throw.,57,62
8:26,315,Marvin Prochet missed Three Point Jumper.,57,62
8:26,252,Yoeli Childs Defensive Rebound.,57,62
8:08,252,Zac Seljaas made Three Point Jumper. Assisted by Yoeli Childs.,57,65
7:56,315,Niagara  Timeout,57,65
7:49,315,Dominic Robb made Layup. Assisted by Chris Barton.,59,65
7:24,252,Dalton Nixon missed Layup.,59,65
7:24,315,Marvin Prochet Defensive Rebound.,59,65
7:11,315,Marvin Prochet made Layup. Assisted by Kahlil Dukes.,61,65
6:56,252,TJ Haws made Jumper.,61,67
6:48,252,Foul on Zac Seljaas.,61,67
6:48,315,Dominic Robb made Free Throw.,62,67
6:48,315,Dominic Robb made Free Throw.,63,67
6:28,252,Yoeli Childs missed Jumper.,63,67
6:28,315,Marvin Prochet Block.,63,67
6:28,252,BYU Offensive Rebound.,63,67
6:25,252,Yoeli Childs missed Layup.,63,67
6:25,315,Matt Scott Defensive Rebound.,63,67
6:18,315,Matt Scott made Layup.,65,67
6:18,252,Foul on Luke Worthington.,65,67
6:18,315,Matt Scott missed Free Throw.,65,67
6:18,252,Zac Seljaas Defensive Rebound.,65,67
6:00,252,Elijah Bryant made Three Point Jumper. Assisted by TJ Haws.,65,70
5:45,315,Chris Barton Turnover.,65,70
5:22,252,Elijah Bryant made Three Point Jumper. Assisted by Luke Worthington.,65,73
5:09,315,Kahlil Dukes missed Three Point Jumper.,65,73
5:09,315,Matt Scott Offensive Rebound.,65,73
4:54,315,Dominic Robb missed Jumper.,65,73
4:54,315,Dominic Robb Offensive Rebound.,65,73
4:50,315,Dominic Robb missed Jumper.,65,73
4:50,252,Yoeli Childs Defensive Rebound.,65,73
4:37,252,Luke Worthington made Layup.,65,75
4:30,315,Matt Scott made Jumper.,67,75
4:13,252,Yoeli Childs made Dunk. Assisted by Luke Worthington.,67,77
4:13,315,Foul on Marvin Prochet.,67,77
4:13,252,Yoeli Childs missed Free Throw.,67,77
4:13,315,Dominic Robb Defensive Rebound.,67,77
4:02,252,Foul on Jahshire Hardnett.,67,77
4:01,315,Chris Barton made Free Throw.,68,77
4:01,315,Chris Barton made Free Throw.,69,77
3:43,252,Yoeli Childs made Layup.,69,79
3:26,315,Kahlil Dukes missed Jumper.,69,79
3:26,315,Dominic Robb Offensive Rebound.,69,79
3:21,315,Matt Scott made Three Point Jumper. Assisted by Dominic Robb.,72,79
3:18,252,Official TV Timeout,72,79
3:06,315,Foul on Matt Scott.,72,79
3:06,252,Elijah Bryant made Free Throw.,72,80
3:06,252,Elijah Bryant made Free Throw.,72,81
2:50,315,Chris Barton made Layup.,74,81
2:32,252,TJ Haws Turnover.,74,81
2:25,315,Chris Barton missed Jumper.,74,81
2:25,252,Luke Worthington Defensive Rebound.,74,81
2:15,315,Foul on Kahlil Dukes.,74,81
2:15,252,Elijah Bryant made Free Throw.,74,82
2:15,252,Elijah Bryant made Free Throw.,74,83
2:09,315,Kahlil Dukes Turnover.,74,83
2:08,252,Yoeli Childs Steal.,74,83
2:06,252,Yoeli Childs made Dunk.,74,85
1:55,315,Matt Scott Turnover.,74,85
1:54,252,Luke Worthington Steal.,74,85
1:37,252,Elijah Bryant Turnover.,74,85
1:35,315,Chris Barton Steal.,74,85
1:33,252,Foul on Luke Worthington.,74,85
1:33,315,Chris Barton made Free Throw.,75,85
1:33,315,Chris Barton made Free Throw.,76,85
1:26,252,Luke Worthington made Free Throw.,76,86
1:26,315,Foul on Dominic Robb.,76,86
1:26,252,Luke Worthington missed Free Throw.,76,86
1:26,315,Dominic Robb Defensive Rebound.,76,86
1:14,315,Matt Scott missed Jumper.,76,86
1:14,252,Zac Seljaas Defensive Rebound.,76,86
1:07,315,Foul on Matt Scott.,76,86
1:03,252,Elijah Bryant made Free Throw.,76,87
1:03,252,Elijah Bryant made Free Throw.,76,88
0:56,315,Kahlil Dukes missed Three Point Jumper.,76,88
0:56,315,Matt Scott Offensive Rebound.,76,88
0:53,315,Matt Scott made Layup.,78,88
0:53,252,Foul on Yoeli Childs.,78,88
0:53,315,Matt Scott made Free Throw.,79,88
0:52,315,Foul on Marvin Prochet.,79,88
0:52,252,Dalton Nixon missed Free Throw.,79,88
0:52,252,BYU Deadball Team Rebound.,79,88
0:52,252,Dalton Nixon made Free Throw.,79,89
0:52,252,BYU  Timeout,79,89
0:43,315,Kahlil Dukes made Three Point Jumper.,82,89
0:34,252,BYU  Timeout,82,89
0:30,315,Foul on James Towns.,82,89
0:30,252,Zac Seljaas made Free Throw.,82,90
0:30,252,Zac Seljaas made Free Throw.,82,91
0:19,315,Matt Scott missed Three Point Jumper.,82,91
0:19,252,BYU Defensive Rebound.,82,91
0:16,315,Foul on Chris Barton.,82,91
0:16,252,TJ Haws missed Free Throw.,82,91
0:16,252,BYU Deadball Team Rebound.,82,91
0:16,252,TJ Haws made Free Throw.,82,92
0:14,252,Foul on Jahshire Hardnett.,82,92
0:14,315,Kahlil Dukes made Free Throw.,83,92
0:14,315,Kahlil Dukes made Free Throw.,84,92
0:12,315,Foul on Matt Scott.,84,92
0:12,252,Dalton Nixon made Free Throw.,84,93
0:12,252,Dalton Nixon missed Free Throw.,84,93
0:12,315,Niagara Defensive Rebound.,84,93
0:11,252,Foul on Yoeli Childs.,84,93
0:11,315,Dominic Robb missed Free Throw.,84,93
0:11,315,Niagara Deadball Team Rebound.,84,93
0:11,315,Dominic Robb made Free Throw.,85,93
0:11,315,Foul on Chris Barton.,85,93
0:11,252,TJ Haws made Free Throw.,85,94
0:11,252,TJ Haws made Free Throw.,85,95
0:09,315,Matt Scott made Three Point Jumper. Assisted by James Towns.,88,95
0:00,252,End of Game,88,95
