Goldey-Beacom,Error,Morgan State,2415
7:45,2415,Phillip Carr missed Layup.,7,23
7:45,2415,Phillip Carr Offensive Rebound.,7,23
7:45,-1,Foul on Marcellus Livingston.,7,23
7:45,2415,Phillip Carr made Free Throw.,7,24
7:45,2415,Phillip Carr made Free Throw.,7,25
7:23,-1,Troy Stancil missed Layup.,7,25
7:23,2415,David Syfax Block.,7,25
7:21,2415,David Syfax Defensive Rebound.,7,25
7:07,-1,Foul on Dante Thompson.,7,25
7:07,2415,Phillip Carr made Free Throw.,7,26
7:07,2415,Phillip Carr missed Free Throw.,7,26
7:07,-1,Corey Taite Defensive Rebound.,7,26
7:03,-1,Troy Stancil missed Layup.,7,26
7:03,-1,Goldey-Beacom Offensive Rebound.,7,26
6:54,-1,Dante Thompson missed Layup.,7,26
6:54,2415,David Syfax Defensive Rebound.,7,26
6:48,-1,Foul on Mahir Johnson.,7,26
6:48,2415,Stanley Davis made Free Throw.,7,27
6:48,2415,Stanley Davis made Free Throw.,7,28
6:34,-1,Tevin Service made Layup. Assisted by Dante Thompson.,9,28
6:00,2415,Phillip Carr missed Jumper.,9,28
6:00,2415,David Syfax Offensive Rebound.,9,28
5:59,2415,David Syfax missed Layup.,9,28
5:59,-1,Dante Thompson Defensive Rebound.,9,28
5:59,2415,Foul on Phillip Carr.,9,28
5:59,-1,Dante Thompson missed Free Throw.,9,28
5:59,2415,Stanley Davis Defensive Rebound.,9,28
5:49,2415,Stanley Davis made Layup.,9,30
5:34,-1,Dante Thompson made Dunk. Assisted by Corey Taite.,11,30
5:24,2415,Martez Cameron missed Layup.,11,30
5:24,2415,Morgan State Offensive Rebound.,11,30
5:22,-1,Foul on Isiah Graves.,11,30
5:22,2415,LaPri McCray-Pace missed Free Throw.,11,30
5:22,2415,Morgan State Deadball Team Rebound.,11,30
5:22,2415,LaPri McCray-Pace made Free Throw.,11,31
5:09,-1,Corey Taite missed Jumper.,11,31
5:09,-1,Dante Thompson Offensive Rebound.,11,31
5:07,2415,Foul on Antonio Gillespie.,11,31
5:07,-1,Dante Thompson missed Free Throw.,11,31
5:07,-1,Goldey-Beacom Deadball Team Rebound.,11,31
5:07,-1,Dante Thompson made Free Throw.,12,31
4:50,2415,David Syfax missed Layup.,12,31
4:50,-1,Tevin Service Defensive Rebound.,12,31
4:40,2415,Foul on Antonio Gillespie.,12,31
4:40,-1,Justin Salem made Free Throw.,13,31
4:40,-1,Justin Salem made Free Throw.,14,31
4:29,2415,Alex Ennis missed Layup.,14,31
4:29,2415,Kyson Rawls Offensive Rebound.,14,31
4:26,2415,Kyson Rawls made Layup.,14,33
4:14,-1,Troy Stancil missed Three Point Jumper.,14,33
4:14,-1,Goldey-Beacom Offensive Rebound.,14,33
4:14,2415,Foul on David Syfax.,14,33
4:14,-1,Dante Thompson missed Free Throw.,14,33
4:14,-1,Goldey-Beacom Deadball Team Rebound.,14,33
4:14,-1,Dante Thompson made Free Throw.,15,33
4:07,-1,Foul on Corey Taite.,15,33
4:07,2415,Kyson Rawls made Free Throw.,15,34
4:07,2415,Kyson Rawls made Free Throw.,15,35
4:02,2415,Foul on Kyson Rawls.,15,35
4:02,-1,Corey Taite missed Free Throw.,15,35
4:02,-1,Goldey-Beacom Deadball Team Rebound.,15,35
4:02,-1,Corey Taite made Free Throw.,16,35
3:47,2415,Kyson Rawls made Three Point Jumper. Assisted by Stanley Davis.,16,38
3:33,2415,Foul on Kyson Rawls.,16,38
3:33,-1,Corey Taite missed Free Throw.,16,38
3:33,-1,Goldey-Beacom Deadball Team Rebound.,16,38
3:33,-1,Corey Taite made Free Throw.,17,38
3:12,2415,Kyson Rawls made Three Point Jumper. Assisted by Stanley Davis.,17,41
2:56,-1,Corey Taite Turnover.,17,41
2:56,-1,Foul on Corey Taite.,17,41
2:45,2415,Stanley Davis Turnover.,17,41
2:34,-1,Dante Thompson missed Jumper.,17,41
2:34,2415,David Syfax Defensive Rebound.,17,41
2:23,2415,Kyson Rawls missed Three Point Jumper.,17,41
2:23,-1,Dante Thompson Defensive Rebound.,17,41
2:15,-1,Troy Stancil made Layup.,19,41
2:03,2415,David Syfax made Jumper. Assisted by Stanley Davis.,19,43
1:41,-1,Troy Stancil made Three Point Jumper. Assisted by Dante Thompson.,22,43
1:14,2415,Stanley Davis missed Three Point Jumper.,22,43
1:14,-1,Goldey-Beacom Defensive Rebound.,22,43
1:14,2415,Foul on David Syfax.,22,43
1:14,-1,Dante Thompson missed Free Throw.,22,43
1:14,-1,Goldey-Beacom Deadball Team Rebound.,22,43
1:14,-1,Dante Thompson missed Free Throw.,22,43
1:14,2415,Stanley Davis Defensive Rebound.,22,43
1:10,2415,Stanley Davis Turnover.,22,43
1:06,2415,Foul on David Syfax.,22,43
1:06,-1,Isiah Graves missed Free Throw.,22,43
1:06,-1,Goldey-Beacom Deadball Team Rebound.,22,43
1:06,-1,Isiah Graves made Free Throw.,23,43
0:31,2415,Antonio Gillespie Turnover.,23,43
0:18,-1,Justin Salem missed Three Point Jumper.,23,43
0:18,2415,Alex Ennis Defensive Rebound.,23,43
0:13,2415,Alex Ennis Turnover.,23,43
0:12,-1,Dante Thompson Steal.,23,43
0:08,2415,Foul on Alex Ennis.,23,43
0:08,-1,C Levingston Simon missed Free Throw.,23,43
0:08,-1,Goldey-Beacom Deadball Team Rebound.,23,43
0:08,-1,C Levingston Simon made Free Throw.,24,43
0:00,2415,Kyson Rawls made Three Point Jumper.,24,46
0:00,2415,End of 1st half,24,46
19:48,-1,Mahir Johnson Turnover.,24,46
19:33,2415,Phillip Carr Turnover.,24,46
19:20,-1,Dante Thompson Turnover.,24,46
19:18,2415,Stanley Davis Steal.,24,46
19:13,2415,Martez Cameron Turnover.,24,46
19:04,-1,Tevin Service made Three Point Jumper. Assisted by Troy Stancil.,27,46
18:34,2415,Phillip Carr missed Jumper.,27,46
18:34,2415,Tyjhai Byers Offensive Rebound.,27,46
18:21,2415,Phillip Carr Turnover.,27,46
18:10,-1,Dante Thompson made Layup.,29,46
17:57,2415,LaPri McCray-Pace made Three Point Jumper. Assisted by Stanley Davis.,29,49
17:43,-1,Corey Taite missed Jumper.,29,49
17:43,2415,Tyjhai Byers Block.,29,49
17:41,-1,Corey Taite Offensive Rebound.,29,49
17:35,-1,Mahir Johnson missed Layup.,29,49
17:35,2415,Phillip Carr Block.,29,49
17:34,-1,Corey Taite Offensive Rebound.,29,49
17:31,-1,Goldey-Beacom  Timeout,29,49
17:24,-1,Dante Thompson missed Layup.,29,49
17:24,-1,Dante Thompson Offensive Rebound.,29,49
17:22,-1,Dante Thompson made Layup.,31,49
17:10,-1,Foul on Tevin Service.,31,49
17:07,2415,Phillip Carr Turnover.,31,49
17:07,2415,Foul on Phillip Carr.,31,49
16:56,-1,Tevin Service missed Three Point Jumper.,31,49
16:56,2415,Martez Cameron Defensive Rebound.,31,49
16:46,-1,Foul on Dante Thompson.,31,49
16:41,2415,Phillip Carr missed Jumper.,31,49
16:41,2415,LaPri McCray-Pace Offensive Rebound.,31,49
16:38,2415,LaPri McCray-Pace made Dunk.,31,51
16:27,2415,Foul on LaPri McCray-Pace.,31,51
16:22,2415,Foul on Tyjhai Byers.,31,51
16:22,-1,Mahir Johnson missed Free Throw.,31,51
16:22,-1,Goldey-Beacom Deadball Team Rebound.,31,51
16:22,-1,Mahir Johnson missed Free Throw.,31,51
16:22,2415,Antonio Gillespie Defensive Rebound.,31,51
15:52,2415,Martez Cameron Turnover.,31,51
15:52,2415,Official TV Timeout,31,51
15:32,-1,Troy Stancil missed Layup.,31,51
15:32,2415,Alex Ennis Defensive Rebound.,31,51
15:25,2415,Tyler Streeter made Three Point Jumper. Assisted by Martez Cameron.,31,54
15:10,-1,Tevin Service made Three Point Jumper. Assisted by Corey Taite.,34,54
14:48,2415,David Syfax missed Jumper.,34,54
14:48,-1,Dante Thompson Defensive Rebound.,34,54
14:40,-1,Corey Taite Turnover.,34,54
14:25,2415,Antonio Gillespie made Three Point Jumper. Assisted by Martez Cameron.,34,57
14:14,2415,Foul on Khalil Gracey.,34,57
14:14,-1,Dante Thompson made Free Throw.,35,57
14:14,-1,Dante Thompson made Free Throw.,36,57
14:01,2415,Khalil Gracey made Three Point Jumper. Assisted by Kyson Rawls.,36,60
13:43,-1,Corey Taite Turnover.,36,60
13:25,2415,Tyler Streeter made Layup. Assisted by Kyson Rawls.,36,62
13:06,-1,Marcellus Livingston missed Jumper.,36,62
13:06,-1,Dante Thompson Offensive Rebound.,36,62
12:51,-1,Tevin Service Turnover.,36,62
12:51,2415,Tyler Streeter Steal.,36,62
12:51,2415,Tyler Streeter Turnover.,36,62
12:51,2415,Foul on Tyler Streeter.,36,62
12:38,-1,Troy Stancil missed Jumper.,36,62
12:38,2415,Khalil Gracey Defensive Rebound.,36,62
12:33,2415,Khalil Gracey Turnover.,36,62
12:31,-1,Isiah Graves Steal.,36,62
12:28,2415,Foul on Khalil Gracey.,36,62
12:21,-1,Justin Salem missed Three Point Jumper.,36,62
12:21,-1,Dante Thompson Offensive Rebound.,36,62
12:16,-1,Isiah Graves made Layup. Assisted by Dante Thompson.,38,62
11:57,2415,Khalil Gracey Turnover.,38,62
11:54,-1,Isiah Graves Steal.,38,62
11:54,2415,Foul on Kyson Rawls.,38,62
11:54,2415,Official TV Timeout,38,62
11:54,-1,Isiah Graves missed Free Throw.,38,62
11:54,-1,Goldey-Beacom Deadball Team Rebound.,38,62
11:54,-1,Isiah Graves missed Free Throw.,38,62
11:54,2415,Phillip Carr Defensive Rebound.,38,62
11:51,-1,Foul on Isiah Graves.,38,62
11:37,2415,Phillip Carr missed Layup.,38,62
11:37,2415,Morgan State Offensive Rebound.,38,62
11:37,-1,Foul on Isiah Graves.,38,62
11:27,2415,Kyson Rawls missed Three Point Jumper.,38,62
11:27,-1,Marcellus Livingston Defensive Rebound.,38,62
11:14,-1,Isiah Graves Turnover.,38,62
11:14,-1,Foul on Isiah Graves.,38,62
11:09,2415,Kyson Rawls Turnover.,38,62
11:05,-1,Marcellus Livingston Steal.,38,62
11:05,2415,Foul on Kyson Rawls.,38,62
11:05,-1,Marcellus Livingston made Free Throw.,39,62
11:05,-1,Marcellus Livingston missed Free Throw.,39,62
11:05,2415,Phillip Carr Defensive Rebound.,39,62
10:56,2415,Alex Ennis Turnover.,39,62
10:53,-1,Corey Taite Steal.,39,62
10:46,-1,Mahir Johnson Turnover.,39,62
10:41,2415,Martez Cameron Turnover.,39,62
10:39,-1,Mahir Johnson Steal.,39,62
10:36,2415,Foul on Antonio Gillespie.,39,62
10:36,-1,Mahir Johnson made Free Throw.,40,62
10:36,-1,Mahir Johnson made Free Throw.,41,62
10:13,-1,Technical Foul on Goldey-Beacom.,41,62
10:13,2415,Phillip Carr made Free Throw.,41,63
10:13,2415,Phillip Carr made Free Throw.,41,64
10:12,2415,Martez Cameron Turnover.,41,64
10:12,-1,Troy Stancil Steal.,41,64
10:10,2415,Foul on Phillip Carr.,41,64
10:10,-1,Troy Stancil made Free Throw.,42,64
10:10,-1,Troy Stancil made Free Throw.,43,64
10:04,-1,Foul on Marcellus Livingston.,43,64
10:04,2415,Phillip Carr missed Free Throw.,43,64
10:04,2415,David Syfax Offensive Rebound.,43,64
9:49,2415,LaPri McCray-Pace made Layup. Assisted by Martez Cameron.,43,66
9:32,-1,Dante Thompson Turnover.,43,66
9:21,2415,David Syfax made Layup. Assisted by LaPri McCray-Pace.,43,68
9:05,-1,Troy Stancil made Three Point Jumper. Assisted by Dante Thompson.,46,68
8:34,2415,David Syfax missed Jumper.,46,68
8:34,-1,Tevin Service Defensive Rebound.,46,68
8:27,2415,Foul on David Syfax.,46,68
8:27,-1,Corey Taite missed Free Throw.,46,68
8:27,-1,Goldey-Beacom Deadball Team Rebound.,46,68
8:27,-1,Corey Taite made Free Throw.,47,68
8:09,2415,Stanley Davis missed Layup.,47,68
8:09,-1,Tevin Service Defensive Rebound.,47,68
8:03,-1,Isiah Graves made Layup. Assisted by Justin Salem.,49,68
7:52,2415,Tyler Streeter made Layup. Assisted by Stanley Davis.,49,70
7:39,-1,Corey Taite Turnover.,49,70
7:39,2415,Official TV Timeout,49,70
7:35,2415,Tyler Streeter missed Three Point Jumper.,49,70
7:35,2415,Alex Ennis Offensive Rebound.,49,70
7:11,2415,Martez Cameron Turnover.,49,70
7:09,-1,Dante Thompson Steal.,49,70
7:02,-1,Troy Stancil made Layup.,51,70
6:34,2415,Martez Cameron missed Jumper.,51,70
6:34,2415,Morgan State Offensive Rebound.,51,70
6:34,-1,Foul on Isiah Graves.,51,70
6:34,2415,Alex Ennis made Free Throw.,51,71
6:34,2415,Alex Ennis missed Free Throw.,51,71
6:34,-1,Marcellus Livingston Defensive Rebound.,51,71
6:25,-1,Dante Thompson Turnover.,51,71
6:21,2415,Stanley Davis Turnover.,51,71
6:19,-1,Tevin Service Steal.,51,71
6:11,-1,Marcellus Livingston missed Jumper.,51,71
6:11,2415,Stanley Davis Defensive Rebound.,51,71
5:43,-1,Foul on Marcellus Livingston.,51,71
5:43,2415,Martez Cameron missed Free Throw.,51,71
5:43,2415,Morgan State Deadball Team Rebound.,51,71
5:43,2415,Martez Cameron made Free Throw.,51,72
5:29,-1,Mahir Johnson Turnover.,51,72
5:10,2415,LaPri McCray-Pace Turnover.,51,72
5:08,-1,Tevin Service Steal.,51,72
4:49,-1,Dante Thompson made Layup.,53,72
4:24,2415,Phillip Carr missed Jumper.,53,72
4:24,-1,Corey Taite Defensive Rebound.,53,72
4:10,-1,Tevin Service made Three Point Jumper. Assisted by Corey Taite.,56,72
3:37,2415,Martez Cameron missed Three Point Jumper.,56,72
3:37,2415,Morgan State Offensive Rebound.,56,72
3:35,-1,Foul on Mahir Johnson.,56,72
3:35,2415,Official TV Timeout,56,72
3:35,2415,LaPri McCray-Pace missed Free Throw.,56,72
3:35,2415,Morgan State Deadball Team Rebound.,56,72
3:35,2415,LaPri McCray-Pace made Free Throw.,56,73
3:17,2415,Foul on Alex Ennis.,56,73
3:17,-1,Dante Thompson made Free Throw.,57,73
3:17,-1,Dante Thompson made Free Throw.,58,73
2:59,-1,Foul on Tevin Service.,58,73
2:59,2415,Morgan State  Timeout,58,73
2:59,2415,LaPri McCray-Pace made Free Throw.,58,74
2:59,2415,LaPri McCray-Pace made Free Throw.,58,75
2:45,-1,Dante Thompson made Layup. Assisted by Troy Stancil.,60,75
2:41,-1,Foul on Corey Taite.,60,75
2:41,2415,Martez Cameron made Free Throw.,60,76
2:41,2415,Martez Cameron made Free Throw.,60,77
2:16,-1,Dante Thompson made Layup.,62,77
1:41,2415,Phillip Carr missed Jumper.,62,77
1:41,-1,Corey Taite Defensive Rebound.,62,77
1:35,-1,Dante Thompson made Layup.,64,77
1:07,-1,Foul on Justin Salem.,64,77
1:07,2415,LaPri McCray-Pace made Free Throw.,64,78
1:07,2415,LaPri McCray-Pace made Free Throw.,64,79
0:48,-1,Justin Salem made Three Point Jumper. Assisted by Corey Taite.,67,79
0:21,2415,Phillip Carr made Three Point Jumper. Assisted by Martez Cameron.,67,82
0:10,-1,Corey Taite missed Layup.,67,82
0:10,2415,Tyjhai Byers Block.,67,82
0:10,2415,LaPri McCray-Pace Defensive Rebound.,67,82
0:00,2415,End of Game,67,82
