Florida Intl,2579,South Carolina,2229
18:01,2579,PJ Dozier missed Layup.,25,39
18:01,2229,Eric Nottage Defensive Rebound.,25,39
17:55,2579,Foul on Maik Kotsar.,25,39
17:55,2229,Kimar Williams missed Free Throw.,25,39
17:55,2229,Florida International Deadball Team Rebound.,25,39
17:55,2229,Kimar Williams missed Free Throw.,25,39
17:55,2579,Chris Silva Defensive Rebound.,25,39
17:45,2579,Duane Notice made Three Point Jumper. Assisted by Justin McKie.,25,42
17:34,2229,Michael Kessens missed Layup.,25,42
17:34,2579,Chris Silva Defensive Rebound.,25,42
17:25,2579,Justin McKie missed Jumper.,25,42
17:25,2229,Cameron Smith Defensive Rebound.,25,42
16:50,2229,Michael Kessens missed Jumper.,25,42
16:50,2229,Cameron Smith Offensive Rebound.,25,42
16:45,2229,Kimar Williams missed Layup.,25,42
16:45,2579,Chris Silva Block.,25,42
16:43,2579,Maik Kotsar Defensive Rebound.,25,42
16:37,2579,Rakym Felder made Layup.,25,44
16:33,2229,Florida International  Timeout,25,44
16:08,2229,Michael Douglas Turnover.,25,44
16:06,2579,Chris Silva Steal.,25,44
16:01,2579,Chris Silva missed Layup.,25,44
16:01,2229,Eric Nottage Defensive Rebound.,25,44
15:32,2579,Foul on Justin McKie.,25,44
15:32,2579,Official TV Timeout,25,44
15:04,2229,Eric Nottage made Three Point Jumper.,28,44
14:48,2579,Duane Notice missed Three Point Jumper.,28,44
14:48,2229,Michael Kessens Defensive Rebound.,28,44
14:39,2579,Foul on Hassani Gravett.,28,44
14:39,2229,Florida International  Turnover.,28,44
14:18,2579,Chris Silva missed Jumper.,28,44
14:18,2229,Eric Nottage Defensive Rebound.,28,44
14:10,2229,Michael Douglas missed Three Point Jumper.,28,44
14:10,2579,Chris Silva Defensive Rebound.,28,44
14:03,2579,Hassani Gravett missed Three Point Jumper.,28,44
14:03,2229,Cameron Smith Defensive Rebound.,28,44
13:42,2229,Michael Kessens Turnover.,28,44
13:42,2229,Foul on Michael Kessens.,28,44
13:19,2579,Chris Silva missed Jumper.,28,44
13:19,2229,Michael Douglas Defensive Rebound.,28,44
12:55,2579,Foul on Chris Silva.,28,44
12:55,2229,Michael Kessens missed Free Throw.,28,44
12:55,2229,Florida International Deadball Team Rebound.,28,44
12:55,2229,Michael Kessens made Free Throw.,29,44
12:42,2579,Chris Silva made Layup. Assisted by Hassani Gravett.,29,46
12:42,2229,Foul on Eric Nottage.,29,46
12:42,2579,Chris Silva made Free Throw.,29,47
12:27,2229,Elmo Stephen missed Layup.,29,47
12:27,2579,Chris Silva Block.,29,47
12:26,2229,Michael Kessens Offensive Rebound.,29,47
12:24,2229,Michael Kessens missed Layup.,29,47
12:24,2579,Chris Silva Block.,29,47
12:23,2229,Michael Kessens Offensive Rebound.,29,47
12:22,2229,Michael Kessens made Layup.,31,47
12:11,2579,PJ Dozier missed Three Point Jumper.,31,47
12:11,2579,PJ Dozier Offensive Rebound.,31,47
12:04,2579,Sedee Keita made Dunk. Assisted by Rakym Felder.,31,49
11:46,2229,Eric Nottage made Three Point Jumper.,34,49
11:31,2579,Hassani Gravett missed Jumper.,34,49
11:31,2229,Eric Nottage Defensive Rebound.,34,49
11:14,2229,Michael Kessens made Layup. Assisted by Eric Nottage.,36,49
10:44,2579,PJ Dozier missed Three Point Jumper.,36,49
10:44,2229,Eric Nottage Defensive Rebound.,36,49
10:37,2229,Eric Nottage Turnover.,36,49
10:37,2579,Rakym Felder Steal.,36,49
10:37,2229,Foul on Eric Nottage.,36,49
10:37,2579,Official TV Timeout,36,49
10:20,2579,Maik Kotsar Turnover.,36,49
10:19,2229,Michael Douglas Steal.,36,49
10:11,2229,Eric Lockett missed Layup.,36,49
10:11,2579,Chris Silva Block.,36,49
10:10,2579,PJ Dozier Defensive Rebound.,36,49
10:04,2579,PJ Dozier missed Layup.,36,49
10:04,2229,Michael Kessens Defensive Rebound.,36,49
9:53,2229,Michael Kessens Turnover.,36,49
9:33,2579,Maik Kotsar Turnover.,36,49
9:32,2229,Eric Nottage Steal.,36,49
9:10,2229,Elmo Stephen missed Three Point Jumper.,36,49
9:10,2579,PJ Dozier Defensive Rebound.,36,49
9:03,2229,Foul on Michael Kessens.,36,49
9:01,2579,Maik Kotsar made Jumper.,36,51
8:44,2229,Eric Nottage Turnover.,36,51
8:44,2579,Chris Silva Steal.,36,51
8:34,2579,Justin McKie missed Three Point Jumper.,36,51
8:34,2579,South Carolina Offensive Rebound.,36,51
8:24,2229,Foul on Eric Lockett.,36,51
8:24,2579,PJ Dozier made Free Throw.,36,52
8:24,2579,PJ Dozier missed Free Throw.,36,52
8:24,2579,Chris Silva Offensive Rebound.,36,52
8:19,2579,PJ Dozier made Layup. Assisted by Chris Silva.,36,54
8:00,2229,Eric Lockett missed Jumper.,36,54
8:00,2579,Chris Silva Defensive Rebound.,36,54
7:58,2229,Foul on Eric Lockett.,36,54
7:57,2579,Official TV Timeout,36,54
7:34,2579,PJ Dozier missed Jumper.,36,54
7:34,2229,Cameron Smith Defensive Rebound.,36,54
7:07,2229,Eric Nottage missed Three Point Jumper.,36,54
7:07,2579,PJ Dozier Defensive Rebound.,36,54
6:44,2579,Maik Kotsar missed Layup.,36,54
6:44,2579,Maik Kotsar Offensive Rebound.,36,54
6:37,2229,Foul on Cameron Smith.,36,54
6:37,2579,Duane Notice made Free Throw.,36,55
6:37,2579,Duane Notice made Free Throw.,36,56
6:09,2229,Anthony Boswell missed Jumper.,36,56
6:09,2229,Michael Kessens Offensive Rebound.,36,56
6:05,2229,Michael Kessens made Layup.,38,56
5:49,2579,Chris Silva missed Jumper.,38,56
5:49,2229,Florida International Defensive Rebound.,38,56
5:25,2229,Eric Nottage missed Layup.,38,56
5:25,2579,Sedee Keita Defensive Rebound.,38,56
5:16,2579,PJ Dozier made Layup.,38,58
5:04,2579,Foul on Chris Silva.,38,58
5:04,2229,Eric Nottage made Free Throw.,39,58
5:04,2229,Eric Nottage made Free Throw.,40,58
4:54,2579,Duane Notice made Three Point Jumper. Assisted by PJ Dozier.,40,61
4:42,2229,Eric Lockett missed Jumper.,40,61
4:42,2579,Sedee Keita Block.,40,61
4:38,2579,PJ Dozier Defensive Rebound.,40,61
4:36,2229,Foul on Ronald Whitaker.,40,61
4:36,2579,PJ Dozier missed Free Throw.,40,61
4:36,2579,South Carolina Deadball Team Rebound.,40,61
4:36,2579,PJ Dozier made Free Throw.,40,62
4:25,2229,Eric Nottage made Layup.,42,62
4:00,2579,Khadim Gueye missed Jumper.,42,62
4:00,2229,Michael Kessens Defensive Rebound.,42,62
3:42,2229,Ronald Whitaker missed Three Point Jumper.,42,62
3:42,2579,Hassani Gravett Defensive Rebound.,42,62
3:21,2579,Duane Notice made Three Point Jumper. Assisted by Rakym Felder.,42,65
3:05,2229,Eric Nottage made Layup.,44,65
2:59,2579,Official TV Timeout,44,65
2:59,2229,Eric Nottage made Free Throw.,45,65
2:49,2229,Foul on Ronald Whitaker.,45,65
2:49,2579,Hassani Gravett made Free Throw.,45,66
2:49,2579,Hassani Gravett missed Free Throw.,45,66
2:49,2229,Michael Kessens Defensive Rebound.,45,66
2:34,2579,Foul on Hassani Gravett.,45,66
2:33,2229,Michael Kessens made Free Throw.,46,66
2:33,2229,Michael Kessens made Free Throw.,47,66
2:09,2579,Rakym Felder made Layup.,47,68
1:59,2579,Foul on Hassani Gravett.,47,68
1:59,2229,Michael Kessens made Free Throw.,48,68
1:59,2229,Michael Kessens missed Free Throw.,48,68
1:59,2579,Jarrell Holliman Defensive Rebound.,48,68
1:48,2579,Jarrell Holliman Turnover.,48,68
1:48,2229,Ronald Whitaker Steal.,48,68
1:46,2229,Ronald Whitaker made Dunk.,50,68
1:24,2579,Khadim Gueye Turnover.,50,68
1:24,2229,Eric Nottage Steal.,50,68
1:20,2229,Eric Nottage made Layup.,52,68
1:20,2579,Foul on Khadim Gueye.,52,68
1:20,2229,Eric Nottage missed Free Throw.,52,68
1:20,2579,Jarrell Holliman Defensive Rebound.,52,68
1:06,2579,Duane Notice made Jumper.,52,70
0:52,2229,Eric Nottage made Jumper.,54,70
0:23,2579,Rakym Felder missed Three Point Jumper.,54,70
0:23,2229,Michael Kessens Defensive Rebound.,54,70
0:14,2229,Eric Nottage Turnover.,54,70
0:00,2579,End of Game,54,70
