Florida A&amp;M,275,Wisconsin,50
12:47,275,D'Mitrik Trice missed Jumper.,25,55
12:47,50,Derrick Dandridge Defensive Rebound.,25,55
12:34,50,Nasir Core missed Three Point Jumper.,25,55
12:34,275,Wisconsin Defensive Rebound.,25,55
12:19,50,Foul on Nick Severado.,25,55
12:05,275,Bronson Koenig missed Three Point Jumper.,25,55
12:05,50,Derrick Dandridge Defensive Rebound.,25,55
11:46,50,Brendon Myles Turnover.,25,55
11:46,275,Bronson Koenig Steal.,25,55
11:32,275,Ethan Happ made Layup.,25,57
11:14,50,Nick Severado missed Jumper.,25,57
11:14,275,Ethan Happ Defensive Rebound.,25,57
11:07,275,Alex Illikainen made Layup. Assisted by D'Mitrik Trice.,25,59
11:07,50,Foul on Nick Severado.,25,59
11:07,275,Official TV Timeout,25,59
11:07,275,Alex Illikainen missed Free Throw.,25,59
11:07,50,Marcus Barham Defensive Rebound.,25,59
10:59,50,Elijah Mays Turnover.,25,59
10:59,275,Ethan Happ Steal.,25,59
10:54,275,D'Mitrik Trice made Layup. Assisted by Ethan Happ.,25,61
10:39,50,Nick Severado Turnover.,25,61
10:39,275,Brevin Pritzl Steal.,25,61
10:37,275,Brevin Pritzl made Dunk.,25,63
10:12,50,Elijah Mays missed Three Point Jumper.,25,63
10:12,275,Jordan Hill Defensive Rebound.,25,63
10:04,275,Brevin Pritzl missed Three Point Jumper.,25,63
10:04,275,Jordan Hill Offensive Rebound.,25,63
9:55,50,Foul on Nick Severado.,25,63
9:50,275,D'Mitrik Trice made Three Point Jumper. Assisted by Jordan Hill.,25,66
9:27,50,Marcus Barham missed Jumper.,25,66
9:27,275,Jordan Hill Defensive Rebound.,25,66
9:15,275,Charles Thomas IV missed Layup.,25,66
9:15,50,Derrick Dandridge Block.,25,66
9:15,275,Brevin Pritzl Offensive Rebound.,25,66
9:13,50,Foul on Nick Severado.,25,66
9:13,275,Brevin Pritzl made Free Throw.,25,67
9:13,275,Brevin Pritzl made Free Throw.,25,68
8:55,275,Foul on Charles Thomas IV.,25,68
8:55,50,Derrick Dandridge missed Free Throw.,25,68
8:55,50,Florida A&M Deadball Team Rebound.,25,68
8:55,50,Derrick Dandridge missed Free Throw.,25,68
8:55,275,Jordan Hill Defensive Rebound.,25,68
8:27,275,Brevin Pritzl made Layup. Assisted by Andy Van Vliet.,25,70
8:14,50,Nasir Core Turnover.,25,70
8:04,275,Jordan Hill missed Three Point Jumper.,25,70
8:04,275,Charles Thomas IV Offensive Rebound.,25,70
7:56,275,Charles Thomas IV missed Dunk.,25,70
7:56,50,Justin Ravenel Defensive Rebound.,25,70
7:52,50,Justin Ravenel made Jumper.,27,70
7:49,275,Official TV Timeout,27,70
7:28,275,Andy Van Vliet missed Jumper.,27,70
7:28,275,Charles Thomas IV Offensive Rebound.,27,70
7:15,275,Foul on Charles Thomas IV.,27,70
7:15,275,Charles Thomas IV Turnover.,27,70
7:05,50,Brendon Myles missed Three Point Jumper.,27,70
7:05,50,Rashad Austin Offensive Rebound.,27,70
6:59,50,Elijah Mays missed Jumper.,27,70
6:59,275,Brevin Pritzl Defensive Rebound.,27,70
6:46,275,Charles Thomas IV missed Jumper.,27,70
6:46,275,Andy Van Vliet Offensive Rebound.,27,70
6:14,275,Jordan Hill made Jumper.,27,72
5:51,50,Elijah Mays Turnover.,27,72
5:51,275,Aaron Moesch Steal.,27,72
5:36,275,Andy Van Vliet missed Jumper.,27,72
5:36,50,Elijah Mays Defensive Rebound.,27,72
5:26,50,Justin Ravenel made Layup. Assisted by Elijah Mays.,29,72
5:13,275,Charles Thomas IV made Dunk. Assisted by Andy Van Vliet.,29,74
5:00,50,Elijah Mays missed Three Point Jumper.,29,74
5:00,275,Andy Van Vliet Defensive Rebound.,29,74
4:44,275,Brevin Pritzl Turnover.,29,74
4:35,275,Foul on Jordan Hill.,29,74
4:35,50,Elijah Mays made Free Throw.,30,74
4:35,50,Elijah Mays made Free Throw.,31,74
4:29,275,T.J. Schlundt missed Layup.,31,74
4:29,275,Aaron Moesch Offensive Rebound.,31,74
4:26,275,Aaron Moesch made Layup.,31,76
4:15,50,Justin Ravenel made Jumper.,33,76
3:59,275,Andy Van Vliet made Three Point Jumper. Assisted by Aaron Moesch.,33,79
3:44,50,Elijah Mays missed Jumper.,33,79
3:44,275,Andy Van Vliet Defensive Rebound.,33,79
3:15,275,Jordan Hill made Jumper.,33,81
2:44,50,Elijah Mays missed Jumper.,33,81
2:44,275,Andy Van Vliet Defensive Rebound.,33,81
2:31,275,Foul on Alex Illikainen.,33,81
2:31,275,Alex Illikainen Turnover.,33,81
2:31,275,Official TV Timeout,33,81
2:19,50,Brendon Myles missed Jumper.,33,81
2:19,275,Charles Thomas IV Defensive Rebound.,33,81
2:05,275,Charles Thomas IV made Three Point Jumper. Assisted by Alex Illikainen.,33,84
1:44,275,Foul on Matt Ferris.,33,84
1:44,50,Derrick Dandridge made Free Throw.,34,84
1:44,50,Derrick Dandridge missed Free Throw.,34,84
1:44,275,Andy Van Vliet Defensive Rebound.,34,84
1:37,275,Matt Ferris missed Three Point Jumper.,34,84
1:37,275,Brevin Pritzl Offensive Rebound.,34,84
1:21,275,Matt Ferris missed Layup.,34,84
1:21,50,Nick Severado Block.,34,84
1:21,50,Nasir Core Defensive Rebound.,34,84
1:15,50,Nasir Core Turnover.,34,84
1:15,275,Matt Ferris Steal.,34,84
1:04,275,Andy Van Vliet made Three Point Jumper.,34,87
0:47,50,Nick Severado missed Three Point Jumper.,34,87
0:47,275,Wisconsin Defensive Rebound.,34,87
0:32,275,Andy Van Vliet made Three Point Jumper. Assisted by Matt Ferris.,34,90
0:14,50,Brendon Myles made Three Point Jumper. Assisted by Nasir Core.,37,90
0:00,275,End of Game,37,90
