Auburn,41,Connecticut,2
10:18,41,Jalen Adams made Layup.,10,16
10:02,41,Foul on Vance Jackson.,10,16
10:01,2,Mustapha Heron made Three Point Jumper.,13,16
9:39,41,Vance Jackson missed Jumper.,13,16
9:39,2,Jared Harper Defensive Rebound.,13,16
9:29,2,Danjel Purifoy missed Jumper.,13,16
9:29,41,Steven Enoch Defensive Rebound.,13,16
9:07,41,Kentan Facey missed Jumper.,13,16
9:07,2,Danjel Purifoy Defensive Rebound.,13,16
8:58,2,Danjel Purifoy missed Layup.,13,16
8:58,41,Kentan Facey Block.,13,16
8:58,2,Auburn Offensive Rebound.,13,16
8:54,2,Mustapha Heron missed Three Point Jumper.,13,16
8:54,41,Christian Vital Defensive Rebound.,13,16
8:38,41,Christian Vital missed Three Point Jumper.,13,16
8:38,41,Connecticut Offensive Rebound.,13,16
8:31,41,Rodney Purvis missed Three Point Jumper.,13,16
8:31,41,Rodney Purvis Offensive Rebound.,13,16
8:23,41,Jalen Adams Turnover.,13,16
8:23,2,Jared Harper Steal.,13,16
8:20,41,Foul on Jalen Adams.,13,16
8:20,2,Jared Harper made Free Throw.,14,16
8:20,2,Jared Harper made Free Throw.,15,16
8:18,41,Christian Vital missed Jumper.,15,16
8:18,2,Auburn Defensive Rebound.,15,16
8:15,41,Foul on Amida Brimah.,15,16
7:55,2,Mustapha Heron missed Jumper.,15,16
7:55,41,Kentan Facey Block.,15,16
7:55,41,Christian Vital Defensive Rebound.,15,16
7:44,2,Foul on Austin Wiley.,15,16
7:44,41,Official TV Timeout,15,16
7:25,41,Kentan Facey made Jumper. Assisted by Rodney Purvis.,15,18
7:00,2,T.J. Dunans missed Jumper.,15,18
7:00,2,LaRon Smith Offensive Rebound.,15,18
6:55,2,LaRon Smith missed Jumper.,15,18
6:55,41,Kentan Facey Block.,15,18
6:55,41,Rodney Purvis Defensive Rebound.,15,18
6:49,41,Vance Jackson missed Three Point Jumper.,15,18
6:49,41,Vance Jackson Offensive Rebound.,15,18
6:43,2,Foul on LaRon Smith.,15,18
6:43,41,Vance Jackson missed Free Throw.,15,18
6:43,41,Connecticut Deadball Team Rebound.,15,18
6:43,41,Vance Jackson made Free Throw.,15,19
6:31,2,Mustapha Heron made Layup.,17,19
6:31,41,Foul on Amida Brimah.,17,19
6:31,2,Mustapha Heron made Free Throw.,18,19
6:31,41,Christian Vital Turnover.,18,19
6:27,2,T.J. Dunans Turnover.,18,19
6:13,41,Christian Vital made Three Point Jumper. Assisted by Vance Jackson.,18,22
6:09,41,Foul on Amida Brimah.,18,22
5:55,2,Anfernee McLemore made Layup. Assisted by Danjel Purifoy.,20,22
5:55,41,Foul on Vance Jackson.,20,22
5:55,2,Anfernee McLemore made Free Throw.,21,22
5:55,41,Steven Enoch missed Jumper.,21,22
5:55,2,Anfernee McLemore Block.,21,22
5:55,41,Steven Enoch Offensive Rebound.,21,22
5:37,41,Jump Ball won by Connecticut,21,22
5:32,41,Rodney Purvis missed Three Point Jumper.,21,22
5:32,41,Steven Enoch Offensive Rebound.,21,22
5:25,41,Steven Enoch Turnover.,21,22
5:17,41,Foul on Christian Vital.,21,22
5:17,2,TJ Lang missed Free Throw.,21,22
5:17,41,Steven Enoch Defensive Rebound.,21,22
5:01,41,Steven Enoch missed Jumper.,21,22
5:01,41,Kentan Facey Offensive Rebound.,21,22
4:54,41,Kentan Facey missed Two Point Tip Shot.,21,22
4:54,41,Kentan Facey Offensive Rebound.,21,22
4:53,2,Foul on Danjel Purifoy.,21,22
4:53,41,Kentan Facey made Free Throw.,21,23
4:53,41,Kentan Facey missed Free Throw.,21,23
4:53,2,Danjel Purifoy Defensive Rebound.,21,23
4:35,2,Ronnie Johnson missed Three Point Jumper.,21,23
4:35,41,Kentan Facey Defensive Rebound.,21,23
4:11,41,Steven Enoch made Jumper.,21,25
4:11,2,Foul on Anfernee McLemore.,21,25
4:11,41,Steven Enoch missed Free Throw.,21,25
4:11,2,Danjel Purifoy Defensive Rebound.,21,25
4:05,2,Danjel Purifoy missed Three Point Jumper.,21,25
4:05,41,Rodney Purvis Defensive Rebound.,21,25
3:58,41,Rodney Purvis missed Layup.,21,25
3:58,41,Kentan Facey Offensive Rebound.,21,25
3:58,41,Kentan Facey made Two Point Tip Shot.,21,27
3:33,2,Jared Harper made Layup.,23,27
3:12,41,Kentan Facey missed Jumper.,23,27
3:12,2,Danjel Purifoy Defensive Rebound.,23,27
2:59,2,Jared Harper missed Layup.,23,27
2:59,41,Christian Vital Block.,23,27
2:59,41,Vance Jackson Defensive Rebound.,23,27
2:44,41,Steven Enoch made Layup. Assisted by Christian Vital.,23,29
2:15,2,T.J. Dunans made Layup.,25,29
1:56,41,Vance Jackson missed Three Point Jumper.,25,29
1:56,2,Auburn Defensive Rebound.,25,29
1:50,41,Foul on Vance Jackson.,25,29
1:50,41,Official TV Timeout,25,29
1:50,2,Jared Harper made Free Throw.,26,29
1:50,2,Jared Harper made Free Throw.,27,29
1:28,41,Steven Enoch made Jumper.,27,31
0:58,2,Mustapha Heron missed Jumper.,27,31
0:58,2,TJ Lang Offensive Rebound.,27,31
0:53,2,TJ Lang missed Jumper.,27,31
0:53,41,Christian Vital Block.,27,31
0:53,41,Rodney Purvis Defensive Rebound.,27,31
0:40,41,Rodney Purvis Turnover.,27,31
0:40,2,Jared Harper Steal.,27,31
0:40,2,TJ Lang made Three Point Jumper. Assisted by Jared Harper.,30,31
0:32,41,Connecticut  Timeout,30,31
0:17,41,Rodney Purvis missed Jumper.,30,31
0:17,41,Juwan Durham Offensive Rebound.,30,31
0:12,2,Foul on Mustapha Heron.,30,31
0:12,41,Juwan Durham missed Free Throw.,30,31
0:12,41,Connecticut Deadball Team Rebound.,30,31
0:12,41,Juwan Durham missed Free Throw.,30,31
0:12,2,Danjel Purifoy Defensive Rebound.,30,31
0:05,2,Jared Harper missed Three Point Jumper.,30,31
0:05,41,Kentan Facey Defensive Rebound.,30,31
0:00,41,End of 1st half,30,31
20:00,2,Jump Ball won by Auburn,30,31
19:50,41,Foul on Steven Enoch.,30,31
19:48,2,Jared Harper Turnover.,30,31
19:33,41,Steven Enoch made Jumper.,30,33
19:14,2,Mustapha Heron made Jumper.,32,33
18:48,41,Jalen Adams missed Jumper.,32,33
18:48,2,Danjel Purifoy Defensive Rebound.,32,33
18:35,2,Austin Wiley made Jumper. Assisted by Jared Harper.,34,33
18:14,41,Kentan Facey missed Jumper.,34,33
18:14,2,Danjel Purifoy Defensive Rebound.,34,33
18:05,41,Foul on Steven Enoch.,34,33
18:01,41,Foul on Christian Vital.,34,33
17:48,2,Mustapha Heron missed Jumper.,34,33
17:48,41,Connecticut Defensive Rebound.,34,33
17:27,41,Jalen Adams made Layup.,34,35
17:19,2,Mustapha Heron missed Jumper.,34,35
17:19,2,Austin Wiley Offensive Rebound.,34,35
17:19,41,Foul on Kentan Facey.,34,35
17:15,2,Jared Harper missed Three Point Jumper.,34,35
17:15,41,Kentan Facey Defensive Rebound.,34,35
16:55,41,Amida Brimah Turnover.,34,35
16:36,2,Anfernee McLemore made Dunk. Assisted by Jared Harper.,36,35
16:09,41,Jalen Adams missed Jumper.,36,35
16:09,2,Anfernee McLemore Block.,36,35
16:09,2,Jared Harper Defensive Rebound.,36,35
16:03,2,Mustapha Heron made Layup. Assisted by Jared Harper.,38,35
15:55,41,Connecticut  Timeout,38,35
15:40,2,Foul on Anfernee McLemore.,38,35
15:40,41,Official TV Timeout,38,35
15:40,41,Rodney Purvis missed Free Throw.,38,35
15:40,41,Connecticut Deadball Team Rebound.,38,35
15:40,41,Rodney Purvis made Free Throw.,38,36
15:24,2,Ronnie Johnson missed Jumper.,38,36
15:24,41,Rodney Purvis Defensive Rebound.,38,36
15:16,2,Foul on T.J. Dunans.,38,36
14:57,41,Vance Jackson missed Three Point Jumper.,38,36
14:57,2,Horace Spencer Block.,38,36
14:57,41,Vance Jackson Offensive Rebound.,38,36
14:51,41,Rodney Purvis missed Three Point Jumper.,38,36
14:51,2,Danjel Purifoy Defensive Rebound.,38,36
14:45,2,Horace Spencer Turnover.,38,36
14:45,41,Vance Jackson Steal.,38,36
14:22,41,Jalen Adams made Three Point Jumper. Assisted by Rodney Purvis.,38,39
14:02,2,T.J. Dunans made Jumper.,40,39
13:40,2,Foul on T.J. Dunans.,40,39
13:28,41,Kentan Facey made Dunk. Assisted by Jalen Adams.,40,41
13:19,2,T.J. Dunans missed Three Point Jumper.,40,41
13:19,2,Danjel Purifoy Offensive Rebound.,40,41
13:13,41,Foul on Jalen Adams.,40,41
13:10,2,T.J. Dunans missed Layup.,40,41
13:10,2,Austin Wiley Offensive Rebound.,40,41
13:10,2,Austin Wiley missed Two Point Tip Shot.,40,41
13:10,41,Kentan Facey Defensive Rebound.,40,41
12:49,41,Rodney Purvis made Jumper.,40,43
12:29,41,Foul on Kentan Facey.,40,43
12:29,2,Austin Wiley missed Free Throw.,40,43
12:29,2,Auburn Deadball Team Rebound.,40,43
12:29,2,Austin Wiley made Free Throw.,41,43
12:17,2,Foul on Mustapha Heron.,41,43
12:17,41,Rodney Purvis made Free Throw.,41,44
12:17,41,Rodney Purvis made Free Throw.,41,45
11:57,41,Foul on Christian Vital.,41,45
11:57,41,Official TV Timeout,41,45
11:57,2,Danjel Purifoy made Free Throw.,42,45
11:57,2,Danjel Purifoy made Free Throw.,43,45
11:33,41,Rodney Purvis missed Three Point Jumper.,43,45
11:33,2,T.J. Dunans Defensive Rebound.,43,45
11:25,2,Mustapha Heron missed Three Point Jumper.,43,45
11:25,2,Anfernee McLemore Offensive Rebound.,43,45
11:19,2,Anfernee McLemore missed Jumper.,43,45
11:19,2,Mustapha Heron Offensive Rebound.,43,45
11:15,2,Mustapha Heron missed Jumper.,43,45
11:15,2,Mustapha Heron Offensive Rebound.,43,45
11:15,2,Mustapha Heron missed Two Point Tip Shot.,43,45
11:15,2,Mustapha Heron Offensive Rebound.,43,45
11:15,2,Mustapha Heron missed Layup.,43,45
11:15,41,Kentan Facey Block.,43,45
11:15,41,Vance Jackson Defensive Rebound.,43,45
10:49,41,Rodney Purvis made Three Point Jumper. Assisted by Kentan Facey.,43,48
10:28,2,Mustapha Heron missed Jumper.,43,48
10:28,41,Steven Enoch Block.,43,48
10:28,2,Auburn Offensive Rebound.,43,48
10:24,41,Foul on Kentan Facey.,43,48
10:24,2,Anfernee McLemore made Free Throw.,44,48
10:24,2,Anfernee McLemore made Free Throw.,45,48
10:22,41,Kentan Facey made Dunk. Assisted by Christian Vital.,45,50
9:56,2,Danjel Purifoy missed Three Point Jumper.,45,50
9:56,2,Anfernee McLemore Offensive Rebound.,45,50
9:51,2,Anfernee McLemore made Layup.,47,50
9:29,2,Foul on TJ Lang.,47,50
9:16,41,Christian Vital Turnover.,47,50
9:00,2,Jared Harper made Layup.,49,50
8:35,41,Rodney Purvis missed Three Point Jumper.,49,50
8:35,2,Auburn Defensive Rebound.,49,50
8:21,2,Jared Harper missed Jumper.,49,50
8:21,2,Auburn Offensive Rebound.,49,50
8:13,2,T.J. Dunans missed Layup.,49,50
8:13,41,Amida Brimah Block.,49,50
8:13,41,Kentan Facey Defensive Rebound.,49,50
7:56,41,Christian Vital missed Three Point Jumper.,49,50
7:56,2,Jared Harper Defensive Rebound.,49,50
7:47,2,TJ Lang missed Three Point Jumper.,49,50
7:47,41,Kentan Facey Defensive Rebound.,49,50
7:25,41,Amida Brimah Turnover.,49,50
7:25,41,Foul on Amida Brimah.,49,50
7:25,41,Official TV Timeout,49,50
7:12,2,Jared Harper made Layup.,51,50
6:50,2,Foul on Anfernee McLemore.,51,50
6:50,41,Rodney Purvis made Free Throw.,51,51
6:50,41,Rodney Purvis made Free Throw.,51,52
6:33,41,Foul on Christian Vital.,51,52
6:33,2,Jared Harper missed Free Throw.,51,52
6:33,2,Auburn Deadball Team Rebound.,51,52
6:33,2,Jared Harper made Free Throw.,52,52
6:24,41,Rodney Purvis missed Layup.,52,52
6:24,2,Mustapha Heron Defensive Rebound.,52,52
6:17,2,Mustapha Heron made Layup.,54,52
6:17,41,Rodney Purvis Turnover.,54,52
6:17,2,Jared Harper Steal.,54,52
5:52,2,Mustapha Heron missed Three Point Jumper.,54,52
5:52,41,Vance Jackson Defensive Rebound.,54,52
5:35,41,Vance Jackson missed Three Point Jumper.,54,52
5:35,2,Danjel Purifoy Defensive Rebound.,54,52
5:12,2,Jared Harper made Jumper.,56,52
5:00,41,Rodney Purvis missed Three Point Jumper.,56,52
5:00,2,Danjel Purifoy Defensive Rebound.,56,52
4:49,41,Foul on Steven Enoch.,56,52
4:49,2,Mustapha Heron made Free Throw.,57,52
4:49,2,Mustapha Heron made Free Throw.,58,52
4:38,2,Foul on Horace Spencer.,58,52
4:38,41,Vance Jackson made Free Throw.,58,53
4:38,41,Vance Jackson made Free Throw.,58,54
4:26,2,Danjel Purifoy missed Jumper.,58,54
4:26,41,Vance Jackson Defensive Rebound.,58,54
4:10,41,Christian Vital missed Three Point Jumper.,58,54
4:10,41,Kentan Facey Offensive Rebound.,58,54
4:02,41,Christian Vital missed Three Point Jumper.,58,54
4:02,2,Danjel Purifoy Defensive Rebound.,58,54
3:37,2,Jared Harper made Layup.,60,54
3:25,41,Connecticut  Timeout,60,54
3:18,41,Rodney Purvis missed Three Point Jumper.,60,54
3:18,2,Jared Harper Defensive Rebound.,60,54
2:53,2,Anfernee McLemore Turnover.,60,54
2:29,41,Foul on Rodney Purvis.,60,54
2:29,41,Rodney Purvis Turnover.,60,54
2:03,2,Jared Harper Turnover.,60,54
1:54,41,Vance Jackson missed Three Point Jumper.,60,54
1:54,2,Anfernee McLemore Defensive Rebound.,60,54
1:26,2,Jared Harper Turnover.,60,54
1:26,41,Rodney Purvis Steal.,60,54
1:20,2,Flagrant 1 Foul on T.J. Dunans.,60,54
1:20,41,Rodney Purvis made Free Throw.,60,55
1:20,41,Rodney Purvis made Free Throw.,60,56
1:20,2,T.J. Dunans Turnover.,60,56
1:12,41,Kentan Facey made Jumper. Assisted by Rodney Purvis.,60,58
0:49,2,Danjel Purifoy missed Jumper.,60,58
0:49,41,Kentan Facey Defensive Rebound.,60,58
0:24,41,Amida Brimah made Jumper. Assisted by Christian Vital.,60,60
0:02,2,Jared Harper missed Three Point Jumper.,60,60
0:02,41,Connecticut Defensive Rebound.,60,60
0:00,41,End of 2nd half,60,60
5:00,2,Jump Ball won by Auburn,60,60
4:45,2,Jared Harper missed Jumper.,60,60
4:45,41,Amida Brimah Block.,60,60
4:45,2,Auburn Offensive Rebound.,60,60
4:38,2,Austin Wiley made Jumper.,62,60
4:14,2,Foul on Danjel Purifoy.,62,60
4:14,41,Amida Brimah missed Free Throw.,62,60
4:14,41,Connecticut Deadball Team Rebound.,62,60
4:14,41,Amida Brimah missed Free Throw.,62,60
4:14,2,Danjel Purifoy Defensive Rebound.,62,60
4:00,2,Mustapha Heron missed Jumper.,62,60
4:00,41,Amida Brimah Defensive Rebound.,62,60
3:48,41,Rodney Purvis Turnover.,62,60
3:48,2,Jared Harper Steal.,62,60
3:45,2,Jared Harper made Layup.,64,60
3:35,41,Vance Jackson made Three Point Jumper. Assisted by Christian Vital.,64,63
3:13,41,Foul on Christian Vital.,64,63
3:13,2,Austin Wiley missed Free Throw.,64,63
3:13,2,Auburn Deadball Team Rebound.,64,63
3:13,2,Austin Wiley missed Free Throw.,64,63
3:13,41,Kentan Facey Defensive Rebound.,64,63
3:12,2,Foul on T.J. Dunans.,64,63
3:12,41,Kentan Facey made Free Throw.,64,64
3:12,41,Kentan Facey made Free Throw.,64,65
3:01,2,T.J. Dunans missed Jumper.,64,65
3:01,41,Vance Jackson Defensive Rebound.,64,65
2:35,41,Foul on Rodney Purvis.,64,65
2:35,41,Rodney Purvis Turnover.,64,65
2:29,2,Mustapha Heron missed Layup.,64,65
2:29,2,Danjel Purifoy Offensive Rebound.,64,65
1:55,2,Jared Harper missed Layup.,64,65
1:55,41,Amida Brimah Block.,64,65
1:55,2,Auburn Offensive Rebound.,64,65
1:52,2,Mustapha Heron missed Jumper.,64,65
1:52,41,Vance Jackson Defensive Rebound.,64,65
1:38,41,Connecticut  Timeout,64,65
1:21,2,Foul on Jared Harper.,64,65
1:21,41,Rodney Purvis made Free Throw.,64,66
1:21,41,Rodney Purvis made Free Throw.,64,67
1:08,2,Danjel Purifoy made Three Point Jumper. Assisted by Jared Harper.,67,67
0:51,41,Rodney Purvis missed Jumper.,67,67
0:51,2,T.J. Dunans Block.,67,67
0:51,2,Mustapha Heron Defensive Rebound.,67,67
0:29,2,Jared Harper made Layup.,69,67
0:22,41,Connecticut  Timeout,69,67
0:14,41,Vance Jackson missed Three Point Jumper.,69,67
0:14,2,Auburn Defensive Rebound.,69,67
0:10,2,Auburn  Timeout,69,67
0:08,41,Foul on Juwan Durham.,69,67
0:08,2,Mustapha Heron missed Free Throw.,69,67
0:08,2,Auburn Deadball Team Rebound.,69,67
0:08,2,Mustapha Heron made Free Throw.,70,67
0:08,2,Auburn  Timeout,70,67
0:05,41,Rodney Purvis missed Three Point Jumper.,70,67
0:05,41,Connecticut Offensive Rebound.,70,67
0:01,41,Rodney Purvis missed Three Point Jumper.,70,67
0:01,2,Auburn Defensive Rebound.,70,67
0:00,41,End of Game,70,67
