Southern-New Orleans,Error,McNeese,2377
11:55,2377,Official TV Timeout,13,17
11:55,2377,Stephen Ugochukwu made Free Throw.,13,18
11:55,2377,Stephen Ugochukwu made Free Throw.,13,19
11:23,-1,Antonio Williams missed Three Point Jumper.,13,19
11:23,2377,Jamaya Burr Defensive Rebound.,13,19
11:15,2377,Kalob Ledoux made Jumper. Assisted by Jamaya Burr.,13,21
10:37,-1,Ezekiel Brown missed Three Point Jumper.,13,21
10:37,2377,Jacob Ledoux Defensive Rebound.,13,21
10:27,-1,Foul on Milan Viago.,13,21
10:27,2377,Howard Thomas made Free Throw.,13,22
10:27,2377,Howard Thomas missed Free Throw.,13,22
10:27,2377,Stephen Ugochukwu Offensive Rebound.,13,22
10:20,2377,Jamaya Burr made Three Point Jumper. Assisted by Stephen Ugochukwu.,13,25
9:55,-1,D'Ante Russell-Hall missed Layup.,13,25
9:55,2377,Jacob Ledoux Defensive Rebound.,13,25
9:49,2377,Adrian Brown missed Jumper.,13,25
9:49,2377,Howard Thomas Offensive Rebound.,13,25
9:47,-1,Foul on Junaid Olusesi.,13,25
9:47,2377,Howard Thomas missed Free Throw.,13,25
9:47,-1,D'Ante Russell-Hall Defensive Rebound.,13,25
9:46,2377,Foul on Kalob Ledoux.,13,25
9:28,-1,Marcel Daniels Turnover.,13,25
9:12,2377,Jacob Ledoux missed Three Point Jumper.,13,25
9:12,-1,Marcel Daniels Defensive Rebound.,13,25
8:44,-1,Ezekiel Brown missed Jumper.,13,25
8:44,-1,Southern (NO) Offensive Rebound.,13,25
8:34,-1,Antonio Williams missed Three Point Jumper.,13,25
8:34,2377,Kalob Ledoux Defensive Rebound.,13,25
8:17,2377,Kalob Ledoux Turnover.,13,25
8:05,-1,Marcel Daniels missed Jumper.,13,25
8:05,2377,Adrian Brown Defensive Rebound.,13,25
7:58,2377,James Harvey missed Three Point Jumper.,13,25
7:58,-1,D'Ante Russell-Hall Defensive Rebound.,13,25
7:42,-1,Marcel Daniels missed Jumper.,13,25
7:42,2377,Adrian Brown Defensive Rebound.,13,25
7:35,-1,Foul on Marcel Daniels.,13,25
7:35,2377,Official TV Timeout,13,25
7:35,2377,Kalob Ledoux missed Free Throw.,13,25
7:35,-1,D'Ante Russell-Hall Defensive Rebound.,13,25
7:17,-1,Antonio Williams missed Three Point Jumper.,13,25
7:17,-1,Marcel Daniels Offensive Rebound.,13,25
7:12,-1,Marcel Daniels missed Three Point Jumper.,13,25
7:12,2377,James Harvey Defensive Rebound.,13,25
7:02,2377,LaBarrius Hill missed Dunk.,13,25
7:02,2377,Adrian Brown Offensive Rebound.,13,25
6:59,-1,Foul on Marcel Daniels.,13,25
6:59,2377,Adrian Brown made Free Throw.,13,26
6:59,2377,Adrian Brown made Free Throw.,13,27
6:48,-1,Junaid Olusesi missed Three Point Jumper.,13,27
6:48,2377,Jamaya Burr Defensive Rebound.,13,27
6:42,-1,Foul on Junaid Olusesi.,13,27
6:42,2377,Adrian Brown missed Free Throw.,13,27
6:42,2377,McNeese Deadball Team Rebound.,13,27
6:42,2377,Adrian Brown made Free Throw.,13,28
6:36,-1,Ezekiel Brown Turnover.,13,28
6:34,2377,Adrian Brown Steal.,13,28
6:19,2377,Richard Laku made Three Point Jumper. Assisted by Jamaya Burr.,13,31
6:08,2377,Foul on Richard Laku.,13,31
5:46,2377,Foul on Richard Laku.,13,31
5:46,-1,D'Ante Russell-Hall made Free Throw.,14,31
5:46,-1,D'Ante Russell-Hall made Free Throw.,15,31
5:37,2377,Richard Laku made Three Point Jumper. Assisted by Jamaya Burr.,15,34
5:11,-1,Foul on D'Ante Russell-Hall.,15,34
5:11,-1,D'Ante Russell-Hall Turnover.,15,34
4:56,2377,Richard Laku missed Three Point Jumper.,15,34
4:56,-1,Southern (NO) Defensive Rebound.,15,34
4:45,2377,Foul on LaBarrius Hill.,15,34
4:45,-1,Junaid Olusesi made Free Throw.,16,34
4:45,-1,Junaid Olusesi made Free Throw.,17,34
4:27,2377,Stephen Ugochukwu missed Jumper.,17,34
4:27,-1,Kenneth Thomas Defensive Rebound.,17,34
4:12,-1,Kenneth Thomas made Jumper. Assisted by Antonio Williams.,19,34
3:49,2377,James Harvey missed Three Point Jumper.,19,34
3:49,2377,Stephen Ugochukwu Offensive Rebound.,19,34
3:45,2377,Stephen Ugochukwu made Layup.,19,36
3:34,2377,Official TV Timeout,19,36
3:14,-1,Ezekiel Brown missed Three Point Jumper.,19,36
3:14,2377,Lance Potier Defensive Rebound.,19,36
2:59,2377,Stephen Ugochukwu missed Jumper.,19,36
2:59,2377,Richard Laku Offensive Rebound.,19,36
2:45,2377,Richard Laku made Three Point Jumper. Assisted by Lance Potier.,19,39
2:34,-1,Antonio Williams Turnover.,19,39
2:24,-1,Foul on D'Ante Russell-Hall.,19,39
2:24,2377,Lance Potier missed Free Throw.,19,39
2:24,2377,McNeese Deadball Team Rebound.,19,39
2:24,2377,Lance Potier made Free Throw.,19,40
1:55,-1,Ezekiel Brown missed Jumper.,19,40
1:55,2377,Lance Potier Defensive Rebound.,19,40
1:48,2377,James Harvey missed Three Point Jumper.,19,40
1:48,2377,Lance Potier Offensive Rebound.,19,40
1:43,2377,Lance Potier made Two Point Tip Shot.,19,42
1:24,-1,Antonio Williams missed Three Point Jumper.,19,42
1:24,-1,Southern (NO) Offensive Rebound.,19,42
1:07,-1,Junaid Olusesi missed Layup.,19,42
1:07,2377,Kalob Ledoux Defensive Rebound.,19,42
1:01,2377,Jarren Greenwood made Layup. Assisted by Kalob Ledoux.,19,44
1:01,-1,Foul on Antonio Williams.,19,44
1:01,2377,Jarren Greenwood made Free Throw.,19,45
0:54,2377,Foul on Jacob Ledoux.,19,45
0:54,-1,Kenneth Thomas made Free Throw.,20,45
0:54,-1,Kenneth Thomas made Free Throw.,21,45
0:40,2377,Kalob Ledoux missed Three Point Jumper.,21,45
0:40,2377,Stephen Ugochukwu Offensive Rebound.,21,45
0:30,2377,Stephen Ugochukwu missed Two Point Tip Shot.,21,45
0:30,-1,Kenneth Thomas Defensive Rebound.,21,45
0:30,-1,Kenneth Thomas made Layup.,23,45
0:16,2377,Jacob Ledoux missed Three Point Jumper.,23,45
0:16,2377,Stephen Ugochukwu Offensive Rebound.,23,45
0:05,2377,Stephen Ugochukwu made Two Point Tip Shot.,23,47
0:05,-1,Antonio Williams made Three Point Jumper.,26,47
0:00,2377,End of 1st half,26,47
19:39,2377,Foul on Stephen Ugochukwu.,26,47
19:39,-1,Milan Viago made Free Throw.,27,47
19:39,-1,Milan Viago made Free Throw.,28,47
19:11,2377,Stephen Ugochukwu missed Jumper.,28,47
19:11,-1,Milan Viago Defensive Rebound.,28,47
18:57,-1,Dominique Suggs missed Three Point Jumper.,28,47
18:57,2377,LaBarrius Hill Defensive Rebound.,28,47
18:56,-1,Foul on Milan Viago.,28,47
18:35,2377,James Harvey made Three Point Jumper. Assisted by Jarren Greenwood.,28,50
18:11,-1,Matthew Haynes made Jumper. Assisted by Ezekiel Brown.,30,50
18:04,2377,James Harvey Turnover.,30,50
17:53,-1,Foul on Marcel Daniels.,30,50
17:53,-1,Marcel Daniels Turnover.,30,50
17:42,2377,Stephen Ugochukwu made Dunk. Assisted by Jamaya Burr.,30,52
17:29,2377,Foul on Jarren Greenwood.,30,52
17:17,-1,Matthew Haynes Turnover.,30,52
17:16,2377,LaBarrius Hill Steal.,30,52
17:07,2377,Foul on Kalob Ledoux.,30,52
17:07,2377,Kalob Ledoux Turnover.,30,52
16:56,-1,Matthew Haynes made Three Point Jumper. Assisted by Ezekiel Brown.,33,52
16:35,-1,Foul on Dominique Suggs.,33,52
16:35,2377,Jamaya Burr missed Free Throw.,33,52
16:35,2377,McNeese Deadball Team Rebound.,33,52
16:35,2377,Jamaya Burr missed Free Throw.,33,52
16:35,2377,Adrian Brown Offensive Rebound.,33,52
16:32,2377,Adrian Brown made Jumper.,33,54
16:24,-1,Matthew Haynes Turnover.,33,54
16:22,2377,Jamaya Burr Steal.,33,54
16:20,2377,James Harvey made Three Point Jumper. Assisted by Jamaya Burr.,33,57
16:06,-1,Ezekiel Brown missed Layup.,33,57
16:06,2377,Stephen Ugochukwu Block.,33,57
16:04,-1,Ezekiel Brown Offensive Rebound.,33,57
16:04,2377,Foul on Jamaya Burr.,33,57
15:59,2377,Official TV Timeout,33,57
15:45,-1,Milan Viago missed Jumper.,33,57
15:45,2377,Stephen Ugochukwu Defensive Rebound.,33,57
15:30,2377,Adrian Brown made Jumper.,33,59
15:19,2377,Foul on Adrian Brown.,33,59
15:19,-1,Milan Viago missed Free Throw.,33,59
15:19,-1,Southern (NO) Deadball Team Rebound.,33,59
15:19,-1,Milan Viago made Free Throw.,34,59
15:04,2377,Kalob Ledoux made Layup.,34,61
14:32,-1,D'Ante Russell-Hall missed Three Point Jumper.,34,61
14:32,2377,Jamaya Burr Defensive Rebound.,34,61
14:26,2377,James Harvey missed Three Point Jumper.,34,61
14:26,-1,Ezekiel Brown Defensive Rebound.,34,61
14:22,-1,Ezekiel Brown Turnover.,34,61
14:07,2377,Kalob Ledoux made Layup.,34,63
13:40,-1,Ezekiel Brown made Layup.,36,63
13:30,-1,Foul on Antonio Williams.,36,63
13:18,2377,Kalob Ledoux Turnover.,36,63
13:17,-1,Dominique Suggs Steal.,36,63
13:13,-1,Dominique Suggs missed Layup.,36,63
13:13,-1,Antonio Williams Offensive Rebound.,36,63
13:09,-1,Antonio Williams made Layup.,38,63
13:02,2377,Adrian Brown made Dunk. Assisted by Jamaya Burr.,38,65
12:51,2377,Foul on Jamaya Burr.,38,65
12:28,-1,Milan Viago made Layup. Assisted by Dominique Suggs.,40,65
12:09,2377,Jacob Ledoux made Layup.,40,67
12:09,-1,Foul on Antonio Williams.,40,67
12:09,2377,Jacob Ledoux made Free Throw.,40,68
11:59,2377,Foul on Howard Thomas.,40,68
11:59,-1,Milan Viago missed Free Throw.,40,68
11:59,-1,Southern (NO) Deadball Team Rebound.,40,68
11:59,-1,Milan Viago made Free Throw.,41,68
11:52,2377,Kalob Ledoux missed Jumper.,41,68
11:52,2377,Howard Thomas Offensive Rebound.,41,68
11:48,2377,Howard Thomas missed Jumper.,41,68
11:48,-1,D'Ante Russell-Hall Block.,41,68
11:45,2377,Jacob Ledoux Offensive Rebound.,41,68
11:30,2377,Jarren Greenwood missed Three Point Jumper.,41,68
11:30,2377,Adrian Brown Offensive Rebound.,41,68
11:28,-1,Foul on Kenneth Thomas.,41,68
11:25,2377,Howard Thomas made Layup. Assisted by Jacob Ledoux.,41,70
11:10,-1,Kenneth Thomas missed Jumper.,41,70
11:10,-1,Kenneth Thomas Offensive Rebound.,41,70
11:05,-1,Milan Viago made Layup. Assisted by Kenneth Thomas.,43,70
10:48,2377,Jarren Greenwood made Layup.,43,72
10:35,-1,D'Ante Russell-Hall missed Layup.,43,72
10:35,2377,Richard Laku Defensive Rebound.,43,72
10:31,-1,Foul on Ezekiel Brown.,43,72
10:31,2377,Jacob Ledoux made Free Throw.,43,73
10:31,2377,Jacob Ledoux made Free Throw.,43,74
10:07,-1,D'Ante Russell-Hall made Jumper. Assisted by Dominique Suggs.,45,74
9:59,2377,Kalob Ledoux Turnover.,45,74
9:47,-1,D'Ante Russell-Hall missed Jumper.,45,74
9:47,2377,Howard Thomas Defensive Rebound.,45,74
9:46,-1,Foul on Milan Viago.,45,74
9:46,2377,Howard Thomas made Free Throw.,45,75
9:46,2377,Howard Thomas missed Free Throw.,45,75
9:46,2377,Kalob Ledoux Offensive Rebound.,45,75
9:27,2377,Kalob Ledoux Turnover.,45,75
9:08,-1,Milan Viago missed Layup.,45,75
9:08,-1,D'Ante Russell-Hall Offensive Rebound.,45,75
9:03,-1,D'Ante Russell-Hall made Two Point Tip Shot.,47,75
8:57,2377,Jacob Ledoux made Layup.,47,77
8:30,-1,Dominique Suggs made Layup. Assisted by Ezekiel Brown.,49,77
8:22,-1,Foul on Kenneth Thomas.,49,77
8:22,2377,Kalob Ledoux made Free Throw.,49,78
8:22,2377,Kalob Ledoux made Free Throw.,49,79
8:12,-1,Kenneth Thomas made Layup.,51,79
7:49,2377,Lance Potier missed Three Point Jumper.,51,79
7:49,-1,D'Ante Russell-Hall Defensive Rebound.,51,79
7:38,-1,Kenneth Thomas missed Jumper.,51,79
7:38,-1,Milan Viago Offensive Rebound.,51,79
7:35,2377,Foul on Stephen Ugochukwu.,51,79
7:35,2377,Official TV Timeout,51,79
7:35,-1,Milan Viago made Free Throw.,52,79
7:35,-1,Milan Viago missed Free Throw.,52,79
7:35,2377,Adrian Brown Defensive Rebound.,52,79
7:19,2377,Adrian Brown made Layup. Assisted by Jamaya Burr.,52,81
7:00,-1,Dominique Suggs made Three Point Jumper. Assisted by D'Ante Russell-Hall.,55,81
6:51,2377,Stephen Ugochukwu missed Jumper.,55,81
6:51,-1,Dominique Suggs Defensive Rebound.,55,81
6:37,-1,Milan Viago made Jumper. Assisted by Ezekiel Brown.,57,81
6:23,2377,McNeese  Timeout,57,81
6:14,-1,Foul on Ezekiel Brown.,57,81
6:14,2377,Jamaya Burr made Free Throw.,57,82
6:14,2377,Jamaya Burr made Free Throw.,57,83
5:58,2377,Foul on Stephen Ugochukwu.,57,83
5:58,-1,Ezekiel Brown made Free Throw.,58,83
5:58,-1,Ezekiel Brown made Free Throw.,59,83
5:38,2377,Adrian Brown missed Layup.,59,83
5:38,-1,Dominique Suggs Defensive Rebound.,59,83
5:37,2377,Foul on Adrian Brown.,59,83
5:37,-1,D'Ante Russell-Hall missed Free Throw.,59,83
5:37,-1,Southern (NO) Deadball Team Rebound.,59,83
5:37,-1,D'Ante Russell-Hall missed Free Throw.,59,83
5:37,2377,Adrian Brown Defensive Rebound.,59,83
5:21,2377,Stephen Ugochukwu made Dunk. Assisted by Adrian Brown.,59,85
5:21,-1,Foul on Junaid Olusesi.,59,85
5:21,2377,Stephen Ugochukwu missed Free Throw.,59,85
5:21,-1,Ezekiel Brown Defensive Rebound.,59,85
5:03,-1,Milan Viago missed Jumper.,59,85
5:03,2377,Adrian Brown Defensive Rebound.,59,85
4:54,2377,Jamaya Burr missed Layup.,59,85
4:54,-1,Dominique Suggs Defensive Rebound.,59,85
4:45,-1,Marcel Daniels made Three Point Jumper. Assisted by Dominique Suggs.,62,85
4:13,2377,Lance Potier missed Jumper.,62,85
4:13,-1,Milan Viago Defensive Rebound.,62,85
4:02,-1,Marcel Daniels made Three Point Jumper. Assisted by Dominique Suggs.,65,85
3:52,2377,McNeese  Timeout,65,85
3:47,-1,Dominique Suggs Turnover.,65,85
3:40,-1,Dominique Suggs Defensive Rebound.,65,85
3:31,2377,James Harvey missed Three Point Jumper.,65,85
3:31,2377,Kalob Ledoux Offensive Rebound.,65,85
3:25,2377,Kalob Ledoux made Jumper.,65,87
3:13,-1,Kenneth Thomas made Three Point Jumper. Assisted by Marcel Daniels.,68,87
2:49,2377,Jamaya Burr made Layup.,68,89
2:25,-1,Kenneth Thomas made Three Point Jumper. Assisted by Ezekiel Brown.,71,89
2:16,2377,Jamaya Burr Turnover.,71,89
2:14,-1,Kenneth Thomas Steal.,71,89
2:10,2377,Foul on Kalob Ledoux.,71,89
2:10,-1,Marcel Daniels made Free Throw.,72,89
2:10,-1,Marcel Daniels missed Free Throw.,72,89
2:10,2377,Stephen Ugochukwu Defensive Rebound.,72,89
1:51,-1,Foul on Ezekiel Brown.,72,89
1:51,2377,Kalob Ledoux made Free Throw.,72,90
1:51,2377,Kalob Ledoux made Free Throw.,72,91
1:40,-1,Marcel Daniels missed Three Point Jumper.,72,91
1:40,2377,LaBarrius Hill Defensive Rebound.,72,91
1:26,2377,Stephen Ugochukwu missed Layup.,72,91
1:26,2377,McNeese Offensive Rebound.,72,91
1:13,2377,Kalob Ledoux made Three Point Jumper.,72,94
0:51,-1,Marcel Daniels missed Jumper.,72,94
0:51,-1,Milan Viago Offensive Rebound.,72,94
0:47,2377,Foul on Adrian Brown.,72,94
0:47,-1,Milan Viago missed Free Throw.,72,94
0:47,-1,Southern (NO) Deadball Team Rebound.,72,94
0:47,-1,Milan Viago made Free Throw.,73,94
0:47,-1,Marcel Daniels Turnover.,73,94
0:44,2377,Richard Laku missed Layup.,73,94
0:44,2377,Kalob Ledoux Defensive Rebound.,73,94
0:34,2377,Adrian Brown made Dunk. Assisted by Kalob Ledoux.,73,96
0:27,-1,Dominique Suggs missed Three Point Jumper.,73,96
0:27,-1,Milan Viago Offensive Rebound.,73,96
0:25,-1,Milan Viago missed Layup.,73,96
0:25,2377,Adrian Brown Block.,73,96
0:25,-1,Southern (NO) Offensive Rebound.,73,96
0:20,-1,Milan Viago missed Jumper.,73,96
0:20,2377,Kalob Ledoux Defensive Rebound.,73,96
0:00,2377,End of Game,73,96
