Chattanooga,2032,Arkansas State,236
13:42,236,Makinde London made Free Throw.,10,8
13:26,2032,Devin Carter made Layup.,10,10
13:02,236,Nat Dixon missed Three Point Jumper.,10,10
13:02,2032,Connor Kern Defensive Rebound.,10,10
12:54,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,10,13
12:40,236,Makinde London missed Three Point Jumper.,10,13
12:40,2032,Deven Simms Defensive Rebound.,10,13
12:18,2032,Donte Thomas made Layup.,10,15
11:52,236,Rodney Chatman Turnover.,10,15
11:45,2032,Deven Simms Steal.,10,15
11:37,2032,Jahmiah Simmons made Layup. Assisted by Donte Thomas.,10,17
11:31,236,Chattanooga  Timeout,10,17
11:07,236,Tre' McLean missed Three Point Jumper.,10,17
11:07,2032,Arkansas St Defensive Rebound.,10,17
10:50,2032,C.J. Foster Turnover.,10,17
10:23,236,Justin Tuoyo missed Layup.,10,17
10:23,2032,Jahmiah Simmons Defensive Rebound.,10,17
10:12,236,Foul on Johnathan Burroughs-Cook.,10,17
10:12,2032,C.J. Foster made Free Throw.,10,18
10:12,2032,C.J. Foster made Free Throw.,10,19
9:54,236,Greg Pryor missed Three Point Jumper.,10,19
9:54,2032,Connor Kern Defensive Rebound.,10,19
9:28,2032,Tamas Bruce made Jumper.,10,21
9:14,236,Peyton Woods missed Three Point Jumper.,10,21
9:14,2032,Tamas Bruce Block.,10,21
9:12,236,Chattanooga Offensive Rebound.,10,21
9:05,2032,Foul on Tamas Bruce.,10,21
9:04,236,Rodney Chatman made Free Throw.,11,21
9:04,236,Rodney Chatman made Free Throw.,12,21
8:42,236,Foul on Greg Pryor.,12,21
8:39,2032,Rashad Lindsey Turnover.,12,21
8:37,236,Greg Pryor Steal.,12,21
8:25,2032,Foul on Devin Carter.,12,21
8:25,236,Justin Tuoyo made Free Throw.,13,21
8:25,236,Justin Tuoyo made Free Throw.,14,21
8:08,236,Foul on Rodney Chatman.,14,21
7:54,2032,Jahmiah Simmons missed Layup.,14,21
7:54,236,Makinde London Block.,14,21
7:53,236,Greg Pryor Defensive Rebound.,14,21
7:36,236,Greg Pryor made Layup.,16,21
7:12,236,Foul on Justin Tuoyo.,16,21
7:12,2032,Arkansas St  Timeout,16,21
7:12,2032,Jahmiah Simmons made Free Throw.,16,22
7:12,2032,Jahmiah Simmons missed Free Throw.,16,22
7:12,236,Makinde London Defensive Rebound.,16,22
6:59,236,Tre' McLean missed Jumper.,16,22
6:59,2032,Donte Thomas Defensive Rebound.,16,22
6:52,2032,Donte Thomas made Layup.,16,24
6:39,236,Foul on Nat Dixon.,16,24
6:39,236,Nat Dixon Turnover.,16,24
6:21,2032,Deven Simms missed Layup.,16,24
6:21,236,Makinde London Defensive Rebound.,16,24
6:07,236,Makinde London missed Jumper.,16,24
6:07,236,Tre' McLean Offensive Rebound.,16,24
6:05,2032,Foul on Deven Simms.,16,24
6:05,236,Tre' McLean made Free Throw.,17,24
6:05,236,Tre' McLean made Free Throw.,18,24
5:51,2032,Jahmiah Simmons Turnover.,18,24
5:21,236,Foul on Johnathan Burroughs-Cook.,18,24
5:21,236,Johnathan Burroughs-Cook Turnover.,18,24
5:00,2032,Donte Thomas missed Jumper.,18,24
5:00,236,Makinde London Defensive Rebound.,18,24
4:47,2032,Foul on Devin Carter.,18,24
4:47,236,Makinde London missed Free Throw.,18,24
4:47,236,Chattanooga Deadball Team Rebound.,18,24
4:47,236,Makinde London missed Free Throw.,18,24
4:47,2032,Jahmiah Simmons Defensive Rebound.,18,24
4:33,2032,Donte Thomas made Layup.,18,26
4:33,236,Foul on Rodney Chatman.,18,26
4:33,2032,Donte Thomas made Free Throw.,18,27
4:19,2032,Foul on Rashad Lindsey.,18,27
4:19,236,Rodney Chatman made Free Throw.,19,27
4:19,236,Rodney Chatman made Free Throw.,20,27
4:13,2032,Jahmiah Simmons made Dunk. Assisted by Donte Thomas.,20,29
4:03,236,Makinde London made Three Point Jumper. Assisted by Rodney Chatman.,23,29
3:31,2032,Jahmiah Simmons made Layup.,23,31
3:09,236,Makinde London missed Jumper.,23,31
3:09,236,Nat Dixon Offensive Rebound.,23,31
3:05,236,Chattanooga  Timeout,23,31
3:00,236,Tre' McLean missed Three Point Jumper.,23,31
3:00,2032,Donte Thomas Defensive Rebound.,23,31
2:36,2032,C.J. Foster made Three Point Jumper. Assisted by Donte Thomas.,23,34
2:23,236,Makinde London missed Three Point Jumper.,23,34
2:23,2032,Rashad Lindsey Defensive Rebound.,23,34
2:06,236,Foul on Rodney Chatman.,23,34
2:06,2032,Donte Thomas made Free Throw.,23,35
2:06,2032,Donte Thomas missed Free Throw.,23,35
2:06,236,Tre' McLean Defensive Rebound.,23,35
1:52,236,Greg Pryor Turnover.,23,35
1:52,2032,Donte Thomas Steal.,23,35
1:39,236,Foul on Tre' McLean.,23,35
1:39,2032,Jahmiah Simmons made Free Throw.,23,36
1:39,2032,Jahmiah Simmons missed Free Throw.,23,36
1:39,2032,Connor Kern Offensive Rebound.,23,36
1:08,236,Foul on Peyton Woods.,23,36
1:08,2032,Deven Simms missed Free Throw.,23,36
1:08,2032,Arkansas St Deadball Team Rebound.,23,36
1:08,2032,Deven Simms missed Free Throw.,23,36
1:08,236,Chattanooga Defensive Rebound.,23,36
0:47,2032,Foul on Jahmiah Simmons.,23,36
0:47,236,Greg Pryor made Free Throw.,24,36
0:47,236,Greg Pryor made Free Throw.,25,36
0:42,2032,Arkansas St  Timeout,25,36
0:22,2032,Connor Kern made Three Point Jumper. Assisted by Donte Thomas.,25,39
0:07,236,Greg Pryor missed Three Point Jumper.,25,39
0:07,2032,Arkansas St Defensive Rebound.,25,39
0:00,2032,Donte Thomas missed Three Point Jumper.,25,39
0:00,236,Chattanooga Deadball Team Rebound.,25,39
0:00,2032,End of 1st half,25,39
19:47,2032,Tamas Bruce made Layup. Assisted by Donte Thomas.,25,41
19:25,236,Makinde London made Three Point Jumper. Assisted by Greg Pryor.,28,41
18:55,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,28,44
18:20,236,Greg Pryor Turnover.,28,44
18:18,2032,Tamas Bruce Steal.,28,44
18:15,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,28,47
18:11,236,Chattanooga  Timeout,28,47
18:02,236,Tre' McLean missed Jumper.,28,47
18:02,236,Justin Tuoyo Offensive Rebound.,28,47
17:59,2032,Foul on Devin Carter.,28,47
17:59,236,Justin Tuoyo made Free Throw.,29,47
17:59,236,Justin Tuoyo missed Free Throw.,29,47
17:59,2032,Tamas Bruce Defensive Rebound.,29,47
17:38,2032,Tamas Bruce made Layup. Assisted by Donte Thomas.,29,49
17:01,236,Makale Foreman missed Three Point Jumper.,29,49
17:01,2032,Tamas Bruce Defensive Rebound.,29,49
16:52,2032,C.J. Foster missed Three Point Jumper.,29,49
16:52,236,Greg Pryor Defensive Rebound.,29,49
16:39,236,Foul on Justin Tuoyo.,29,49
16:29,236,Justin Tuoyo made Layup.,31,49
16:12,2032,Jahmiah Simmons made Dunk. Assisted by Deven Simms.,31,51
15:58,236,Foul on Tre' McLean.,31,51
15:58,236,Tre' McLean Turnover.,31,51
15:58,2032,Arkansas St  Timeout,31,51
15:31,2032,Connor Kern missed Three Point Jumper.,31,51
15:31,236,Nat Dixon Defensive Rebound.,31,51
15:10,236,Makale Foreman Turnover.,31,51
14:43,2032,Rashad Lindsey made Layup.,31,53
14:13,236,Greg Pryor missed Jumper.,31,53
14:13,236,Greg Pryor Offensive Rebound.,31,53
14:06,236,Justin Tuoyo missed Layup.,31,53
14:06,236,Justin Tuoyo Offensive Rebound.,31,53
14:02,236,Justin Tuoyo made Layup.,33,53
14:00,2032,Foul on Jahmiah Simmons.,33,53
14:00,236,Justin Tuoyo made Free Throw.,34,53
13:41,2032,Deven Simms Turnover.,34,53
13:40,236,Greg Pryor Steal.,34,53
13:36,236,Greg Pryor Turnover.,34,53
13:36,2032,Tamas Bruce Steal.,34,53
13:15,2032,Deven Simms Turnover.,34,53
12:59,236,Tre' McLean Turnover.,34,53
12:47,2032,Rashad Lindsey made Jumper.,34,55
12:28,236,Greg Pryor Turnover.,34,55
12:26,2032,Tamas Bruce Steal.,34,55
11:55,2032,Rashad Lindsey missed Three Point Jumper.,34,55
11:55,236,Johnathan Burroughs-Cook Block.,34,55
11:55,2032,Arkansas St Defensive Rebound.,34,55
11:55,2032,Arkansas St  Turnover.,34,55
11:34,236,Justin Tuoyo made Layup.,36,55
11:34,2032,Foul on Tamas Bruce.,36,55
11:34,236,Justin Tuoyo missed Free Throw.,36,55
11:34,2032,Jahmiah Simmons Defensive Rebound.,36,55
11:17,236,Foul on Johnathan Burroughs-Cook.,36,55
11:06,236,Foul on Rodney Chatman.,36,55
11:06,2032,Donte Thomas made Free Throw.,36,56
11:06,2032,Donte Thomas made Free Throw.,36,57
10:49,2032,Foul on Jahmiah Simmons.,36,57
10:46,2032,Foul on Tamas Bruce.,36,57
10:26,2032,Foul on Salif Boudie.,36,57
10:26,236,Justin Tuoyo made Free Throw.,37,57
10:26,236,Justin Tuoyo made Free Throw.,38,57
10:19,2032,Connor Kern missed Layup.,38,57
10:19,236,Justin Tuoyo Block.,38,57
10:17,2032,Arkansas St Offensive Rebound.,38,57
10:00,2032,Donte Thomas Turnover.,38,57
9:59,236,Johnathan Burroughs-Cook Steal.,38,57
9:52,236,Justin Tuoyo missed Layup.,38,57
9:52,236,Justin Tuoyo Offensive Rebound.,38,57
9:40,236,Justin Tuoyo made Two Point Tip Shot.,40,57
9:24,2032,Devin Carter missed Layup.,40,57
9:23,2032,C.J. Foster Block.,40,57
9:22,2032,Devin Carter Offensive Rebound.,40,57
9:21,2032,Devin Carter missed Layup.,40,57
9:21,2032,Devin Carter Offensive Rebound.,40,57
9:17,2032,Donte Thomas made Three Point Jumper. Assisted by Devin Carter.,40,60
8:55,236,Johnathan Burroughs-Cook missed Three Point Jumper.,40,60
8:55,2032,Devin Carter Defensive Rebound.,40,60
8:27,2032,Rashad Lindsey Turnover.,40,60
8:27,236,Makinde London missed Jumper.,40,60
8:27,236,Chattanooga Offensive Rebound.,40,60
7:59,2032,Foul on Nelson Nweke.,40,60
7:59,236,Chattanooga  Timeout,40,60
7:59,236,Johnathan Burroughs-Cook made Free Throw.,41,60
7:59,236,Johnathan Burroughs-Cook made Free Throw.,42,60
7:32,2032,Donte Thomas made Jumper.,42,62
7:16,2032,Foul on Devin Carter.,42,62
7:16,236,Nat Dixon made Free Throw.,43,62
7:16,236,Nat Dixon missed Free Throw.,43,62
7:16,2032,Devin Carter Defensive Rebound.,43,62
6:59,2032,Donte Thomas missed Layup.,43,62
6:59,236,Tre' McLean Defensive Rebound.,43,62
6:34,236,Greg Pryor made Jumper.,45,62
6:22,2032,Arkansas St  Timeout,45,62
6:05,2032,Nelson Nweke missed Jumper.,45,62
6:05,236,Justin Tuoyo Block.,45,62
6:04,236,Justin Tuoyo Defensive Rebound.,45,62
6:03,236,Justin Tuoyo Defensive Rebound.,45,62
5:45,236,Peyton Woods missed Three Point Jumper.,45,62
5:45,2032,Nelson Nweke Defensive Rebound.,45,62
5:28,2032,Rashad Lindsey missed Jumper.,45,62
5:28,236,Greg Pryor Defensive Rebound.,45,62
5:26,2032,Foul on Nelson Nweke.,45,62
5:26,236,Greg Pryor made Free Throw.,46,62
5:26,236,Greg Pryor missed Free Throw.,46,62
5:26,236,Chattanooga Offensive Rebound.,46,62
5:19,236,Tre' McLean made Three Point Jumper. Assisted by Greg Pryor.,49,62
4:43,2032,Jahmiah Simmons missed Layup.,49,62
4:43,236,Justin Tuoyo Defensive Rebound.,49,62
4:31,236,Foul on Justin Tuoyo.,49,62
4:31,236,Justin Tuoyo Turnover.,49,62
4:31,236,Technical Foul on Chattanooga.,49,62
4:31,2032,Connor Kern made Free Throw.,49,63
4:31,2032,Connor Kern made Free Throw.,49,64
4:22,2032,Donte Thomas Turnover.,49,64
4:21,236,Justin Tuoyo Steal.,49,64
4:20,2032,Foul on C.J. Foster.,49,64
4:20,236,Nat Dixon made Free Throw.,50,64
4:20,236,Nat Dixon missed Free Throw.,50,64
4:20,236,Justin Tuoyo Offensive Rebound.,50,64
4:18,2032,Foul on Jahmiah Simmons.,50,64
4:18,236,Justin Tuoyo made Free Throw.,51,64
4:18,236,Justin Tuoyo made Free Throw.,52,64
4:09,236,Foul on Justin Tuoyo.,52,64
4:03,2032,Foul on Donte Thomas.,52,64
4:03,2032,Donte Thomas Turnover.,52,64
4:03,236,Tre' McLean missed Three Point Jumper.,52,64
4:03,236,Justin Tuoyo Offensive Rebound.,52,64
4:03,236,Justin Tuoyo Turnover.,52,64
4:03,2032,Donte Thomas Steal.,52,64
3:30,2032,Devin Carter Defensive Rebound.,52,64
3:30,2032,Donte Thomas Turnover.,52,64
3:30,236,Nat Dixon Steal.,52,64
3:30,236,Chattanooga  Timeout,52,64
3:18,236,Greg Pryor missed Layup.,52,64
3:17,236,Justin Tuoyo Offensive Rebound.,52,64
3:16,236,Justin Tuoyo made Two Point Tip Shot.,54,64
2:44,2032,C.J. Foster Turnover.,54,64
2:43,236,Nat Dixon Steal.,54,64
2:28,236,Johnathan Burroughs-Cook Turnover.,54,64
2:27,2032,C.J. Foster Steal.,54,64
2:22,2032,Foul on Rashad Lindsey.,54,64
2:22,2032,Rashad Lindsey Turnover.,54,64
2:15,236,Tre' McLean missed Three Point Jumper.,54,64
2:15,2032,Deven Simms Defensive Rebound.,54,64
1:52,236,Foul on Greg Pryor.,54,64
1:52,2032,Arkansas St  Timeout,54,64
1:43,2032,Tamas Bruce made Layup. Assisted by Donte Thomas.,54,66
1:32,236,Johnathan Burroughs-Cook missed Three Point Jumper.,54,66
1:32,2032,Arkansas St Defensive Rebound.,54,66
1:04,2032,Donte Thomas missed Layup.,54,66
1:04,236,Justin Tuoyo Block.,54,66
1:03,2032,Deven Simms Offensive Rebound.,54,66
0:56,2032,Devin Carter Turnover.,54,66
0:55,236,Johnathan Burroughs-Cook Steal.,54,66
0:42,2032,Foul on Deven Simms.,54,66
0:42,236,Greg Pryor made Free Throw.,55,66
0:42,236,Greg Pryor made Free Throw.,56,66
0:42,236,Greg Pryor made Free Throw.,57,66
0:35,2032,Devin Carter missed Layup.,57,66
0:35,2032,Devin Carter Offensive Rebound.,57,66
0:32,2032,Devin Carter made Two Point Tip Shot.,57,68
0:29,236,Greg Pryor made Layup.,59,68
0:21,236,Chattanooga  Timeout,59,68
0:19,236,Foul on Nat Dixon.,59,68
0:19,2032,Deven Simms made Free Throw.,59,69
0:19,2032,Deven Simms made Free Throw.,59,70
0:14,236,Greg Pryor made Three Point Jumper.,62,70
0:13,236,Foul on Greg Pryor.,62,70
0:13,2032,Donte Thomas made Free Throw.,62,71
0:13,2032,Donte Thomas missed Free Throw.,62,71
0:12,236,Justin Tuoyo Defensive Rebound.,62,71
0:07,2032,Foul on Donte Thomas.,62,71
0:05,236,Foul on Johnathan Burroughs-Cook.,62,71
0:05,2032,Donte Thomas made Free Throw.,62,72
0:05,2032,Donte Thomas made Free Throw.,62,73
0:03,236,Greg Pryor made Free Throw.,63,73
0:03,236,Greg Pryor made Free Throw.,64,73
0:02,236,Greg Pryor made Three Point Jumper.,67,73
0:00,2032,End of Game,67,73
