Coastal Carolina,2,Auburn,324
11:31,324,Elijah Wilson Defensive Rebound.,16,22
11:14,324,Artur Labinowicz missed Jumper.,16,22
11:14,2,Ronnie Johnson Defensive Rebound.,16,22
11:04,324,Foul on Artur Labinowicz.,16,22
11:04,2,Official TV Timeout,16,22
10:58,2,Anfernee McLemore missed Jumper.,16,22
10:58,324,Demario Beck Defensive Rebound.,16,22
10:25,324,Jaylen Shaw missed Jumper.,16,22
10:25,2,Anfernee McLemore Defensive Rebound.,16,22
10:19,2,Ronnie Johnson missed Jumper.,16,22
10:19,324,Josh Coleman Defensive Rebound.,16,22
10:00,324,Jaylan Robertson made Jumper.,18,22
9:44,2,Ronnie Johnson made Three Point Jumper.,18,25
9:25,324,Demario Beck missed Three Point Jumper.,18,25
9:25,2,Devin Waddell Defensive Rebound.,18,25
9:17,324,Foul on Demario Beck.,18,25
9:17,2,Devin Waddell Turnover.,18,25
9:17,324,Artur Labinowicz Steal.,18,25
9:14,324,Artur Labinowicz missed Layup.,18,25
9:14,2,T.J. Dunans Block.,18,25
9:14,324,Coastal Carolina Offensive Rebound.,18,25
8:59,324,Jaylen Shaw missed Three Point Jumper.,18,25
8:59,324,Demario Beck Offensive Rebound.,18,25
8:54,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylen Shaw.,21,25
8:40,2,LaRon Smith missed Layup.,21,25
8:40,324,Artur Labinowicz Defensive Rebound.,21,25
8:17,324,Elijah Wilson missed Three Point Jumper.,21,25
8:17,324,Amidou Bamba Offensive Rebound.,21,25
8:07,324,Demario Beck missed Three Point Jumper.,21,25
8:07,2,T.J. Dunans Defensive Rebound.,21,25
8:03,2,Jared Harper missed Three Point Jumper.,21,25
8:03,324,Jaylen Shaw Defensive Rebound.,21,25
7:56,324,Jaylen Shaw Turnover.,21,25
7:56,2,Danjel Purifoy Steal.,21,25
7:45,2,T.J. Dunans missed Three Point Jumper.,21,25
7:45,324,Amidou Bamba Defensive Rebound.,21,25
7:20,324,Elijah Wilson missed Jumper.,21,25
7:20,2,Mustapha Heron Defensive Rebound.,21,25
6:56,2,T.J. Dunans Turnover.,21,25
6:56,324,Artur Labinowicz Steal.,21,25
6:51,2,Foul on T.J. Dunans.,21,25
6:51,2,Official TV Timeout,21,25
6:51,324,Artur Labinowicz made Free Throw.,22,25
6:51,324,Artur Labinowicz missed Free Throw.,22,25
6:51,2,T.J. Dunans Defensive Rebound.,22,25
6:35,2,Jared Harper made Three Point Jumper. Assisted by TJ Lang.,22,28
6:18,324,Elijah Wilson missed Layup.,22,28
6:18,2,Anfernee McLemore Defensive Rebound.,22,28
6:13,2,Danjel Purifoy missed Three Point Jumper.,22,28
6:13,324,Demario Beck Defensive Rebound.,22,28
5:48,324,Elijah Wilson Turnover.,22,28
5:37,2,Anfernee McLemore made Layup. Assisted by Danjel Purifoy.,22,30
5:17,324,Elijah Wilson missed Three Point Jumper.,22,30
5:17,2,Jared Harper Defensive Rebound.,22,30
5:10,2,TJ Lang made Jumper. Assisted by Jared Harper.,22,32
4:41,324,Jaylen Shaw missed Three Point Jumper.,22,32
4:41,2,Anfernee McLemore Defensive Rebound.,22,32
4:32,2,T.J. Dunans missed Jumper.,22,32
4:32,2,Anfernee McLemore Offensive Rebound.,22,32
4:27,2,Anfernee McLemore made Layup.,22,34
4:27,324,Foul on Amidou Bamba.,22,34
4:27,2,Anfernee McLemore missed Free Throw.,22,34
4:27,2,Mustapha Heron Offensive Rebound.,22,34
4:25,2,TJ Lang made Dunk. Assisted by Mustapha Heron.,22,36
4:02,324,Elijah Wilson missed Three Point Jumper.,22,36
4:02,2,Ronnie Johnson Defensive Rebound.,22,36
3:50,2,Anfernee McLemore Turnover.,22,36
3:50,2,Official TV Timeout,22,36
3:50,2,Foul on TJ Lang.,22,36
3:50,324,Artur Labinowicz Turnover.,22,36
3:46,2,T.J. Dunans made Three Point Jumper.,22,39
3:31,324,Elijah Wilson Turnover.,22,39
3:31,2,Danjel Purifoy Steal.,22,39
3:25,324,Foul on Joseph Williams-Powell.,22,39
3:25,2,Danjel Purifoy made Free Throw.,22,40
3:25,2,Danjel Purifoy made Free Throw.,22,41
3:14,324,Demario Beck missed Three Point Jumper.,22,41
3:14,324,Demario Beck Offensive Rebound.,22,41
3:13,324,Demario Beck missed Jumper.,22,41
3:13,324,Coastal Carolina Offensive Rebound.,22,41
2:58,324,Artur Labinowicz missed Layup.,22,41
2:58,324,Josh Coleman Offensive Rebound.,22,41
2:58,324,Josh Coleman missed Two Point Tip Shot.,22,41
2:58,2,Danjel Purifoy Defensive Rebound.,22,41
2:43,2,Mustapha Heron Turnover.,22,41
2:34,2,Foul on T.J. Dunans.,22,41
2:34,324,Artur Labinowicz missed Free Throw.,22,41
2:34,2,Mustapha Heron Defensive Rebound.,22,41
2:20,2,Danjel Purifoy made Three Point Jumper. Assisted by Jared Harper.,22,44
2:10,324,Elijah Wilson missed Three Point Jumper.,22,44
2:10,2,Auburn Deadball Team Rebound.,22,44
2:08,324,Foul on Josh Coleman.,22,44
2:08,2,Danjel Purifoy made Free Throw.,22,45
2:08,2,Danjel Purifoy made Free Throw.,22,46
1:58,324,Artur Labinowicz Turnover.,22,46
1:48,2,Mustapha Heron made Jumper.,22,48
1:39,324,Jaylen Shaw made Jumper.,24,48
1:28,2,Danjel Purifoy made Three Point Jumper. Assisted by Mustapha Heron.,24,51
1:12,324,Elijah Wilson missed Three Point Jumper.,24,51
1:12,2,Anfernee McLemore Defensive Rebound.,24,51
1:05,2,Ronnie Johnson missed Jumper.,24,51
1:05,324,Elijah Wilson Defensive Rebound.,24,51
0:58,324,Elijah Wilson Turnover.,24,51
0:58,2,Mustapha Heron Steal.,24,51
0:51,324,Elijah Wilson missed Layup.,24,51
0:51,2,Anfernee McLemore Block.,24,51
0:51,324,Coastal Carolina Offensive Rebound.,24,51
0:44,324,Jaylen Shaw Turnover.,24,51
0:44,2,Mustapha Heron Steal.,24,51
0:44,2,Mustapha Heron Turnover.,24,51
0:44,324,Elijah Wilson Steal.,24,51
0:37,2,Mustapha Heron made Layup.,24,53
0:37,324,Foul on Demario Beck.,24,53
0:37,2,Mustapha Heron made Free Throw.,24,54
0:30,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylen Shaw.,27,54
0:05,2,Anfernee McLemore made Dunk. Assisted by Jared Harper.,27,56
0:00,2,End of 1st half,27,56
20:00,2,Jump Ball won by Auburn,27,56
19:41,2,Foul on LaRon Smith.,27,56
19:41,2,LaRon Smith Turnover.,27,56
19:25,324,Elijah Wilson missed Three Point Jumper.,27,56
19:25,2,LaRon Smith Defensive Rebound.,27,56
19:15,2,Mustapha Heron Turnover.,27,56
19:15,324,Jaylen Shaw Steal.,27,56
19:04,324,Jaylen Shaw missed Jumper.,27,56
19:04,2,LaRon Smith Defensive Rebound.,27,56
18:50,2,Mustapha Heron Turnover.,27,56
18:50,324,Colton Ray-St Cyr Steal.,27,56
18:44,324,Colton Ray-St Cyr missed Layup.,27,56
18:44,324,Demario Beck Offensive Rebound.,27,56
18:40,324,Demario Beck missed Layup.,27,56
18:40,2,Mustapha Heron Block.,27,56
18:40,324,Coastal Carolina Offensive Rebound.,27,56
18:38,324,Demario Beck made Layup. Assisted by Colton Ray-St Cyr.,29,56
18:07,2,Danjel Purifoy made Three Point Jumper. Assisted by Jared Harper.,29,59
17:48,324,Colton Ray-St Cyr made Three Point Jumper. Assisted by Amidou Bamba.,32,59
17:40,324,Foul on Elijah Wilson.,32,59
17:32,2,TJ Lang missed Three Point Jumper.,32,59
17:32,2,TJ Lang Offensive Rebound.,32,59
17:32,324,Foul on Jaylen Shaw.,32,59
17:19,2,Jared Harper made Three Point Jumper. Assisted by T.J. Dunans.,32,62
17:02,324,Jaylen Shaw Turnover.,32,62
16:49,2,T.J. Dunans missed Jumper.,32,62
16:49,324,Colton Ray-St Cyr Defensive Rebound.,32,62
16:36,324,Demario Beck missed Three Point Jumper.,32,62
16:36,2,Mustapha Heron Defensive Rebound.,32,62
16:27,2,Danjel Purifoy made Three Point Jumper. Assisted by Jared Harper.,32,65
16:06,324,Amidou Bamba missed Jumper.,32,65
16:06,2,Danjel Purifoy Defensive Rebound.,32,65
16:00,324,Foul on Demario Beck.,32,65
15:49,2,Jared Harper Turnover.,32,65
15:49,324,Jaylan Robertson Steal.,32,65
15:43,324,Jaylan Robertson made Layup.,34,65
15:34,2,Danjel Purifoy made Jumper.,34,67
15:16,324,Colton Ray-St Cyr made Three Point Jumper. Assisted by Amidou Bamba.,37,67
14:57,2,Mustapha Heron made Three Point Jumper. Assisted by Jared Harper.,37,70
14:50,324,Jaylan Robertson Turnover.,37,70
14:50,2,Jared Harper Steal.,37,70
14:44,324,Foul on Jaylan Robertson.,37,70
14:44,2,Official TV Timeout,37,70
14:44,2,Jared Harper missed Free Throw.,37,70
14:44,2,Auburn Deadball Team Rebound.,37,70
14:44,2,Jared Harper made Free Throw.,37,71
14:37,324,Artur Labinowicz made Three Point Jumper. Assisted by Jaylan Robertson.,40,71
14:08,2,T.J. Dunans made Dunk.,40,73
13:57,324,Demario Beck missed Three Point Jumper.,40,73
13:57,324,Josh Coleman Offensive Rebound.,40,73
13:54,2,Foul on Anfernee McLemore.,40,73
13:54,324,Josh Coleman missed Free Throw.,40,73
13:54,324,Coastal Carolina Deadball Team Rebound.,40,73
13:54,324,Josh Coleman made Free Throw.,41,73
13:54,2,T.J. Dunans missed Three Point Jumper.,41,73
13:54,324,Jaylan Robertson Defensive Rebound.,41,73
13:42,324,Artur Labinowicz made Dunk. Assisted by Colton Ray-St Cyr.,43,73
13:42,2,Foul on T.J. Dunans.,43,73
13:42,324,Artur Labinowicz made Free Throw.,44,73
13:23,2,Anfernee McLemore made Three Point Jumper. Assisted by TJ Lang.,44,76
13:11,324,Artur Labinowicz missed Three Point Jumper.,44,76
13:11,324,Jaylan Robertson Offensive Rebound.,44,76
13:06,324,Jaylan Robertson made Jumper.,46,76
12:44,2,TJ Lang missed Three Point Jumper.,46,76
12:44,324,Colton Ray-St Cyr Defensive Rebound.,46,76
12:34,324,Colton Ray-St Cyr made Jumper.,48,76
12:15,2,Devin Waddell made Three Point Jumper. Assisted by T.J. Dunans.,48,79
12:02,324,Jaylan Robertson missed Three Point Jumper.,48,79
12:02,2,Anfernee McLemore Defensive Rebound.,48,79
11:54,2,Ronnie Johnson made Three Point Jumper.,48,82
11:43,324,Colton Ray-St Cyr missed Three Point Jumper.,48,82
11:43,2,Devin Waddell Defensive Rebound.,48,82
11:33,324,Foul on Jaylan Robertson.,48,82
11:33,2,Ronnie Johnson missed Free Throw.,48,82
11:33,2,Auburn Deadball Team Rebound.,48,82
11:33,2,Ronnie Johnson made Free Throw.,48,83
11:25,324,Joseph Williams-Powell made Jumper.,50,83
11:10,2,Mustapha Heron Turnover.,50,83
11:10,324,Joseph Williams-Powell Steal.,50,83
11:10,2,Foul on Mustapha Heron.,50,83
10:56,324,Foul on Elijah Wilson.,50,83
10:56,324,Elijah Wilson Turnover.,50,83
10:49,2,Mustapha Heron missed Three Point Jumper.,50,83
10:49,324,Coastal Carolina Deadball Team Rebound.,50,83
10:45,2,Foul on LaRon Smith.,50,83
10:23,324,Joseph Williams-Powell missed Three Point Jumper.,50,83
10:23,324,Josh Coleman Offensive Rebound.,50,83
10:09,324,Josh Coleman missed Layup.,50,83
10:09,2,Danjel Purifoy Defensive Rebound.,50,83
10:06,2,Danjel Purifoy Turnover.,50,83
10:06,324,Jaylan Robertson Steal.,50,83
10:06,324,Jaylan Robertson made Layup.,52,83
9:53,2,Mustapha Heron made Layup.,52,85
9:36,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylan Robertson.,55,85
9:16,2,Danjel Purifoy missed Three Point Jumper.,55,85
9:16,2,LaRon Smith Offensive Rebound.,55,85
9:10,2,LaRon Smith made Layup.,55,87
8:51,324,Joseph Williams-Powell missed Layup.,55,87
8:51,2,Danjel Purifoy Defensive Rebound.,55,87
8:42,2,Jared Harper Turnover.,55,87
8:21,324,Joseph Williams-Powell Turnover.,55,87
8:15,2,T.J. Dunans made Three Point Jumper.,55,90
8:01,324,Elijah Wilson missed Three Point Jumper.,55,90
8:01,2,Danjel Purifoy Defensive Rebound.,55,90
7:48,2,Ronnie Johnson made Layup.,55,92
7:33,324,Elijah Wilson missed Jumper.,55,92
7:33,2,Auburn Defensive Rebound.,55,92
7:23,2,Official TV Timeout,55,92
7:22,324,Foul on Elijah Wilson.,55,92
7:22,2,Ronnie Johnson made Free Throw.,55,93
7:22,2,Ronnie Johnson made Free Throw.,55,94
7:15,324,Joseph Williams-Powell missed Jumper.,55,94
7:15,2,Anfernee McLemore Block.,55,94
7:15,2,Danjel Purifoy Defensive Rebound.,55,94
7:07,2,Ronnie Johnson missed Three Point Jumper.,55,94
7:07,2,Anfernee McLemore Offensive Rebound.,55,94
7:01,2,Anfernee McLemore missed Layup.,55,94
7:01,2,Mustapha Heron Offensive Rebound.,55,94
6:57,324,Foul on Joseph Williams-Powell.,55,94
6:57,2,Mustapha Heron made Free Throw.,55,95
6:57,2,Mustapha Heron made Free Throw.,55,96
6:47,324,Jaylan Robertson missed Three Point Jumper.,55,96
6:47,2,Jared Harper Defensive Rebound.,55,96
6:39,324,Foul on Colton Ray-St Cyr.,55,96
6:39,2,Mustapha Heron missed Free Throw.,55,96
6:39,2,Auburn Deadball Team Rebound.,55,96
6:39,2,Mustapha Heron made Free Throw.,55,97
6:31,324,Elijah Wilson missed Three Point Jumper.,55,97
6:31,324,Joseph Williams-Powell Offensive Rebound.,55,97
6:17,324,Demario Beck missed Three Point Jumper.,55,97
6:17,2,Mustapha Heron Defensive Rebound.,55,97
6:08,2,Danjel Purifoy made Dunk. Assisted by Mustapha Heron.,55,99
6:01,324,Elijah Wilson made Layup.,57,99
6:01,2,Foul on Anfernee McLemore.,57,99
6:01,324,Elijah Wilson made Free Throw.,58,99
5:51,2,T.J. Dunans missed Three Point Jumper.,58,99
5:51,324,Joseph Williams-Powell Defensive Rebound.,58,99
5:47,324,Colton Ray-St Cyr missed Three Point Jumper.,58,99
5:47,2,Auburn Defensive Rebound.,58,99
5:27,2,T.J. Dunans made Dunk.,58,101
5:21,2,Foul on LaRon Smith.,58,101
5:21,324,Elijah Wilson made Free Throw.,59,101
5:21,324,Elijah Wilson missed Free Throw.,59,101
5:21,2,Auburn Deadball Team Rebound.,59,101
5:21,324,Foul on Joseph Williams-Powell.,59,101
5:21,2,Devin Waddell made Free Throw.,59,102
5:21,2,Devin Waddell missed Free Throw.,59,102
5:21,324,Joseph Williams-Powell Defensive Rebound.,59,102
5:08,2,Foul on Mustapha Heron.,59,102
5:08,324,Jaylan Robertson made Free Throw.,60,102
5:08,324,Jaylan Robertson made Free Throw.,61,102
4:56,2,Devin Waddell missed Layup.,61,102
4:56,2,LaRon Smith Offensive Rebound.,61,102
4:56,2,LaRon Smith made Two Point Tip Shot.,61,104
4:49,324,Jaylan Robertson missed Three Point Jumper.,61,104
4:49,2,LaRon Smith Defensive Rebound.,61,104
4:32,324,Foul on Jaylen Shaw.,61,104
4:32,2,Mustapha Heron made Free Throw.,61,105
4:32,2,Mustapha Heron made Free Throw.,61,106
4:14,324,Artur Labinowicz missed Layup.,61,106
4:14,2,LaRon Smith Block.,61,106
4:14,2,Will Macoy Defensive Rebound.,61,106
3:50,2,Will Macoy made Three Point Jumper. Assisted by Patrick Keim.,61,109
3:31,324,Joseph Williams-Powell made Jumper.,63,109
3:14,2,T.J. Dunans missed Three Point Jumper.,63,109
3:14,324,Amidou Bamba Defensive Rebound.,63,109
2:53,324,Jaylen Shaw missed Jumper.,63,109
2:53,2,T.J. Dunans Defensive Rebound.,63,109
2:35,2,Devin Waddell made Three Point Jumper. Assisted by T.J. Dunans.,63,112
2:35,2,Foul on LaRon Smith.,63,112
2:35,2,Official TV Timeout,63,112
2:35,324,Joseph Williams-Powell made Free Throw.,64,112
2:35,324,Joseph Williams-Powell made Free Throw.,65,112
2:12,2,Patrick Keim missed Three Point Jumper.,65,112
2:12,324,Amidou Bamba Defensive Rebound.,65,112
2:01,324,Amidou Bamba missed Layup.,65,112
2:01,2,Cole Blackstock Defensive Rebound.,65,112
1:56,2,Will Macoy made Three Point Jumper. Assisted by Mike Cohen.,65,115
1:42,2,Foul on Cole Blackstock.,65,115
1:42,324,Amidou Bamba missed Free Throw.,65,115
1:42,324,Coastal Carolina Deadball Team Rebound.,65,115
1:42,324,Amidou Bamba missed Free Throw.,65,115
1:42,2,Cole Blackstock Defensive Rebound.,65,115
1:40,2,Will Macoy missed Three Point Jumper.,65,115
1:40,324,Amidou Bamba Defensive Rebound.,65,115
1:31,324,Artur Labinowicz Turnover.,65,115
1:31,2,Will Macoy Steal.,65,115
1:27,2,Will Macoy made Dunk.,65,117
1:16,324,Artur Labinowicz missed Three Point Jumper.,65,117
1:16,2,Patrick Keim Defensive Rebound.,65,117
1:09,2,Will Macoy missed Three Point Jumper.,65,117
1:09,324,Joseph Williams-Powell Defensive Rebound.,65,117
1:01,324,Artur Labinowicz made Dunk. Assisted by Jaylan Robertson.,67,117
0:41,2,Patrick Keim Turnover.,67,117
0:38,2,Foul on Trey Tate.,67,117
0:38,324,Jaylan Robertson made Free Throw.,68,117
0:38,324,Jaylan Robertson made Free Throw.,69,117
0:38,2,Foul on Cole Blackstock.,69,117
0:38,324,Joseph Williams-Powell missed Free Throw.,69,117
0:38,324,Coastal Carolina Deadball Team Rebound.,69,117
0:38,324,Joseph Williams-Powell made Free Throw.,70,117
0:30,2,Trey Tate missed Three Point Jumper.,70,117
0:30,324,Artur Labinowicz Defensive Rebound.,70,117
0:23,324,Amidou Bamba made Dunk. Assisted by Artur Labinowicz.,72,117
0:00,2,End of Game,72,117
