Central Connecticut,2349,UMass Lowell,2115
2:40,2349,Cameron Wolter Turnover.,24,42
2:27,2115,Tafari Whittingham missed Layup.,24,42
2:27,2115,Tidell Pierre Offensive Rebound.,24,42
2:23,2115,Tyson Batiste made Three Point Jumper. Assisted by Tidell Pierre.,27,42
2:05,2349,Matt Harris missed Three Point Jumper.,27,42
2:05,2115,Tafari Whittingham Defensive Rebound.,27,42
1:49,2115,Tafari Whittingham made Layup.,29,42
1:29,2349,Jahad Thomas made Layup. Assisted by Matt Harris.,29,44
1:12,2115,Kevin Seymour missed Layup.,29,44
1:12,2349,Jahad Thomas Defensive Rebound.,29,44
1:05,2349,Ryan Jones made Layup. Assisted by Jahad Thomas.,29,46
1:05,2115,Foul on Tyson Batiste.,29,46
1:05,2349,Ryan Jones missed Free Throw.,29,46
1:05,2115,Tidell Pierre Defensive Rebound.,29,46
0:57,2115,Tyson Batiste Turnover.,29,46
0:55,2349,Jahad Thomas Steal.,29,46
0:53,2115,Foul on Austin Nehls.,29,46
0:53,2349,Ryan Jones missed Free Throw.,29,46
0:53,2349,UMass Lowell Deadball Team Rebound.,29,46
0:53,2349,Ryan Jones made Free Throw.,29,47
0:53,2349,UMass Lowell  Timeout,29,47
0:28,2115,Austin Nehls missed Jumper.,29,47
0:28,2349,UMass Lowell Defensive Rebound.,29,47
0:04,2349,Jahad Thomas Turnover.,29,47
0:03,2115,Central Connecticut St  Timeout,29,47
0:00,2349,End of 1st half,29,47
19:32,2115,Chris Williams missed Jumper.,29,47
19:32,2349,Jahad Thomas Block.,29,47
19:29,2349,Matt Harris Defensive Rebound.,29,47
19:20,2349,Tyler Livingston missed Three Point Jumper.,29,47
19:20,2115,Tyson Batiste Defensive Rebound.,29,47
19:04,2349,Foul on Tyler Livingston.,29,47
19:04,2115,Tyson Batiste missed Free Throw.,29,47
19:04,2115,Central Connecticut St Deadball Team Rebound.,29,47
19:04,2115,Tyson Batiste missed Free Throw.,29,47
19:04,2349,Jahad Thomas Defensive Rebound.,29,47
18:45,2349,Matt Harris made Three Point Jumper. Assisted by Jahad Thomas.,29,50
18:28,2115,Tyson Batiste missed Jumper.,29,50
18:28,2349,Tyler Livingston Defensive Rebound.,29,50
18:22,2349,Jordan Shea made Layup. Assisted by Ryan Jones.,29,52
18:22,2115,Central Connecticut St  Timeout,29,52
18:07,2115,Austin Nehls made Layup.,31,52
18:07,2349,Foul on Matt Harris.,31,52
18:07,2115,Austin Nehls made Free Throw.,32,52
17:55,2349,Jahad Thomas Turnover.,32,52
17:39,2349,Foul on Tyler Livingston.,32,52
17:39,2115,Tidell Pierre made Free Throw.,33,52
17:39,2115,Tidell Pierre made Free Throw.,34,52
17:24,2349,Matt Harris missed Three Point Jumper.,34,52
17:24,2115,Central Connecticut St Defensive Rebound.,34,52
17:05,2115,Khalen Cumberlander made Jumper.,36,52
16:50,2349,Jahad Thomas made Jumper.,36,54
16:30,2115,Tidell Pierre Turnover.,36,54
16:10,2349,Jordan Shea made Three Point Jumper. Assisted by Ryan Jones.,36,57
15:49,2115,Austin Nehls made Layup.,38,57
15:45,2349,Ryan Jones Turnover.,38,57
15:45,2115,Chris Williams Steal.,38,57
15:45,2349,Foul on Ryan Jones.,38,57
15:42,2115,Austin Nehls missed Three Point Jumper.,38,57
15:42,2349,Jahad Thomas Defensive Rebound.,38,57
15:38,2349,Jahad Thomas Turnover.,38,57
15:37,2115,Khalen Cumberlander Steal.,38,57
15:33,2349,Foul on Matt Harris.,38,57
15:33,2115,Khalen Cumberlander made Free Throw.,39,57
15:33,2115,Khalen Cumberlander missed Free Throw.,39,57
15:33,2349,Jahad Thomas Defensive Rebound.,39,57
15:28,2349,Cameron Wolter made Layup. Assisted by Jahad Thomas.,39,59
15:11,2115,Khalen Cumberlander Turnover.,39,59
15:10,2349,Cameron Wolter Steal.,39,59
15:06,2115,Foul on Tyson Batiste.,39,59
14:57,2349,Jahad Thomas made Layup.,39,61
14:33,2115,Tyson Batiste missed Layup.,39,61
14:33,2115,Tidell Pierre Offensive Rebound.,39,61
14:30,2115,Tidell Pierre made Layup.,41,61
14:03,2349,Ryan Jones made Jumper.,41,63
13:40,2115,Tyson Batiste missed Three Point Jumper.,41,63
13:40,2115,Tidell Pierre Offensive Rebound.,41,63
13:38,2349,Foul on Cameron Wolter.,41,63
13:35,2115,Tidell Pierre made Layup.,43,63
13:24,2115,Foul on Tyson Batiste.,43,63
13:10,2349,Jahad Thomas made Layup.,43,65
13:03,2115,Khalen Cumberlander missed Layup.,43,65
13:03,2349,Logan Primerano Block.,43,65
13:01,2349,Cameron Wolter Defensive Rebound.,43,65
12:46,2349,Rinardo Perry Turnover.,43,65
12:24,2115,Tidell Pierre Turnover.,43,65
12:22,2349,Cameron Wolter Steal.,43,65
12:17,2349,Rinardo Perry missed Jumper.,43,65
12:17,2115,Khalen Cumberlander Defensive Rebound.,43,65
12:07,2115,Tafari Whittingham missed Layup.,43,65
12:07,2115,Tafari Whittingham Offensive Rebound.,43,65
12:05,2115,Tafari Whittingham missed Layup.,43,65
12:05,2115,Tafari Whittingham Offensive Rebound.,43,65
12:02,2349,Foul on Jordan Shea.,43,65
12:02,2115,Tafari Whittingham made Free Throw.,44,65
12:02,2115,Tafari Whittingham made Free Throw.,45,65
11:56,2349,Logan Primerano Turnover.,45,65
11:55,2115,Khalen Cumberlander Steal.,45,65
11:52,2115,Kevin Seymour made Layup. Assisted by Khalen Cumberlander.,47,65
11:39,2349,Matt Harris made Three Point Jumper. Assisted by Jahad Thomas.,47,68
11:15,2115,Khalen Cumberlander made Layup.,49,68
10:59,2349,Matt Harris Turnover.,49,68
10:59,2349,Official TV Timeout,49,68
10:30,2115,Tafari Whittingham Turnover.,49,68
10:29,2349,Matt Harris Steal.,49,68
10:26,2349,Logan Primerano made Layup. Assisted by Matt Harris.,49,70
9:56,2115,Kevin Seymour made Layup.,51,70
9:38,2349,Jahad Thomas missed Jumper.,51,70
9:38,2115,Tidell Pierre Defensive Rebound.,51,70
9:34,2115,Tidell Pierre Turnover.,51,70
9:24,2349,Tyler Livingston missed Three Point Jumper.,51,70
9:24,2349,UMass Lowell Offensive Rebound.,51,70
9:16,2349,Rinardo Perry Turnover.,51,70
9:15,2115,Tyson Batiste Steal.,51,70
9:14,2115,Tyson Batiste Turnover.,51,70
9:13,2349,Tyler Livingston Steal.,51,70
9:03,2349,Cameron Wolter made Jumper.,51,72
8:40,2115,Austin Nehls made Three Point Jumper. Assisted by Tyson Batiste.,54,72
8:16,2115,Foul on Tafari Whittingham.,54,72
8:12,2349,Cameron Wolter missed Jumper.,54,72
8:12,2349,UMass Lowell Offensive Rebound.,54,72
7:57,2349,Cameron Wolter made Jumper.,54,74
7:34,2349,Foul on Matt Harris.,54,74
7:34,2349,Official TV Timeout,54,74
7:34,2115,Austin Nehls made Free Throw.,55,74
7:34,2115,Austin Nehls made Free Throw.,56,74
7:20,2349,Logan Primerano made Layup. Assisted by Ryan Jones.,56,76
7:03,2115,Austin Nehls missed Three Point Jumper.,56,76
7:03,2349,Jahad Thomas Defensive Rebound.,56,76
7:01,2115,Foul on Austin Nehls.,56,76
6:49,2349,Tyler Livingston made Three Point Jumper. Assisted by Ryan Jones.,56,79
6:22,2115,Tidell Pierre made Layup. Assisted by Austin Nehls.,58,79
6:10,2115,Foul on Tafari Whittingham.,58,79
6:05,2115,Foul on Tyson Batiste.,58,79
6:00,2349,Jahad Thomas made Layup. Assisted by Tyler Livingston.,58,81
6:00,2115,Foul on Tafari Whittingham.,58,81
6:00,2349,Jahad Thomas made Free Throw.,58,82
5:40,2115,Foul on Khalen Cumberlander.,58,82
5:40,2115,Khalen Cumberlander Turnover.,58,82
5:27,2349,Tyler Livingston Turnover.,58,82
5:25,2115,Khalen Cumberlander Steal.,58,82
5:21,2115,Austin Nehls missed Three Point Jumper.,58,82
5:21,2115,Tidell Pierre Offensive Rebound.,58,82
5:16,2115,Tidell Pierre missed Jumper.,58,82
5:16,2349,Stefan Borovac Defensive Rebound.,58,82
4:59,2349,Tyler Livingston missed Jumper.,58,82
4:59,2349,UMass Lowell Offensive Rebound.,58,82
4:56,2349,Jahad Thomas made Layup. Assisted by Stefan Borovac.,58,84
4:56,2115,Foul on Tafari Whittingham.,58,84
4:56,2349,Jahad Thomas missed Free Throw.,58,84
4:56,2115,Central Connecticut St Defensive Rebound.,58,84
4:55,2349,Foul on Dontavious Smith.,58,84
4:55,2115,Tidell Pierre made Free Throw.,59,84
4:55,2115,Tidell Pierre missed Free Throw.,59,84
4:55,2349,Dontavious Smith Defensive Rebound.,59,84
4:46,2115,Foul on Harrison Kay.,59,84
4:46,2349,Stefan Borovac missed Free Throw.,59,84
4:46,2349,UMass Lowell Deadball Team Rebound.,59,84
4:46,2349,Stefan Borovac made Free Throw.,59,85
4:32,2115,Kevin Seymour missed Layup.,59,85
4:32,2115,Harrison Kay Offensive Rebound.,59,85
4:29,2115,Harrison Kay made Layup.,61,85
4:15,2349,Ryan Jones missed Three Point Jumper.,61,85
4:15,2115,Tidell Pierre Defensive Rebound.,61,85
4:00,2115,Khalen Cumberlander Turnover.,61,85
4:00,2349,Official TV Timeout,61,85
3:29,2349,UMass Lowell  Turnover.,61,85
3:08,2115,Harrison Kay made Jumper. Assisted by Chris Williams.,63,85
2:55,2349,Jahad Thomas Turnover.,63,85
2:54,2115,Khalen Cumberlander Steal.,63,85
2:51,2115,Khalen Cumberlander made Dunk.,65,85
2:30,2349,Stefan Borovac missed Three Point Jumper.,65,85
2:30,2115,Khalen Cumberlander Defensive Rebound.,65,85
2:10,2115,Kevin Seymour Turnover.,65,85
1:55,2349,Dontavious Smith Turnover.,65,85
1:44,2115,Khalen Cumberlander missed Jumper.,65,85
1:44,2115,Khalen Cumberlander Offensive Rebound.,65,85
1:40,2115,Khalen Cumberlander made Layup.,67,85
1:39,2349,Foul on Stefan Borovac.,67,85
1:39,2115,Khalen Cumberlander missed Free Throw.,67,85
1:39,2349,UMass Lowell Defensive Rebound.,67,85
1:26,2115,Foul on Khalen Cumberlander.,67,85
1:26,2349,Jahad Thomas made Free Throw.,67,86
1:26,2349,Jahad Thomas missed Free Throw.,67,86
1:26,2349,UMass Lowell Deadball Team Rebound.,67,86
1:22,2115,Central Connecticut St  Timeout,67,86
0:58,2115,Antwann Anderson missed Three Point Jumper.,67,86
0:58,2349,Jordan Shea Defensive Rebound.,67,86
0:41,2349,Jordan Shea missed Three Point Jumper.,67,86
0:41,2115,Donyell Marshall Jr. Defensive Rebound.,67,86
0:23,2349,Foul on Ryan Jones.,67,86
0:23,2115,Donyell Marshall Jr. made Free Throw.,68,86
0:23,2115,Donyell Marshall Jr. made Free Throw.,69,86
0:00,2349,End of Game,69,86
