Kean College,Error,Drexel,2182
15:07,-1,Micah Kerr Defensive Rebound.,0,11
14:47,-1,Denzel Washington missed Jumper.,0,11
14:47,2182,Tyshawn Myles Defensive Rebound.,0,11
14:31,2182,John Moran missed Three Point Jumper.,0,11
14:31,2182,John Moran Offensive Rebound.,0,11
14:13,2182,John Moran Turnover.,0,11
14:12,-1,Kevin Grek Steal.,0,11
14:05,-1,Mike Summerer missed Three Point Jumper.,0,11
14:05,2182,Sammy Mojica Defensive Rebound.,0,11
13:54,2182,Jeremy Peck made Layup. Assisted by Sammy Mojica.,0,13
13:54,-1,Foul on Kevin Grek.,0,13
13:54,2182,Jeremy Peck missed Free Throw.,0,13
13:54,-1,Mike Summerer Defensive Rebound.,0,13
13:36,-1,Justin Watson missed Jumper.,0,13
13:36,2182,Kari Jonsson Defensive Rebound.,0,13
13:29,2182,John Moran Turnover.,0,13
13:07,-1,Justin Watson missed Jumper.,0,13
13:07,-1,Micah Kerr Offensive Rebound.,0,13
13:04,-1,Micah Kerr made Two Point Tip Shot.,2,13
12:45,2182,Kari Jonsson made Three Point Jumper. Assisted by Sam Green.,2,16
12:24,2182,Foul on Kari Jonsson.,2,16
12:22,-1,Tr Gomez missed Three Point Jumper.,2,16
12:22,2182,Jeremy Peck Defensive Rebound.,2,16
11:59,2182,Kurk Lee made Three Point Jumper. Assisted by Sammy Mojica.,2,19
11:36,-1,Micah Kerr missed Jumper.,2,19
11:36,2182,Tyshawn Myles Defensive Rebound.,2,19
11:22,2182,Sam Green made Three Point Jumper. Assisted by Kurk Lee.,2,22
10:56,-1,Mike Summerer missed Three Point Jumper.,2,22
10:56,2182,Jeremy Peck Defensive Rebound.,2,22
10:36,2182,Sammy Mojica missed Three Point Jumper.,2,22
10:36,-1,Kean Defensive Rebound.,2,22
10:34,2182,Official TV Timeout,2,22
10:17,-1,Kevin Pacheco missed Three Point Jumper.,2,22
10:17,2182,Austin Williams Defensive Rebound.,2,22
10:10,2182,Kurk Lee Turnover.,2,22
10:09,-1,Kevin Pacheco Steal.,2,22
10:04,-1,Micah Kerr made Layup. Assisted by Kevin Pacheco.,4,22
9:55,2182,Sammy Mojica made Layup. Assisted by Austin Williams.,4,24
9:52,-1,Kevin Grek missed Jumper.,4,24
9:52,2182,Sam Green Block.,4,24
9:46,2182,Kurk Lee Defensive Rebound.,4,24
9:43,2182,Sammy Mojica made Layup. Assisted by Kurk Lee.,4,26
9:02,-1,Micah Kerr missed Layup.,4,26
9:02,2182,Austin Williams Defensive Rebound.,4,26
8:39,-1,Foul on Micah Kerr.,4,26
8:34,2182,Kris Alford missed Three Point Jumper.,4,26
8:34,2182,Rodney Williams Offensive Rebound.,4,26
8:28,2182,Sammy Mojica missed Jumper.,4,26
8:28,2182,Kris Alford Offensive Rebound.,4,26
8:16,-1,Foul on Keenan Williams Jr..,4,26
8:12,2182,Foul on Rodney Williams.,4,26
8:12,2182,Rodney Williams Turnover.,4,26
7:43,-1,Jodrell Thompson made Layup.,6,26
7:24,-1,Foul on Jodrell Thompson.,6,26
7:24,2182,Official TV Timeout,6,26
7:10,2182,Sammy Mojica missed Three Point Jumper.,6,26
7:10,2182,Tyshawn Myles Offensive Rebound.,6,26
7:07,2182,Tyshawn Myles made Layup.,6,28
6:39,-1,Denzel Washington missed Jumper.,6,28
6:39,-1,Denzel Washington Offensive Rebound.,6,28
6:20,-1,Justin Watson made Layup.,8,28
6:11,2182,Kris Alford Turnover.,8,28
6:11,2182,Drexel  Timeout,8,28
6:03,-1,Denzel Washington Turnover.,8,28
5:41,2182,Kari Jonsson made Jumper.,8,30
5:24,-1,Justin Watson made Three Point Jumper.,11,30
5:04,2182,Sammy Mojica missed Three Point Jumper.,11,30
5:04,-1,Mike Summerer Defensive Rebound.,11,30
4:48,-1,Denzel Washington Turnover.,11,30
4:42,2182,Kari Jonsson missed Three Point Jumper.,11,30
4:42,2182,Sammy Mojica Offensive Rebound.,11,30
4:37,-1,Foul on Micah Kerr.,11,30
4:37,2182,Sammy Mojica made Free Throw.,11,31
4:37,2182,Sammy Mojica made Free Throw.,11,32
4:07,-1,Micah Kerr missed Jumper.,11,32
4:07,2182,Tyshawn Myles Defensive Rebound.,11,32
3:56,2182,Rodney Williams made Dunk. Assisted by Sammy Mojica.,11,34
3:47,-1,Kean  Timeout,11,34
3:34,-1,Micah Kerr missed Dunk.,11,34
3:34,2182,Tyshawn Myles Defensive Rebound.,11,34
3:28,-1,Foul on Jodrell Thompson.,11,34
3:22,2182,Kari Jonsson made Three Point Jumper. Assisted by John Moran.,11,37
2:56,-1,Micah Kerr Turnover.,11,37
2:37,2182,Austin Williams Turnover.,11,37
2:36,-1,Keenan Williams Jr. Steal.,11,37
2:32,-1,Keenan Williams Jr. missed Layup.,11,37
2:32,-1,Micah Kerr Offensive Rebound.,11,37
2:31,-1,Micah Kerr made Layup.,13,37
2:24,2182,Austin Williams made Dunk. Assisted by Sammy Mojica.,13,39
2:08,-1,Kevin Grek made Layup. Assisted by Mike Summerer.,15,39
1:53,2182,Drexel  Timeout,15,39
1:37,2182,Kari Jonsson missed Three Point Jumper.,15,39
1:37,-1,Justin Watson Defensive Rebound.,15,39
1:13,-1,Justin Watson made Three Point Jumper. Assisted by Micah Kerr.,18,39
0:53,2182,Kurk Lee missed Three Point Jumper.,18,39
0:53,-1,Keenan Williams Jr. Defensive Rebound.,18,39
0:42,-1,Keenan Williams Jr. Turnover.,18,39
0:41,2182,Jeremy Peck Steal.,18,39
0:28,2182,Sammy Mojica missed Three Point Jumper.,18,39
0:28,2182,Jeremy Peck Offensive Rebound.,18,39
0:25,2182,Jeremy Peck missed Layup.,18,39
0:25,2182,Jeremy Peck Offensive Rebound.,18,39
0:03,2182,Sammy Mojica made Three Point Jumper.,18,42
0:00,2182,End of 1st half,18,42
19:58,-1,Mike Summerer made Layup. Assisted by Kevin Grek.,20,42
19:33,2182,Austin Williams made Dunk. Assisted by Kurk Lee.,20,44
19:10,-1,Keenan Williams Jr. missed Jumper.,20,44
19:10,2182,Austin Williams Defensive Rebound.,20,44
18:55,2182,Kurk Lee made Jumper.,20,46
18:40,-1,Foul on Keenan Williams Jr..,20,46
18:40,-1,Keenan Williams Jr. Turnover.,20,46
18:35,2182,Sammy Mojica made Jumper. Assisted by Kurk Lee.,20,48
18:19,-1,Justin Watson missed Layup.,20,48
18:19,2182,Austin Williams Defensive Rebound.,20,48
18:03,2182,Sammy Mojica missed Three Point Jumper.,20,48
18:03,2182,Rodney Williams Offensive Rebound.,20,48
17:53,2182,Austin Williams made Layup. Assisted by Kurk Lee.,20,50
17:28,-1,Keenan Williams Jr. missed Layup.,20,50
17:28,2182,Rodney Williams Defensive Rebound.,20,50
17:22,-1,Foul on Justin Watson.,20,50
17:16,2182,Austin Williams made Dunk. Assisted by Kurk Lee.,20,52
16:58,-1,Kevin Grek missed Layup.,20,52
16:58,-1,Mike Summerer Offensive Rebound.,20,52
16:53,-1,Mike Summerer made Two Point Tip Shot.,22,52
16:46,2182,Sammy Mojica missed Three Point Jumper.,22,52
16:46,2182,Rodney Williams Offensive Rebound.,22,52
16:40,2182,Kurk Lee missed Three Point Jumper.,22,52
16:40,-1,Mike Summerer Defensive Rebound.,22,52
16:23,-1,Justin Watson missed Jumper.,22,52
16:23,-1,Justin Watson Offensive Rebound.,22,52
16:01,-1,Kean  Timeout,22,52
15:59,-1,Denzel Washington Turnover.,22,52
15:58,2182,Kari Jonsson Turnover.,22,52
15:57,-1,Justin Watson Steal.,22,52
15:50,-1,Denzel Washington Turnover.,22,52
15:49,2182,Sammy Mojica Steal.,22,52
15:42,2182,Rodney Williams made Layup. Assisted by Kurk Lee.,22,54
15:42,-1,Foul on Mike Summerer.,22,54
15:42,2182,Official TV Timeout,22,54
15:42,2182,Rodney Williams made Free Throw.,22,55
15:19,-1,Mike Summerer missed Three Point Jumper.,22,55
15:19,2182,Sammy Mojica Defensive Rebound.,22,55
15:11,2182,Rodney Williams missed Jumper.,22,55
15:11,-1,Justin Watson Defensive Rebound.,22,55
14:46,-1,Kevin Grek made Layup. Assisted by Mike Summerer.,24,55
14:33,2182,Sammy Mojica Turnover.,24,55
14:32,-1,Justin Watson Steal.,24,55
14:28,-1,Justin Watson Turnover.,24,55
14:27,2182,Kurk Lee Steal.,24,55
14:24,2182,Austin Williams made Dunk. Assisted by Kurk Lee.,24,57
14:04,-1,Mike Summerer made Layup. Assisted by Denzel Washington.,26,57
13:47,2182,Rodney Williams made Layup. Assisted by Kurk Lee.,26,59
13:12,-1,Micah Kerr made Three Point Jumper. Assisted by Denzel Washington.,29,59
12:53,2182,John Moran missed Three Point Jumper.,29,59
12:53,2182,Sammy Mojica Offensive Rebound.,29,59
12:49,-1,Foul on Mike Summerer.,29,59
12:49,2182,Sammy Mojica made Free Throw.,29,60
12:49,2182,Sammy Mojica made Free Throw.,29,61
12:35,-1,Denzel Washington made Layup. Assisted by Kevin Pacheco.,31,61
12:35,2182,Foul on John Moran.,31,61
12:35,-1,Denzel Washington missed Free Throw.,31,61
12:35,2182,Jeremy Peck Defensive Rebound.,31,61
12:26,2182,Kris Alford missed Three Point Jumper.,31,61
12:26,-1,Kean Deadball Team Rebound.,31,61
12:24,2182,Foul on Tyshawn Myles.,31,61
12:06,-1,Denzel Washington missed Layup.,31,61
12:06,2182,Tyshawn Myles Defensive Rebound.,31,61
11:57,2182,John Moran missed Layup.,31,61
11:57,-1,Micah Kerr Defensive Rebound.,31,61
11:43,-1,Inderpaul Pinghlia missed Three Point Jumper.,31,61
11:43,-1,Kean Deadball Team Rebound.,31,61
11:43,2182,Foul on Sam Green.,31,61
11:43,2182,Official TV Timeout,31,61
11:35,-1,Micah Kerr missed Layup.,31,61
11:35,2182,Jeremy Peck Block.,31,61
11:33,2182,Tyshawn Myles Defensive Rebound.,31,61
11:23,2182,Sam Green missed Three Point Jumper.,31,61
11:23,-1,Kevin Pacheco Defensive Rebound.,31,61
11:15,-1,Kevin Pacheco made Layup.,33,61
10:56,2182,Kris Alford missed Three Point Jumper.,33,61
10:56,-1,Kean Defensive Rebound.,33,61
10:42,-1,Foul on Kevin Pacheco.,33,61
10:42,-1,Kevin Pacheco Turnover.,33,61
10:23,2182,Major Canady missed Jumper.,33,61
10:23,2182,Austin Williams Offensive Rebound.,33,61
10:19,2182,Austin Williams missed Two Point Tip Shot.,33,61
10:19,2182,Austin Williams Offensive Rebound.,33,61
10:16,2182,Austin Williams made Two Point Tip Shot.,33,63
10:02,-1,Kevin Pacheco missed Three Point Jumper.,33,63
10:02,2182,Kris Alford Defensive Rebound.,33,63
9:33,2182,Austin Williams made Jumper. Assisted by Sam Green.,33,65
9:21,-1,Kevin Grek Turnover.,33,65
9:13,2182,Sam Green missed Three Point Jumper.,33,65
9:13,2182,Sam Green Offensive Rebound.,33,65
9:02,2182,Kris Alford missed Three Point Jumper.,33,65
9:02,-1,Kean Deadball Team Rebound.,33,65
8:40,-1,Kevin Pacheco Turnover.,33,65
8:39,2182,Major Canady Steal.,33,65
8:33,2182,Sam Green made Layup. Assisted by Major Canady.,33,67
8:25,-1,Justin Watson missed Three Point Jumper.,33,67
8:25,2182,Austin Williams Defensive Rebound.,33,67
8:15,2182,Major Canady missed Three Point Jumper.,33,67
8:15,2182,Austin Williams Offensive Rebound.,33,67
8:04,-1,Foul on Micah Kerr.,33,67
8:04,2182,Jeremy Peck made Free Throw.,33,68
8:04,2182,Jeremy Peck made Free Throw.,33,69
7:54,-1,Keenan Williams Jr. missed Layup.,33,69
7:54,2182,Kris Alford Defensive Rebound.,33,69
7:35,2182,Sam Green missed Jumper.,33,69
7:35,-1,Mike Summerer Defensive Rebound.,33,69
7:22,-1,Mike Summerer made Three Point Jumper. Assisted by Jodrell Thompson.,36,69
7:10,-1,Foul on Kevin Grek.,36,69
7:10,2182,Official TV Timeout,36,69
7:10,2182,Major Canady missed Free Throw.,36,69
7:10,-1,Mike Summerer Defensive Rebound.,36,69
6:50,-1,Kevin Grek missed Three Point Jumper.,36,69
6:50,2182,Major Canady Defensive Rebound.,36,69
6:34,2182,Sam Green missed Three Point Jumper.,36,69
6:34,2182,Andrew Cartwright Offensive Rebound.,36,69
6:27,2182,Kris Alford made Three Point Jumper. Assisted by Major Canady.,36,72
6:12,-1,Mike Summerer made Layup. Assisted by Kevin Grek.,38,72
5:56,2182,Major Canady Turnover.,38,72
5:55,-1,Jodrell Thompson Steal.,38,72
5:41,2182,Foul on Andrew Cartwright.,38,72
5:41,-1,Jodrell Thompson made Free Throw.,39,72
5:41,-1,Jodrell Thompson missed Free Throw.,39,72
5:41,2182,Drexel Deadball Team Rebound.,39,72
5:27,2182,Major Canady missed Three Point Jumper.,39,72
5:27,-1,Mike Summerer Defensive Rebound.,39,72
5:04,-1,Micah Kerr missed Layup.,39,72
5:04,2182,Jeremy Peck Defensive Rebound.,39,72
4:54,2182,Kris Alford missed Three Point Jumper.,39,72
4:54,-1,Mike Summerer Defensive Rebound.,39,72
4:48,-1,Mike Summerer Turnover.,39,72
4:36,2182,Andrew Cartwright missed Three Point Jumper.,39,72
4:36,-1,Jodrell Thompson Defensive Rebound.,39,72
4:23,2182,Foul on Kris Alford.,39,72
4:23,-1,Micah Kerr missed Free Throw.,39,72
4:23,-1,Kean Deadball Team Rebound.,39,72
4:23,-1,Micah Kerr made Free Throw.,40,72
4:21,-1,Foul on Denzel Washington.,40,72
4:21,2182,Major Canady made Free Throw.,40,73
4:21,2182,Major Canady missed Free Throw.,40,73
4:21,-1,Mike Summerer Defensive Rebound.,40,73
4:10,-1,Micah Kerr missed Layup.,40,73
4:10,2182,Jeremy Peck Defensive Rebound.,40,73
4:01,-1,Foul on Denzel Washington.,40,73
4:01,2182,Major Canady missed Free Throw.,40,73
4:01,-1,Mike Summerer Defensive Rebound.,40,73
3:43,-1,Mike Summerer missed Layup.,40,73
3:43,2182,Jeremy Peck Defensive Rebound.,40,73
3:23,2182,Sam Green made Three Point Jumper. Assisted by Kris Alford.,40,76
3:08,-1,Jodrell Thompson missed Layup.,40,76
3:08,2182,Jeremy Peck Defensive Rebound.,40,76
3:01,2182,Andrew Cartwright missed Layup.,40,76
3:01,2182,Jeremy Peck Offensive Rebound.,40,76
2:59,2182,Jeremy Peck made Two Point Tip Shot.,40,78
2:59,2182,Official TV Timeout,40,78
2:38,-1,Keenan Williams Jr. made Jumper.,42,78
2:12,2182,Elgin Ford Jr. made Three Point Jumper. Assisted by Major Canady.,42,81
1:52,-1,Justin Watson missed Jumper.,42,81
1:52,2182,Elgin Ford Jr. Defensive Rebound.,42,81
1:39,2182,Sam Green missed Three Point Jumper.,42,81
1:39,2182,Elgin Ford Jr. Offensive Rebound.,42,81
1:22,2182,Kris Alford missed Three Point Jumper.,42,81
1:22,-1,Kevin Pacheco Defensive Rebound.,42,81
1:09,-1,Inderpaul Pinghlia made Layup. Assisted by Kevin Pacheco.,44,81
0:49,2182,Andrew Cartwright made Three Point Jumper. Assisted by Major Canady.,44,84
0:33,2182,Foul on Elgin Ford Jr..,44,84
0:29,-1,Keenan Williams Jr. missed Three Point Jumper.,44,84
