Gardner-Webb,158,Nebraska,2241
12:27,2241,Liam O'Reilly missed Three Point Jumper.,7,11
12:27,2241,Patrick Zeck Offensive Rebound.,7,11
12:23,158,Foul on Evan Taylor.,7,11
12:17,2241,Tyrell Nelson missed Jumper.,7,11
12:17,158,Jack McVeigh Defensive Rebound.,7,11
11:57,158,Jordy Tshimanga Turnover.,7,11
11:56,2241,Christian Turner Steal.,7,11
11:45,2241,Tyrell Nelson made Jumper. Assisted by David Efianayi.,9,11
11:26,158,Official TV Timeout,9,11
11:17,2241,Foul on Christian Turner.,9,11
11:17,158,Glynn Watson Jr. missed Free Throw.,9,11
11:17,158,Nebraska Deadball Team Rebound.,9,11
11:17,158,Glynn Watson Jr. made Free Throw.,9,12
11:07,2241,David Efianayi missed Layup.,9,12
11:07,2241,L'Hassane Niangane Offensive Rebound.,9,12
11:04,2241,L'Hassane Niangane made Dunk.,11,12
10:49,2241,Foul on L'Hassane Niangane.,11,12
10:20,158,Ed Morrow made Layup. Assisted by Glynn Watson Jr..,11,14
10:01,2241,David Efianayi Turnover.,11,14
9:49,2241,Foul on Brandon Miller.,11,14
9:49,158,Ed Morrow missed Free Throw.,11,14
9:49,2241,Patrick Zeck Defensive Rebound.,11,14
9:32,158,Foul on Ed Morrow.,11,14
9:32,2241,Tyrell Nelson made Free Throw.,12,14
9:32,2241,Tyrell Nelson missed Free Throw.,12,14
9:32,158,Ed Morrow Defensive Rebound.,12,14
9:17,158,Ed Morrow missed Layup.,12,14
9:17,2241,Tyrell Nelson Defensive Rebound.,12,14
9:04,2241,David Efianayi missed Layup.,12,14
9:04,158,Jeriah Horne Defensive Rebound.,12,14
8:39,158,Glynn Watson Jr. missed Three Point Jumper.,12,14
8:39,158,Ed Morrow Offensive Rebound.,12,14
8:36,2241,Foul on Tyrell Nelson.,12,14
8:36,158,Ed Morrow made Free Throw.,12,15
8:36,158,Ed Morrow made Free Throw.,12,16
8:25,2241,Laquincy Rideau Turnover.,12,16
8:24,158,Ed Morrow Steal.,12,16
8:22,2241,Foul on Patrick Zeck.,12,16
8:22,158,Ed Morrow made Free Throw.,12,17
8:22,158,Ed Morrow missed Free Throw.,12,17
8:22,2241,Patrick Zeck Defensive Rebound.,12,17
8:13,158,Foul on Glynn Watson Jr..,12,17
8:09,2241,Laquincy Rideau made Layup.,14,17
7:53,158,Tai Webster missed Jumper.,14,17
7:53,2241,DJ Laster Defensive Rebound.,14,17
7:39,158,Foul on Jeriah Horne.,14,17
7:39,2241,Laquincy Rideau missed Free Throw.,14,17
7:39,2241,Gardner-Webb Deadball Team Rebound.,14,17
7:39,2241,Laquincy Rideau made Free Throw.,15,17
7:29,2241,Foul on Patrick Zeck.,15,17
7:29,158,Tai Webster missed Free Throw.,15,17
7:29,158,Nebraska Deadball Team Rebound.,15,17
7:29,158,Tai Webster made Free Throw.,15,18
7:14,2241,DJ Laster made Layup.,17,18
6:52,158,Evan Taylor made Jumper.,17,20
6:40,2241,Laquincy Rideau missed Jumper.,17,20
6:40,158,Ed Morrow Block.,17,20
6:38,158,Isaiah Roby Defensive Rebound.,17,20
6:33,158,Anton Gill Turnover.,17,20
6:22,2241,Jamaal Robateau missed Three Point Jumper.,17,20
6:22,2241,Laquincy Rideau Offensive Rebound.,17,20
6:17,158,Foul on Evan Taylor.,17,20
6:17,2241,Laquincy Rideau missed Free Throw.,17,20
6:17,2241,Gardner-Webb Deadball Team Rebound.,17,20
6:17,2241,Laquincy Rideau missed Free Throw.,17,20
6:17,158,Ed Morrow Defensive Rebound.,17,20
5:57,158,Tai Webster made Layup. Assisted by Isaiah Roby.,17,22
5:43,2241,Tyrell Nelson made Jumper. Assisted by Laquincy Rideau.,19,22
5:25,158,Tai Webster Turnover.,19,22
5:24,2241,Laquincy Rideau Steal.,19,22
5:21,2241,Liam O'Reilly made Three Point Jumper.,22,22
5:17,158,Nebraska  Timeout,22,22
5:02,158,Anton Gill missed Jumper.,22,22
5:02,158,Jordy Tshimanga Offensive Rebound.,22,22
5:00,2241,Foul on Jamaal Robateau.,22,22
5:00,158,Jordy Tshimanga made Free Throw.,22,23
5:00,158,Jordy Tshimanga made Free Throw.,22,24
4:50,2241,DJ Laster made Three Point Jumper. Assisted by Laquincy Rideau.,25,24
4:35,158,Tai Webster made Layup.,25,26
4:23,158,Foul on Jordy Tshimanga.,25,26
4:23,2241,Laquincy Rideau missed Free Throw.,25,26
4:23,2241,Gardner-Webb Deadball Team Rebound.,25,26
4:23,2241,Laquincy Rideau made Free Throw.,26,26
4:04,158,Glynn Watson Jr. made Layup.,26,28
3:47,2241,Jamaal Robateau Turnover.,26,28
3:47,158,Jack McVeigh Steal.,26,28
3:43,158,Anton Gill made Layup. Assisted by Jack McVeigh.,26,30
3:13,2241,Tyrell Nelson made Layup.,28,30
2:57,158,Jack McVeigh missed Three Point Jumper.,28,30
2:57,2241,Laquincy Rideau Defensive Rebound.,28,30
2:41,2241,Tyrell Nelson Turnover.,28,30
2:40,158,Jack McVeigh Steal.,28,30
2:29,158,Jack McVeigh missed Three Point Jumper.,28,30
2:29,2241,Laquincy Rideau Defensive Rebound.,28,30
2:15,2241,DJ Laster missed Three Point Jumper.,28,30
2:15,158,Anton Gill Defensive Rebound.,28,30
1:55,158,Anton Gill missed Three Point Jumper.,28,30
1:55,2241,Laquincy Rideau Defensive Rebound.,28,30
1:32,2241,Laquincy Rideau Turnover.,28,30
1:32,158,Official TV Timeout,28,30
1:08,158,Michael Jacobson missed Jumper.,28,30
1:08,2241,Patrick Zeck Defensive Rebound.,28,30
0:46,2241,David Efianayi missed Jumper.,28,30
0:46,2241,Gardner-Webb Offensive Rebound.,28,30
0:20,2241,Tyrell Nelson missed Jumper.,28,30
0:20,158,Ed Morrow Defensive Rebound.,28,30
0:01,158,Glynn Watson Jr. Turnover.,28,30
0:00,2241,Laquincy Rideau Steal.,28,30
0:00,158,End of 1st half,28,30
19:41,2241,L'Hassane Niangane made Dunk. Assisted by Tyrell Nelson.,30,30
19:04,158,Evan Taylor Turnover.,30,30
19:03,2241,Laquincy Rideau Steal.,30,30
19:00,2241,Laquincy Rideau missed Layup.,30,30
19:00,158,Michael Jacobson Block.,30,30
18:59,158,Anton Gill Defensive Rebound.,30,30
18:59,2241,Foul on Laquincy Rideau.,30,30
18:45,2241,Foul on L'Hassane Niangane.,30,30
18:45,158,Michael Jacobson made Free Throw.,30,31
18:45,158,Michael Jacobson missed Free Throw.,30,31
18:45,2241,Tyrell Nelson Defensive Rebound.,30,31
18:34,2241,Jamaal Robateau made Three Point Jumper. Assisted by Brandon Miller.,33,31
18:19,158,Michael Jacobson missed Three Point Jumper.,33,31
18:19,158,Ed Morrow Offensive Rebound.,33,31
18:12,158,Tai Webster Turnover.,33,31
18:11,2241,Laquincy Rideau Steal.,33,31
18:05,2241,Brandon Miller Turnover.,33,31
17:44,158,Foul on Michael Jacobson.,33,31
17:44,158,Michael Jacobson Turnover.,33,31
17:26,2241,Laquincy Rideau made Jumper.,35,31
17:10,158,Ed Morrow made Layup. Assisted by Tai Webster.,35,33
17:10,2241,Foul on Brandon Miller.,35,33
17:10,158,Ed Morrow made Free Throw.,35,34
16:55,2241,Tyrell Nelson missed Jumper.,35,34
16:55,158,Ed Morrow Defensive Rebound.,35,34
16:42,158,Glynn Watson Jr. made Jumper.,35,36
16:27,2241,Brandon Miller made Jumper.,37,36
16:17,158,Tai Webster Turnover.,37,36
16:07,2241,Tyrell Nelson made Jumper. Assisted by Laquincy Rideau.,39,36
15:39,2241,Foul on Tyrell Nelson.,39,36
15:23,158,Glynn Watson Jr. missed Jumper.,39,36
15:23,158,Ed Morrow Offensive Rebound.,39,36
15:17,2241,Foul on Laquincy Rideau.,39,36
15:11,158,Jack McVeigh made Three Point Jumper. Assisted by Tai Webster.,39,39
14:49,2241,Tyrell Nelson missed Jumper.,39,39
14:49,158,Ed Morrow Defensive Rebound.,39,39
14:36,158,Jack McVeigh missed Three Point Jumper.,39,39
14:36,158,Michael Jacobson Offensive Rebound.,39,39
14:33,158,Michael Jacobson Turnover.,39,39
14:20,2241,David Efianayi missed Jumper.,39,39
14:20,158,Ed Morrow Block.,39,39
14:18,2241,Tyrell Nelson Offensive Rebound.,39,39
14:16,158,Foul on Glynn Watson Jr..,39,39
14:16,2241,David Efianayi made Free Throw.,40,39
14:16,2241,David Efianayi missed Free Throw.,40,39
14:16,158,Ed Morrow Defensive Rebound.,40,39
13:59,158,Tai Webster missed Jumper.,40,39
13:59,158,Tai Webster Offensive Rebound.,40,39
13:54,158,Michael Jacobson made Dunk. Assisted by Tai Webster.,40,41
13:54,2241,Foul on Jamaal Robateau.,40,41
13:54,158,Michael Jacobson missed Free Throw.,40,41
13:54,2241,Jamaal Robateau Defensive Rebound.,40,41
13:39,2241,David Efianayi missed Layup.,40,41
13:39,158,Tai Webster Defensive Rebound.,40,41
13:33,158,Tai Webster Turnover.,40,41
13:32,2241,Christian Turner Steal.,40,41
13:28,2241,David Efianayi missed Layup.,40,41
13:28,2241,Tyrell Nelson Offensive Rebound.,40,41
13:24,2241,Tyrell Nelson made Jumper.,42,41
13:09,158,Glynn Watson Jr. made Layup.,42,43
12:57,2241,Tyrell Nelson made Three Point Jumper.,45,43
12:32,2241,Foul on Patrick Zeck.,45,43
12:32,158,Ed Morrow missed Free Throw.,45,43
12:32,2241,David Efianayi Defensive Rebound.,45,43
12:22,2241,DJ Laster missed Three Point Jumper.,45,43
12:22,2241,L'Hassane Niangane Offensive Rebound.,45,43
12:18,158,Foul on Ed Morrow.,45,43
12:18,2241,L'Hassane Niangane made Free Throw.,46,43
12:18,2241,L'Hassane Niangane made Free Throw.,47,43
12:08,2241,Foul on Christian Turner.,47,43
12:08,158,Glynn Watson Jr. made Free Throw.,47,44
12:08,158,Glynn Watson Jr. made Free Throw.,47,45
11:57,158,Foul on Anton Gill.,47,45
11:47,158,Foul on Isaiah Roby.,47,45
11:42,2241,Liam O'Reilly missed Three Point Jumper.,47,45
11:42,2241,L'Hassane Niangane Offensive Rebound.,47,45
11:40,158,Foul on Michael Jacobson.,47,45
11:31,2241,Christian Turner missed Three Point Jumper.,47,45
11:31,158,Glynn Watson Jr. Defensive Rebound.,47,45
11:07,158,Isaiah Roby Turnover.,47,45
11:01,2241,Christian Turner Steal.,47,45
10:58,2241,David Efianayi made Layup. Assisted by Christian Turner.,49,45
10:45,158,Michael Jacobson missed Jumper.,49,45
10:45,158,Isaiah Roby Offensive Rebound.,49,45
10:42,158,Isaiah Roby made Jumper.,49,47
10:10,2241,Tyrell Nelson made Layup.,51,47
9:44,158,Tai Webster missed Layup.,51,47
9:44,158,Ed Morrow Offensive Rebound.,51,47
9:42,2241,Foul on David Efianayi.,51,47
9:42,158,Ed Morrow made Free Throw.,51,48
9:42,158,Ed Morrow missed Free Throw.,51,48
9:42,2241,Tyrell Nelson Defensive Rebound.,51,48
9:40,158,Foul on Isaiah Roby.,51,48
9:40,2241,Tyrell Nelson missed Free Throw.,51,48
9:40,158,Tai Webster Defensive Rebound.,51,48
9:17,158,Tai Webster missed Three Point Jumper.,51,48
9:17,2241,Laquincy Rideau Defensive Rebound.,51,48
9:06,158,Foul on Jack McVeigh.,51,48
9:06,2241,David Efianayi made Free Throw.,52,48
9:06,2241,David Efianayi made Free Throw.,53,48
9:02,158,Nebraska  Timeout,53,48
8:46,158,Isaiah Roby missed Three Point Jumper.,53,48
8:46,2241,Tyrell Nelson Defensive Rebound.,53,48
8:13,2241,Tyrell Nelson missed Layup.,53,48
8:13,158,Jack McVeigh Defensive Rebound.,53,48
8:03,158,Glynn Watson Jr. missed Jumper.,53,48
8:03,158,Isaiah Roby Offensive Rebound.,53,48
7:46,158,Glynn Watson Jr. missed Layup.,53,48
7:46,2241,David Efianayi Defensive Rebound.,53,48
7:40,158,Foul on Tai Webster.,53,48
7:40,2241,David Efianayi made Free Throw.,54,48
7:40,2241,David Efianayi made Free Throw.,55,48
7:29,158,Evan Taylor made Layup. Assisted by Tai Webster.,55,50
7:07,2241,David Efianayi missed Layup.,55,50
7:07,158,Ed Morrow Block.,55,50
7:05,158,Michael Jacobson Defensive Rebound.,55,50
6:59,158,Tai Webster missed Layup.,55,50
6:59,158,Michael Jacobson Offensive Rebound.,55,50
6:49,158,Evan Taylor missed Jumper.,55,50
6:49,2241,Tyrell Nelson Block.,55,50
6:46,2241,Liam O'Reilly Defensive Rebound.,55,50
6:41,2241,David Efianayi made Layup.,57,50
6:28,2241,Foul on L'Hassane Niangane.,57,50
6:28,158,Tai Webster made Free Throw.,57,51
6:28,158,Tai Webster missed Free Throw.,57,51
6:28,158,Evan Taylor Offensive Rebound.,57,51
6:24,158,Evan Taylor Turnover.,57,51
6:23,2241,Liam O'Reilly Steal.,57,51
6:20,158,Foul on Ed Morrow.,57,51
6:20,2241,Laquincy Rideau made Free Throw.,58,51
6:20,2241,Laquincy Rideau missed Free Throw.,58,51
6:20,158,Ed Morrow Defensive Rebound.,58,51
5:49,158,Tai Webster made Layup. Assisted by Michael Jacobson.,58,53
5:25,2241,Foul on Laquincy Rideau.,58,53
5:25,2241,Laquincy Rideau Turnover.,58,53
5:16,158,Michael Jacobson made Layup. Assisted by Glynn Watson Jr..,58,55
4:54,2241,Tyrell Nelson made Layup.,60,55
4:32,158,Michael Jacobson missed Jumper.,60,55
4:32,2241,Brandon Miller Block.,60,55
4:30,2241,Liam O'Reilly Defensive Rebound.,60,55
4:13,2241,Liam O'Reilly missed Three Point Jumper.,60,55
4:13,158,Michael Jacobson Defensive Rebound.,60,55
4:13,158,Michael Jacobson Turnover.,60,55
3:59,2241,Tyrell Nelson made Jumper. Assisted by Jamaal Robateau.,62,55
3:43,158,Tai Webster missed Jumper.,62,55
3:43,2241,Christian Turner Defensive Rebound.,62,55
3:20,2241,Christian Turner missed Jumper.,62,55
3:20,158,Tai Webster Defensive Rebound.,62,55
3:08,158,Glynn Watson Jr. made Three Point Jumper. Assisted by Jack McVeigh.,62,58
2:53,2241,Gardner-Webb  Timeout,62,58
2:34,2241,David Efianayi missed Layup.,62,58
2:34,158,Michael Jacobson Defensive Rebound.,62,58
2:21,2241,Foul on David Efianayi.,62,58
2:21,158,Tai Webster made Free Throw.,62,59
2:21,158,Tai Webster made Free Throw.,62,60
1:53,2241,Tyrell Nelson missed Jumper.,62,60
1:53,158,Michael Jacobson Block.,62,60
1:51,158,Tai Webster Defensive Rebound.,62,60
1:39,158,Michael Jacobson Turnover.,62,60
1:38,2241,Laquincy Rideau Steal.,62,60
1:30,158,Foul on Glynn Watson Jr..,62,60
1:30,2241,Brandon Miller made Free Throw.,63,60
1:30,2241,Brandon Miller made Free Throw.,64,60
1:18,158,Jack McVeigh missed Three Point Jumper.,64,60
1:18,2241,Tyrell Nelson Defensive Rebound.,64,60
1:05,158,Foul on Ed Morrow.,64,60
1:05,2241,Tyrell Nelson missed Free Throw.,64,60
1:05,2241,Gardner-Webb Deadball Team Rebound.,64,60
1:05,2241,Tyrell Nelson made Free Throw.,65,60
0:56,158,Tai Webster made Layup.,65,62
0:55,158,Nebraska  Timeout,65,62
0:29,2241,David Efianayi made Layup. Assisted by Laquincy Rideau.,67,62
0:21,2241,Foul on David Efianayi.,67,62
0:21,158,Michael Jacobson missed Free Throw.,67,62
0:21,158,Nebraska Deadball Team Rebound.,67,62
0:21,2241,Gardner-Webb  Timeout,67,62
0:21,158,Michael Jacobson missed Free Throw.,67,62
0:21,158,Anton Gill Offensive Rebound.,67,62
0:19,158,Anton Gill missed Jumper.,67,62
0:19,2241,Tyrell Nelson Defensive Rebound.,67,62
0:17,158,Foul on Michael Jacobson.,67,62
0:17,2241,Tyrell Nelson made Free Throw.,68,62
0:17,2241,Tyrell Nelson missed Free Throw.,68,62
0:17,158,Ed Morrow Defensive Rebound.,68,62
0:11,158,Glynn Watson Jr. missed Three Point Jumper.,68,62
0:11,2241,Tyrell Nelson Defensive Rebound.,68,62
0:03,2241,Liam O'Reilly made Layup. Assisted by Tyrell Nelson.,70,62
0:00,158,End of Game,70,62
