North Florida,41,Connecticut,2454
14:21,2454,Aaron Bodager Defensive Rebound.,9,10
13:52,41,Foul on Steven Enoch.,9,10
13:52,2454,Romelo Banks missed Free Throw.,9,10
13:52,2454,North Florida Deadball Team Rebound.,9,10
13:52,2454,Romelo Banks made Free Throw.,10,10
13:36,41,Amida Brimah made Dunk. Assisted by Jalen Adams.,10,12
13:36,2454,Foul on Nick Malonga.,10,12
13:36,41,Amida Brimah made Free Throw.,10,13
13:06,2454,Dallas Moore made Three Point Jumper.,13,13
12:53,41,Christian Vital made Three Point Jumper. Assisted by Jalen Adams.,13,16
12:33,2454,Karlos Odum missed Jumper.,13,16
12:33,41,Kentan Facey Defensive Rebound.,13,16
12:07,41,Jalen Adams missed Jumper.,13,16
12:07,41,Kentan Facey Offensive Rebound.,13,16
12:04,41,Kentan Facey missed Two Point Tip Shot.,13,16
12:04,2454,Aaron Bodager Defensive Rebound.,13,16
11:58,2454,Dallas Moore made Three Point Jumper.,16,16
11:48,41,Christian Vital made Three Point Jumper. Assisted by Jalen Adams.,16,19
11:48,2454,North Florida  Timeout,16,19
11:35,2454,Nick Malonga missed Three Point Jumper.,16,19
11:35,41,Amida Brimah Defensive Rebound.,16,19
11:14,41,Amida Brimah made Dunk. Assisted by Kentan Facey.,16,21
10:45,2454,Romelo Banks missed Layup.,16,21
10:45,41,Amida Brimah Defensive Rebound.,16,21
10:35,41,Rodney Purvis Turnover.,16,21
10:34,2454,Dallas Moore Steal.,16,21
10:23,2454,Romelo Banks missed Jumper.,16,21
10:23,41,Amida Brimah Defensive Rebound.,16,21
10:16,41,Jalen Adams made Layup.,16,23
10:03,2454,Aaron Bodager missed Three Point Jumper.,16,23
10:03,41,Amida Brimah Defensive Rebound.,16,23
9:46,41,Rodney Purvis missed Three Point Jumper.,16,23
9:46,2454,Dallas Moore Defensive Rebound.,16,23
9:27,2454,Dallas Moore missed Three Point Jumper.,16,23
9:27,2454,Romelo Banks Offensive Rebound.,16,23
9:24,41,Foul on Jalen Adams.,16,23
9:20,2454,Wajid Aminu Turnover.,16,23
9:19,41,Christian Vital Steal.,16,23
9:18,41,Rodney Purvis Turnover.,16,23
9:01,2454,Dallas Moore missed Layup.,16,23
9:01,2454,Dallas Moore Offensive Rebound.,16,23
8:59,41,Foul on Rodney Purvis.,16,23
8:59,2454,Dallas Moore missed Free Throw.,16,23
8:59,2454,North Florida Deadball Team Rebound.,16,23
8:59,2454,Dallas Moore made Free Throw.,17,23
8:38,41,Kentan Facey made Jumper. Assisted by Christian Vital.,17,25
8:29,2454,Wajid Aminu missed Layup.,17,25
8:29,41,Kentan Facey Block.,17,25
8:27,41,Rodney Purvis Defensive Rebound.,17,25
8:24,2454,Foul on Nick Malonga.,17,25
8:23,41,Vance Jackson made Free Throw.,17,26
8:23,41,Vance Jackson missed Free Throw.,17,26
8:23,2454,Aaron Bodager Defensive Rebound.,17,26
8:01,2454,Nick Malonga Turnover.,17,26
7:59,41,Christian Vital Steal.,17,26
7:57,41,Christian Vital made Layup.,17,28
7:56,2454,North Florida  Timeout,17,28
7:42,2454,Garrett Sams made Three Point Jumper. Assisted by Aaron Bodager.,20,28
7:17,41,Jalen Adams made Jumper. Assisted by Kentan Facey.,20,30
6:54,2454,Dallas Moore made Three Point Jumper.,23,30
6:37,41,Kentan Facey Turnover.,23,30
6:36,2454,Garrett Sams Steal.,23,30
6:32,2454,Garrett Sams missed Layup.,23,30
6:32,41,Kentan Facey Block.,23,30
6:29,41,Kentan Facey Defensive Rebound.,23,30
6:11,41,Steven Enoch Turnover.,23,30
6:01,2454,Romelo Banks missed Layup.,23,30
6:01,41,Vance Jackson Block.,23,30
6:01,41,Steven Enoch Defensive Rebound.,23,30
6:01,2454,Foul on Romelo Banks.,23,30
5:41,41,Amida Brimah made Dunk. Assisted by Jalen Adams.,23,32
5:29,2454,Garrett Sams made Three Point Jumper. Assisted by Aaron Bodager.,26,32
5:10,41,Jalen Adams made Layup.,26,34
5:10,2454,Foul on Romelo Banks.,26,34
5:10,41,Jalen Adams made Free Throw.,26,35
4:58,2454,Dallas Moore missed Three Point Jumper.,26,35
4:58,41,Christian Vital Defensive Rebound.,26,35
4:42,41,Juwan Durham missed Jumper.,26,35
4:42,41,Amida Brimah Offensive Rebound.,26,35
4:41,2454,Foul on Wajid Aminu.,26,35
4:41,41,Amida Brimah missed Free Throw.,26,35
4:41,41,Connecticut Deadball Team Rebound.,26,35
4:41,41,Amida Brimah missed Free Throw.,26,35
4:41,2454,Garrett Sams Defensive Rebound.,26,35
4:12,2454,North Florida  Turnover.,26,35
3:56,41,Christian Vital missed Jumper.,26,35
3:56,2454,North Florida Defensive Rebound.,26,35
3:56,41,Foul on Amida Brimah.,26,35
3:55,41,Official TV Timeout,26,35
3:42,2454,Wajid Aminu missed Jumper.,26,35
3:42,41,Amida Brimah Block.,26,35
3:40,41,Amida Brimah Defensive Rebound.,26,35
3:38,41,Foul on Christian Vital.,26,35
3:38,41,Christian Vital Turnover.,26,35
3:11,2454,Karlos Odum missed Three Point Jumper.,26,35
3:11,41,Jalen Adams Defensive Rebound.,26,35
3:01,41,Christian Vital missed Layup.,26,35
3:01,2454,Karlos Odum Block.,26,35
3:00,41,Juwan Durham Offensive Rebound.,26,35
2:59,41,Juwan Durham made Layup.,26,37
2:48,2454,Dallas Moore made Jumper.,28,37
2:31,41,Amida Brimah Turnover.,28,37
2:07,2454,Garrett Sams missed Layup.,28,37
2:07,41,Amida Brimah Block.,28,37
2:06,2454,Garrett Sams Offensive Rebound.,28,37
2:04,2454,Aaron Bodager missed Three Point Jumper.,28,37
2:04,41,Connecticut Defensive Rebound.,28,37
1:38,41,Kentan Facey made Layup. Assisted by Jalen Adams.,28,39
1:19,41,Foul on Amida Brimah.,28,39
1:19,2454,Karlos Odum made Free Throw.,29,39
1:19,2454,Karlos Odum made Free Throw.,30,39
1:05,41,Steven Enoch Turnover.,30,39
1:04,2454,Dallas Moore Steal.,30,39
1:01,2454,Dallas Moore made Three Point Jumper.,33,39
0:40,41,Rodney Purvis Turnover.,33,39
0:12,2454,Aaron Bodager made Three Point Jumper. Assisted by Karlos Odum.,36,39
0:07,41,Connecticut  Timeout,36,39
0:01,41,Jalen Adams missed Layup.,36,39
0:01,2454,Romelo Banks Block.,36,39
0:00,41,Steven Enoch Offensive Rebound.,36,39
0:00,41,Steven Enoch made Layup.,36,41
0:00,41,End of 1st half,36,39
19:46,2454,Aaron Bodager missed Three Point Jumper.,36,41
19:46,2454,Romelo Banks Offensive Rebound.,36,41
19:44,2454,Romelo Banks made Layup.,38,41
19:44,41,Foul on Amida Brimah.,38,41
19:44,2454,Romelo Banks missed Free Throw.,38,41
19:44,41,Steven Enoch Defensive Rebound.,38,41
19:30,41,Kentan Facey made Jumper. Assisted by Jalen Adams.,38,43
18:57,2454,Dallas Moore made Three Point Jumper.,41,43
18:31,41,Vance Jackson made Jumper.,41,45
18:09,2454,Garrett Sams Turnover.,41,45
18:08,41,Steven Enoch Steal.,41,45
18:03,41,Kentan Facey missed Dunk.,41,45
18:03,41,Vance Jackson Offensive Rebound.,41,45
18:00,41,Vance Jackson missed Three Point Jumper.,41,45
18:00,2454,Wajid Aminu Defensive Rebound.,41,45
17:58,41,Foul on Vance Jackson.,41,45
17:41,2454,Romelo Banks made Jumper. Assisted by Dallas Moore.,43,45
17:22,41,Jalen Adams made Layup.,43,47
17:08,2454,Romelo Banks missed Layup.,43,47
17:08,41,Kentan Facey Block.,43,47
17:07,41,Kentan Facey Defensive Rebound.,43,47
16:57,41,Kentan Facey made Jumper. Assisted by Jalen Adams.,43,49
16:39,2454,Romelo Banks missed Jumper.,43,49
16:39,2454,Romelo Banks Offensive Rebound.,43,49
16:26,41,Foul on Jalen Adams.,43,49
16:16,2454,Romelo Banks missed Layup.,43,49
16:16,41,Steven Enoch Block.,43,49
16:15,41,Jalen Adams Defensive Rebound.,43,49
16:08,2454,Foul on Romelo Banks.,43,49
16:08,41,Kentan Facey made Free Throw.,43,50
16:08,41,Kentan Facey made Free Throw.,43,51
15:43,2454,Aaron Bodager Turnover.,43,51
15:42,41,Christian Vital Steal.,43,51
15:42,2454,Foul on Aaron Bodager.,43,51
15:42,41,Official TV Timeout,43,51
15:42,41,Christian Vital made Free Throw.,43,52
15:42,41,Christian Vital missed Free Throw.,43,52
15:42,2454,Aaron Bodager Defensive Rebound.,43,52
15:12,2454,Dallas Moore Turnover.,43,52
15:00,41,Steven Enoch missed Jumper.,43,52
15:00,41,Steven Enoch Offensive Rebound.,43,52
14:57,2454,Foul on Karlos Odum.,43,52
14:57,41,Steven Enoch missed Free Throw.,43,52
14:57,41,Connecticut Deadball Team Rebound.,43,52
14:57,41,Steven Enoch made Free Throw.,43,53
14:31,2454,Aaron Bodager missed Three Point Jumper.,43,53
14:31,2454,Garrett Sams Offensive Rebound.,43,53
14:28,41,Foul on Kentan Facey.,43,53
14:28,2454,Garrett Sams made Free Throw.,44,53
14:28,2454,Garrett Sams missed Free Throw.,44,53
14:28,2454,North Florida Offensive Rebound.,44,53
14:26,2454,Aaron Bodager made Three Point Jumper. Assisted by Dallas Moore.,47,53
14:07,41,Rodney Purvis missed Jumper.,47,53
14:07,41,Kentan Facey Offensive Rebound.,47,53
13:56,41,Christian Vital made Layup.,47,55
13:42,41,Foul on Christian Vital.,47,55
13:22,2454,Nick Malonga made Three Point Jumper. Assisted by Dallas Moore.,50,55
13:05,41,Kentan Facey made Dunk. Assisted by Vance Jackson.,50,57
12:51,2454,Dallas Moore missed Three Point Jumper.,50,57
12:51,41,Steven Enoch Defensive Rebound.,50,57
12:33,2454,Foul on Wajid Aminu.,50,57
12:33,41,Christian Vital made Free Throw.,50,58
12:33,41,Christian Vital made Free Throw.,50,59
12:14,41,Foul on Christian Vital.,50,59
12:14,2454,Romelo Banks missed Free Throw.,50,59
12:14,2454,North Florida Deadball Team Rebound.,50,59
12:14,2454,Romelo Banks missed Free Throw.,50,59
12:14,41,Connecticut Defensive Rebound.,50,59
11:49,41,Rodney Purvis missed Jumper.,50,59
11:49,41,Steven Enoch Offensive Rebound.,50,59
11:47,41,Steven Enoch missed Jumper.,50,59
11:47,41,Rodney Purvis Offensive Rebound.,50,59
11:44,41,Rodney Purvis made Layup.,50,61
11:44,2454,Foul on Karlos Odum.,50,61
11:44,41,Official TV Timeout,50,61
11:44,41,Rodney Purvis made Free Throw.,50,62
11:30,2454,Dallas Moore missed Layup.,50,62
11:30,41,Steven Enoch Block.,50,62
11:28,2454,North Florida Offensive Rebound.,50,62
11:22,2454,Garrett Sams made Three Point Jumper. Assisted by Dallas Moore.,53,62
11:00,41,Steven Enoch missed Layup.,53,62
11:00,2454,Garrett Sams Defensive Rebound.,53,62
10:47,2454,Nick Malonga missed Jumper.,53,62
10:47,41,Steven Enoch Block.,53,62
10:47,2454,North Florida Offensive Rebound.,53,62
10:35,2454,Dallas Moore Turnover.,53,62
10:17,41,Rodney Purvis made Three Point Jumper.,53,65
9:54,2454,Garrett Sams missed Three Point Jumper.,53,65
9:54,41,Vance Jackson Defensive Rebound.,53,65
9:54,2454,Foul on Karlos Odum.,53,65
9:41,41,Rodney Purvis made Three Point Jumper. Assisted by Christian Vital.,53,68
9:21,2454,Dallas Moore missed Three Point Jumper.,53,68
9:21,41,Steven Enoch Defensive Rebound.,53,68
9:20,41,Steven Enoch Turnover.,53,68
9:16,2454,Garrett Sams made Jumper.,55,68
8:45,41,Kentan Facey missed Jumper.,55,68
8:45,2454,Garrett Sams Defensive Rebound.,55,68
8:37,2454,Garrett Sams missed Three Point Jumper.,55,68
8:37,41,Rodney Purvis Defensive Rebound.,55,68
8:35,2454,Foul on Aaron Bodager.,55,68
8:35,41,Rodney Purvis made Free Throw.,55,69
8:35,41,Rodney Purvis made Free Throw.,55,70
8:21,2454,Garrett Sams Turnover.,55,70
7:56,2454,Foul on Romelo Banks.,55,70
7:56,41,Official TV Timeout,55,70
7:56,41,Amida Brimah missed Free Throw.,55,70
7:56,41,Connecticut Deadball Team Rebound.,55,70
7:56,41,Amida Brimah missed Free Throw.,55,70
7:56,2454,Garrett Sams Defensive Rebound.,55,70
7:23,2454,Dallas Moore missed Three Point Jumper.,55,70
7:23,41,Jalen Adams Defensive Rebound.,55,70
7:06,41,Amida Brimah made Dunk. Assisted by Jalen Adams.,55,72
6:51,41,Foul on Kentan Facey.,55,72
6:51,2454,Aaron Bodager missed Free Throw.,55,72
6:51,41,Kentan Facey Defensive Rebound.,55,72
6:50,2454,Foul on Garrett Sams.,55,72
6:50,41,Kentan Facey missed Free Throw.,55,72
6:50,2454,Karlos Odum Defensive Rebound.,55,72
6:32,2454,Wajid Aminu missed Three Point Jumper.,55,72
6:32,41,Jalen Adams Defensive Rebound.,55,72
6:02,41,Jalen Adams missed Jumper.,55,72
6:02,2454,Aaron Bodager Defensive Rebound.,55,72
5:47,2454,Garrett Sams made Layup.,57,72
5:46,2454,North Florida  Timeout,57,72
5:35,41,Kentan Facey made Layup. Assisted by Amida Brimah.,57,74
5:25,41,Foul on Amida Brimah.,57,74
5:25,2454,CJ Fisher missed Free Throw.,57,74
5:25,41,Connecticut Defensive Rebound.,57,74
5:04,41,Rodney Purvis missed Jumper.,57,74
5:04,2454,Garrett Sams Defensive Rebound.,57,74
4:57,2454,Garrett Sams missed Layup.,57,74
4:57,41,Amida Brimah Block.,57,74
4:57,2454,North Florida Offensive Rebound.,57,74
4:55,2454,CJ Fisher Turnover.,57,74
4:54,41,Steven Enoch Steal.,57,74
4:28,41,Jalen Adams made Jumper. Assisted by Rodney Purvis.,57,76
4:09,2454,Wajid Aminu missed Jumper.,57,76
4:09,41,Steven Enoch Block.,57,76
4:08,41,Christian Vital Defensive Rebound.,57,76
3:44,41,Rodney Purvis missed Jumper.,57,76
3:44,41,Kentan Facey Offensive Rebound.,57,76
3:18,2454,Foul on Wajid Aminu.,57,76
3:18,41,Official TV Timeout,57,76
3:18,41,Jalen Adams made Free Throw.,57,77
3:18,41,Jalen Adams made Free Throw.,57,78
2:58,2454,Wajid Aminu missed Three Point Jumper.,57,78
2:58,2454,Karlos Odum Offensive Rebound.,57,78
2:40,2454,Garrett Sams Turnover.,57,78
2:39,41,Rodney Purvis Steal.,57,78
2:23,41,Steven Enoch missed Jumper.,57,78
2:23,2454,Garrett Sams Defensive Rebound.,57,78
2:12,2454,Karlos Odum missed Layup.,57,78
2:12,41,Rodney Purvis Defensive Rebound.,57,78
1:45,41,Kentan Facey missed Layup.,57,78
1:45,2454,Wajid Aminu Defensive Rebound.,57,78
1:25,41,Foul on Rodney Purvis.,57,78
1:25,2454,Garrett Sams made Free Throw.,58,78
1:25,2454,Garrett Sams made Free Throw.,59,78
1:02,2454,Foul on Osborn Blount.,59,78
1:02,41,Kentan Facey made Free Throw.,59,79
1:02,41,Kentan Facey made Free Throw.,59,80
0:38,2454,Benedikt Haid missed Three Point Jumper.,59,80
0:38,41,Christian Foxen Defensive Rebound.,59,80
0:07,41,Omotayo Aiyegbusi missed Three Point Jumper.,59,80
0:07,2454,North Florida Defensive Rebound.,59,80
0:00,41,End of Game,59,80
