Wright State,2309,Kent State,2750
4:56,2750,Mark Alstork Defensive Rebound.,25,24
4:40,2750,Mark Hughes made Three Point Jumper. Assisted by Grant Benzinger.,28,24
4:18,2309,Desmond Ridenour made Three Point Jumper.,28,27
4:03,2750,Mark Alstork made Three Point Jumper.,31,27
3:59,2309,Kent State  Timeout,31,27
3:47,2309,Deon Edwin Turnover.,31,27
3:46,2750,Mark Hughes Steal.,31,27
3:28,2750,Grant Benzinger missed Jumper.,31,27
3:28,2309,Adonis De La Rosa Defensive Rebound.,31,27
3:19,2309,Deon Edwin missed Three Point Jumper.,31,27
3:19,2309,Deon Edwin Offensive Rebound.,31,27
3:15,2750,Foul on Grant Benzinger.,31,27
3:15,2309,Deon Edwin missed Free Throw.,31,27
3:15,2309,Kent State Deadball Team Rebound.,31,27
3:15,2309,Deon Edwin missed Free Throw.,31,27
3:15,2750,Justin Mitchell Defensive Rebound.,31,27
2:59,2750,Justin Mitchell missed Layup.,31,27
2:59,2309,Deon Edwin Block.,31,27
2:59,2309,Deon Edwin Defensive Rebound.,31,27
2:59,2750,Foul on Justin Mitchell.,31,27
2:41,2309,Jalen Avery missed Three Point Jumper.,31,27
2:41,2750,Mike La Tulip Defensive Rebound.,31,27
2:29,2750,Grant Benzinger made Three Point Jumper. Assisted by Mark Alstork.,34,27
2:16,2309,Deon Edwin missed Three Point Jumper.,34,27
2:16,2750,Mike La Tulip Defensive Rebound.,34,27
2:05,2750,Grant Benzinger missed Three Point Jumper.,34,27
2:05,2309,Deon Edwin Defensive Rebound.,34,27
1:56,2309,Deon Edwin made Layup.,34,29
1:33,2750,Mark Alstork missed Three Point Jumper.,34,29
1:33,2309,Jimmy Hall Defensive Rebound.,34,29
1:32,2750,Foul on Grant Benzinger.,34,29
1:32,2309,Jimmy Hall made Free Throw.,34,30
1:32,2309,Jimmy Hall missed Free Throw.,34,30
1:32,2750,Wright St Deadball Team Rebound.,34,30
1:30,2309,Foul on Deon Edwin.,34,30
0:54,2750,Mark Hughes missed Three Point Jumper.,34,30
0:54,2750,Wright St Deadball Team Rebound.,34,30
0:54,2750,Wright St  Turnover.,34,30
0:48,2309,Jaylin Walker missed Three Point Jumper.,34,30
0:48,2750,Parker Ernsthausen Defensive Rebound.,34,30
0:33,2750,Steven Davis made Layup. Assisted by Parker Ernsthausen.,36,30
0:04,2309,Jalen Avery made Jumper.,36,32
0:00,2309,End of 1st half,36,32
19:42,2309,Adonis De La Rosa missed Jumper.,36,32
19:42,2309,Adonis De La Rosa Offensive Rebound.,36,32
19:35,2309,Adonis De La Rosa missed Jumper.,36,32
19:35,2750,Steven Davis Defensive Rebound.,36,32
19:21,2750,Grant Benzinger made Layup. Assisted by Mark Alstork.,38,32
19:11,2750,Foul on Grant Benzinger.,38,32
18:55,2309,Kevin Zabo missed Three Point Jumper.,38,32
18:55,2750,Mark Alstork Defensive Rebound.,38,32
18:34,2750,Mark Alstork missed Three Point Jumper.,38,32
18:34,2309,Jaylin Walker Defensive Rebound.,38,32
18:16,2309,Kevin Zabo missed Layup.,38,32
18:16,2750,Steven Davis Defensive Rebound.,38,32
18:09,2750,Steven Davis Turnover.,38,32
17:57,2309,Jaylin Walker missed Three Point Jumper.,38,32
17:57,2750,Grant Benzinger Defensive Rebound.,38,32
17:37,2750,Parker Ernsthausen missed Jumper.,38,32
17:37,2309,Jimmy Hall Block.,38,32
17:35,2309,Jimmy Hall Defensive Rebound.,38,32
17:29,2309,Desmond Ridenour missed Layup.,38,32
17:29,2750,Parker Ernsthausen Defensive Rebound.,38,32
17:19,2750,Justin Mitchell made Jumper.,40,32
17:14,2750,Foul on Mark Alstork.,40,32
17:13,2309,Jimmy Hall missed Jumper.,40,32
17:13,2750,Justin Mitchell Defensive Rebound.,40,32
16:56,2750,Ryan Custer missed Layup.,40,32
16:56,2750,Mark Alstork Offensive Rebound.,40,32
16:52,2750,Ryan Custer Turnover.,40,32
16:36,2750,Foul on Ryan Custer.,40,32
16:36,2309,Jalen Avery made Free Throw.,40,33
16:36,2309,Jalen Avery made Free Throw.,40,34
16:22,2750,Mark Alstork made Layup.,42,34
16:09,2309,Jaylin Walker missed Jumper.,42,34
16:09,2750,Justin Mitchell Defensive Rebound.,42,34
15:55,2750,Mark Alstork missed Three Point Jumper.,42,34
15:55,2750,Parker Ernsthausen Offensive Rebound.,42,34
15:47,2309,Foul on Alonzo Walker.,42,34
15:47,2309,Official TV Timeout,42,34
15:38,2750,Justin Mitchell missed Layup.,42,34
15:38,2309,Jimmy Hall Defensive Rebound.,42,34
15:31,2309,Jaylin Walker Turnover.,42,34
15:30,2750,Mark Hughes Steal.,42,34
15:28,2750,Mike La Tulip made Three Point Jumper. Assisted by Justin Mitchell.,45,34
15:01,2750,Foul on Mark Hughes.,45,34
15:01,2309,Jimmy Hall made Free Throw.,45,35
15:01,2309,Jimmy Hall made Free Throw.,45,36
14:39,2750,Grant Benzinger Turnover.,45,36
14:39,2309,Jalen Avery Steal.,45,36
14:39,2309,Jalen Avery Turnover.,45,36
14:11,2750,Parker Ernsthausen missed Jumper.,45,36
14:11,2309,Deon Edwin Defensive Rebound.,45,36
14:00,2309,Deon Edwin made Three Point Jumper. Assisted by Jalen Avery.,45,39
13:39,2750,Mark Alstork missed Jumper.,45,39
13:39,2309,Jimmy Hall Defensive Rebound.,45,39
13:24,2309,Deon Edwin Turnover.,45,39
13:23,2750,Parker Ernsthausen Steal.,45,39
13:10,2750,Steven Davis made Three Point Jumper. Assisted by Mark Hughes.,48,39
12:59,2309,Jalen Avery missed Three Point Jumper.,48,39
12:59,2750,Mark Hughes Defensive Rebound.,48,39
12:53,2750,Mark Alstork made Three Point Jumper. Assisted by Mark Hughes.,51,39
12:53,2309,Kent State  Timeout,51,39
12:38,2309,Deon Edwin Turnover.,51,39
12:18,2750,Mark Alstork missed Jumper.,51,39
12:18,2750,Ryan Custer Offensive Rebound.,51,39
12:17,2750,Ryan Custer made Layup.,53,39
12:17,2309,Foul on Jimmy Hall.,53,39
12:17,2750,Ryan Custer made Free Throw.,54,39
12:05,2309,Jimmy Hall missed Jumper.,54,39
12:05,2750,Justin Mitchell Defensive Rebound.,54,39
11:50,2309,Foul on Jaylin Walker.,54,39
11:50,2309,Official TV Timeout,54,39
11:50,2750,Steven Davis made Free Throw.,55,39
11:50,2750,Steven Davis made Free Throw.,56,39
11:36,2309,Kevin Zabo made Jumper.,56,41
11:19,2750,Mark Alstork made Jumper.,58,41
10:54,2309,Kevin Zabo missed Three Point Jumper.,58,41
10:54,2750,Steven Davis Defensive Rebound.,58,41
10:37,2750,Steven Davis missed Three Point Jumper.,58,41
10:37,2309,Adonis De La Rosa Defensive Rebound.,58,41
10:17,2750,Foul on Steven Davis.,58,41
10:07,2309,Jimmy Hall missed Three Point Jumper.,58,41
10:07,2309,Deon Edwin Offensive Rebound.,58,41
9:59,2309,Desmond Ridenour made Three Point Jumper. Assisted by Kevin Zabo.,58,44
9:33,2750,Ryan Custer made Three Point Jumper. Assisted by Mark Hughes.,61,44
9:15,2309,Jimmy Hall missed Jumper.,61,44
9:15,2750,Wright St Defensive Rebound.,61,44
9:00,2750,Mark Hughes Turnover.,61,44
9:00,2309,Jimmy Hall Steal.,61,44
8:43,2309,Jaylin Walker made Layup.,61,46
8:43,2750,Foul on Steven Davis.,61,46
8:43,2309,Jaylin Walker made Free Throw.,61,47
8:37,2750,Wright St  Timeout,61,47
8:15,2750,Mark Alstork missed Jumper.,61,47
8:15,2309,Alonzo Walker Defensive Rebound.,61,47
8:10,2309,Jaylin Walker missed Three Point Jumper.,61,47
8:10,2309,Alonzo Walker Offensive Rebound.,61,47
8:02,2750,Foul on Parker Ernsthausen.,61,47
8:02,2309,Jaylin Walker made Free Throw.,61,48
8:02,2309,Jaylin Walker made Free Throw.,61,49
7:53,2750,Parker Ernsthausen made Layup. Assisted by Mark Alstork.,63,49
7:53,2309,Foul on Jimmy Hall.,63,49
7:53,2309,Official TV Timeout,63,49
7:53,2750,Parker Ernsthausen missed Free Throw.,63,49
7:53,2309,Jimmy Hall Defensive Rebound.,63,49
7:41,2309,Deon Edwin missed Three Point Jumper.,63,49
7:41,2309,Alonzo Walker Offensive Rebound.,63,49
7:24,2750,Foul on Justin Mitchell.,63,49
7:24,2309,Deon Edwin made Free Throw.,63,50
7:24,2309,Deon Edwin made Free Throw.,63,51
7:10,2750,Grant Benzinger missed Three Point Jumper.,63,51
7:10,2750,Mark Alstork Offensive Rebound.,63,51
6:50,2750,Justin Mitchell made Layup.,65,51
6:39,2750,Foul on Justin Mitchell.,65,51
6:39,2309,Jimmy Hall missed Free Throw.,65,51
6:39,2309,Kent State Deadball Team Rebound.,65,51
6:39,2309,Jimmy Hall made Free Throw.,65,52
6:18,2750,Steven Davis missed Three Point Jumper.,65,52
6:18,2309,Desmond Ridenour Defensive Rebound.,65,52
6:10,2309,Deon Edwin made Jumper.,65,54
5:38,2750,Mark Hughes Turnover.,65,54
5:36,2309,Desmond Ridenour Steal.,65,54
5:22,2309,Desmond Ridenour made Three Point Jumper. Assisted by Jimmy Hall.,65,57
5:09,2309,Foul on Jimmy Hall.,65,57
4:43,2750,Mike La Tulip missed Three Point Jumper.,65,57
4:43,2309,Jalen Avery Defensive Rebound.,65,57
4:20,2309,Jimmy Hall missed Layup.,65,57
4:20,2750,Justin Mitchell Defensive Rebound.,65,57
4:09,2750,Justin Mitchell missed Layup.,65,57
4:09,2309,Jimmy Hall Block.,65,57
4:06,2750,Justin Mitchell Offensive Rebound.,65,57
4:01,2750,Justin Mitchell missed Layup.,65,57
4:01,2309,Deon Edwin Block.,65,57
3:54,2750,Justin Mitchell Offensive Rebound.,65,57
3:54,2309,Adonis De La Rosa missed Layup.,65,57
3:54,2750,Wright St Deadball Team Rebound.,65,57
3:54,2750,Foul on Parker Ernsthausen.,65,57
3:54,2309,Jimmy Hall missed Free Throw.,65,57
3:54,2309,Kent State Deadball Team Rebound.,65,57
3:54,2309,Jimmy Hall made Free Throw.,65,58
3:33,2750,Mark Alstork missed Three Point Jumper.,65,58
3:33,2309,Deon Edwin Defensive Rebound.,65,58
3:06,2309,Desmond Ridenour made Jumper.,65,60
2:55,2750,Mark Alstork Turnover.,65,60
2:55,2750,Foul on Mark Alstork.,65,60
2:41,2309,Jaylin Walker made Jumper.,65,62
2:41,2309,Jaylin Walker made Free Throw.,65,63
2:34,2750,Steven Davis Turnover.,65,63
2:34,2750,Wright St  Timeout,65,63
2:07,2309,Desmond Ridenour missed Jumper.,65,63
2:07,2750,Justin Mitchell Defensive Rebound.,65,63
1:55,2309,Foul on Jaylin Walker.,65,63
1:43,2750,Mark Alstork missed Layup.,65,63
1:43,2750,Justin Mitchell Offensive Rebound.,65,63
1:37,2750,Wright St  Timeout,65,63
1:27,2750,Mark Alstork missed Jumper.,65,63
1:27,2309,Jimmy Hall Defensive Rebound.,65,63
1:18,2309,Kent State  Timeout,65,63
1:07,2309,Jaylin Walker Turnover.,65,63
1:06,2750,Justin Mitchell Steal.,65,63
1:04,2750,Justin Mitchell Turnover.,65,63
0:38,2309,Desmond Ridenour missed Layup.,65,63
0:38,2309,Desmond Ridenour Offensive Rebound.,65,63
0:36,2309,Desmond Ridenour missed Two Point Tip Shot.,65,63
0:36,2309,Jimmy Hall Offensive Rebound.,65,63
0:36,2309,Kent State  Timeout,65,63
0:25,2309,Jimmy Hall missed Jumper.,65,63
0:25,2309,Jaylin Walker Offensive Rebound.,65,63
0:15,2309,Jaylin Walker missed Jumper.,65,63
0:15,2750,Grant Benzinger Defensive Rebound.,65,63
0:14,2309,Foul on Jimmy Hall.,65,63
0:14,2750,Grant Benzinger made Free Throw.,66,63
0:14,2750,Grant Benzinger missed Free Throw.,66,63
0:14,2309,Jimmy Hall Defensive Rebound.,66,63
0:07,2309,Jaylin Walker missed Three Point Jumper.,66,63
0:07,2750,Steven Davis Defensive Rebound.,66,63
0:04,2309,Foul on Alonzo Walker.,66,63
0:04,2750,Steven Davis made Free Throw.,67,63
0:04,2750,Steven Davis made Free Throw.,68,63
0:01,2309,Jaylin Walker missed Three Point Jumper.,68,63
0:01,2309,Kent State Deadball Team Rebound.,68,63
0:00,2309,End of Game,68,63
