CSU Northridge,2599,St. John's,2463
10:03,2463,CSU Northridge  Timeout,16,14
10:03,2599,Foul on Amar Alibegovic.,16,14
10:00,2599,Foul on Amar Alibegovic.,16,14
10:00,2463,Rakim Lubin made Free Throw.,17,14
10:00,2463,Rakim Lubin missed Free Throw.,17,14
9:59,2463,Jerron Wilbut Offensive Rebound.,17,14
9:55,2463,Reggie Theus Jr. missed Jumper.,17,14
9:55,2599,St. John's Deadball Team Rebound.,17,14
9:53,2463,Foul on Micheal Warren.,17,14
9:36,2599,Shamorie Ponds missed Three Point Jumper.,17,14
9:36,2599,St. John's Offensive Rebound.,17,14
9:17,2599,Shamorie Ponds made Layup.,17,16
8:53,2463,Jerron Wilbut missed Three Point Jumper.,17,16
8:53,2599,Malik Ellison Defensive Rebound.,17,16
8:37,2599,Bashir Ahmed Turnover.,17,16
8:37,2463,Micheal Warren Steal.,17,16
8:34,2463,Kendall Smith missed Layup.,17,16
8:34,2463,Micheal Warren Offensive Rebound.,17,16
8:33,2463,Micheal Warren made Layup.,19,16
8:32,2599,Foul on Kassoum Yakwe.,19,16
8:32,2463,Micheal Warren made Free Throw.,20,16
8:16,2599,Malik Ellison made Three Point Jumper. Assisted by Shamorie Ponds.,20,19
8:02,2463,Kendall Smith Turnover.,20,19
8:02,2599,Shamorie Ponds Steal.,20,19
7:57,2599,Malik Ellison made Layup. Assisted by Shamorie Ponds.,20,21
7:37,2463,Kendall Smith made Jumper.,22,21
7:21,2599,Yankuba Sima Turnover.,22,21
7:21,2463,Micheal Warren Steal.,22,21
7:15,2463,Jerron Wilbut missed Three Point Jumper.,22,21
7:15,2599,Yankuba Sima Defensive Rebound.,22,21
7:03,2599,Amar Alibegovic made Three Point Jumper. Assisted by Shamorie Ponds.,22,24
6:48,2599,Foul on Amar Alibegovic.,22,24
6:48,2599,Official TV Timeout,22,24
6:48,2463,Kendall Smith made Free Throw.,23,24
6:48,2463,Kendall Smith made Free Throw.,24,24
6:35,2599,Bashir Ahmed Turnover.,24,24
6:21,2463,Rakim Lubin missed Jumper.,24,24
6:21,2599,Tariq Owens Block.,24,24
6:21,2463,Rakim Lubin Offensive Rebound.,24,24
6:18,2599,Foul on Bashir Ahmed.,24,24
6:18,2463,Rakim Lubin made Free Throw.,25,24
6:18,2463,Rakim Lubin made Free Throw.,26,24
5:57,2599,Federico Mussini made Three Point Jumper. Assisted by Richard Freudenberg.,26,27
5:34,2463,Rakim Lubin made Jumper.,28,27
5:28,2599,Federico Mussini made Three Point Jumper. Assisted by Malik Ellison.,28,30
5:17,2463,Rakim Lubin Turnover.,28,30
5:06,2463,Foul on Micheal Warren.,28,30
5:05,2599,Federico Mussini made Three Point Jumper. Assisted by Malik Ellison.,28,33
4:39,2463,Rakim Lubin missed Jumper.,28,33
4:39,2599,Tariq Owens Block.,28,33
4:39,2599,Tariq Owens Defensive Rebound.,28,33
4:38,2599,Jump Ball won by St. John's,28,33
4:22,2599,Tariq Owens missed Jumper.,28,33
4:22,2463,Micheal Warren Defensive Rebound.,28,33
4:11,2463,Dylan Johns missed Jumper.,28,33
4:11,2599,Tariq Owens Defensive Rebound.,28,33
3:59,2599,Federico Mussini missed Jumper.,28,33
3:59,2463,Micheal Warren Defensive Rebound.,28,33
3:49,2463,Aaron Parks Turnover.,28,33
3:49,2599,Official TV Timeout,28,33
3:30,2599,Richard Freudenberg missed Jumper.,28,33
3:30,2463,Dylan Johns Block.,28,33
3:30,2463,Aaron Parks Defensive Rebound.,28,33
3:15,2463,Micheal Warren missed Three Point Jumper.,28,33
3:15,2599,St. John's Defensive Rebound.,28,33
2:51,2599,Bashir Ahmed missed Jumper.,28,33
2:51,2599,Richard Freudenberg Offensive Rebound.,28,33
2:49,2463,Foul on Dylan Johns.,28,33
2:49,2599,Bashir Ahmed made Free Throw.,28,34
2:49,2599,Bashir Ahmed made Free Throw.,28,35
2:26,2599,Foul on Bashir Ahmed.,28,35
2:26,2463,Aaron Parks made Free Throw.,29,35
2:26,2463,Aaron Parks missed Free Throw.,29,35
2:26,2599,Tariq Owens Defensive Rebound.,29,35
2:08,2599,Shamorie Ponds made Three Point Jumper.,29,38
2:00,2463,Darin Johnson made Three Point Jumper. Assisted by Aaron Parks.,32,38
1:40,2599,Shamorie Ponds made Jumper.,32,40
1:15,2463,Micheal Warren made Three Point Jumper. Assisted by Aaron Parks.,35,40
1:14,2599,Foul on Shamorie Ponds.,35,40
1:14,2463,Micheal Warren made Free Throw.,36,40
0:59,2599,Yankuba Sima missed Jumper.,36,40
0:59,2463,CSU Northridge Defensive Rebound.,36,40
0:31,2463,Aaron Parks missed Jumper.,36,40
0:30,2463,CSU Northridge Deadball Team Rebound.,36,40
0:29,2463,Jump Ball won by CSU Northridge,36,40
0:08,2463,Micheal Warren missed Three Point Jumper.,36,40
0:08,2599,Tariq Owens Defensive Rebound.,36,40
0:01,2599,Shamorie Ponds missed Three Point Jumper.,36,40
0:01,2599,St. John's Deadball Team Rebound.,36,40
0:00,2599,End of 1st half,36,40
20:00,2599,Jump Ball won by St. John's,36,40
19:35,2599,Bashir Ahmed missed Jumper.,36,40
19:35,2463,Darin Johnson Defensive Rebound.,36,40
19:12,2463,Aaron Parks missed Three Point Jumper.,36,40
19:12,2599,Malik Ellison Defensive Rebound.,36,40
19:03,2599,Shamorie Ponds made Three Point Jumper. Assisted by Malik Ellison.,36,43
18:31,2463,Tavrion Dawson missed Three Point Jumper.,36,43
18:31,2599,Bashir Ahmed Defensive Rebound.,36,43
18:22,2599,Malik Ellison Turnover.,36,43
17:59,2463,Dylan Johns made Layup.,38,43
17:39,2599,Bashir Ahmed Turnover.,38,43
17:39,2463,Aaron Parks Steal.,38,43
17:36,2463,Darin Johnson made Dunk. Assisted by Aaron Parks.,40,43
17:15,2599,Shamorie Ponds missed Three Point Jumper.,40,43
17:15,2599,Kassoum Yakwe Offensive Rebound.,40,43
17:06,2599,Kassoum Yakwe missed Jumper.,40,43
17:06,2463,Tavrion Dawson Block.,40,43
17:06,2599,Yankuba Sima Offensive Rebound.,40,43
17:04,2599,Yankuba Sima missed Jumper.,40,43
17:03,2463,Dylan Johns Block.,40,43
17:02,2599,Kassoum Yakwe Offensive Rebound.,40,43
16:57,2599,Kassoum Yakwe made Jumper.,40,45
16:51,2599,Yankuba Sima missed Jumper.,40,43
16:51,2463,Dylan Johns Block.,40,43
16:44,2599,Kassoum Yakwe made Jumper.,40,45
16:38,2463,Darin Johnson missed Three Point Jumper.,40,45
16:38,2599,Bashir Ahmed Defensive Rebound.,40,45
16:36,2599,Shamorie Ponds made Layup. Assisted by Bashir Ahmed.,40,47
16:08,2463,Tavrion Dawson made Layup.,42,47
15:54,2599,Shamorie Ponds missed Three Point Jumper.,42,47
15:54,2599,Yankuba Sima Offensive Rebound.,42,47
15:54,2463,Darin Johnson Defensive Rebound.,42,47
15:50,2599,Yankuba Sima Turnover.,42,47
15:45,2463,Kendall Smith made Dunk. Assisted by Darin Johnson.,44,47
15:26,2599,Official TV Timeout,44,47
15:13,2599,St. John's  Turnover.,44,47
15:00,2463,Rakim Lubin made Jumper. Assisted by Darin Johnson.,46,47
14:34,2599,Federico Mussini missed Three Point Jumper.,46,47
14:34,2599,St. John's Deadball Team Rebound.,46,47
14:32,2463,Foul on Darin Johnson.,46,47
14:15,2599,Federico Mussini missed Three Point Jumper.,46,47
14:15,2463,Rakim Lubin Defensive Rebound.,46,47
14:01,2599,Foul on Malik Ellison.,46,47
13:58,2463,Rakim Lubin missed Jumper.,46,47
13:58,2599,Amar Alibegovic Block.,46,47
13:58,2463,CSU Northridge Deadball Team Rebound.,46,47
13:52,2599,Foul on Amar Alibegovic.,46,47
13:52,2463,Darin Johnson made Free Throw.,47,47
13:52,2463,Darin Johnson missed Free Throw.,47,47
13:52,2599,Bashir Ahmed Defensive Rebound.,47,47
13:51,2463,Foul on Rakim Lubin.,47,47
13:35,2599,Shamorie Ponds made Layup. Assisted by Tariq Owens.,47,49
13:26,2463,Rakim Lubin missed Layup.,47,49
13:26,2599,Tariq Owens Block.,47,49
13:26,2599,Bashir Ahmed Defensive Rebound.,47,49
13:20,2599,Federico Mussini missed Three Point Jumper.,47,49
13:20,2599,Tariq Owens Offensive Rebound.,47,49
13:20,2463,Foul on Tavrion Dawson.,47,49
13:20,2599,Tariq Owens missed Free Throw.,47,49
13:20,2599,St. John's Deadball Team Rebound.,47,49
13:20,2599,Tariq Owens made Free Throw.,47,50
13:17,2463,Kendall Smith Turnover.,47,50
13:17,2599,Tariq Owens Steal.,47,50
13:12,2599,Tariq Owens made Dunk. Assisted by Malik Ellison.,47,52
12:52,2463,Foul on Rakim Lubin.,47,52
12:52,2463,Rakim Lubin Turnover.,47,52
12:35,2599,Malik Ellison missed Three Point Jumper.,47,52
12:35,2463,Darin Johnson Defensive Rebound.,47,52
12:20,2463,Darin Johnson Turnover.,47,52
12:20,2599,Federico Mussini Steal.,47,52
12:14,2599,Shamorie Ponds made Three Point Jumper. Assisted by Federico Mussini.,47,55
12:11,2463,CSU Northridge  Timeout,47,55
11:59,2599,Foul on Richard Freudenberg.,47,55
11:59,2599,Official TV Timeout,47,55
11:59,2463,Rakim Lubin made Free Throw.,48,55
11:59,2463,Rakim Lubin made Free Throw.,49,55
11:47,2599,Shamorie Ponds missed Layup.,49,55
11:47,2463,Kendall Smith Defensive Rebound.,49,55
11:41,2463,Jump Ball won by CSU Northridge,49,55
11:28,2463,Rakim Lubin made Layup.,51,55
11:02,2599,Bashir Ahmed made Three Point Jumper. Assisted by Shamorie Ponds.,51,58
10:42,2463,Kendall Smith Turnover.,51,58
10:27,2599,Kassoum Yakwe Turnover.,51,58
10:27,2463,Tavrion Dawson Steal.,51,58
10:12,2463,Tavrion Dawson made Jumper.,53,58
10:02,2599,Federico Mussini Turnover.,53,58
10:02,2463,Tavrion Dawson Steal.,53,58
9:57,2463,Tavrion Dawson made Layup.,55,58
9:32,2599,Federico Mussini missed Layup.,55,58
9:32,2599,Kassoum Yakwe Offensive Rebound.,55,58
9:32,2599,Kassoum Yakwe made Two Point Tip Shot.,55,60
9:10,2463,Darin Johnson made Layup.,57,60
9:05,2599,Bashir Ahmed missed Three Point Jumper.,57,60
9:05,2463,Rakim Lubin Defensive Rebound.,57,60
8:47,2463,Aaron Parks missed Jumper.,57,60
8:47,2599,Kassoum Yakwe Block.,57,60
8:47,2599,Shamorie Ponds Defensive Rebound.,57,60
8:43,2463,Foul on Rakim Lubin.,57,60
8:43,2599,Bashir Ahmed made Free Throw.,57,61
8:43,2599,Bashir Ahmed missed Free Throw.,57,61
8:43,2599,St. John's Offensive Rebound.,57,61
8:25,2599,Amar Alibegovic missed Three Point Jumper.,57,61
8:25,2463,Kendall Smith Defensive Rebound.,57,61
8:10,2463,Rakim Lubin missed Jumper.,57,61
8:10,2599,Kassoum Yakwe Defensive Rebound.,57,61
8:06,2463,Foul on Rakim Lubin.,57,61
8:04,2599,Federico Mussini Turnover.,57,61
8:04,2463,Reggie Theus Jr. Steal.,57,61
7:51,2463,Micheal Warren missed Layup.,57,61
7:51,2599,Kassoum Yakwe Block.,57,61
7:51,2599,Federico Mussini Defensive Rebound.,57,61
7:47,2599,Federico Mussini missed Layup.,57,61
7:47,2463,CSU Northridge Defensive Rebound.,57,61
7:44,2599,Official TV Timeout,57,61
7:26,2463,Dylan Johns made Jumper.,59,61
7:12,2599,Shamorie Ponds missed Jumper.,59,61
7:12,2463,Reggie Theus Jr. Defensive Rebound.,59,61
6:58,2463,Kendall Smith missed Jumper.,59,61
6:58,2599,Bashir Ahmed Defensive Rebound.,59,61
6:54,2599,Shamorie Ponds Turnover.,59,61
6:54,2463,Aaron Parks Steal.,59,61
6:52,2463,Aaron Parks made Layup.,61,61
6:51,2599,Foul on Kassoum Yakwe.,61,61
6:51,2463,Aaron Parks made Free Throw.,62,61
6:33,2599,Foul on Bashir Ahmed.,62,61
6:33,2599,Bashir Ahmed Turnover.,62,61
6:12,2463,Aaron Parks Turnover.,62,61
6:12,2599,Amar Alibegovic Steal.,62,61
6:02,2463,Foul on Dylan Johns.,62,61
6:02,2599,Bashir Ahmed made Free Throw.,62,62
6:02,2599,Bashir Ahmed made Free Throw.,62,63
5:49,2599,Foul on Malik Ellison.,62,63
5:35,2463,Aaron Parks missed Jumper.,62,63
5:35,2599,Malik Ellison Defensive Rebound.,62,63
5:22,2599,St. John's  Timeout,62,63
5:18,2599,Bashir Ahmed missed Jumper.,62,63
5:18,2599,Tariq Owens Offensive Rebound.,62,63
5:18,2463,Foul on Kendall Smith.,62,63
5:18,2599,Tariq Owens made Free Throw.,62,64
5:18,2599,Tariq Owens made Free Throw.,62,65
5:07,2463,Kendall Smith Turnover.,62,65
5:07,2599,Bashir Ahmed Steal.,62,65
4:56,2463,Foul on Dylan Johns.,62,65
4:56,2599,Bashir Ahmed missed Free Throw.,62,65
4:56,2599,St. John's Deadball Team Rebound.,62,65
4:56,2599,Bashir Ahmed made Free Throw.,62,66
4:36,2463,Tavrion Dawson Turnover.,62,66
4:08,2599,Malik Ellison made Layup.,62,68
3:50,2463,Rakim Lubin missed Layup.,62,68
3:50,2599,Bashir Ahmed Defensive Rebound.,62,68
3:30,2599,Shamorie Ponds missed Dunk.,62,68
3:30,2463,Micheal Warren Defensive Rebound.,62,68
3:27,2599,Foul on Malik Ellison.,62,68
3:27,2599,Official TV Timeout,62,68
3:27,2463,Aaron Parks missed Free Throw.,62,68
3:27,2463,CSU Northridge Deadball Team Rebound.,62,68
3:27,2463,Aaron Parks missed Free Throw.,62,68
3:22,2463,Darin Johnson Offensive Rebound.,62,68
3:21,2599,Foul on Tariq Owens.,62,68
3:21,2463,Darin Johnson made Free Throw.,63,68
3:21,2463,Darin Johnson made Free Throw.,64,68
2:52,2599,Shamorie Ponds made Layup.,64,70
2:38,2463,Foul on Darin Johnson.,64,70
2:38,2463,Darin Johnson Turnover.,64,70
2:15,2463,Foul on Aaron Parks.,64,70
2:15,2599,Malik Ellison missed Free Throw.,64,70
2:15,2599,St. John's Deadball Team Rebound.,64,70
2:15,2463,CSU Northridge  Timeout,64,70
2:15,2599,Malik Ellison made Free Throw.,64,71
2:06,2463,Kendall Smith missed Three Point Jumper.,64,71
2:06,2463,Rakim Lubin Offensive Rebound.,64,71
2:06,2463,Rakim Lubin made Two Point Tip Shot.,66,71
1:34,2599,Shamorie Ponds missed Jumper.,66,71
1:34,2463,Rakim Lubin Block.,66,71
1:34,2463,Tavrion Dawson Defensive Rebound.,66,71
1:33,2463,Tavrion Dawson Turnover.,66,71
1:12,2599,Amar Alibegovic Turnover.,66,71
1:12,2463,Aaron Parks Steal.,66,71
1:08,2599,Foul on Amar Alibegovic.,66,71
1:08,2463,Darin Johnson made Free Throw.,67,71
1:08,2463,Darin Johnson made Free Throw.,68,71
0:50,2463,Foul on Kendall Smith.,68,71
0:50,2599,Bashir Ahmed made Free Throw.,68,72
0:50,2599,Bashir Ahmed missed Free Throw.,68,72
0:50,2463,Rakim Lubin Defensive Rebound.,68,72
0:40,2463,Tavrion Dawson made Layup. Assisted by Kendall Smith.,70,72
0:29,2599,St. John's  Timeout,70,72
0:19,2463,Foul on Kendall Smith.,70,72
0:19,2599,Shamorie Ponds made Free Throw.,70,73
0:19,2599,Shamorie Ponds made Free Throw.,70,74
0:16,2463,Aaron Parks missed Three Point Jumper.,70,74
0:16,2599,Tariq Owens Defensive Rebound.,70,74
0:11,2463,Foul on Darin Johnson.,70,74
0:11,2599,Malik Ellison missed Free Throw.,70,74
0:11,2599,St. John's Deadball Team Rebound.,70,74
0:11,2599,Malik Ellison made Free Throw.,70,75
0:11,2463,CSU Northridge  Timeout,70,75
0:05,2463,Jerron Wilbut missed Three Point Jumper.,70,75
0:05,2599,Malik Ellison Defensive Rebound.,70,75
0:02,2463,Foul on Darin Johnson.,70,75
0:02,2599,Malik Ellison missed Free Throw.,70,75
0:02,2599,St. John's Deadball Team Rebound.,70,75
0:02,2599,Malik Ellison made Free Throw.,70,76
0:00,2599,End of Game,70,76
